label,lh_caudalmiddlefrontal,lh_frontalpole,lh_lateralorbitofrontal,lh_medialorbitofrontal,lh_paracentral,lh_parsopercularis,lh_parsorbitalis,lh_parstriangularis,lh_precentral,lh_rostralmiddlefrontal,lh_superiorfrontal,rh_caudalmiddlefrontal,rh_frontalpole,rh_lateralorbitofrontal,rh_medialorbitofrontal,rh_paracentral,rh_parsopercularis,rh_parsorbitalis,rh_parstriangularis,rh_precentral,rh_rostralmiddlefrontal,rh_superiorfrontal,lh_inferiorparietal,lh_postcentral,lh_precuneus,lh_superiorparietal,lh_supramarginal,rh_inferiorparietal,rh_postcentral,rh_precuneus,rh_superiorparietal,rh_supramarginal,lh_bankssts,lh_entorhinal,lh_fusiform,lh_inferiortemporal,lh_middletemporal,lh_parahippocampal,lh_superiortemporal,lh_temporalpole,lh_transversetemporal,rh_bankssts,rh_entorhinal,rh_fusiform,rh_inferiortemporal,rh_middletemporal,rh_parahippocampal,rh_superiortemporal,rh_temporalpole,rh_transversetemporal,lh_cuneus,lh_lateraloccipital,lh_lingual,lh_pericalcarine,rh_cuneus,rh_lateraloccipital,rh_lingual,rh_pericalcarine,lh_caudalanteriorcingulate,lh_isthmuscingulate,lh_posteriorcingulate,lh_rostralanteriorcingulate,rh_caudalanteriorcingulate,rh_isthmuscingulate,rh_posteriorcingulate,rh_rostralanteriorcingulate,lh_insula,rh_insula
lh_caudalmiddlefrontal,1.0,0.13398751725841276,0.2885370677718144,0.1490727821693478,0.4449712929193592,0.44863162161737136,0.31535360137618335,0.4107288868100514,0.47955675522694474,0.5689898717005305,0.6854908860920267,0.48456173079476095,0.11738438295618543,0.1786098613082622,0.14370955014244077,0.35185184917418216,0.27356304397634007,0.2132058737980698,0.2668539207124263,0.3503863058491897,0.38452849296669095,0.5350180552465518,0.41167186127013217,0.31596046950977474,0.4778548455391033,0.4999254132045437,0.4193581794073913,0.3636331362754315,0.24840092225109625,0.37665515079711714,0.4145254451625276,0.3258394229100342,0.2787506828539171,0.10178925054215007,0.3413105506729954,0.339364527429787,0.3236493644179358,0.1490382598557971,0.35980071684432824,0.09628424105870179,0.2606135503850782,0.2232525862477663,0.050294985867949185,0.24981593839174124,0.2883125298405707,0.2678554297021828,0.11268742926888217,0.3095589287807879,0.13173517705422025,0.18177269418151693,0.209341991644972,0.34289486017578313,0.20940653979869264,0.1329776547371625,0.2184632178680537,0.30787921721518363,0.225036240099999,0.11991437037997732,0.10985950744885495,0.19131872957806584,0.23969256071403006,0.11039726003013649,0.07774810527962539,0.1567480602914909,0.17506179125601998,0.03549263149184704,0.09628287983018138,0.04932804128667284
lh_frontalpole,0.13398751725841276,1.0,0.12240005339199607,0.20066299084393027,0.08521479345633269,0.11347351560573572,0.1908910177076067,0.18331208102795563,0.03159669905880396,0.22277499647407795,0.2137364734658811,0.14399830279272366,0.3455124531794979,0.1883822418572571,0.20490626800413145,0.045263338700895876,0.06925018031027513,0.19518068502056865,0.16046333534537485,0.021553547349463922,0.196669632979838,0.19294273939982212,0.1265575691752075,0.0943792521632354,0.12007447536679809,0.10266564141849502,0.14975530761349157,0.12918977758945116,0.0937965188732145,0.07688213007899584,0.07183347484860896,0.1142094205941135,0.1277387585620457,0.02284150188988068,0.0623327526221533,0.1267548098233747,0.15514427470697797,0.008951526818700708,0.1397392787778802,-0.06266373140057863,0.064616756358255,0.09768634827550512,0.027497945775879693,0.04735980130845785,0.0992231738942306,0.12247187967988062,0.0007885814115246331,0.09243865638098575,0.024093158936000326,0.10746502861088278,0.09108908081544793,0.07549771532508809,0.08184728351459904,0.0200327179070728,0.059024092850487715,0.053417721147002765,0.05309208517604448,-0.001722351552194339,0.0911631561781218,0.07486482644663284,0.08501271449925592,0.10309071196347007,0.06561528858070204,0.05142845467850304,0.07374877704891654,0.053162881463591445,0.07135303729540576,0.035751701614458266
lh_lateralorbitofrontal,0.2885370677718144,0.12240005339199607,1.0,0.3207917333477197,0.23154576563059126,0.3329680025975254,0.40153646044440383,0.3914052747350482,0.207145956808923,0.4126340154660154,0.33597492868560147,0.1543237153364329,0.09303343139152026,0.3092836075145648,0.2010970872142259,0.21822906794754166,0.19883675143140142,0.22862181775306928,0.19737516598029398,0.15696772866107225,0.22426636100289654,0.22862936695737657,0.2029327076793602,0.14206924518375968,0.27246828125564965,0.18974028697842046,0.15458485902585817,0.20697581080158584,0.09526631177867928,0.2114610069967719,0.15724487208267357,0.10551189978111584,0.17901376439436517,0.17016377468678606,0.33226830127224805,0.29832021902421074,0.22772551420654674,0.19360258014932047,0.30792795104838844,0.16853090185772865,0.21559658501611204,0.18359577849293487,0.06922917627252625,0.2785574084291411,0.2353362240325231,0.15592254311184095,0.13918328578332947,0.25188388579024956,0.19022156531474904,0.19147640878491795,0.1363600468412166,0.2215999066505299,0.17307526544576995,0.10502976719636233,0.14439317638046065,0.23809625320082364,0.17076771783637548,0.08735704898960475,0.08716459753498422,0.15577610745914566,0.167858692169244,0.13399225782965163,0.07302560772134353,0.11994696102615432,0.12756539539361741,0.07986419658164201,0.17241230001906935,0.1035475998322163
lh_medialorbitofrontal,0.1490727821693478,0.20066299084393027,0.3207917333477197,1.0,0.08782000807881761,0.1896426129601375,0.21657317161585002,0.22205185768486738,0.04463455962126178,0.23833001598559322,0.19137621019695158,0.09890765340828374,0.18615699232322125,0.29448718086409875,0.36083707359817213,0.06195480383804823,0.11512888684583893,0.15794977488177525,0.11770155018740262,0.03215523362758884,0.15431257036379445,0.13783955753464658,0.11490660824583572,0.10495552753896299,0.14368764355304822,0.0785707565403036,0.1088013216061185,0.11559129503470934,0.08903514293481805,0.10642274063500393,0.0545806374888496,0.059087145829556445,0.13937729919980568,0.09146093710693556,0.18152441382931597,0.1747409679156893,0.13389077352059012,0.0957627752402194,0.18235019634099991,0.013425629129390753,0.138025758007477,0.16675572480747797,0.07764760921140632,0.15685192422799285,0.16051341489089205,0.09399031849176284,0.06483012058787212,0.08212557705220003,0.10149423657761387,0.13395568331469057,0.1001837733214305,0.11767400224466702,0.11489806478539842,0.04585125761905396,0.09089488308270535,0.11857736919106623,0.10926716830546811,0.039412410259054086,0.16250087829949827,0.11327910083406317,0.1526711780387322,0.29150664022261985,0.12581047736478984,0.07951941209148404,0.10993205008873955,0.1783151375741112,0.09867294769902005,0.20569693645049408
lh_paracentral,0.4449712929193592,0.08521479345633269,0.23154576563059126,0.08782000807881761,1.0,0.3201472648574661,0.22928966772950132,0.3064326352977897,0.5528699057425147,0.3753849498215338,0.48017448537266366,0.31999703476225677,0.06222013052752946,0.11409737988121499,0.09682418320816892,0.5919888325493555,0.24829141297690044,0.17629722931455055,0.23387904813228108,0.3861875054431039,0.28184303484748563,0.38693422956168466,0.43440541020003465,0.2731169386757895,0.5963433053648954,0.5369643353708514,0.3646274162238984,0.4051094667469246,0.2752804076091578,0.49716368052832777,0.4897706390903087,0.2845847264543939,0.23026470179532624,0.08188801460614259,0.35221488597710676,0.29471594333242096,0.2818024716921603,0.15707837498735316,0.3548090750652896,0.12166271940061055,0.2966865506173437,0.22903018797028427,0.03812051962084049,0.2822993043183728,0.27511808204153104,0.2708366323159991,0.14809188812102028,0.3332481455130875,0.12566560043496627,0.22591793830594828,0.280138484761232,0.44407258786170273,0.2575275889425283,0.22263075833092175,0.34243119238389874,0.41047509518840386,0.2983869795747302,0.21502800759992333,0.04533714348568839,0.24272352386586027,0.2718649316701039,0.029998120639823593,0.03733293317421977,0.19436191825545385,0.1970450601804229,0.0069137027391058615,0.0382983412389357,0.014021750606045137
lh_parsopercularis,0.44863162161737136,0.11347351560573572,0.3329680025975254,0.1896426129601375,0.3201472648574661,1.0,0.3377600806265061,0.5761058692189657,0.33183145265369085,0.505029701437077,0.43744293140660856,0.2525751399161904,0.06807852726807719,0.17800683475284543,0.13767930275373527,0.2694321986255835,0.3196936637161515,0.21602289631542745,0.24357802120599398,0.22047972336512148,0.2670388258197426,0.32224898231007554,0.35535796885396675,0.26957908760678523,0.3821120079213917,0.3228937695212041,0.3419228352179255,0.30597748961580024,0.1731284093288132,0.30722573623478544,0.26781110500880956,0.24109722064386055,0.24511139948168925,0.08185112121939972,0.34743563185310944,0.36439385394416424,0.3368240607148516,0.19192206665307865,0.4600165621482628,0.09401499275784063,0.2789433245255856,0.23419665697509656,0.031125498695813526,0.26848514189732037,0.2893524749597404,0.27752656924822594,0.14846621259809845,0.3412838610320364,0.1236719232757467,0.19984886213549896,0.1227134031566113,0.3101623262556071,0.17552649500004258,0.08159738087517897,0.16442855049819946,0.2844718098384231,0.17557742298908174,0.08958353627765789,0.10982649506780469,0.21596027093878511,0.21606316593978298,0.14981532861808647,0.08440927787800719,0.16923919062871393,0.17098159431258855,0.08228180350661252,0.14384582926469677,0.1018087308875897
lh_parsorbitalis,0.31535360137618335,0.1908910177076067,0.40153646044440383,0.21657317161585002,0.22928966772950132,0.3377600806265061,1.0,0.4922753688191936,0.18957736011479226,0.4653899224116849,0.3860214495580808,0.21238908310326865,0.16609861401980888,0.2514083536556734,0.20448544539951177,0.19191999950472022,0.19764389451971798,0.3599311166008464,0.2563638584159142,0.14912405569343473,0.27788814387172395,0.28630797886404424,0.2755493025255305,0.18478577901768178,0.2812527587433328,0.23739435156711805,0.2301563734786656,0.25330524729137366,0.1415349472886366,0.2188711989248943,0.2062901717793872,0.19233590471897102,0.21197009615728848,0.08335254368861059,0.2463300706065276,0.28425833864472194,0.27784108080342196,0.10610607755456808,0.3212761875234314,0.057472583747782774,0.19365789489657914,0.21756709148914344,0.05016178244724423,0.20778734889765257,0.2342245543637076,0.2290696729372679,0.07118997989534077,0.2451185711454663,0.12112627473520238,0.17138646264270807,0.14086442815993516,0.2300270503367982,0.15750719059330934,0.0790569408246872,0.14197805755854848,0.21834452128753912,0.15864194878207358,0.062270822922720424,0.07451467338939903,0.16229180501666252,0.1701187760299687,0.09935925005587957,0.05057703690645345,0.11326266445719439,0.12626023776541248,0.06982718875433398,0.09416723115839983,0.058346415511801565
lh_parstriangularis,0.4107288868100514,0.18331208102795563,0.3914052747350482,0.22205185768486738,0.3064326352977897,0.5761058692189657,0.4922753688191936,1.0,0.27504999620942583,0.5779339679109743,0.4620245386374932,0.26618232211964876,0.1326728433617205,0.2025596007966924,0.16862747410328943,0.2687565176921199,0.24444013002403459,0.27423102730738114,0.3076204337432873,0.1902702139063188,0.3179047116853215,0.34459766015416293,0.35572321505593024,0.2531231032406242,0.36667333574344085,0.33307652921829656,0.30215644148460746,0.327263532240604,0.18150088822260668,0.28117430401438626,0.273219139170692,0.2261934608911121,0.2738231874665505,0.0882306577924806,0.2838599445715696,0.3369749329436315,0.34272420112974195,0.14232434074645933,0.4095654733022786,0.05027969937728091,0.2407531899942763,0.24282818955934643,0.05007145416454344,0.21316080673707083,0.2543042337173105,0.26759041433611785,0.08017641938280617,0.3128876664655134,0.090303604784729,0.21613221631062618,0.1520439118228293,0.28603843857392425,0.18893916996427806,0.10680012786998044,0.16548920095106043,0.2629257862442556,0.17864779087805296,0.07547724342661605,0.10037395339333519,0.18913308162938008,0.21242231444703427,0.09331228539560867,0.07744420490825919,0.12763802539525584,0.1800363547027894,0.0344013374310293,0.07555527191009208,0.0118587770610865
lh_precentral,0.47955675522694474,0.03159669905880396,0.207145956808923,0.04463455962126178,0.5528699057425147,0.33183145265369085,0.18957736011479226,0.27504999620942583,1.0,0.35626740167113186,0.42783534600112466,0.23814484720326512,0.027317017387289356,0.07717704308655109,0.09286310739777565,0.44552275398564556,0.22851623732225296,0.1356149918677476,0.18824221948273093,0.4743283101821196,0.2600643661561974,0.3271995299417621,0.33442119635370476,0.09059457581055214,0.39411252967338806,0.4423156814951207,0.30393167294042656,0.3191650324233458,0.17426035045774713,0.3617703518859143,0.3942217704559188,0.23716403465446967,0.14358078277865768,0.06348877044659754,0.3255323221372998,0.2700778362914828,0.22897036770470713,0.14080599600960952,0.3036224984128196,0.17143345540669516,0.2520659821974381,0.12563294006413095,0.005538092814788175,0.24789092367507654,0.22563730138175778,0.20594649121802452,0.13742394228865099,0.286844729120889,0.12910187245858504,0.15012539296515628,0.17400169727105974,0.3959371455023644,0.19000483240247268,0.2079088337829476,0.25323919951571905,0.37847985678416035,0.22100992083681378,0.22163396304687788,0.03300105342274017,0.12517897905753547,0.12801925450131058,0.04201604485690956,0.020956694919416163,0.11496727061460303,0.10573673266730045,0.016506688151289573,0.042432883587236084,0.011997180965657855
lh_rostralmiddlefrontal,0.5689898717005305,0.22277499647407795,0.4126340154660154,0.23833001598559322,0.3753849498215338,0.505029701437077,0.4653899224116849,0.5779339679109743,0.35626740167113186,1.0,0.6846500929142034,0.3589597884378026,0.17263032249995008,0.20054811956777926,0.2067595538675792,0.3211238775563102,0.3011282951320404,0.27187758832540243,0.32392215411863057,0.2757159615535807,0.5602084262992454,0.5374746925004297,0.40953564936266634,0.303418172854197,0.4554865199162746,0.43723891620941324,0.35313615665232634,0.3734505671049315,0.21302120972906555,0.36383296045639807,0.3806014611224358,0.291250845597298,0.24244268886896356,0.08732733037186723,0.3518056778143582,0.35886129451827886,0.33485236335840657,0.1308183079297688,0.3766810607185224,0.10923538804608225,0.2558617380909312,0.22853484369170074,0.04463302324165409,0.26213828141994006,0.2694785880091409,0.2660074126938155,0.09625686332468822,0.3204694753465327,0.14457362005485128,0.19072931282481348,0.16792139998917754,0.34799023917186783,0.197295943773887,0.12825409227932355,0.20827449343604953,0.32873909333995627,0.21777632104885178,0.11673218791237307,0.10292200152369604,0.17961989398425046,0.21421524431222483,0.1241742543976518,0.07180552873005412,0.1299803035887073,0.15089490085255153,0.050471114306607306,0.09488868988974693,0.04137954324325007
