label,lh_caudalmiddlefrontal,lh_frontalpole,lh_lateralorbitofrontal,lh_medialorbitofrontal,lh_paracentral,lh_parsopercularis,lh_parsorbitalis,lh_parstriangularis,lh_precentral,lh_rostralmiddlefrontal,lh_superiorfrontal,rh_caudalmiddlefrontal,rh_frontalpole,rh_lateralorbitofrontal,rh_medialorbitofrontal,rh_paracentral,rh_parsopercularis,rh_parsorbitalis,rh_parstriangularis,rh_precentral,rh_rostralmiddlefrontal,rh_superiorfrontal,lh_inferiorparietal,lh_postcentral,lh_precuneus,lh_superiorparietal,lh_supramarginal,rh_inferiorparietal,rh_postcentral,rh_precuneus,rh_superiorparietal,rh_supramarginal,lh_bankssts,lh_entorhinal,lh_fusiform,lh_inferiortemporal,lh_middletemporal,lh_parahippocampal,lh_superiortemporal,lh_temporalpole,lh_transversetemporal,rh_bankssts,rh_entorhinal,rh_fusiform,rh_inferiortemporal,rh_middletemporal,rh_parahippocampal,rh_superiortemporal,rh_temporalpole,rh_transversetemporal,lh_cuneus,lh_lateraloccipital,lh_lingual,lh_pericalcarine,rh_cuneus,rh_lateraloccipital,rh_lingual,rh_pericalcarine,lh_caudalanteriorcingulate,lh_isthmuscingulate,lh_posteriorcingulate,lh_rostralanteriorcingulate,rh_caudalanteriorcingulate,rh_isthmuscingulate,rh_posteriorcingulate,rh_rostralanteriorcingulate,lh_insula,rh_insula
lh_superiorfrontal,0.6854908860920267,0.2137364734658811,0.33597492868560147,0.19137621019695158,0.48017448537266366,0.43744293140660856,0.3860214495580808,0.4620245386374932,0.42783534600112466,0.6846500929142034,1.0,0.5119243519090044,0.18269428260716178,0.2344226599350195,0.2103639424797253,0.35835199279300045,0.3445148687335301,0.2931441723363364,0.36504531654789757,0.33581520233258616,0.5297018744580579,0.7058687077499177,0.449568756141566,0.31349748906226377,0.5062470527271109,0.4953481346570408,0.4104554766692037,0.38362254672438645,0.2664877966470726,0.374133644033913,0.41065014493787133,0.36201631167626364,0.28506612099858675,0.09593407249682202,0.3502799013766863,0.3600410334432289,0.3490846225172466,0.16737945831621234,0.39536027982827393,0.08536474624067507,0.2812288150554101,0.26854056950339467,0.06346901758454694,0.2639811104628858,0.30724676956736097,0.3201062438355393,0.12711498731295418,0.38305678633129236,0.11645089026250442,0.2153697936707012,0.18626207323405758,0.3294265403077601,0.19754387278266017,0.08221635831263968,0.18774810269909614,0.27501253294619005,0.20793238759282306,0.07069424336089247,0.11612717379203016,0.25926131240802697,0.29152099300787254,0.12945028117187854,0.09241921879243804,0.18346817424594178,0.21604498920370846,0.06480218571122645,0.11791307461356888,0.06325371959641249
rh_caudalmiddlefrontal,0.48456173079476095,0.14399830279272366,0.1543237153364329,0.09890765340828374,0.31999703476225677,0.2525751399161904,0.21238908310326865,0.26618232211964876,0.23814484720326512,0.3589597884378026,0.5119243519090044,1.0,0.14231953462533023,0.25433940192049204,0.20890645767788762,0.31065492217037843,0.37926964737455904,0.307464349984725,0.41082833416623815,0.4126000471370251,0.5203584835939484,0.6256926902578209,0.30805050813078805,0.3207266669126645,0.316388923486926,0.3738873082417953,0.34953938711960897,0.37172982968804,0.27015716235205983,0.3561203858780078,0.4204844547212348,0.4208189378605745,0.21558384629939623,0.08819655797839036,0.20794968040022413,0.2665545617527757,0.2710363543150203,0.08494375819444602,0.2538522290258405,0.018643284803909806,0.1755741815639401,0.27710367300898076,0.09052356397238687,0.24235054339993317,0.31681828097474574,0.32175735490309615,0.08858109899195396,0.3365401667581645,0.10376216624892609,0.2126075681026868,0.22632441422099203,0.2599531026286556,0.22566046608120213,0.1701108359674128,0.21060774088758796,0.2814095410763154,0.21491345655255156,0.10815038867532815,0.06253625971819952,0.12472982666864707,0.19657462845578672,0.05783588124172352,0.09206093568159093,0.13229605255750496,0.2138648262295408,0.07804632862426374,0.0739580151225385,0.09516532507114277
rh_frontalpole,0.11738438295618543,0.3455124531794979,0.09303343139152026,0.18615699232322125,0.06222013052752946,0.06807852726807719,0.16609861401980888,0.1326728433617205,0.027317017387289356,0.17263032249995008,0.18269428260716178,0.14231953462533023,1.0,0.2211392909659666,0.25387945899445347,0.06496178817688578,0.0823593924637392,0.2199414564347645,0.1701309743163811,0.03203168943663497,0.2503761732308069,0.20895278707129622,0.1079521387370667,0.10731605982314404,0.08877147562353517,0.07357021568408846,0.12117797441573067,0.11435752631553636,0.11039246423041442,0.09890909594664177,0.07773110603635622,0.10205468468469339,0.0949265971157576,0.01588189849060952,0.04628373995295222,0.10027388166026621,0.13374039456655912,0.022607436375160606,0.11801875782560822,-0.04598526822588122,0.05608513880799323,0.11958870640037843,0.032926328243784754,0.06412192539368836,0.11075069206689915,0.11606581475260909,0.01405847895506303,0.09822175946895843,0.03128756418597144,0.09786962691734506,0.09191302313591185,0.04552806949834478,0.08333629115731354,0.026992979564877548,0.06107325173409816,0.05108343797020922,0.05658489774747398,-0.016591242444135432,0.0861914977346726,0.06387151535970148,0.08719509257630952,0.10844176663158508,0.09044920511643559,0.052655813244970213,0.10132842102123128,0.08530478047201968,0.08239375853371818,0.06547779247279607
rh_lateralorbitofrontal,0.1786098613082622,0.1883822418572571,0.3092836075145648,0.29448718086409875,0.11409737988121499,0.17800683475284543,0.2514083536556734,0.2025596007966924,0.07717704308655109,0.20054811956777926,0.2344226599350195,0.25433940192049204,0.2211392909659666,1.0,0.39085223923600004,0.10341676867412915,0.24820552654115507,0.3555693001512323,0.29049147588904434,0.12363640978506166,0.3044256745703234,0.29756348774580826,0.17909204079187385,0.14335703290726698,0.1457648354836321,0.10829637706797829,0.17855026302927396,0.19990667526287384,0.14678464135084282,0.15891789586104782,0.13369874566100065,0.17597559346874247,0.18550173287908223,0.1576003657557102,0.214743928023551,0.2645993007514651,0.23638903384871826,0.12217014933691235,0.2537938949319757,0.02980131908891318,0.16492913034477272,0.22337753492922874,0.16842693548513088,0.24881783003305444,0.2997974371882854,0.2382633696794972,0.09526174221568146,0.2493786029770875,0.1865249158933644,0.20535973648446096,0.16561951974041916,0.1672683010773654,0.18214886828443003,0.09794972330245313,0.14392787776334542,0.1715339877963137,0.16471359243014033,0.03071193288683323,0.11889432327875228,0.11838365212455548,0.13264283156317577,0.19781420405547392,0.14120293536395306,0.08812729900996345,0.14710880953183533,0.20363589970312412,0.2613182683024676,0.19966703795206467
rh_medialorbitofrontal,0.14370955014244077,0.20490626800413145,0.2010970872142259,0.36083707359817213,0.09682418320816892,0.13767930275373527,0.20448544539951177,0.16862747410328943,0.09286310739777565,0.2067595538675792,0.2103639424797253,0.20890645767788762,0.25387945899445347,0.39085223923600004,1.0,0.11244956369929934,0.23320132946045002,0.27602492413247137,0.2610498320447209,0.11320988531725694,0.31512615217142853,0.30191902153076416,0.1390518623611767,0.1271095408548769,0.14253307052393002,0.09811224554528547,0.14236513322860847,0.1691098626911761,0.15388092018279959,0.17762894596070067,0.13632004739827142,0.18153783306866994,0.11524103015058923,0.08695780877317424,0.18391244903619483,0.2164650410917153,0.15803689107958513,0.0655924812507849,0.18238176424410682,0.006886230222203511,0.1440681499183501,0.20938007845091033,0.10434700131670613,0.22817694185972942,0.24539828663605445,0.21691316469451546,0.08020928526904367,0.22251201989302172,0.12675600646088744,0.15171994738560016,0.11296407375037841,0.14693904731530602,0.12791595358048877,0.06408571363344576,0.12002891007854281,0.18869887487712061,0.11695332248938137,0.004026585035111245,0.13304313032709722,0.0846518164801367,0.12202618395138023,0.2550797432399249,0.14823288579009167,0.07146802272953319,0.13020600004441124,0.26449573020686,0.22036296809159428,0.19029073362057466
rh_paracentral,0.35185184917418216,0.045263338700895876,0.21822906794754166,0.06195480383804823,0.5919888325493555,0.2694321986255835,0.19191999950472022,0.2687565176921199,0.44552275398564556,0.3211238775563102,0.35835199279300045,0.31065492217037843,0.06496178817688578,0.10341676867412915,0.11244956369929934,1.0,0.27691257778058825,0.21395610255248912,0.24728903312033143,0.5697856721192249,0.301198333595526,0.43327653521186443,0.3302274445946109,0.26759737153882834,0.4634889856243267,0.44053935221826007,0.24898255662746716,0.4188792933159915,0.14699094397002632,0.5786489943392699,0.5230270212714133,0.24199343624170006,0.18463648945895791,0.05710016570708085,0.2938845079402232,0.22048824859644672,0.20053256416677823,0.14206584413412462,0.2840694103252223,0.11647918993889031,0.267569083513042,0.2277685367967536,0.018283269607274628,0.304013480010098,0.24908886802340133,0.22105118593305864,0.1669711069766963,0.3519267100217557,0.12055495044399578,0.2624823192052399,0.2422976374900039,0.3840627415858281,0.23160767062631096,0.24596524030437314,0.3339212605471734,0.429906212105383,0.27260206567596634,0.19292838840628124,0.027386619470396154,0.19881204953363596,0.1843345897930545,0.015921623722511925,0.07523352683089696,0.22447672181566844,0.29326782812315433,0.03407140145013996,0.02600785062638228,0.030511870785680097
rh_parsopercularis,0.27356304397634007,0.06925018031027513,0.19883675143140142,0.11512888684583893,0.24829141297690044,0.3196936637161515,0.19764389451971798,0.24444013002403459,0.22851623732225296,0.3011282951320404,0.3445148687335301,0.37926964737455904,0.0823593924637392,0.24820552654115507,0.23320132946045002,0.27691257778058825,1.0,0.3427907441144483,0.5520342963541548,0.26296905978806834,0.47375717288072466,0.44308859620406205,0.2545118597052773,0.1691548766131688,0.2670849238718824,0.22370091595011113,0.22936342052576936,0.31885502119550274,0.2375994843125004,0.3429707094829161,0.29713663485391,0.3220079328280529,0.1596723143748662,0.05966876904317962,0.25795966264614095,0.26014102253195687,0.22371656958744457,0.1540943709008853,0.29277240354967415,0.0770866519503603,0.21402936826873933,0.2758489049348741,0.0406749861714959,0.27433993090584374,0.3105969693001009,0.3343628673138491,0.15445657412199132,0.44788387965042553,0.11384221049179807,0.23200257679695516,0.09870486302419015,0.20671441862000675,0.14511469340277577,0.08380684092719373,0.14765431998789996,0.24951620662272214,0.14039078756332002,0.015384944318278774,0.07116392912591221,0.18138822177190367,0.15611057594574804,0.09731172842607026,0.10103419841372943,0.18627603418584943,0.2058897803900683,0.14361416511594355,0.11814639366030139,0.16625081825808893
rh_parsorbitalis,0.2132058737980698,0.19518068502056865,0.22862181775306928,0.15794977488177525,0.17629722931455055,0.21602289631542745,0.3599311166008464,0.27423102730738114,0.1356149918677476,0.27187758832540243,0.2931441723363364,0.307464349984725,0.2199414564347645,0.3555693001512323,0.27602492413247137,0.21395610255248912,0.3427907441144483,1.0,0.49039101311687566,0.20152960013622473,0.4574115988247606,0.3965788703660716,0.2319125145862037,0.15233025610188736,0.1903273286965383,0.17401996669835992,0.21948363154141193,0.2603907368609645,0.18035305543858873,0.24441941395454167,0.2307522832359544,0.241735923362474,0.18605069122021425,0.053419110696636594,0.1787531328755025,0.22013053228205148,0.249201870294818,0.10632068495058793,0.25958648398960205,0.03375590856334697,0.14922526260352967,0.23815319447494723,0.061545484606479205,0.22894735123630403,0.26259354668343327,0.26862292678437266,0.11114850944631932,0.34647977137235436,0.13105966139766365,0.20430126611438285,0.13667822865116674,0.18590952272127548,0.13858718447749455,0.07932949020623752,0.14236810750236345,0.2186658658095955,0.13893322948535394,0.019861504131184815,0.053388829521675625,0.143087008146764,0.14499710786369038,0.07532787733294691,0.096823152813991,0.1320834499946943,0.17603878419058025,0.12089468902845557,0.08462847850055621,0.11182604582581676
rh_parstriangularis,0.2668539207124263,0.16046333534537485,0.19737516598029398,0.11770155018740262,0.23387904813228108,0.24357802120599398,0.2563638584159142,0.3076204337432873,0.18824221948273093,0.32392215411863057,0.36504531654789757,0.41082833416623815,0.1701309743163811,0.29049147588904434,0.2610498320447209,0.24728903312033143,0.5520342963541548,0.49039101311687566,1.0,0.2494605676113678,0.5873309947496208,0.47147824072144695,0.2743695191368791,0.17985445519007962,0.236703872272024,0.2320781976663877,0.27325690006300024,0.3166302404123078,0.22319799644561708,0.29668136937109796,0.28200125330060916,0.3320161926914324,0.20841068661681578,0.05856036651369784,0.18832431757901233,0.26334991648369593,0.2992653481076022,0.11698143554823329,0.30494066649491697,0.037788552190552,0.17768157306454022,0.2883385747520709,0.04873321995547628,0.23100796420882008,0.2987868361634722,0.3565174309361627,0.11066854585436282,0.4656548536159266,0.10633256459285301,0.23319823778492318,0.1305212823699211,0.20855970729945655,0.14995033538125005,0.0845452508241813,0.1546925995023918,0.23651325787259952,0.14544669642956987,0.028598408087996352,0.04471681963719489,0.14829890815111224,0.14797991161793597,0.06049345986877461,0.07251276155985788,0.13501687941104668,0.18533833690773785,0.10705623176688883,0.0589198430755037,0.07993001539240864
rh_precentral,0.3503863058491897,0.021553547349463922,0.15696772866107225,0.03215523362758884,0.3861875054431039,0.22047972336512148,0.14912405569343473,0.1902702139063188,0.4743283101821196,0.2757159615535807,0.33581520233258616,0.4126000471370251,0.03203168943663497,0.12363640978506166,0.11320988531725694,0.5697856721192249,0.26296905978806834,0.20152960013622473,0.2494605676113678,1.0,0.2834454482802321,0.429012396115447,0.26260590691842567,0.22083347709023,0.31680152854071547,0.3680413680618662,0.25226828682301494,0.3176808488846282,-0.07573825288316544,0.36885945236356915,0.43823725932758206,0.30127239171642217,0.12822706599495204,0.06878747725975572,0.23998840981148775,0.20305470813259757,0.17962024419116673,0.09377706231137219,0.23393420880496774,0.12694137743436223,0.19553483862457305,0.18199823994491968,0.040694017107383115,0.23271181557075066,0.22869964076677654,0.23251822027409338,0.09224586352690801,0.3192032063091141,0.13748294994602273,0.18674451672690356,0.18219013199831988,0.3138709021592979,0.16912450190173325,0.20183821509012165,0.2480209604711777,0.35700455737588666,0.19545650502090342,0.1782422339998862,0.0313751892446476,0.0901021147268622,0.10962229841417034,0.035701321813464186,0.05507650962050849,0.07137169543815246,0.14122861925334101,0.05499127770996176,0.02700816166536259,0.04002683317104118
