method	trait_arm	score	disorder	threshold	phenotype	stratum	n	n_families	n_multi_families	n_pairs	beta_within	se_within	p_within	beta_between	se_between	p_between	beta_diff	se_diff	z_diff	p_diff
CT	SCZ25_EUR	raw	SCZ25EUR	0p05	baseline_thickness	full	8596	7198	1350	1449	0.0004372751651131	0.038791971092903	0.991007709721163	0.0229665315714109	0.0162202652136339	0.156842933014672	0.0225292564062977	0.0418150638799452	0.538783259329252	0.59003641612115
CT	SCZ25_EUR	raw	SCZ25EUR	0p1	baseline_thickness	full	8596	7198	1350	1449	0.0117062829762676	0.0419046093280353	0.780011118255652	0.0298873011729712	0.0174883331818875	0.087496148486671	0.0181810181967036	0.0451026190641454	0.403103380112947	0.686872174118066
CT	SCZ25_EUR	raw	SCZ25EUR	0p5	baseline_thickness	full	8596	7198	1350	1449	0.0442450295035514	0.0456839093835455	0.332951328684945	0.0326400272469997	0.0187836574616102	0.0823089499696685	-0.0116050022565517	0.0489658373516772	-0.237002017819148	0.81265522485787
CT	SCZ25_EUR	raw	SCZ25EUR	1	baseline_thickness	full	8596	7198	1350	1449	0.039558069541568	0.0456928106571962	0.386773504762315	0.0298011529227031	0.0187499497710362	0.112013600528171	-0.0097569166188648	0.0489704592472329	-0.199240864162738	0.842074335183418
CT	SCZ25_EUR	raw	SCZ25EUR	1e-5	baseline_thickness	full	8596	7198	1350	1449	-0.017077366390574	0.0280422989399908	0.542627412086137	-0.0047340352923619	0.0121064626018442	0.695783967531412	0.012343331098212	0.0305203236647282	0.404429888549215	0.685896625135245
CT	SCZ25_EUR	raw	SCZ25EUR	5e-8	baseline_thickness	full	8596	7198	1350	1449	-0.0109457540774388	0.0270831557270897	0.686158284748178	-0.0049775257692601	0.0116104898394078	0.668147637313675	0.0059682283081786	0.029459731382642	0.202589366164255	0.839456002226231
CT	SCZ25_EUR	raw	SCZ25EUR	0p001	global_slope	EUR	4308	3601	691	726	-0.116201997641005	0.0485466939023212	0.0169143527345433	-0.0279245986257185	0.0151558673160918	0.0654883287953416	0.0882773990152862	0.0508499892816487	1.73603574479306	0.0825575144679058
CT	SCZ25_EUR	raw	SCZ25EUR	0p01	global_slope	EUR	4308	3601	691	726	-0.081398984143657	0.0492537035903257	0.0987963532664049	-0.0328489963451888	0.0151618504113541	0.0303370814497683	0.0485499877984683	0.0515317817883355	0.942136796237421	0.346122607740082
CT	SCZ25_EUR	raw	SCZ25EUR	0p05	global_slope	EUR	4308	3601	691	726	-0.120612411912793	0.0492210055703802	0.0144834736035644	-0.0324795310424329	0.0152159346616886	0.0328662732134317	0.08813288087036	0.0515333324613485	1.71021117131251	0.0872268306648314
CT	SCZ25_EUR	raw	SCZ25EUR	0p1	global_slope	EUR	4308	3601	691	726	-0.105999927654158	0.0493486312175286	0.0320167033360542	-0.0350043127190509	0.0152544379427277	0.0218102687072952	0.0709956149351069	0.0516700182374735	1.37401954473509	0.169435614821298
CT	SCZ25_EUR	raw	SCZ25EUR	0p5	global_slope	EUR	4308	3601	691	726	-0.0964283552600951	0.0506772953726309	0.0574274802942816	-0.0417945371899109	0.0153091808859431	0.0063652318784733	0.0546338180701842	0.052959180853379	1.03162128246359	0.302249566404593
CT	SCZ25_EUR	raw	SCZ25EUR	1	global_slope	EUR	4308	3601	691	726	-0.0912868255585956	0.0507295211056184	0.0723200675202796	-0.0421468578278112	0.0153087477795339	0.0059341133933235	0.0491399677307844	0.0530099997648621	0.926994301995018	0.353929492725191
CT	SCZ25_EUR	raw	SCZ25EUR	1e-5	global_slope	EUR	4308	3601	691	726	-0.0991058683834251	0.0462552150732365	0.0324493938788093	-0.0189797164030126	0.0152085726363752	0.212129671877066	0.0801261519804125	0.0486774940868211	1.64606156260837	0.0997510849892342
CT	SCZ25_EUR	raw	SCZ25EUR	5e-8	global_slope	EUR	4308	3601	691	726	-0.0695962413198956	0.0466205526855458	0.135879428916934	-0.0128616452055355	0.01519074520323	0.397233646926893	0.0567345961143601	0.0490102253941185	1.15760732904462	0.247024317006979
CT	SCZ25_EUR	raw	SCZ25EUR	0p001	global_slope	full	8596	7198	1350	1449	-0.0391296490359177	0.0347358669241661	0.260119776420988	-0.021941702548769	0.011381587222279	0.0539175101028845	0.0171879464871488	0.0365372962094147	0.47042195975957	0.638053578041264
CT	SCZ25_EUR	raw	SCZ25EUR	0p01	global_slope	full	8596	7198	1350	1449	-0.0220846541079823	0.0391214619706795	0.572479484590391	-0.0366777423198974	0.0127352695362269	0.0039885859603018	-0.014593088211915	0.0410790415187779	-0.355244126259477	0.722406709741487
CT	SCZ25_EUR	raw	SCZ25EUR	0p05	global_slope	full	8596	7198	1350	1449	-0.0446019768241397	0.046320753773723	0.33574006937716	-0.0476704436977484	0.01521229061905	0.0017333240316389	-0.0030684668736087	0.0485788513355795	-0.0631646650599445	0.949635381766772
CT	SCZ25_EUR	raw	SCZ25EUR	0p1	global_slope	full	8596	7198	1350	1449	-0.0420287741383269	0.0500241497121749	0.40093333843099	-0.0557000810882475	0.016411021938509	0.000692385428863	-0.0136713069499206	0.0524152871091291	-0.260826711135948	0.794226144726583
CT	SCZ25_EUR	raw	SCZ25EUR	0p5	global_slope	full	8596	7198	1350	1449	-0.0227073590214196	0.0545490828343175	0.677262946772051	-0.0585667958851432	0.0176204306134149	0.0008925037714943	-0.0358594368637236	0.0569985509232314	-0.629128921400492	0.529264657638215
CT	SCZ25_EUR	raw	SCZ25EUR	1	global_slope	full	8596	7198	1350	1449	-0.0252417906776528	0.0545564105930095	0.643658738116217	-0.0582838741662734	0.0175863902327821	0.0009238542702763	-0.0330420834886206	0.0570021257832865	-0.579664056990464	0.562141186355412
CT	SCZ25_EUR	raw	SCZ25EUR	1e-5	global_slope	full	8596	7198	1350	1449	-0.0492722771346769	0.0334940567491759	0.141459607054398	-0.0090100487126068	0.0113301125287778	0.426506757401415	0.0402622284220701	0.035340377176582	1.13926991273736	0.254590593440614
CT	SCZ25_EUR	raw	SCZ25EUR	5e-8	global_slope	full	8596	7198	1350	1449	-0.0312189253507004	0.0323544720933421	0.334733299841102	-0.0042166371234485	0.0108730542319078	0.698171315131162	0.0270022882272519	0.0341270316608362	0.791228739012759	0.428810523808556
CT	SCZ25_EUR	raw	SCZ25EUR	0p001	slope_PC1	EUR	4308	3601	691	726	0.0788523596345186	0.0524537291907948	0.133181032806518	0.0370359694419316	0.0157305561422041	0.0186098647639403	-0.041816390192587	0.0547538211290067	-0.763716382351881	0.445036275943286
CT	SCZ25_EUR	raw	SCZ25EUR	0p01	slope_PC1	EUR	4308	3601	691	726	0.0168446502581598	0.0531752448016979	0.751499523031201	0.0512740477009314	0.0157274015946379	0.0011245793269207	0.0344293974427716	0.0554491383007974	0.620918529986902	0.534653228505543
CT	SCZ25_EUR	raw	SCZ25EUR	0p05	slope_PC1	EUR	4308	3601	691	726	0.0390512344696516	0.0532660031278493	0.463699683031425	0.0478169493985648	0.0157839350363217	0.0024685540818254	0.0087657149289131	0.0555690797290586	0.157744468176415	0.874658158600459
CT	SCZ25_EUR	raw	SCZ25EUR	0p1	slope_PC1	EUR	4308	3601	691	726	0.0132229291920562	0.0533824111383849	0.804431363579029	0.0521264949492515	0.0158216174314914	0.0009957324941643	0.0389035657571952	0.0556948442333996	0.698512874803324	0.484856509049222
CT	SCZ25_EUR	raw	SCZ25EUR	0p5	slope_PC1	EUR	4308	3601	691	726	-0.0010079834098601	0.0547919711477923	0.985327284642753	0.0546754120976305	0.0158782705189721	0.0005815302293269	0.0556833955074907	0.0570658281261458	0.975774773379276	0.329176088508885
CT	SCZ25_EUR	raw	SCZ25EUR	1	slope_PC1	EUR	4308	3601	691	726	-0.0009378121771993	0.054831781649863	0.986358537274628	0.0548024492765994	0.0158781509701075	0.0005645678177582	0.0557402614537987	0.057104978307406	0.976101613308374	0.329014111969503
CT	SCZ25_EUR	raw	SCZ25EUR	1e-5	slope_PC1	EUR	4308	3601	691	726	0.069757927147317	0.0499739488988936	0.163154855887203	0.0220599833069218	0.0157868847241601	0.162397201199026	-0.0476979438403953	0.0523940926384811	-0.910368735069252	0.362628080353178
CT	SCZ25_EUR	raw	SCZ25EUR	5e-8	slope_PC1	EUR	4308	3601	691	726	0.0701478163348878	0.0503051850052574	0.163589380353056	0.0095545492102059	0.0157723070622851	0.544701292071908	-0.0605932671246819	0.052696675342599	-1.14984990477567	0.250205696710646
CT	SCZ25_EUR	raw	SCZ25EUR	0p001	slope_PC1	full	8596	7198	1350	1449	0.0072029724091345	0.0369876060248878	0.845619967632498	0.0297409961540698	0.0117404971298691	0.0113247284349129	0.0225380237449353	0.0387904648943277	0.581019686315514	0.561227185667037
CT	SCZ25_EUR	raw	SCZ25EUR	0p01	slope_PC1	full	8596	7198	1350	1449	-0.0008544929235665	0.0416550272297255	0.983636134882132	0.0439222477451926	0.0131379689307538	0.0008326947008991	0.0447767406687591	0.0436144977483332	1.02664808676996	0.304586202289476
CT	SCZ25_EUR	raw	SCZ25EUR	0p05	slope_PC1	full	8596	7198	1350	1449	0.0274204067106653	0.0493275814713927	0.578364375058479	0.0461250121913918	0.0156998926730222	0.0033149855923048	0.0187046054807264	0.0515893117446509	0.362567455315312	0.71692802516761
CT	SCZ25_EUR	raw	SCZ25EUR	0p1	slope_PC1	full	8596	7198	1350	1449	0.0147524116503387	0.0532798705713933	0.78190227684904	0.057706309107227	0.0169359756899764	0.0006597091886575	0.0429538974568883	0.0556741037777072	0.771523824225217	0.440396506584824
CT	SCZ25_EUR	raw	SCZ25EUR	0p5	slope_PC1	full	8596	7198	1350	1449	0.0114080631829973	0.0580932188873665	0.844340310284611	0.0607881035693789	0.0181816030678774	0.0008319791965389	0.0493800403863815	0.0605452460237039	0.815589061559827	0.414735207679806
CT	SCZ25_EUR	raw	SCZ25EUR	1	slope_PC1	full	8596	7198	1350	1449	0.015452887329951	0.0580959648565303	0.790280312223258	0.0625071386064695	0.01814548628608	0.0005748945305839	0.0470542512765185	0.060544169797698	0.777188809983609	0.437047383186066
CT	SCZ25_EUR	raw	SCZ25EUR	1e-5	slope_PC1	full	8596	7198	1350	1449	0.0248106406126995	0.0356741884868261	0.486851766344677	0.021747380216005	0.0116859255356308	0.062788546022209	-0.0030632603966945	0.0375212372091313	-0.0816407086904114	0.934932428472349
CT	SCZ25_EUR	raw	SCZ25EUR	5e-8	slope_PC1	full	8596	7198	1350	1449	0.0153570546363756	0.0344527446134206	0.655840798897299	0.0083677903008456	0.0112177115594998	0.455726331492487	-0.0069892643355299	0.0362273713112573	-0.19292772515786	0.847015571385444
CT	SCZ25_EUR	raw	SCZ25EUR	0p001	slope_PC2	EUR	4308	3601	691	726	0.0255197216038116	0.0530275429515669	0.630454928854576	0.0231082123670931	0.0162490285160426	0.15507732263237	-0.0024115092367184	0.055453187936502	-0.0434872966993316	0.965313090712672
CT	SCZ25_EUR	raw	SCZ25EUR	0p01	slope_PC2	EUR	4308	3601	691	726	-0.026619903747296	0.0537071602383005	0.620265126602094	0.0235608844251589	0.0162571283884824	0.147353036361447	0.050180788172455	0.05611066617636	0.894318167863718	0.371151682083471
CT	SCZ25_EUR	raw	SCZ25EUR	0p05	slope_PC2	EUR	4308	3601	691	726	-0.0030067705865548	0.053838817595196	0.955475829631834	0.0303962200365613	0.0163076833303678	0.0624165210212841	0.0334029906231162	0.0562690631597283	0.593629762917798	0.552759769832101
CT	SCZ25_EUR	raw	SCZ25EUR	0p1	slope_PC2	EUR	4308	3601	691	726	-0.023598957765075	0.0539443612752385	0.661878759056797	0.0386837080973615	0.0163446136141325	0.0179987983622934	0.0622826658624365	0.056384376006988	1.10460858615723	0.269329229003737
CT	SCZ25_EUR	raw	SCZ25EUR	0p5	slope_PC2	EUR	4308	3601	691	726	-0.0456119475619139	0.0553717976228205	0.41031008417407	0.0468223432651684	0.0163994221978582	0.0043274959098192	0.0924342908270823	0.0577700775794628	1.60003750557438	0.109590263349527
CT	SCZ25_EUR	raw	SCZ25EUR	1	slope_PC2	EUR	4308	3601	691	726	-0.0427880530032684	0.0554186709116115	0.440269365494321	0.0470249314460635	0.016399042910457	0.0041616265370927	0.0898129844493319	0.0578159126525112	1.55343019471355	0.120320393942916
CT	SCZ25_EUR	raw	SCZ25EUR	1e-5	slope_PC2	EUR	4308	3601	691	726	0.0436167660987625	0.0504756495357498	0.387759273392543	0.0226999827829629	0.0163009405231866	0.163841947755832	-0.0209167833157996	0.0530278290903908	-0.394449172719196	0.693249445802624
CT	SCZ25_EUR	raw	SCZ25EUR	5e-8	slope_PC2	EUR	4308	3601	691	726	0.0248242118955568	0.0508155659737217	0.625305670260944	0.0118444676216565	0.0162845091231735	0.467062208518022	-0.0129797442739003	0.0533369209013921	-0.243353835477247	0.807731302882805
CT	SCZ25_EUR	raw	SCZ25EUR	0p001	slope_PC2	full	8596	7198	1350	1449	-0.0251316116954072	0.0376577697573221	0.504618116048228	0.0168726759346315	0.0120527905054205	0.161587524663422	0.0420042876300387	0.039523282571097	1.06277325408077	0.28788479137495
CT	SCZ25_EUR	raw	SCZ25EUR	0p01	slope_PC2	full	8596	7198	1350	1449	-0.0309561009224932	0.0424138730390924	0.465567379549824	0.0240891440585043	0.0134898807535793	0.0741869201658435	0.0550452449809974	0.0444419959661759	1.23858624673139	0.215498763959556
CT	SCZ25_EUR	raw	SCZ25EUR	0p05	slope_PC2	full	8596	7198	1350	1449	0.0018443960137487	0.050254144929317	0.97072698597913	0.0284009069855146	0.0161158604445457	0.078061682104282	0.0265565109717658	0.0525926010353969	0.504947662768993	0.613595596237107
CT	SCZ25_EUR	raw	SCZ25EUR	0p1	slope_PC2	full	8596	7198	1350	1449	-0.0064006329548815	0.0542883085328964	0.90615879380645	0.0410025263121417	0.0173842164569873	0.018370086286639	0.0474031592670233	0.0567633182880776	0.835101976005861	0.403660294213268
CT	SCZ25_EUR	raw	SCZ25EUR	0p5	slope_PC2	full	8596	7198	1350	1449	-0.0062435715014154	0.0591939912676492	0.916008927136735	0.0454645663347845	0.018662169500257	0.0148670189038342	0.0517081378361999	0.0617285714648237	0.837669439113232	0.402216381872834
CT	SCZ25_EUR	raw	SCZ25EUR	1	slope_PC2	full	8596	7198	1350	1449	-0.0050147110546267	0.059199835368033	0.932502330092782	0.0468629394481163	0.0186254017525666	0.0118885324554224	0.0518776505027431	0.0617304224006439	0.84039033729667	0.40068956511184
CT	SCZ25_EUR	raw	SCZ25EUR	1e-5	slope_PC2	full	8596	7198	1350	1449	-0.0080702101424937	0.0363314554353408	0.824238707568746	0.025149816351167	0.0119922132726258	0.0360131552210906	0.0332200264936607	0.0382406936338801	0.868708784723214	0.385006435266461
CT	SCZ25_EUR	raw	SCZ25EUR	5e-8	slope_PC2	full	8596	7198	1350	1449	-0.0235006343554098	0.0350779757422258	0.502968762431847	0.0140689238676539	0.0115115497531943	0.221688599932624	0.0375695582230637	0.0369127697915254	1.01779298695946	0.308776345548263
CT	SCZ25_EUR	raw	SCZ25EUR	0p001	slope_PC3	EUR	4308	3601	691	726	-0.063108283755176	0.0500314090316634	0.207640522318826	-0.0101718928072824	0.016261844744962	0.531681605558499	0.0529363909478935	0.0525999671469663	1.00639589374623	0.314225168115032
CT	SCZ25_EUR	raw	SCZ25EUR	0p01	slope_PC3	EUR	4308	3601	691	726	-0.0331283727521443	0.050700893345422	0.513730724208669	-0.033036275194047	0.0162644973971247	0.0423158445036587	9.20975580972413e-05	0.0532431245601337	0.0017297549469176	0.998619855922126
CT	SCZ25_EUR	raw	SCZ25EUR	0p05	slope_PC3	EUR	4308	3601	691	726	-0.0161781875217201	0.0508013472389969	0.750241501178477	-0.022525793219146	0.0163256746874582	0.167748866889336	-0.0063476056974259	0.05337611029972	-0.118922223102857	0.905336975209837
CT	SCZ25_EUR	raw	SCZ25EUR	0p1	slope_PC3	EUR	4308	3601	691	726	0.0132644693443879	0.0508958998165461	0.794470902388747	-0.0288806320732723	0.0163649266016206	0.0776917741070341	-0.0421451014176602	0.0534818462084136	-0.788026300614695	0.430681322028694
CT	SCZ25_EUR	raw	SCZ25EUR	0p5	slope_PC3	EUR	4308	3601	691	726	0.0249823166721778	0.0522491525668398	0.632717352202712	-0.0293939780725897	0.0164294586624581	0.073690752020464	-0.0543762947447675	0.0547939680911839	-0.992377384574133	0.321013466812535
CT	SCZ25_EUR	raw	SCZ25EUR	1	slope_PC3	EUR	4308	3601	691	726	0.024771101695285	0.052293569349865	0.635882507526289	-0.029646158760647	0.0164290906583693	0.0712460916893412	-0.054417260455932	0.0548373001747718	-0.992340255309779	0.321031572499554
CT	SCZ25_EUR	raw	SCZ25EUR	1e-5	slope_PC3	EUR	4308	3601	691	726	-0.0541063906748065	0.0476573020083945	0.2566719427807	-0.0031821204813481	0.0163147285308685	0.84536902254016	0.0509242701934583	0.0503574029893319	1.01125687923673	0.311893498651528
CT	SCZ25_EUR	raw	SCZ25EUR	5e-8	slope_PC3	EUR	4308	3601	691	726	-0.0566463284763405	0.0479579144959678	0.237981618038265	0.0032862114796919	0.0162910349780984	0.840148689233702	0.0599325399560324	0.0506243812765996	1.18386710997168	0.236465671504691
CT	SCZ25_EUR	raw	SCZ25EUR	0p001	slope_PC3	full	8596	7198	1350	1449	-0.0288316849729285	0.0366350131868393	0.431403318595314	-0.0152599196057719	0.0119556401150842	0.201865138247069	0.0135717653671566	0.0385200691636029	0.352329724786173	0.724590998393122
CT	SCZ25_EUR	raw	SCZ25EUR	0p01	slope_PC3	full	8596	7198	1350	1449	-0.0066249678570486	0.0412570881540329	0.872446938163962	-0.0335880290488479	0.0133776453499975	0.012069873487106	-0.0269630611917992	0.0433057005089631	-0.622621522684262	0.533533264324062
CT	SCZ25_EUR	raw	SCZ25EUR	0p05	slope_PC3	full	8596	7198	1350	1449	-0.0046472054329313	0.048866785819187	0.92424810152759	-0.0270626056619735	0.0159849132483724	0.0904983735643097	-0.0224154002290421	0.0512306078657693	-0.437539220455344	0.661720338960639
CT	SCZ25_EUR	raw	SCZ25EUR	0p1	slope_PC3	full	8596	7198	1350	1449	0.0260169834775923	0.0527794683086098	0.622126445185531	-0.0353848638496252	0.0172440763342384	0.0402066488783091	-0.0614018473272175	0.0552821594842112	-1.11069914598315	0.266697869965039
CT	SCZ25_EUR	raw	SCZ25EUR	0p5	slope_PC3	full	8596	7198	1350	1449	0.0300435548325531	0.057541113615598	0.601658968624715	-0.0382346447707762	0.0185141032361995	0.0389445396132235	-0.0682781996033293	0.060105152437487	-1.13597914379042	0.255965293070671
CT	SCZ25_EUR	raw	SCZ25EUR	1	slope_PC3	full	8596	7198	1350	1449	0.0272949586029544	0.0575440059759973	0.635329914220734	-0.040372041060946	0.0184779999326598	0.0289316381661217	-0.0676669996639004	0.0601042303713113	-1.12582757063634	0.260238511729034
CT	SCZ25_EUR	raw	SCZ25EUR	1e-5	slope_PC3	full	8596	7198	1350	1449	-0.0429944071557405	0.0353328603566666	0.22385085238488	-0.0094246921163466	0.0118990720669145	0.428357574001615	0.0335697150393938	0.0372637311676958	0.900868323902456	0.367658334901565
CT	SCZ25_EUR	raw	SCZ25EUR	5e-8	slope_PC3	full	8596	7198	1350	1449	-0.0397169955583582	0.034122852794573	0.244627057203336	-0.0029587467743347	0.0114190227735976	0.795560594825573	0.0367582487840235	0.0359769780801282	1.02171585123562	0.306915406537219
CT	SCZ25_EUR	zanc	SCZ25EUR	0p001	baseline_thickness	EUR	4308	3601	691	726	0.0260074245479822	0.0398520381903678	0.514213975256893	-0.0071882162052323	0.0167239542028219	0.667355505586182	-0.0331956407532145	0.0432112077250637	-0.768218304945921	0.442357500244788
CT	SCZ25_EUR	zanc	SCZ25EUR	0p01	baseline_thickness	EUR	4308	3601	691	726	0.0167850949274408	0.0403769279286639	0.677740940068029	0.0044367244581004	0.01674204088797	0.791020818086064	-0.0123483704693403	0.043708957411693	-0.28251349838962	0.777549797743382
CT	SCZ25_EUR	zanc	SCZ25EUR	0p05	baseline_thickness	EUR	4308	3601	691	726	0.0384670299188048	0.0404154967516017	0.341510934199614	0.0062487665497896	0.0167994282900071	0.709942288948564	-0.0322182633690152	0.0437897958382179	-0.735748197777538	0.461883951876855
CT	SCZ25_EUR	zanc	SCZ25EUR	0p1	baseline_thickness	EUR	4308	3601	691	726	0.0379148827556879	0.0404955858552796	0.34943549169449	0.0144747379220248	0.0168372175601184	0.390018836088623	-0.0234401448336631	0.0438826534429451	-0.534155138638991	0.593234204049157
CT	SCZ25_EUR	zanc	SCZ25EUR	0p5	baseline_thickness	EUR	4308	3601	691	726	0.0425977099286212	0.0415791692331345	0.305932061254751	0.0165929261810263	0.0169122051656079	0.326599002333965	-0.0260047837475949	0.0449180051992984	-0.578938971849112	0.562630352695202
CT	SCZ25_EUR	zanc	SCZ25EUR	1	baseline_thickness	EUR	4308	3601	691	726	0.0343832115857456	0.0416276620866363	0.409084237735208	0.0171779115878609	0.0169118955679721	0.309826661843024	-0.0172052999978846	0.0449641873212767	-0.382644522738727	0.701983353713304
CT	SCZ25_EUR	zanc	SCZ25EUR	1e-5	baseline_thickness	EUR	4308	3601	691	726	-0.0017579526004173	0.0379536366874125	0.963068780350079	-0.0035359833959719	0.0167820618036339	0.833133170235407	-0.0017780307955546	0.0414812410233625	-0.0428634908621276	0.965810352058926
CT	SCZ25_EUR	zanc	SCZ25EUR	5e-8	baseline_thickness	EUR	4308	3601	691	726	0.0028705685791759	0.0381962287512275	0.940112848057517	-0.0134560306039337	0.0167439848559772	0.42166143807683	-0.0163265991831096	0.0416761131536917	-0.391749564622328	0.695243263909108
CT	SCZ25_EUR	zanc	SCZ25EUR	0p001	baseline_thickness	full	8596	7198	1350	1449	-0.0119225238415833	0.0275612913889644	0.665381467693177	0.0044545330878465	0.0115428278149448	0.699572150430801	0.0163770569294299	0.0298827838123832	0.548043215526772	0.583662229623684
CT	SCZ25_EUR	zanc	SCZ25EUR	0p01	baseline_thickness	full	8596	7198	1350	1449	-0.0133712424860525	0.0284617556574479	0.638569518336189	0.0132726039283778	0.0115169497834485	0.249178097196463	0.0266438464144303	0.0307032917052222	0.867784688046936	0.385512213922613
CT	SCZ25_EUR	zanc	SCZ25EUR	0p05	baseline_thickness	full	8596	7198	1350	1449	0.0007840442659469	0.0293295142517757	0.978676892804078	0.0241795176745405	0.0115606851234978	0.0365154528116875	0.0233954734085936	0.0315224921794618	0.742183494737662	0.457976167371459
CT	SCZ25_EUR	zanc	SCZ25EUR	0p1	baseline_thickness	full	8596	7198	1350	1449	0.0105184793281627	0.0297498340020171	0.723715902308336	0.0273568436381371	0.0115795390898333	0.0181777234324901	0.0168383643099743	0.0319204849867649	0.527509663996521	0.597839707196113
CT	SCZ25_EUR	zanc	SCZ25EUR	0p5	baseline_thickness	full	8596	7198	1350	1449	0.0342807906381322	0.0307178178311546	0.264607754543139	0.028057255140364	0.0116213418161758	0.0157908337930485	-0.0062235354977682	0.0328331259734605	-0.189550501612268	0.849661377864822
CT	SCZ25_EUR	zanc	SCZ25EUR	1	baseline_thickness	full	8596	7198	1350	1449	0.0313111477369279	0.0307447891331722	0.30864456079506	0.0263961537155226	0.0116251494640817	0.0232001826889039	-0.0049149940214053	0.032860614496783	-0.149570971105439	0.88110311220342
CT	SCZ25_EUR	zanc	SCZ25EUR	1e-5	baseline_thickness	full	8596	7198	1350	1449	-0.0185095924735278	0.0269281256868237	0.491957333052075	-0.0037820567680302	0.0115736759950241	0.743843106063437	0.0147275357054976	0.0293094744901118	0.502483785932984	0.615327254966288
CT	SCZ25_EUR	zanc	SCZ25EUR	5e-8	baseline_thickness	full	8596	7198	1350	1449	-0.0152768854240296	0.026825007452239	0.569102286433523	-0.0066475557161932	0.0115556005803027	0.565128697621245	0.0086293297078363	0.0292061808136877	0.295462448955057	0.767640633923747
CT	SCZ25_EUR	zanc	SCZ25EUR	0p001	global_slope	EUR	4308	3601	691	726	-0.116201988204724	0.0485466929590018	0.0169143595022586	-0.0279245973779059	0.0151558673299163	0.065488341076438	0.0882773908268182	0.0508499883906106	1.73603561418155	0.0825575375608254
CT	SCZ25_EUR	zanc	SCZ25EUR	0p01	global_slope	EUR	4308	3601	691	726	-0.0813990201553269	0.0492537031856796	0.0987962015662937	-0.0328489930783301	0.0151618504116611	0.0303370979120757	0.0485500270769968	0.0515317814154299	0.942137565274616	0.34612221406073
CT	SCZ25_EUR	zanc	SCZ25EUR	0p05	global_slope	EUR	4308	3601	691	726	-0.120612337340047	0.0492210065097556	0.0144835359477183	-0.0324795298060069	0.0152159346618423	0.0328662798636853	0.08813280753404	0.0515333333580553	1.71020971846883	0.0872270992255004
CT	SCZ25_EUR	zanc	SCZ25EUR	0p1	global_slope	EUR	4308	3601	691	726	-0.105999944359496	0.049348628748339	0.0320166677778209	-0.035004315906527	0.0152544380114238	0.0218102573028943	0.0709956284529691	0.0516700159002506	1.37401986850607	0.169435514309008
