method	trait_arm	discovery_ancestry	disorder	threshold	phenotype	analysis	stratum	n	n_families	beta	se	p	chisq	df	n_thresholds	p_adj
CT	SCZ25_AFR	AFR	SCZ25AFR	5e-8	global_slope	within_stratum	cluster3	380	329	-0.0828551716678732	0.0494744363098396	0.0948460451738421			8	0.758768361390736
CT	SCZ25_AFR	AFR	SCZ25AFR	0p001	slope_PC1	heterogeneity_PRSxStratum	all	8596	7198			0.623025529166025	1.76297231144781	3.0	8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p01	slope_PC1	heterogeneity_PRSxStratum	all	8596	7198			0.724504262101438	1.31951535167173	3.0	8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p05	slope_PC1	heterogeneity_PRSxStratum	all	8596	7198			0.683923026171604	1.49284351282768	3.0	8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p1	slope_PC1	heterogeneity_PRSxStratum	all	8596	7198			0.685610221038449	1.4855463478234	3.0	8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p5	slope_PC1	heterogeneity_PRSxStratum	all	8596	7198			0.782728479123343	1.07658860916126	3.0	8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1	slope_PC1	heterogeneity_PRSxStratum	all	8596	7198			0.728433452957727	1.30294678167775	3.0	8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1e-5	slope_PC1	heterogeneity_PRSxStratum	all	8596	7198			0.859692431182266	0.757124134230253	3.0	8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	5e-8	slope_PC1	heterogeneity_PRSxStratum	all	8596	7198			0.737490222138469	1.26487518072099	3.0	8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p001	slope_PC1	pooled_stratumFE	all	8596	7198	0.0006935022017909	0.0111867000306566	0.950569579917501			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p01	slope_PC1	pooled_stratumFE	all	8596	7198	0.0072869198722128	0.0117262718116301	0.534341805661497			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p05	slope_PC1	pooled_stratumFE	all	8596	7198	0.0049570055904067	0.0114922891802192	0.666237615938949			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p1	slope_PC1	pooled_stratumFE	all	8596	7198	0.0071499758567467	0.011531402716826	0.535246379145274			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p5	slope_PC1	pooled_stratumFE	all	8596	7198	0.0072109566934908	0.011461353687123	0.529265930864174			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1	slope_PC1	pooled_stratumFE	all	8596	7198	0.0072023107356079	0.0114549120495459	0.529528418709267			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1e-5	slope_PC1	pooled_stratumFE	all	8596	7198	-0.0193748357861927	0.0107118902725436	0.0705312284678361			8	0.564249827742689
CT	SCZ25_AFR	AFR	SCZ25AFR	5e-8	slope_PC1	pooled_stratumFE	all	8596	7198	-0.0081136767916704	0.0107856517903484	0.451912971271476			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p001	slope_PC1	within_stratum	EURanchor	4308	3601	-0.0086408752038513	0.0151929849348099	0.569563816113006			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p01	slope_PC1	within_stratum	EURanchor	4308	3601	0.0141813563288885	0.0152791742283901	0.353385429242949			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p05	slope_PC1	within_stratum	EURanchor	4308	3601	0.00482995884538	0.0150737337340281	0.748664939698446			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p1	slope_PC1	within_stratum	EURanchor	4308	3601	0.0053990866287743	0.0151147112519512	0.720955378114218			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p5	slope_PC1	within_stratum	EURanchor	4308	3601	0.003699885956827	0.0151444623809306	0.807006167065827			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1	slope_PC1	within_stratum	EURanchor	4308	3601	0.0065136254062955	0.0151524043014846	0.667310306840698			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1e-5	slope_PC1	within_stratum	EURanchor	4308	3601	-0.0178187948687329	0.0150229362920976	0.23565096863904			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	5e-8	slope_PC1	within_stratum	EURanchor	4308	3601	-0.0157199980697367	0.0150511323286416	0.296344994733825			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p001	slope_PC1	within_stratum	EURlike	5665	4676	-0.0048173897110074	0.0135130106198506	0.721480311370697			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p01	slope_PC1	within_stratum	EURlike	5665	4676	0.0120264072756892	0.0139581896744638	0.388944972407572			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p05	slope_PC1	within_stratum	EURlike	5665	4676	0.0090193207132547	0.0135774607621055	0.506535814234053			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p1	slope_PC1	within_stratum	EURlike	5665	4676	0.0133320676685175	0.0136117448736546	0.327400645102545			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p5	slope_PC1	within_stratum	EURlike	5665	4676	0.0135448885884264	0.0135740542565345	0.31839657579908			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1	slope_PC1	within_stratum	EURlike	5665	4676	0.0143880834989258	0.0135685601632162	0.289011105464751			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1e-5	slope_PC1	within_stratum	EURlike	5665	4676	-0.0170854531216975	0.0131384805164995	0.193515705563427			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	5e-8	slope_PC1	within_stratum	EURlike	5665	4676	-0.0145360619742883	0.0131884119813896	0.270431090961208			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p001	slope_PC1	within_stratum	cluster1	1623	1397	-0.0031450778617303	0.0284074325180254	0.911858274561953			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p01	slope_PC1	within_stratum	cluster1	1623	1397	-0.0217946309237712	0.0317744408852728	0.492869659744833			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p05	slope_PC1	within_stratum	cluster1	1623	1397	-0.0228080072746852	0.0309111649582798	0.460717258017296			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p1	slope_PC1	within_stratum	cluster1	1623	1397	-0.0230108046216404	0.0310433728441123	0.458659865974497			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p5	slope_PC1	within_stratum	cluster1	1623	1397	-0.0126815343718973	0.0300676603076574	0.673255495534278			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1	slope_PC1	within_stratum	cluster1	1623	1397	-0.0167221917168919	0.0299265616033785	0.576398512333966			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1e-5	slope_PC1	within_stratum	cluster1	1623	1397	-0.0155274399681442	0.0250148040790316	0.534871506021538			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	5e-8	slope_PC1	within_stratum	cluster1	1623	1397	-0.0008080999168106	0.026118491495963	0.975321600008235			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p001	slope_PC1	within_stratum	cluster2	928	824	0.0353118712739272	0.0341269445935687	0.301072843713264			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p01	slope_PC1	within_stratum	cluster2	928	824	0.0151292174861674	0.0361420066511444	0.67560332315995			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p05	slope_PC1	within_stratum	cluster2	928	824	0.0065861965879173	0.0351742597144123	0.851510270964675			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p1	slope_PC1	within_stratum	cluster2	928	824	0.0111448717048342	0.0350167881741596	0.750351144574358			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p5	slope_PC1	within_stratum	cluster2	928	824	0.0062217299991495	0.0354586281516238	0.860753536974214			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1	slope_PC1	within_stratum	cluster2	928	824	0.0036452853286089	0.035524843247354	0.918293200486967			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1e-5	slope_PC1	within_stratum	cluster2	928	824	-0.0239139521412174	0.0333990446361434	0.474169867658618			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	5e-8	slope_PC1	within_stratum	cluster2	928	824	0.0039309169125338	0.0327571570794882	0.904508115881157			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p001	slope_PC1	within_stratum	cluster3	380	329	-0.0046942430767778	0.0548412660123014	0.931835264204777			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p01	slope_PC1	within_stratum	cluster3	380	329	-0.0240121091129873	0.0598208899947196	0.688372870126297			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p05	slope_PC1	within_stratum	cluster3	380	329	0.0017199077039145	0.0658587795109848	0.979180136231682			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p1	slope_PC1	within_stratum	cluster3	380	329	-0.0336446715268303	0.068990754324123	0.626079727431464			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p5	slope_PC1	within_stratum	cluster3	380	329	-0.0495840176322855	0.0695848396226127	0.476580814473616			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1	slope_PC1	within_stratum	cluster3	380	329	-0.0429884138406989	0.0697212029232207	0.537909085128599			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1e-5	slope_PC1	within_stratum	cluster3	380	329	-0.0500997648580183	0.0512857379591573	0.329292607679229			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	5e-8	slope_PC1	within_stratum	cluster3	380	329	0.0393551210799408	0.0505087475615575	0.436382102619138			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p001	slope_PC2	heterogeneity_PRSxStratum	all	8596	7198			0.158636705641453	5.18653553076729	3.0	8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p01	slope_PC2	heterogeneity_PRSxStratum	all	8596	7198			0.85630211045142	0.771369416095695	3.0	8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p05	slope_PC2	heterogeneity_PRSxStratum	all	8596	7198			0.989935859925348	0.115333802456007	3.0	8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p1	slope_PC2	heterogeneity_PRSxStratum	all	8596	7198			0.938243162898392	0.409643906830752	3.0	8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p5	slope_PC2	heterogeneity_PRSxStratum	all	8596	7198			0.845628802164005	0.816031458809448	3.0	8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1	slope_PC2	heterogeneity_PRSxStratum	all	8596	7198			0.829174718618521	0.884466380546655	3.0	8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1e-5	slope_PC2	heterogeneity_PRSxStratum	all	8596	7198			0.456959661483246	2.60302391870209	3.0	8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	5e-8	slope_PC2	heterogeneity_PRSxStratum	all	8596	7198			0.871884933957637	0.705604479080648	3.0	8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p001	slope_PC2	pooled_stratumFE	all	8596	7198	-0.0131791484393881	0.0114752078312171	0.25080048328678			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p01	slope_PC2	pooled_stratumFE	all	8596	7198	-0.0101992323544523	0.0120290503926689	0.396527534965488			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p05	slope_PC2	pooled_stratumFE	all	8596	7198	0.0044664897289174	0.0117889695788839	0.704794050427925			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p1	slope_PC2	pooled_stratumFE	all	8596	7198	0.0066607272615937	0.01182939863349	0.573405675323798			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p5	slope_PC2	pooled_stratumFE	all	8596	7198	0.0059838264859101	0.0117572000898092	0.610800984302338			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1	slope_PC2	pooled_stratumFE	all	8596	7198	0.0051921428923575	0.0117505972638371	0.658600673267879			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1e-5	slope_PC2	pooled_stratumFE	all	8596	7198	-0.0195007155553972	0.010988122110062	0.0759831707910762			8	0.60786536632861
CT	SCZ25_AFR	AFR	SCZ25AFR	5e-8	slope_PC2	pooled_stratumFE	all	8596	7198	-0.0009103110913926	0.0110637578933338	0.9344271307995			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p001	slope_PC2	within_stratum	EURanchor	4308	3601	-0.0318813703676023	0.015646467897115	0.0416536296445358			8	0.333229037156286
CT	SCZ25_AFR	AFR	SCZ25AFR	0p01	slope_PC2	within_stratum	EURanchor	4308	3601	-0.0021771849311126	0.0157409119513986	0.889999206807257			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p05	slope_PC2	within_stratum	EURanchor	4308	3601	0.0131229196211045	0.0155271043321097	0.398069713112463			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p1	slope_PC2	within_stratum	EURanchor	4308	3601	0.0155876174551531	0.015570755835012	0.316846101760412			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p5	slope_PC2	within_stratum	EURanchor	4308	3601	0.0178356789326828	0.0155989290698622	0.252943093138832			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1	slope_PC2	within_stratum	EURanchor	4308	3601	0.0188755374530428	0.0156071791345796	0.226573759690542			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1e-5	slope_PC2	within_stratum	EURanchor	4308	3601	-0.0349390662766946	0.0154718550823321	0.0239837760258084			8	0.191870208206467
CT	SCZ25_AFR	AFR	SCZ25AFR	5e-8	slope_PC2	within_stratum	EURanchor	4308	3601	-0.0036594797349897	0.0155092910056213	0.813480151870696			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p001	slope_PC2	within_stratum	EURlike	5665	4676	-0.0306057069776464	0.0138859458625149	0.0275616575955173			8	0.220493260764138
CT	SCZ25_AFR	AFR	SCZ25AFR	0p01	slope_PC2	within_stratum	EURlike	5665	4676	-0.0171601584888009	0.014351412602718	0.231861595982677			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p05	slope_PC2	within_stratum	EURlike	5665	4676	0.0075414662112991	0.0139588414364924	0.589037124956166			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p1	slope_PC2	within_stratum	EURlike	5665	4676	0.0128376927553654	0.0139943337578297	0.359001066130239			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p5	slope_PC2	within_stratum	EURlike	5665	4676	0.0130625234113937	0.0139556856418601	0.349315239173465			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1	slope_PC2	within_stratum	EURlike	5665	4676	0.0125291704413409	0.0139504654041678	0.369162663447006			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1e-5	slope_PC2	within_stratum	EURlike	5665	4676	-0.0302854407169723	0.0135020701381945	0.0249362294661953			8	0.199489835729562
CT	SCZ25_AFR	AFR	SCZ25AFR	5e-8	slope_PC2	within_stratum	EURlike	5665	4676	0.0008477437858773	0.0135606786328857	0.950155164438634			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p001	slope_PC2	within_stratum	cluster1	1623	1397	0.0053846725239291	0.0293819714192372	0.854614212949511			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p01	slope_PC2	within_stratum	cluster1	1623	1397	-0.0008787717004532	0.0328748375132241	0.978677836315156			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p05	slope_PC2	within_stratum	cluster1	1623	1397	-0.0016413875397574	0.0320142450341959	0.959116577837163			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p1	slope_PC2	within_stratum	cluster1	1623	1397	-0.0055531160199071	0.0321500323167724	0.862890164912972			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p5	slope_PC2	within_stratum	cluster1	1623	1397	0.0008590038876215	0.0311269950528936	0.977987323504321			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1	slope_PC2	within_stratum	cluster1	1623	1397	0.0002421085864995	0.0309777852065384	0.993765155975597			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1e-5	slope_PC2	within_stratum	cluster1	1623	1397	0.0095903752739716	0.0259034257529942	0.711257594905727			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	5e-8	slope_PC2	within_stratum	cluster1	1623	1397	0.0104399697288657	0.0270113875358277	0.699176943912005			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p001	slope_PC2	within_stratum	cluster2	928	824	0.042589759495625	0.0349762444122569	0.223673219816382			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p01	slope_PC2	within_stratum	cluster2	928	824	0.0044290658731291	0.0370383429568305	0.904842407680675			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p05	slope_PC2	within_stratum	cluster2	928	824	-0.0098243321795763	0.0360667209779452	0.785383507210873			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p1	slope_PC2	within_stratum	cluster2	928	824	-0.0184391256036742	0.0359196778653932	0.607840861202083			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p5	slope_PC2	within_stratum	cluster2	928	824	-0.0368692700965876	0.0363462661576223	0.310675032741207			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1	slope_PC2	within_stratum	cluster2	928	824	-0.0400027010618517	0.0364045340027846	0.272137714542817			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1e-5	slope_PC2	within_stratum	cluster2	928	824	-0.0008335291598859	0.0342256539663229	0.980575731705517			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	5e-8	slope_PC2	within_stratum	cluster2	928	824	-0.0235438610501253	0.0335807557493709	0.48341866170972			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p001	slope_PC2	within_stratum	cluster3	380	329	0.0219185923916332	0.0557596050802034	0.694493316704421			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p01	slope_PC2	within_stratum	cluster3	380	329	-0.0243961214164667	0.0607477182149555	0.688230375251597			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p05	slope_PC2	within_stratum	cluster3	380	329	-0.0299202592958668	0.067052890451266	0.655711655710406			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p1	slope_PC2	within_stratum	cluster3	380	329	-0.0167325381480522	0.0703473751966406	0.81212894420876			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p5	slope_PC2	within_stratum	cluster3	380	329	-0.0421164926017514	0.0708184815452775	0.552420927218632			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1	slope_PC2	within_stratum	cluster3	380	329	-0.0473310934952454	0.0709595218115114	0.505199594575724			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1e-5	slope_PC2	within_stratum	cluster3	380	329	-0.0380804479367377	0.0522564288643238	0.466649481569672			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	5e-8	slope_PC2	within_stratum	cluster3	380	329	-0.0016385727042285	0.0516529703348588	0.974710603298342			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p001	slope_PC3	heterogeneity_PRSxStratum	all	8596	7198			0.276162169257136	3.86723207020259	3.0	8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p01	slope_PC3	heterogeneity_PRSxStratum	all	8596	7198			0.297239721738777	3.68754961311424	3.0	8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p05	slope_PC3	heterogeneity_PRSxStratum	all	8596	7198			0.280472538442055	3.82950733366306	3.0	8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p1	slope_PC3	heterogeneity_PRSxStratum	all	8596	7198			0.277571153444906	3.85484246811029	3.0	8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p5	slope_PC3	heterogeneity_PRSxStratum	all	8596	7198			0.306191269406892	3.61467183583591	3.0	8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1	slope_PC3	heterogeneity_PRSxStratum	all	8596	7198			0.246130963912335	4.14593405715277	3.0	8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1e-5	slope_PC3	heterogeneity_PRSxStratum	all	8596	7198			0.461718788820895	2.57596495993494	3.0	8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	5e-8	slope_PC3	heterogeneity_PRSxStratum	all	8596	7198			0.475659510162705	2.49796198900731	3.0	8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p001	slope_PC3	pooled_stratumFE	all	8596	7198	-0.0069575046950305	0.0113557454857619	0.540101266176623			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p01	slope_PC3	pooled_stratumFE	all	8596	7198	-0.0101202632750201	0.0119004637511379	0.395122489268238			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p05	slope_PC3	pooled_stratumFE	all	8596	7198	-0.0006349913503383	0.0116654860439228	0.95659125361426			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p1	slope_PC3	pooled_stratumFE	all	8596	7198	-0.005715432337989	0.0117056467741572	0.625376864468457			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p5	slope_PC3	pooled_stratumFE	all	8596	7198	-0.0112701233966107	0.0116325022746279	0.332649881489167			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1	slope_PC3	pooled_stratumFE	all	8596	7198	-0.0126098131422975	0.0116254683134134	0.278099228325971			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1e-5	slope_PC3	pooled_stratumFE	all	8596	7198	0.0284922332303529	0.0108695868043393	0.0087763412974299			8	0.0702107303794394
CT	SCZ25_AFR	AFR	SCZ25AFR	5e-8	slope_PC3	pooled_stratumFE	all	8596	7198	0.0185475258368056	0.010944336551936	0.0901676309680875			8	0.7213410477447
CT	SCZ25_AFR	AFR	SCZ25AFR	0p001	slope_PC3	within_stratum	EURanchor	4308	3601	-0.0141651100221149	0.0155709682188648	0.363027878370934			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p01	slope_PC3	within_stratum	EURanchor	4308	3601	-0.0134799937223028	0.0156468220473043	0.389003835800373			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p05	slope_PC3	within_stratum	EURanchor	4308	3601	0.0035290578577692	0.0154429961283729	0.819252183011403			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p1	slope_PC3	within_stratum	EURanchor	4308	3601	-0.0075646809524255	0.0154889997102656	0.625299531806753			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p5	slope_PC3	within_stratum	EURanchor	4308	3601	-0.0118267354276373	0.0155144185088371	0.445921290353673			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1	slope_PC3	within_stratum	EURanchor	4308	3601	-0.016638980218699	0.0155207980417659	0.283763402726154			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1e-5	slope_PC3	within_stratum	EURanchor	4308	3601	0.0255737634920006	0.0153953418371467	0.0967632593864695			8	0.774106075091756
CT	SCZ25_AFR	AFR	SCZ25AFR	5e-8	slope_PC3	within_stratum	EURanchor	4308	3601	0.0280212500055378	0.0154156156833344	0.069180243175802			8	0.553441945406416
CT	SCZ25_AFR	AFR	SCZ25AFR	0p001	slope_PC3	within_stratum	EURlike	5665	4676	-0.0181805766952675	0.0137995057376418	0.187734696373619			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p01	slope_PC3	within_stratum	EURlike	5665	4676	-0.0172858584513945	0.0142514186747721	0.225212930551459			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p05	slope_PC3	within_stratum	EURlike	5665	4676	-0.0040427647236034	0.0138660460880761	0.770635444249244			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p1	slope_PC3	within_stratum	EURlike	5665	4676	-0.0140498334189	0.0139012276500444	0.312210647031647			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p5	slope_PC3	within_stratum	EURlike	5665	4676	-0.0194662444820179	0.013859653407244	0.160220170309405			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1	slope_PC3	within_stratum	EURlike	5665	4676	-0.0224756541556332	0.01385309458569	0.104770407069604			8	0.838163256556832
CT	SCZ25_AFR	AFR	SCZ25AFR	1e-5	slope_PC3	within_stratum	EURlike	5665	4676	0.0182504923178193	0.0134166396523346	0.173796355438563			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	5e-8	slope_PC3	within_stratum	EURlike	5665	4676	0.0203497289429271	0.0134648899372423	0.130766391136134			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p001	slope_PC3	within_stratum	cluster1	1623	1397	0.0272096497944348	0.0290292263065919	0.348743583187177			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p01	slope_PC3	within_stratum	cluster1	1623	1397	0.0266554998503105	0.0324746575178505	0.411884571642775			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p05	slope_PC3	within_stratum	cluster1	1623	1397	0.0307808881621738	0.0315995200664363	0.330169878981674			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p1	slope_PC3	within_stratum	cluster1	1623	1397	0.0285074492279365	0.0317354294366057	0.369180250085318			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p5	slope_PC3	within_stratum	cluster1	1623	1397	0.0159819367492309	0.0307365890226488	0.603165626120235			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1	slope_PC3	within_stratum	cluster1	1623	1397	0.0203421538447668	0.0305912040579908	0.506174033203162			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1e-5	slope_PC3	within_stratum	cluster1	1623	1397	0.0515716669571129	0.0255350995390432	0.0436014515156891			8	0.348811612125513
CT	SCZ25_AFR	AFR	SCZ25AFR	5e-8	slope_PC3	within_stratum	cluster1	1623	1397	0.0359573570769176	0.0266831465119702	0.177998078990826			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p001	slope_PC3	within_stratum	cluster2	928	824	0.0102544231286124	0.0347526229253847	0.768010878511725			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p01	slope_PC3	within_stratum	cluster2	928	824	-0.0155790739336531	0.0367680065202367	0.671877815317282			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p05	slope_PC3	within_stratum	cluster2	928	824	-0.0216611888781656	0.0357929753037723	0.545215861491691			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p1	slope_PC3	within_stratum	cluster2	928	824	-0.01148638516166	0.0356570408327136	0.747427549733996			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p5	slope_PC3	within_stratum	cluster2	928	824	-0.0391916532661626	0.0360653580857887	0.277474248100979			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1	slope_PC3	within_stratum	cluster2	928	824	-0.0344645539985546	0.0361343535940527	0.340451900395024			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1e-5	slope_PC3	within_stratum	cluster2	928	824	0.033696964595814	0.0339460764256367	0.321144125165738			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	5e-8	slope_PC3	within_stratum	cluster2	928	824	-0.0031237450164717	0.0333485556412888	0.925393006560412			8	1.0
