design	trait_arm	disorder	stratum	phenotype	n	n_thresholds	n_perm	min_p	max_abs_t	p_perm	p_bonferroni	matched
primary	SCZ25_EUR	SCZ25EUR	EUR	baseline_thickness	4308	8	2000	0.13937525970722928	1.5413982212781643	0.38980509745127434	1.0	yes
primary	SCZ25_EUR	SCZ25EUR	EUR	slope_PC1	4308	8	2000	0.0009707007716792488	3.299066077570682	0.004497751124437781	0.007765606173433991	yes
primary	SCZ25_EUR	SCZ25EUR	EUR	slope_PC2	4308	8	2000	0.0062300766264973195	2.7991376791469973	0.025487256371814093	0.049840613011978556	yes
primary	SCZ25_EUR	SCZ25EUR	EUR	slope_PC3	4308	8	2000	0.03818600775652939	2.1206007836951635	0.12193903048475763	0.3054880620522351	yes
primary	SCZ25_EUR	SCZ25EUR	EUR	global_slope	4308	8	2000	0.0023662058253858574	2.9905561135913286	0.00849575212393803	0.01892964660308686	yes
primary	SCZ25_META	SCZ25META	full	baseline_thickness	8596	8	2000	0.28607219906857195	1.1045637873683833	0.665167416291854	1.0	yes
primary	SCZ25_META	SCZ25META	full	slope_PC1	8596	8	2000	0.0007402367920570297	3.3642989895124367	0.004497751124437781	0.0059218943364562375	yes
primary	SCZ25_META	SCZ25META	full	slope_PC2	8596	8	2000	0.050621389657681724	1.9737209706947227	0.15992003998001	0.4049711172614538	yes
primary	SCZ25_META	SCZ25META	full	slope_PC3	8596	8	2000	0.06475343889937271	1.9228341034327212	0.17991004497751126	0.5180275111949817	yes
primary	SCZ25_META	SCZ25META	full	global_slope	8596	8	2000	0.0027165778276145775	2.977097939194649	0.014492753623188406	0.02173262262091662	yes
secondary	SCZ25_META	SCZ25META	EUR	baseline_thickness	4308	8	2000	0.39862631893522776	0.8775633216705843	0.8030984507746127	1.0	no (multi->EUR, not confounded)
secondary	SCZ25_META	SCZ25META	EUR	slope_PC1	4308	8	2000	0.002033410672653022	3.112397265244744	0.00849575212393803	0.016267285381224177	no (multi->EUR, not confounded)
secondary	SCZ25_META	SCZ25META	EUR	slope_PC2	4308	8	2000	0.02602185237508474	2.245880813718655	0.11244377811094453	0.2081748190006779	no (multi->EUR, not confounded)
secondary	SCZ25_META	SCZ25META	EUR	slope_PC3	4308	8	2000	0.0683114675374254	1.914120246679063	0.1774112943528236	0.5464917402994032	no (multi->EUR, not confounded)
secondary	SCZ25_META	SCZ25META	EUR	global_slope	4308	8	2000	0.016203559411159495	2.3317914207098696	0.0734632683658171	0.12962847528927596	no (multi->EUR, not confounded)
primary_matched	SCZ25_MATCHED	SCZ25MATCHED	full	baseline_thickness	8596	8	2000	0.25953966449649263	1.1572460682754653	0.6606696651674163	1.0	yes
primary_matched	SCZ25_MATCHED	SCZ25MATCHED	full	slope_PC1	8596	8	2000	0.003926969817800535	2.9143874457058163	0.019490254872563718	0.03141575854240428	yes
primary_matched	SCZ25_MATCHED	SCZ25MATCHED	full	slope_PC2	8596	8	2000	0.05638301482098945	1.956993734745822	0.175912043978011	0.4510641185679156	yes
primary_matched	SCZ25_MATCHED	SCZ25MATCHED	full	slope_PC3	8596	8	2000	0.04412159272934773	2.0683644054377517	0.15542228885557222	0.35297274183478183	yes
primary_matched	SCZ25_MATCHED	SCZ25MATCHED	full	global_slope	8596	8	2000	0.0026271753770413108	3.003899955408076	0.018490754622688656	0.021017403016330486	yes
