"label","region","view","x","y","group","subgroup"
"lh_43","43","lateral",202.296920790625,71.8165765625,1,1
"lh_43","43","lateral",202.533800790625,71.7508589375,1,1
"lh_43","43","lateral",202.773978728125,71.68441425,1,1
"lh_43","43","lateral",203.017454603125,71.6172425,1,1
"lh_43","43","lateral",203.264228415625,71.5493436875,1,1
"lh_43","43","lateral",203.514300165625,71.4807178125,1,1
"lh_43","43","lateral",203.698026040625,71.3859838125,1,1
"lh_43","43","lateral",203.815406040625,71.2651416875,1,1
"lh_43","43","lateral",203.866440165625,71.1181914375,1,1
"lh_43","43","lateral",203.851128415625,70.9451330625,1,1
"lh_43","43","lateral",203.837304696875,70.774373875,1,1
"lh_43","43","lateral",203.824969009375,70.605913875,1,1
"lh_43","43","lateral",203.814121353125,70.4397530625,1,1
"lh_43","43","lateral",203.804761728125,70.2758914375,1,1
"lh_43","43","lateral",203.857968353125,70.13823509375,1,1
"lh_43","43","lateral",203.973741228125,70.02678403125,1,1
"lh_43","43","lateral",204.152080353125,69.94153825,1,1
"lh_43","43","lateral",204.392985728125,69.88249775,1,1
"lh_43","43","lateral",204.637776290625,69.82696046875,1,1
"lh_43","43","lateral",204.886452040625,69.77492640625,1,1
"lh_43","43","lateral",205.139012978125,69.7263955625,1,1
"lh_43","43","lateral",205.395459103125,69.6813679375,1,1
"lh_43","43","lateral",205.584966165625,69.61264834375,1,1
"lh_43","43","lateral",205.707534165625,69.52023678125,1,1
"lh_43","43","lateral",205.763163103125,69.40413325,1,1
"lh_43","43","lateral",205.751852978125,69.26433775,1,1
"lh_43","43","lateral",205.725070384375,69.1275286875,1,1
"lh_43","43","lateral",205.682815321875,68.9937060625,1,1
"lh_43","43","lateral",205.625087790625,68.862869875,1,1
"lh_43","43","lateral",205.551887790625,68.735020125,1,1
"lh_43","43","lateral",205.480929665625,68.60810871875,1,1
"lh_43","43","lateral",205.412213415625,68.48213565625,1,1
"lh_43","43","lateral",205.345739040625,68.3571009375,1,1
"lh_43","43","lateral",205.281506540625,68.2330045625,1,1
"lh_43","43","lateral",205.216316509375,68.11425628125,1,1
"lh_43","43","lateral",205.150168946875,68.00085609375,1,1
"lh_43","43","lateral",205.083063853125,67.892804,1,1
"lh_43","43","lateral",205.015001228125,67.7901,1,1
"lh_43","43","lateral",205.033951821875,67.70698109375,1,1
"lh_43","43","lateral",205.139915634375,67.64344728125,1,1
"lh_43","43","lateral",205.332892665625,67.5994985625,1,1
"lh_43","43","lateral",205.612882915625,67.5751349375,1,1
"lh_43","43","lateral",205.894735259375,67.55405659375,1,1
"lh_43","43","lateral",206.178449696875,67.53626353125,1,1
"lh_43","43","lateral",206.464026228125,67.52175575,1,1
"lh_43","43","lateral",206.751464853125,67.51053325,1,1
"lh_43","43","lateral",206.945918196875,67.47513009375,1,1
"lh_43","43","lateral",207.047386259375,67.41554628125,1,1
"lh_43","43","lateral",207.055869040625,67.3317818125,1,1
"lh_43","43","lateral",206.971366540625,67.2238366875,1,1
"lh_43","43","lateral",206.881363196875,67.119580375,1,1
"lh_43","43","lateral",206.785859009375,67.019012875,1,1
"lh_43","43","lateral",206.684853978125,66.9221341875,1,1
"lh_43","43","lateral",206.578348103125,66.8289443125,1,1
"lh_43","43","lateral",206.478212946875,66.738145125,1,1
"lh_43","43","lateral",206.384448509375,66.649736625,1,1
"lh_43","43","lateral",206.297054790625,66.5637188125,1,1
"lh_43","43","lateral",206.216031790625,66.4800916875,1,1
"lh_43","43","lateral",206.135332634375,66.39785315625,1,1
"lh_43","43","lateral",206.054957321875,66.31700321875,1,1
"lh_43","43","lateral",205.974905853125,66.237541875,1,1
"lh_43","43","lateral",205.895178228125,66.159469125,1,1
"lh_43","43","lateral",205.849417946875,66.09359675,1,1
"lh_43","43","lateral",205.837625009375,66.03992475,1,1
"lh_43","43","lateral",205.859799415625,65.998453125,1,1
"lh_43","43","lateral",205.915941165625,65.969181875,1,1
"lh_43","43","lateral",205.919047884375,65.9347385,1,1
"lh_43","43","lateral",205.869119571875,65.895123,1,1
"lh_43","43","lateral",205.766156228125,65.850335375,1,1
"lh_43","43","lateral",205.610157853125,65.800375625,1,1
"lh_43","43","lateral",205.460718353125,65.74357596875,1,1
"lh_43","43","lateral",205.317837728125,65.67993640625,1,1
"lh_43","43","lateral",205.181515978125,65.6094569375,1,1
"lh_43","43","lateral",205.051753103125,65.5321375625,1,1
"lh_43","43","lateral",204.931378446875,65.4577390625,1,1
"lh_43","43","lateral",204.820392009375,65.3862614375,1,1
