readout	phenotype	arm	method	estimate	se	p	n	legacy_estimate	legacy_se	legacy_p	legacy_n	legacy_note
PRS within-family beta_W ALZ_IGAP_noAPOE	global_slope	EUR	SBayesRC	0.03202	0.045814	0.48482	726	0.051351	0.051103	0.31526	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_IGAP_noAPOE	slope_PC1	EUR	CT	0.016721	0.057279	0.77042	726	-0.095739	0.05453	0.079531	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_IGAP_noAPOE	slope_PC1	EUR	PRSCS	-0.021261	0.055704	0.70281	726	-0.027889	0.058745	0.6351	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_IGAP_noAPOE	slope_PC1	EUR	SBayesR	0.023469	0.05239	0.65431	726	-0.078081	0.054857	0.15503	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_IGAP_noAPOE	slope_PC1	EUR	SBayesRC	0.045182	0.052203	0.38704	726	-0.088079	0.054607	0.10716	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_IGAP_noAPOE	slope_PC2	EUR	CT	0.024584	0.054588	0.65258	726	-0.068469	0.053164	0.19815	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_IGAP_noAPOE	slope_PC2	EUR	PRSCS	0.055131	0.05303	0.29885	726	-4.5952e-05	0.05723	0.99936	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_IGAP_noAPOE	slope_PC2	EUR	SBayesR	0.029214	0.049903	0.55844	726	-0.0096405	0.053511	0.85707	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_IGAP_noAPOE	slope_PC2	EUR	SBayesRC	0.017387	0.049766	0.7269	726	-0.013837	0.053302	0.79524	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_IGAP_noAPOE	slope_PC3	EUR	CT	-0.059632	0.049993	0.23334	726	0.094283	0.051148	0.065731	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_IGAP_noAPOE	slope_PC3	EUR	PRSCS	-0.048027	0.048608	0.32347	726	-0.0015475	0.055198	0.97764	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_IGAP_noAPOE	slope_PC3	EUR	SBayesR	-0.0092621	0.045749	0.83962	726	0.063005	0.051519	0.22179	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_IGAP_noAPOE	slope_PC3	EUR	SBayesRC	-0.0029449	0.045629	0.94856	726	0.075147	0.051278	0.14327	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_noAPOE	baseline_thickness	EUR	CT	-0.010207	0.037716	0.78676	726	-0.007815	0.038219	0.83804	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_noAPOE	baseline_thickness	EUR	PRSCS	0.074259	0.037493	0.047996	726	0.069467	0.038082	0.068561	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_noAPOE	baseline_thickness	EUR	SBayesR	0.061201	0.038317	0.11064	726	0.057063	0.038812	0.14194	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_noAPOE	baseline_thickness	EUR	SBayesRC	0.078936	0.038416	0.040249	726	0.078168	0.038982	0.045324	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_noAPOE	global_slope	EUR	CT	-0.013211	0.044114	0.76466	726	-0.066441	0.049626	0.18099	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_noAPOE	global_slope	EUR	PRSCS	-0.052282	0.043912	0.23418	726	-0.033327	0.049198	0.49834	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_noAPOE	global_slope	EUR	SBayesR	-0.037119	0.044841	0.40805	726	-0.0062016	0.050085	0.90149	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_noAPOE	global_slope	EUR	SBayesRC	0.0092704	0.045018	0.8369	726	0.036005	0.050363	0.47487	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_noAPOE	slope_PC1	EUR	CT	-0.020393	0.051802	0.69394	726	0.031431	0.053203	0.55484	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_noAPOE	slope_PC1	EUR	PRSCS	-0.032577	0.050124	0.51594	726	-0.025481	0.052666	0.62865	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_noAPOE	slope_PC1	EUR	SBayesR	-0.003957	0.051177	0.93839	726	-0.055977	0.053578	0.29645	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_noAPOE	slope_PC1	EUR	SBayesRC	0.024726	0.05134	0.63023	726	-0.090754	0.053814	0.092115	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_noAPOE	slope_PC2	EUR	CT	0.018787	0.049355	0.70357	726	-0.052671	0.052351	0.31466	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_noAPOE	slope_PC2	EUR	PRSCS	0.055173	0.047717	0.24794	726	0.028438	0.051303	0.57951	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_noAPOE	slope_PC2	EUR	SBayesR	0.021852	0.04874	0.65404	726	-0.012342	0.052237	0.81329	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_noAPOE	slope_PC2	EUR	SBayesRC	0.006422	0.048913	0.89558	726	-0.032628	0.052507	0.53451	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_noAPOE	slope_PC3	EUR	CT	0.025583	0.043926	0.56048	726	0.02909	0.049928	0.56034	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_noAPOE	slope_PC3	EUR	PRSCS	0.025764	0.043779	0.55639	726	0.057443	0.049397	0.2453	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_noAPOE	slope_PC3	EUR	SBayesR	0.041741	0.044671	0.35041	726	0.069458	0.050265	0.16749	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ALZ_noAPOE	slope_PC3	EUR	SBayesRC	-0.018193	0.044852	0.68515	726	0.083749	0.050505	0.097751	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ASD	baseline_thickness	EUR	CT	-0.025588	0.03779	0.49855	726	-0.028595	0.038855	0.46199	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ASD	baseline_thickness	EUR	PRSCS	-0.049352	0.039252	0.20903	726	-0.066734	0.039379	0.090583	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ASD	baseline_thickness	EUR	SBayesR	-0.020836	0.037975	0.58339	726	-0.039081	0.038288	0.30774	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ASD	baseline_thickness	EUR	SBayesRC	-0.011863	0.038062	0.75537	726	-0.023886	0.038408	0.5342	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ASD	global_slope	EUR	CT	-0.031151	0.04417	0.48087	726	-0.041665	0.049617	0.40129	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ASD	global_slope	EUR	PRSCS	0.067114	0.045883	0.14397	726	0.016064	0.050852	0.75216	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ASD	global_slope	EUR	SBayesR	0.07343	0.044344	0.098156	726	0.020798	0.049403	0.67388	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ASD	global_slope	EUR	SBayesRC	0.042517	0.044495	0.33961	726	-0.011468	0.049519	0.81691	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ASD	slope_PC1	EUR	CT	0.060056	0.053299	0.2602	726	0.034317	0.052645	0.51468	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ASD	slope_PC1	EUR	PRSCS	0.047387	0.052373	0.36587	726	-0.0019978	0.054418	0.97072	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ASD	slope_PC1	EUR	SBayesR	0.058771	0.050611	0.24592	726	-0.0048785	0.052864	0.9265	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ASD	slope_PC1	EUR	SBayesRC	0.037663	0.050748	0.45822	726	0.0028559	0.052986	0.95703	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ASD	slope_PC2	EUR	CT	-0.060983	0.050763	0.23	726	0.034335	0.05351	0.52127	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ASD	slope_PC2	EUR	PRSCS	-0.097816	0.049773	0.049754	726	-0.062505	0.052963	0.23828	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ASD	slope_PC2	EUR	SBayesR	-0.070727	0.048174	0.14248	726	-0.040887	0.051469	0.4272	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ASD	slope_PC2	EUR	SBayesRC	-0.049246	0.048294	0.3082	726	-0.024165	0.051581	0.63957	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ASD	slope_PC3	EUR	CT	-0.058332	0.043356	0.17892	726	-0.036496	0.052512	0.4873	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ASD	slope_PC3	EUR	PRSCS	-0.0030152	0.045761	0.94748	726	-0.051541	0.051031	0.31288	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ASD	slope_PC3	EUR	SBayesR	-0.012569	0.044238	0.7764	726	-0.023669	0.0496	0.63338	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W ASD	slope_PC3	EUR	SBayesRC	-0.033664	0.044314	0.4477	726	-0.041466	0.049685	0.40426	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W EA	baseline_thickness	EUR	CT	-0.016079	0.041237	0.6967	726	-0.0068114	0.043102	0.87448	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W EA	baseline_thickness	EUR	PRSCS	0.0070643	0.042218	0.86716	726	0.0269	0.043082	0.53257	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W EA	baseline_thickness	EUR	SBayesR	-0.0039122	0.042928	0.92741	726	0.010574	0.044213	0.81105	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W EA	baseline_thickness	EUR	SBayesRC	0.0011189	0.042091	0.9788	726	0.009572	0.04312	0.82439	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W EA	global_slope	EUR	CT	0.057236	0.04891	0.24228	726	0.030734	0.055684	0.58115	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W EA	global_slope	EUR	PRSCS	0.028217	0.049403	0.56806	726	0.056512	0.055591	0.30966	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W EA	global_slope	EUR	SBayesR	0.035118	0.050221	0.4846	726	0.053725	0.05703	0.34644	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W EA	global_slope	EUR	SBayesRC	0.03116	0.049226	0.52692	726	0.035541	0.055611	0.52293	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W EA	slope_PC1	EUR	CT	-0.022651	0.057812	0.69532	726	0.042882	0.059506	0.47135	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W EA	slope_PC1	EUR	PRSCS	-0.029902	0.056339	0.59575	726	-0.0069217	0.059488	0.9074	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W EA	slope_PC1	EUR	SBayesR	-0.00182	0.057286	0.97466	726	-0.042682	0.061025	0.4845	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W EA	slope_PC1	EUR	SBayesRC	-0.032994	0.056135	0.55687	726	0.019142	0.059516	0.74782	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W EA	slope_PC2	EUR	CT	0.017924	0.055034	0.74475	726	-0.0010707	0.05579	0.98469	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W EA	slope_PC2	EUR	PRSCS	0.057704	0.053608	0.28209	726	0.027102	0.057952	0.64015	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W EA	slope_PC2	EUR	SBayesR	0.0022072	0.054547	0.96773	726	-0.013886	0.059459	0.8154	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W EA	slope_PC2	EUR	SBayesRC	0.046034	0.053425	0.38915	726	0.03188	0.057957	0.58242	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W EA	slope_PC3	EUR	CT	-0.077773	0.050415	0.12336	726	-0.0029894	0.055785	0.95728	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W EA	slope_PC3	EUR	PRSCS	0.010513	0.049216	0.83091	726	0.01492	0.055787	0.78921	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W EA	slope_PC3	EUR	SBayesR	0.026979	0.050026	0.58985	726	0.052033	0.057217	0.36348	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W EA	slope_PC3	EUR	SBayesRC	0.044135	0.049009	0.36813	726	0.0086407	0.055833	0.87706	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W MDD_eur	baseline_thickness	EUR	CT	0.024275	0.039192	0.53585	726	0.026226	0.040657	0.5191	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W MDD_eur	baseline_thickness	EUR	PRSCS	-0.012378	0.041155	0.76368	726	-0.025319	0.042843	0.55473	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W MDD_eur	baseline_thickness	EUR	SBayesR	0.010509	0.042023	0.80259	726	0.014193	0.04396	0.7469	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W MDD_eur	baseline_thickness	EUR	SBayesRC	0.012421	0.042193	0.76855	726	0.0079083	0.044255	0.85823	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W MDD_eur	global_slope	EUR	CT	-0.0089713	0.047178	0.84924	726	-0.019746	0.053589	0.71261	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W MDD_eur	global_slope	EUR	PRSCS	-0.013154	0.048131	0.78471	726	-0.041027	0.055262	0.45805	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W MDD_eur	global_slope	EUR	SBayesR	-0.012251	0.049149	0.80323	726	-0.037675	0.056686	0.50648	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W MDD_eur	global_slope	EUR	SBayesRC	0.001112	0.049348	0.98203	726	-0.031604	0.057069	0.57987	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W MDD_eur	slope_PC1	EUR	CT	-0.0047424	0.052289	0.92776	726	-0.017839	0.057378	0.75596	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W MDD_eur	slope_PC1	EUR	PRSCS	0.030758	0.054861	0.5752	726	0.017323	0.059153	0.76971	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W MDD_eur	slope_PC1	EUR	SBayesR	0.009332	0.056037	0.86778	726	0.027996	0.060675	0.64463	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W MDD_eur	slope_PC1	EUR	SBayesRC	0.056899	0.056223	0.31185	726	-0.017795	0.061086	0.77089	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W MDD_eur	slope_PC2	EUR	CT	-0.037747	0.052972	0.47632	726	0.014504	0.058351	0.80376	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W MDD_eur	slope_PC2	EUR	PRSCS	-0.037922	0.052254	0.46823	726	0.00047323	0.05761	0.99345	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W MDD_eur	slope_PC2	EUR	SBayesR	-0.03412	0.053375	0.52285	726	0.028894	0.059098	0.62503	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W MDD_eur	slope_PC2	EUR	SBayesRC	-0.07157	0.053537	0.18168	726	-0.0097941	0.059494	0.86928	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W MDD_eur	slope_PC3	EUR	CT	0.023461	0.048761	0.63057	726	-0.045873	0.053815	0.39429	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W MDD_eur	slope_PC3	EUR	PRSCS	-0.009908	0.047938	0.83632	726	-0.0091948	0.055507	0.86848	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W MDD_eur	slope_PC3	EUR	SBayesR	-0.0037644	0.04896	0.93874	726	-0.0075773	0.056935	0.89417	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W MDD_eur	slope_PC3	EUR	SBayesRC	0.0045102	0.049151	0.92691	726	0.048828	0.057296	0.39441	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W MDD_pooled	baseline_thickness	full	CT	0.019684	0.057687	0.73299	1449	0.047738	0.060332	0.42894	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W MDD_pooled	baseline_thickness	full	PRSCS	0.0060957	0.051129	0.90512	1449	-0.0086819	0.054014	0.87233	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W MDD_pooled	baseline_thickness	full	SBayesR	0.034154	0.064628	0.59725	1449	0.055462	0.067843	0.41379	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W MDD_pooled	baseline_thickness	full	SBayesRC	0.035567	0.052206	0.49579	1449	0.039641	0.055116	0.47212	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W MDD_pooled	global_slope	full	CT	0.0072249	0.036364	0.84254	1449	-0.11374	0.070038	0.10458	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W MDD_pooled	global_slope	full	PRSCS	-0.047285	0.059177	0.42439	1449	-0.10989	0.066675	0.099511	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W MDD_pooled	global_slope	full	SBayesR	-0.084338	0.074766	0.25948	1449	-0.15606	0.083694	0.062406	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W MDD_pooled	global_slope	full	SBayesRC	-0.051462	0.060428	0.39455	1449	-0.11426	0.068039	0.093271	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W MDD_pooled	slope_PC1	full	CT	-0.0046977	0.056483	0.93373	1449	0.11426	0.073293	0.1192	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W MDD_pooled	slope_PC1	full	PRSCS	-0.020019	0.064723	0.75713	1449	0.10403	0.069781	0.13622	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W MDD_pooled	slope_PC1	full	SBayesR	-0.092377	0.081752	0.25866	1449	0.16789	0.087575	0.055403	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W MDD_pooled	slope_PC1	full	SBayesRC	-0.026146	0.066095	0.69246	1449	0.097205	0.071225	0.17252	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W MDD_pooled	slope_PC2	full	CT	-0.076487	0.056021	0.17234	1449	-0.0063424	0.059913	0.91571	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W MDD_pooled	slope_PC2	full	PRSCS	-0.04145	0.064238	0.51885	1449	0.083991	0.069045	0.22398	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W MDD_pooled	slope_PC2	full	SBayesR	-0.01422	0.081181	0.86097	1449	0.12859	0.086673	0.13809	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W MDD_pooled	slope_PC2	full	SBayesRC	-0.039358	0.065602	0.54862	1449	0.091146	0.070458	0.19598	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W MDD_pooled	slope_PC3	full	CT	0.020222	0.069308	0.77051	1449	-0.025938	0.071628	0.71732	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W MDD_pooled	slope_PC3	full	PRSCS	0.0042891	0.061419	0.94434	1449	0.0042199	0.068213	0.95068	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W MDD_pooled	slope_PC3	full	SBayesR	-0.012023	0.077617	0.87691	1449	-0.02418	0.085632	0.77769	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W MDD_pooled	slope_PC3	full	SBayesRC	-0.020486	0.062723	0.74401	1449	0.01982	0.069615	0.7759	1339	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W SCZ_eur	baseline_thickness	EUR	CT	0.0015316	0.038321	0.96813	726	0.0005676	0.039279	0.98847	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W SCZ_eur	baseline_thickness	EUR	PRSCS	0.054226	0.040238	0.17818	726	0.035561	0.041213	0.38851	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W SCZ_eur	baseline_thickness	EUR	SBayesR	0.062272	0.039738	0.11752	726	0.034944	0.040531	0.3889	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W SCZ_eur	baseline_thickness	EUR	SBayesRC	0.062771	0.039652	0.11383	726	0.038439	0.040328	0.34084	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W SCZ_eur	global_slope	EUR	CT	-0.077096	0.049057	0.11647	726	-0.083505	0.05466	0.12696	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W SCZ_eur	global_slope	EUR	PRSCS	-0.063666	0.04706	0.1765	726	-0.058721	0.052975	0.26798	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W SCZ_eur	global_slope	EUR	SBayesR	-0.027359	0.046518	0.55662	726	-0.015361	0.0523	0.76905	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W SCZ_eur	global_slope	EUR	SBayesRC	-0.03336	0.046424	0.47262	726	-0.029939	0.052026	0.56513	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W SCZ_eur	slope_PC1	EUR	CT	-0.02418	0.055992	0.66597	726	0.020839	0.058539	0.72195	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W SCZ_eur	slope_PC1	EUR	PRSCS	-0.036674	0.053679	0.49469	726	0.082421	0.056623	0.1459	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W SCZ_eur	slope_PC1	EUR	SBayesR	0.010581	0.053034	0.84192	726	0.02045	0.055963	0.71489	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W SCZ_eur	slope_PC1	EUR	SBayesRC	0.0030049	0.052929	0.95474	726	0.025982	0.055676	0.64087	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W SCZ_eur	slope_PC2	EUR	CT	-0.017284	0.052941	0.74416	726	-0.036656	0.057065	0.52083	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W SCZ_eur	slope_PC2	EUR	PRSCS	0.025125	0.051158	0.62348	726	0.058213	0.05521	0.29201	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W SCZ_eur	slope_PC2	EUR	SBayesR	0.019152	0.05055	0.70489	726	0.032208	0.054499	0.5547	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W SCZ_eur	slope_PC2	EUR	SBayesRC	0.010557	0.050436	0.83426	726	0.015983	0.054227	0.76826	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W SCZ_eur	slope_PC3	EUR	CT	0.0015357	0.044287	0.97235	726	0.022617	0.054935	0.68069	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W SCZ_eur	slope_PC3	EUR	PRSCS	-0.033872	0.046887	0.47027	726	-0.040732	0.053208	0.44423	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W SCZ_eur	slope_PC3	EUR	SBayesR	-0.04105	0.046321	0.37582	726	0.014065	0.052514	0.78891	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
PRS within-family beta_W SCZ_eur	slope_PC3	EUR	SBayesRC	-0.058612	0.046189	0.20487	726	0.00039301	0.052247	0.994	686	6.0-vintage DK (n 8,082 / EUR 4,116); no HCP legacy exists
