method	trait_arm	discovery_ancestry	disorder	threshold	phenotype	analysis	stratum	n	n_families	beta	se	p	chisq	df	n_thresholds	p_adj
CT	SCZ25_META	multi	SCZ25META	1e-5	slope_PC2	pooled_stratumFE	all	8596	7198	0.0118693781738011	0.0109403372326581	0.277989579576805			8	1.0
CT	SCZ25_META	multi	SCZ25META	5e-8	slope_PC2	pooled_stratumFE	all	8596	7198	0.0043810519839579	0.0109494698161132	0.689081880014316			8	1.0
CT	SCZ25_META	multi	SCZ25META	0p001	slope_PC2	within_stratum	EURanchor	4308	3601	0.0172365166943501	0.0155718960013428	0.268403005710197			8	1.0
CT	SCZ25_META	multi	SCZ25META	0p01	slope_PC2	within_stratum	EURanchor	4308	3601	0.0251616526573729	0.015617576319714	0.107233382051656			8	0.857867056413249
CT	SCZ25_META	multi	SCZ25META	0p05	slope_PC2	within_stratum	EURanchor	4308	3601	0.0246857454549104	0.0157035974979429	0.116033631560978			8	0.928269052487827
CT	SCZ25_META	multi	SCZ25META	0p1	slope_PC2	within_stratum	EURanchor	4308	3601	0.0308617895093097	0.0157502547112659	0.0501292042131571			8	0.401033633705257
CT	SCZ25_META	multi	SCZ25META	0p5	slope_PC2	within_stratum	EURanchor	4308	3601	0.0338191236316513	0.0158911304813028	0.0333830080133089			8	0.267064064106471
CT	SCZ25_META	multi	SCZ25META	1	slope_PC2	within_stratum	EURanchor	4308	3601	0.0361672370299123	0.0158985959235819	0.0229660424637163			8	0.18372833970973
CT	SCZ25_META	multi	SCZ25META	1e-5	slope_PC2	within_stratum	EURanchor	4308	3601	0.0081692267278553	0.0155590767896161	0.599579858615441			8	1.0
CT	SCZ25_META	multi	SCZ25META	5e-8	slope_PC2	within_stratum	EURanchor	4308	3601	0.0052899510518952	0.0155646081762858	0.733971449934994			8	1.0
CT	SCZ25_META	multi	SCZ25META	0p001	slope_PC2	within_stratum	EURlike	5665	4676	0.0183936632102722	0.0135764170726442	0.175530882322221			8	1.0
CT	SCZ25_META	multi	SCZ25META	0p01	slope_PC2	within_stratum	EURlike	5665	4676	0.0215624778352368	0.0137607299371865	0.117183978212598			8	0.937471825700785
CT	SCZ25_META	multi	SCZ25META	0p05	slope_PC2	within_stratum	EURlike	5665	4676	0.023743059494492	0.0140892688049045	0.0920111465437435			8	0.736089172349948
CT	SCZ25_META	multi	SCZ25META	0p1	slope_PC2	within_stratum	EURlike	5665	4676	0.0302089155739139	0.0142509217491943	0.0340701724459632			8	0.272561379567706
CT	SCZ25_META	multi	SCZ25META	0p5	slope_PC2	within_stratum	EURlike	5665	4676	0.0316662616084031	0.0147152358700873	0.0314472275641348			8	0.251577820513079
CT	SCZ25_META	multi	SCZ25META	1	slope_PC2	within_stratum	EURlike	5665	4676	0.0339247574412795	0.0147346133330021	0.021351902594957			8	0.170815220759656
CT	SCZ25_META	multi	SCZ25META	1e-5	slope_PC2	within_stratum	EURlike	5665	4676	0.0115004553930681	0.0135283072926039	0.395305873951202			8	1.0
CT	SCZ25_META	multi	SCZ25META	5e-8	slope_PC2	within_stratum	EURlike	5665	4676	0.0115447535868536	0.0135313626286954	0.393594862089268			8	1.0
CT	SCZ25_META	multi	SCZ25META	0p001	slope_PC2	within_stratum	cluster1	1623	1397	0.0162315258544005	0.0264820450306356	0.540013614513499			8	1.0
CT	SCZ25_META	multi	SCZ25META	0p01	slope_PC2	within_stratum	cluster1	1623	1397	-0.0016457749958839	0.0282502690830639	0.953551357859053			8	1.0
CT	SCZ25_META	multi	SCZ25META	0p05	slope_PC2	within_stratum	cluster1	1623	1397	0.0056478618432181	0.0311461945073028	0.856128884690269			8	1.0
CT	SCZ25_META	multi	SCZ25META	0p1	slope_PC2	within_stratum	cluster1	1623	1397	0.0084136209155027	0.0323149906510956	0.794617989673196			8	1.0
CT	SCZ25_META	multi	SCZ25META	0p5	slope_PC2	within_stratum	cluster1	1623	1397	0.0132141463373605	0.0359580311076695	0.713304704461681			8	1.0
CT	SCZ25_META	multi	SCZ25META	1	slope_PC2	within_stratum	cluster1	1623	1397	0.0178415291738681	0.0360087341358329	0.620332488620136			8	1.0
CT	SCZ25_META	multi	SCZ25META	1e-5	slope_PC2	within_stratum	cluster1	1623	1397	0.0006144203056704	0.0252312172162037	0.98057526719069			8	1.0
CT	SCZ25_META	multi	SCZ25META	5e-8	slope_PC2	within_stratum	cluster1	1623	1397	-0.0319619597019482	0.0251800385480707	0.204509308845523			8	1.0
CT	SCZ25_META	multi	SCZ25META	0p001	slope_PC2	within_stratum	cluster2	928	824	0.0210101963700054	0.0336528936573197	0.532572825375188			8	1.0
CT	SCZ25_META	multi	SCZ25META	0p01	slope_PC2	within_stratum	cluster2	928	824	0.0405585972571134	0.0350867306869421	0.248002616480136			8	1.0
CT	SCZ25_META	multi	SCZ25META	0p05	slope_PC2	within_stratum	cluster2	928	824	0.0399524773368369	0.0373770202480278	0.285394770990554			8	1.0
CT	SCZ25_META	multi	SCZ25META	0p1	slope_PC2	within_stratum	cluster2	928	824	0.026893898893159	0.0383752070489373	0.483597198288353			8	1.0
CT	SCZ25_META	multi	SCZ25META	0p5	slope_PC2	within_stratum	cluster2	928	824	0.0267492580182458	0.0423574940714799	0.527863828205382			8	1.0
CT	SCZ25_META	multi	SCZ25META	1	slope_PC2	within_stratum	cluster2	928	824	0.026880728010194	0.0425477443982353	0.527689944953242			8	1.0
CT	SCZ25_META	multi	SCZ25META	1e-5	slope_PC2	within_stratum	cluster2	928	824	0.0227969842828483	0.0332904772861165	0.493650089034201			8	1.0
CT	SCZ25_META	multi	SCZ25META	5e-8	slope_PC2	within_stratum	cluster2	928	824	0.0035428563477608	0.0336563858662429	0.916188232564773			8	1.0
CT	SCZ25_META	multi	SCZ25META	0p001	slope_PC2	within_stratum	cluster3	380	329	0.0133228744874325	0.0550252277573993	0.808820472074718			8	1.0
CT	SCZ25_META	multi	SCZ25META	0p01	slope_PC2	within_stratum	cluster3	380	329	-0.046699232910974	0.0653401397582498	0.475244297436469			8	1.0
CT	SCZ25_META	multi	SCZ25META	0p05	slope_PC2	within_stratum	cluster3	380	329	-0.0864066772151505	0.0795321131179191	0.278000490683496			8	1.0
CT	SCZ25_META	multi	SCZ25META	0p1	slope_PC2	within_stratum	cluster3	380	329	-0.139860029011487	0.0883934549894203	0.114459748372715			8	0.915677986981718
CT	SCZ25_META	multi	SCZ25META	0p5	slope_PC2	within_stratum	cluster3	380	329	-0.144657651069801	0.101793431757822	0.156144884571293			8	1.0
CT	SCZ25_META	multi	SCZ25META	1	slope_PC2	within_stratum	cluster3	380	329	-0.147568161316442	0.103675046114595	0.155482919354897			8	1.0
CT	SCZ25_META	multi	SCZ25META	1e-5	slope_PC2	within_stratum	cluster3	380	329	0.0713659684012494	0.0513939950675798	0.165798159587951			8	1.0
CT	SCZ25_META	multi	SCZ25META	5e-8	slope_PC2	within_stratum	cluster3	380	329	0.0935220604764942	0.0523309598123661	0.0747455507097506			8	0.597964405678005
CT	SCZ25_META	multi	SCZ25META	0p001	slope_PC3	heterogeneity_PRSxStratum	all	8596	7198			0.221927767125104	4.39415714860661	3.0	8	1.0
CT	SCZ25_META	multi	SCZ25META	0p01	slope_PC3	heterogeneity_PRSxStratum	all	8596	7198			0.0021373463522926	14.6541774284415	3.0	8	0.0170987708183414
CT	SCZ25_META	multi	SCZ25META	0p05	slope_PC3	heterogeneity_PRSxStratum	all	8596	7198			0.0067584811938544	12.1904353448153	3.0	8	0.0540678495508358
CT	SCZ25_META	multi	SCZ25META	0p1	slope_PC3	heterogeneity_PRSxStratum	all	8596	7198			0.0079704717797436	11.8349515552036	3.0	8	0.063763774237949
CT	SCZ25_META	multi	SCZ25META	0p5	slope_PC3	heterogeneity_PRSxStratum	all	8596	7198			0.0074120073329054	11.9915951974508	3.0	8	0.0592960586632434
CT	SCZ25_META	multi	SCZ25META	1	slope_PC3	heterogeneity_PRSxStratum	all	8596	7198			0.0085464990674246	11.6843507929079	3.0	8	0.0683719925393973
CT	SCZ25_META	multi	SCZ25META	1e-5	slope_PC3	heterogeneity_PRSxStratum	all	8596	7198			0.654088540749557	1.62343190332831	3.0	8	1.0
CT	SCZ25_META	multi	SCZ25META	5e-8	slope_PC3	heterogeneity_PRSxStratum	all	8596	7198			0.183269341298879	4.84803083978113	3.0	8	1.0
CT	SCZ25_META	multi	SCZ25META	0p001	slope_PC3	pooled_stratumFE	all	8596	7198	0.0031886679610864	0.0110063022750156	0.772043120244585			8	1.0
CT	SCZ25_META	multi	SCZ25META	0p01	slope_PC3	pooled_stratumFE	all	8596	7198	-0.000961995136596	0.0113414462037231	0.932405591720965			8	1.0
CT	SCZ25_META	multi	SCZ25META	0p05	slope_PC3	pooled_stratumFE	all	8596	7198	0.0010928984025183	0.0118336832861711	0.926418338359263			8	1.0
CT	SCZ25_META	multi	SCZ25META	0p1	slope_PC3	pooled_stratumFE	all	8596	7198	-0.001743910651743	0.0120478529373438	0.884912861299413			8	1.0
CT	SCZ25_META	multi	SCZ25META	0p5	slope_PC3	pooled_stratumFE	all	8596	7198	-0.0043520403991776	0.0126422911110026	0.730671172945969			8	1.0
CT	SCZ25_META	multi	SCZ25META	1	slope_PC3	pooled_stratumFE	all	8596	7198	-0.0040292268869465	0.0126615975902662	0.750322970557088			8	1.0
CT	SCZ25_META	multi	SCZ25META	1e-5	slope_PC3	pooled_stratumFE	all	8596	7198	0.0013174769952133	0.0108459889505348	0.903320646564968			8	1.0
CT	SCZ25_META	multi	SCZ25META	5e-8	slope_PC3	pooled_stratumFE	all	8596	7198	-0.0042908311236017	0.0108518784511867	0.692557951021717			8	1.0
CT	SCZ25_META	multi	SCZ25META	0p001	slope_PC3	within_stratum	EURanchor	4308	3601	0.0106406293146253	0.0155039318542104	0.492550676139653			8	1.0
CT	SCZ25_META	multi	SCZ25META	0p01	slope_PC3	within_stratum	EURanchor	4308	3601	-0.0028342932086669	0.015559012114227	0.85546285400909			8	1.0
CT	SCZ25_META	multi	SCZ25META	0p05	slope_PC3	within_stratum	EURanchor	4308	3601	0.0029844991342916	0.0156515287127624	0.848782390662644			8	1.0
CT	SCZ25_META	multi	SCZ25META	0p1	slope_PC3	within_stratum	EURanchor	4308	3601	0.0003110984226317	0.015699464975848	0.984191220380123			8	1.0
CT	SCZ25_META	multi	SCZ25META	0p5	slope_PC3	within_stratum	EURanchor	4308	3601	-0.0012009384708642	0.0158428012612107	0.939579163211473			8	1.0
CT	SCZ25_META	multi	SCZ25META	1	slope_PC3	within_stratum	EURanchor	4308	3601	0.0001416653963722	0.0158511935373926	0.992869666314519			8	1.0
CT	SCZ25_META	multi	SCZ25META	1e-5	slope_PC3	within_stratum	EURanchor	4308	3601	0.0186995973178794	0.0154794647647769	0.227105387563772			8	1.0
CT	SCZ25_META	multi	SCZ25META	5e-8	slope_PC3	within_stratum	EURanchor	4308	3601	0.0203512719306011	0.0154793643449072	0.188670505372033			8	1.0
CT	SCZ25_META	multi	SCZ25META	0p001	slope_PC3	within_stratum	EURlike	5665	4676	-0.0016511574121814	0.0135250229409865	0.902838866030354			8	1.0
CT	SCZ25_META	multi	SCZ25META	0p01	slope_PC3	within_stratum	EURlike	5665	4676	-0.0149296238801945	0.0137076907987464	0.276139706329621			8	1.0
CT	SCZ25_META	multi	SCZ25META	0p05	slope_PC3	within_stratum	EURlike	5665	4676	-0.0064554422067571	0.0140397595207643	0.645680324390374			8	1.0
CT	SCZ25_META	multi	SCZ25META	0p1	slope_PC3	within_stratum	EURlike	5665	4676	-0.0079878869663627	0.0142014690522354	0.573819808629964			8	1.0
CT	SCZ25_META	multi	SCZ25META	0p5	slope_PC3	within_stratum	EURlike	5665	4676	-0.0127790390176488	0.0146650151275705	0.383576612405102			8	1.0
CT	SCZ25_META	multi	SCZ25META	1	slope_PC3	within_stratum	EURlike	5665	4676	-0.0125503822636603	0.014684873156999	0.392784548079219			8	1.0
CT	SCZ25_META	multi	SCZ25META	1e-5	slope_PC3	within_stratum	EURlike	5665	4676	0.0038765288343442	0.013473280686852	0.773572258441158			8	1.0
CT	SCZ25_META	multi	SCZ25META	5e-8	slope_PC3	within_stratum	EURlike	5665	4676	0.0028368123546845	0.013473333439531	0.833246185046892			8	1.0
CT	SCZ25_META	multi	SCZ25META	0p001	slope_PC3	within_stratum	cluster1	1623	1397	-0.0091922515837085	0.0263145383271104	0.726894343821023			8	1.0
CT	SCZ25_META	multi	SCZ25META	0p01	slope_PC3	within_stratum	cluster1	1623	1397	0.0085090469686702	0.0280582713419108	0.761729653202801			8	1.0
CT	SCZ25_META	multi	SCZ25META	0p05	slope_PC3	within_stratum	cluster1	1623	1397	-0.008148149695848	0.0309336328931394	0.792271419590684			8	1.0
CT	SCZ25_META	multi	SCZ25META	0p1	slope_PC3	within_stratum	cluster1	1623	1397	-0.0105244943323567	0.0321003885785401	0.74305999417135			8	1.0
CT	SCZ25_META	multi	SCZ25META	0p5	slope_PC3	within_stratum	cluster1	1623	1397	0.0028348529161366	0.0357107460301592	0.936737640724396			8	1.0
CT	SCZ25_META	multi	SCZ25META	1	slope_PC3	within_stratum	cluster1	1623	1397	0.0050368380771998	0.0357618364559571	0.8880115382448			8	1.0
CT	SCZ25_META	multi	SCZ25META	1e-5	slope_PC3	within_stratum	cluster1	1623	1397	-0.0197894694240798	0.0250494623753364	0.429639778779016			8	1.0
CT	SCZ25_META	multi	SCZ25META	5e-8	slope_PC3	within_stratum	cluster1	1623	1397	-0.0453019040224899	0.0249919456121622	0.070077710393308			8	0.560621683146464
CT	SCZ25_META	multi	SCZ25META	0p001	slope_PC3	within_stratum	cluster2	928	824	0.0161230874327723	0.033534489294754	0.630784128476576			8	1.0
CT	SCZ25_META	multi	SCZ25META	0p01	slope_PC3	within_stratum	cluster2	928	824	0.0097317759342783	0.0350083130884453	0.78108960377898			8	1.0
CT	SCZ25_META	multi	SCZ25META	0p05	slope_PC3	within_stratum	cluster2	928	824	0.014213206044182	0.0373898483966216	0.703938867205937			8	1.0
CT	SCZ25_META	multi	SCZ25META	0p1	slope_PC3	within_stratum	cluster2	928	824	0.009874212709758	0.0383957866581632	0.797110183462429			8	1.0
CT	SCZ25_META	multi	SCZ25META	0p5	slope_PC3	within_stratum	cluster2	928	824	0.0136700023010401	0.0423534139360826	0.746955088423708			8	1.0
CT	SCZ25_META	multi	SCZ25META	1	slope_PC3	within_stratum	cluster2	928	824	0.0154747270970401	0.0425264103812371	0.716032828111581			8	1.0
CT	SCZ25_META	multi	SCZ25META	1e-5	slope_PC3	within_stratum	cluster2	928	824	0.0091693692595964	0.033173135070151	0.782298113921911			8	1.0
CT	SCZ25_META	multi	SCZ25META	5e-8	slope_PC3	within_stratum	cluster2	928	824	0.0335036757808034	0.0334078104107312	0.316193694656151			8	1.0
CT	SCZ25_META	multi	SCZ25META	0p001	slope_PC3	within_stratum	cluster3	380	329	0.0916419778510588	0.0553938521826822	0.09891002476763			8	0.79128019814104
CT	SCZ25_META	multi	SCZ25META	0p01	slope_PC3	within_stratum	cluster3	380	329	0.187366818773145	0.0653508773950557	0.0043823746085602			8	0.0350589968684823
CT	SCZ25_META	multi	SCZ25META	0p05	slope_PC3	within_stratum	cluster3	380	329	0.182330453735234	0.079918001719603	0.0230948385304361			8	0.184758708243489
CT	SCZ25_META	multi	SCZ25META	0p1	slope_PC3	within_stratum	cluster3	380	329	0.188225606601542	0.0891110270426426	0.0353419038377868			8	0.282735230702294
CT	SCZ25_META	multi	SCZ25META	0p5	slope_PC3	within_stratum	cluster3	380	329	0.208539658799962	0.102609639679526	0.042839816018478			8	0.342718528147824
CT	SCZ25_META	multi	SCZ25META	1	slope_PC3	within_stratum	cluster3	380	329	0.201054661995971	0.104567138228163	0.0552902251490007			8	0.442321801192006
CT	SCZ25_META	multi	SCZ25META	1e-5	slope_PC3	within_stratum	cluster3	380	329	0.0603351912354831	0.0519821830952421	0.246524591983714			8	1.0
CT	SCZ25_META	multi	SCZ25META	5e-8	slope_PC3	within_stratum	cluster3	380	329	0.0293806204815745	0.0530960537194812	0.580362661036908			8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	0p001	baseline_thickness	heterogeneity_PRSxStratum	all	8596	7198			0.950515766259815	0.349244414763234	3.0	8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	0p01	baseline_thickness	heterogeneity_PRSxStratum	all	8596	7198			0.87955314453655	0.672924463397067	3.0	8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	0p05	baseline_thickness	heterogeneity_PRSxStratum	all	8596	7198			0.715696669416255	1.35677826253959	3.0	8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	0p1	baseline_thickness	heterogeneity_PRSxStratum	all	8596	7198			0.54170775590586	2.15078185003949	3.0	8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	0p5	baseline_thickness	heterogeneity_PRSxStratum	all	8596	7198			0.484662658698083	2.44854120246964	3.0	8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	1	baseline_thickness	heterogeneity_PRSxStratum	all	8596	7198			0.437946179815399	2.7134515655307	3.0	8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	1e-5	baseline_thickness	heterogeneity_PRSxStratum	all	8596	7198			0.90396223356168	0.566917770091095	3.0	8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	5e-8	baseline_thickness	heterogeneity_PRSxStratum	all	8596	7198			0.041207713106775	8.24515444716963	3.0	8	0.3296617048542
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	0p001	baseline_thickness	pooled_stratumFE	all	8596	7198	-0.0004059721880546	0.0108572576583941	0.970173499402907			8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	0p01	baseline_thickness	pooled_stratumFE	all	8596	7198	0.0046095207286702	0.0110446119566739	0.676429499030345			8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	0p05	baseline_thickness	pooled_stratumFE	all	8596	7198	0.0058712159611376	0.0111328641355315	0.597945631113518			8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	0p1	baseline_thickness	pooled_stratumFE	all	8596	7198	0.0113710026886902	0.0111810867946214	0.309189350471816			8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	0p5	baseline_thickness	pooled_stratumFE	all	8596	7198	0.0151739479911864	0.0112502540949323	0.177448572508991			8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	1	baseline_thickness	pooled_stratumFE	all	8596	7198	0.0140957053411145	0.011248349758836	0.210191041644315			8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	1e-5	baseline_thickness	pooled_stratumFE	all	8596	7198	-0.0112994274641713	0.0106899917110235	0.290536844157351			8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	5e-8	baseline_thickness	pooled_stratumFE	all	8596	7198	0.0033183617504288	0.0107234745634128	0.75698799456524			8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	0p001	baseline_thickness	within_stratum	EURanchor	4308	3601	-0.0065660755947676	0.015420295158699	0.670269599726791			8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	0p01	baseline_thickness	within_stratum	EURanchor	4308	3601	0.0030195075899105	0.0154616601512435	0.845175200276306			8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	0p05	baseline_thickness	within_stratum	EURanchor	4308	3601	0.0064279477850076	0.0155019769378835	0.678416414092173			8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	0p1	baseline_thickness	within_stratum	EURanchor	4308	3601	0.015682699228111	0.0155343010922336	0.312766578144026			8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	0p5	baseline_thickness	within_stratum	EURanchor	4308	3601	0.0191318948254062	0.0156511493864632	0.22162552042512			8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	1	baseline_thickness	within_stratum	EURanchor	4308	3601	0.0187731581294865	0.015652620381778	0.230453726914337			8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	1e-5	baseline_thickness	within_stratum	EURanchor	4308	3601	-0.0093725239663052	0.0153508523187924	0.541527219835522			8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	5e-8	baseline_thickness	within_stratum	EURanchor	4308	3601	-0.0145086225013142	0.01534189725387	0.344361827950669			8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	0p001	baseline_thickness	within_stratum	EURlike	5665	4676	0.0029782706569606	0.013459066868584	0.824879660163407			8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	0p01	baseline_thickness	within_stratum	EURlike	5665	4676	0.0094900604602788	0.0135479284237709	0.483656230413435			8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	0p05	baseline_thickness	within_stratum	EURlike	5665	4676	0.0151974456498558	0.0137312849701095	0.268438471050241			8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	0p1	baseline_thickness	within_stratum	EURlike	5665	4676	0.0227551131473879	0.0138076585244902	0.0994071455650607			8	0.795257164520486
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	0p5	baseline_thickness	within_stratum	EURlike	5665	4676	0.028280611114386	0.0140040820058355	0.0434874323546865			8	0.347899458837492
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	1	baseline_thickness	within_stratum	EURlike	5665	4676	0.0274999767747264	0.0140081854512179	0.0496796824318019			8	0.397437459454415
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	1e-5	baseline_thickness	within_stratum	EURlike	5665	4676	-0.0066592768369961	0.0134256088643076	0.619904554008835			8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	5e-8	baseline_thickness	within_stratum	EURlike	5665	4676	-0.0060970598091684	0.0133780898832622	0.648587563543791			8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	0p001	baseline_thickness	within_stratum	cluster1	1623	1397	0.0029304640160875	0.0292498543347281	0.920208214074384			8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	0p01	baseline_thickness	within_stratum	cluster1	1623	1397	-0.0100318697219173	0.0327318086122898	0.759273955900478			8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	0p05	baseline_thickness	within_stratum	cluster1	1623	1397	-0.007529159405917	0.0319552174236746	0.813761164460344			8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	0p1	baseline_thickness	within_stratum	cluster1	1623	1397	-0.0069372115364004	0.0320831694004453	0.828839519816407			8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	0p5	baseline_thickness	within_stratum	cluster1	1623	1397	-0.0031337359169992	0.0310434526338661	0.919605477055688			8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	1	baseline_thickness	within_stratum	cluster1	1623	1397	-0.005246432622147	0.0308853270037273	0.865135480011943			8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	1e-5	baseline_thickness	within_stratum	cluster1	1623	1397	-0.0341909295278795	0.0258532436475446	0.186193379049506			8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	5e-8	baseline_thickness	within_stratum	cluster1	1623	1397	0.0387071082006462	0.0268612855994496	0.14978078191548			8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	0p001	baseline_thickness	within_stratum	cluster2	928	824	-0.0023254327734121	0.0338739478943514	0.945283605223092			8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	0p01	baseline_thickness	within_stratum	cluster2	928	824	0.010760278509454	0.0354311725289418	0.761429782949617			8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	0p05	baseline_thickness	within_stratum	cluster2	928	824	-0.0088379437405038	0.0380093184427659	0.81618696753502			8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	0p1	baseline_thickness	within_stratum	cluster2	928	824	-0.0046117919069139	0.0391008420081616	0.906137060996988			8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	0p5	baseline_thickness	within_stratum	cluster2	928	824	-0.0164941556843302	0.0429770533407845	0.701224611347054			8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	1	baseline_thickness	within_stratum	cluster2	928	824	-0.0211029679180071	0.0431206016083243	0.624681397021393			8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	1e-5	baseline_thickness	within_stratum	cluster2	928	824	-0.0070572214948366	0.0334305242450204	0.832855421495331			8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	5e-8	baseline_thickness	within_stratum	cluster2	928	824	-0.0269429210853636	0.0335271667137738	0.421828810513027			8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	0p001	baseline_thickness	within_stratum	cluster3	380	329	-0.030096845962736	0.0539457855654321	0.57724829572587			8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	0p01	baseline_thickness	within_stratum	cluster3	380	329	0.0239771324506788	0.0759451500156517	0.752404052054993			8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	0p05	baseline_thickness	within_stratum	cluster3	380	329	-0.040165274519926	0.104915961002224	0.70207676125512			8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	0p1	baseline_thickness	within_stratum	cluster3	380	329	-0.0582628856558472	0.114100597429968	0.6099295156858			8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	0p5	baseline_thickness	within_stratum	cluster3	380	329	-0.0123626809475688	0.11771194592112	0.916414968707113			8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	1	baseline_thickness	within_stratum	cluster3	380	329	-0.0228527383026674	0.116335304638129	0.844378058699708			8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	1e-5	baseline_thickness	within_stratum	cluster3	380	329	0.001681904105427	0.0524984844221597	0.974459854318082			8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	5e-8	baseline_thickness	within_stratum	cluster3	380	329	0.136562696111907	0.0526917608177141	0.0099386566573523			8	0.0795092532588184
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	0p001	global_slope	heterogeneity_PRSxStratum	all	8596	7198			0.451598204837077	2.6337801386544	3.0	8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	0p01	global_slope	heterogeneity_PRSxStratum	all	8596	7198			0.333348297473587	3.40459467033361	3.0	8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	0p05	global_slope	heterogeneity_PRSxStratum	all	8596	7198			0.177357397161596	4.92519506890312	3.0	8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	0p1	global_slope	heterogeneity_PRSxStratum	all	8596	7198			0.215709596267809	4.46194865994039	3.0	8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	0p5	global_slope	heterogeneity_PRSxStratum	all	8596	7198			0.234193233681396	4.26541939894378	3.0	8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	1	global_slope	heterogeneity_PRSxStratum	all	8596	7198			0.206096497268617	4.57039511245966	3.0	8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	1e-5	global_slope	heterogeneity_PRSxStratum	all	8596	7198			0.541997206387621	2.14933201642998	3.0	8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	5e-8	global_slope	heterogeneity_PRSxStratum	all	8596	7198			0.129442850961185	5.65880582539467	3.0	8	1.0
CT	SCZ25_MATCHED	matched	SCZ25MATCHED	0p001	global_slope	pooled_stratumFE	all	8596	7198	-0.0246925539794161	0.0105007309432586	0.0187209639482388			8	0.14976771158591
