method	trait_arm	discovery_ancestry	disorder	threshold	phenotype	analysis	stratum	n	n_families	beta	se	p	chisq	df	n_thresholds	p_adj
CT	SCZ25_AFR	AFR	SCZ25AFR	0p001	slope_PC2	within_stratum	cluster1	1623	1397	-0.0079033368168091	0.0293659960545045	0.78786330405213			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p01	slope_PC2	within_stratum	cluster1	1623	1397	-0.0158471659607318	0.0328567819169197	0.629652888513742			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p05	slope_PC2	within_stratum	cluster1	1623	1397	-0.024396294399066	0.0320122403776007	0.446120893066193			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p1	slope_PC2	within_stratum	cluster1	1623	1397	-0.0290804678616362	0.0321433119168843	0.365758268142728			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p5	slope_PC2	within_stratum	cluster1	1623	1397	-0.0080660452483358	0.0311222322778705	0.795536017467418			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1	slope_PC2	within_stratum	cluster1	1623	1397	-0.0076900217202932	0.0309705382267954	0.803934128081864			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1e-5	slope_PC2	within_stratum	cluster1	1623	1397	-0.024793538165286	0.0259037790146887	0.338646445935816			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	5e-8	slope_PC2	within_stratum	cluster1	1623	1397	0.0034297626312816	0.0269925956075909	0.898906719007157			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p001	slope_PC2	within_stratum	cluster2	928	824	0.0248958504589541	0.0348635565112365	0.475351479324123			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p01	slope_PC2	within_stratum	cluster2	928	824	0.0120885991303725	0.0369121710776488	0.743367542694509			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p05	slope_PC2	within_stratum	cluster2	928	824	-0.0156877988663397	0.0359194074100741	0.662395867139784			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p1	slope_PC2	within_stratum	cluster2	928	824	-0.0325163388502926	0.0357474503958501	0.363266537783229			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p5	slope_PC2	within_stratum	cluster2	928	824	-0.0274297963963431	0.0362021261193796	0.448835067891173			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1	slope_PC2	within_stratum	cluster2	928	824	-0.0337105223610068	0.0362635774780321	0.352825087313311			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1e-5	slope_PC2	within_stratum	cluster2	928	824	-0.0138200669404634	0.0341159922639638	0.685505726314096			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	5e-8	slope_PC2	within_stratum	cluster2	928	824	-0.035728399548136	0.03343333183465	0.285511320046726			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p001	slope_PC2	within_stratum	cluster3	380	329	0.0008604278104188	0.0556858684665875	0.987680521054072			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p01	slope_PC2	within_stratum	cluster3	380	329	-0.0780897030264663	0.0607248724209243	0.199292360387702			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p05	slope_PC2	within_stratum	cluster3	380	329	-0.030330709927418	0.0668380467892517	0.650248543456836			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p1	slope_PC2	within_stratum	cluster3	380	329	-0.0718816550616309	0.069870592729227	0.304262828900072			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p5	slope_PC2	within_stratum	cluster3	380	329	-0.0889076415194131	0.0705711383872076	0.208542235204328			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1	slope_PC2	within_stratum	cluster3	380	329	-0.0970222906496797	0.0706565617500771	0.170553857489617			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1e-5	slope_PC2	within_stratum	cluster3	380	329	-0.0543943677067826	0.0520583176275921	0.296781565686152			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	5e-8	slope_PC2	within_stratum	cluster3	380	329	0.0037836277676525	0.0511761945459413	0.941103804688633			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p001	slope_PC3	heterogeneity_PRSxStratum	all	8596	7198			0.149430607432778	5.32589958227982	3.0	8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p01	slope_PC3	heterogeneity_PRSxStratum	all	8596	7198			0.534481597259356	2.18716141508048	3.0	8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p05	slope_PC3	heterogeneity_PRSxStratum	all	8596	7198			0.847952462179723	0.806329696220928	3.0	8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p1	slope_PC3	heterogeneity_PRSxStratum	all	8596	7198			0.784293382934557	1.0701129760746	3.0	8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p5	slope_PC3	heterogeneity_PRSxStratum	all	8596	7198			0.926573411823589	0.464708916435484	3.0	8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1	slope_PC3	heterogeneity_PRSxStratum	all	8596	7198			0.844129449119872	0.822285898186237	3.0	8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1e-5	slope_PC3	heterogeneity_PRSxStratum	all	8596	7198			0.369546003001517	3.14676318463535	3.0	8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	5e-8	slope_PC3	heterogeneity_PRSxStratum	all	8596	7198			0.815508625492743	0.941063442463928	3.0	8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p001	slope_PC3	pooled_stratumFE	all	8596	7198	-0.0262963588715923	0.011413157280155	0.0212450859489542			8	0.169960687591633
CT	SCZ25_AFR	AFR	SCZ25AFR	0p01	slope_PC3	pooled_stratumFE	all	8596	7198	-0.0184373545452584	0.0119562381948569	0.123094489542891			8	0.984755916343131
CT	SCZ25_AFR	AFR	SCZ25AFR	0p05	slope_PC3	pooled_stratumFE	all	8596	7198	0.0069022930819024	0.0117248362888377	0.556085284331554			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p1	slope_PC3	pooled_stratumFE	all	8596	7198	0.0047915158170936	0.0117675012781329	0.683884760389183			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p5	slope_PC3	pooled_stratumFE	all	8596	7198	-0.0064059289836738	0.0116915576218096	0.583767939683089			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1	slope_PC3	pooled_stratumFE	all	8596	7198	-0.0077837403261994	0.0116841684674267	0.505315543000215			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1e-5	slope_PC3	pooled_stratumFE	all	8596	7198	0.022623405063186	0.0109283842100037	0.0384691260716173			8	0.307753008572938
CT	SCZ25_AFR	AFR	SCZ25AFR	5e-8	slope_PC3	pooled_stratumFE	all	8596	7198	0.0118916673988652	0.0109988358324651	0.279650486736194			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p001	slope_PC3	within_stratum	EURanchor	4308	3601	-0.0430946607793631	0.0155970378750975	0.0057522545928823			8	0.0460180367430588
CT	SCZ25_AFR	AFR	SCZ25AFR	0p01	slope_PC3	within_stratum	EURanchor	4308	3601	-0.0221876713066204	0.0156706906309517	0.156887117488437			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p05	slope_PC3	within_stratum	EURanchor	4308	3601	0.0091147709085559	0.0154742753365695	0.55587454743386			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p1	slope_PC3	within_stratum	EURanchor	4308	3601	0.0061063629387535	0.0155289305225374	0.694173338599341			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p5	slope_PC3	within_stratum	EURanchor	4308	3601	-7.12254944090923e-05	0.0155496813472498	0.996345510450909			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1	slope_PC3	within_stratum	EURanchor	4308	3601	-0.0039224549828546	0.0155565401519559	0.800943721472005			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1e-5	slope_PC3	within_stratum	EURanchor	4308	3601	0.0124491718091098	0.0154418590709191	0.420175469817173			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	5e-8	slope_PC3	within_stratum	EURanchor	4308	3601	0.0174954846577114	0.0154529573534704	0.25762441675676			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p001	slope_PC3	within_stratum	EURlike	5665	4676	-0.0429709633608118	0.0138514914797124	0.0019303570612998			8	0.0154428564903984
CT	SCZ25_AFR	AFR	SCZ25AFR	0p01	slope_PC3	within_stratum	EURlike	5665	4676	-0.0255832781794859	0.0143023757305373	0.0737113172263676			8	0.589690537810941
CT	SCZ25_AFR	AFR	SCZ25AFR	0p05	slope_PC3	within_stratum	EURlike	5665	4676	0.0072488543485642	0.0139204106156831	0.602572006640916			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p1	slope_PC3	within_stratum	EURlike	5665	4676	0.0034542005455769	0.0139616906148789	0.804603663098904			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p5	slope_PC3	within_stratum	EURlike	5665	4676	-0.0076503425250316	0.0139164060713669	0.582523235209901			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1	slope_PC3	within_stratum	EURlike	5665	4676	-0.0113928745851043	0.0139100350155568	0.412799273865086			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1e-5	slope_PC3	within_stratum	EURlike	5665	4676	0.0101498716599992	0.0134746047640423	0.451326699229614			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	5e-8	slope_PC3	within_stratum	EURlike	5665	4676	0.0132028311787437	0.0135191915825022	0.328810781199605			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p001	slope_PC3	within_stratum	cluster1	1623	1397	0.0170650014884223	0.0291601222085283	0.558486730931011			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p01	slope_PC3	within_stratum	cluster1	1623	1397	0.0088242286016577	0.0326290896576165	0.786857356737236			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p05	slope_PC3	within_stratum	cluster1	1623	1397	0.0073148284386298	0.0317781085020507	0.817979242235392			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p1	slope_PC3	within_stratum	cluster1	1623	1397	0.0062978559195968	0.031912757349346	0.843583000771161			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p5	slope_PC3	within_stratum	cluster1	1623	1397	-0.0087853238948753	0.0308940858301661	0.776165872564672			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1	slope_PC3	within_stratum	cluster1	1623	1397	-0.0042704209183087	0.0307469471699274	0.889555829144589			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1e-5	slope_PC3	within_stratum	cluster1	1623	1397	0.0519198127603176	0.0256749907961974	0.0433306907691735			8	0.346645526153388
CT	SCZ25_AFR	AFR	SCZ25AFR	5e-8	slope_PC3	within_stratum	cluster1	1623	1397	0.012870763932878	0.0268097003171263	0.631238893277609			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p001	slope_PC3	within_stratum	cluster2	928	824	-0.0033779414319194	0.034674576407179	0.922416002282342			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p01	slope_PC3	within_stratum	cluster2	928	824	-0.0178465123164681	0.0366435159345897	0.626355370540657			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p05	slope_PC3	within_stratum	cluster2	928	824	-0.0093842443851876	0.0357195934414339	0.792827211985429			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p1	slope_PC3	within_stratum	cluster2	928	824	0.0059367417485506	0.0355918511821047	0.867564905470156			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p5	slope_PC3	within_stratum	cluster2	928	824	-0.012767810433589	0.035996371715897	0.722899925653344			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1	slope_PC3	within_stratum	cluster2	928	824	-0.0093832927018804	0.0360536067523908	0.794723363418975			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1e-5	slope_PC3	within_stratum	cluster2	928	824	0.032916350743335	0.0338158674779599	0.330615384706926			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	5e-8	slope_PC3	within_stratum	cluster2	928	824	0.0136000649719213	0.0332617877744562	0.682726187306078			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p001	slope_PC3	within_stratum	cluster3	380	329	0.0130215681590352	0.0562822903927983	0.817164114396769			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p01	slope_PC3	within_stratum	cluster3	380	329	-0.0191299471089187	0.061498189132596	0.755932253358754			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p05	slope_PC3	within_stratum	cluster3	380	329	0.0232613070028043	0.067565246817636	0.730835562461649			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p1	slope_PC3	within_stratum	cluster3	380	329	0.0006820233866777	0.0707025848730186	0.992308695908143			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	0p5	slope_PC3	within_stratum	cluster3	380	329	0.0092106601469451	0.0714631462489318	0.897518679681143			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1	slope_PC3	within_stratum	cluster3	380	329	0.0171074899348624	0.0715750481131375	0.811229180856347			8	1.0
CT	SCZ25_AFR	AFR	SCZ25AFR	1e-5	slope_PC3	within_stratum	cluster3	380	329	0.0880123157207838	0.0525195699044933	0.0946415160136682			8	0.757132128109346
CT	SCZ25_AFR	AFR	SCZ25AFR	5e-8	slope_PC3	within_stratum	cluster3	380	329	-0.0376685253736496	0.0516744089762911	0.466492968757808			8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	0p001	baseline_thickness	heterogeneity_PRSxStratum	all	8596	7198			0.345613138651772	3.31461893401865	3.0	8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	0p01	baseline_thickness	heterogeneity_PRSxStratum	all	8596	7198			0.287383486041339	3.77009765635012	3.0	8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	0p05	baseline_thickness	heterogeneity_PRSxStratum	all	8596	7198			0.332682338683336	3.4095626968774	3.0	8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	0p1	baseline_thickness	heterogeneity_PRSxStratum	all	8596	7198			0.161796093116627	5.14046165525724	3.0	8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	0p5	baseline_thickness	heterogeneity_PRSxStratum	all	8596	7198			0.546016955713325	2.12925516105679	3.0	8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	1	baseline_thickness	heterogeneity_PRSxStratum	all	8596	7198			0.532812654187305	2.1956147041783	3.0	8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	1e-5	baseline_thickness	heterogeneity_PRSxStratum	all	8596	7198			0.94220196447002	0.390480205878703	3.0	8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	5e-8	baseline_thickness	heterogeneity_PRSxStratum	all	8596	7198			0.2599389399977	4.01416204591078	3.0	8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	0p001	baseline_thickness	pooled_stratumFE	all	8596	7198	-0.0214426504400131	0.0106921417030521	0.0449453678929198			8	0.359562943143358
CT	SCZ25_EAS	EAS	SCZ25EAS	0p01	baseline_thickness	pooled_stratumFE	all	8596	7198	-0.0143855213943764	0.0110417402416145	0.192667480647545			8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	0p05	baseline_thickness	pooled_stratumFE	all	8596	7198	-0.0082548112068101	0.0114967667790382	0.47276974369849			8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	0p1	baseline_thickness	pooled_stratumFE	all	8596	7198	-0.0143271450200855	0.0116132202608293	0.217351193889472			8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	0p5	baseline_thickness	pooled_stratumFE	all	8596	7198	-0.0181762764281414	0.0116412306720151	0.118473175765496			8	0.947785406123968
CT	SCZ25_EAS	EAS	SCZ25EAS	1	baseline_thickness	pooled_stratumFE	all	8596	7198	-0.0204506345409303	0.0116538801300318	0.0793232448311361			8	0.634585958649089
CT	SCZ25_EAS	EAS	SCZ25EAS	1e-5	baseline_thickness	pooled_stratumFE	all	8596	7198	0.0051225261169902	0.0106938847285278	0.631940490755837			8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	5e-8	baseline_thickness	pooled_stratumFE	all	8596	7198	0.0264244058310655	0.0107437098073857	0.0139317245607903			8	0.111453796486323
CT	SCZ25_EAS	EAS	SCZ25EAS	0p001	baseline_thickness	within_stratum	EURanchor	4308	3601	-0.0245588674865248	0.0152696613433439	0.107833387313313			8	0.862667098506507
CT	SCZ25_EAS	EAS	SCZ25EAS	0p01	baseline_thickness	within_stratum	EURanchor	4308	3601	-0.0215010765985654	0.0153623097056968	0.161705657991924			8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	0p05	baseline_thickness	within_stratum	EURanchor	4308	3601	-0.0100896009588102	0.0154545740250635	0.513884544835121			8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	0p1	baseline_thickness	within_stratum	EURanchor	4308	3601	-0.0249865079740643	0.015424905732308	0.105331334375273			8	0.842650675002181
CT	SCZ25_EAS	EAS	SCZ25EAS	0p5	baseline_thickness	within_stratum	EURanchor	4308	3601	-0.0354687895329933	0.0154668619238477	0.0218839530950261			8	0.175071624760209
CT	SCZ25_EAS	EAS	SCZ25EAS	1	baseline_thickness	within_stratum	EURanchor	4308	3601	-0.0375030793870089	0.0154667031644618	0.0153594443667907			8	0.122875554934326
CT	SCZ25_EAS	EAS	SCZ25EAS	1e-5	baseline_thickness	within_stratum	EURanchor	4308	3601	0.000372255918976	0.0152675416488231	0.980548897008417			8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	5e-8	baseline_thickness	within_stratum	EURanchor	4308	3601	0.0250709799213706	0.0152578145038151	0.100423734511524			8	0.803389876092192
CT	SCZ25_EAS	EAS	SCZ25EAS	0p001	baseline_thickness	within_stratum	EURlike	5665	4676	-0.0287590756133677	0.0133506446329139	0.0312718884699514			8	0.250175107759612
CT	SCZ25_EAS	EAS	SCZ25EAS	0p01	baseline_thickness	within_stratum	EURlike	5665	4676	-0.0181473796213309	0.0135687572462747	0.181133492523071			8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	0p05	baseline_thickness	within_stratum	EURlike	5665	4676	-0.0065767001054866	0.0138866236780343	0.635803760504414			8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	0p1	baseline_thickness	within_stratum	EURlike	5665	4676	-0.0157332154482006	0.0139961051582185	0.261012511113409			8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	0p5	baseline_thickness	within_stratum	EURlike	5665	4676	-0.0237285942267118	0.0140256519182641	0.0907393773548793			8	0.725915018839034
CT	SCZ25_EAS	EAS	SCZ25EAS	1	baseline_thickness	within_stratum	EURlike	5665	4676	-0.0253151192252938	0.0140393296575113	0.0714168592049463			8	0.571334873639571
CT	SCZ25_EAS	EAS	SCZ25EAS	1e-5	baseline_thickness	within_stratum	EURlike	5665	4676	0.0013226109906416	0.0133881885270505	0.921308999787181			8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	5e-8	baseline_thickness	within_stratum	EURlike	5665	4676	0.0223016113257525	0.0133883299678834	0.0958186873418524			8	0.766549498734819
CT	SCZ25_EAS	EAS	SCZ25EAS	0p001	baseline_thickness	within_stratum	cluster1	1623	1397	0.0178159988547083	0.0252986394548386	0.481393951252429			8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	0p01	baseline_thickness	within_stratum	cluster1	1623	1397	0.021137383230157	0.0256566215993423	0.410143851428206			8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	0p05	baseline_thickness	within_stratum	cluster1	1623	1397	0.0198460660732889	0.0271774714362279	0.46535173705589			8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	0p1	baseline_thickness	within_stratum	cluster1	1623	1397	0.0287928807511724	0.0275189626896759	0.295584303641023			8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	0p5	baseline_thickness	within_stratum	cluster1	1623	1397	0.0159525005928166	0.0275520868518265	0.562674365417738			8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	1	baseline_thickness	within_stratum	cluster1	1623	1397	0.0133056247237502	0.0276039661957014	0.629858457751799			8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	1e-5	baseline_thickness	within_stratum	cluster1	1623	1397	0.0141447678837185	0.0254738413011608	0.578789653874863			8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	5e-8	baseline_thickness	within_stratum	cluster1	1623	1397	0.0168353683988828	0.02642266204092	0.524113790222068			8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	0p001	baseline_thickness	within_stratum	cluster2	928	824	-0.0399575619213509	0.034338940140355	0.244880925980918			8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	0p01	baseline_thickness	within_stratum	cluster2	928	824	-0.0662380789405669	0.0376143327102222	0.0785771483820234			8	0.628617187056188
CT	SCZ25_EAS	EAS	SCZ25EAS	0p05	baseline_thickness	within_stratum	cluster2	928	824	-0.0763726348233688	0.0415511043595871	0.0663807499004918			8	0.531045999203935
CT	SCZ25_EAS	EAS	SCZ25EAS	0p1	baseline_thickness	within_stratum	cluster2	928	824	-0.0935079574041932	0.0421332077055235	0.0267089605824764			8	0.213671684659811
CT	SCZ25_EAS	EAS	SCZ25EAS	0p5	baseline_thickness	within_stratum	cluster2	928	824	-0.0485017782221498	0.0430067826704388	0.259713016318093			8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	1	baseline_thickness	within_stratum	cluster2	928	824	-0.0570235400349118	0.0432002243486127	0.18717146988127			8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	1e-5	baseline_thickness	within_stratum	cluster2	928	824	0.0090156681399985	0.0339564784175379	0.790679725720646			8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	5e-8	baseline_thickness	within_stratum	cluster2	928	824	0.0117645517609211	0.0332812302745051	0.723803337099366			8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	0p001	baseline_thickness	within_stratum	cluster3	380	329	-0.0300968500808397	0.0539457854663716	0.57724824295062			8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	0p01	baseline_thickness	within_stratum	cluster3	380	329	0.0239771254262368	0.075945148384878	0.752404117066665			8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	0p05	baseline_thickness	within_stratum	cluster3	380	329	-0.0401652106196617	0.104915964309728	0.70207722140937			8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	0p1	baseline_thickness	within_stratum	cluster3	380	329	-0.0582628016002537	0.114100600020915	0.609930039222947			8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	0p5	baseline_thickness	within_stratum	cluster3	380	329	-0.0123627545744521	0.11771194718883	0.916414473638106			8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	1	baseline_thickness	within_stratum	cluster3	380	329	-0.0228527235416972	0.116335304708919	0.844378158024594			8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	1e-5	baseline_thickness	within_stratum	cluster3	380	329	0.0016819150072427	0.0524984835404578	0.974459688399225			8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	5e-8	baseline_thickness	within_stratum	cluster3	380	329	0.136562692442444	0.0526917608314373	0.0099386586511145			8	0.0795092692089161
CT	SCZ25_EAS	EAS	SCZ25EAS	0p001	global_slope	heterogeneity_PRSxStratum	all	8596	7198			0.717953992302781	1.34721120314498	3.0	8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	0p01	global_slope	heterogeneity_PRSxStratum	all	8596	7198			0.635228889953912	1.70767467416226	3.0	8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	0p05	global_slope	heterogeneity_PRSxStratum	all	8596	7198			0.315888443508036	3.53783231411944	3.0	8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	0p1	global_slope	heterogeneity_PRSxStratum	all	8596	7198			0.106420546825132	6.10911514526742	3.0	8	0.851364374601058
CT	SCZ25_EAS	EAS	SCZ25EAS	0p5	global_slope	heterogeneity_PRSxStratum	all	8596	7198			0.157572835109211	5.20224488327222	3.0	8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	1	global_slope	heterogeneity_PRSxStratum	all	8596	7198			0.162269860158088	5.13362579936438	3.0	8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	1e-5	global_slope	heterogeneity_PRSxStratum	all	8596	7198			0.205284910882399	4.57976406558737	3.0	8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	5e-8	global_slope	heterogeneity_PRSxStratum	all	8596	7198			0.0417874337093032	8.21413319188287	3.0	8	0.334299469674426
CT	SCZ25_EAS	EAS	SCZ25EAS	0p001	global_slope	pooled_stratumFE	all	8596	7198	0.0041945464765111	0.010369604599412	0.685852535824487			8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	0p01	global_slope	pooled_stratumFE	all	8596	7198	0.0227341104896486	0.0106930703777473	0.0335278027631055			8	0.268222422104844
CT	SCZ25_EAS	EAS	SCZ25EAS	0p05	global_slope	pooled_stratumFE	all	8596	7198	0.012452052295475	0.0111351729512119	0.26348718471753			8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	0p1	global_slope	pooled_stratumFE	all	8596	7198	0.0096221437457595	0.0112699652045202	0.393247869327511			8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	0p5	global_slope	pooled_stratumFE	all	8596	7198	0.0138961751031471	0.0112896189853131	0.218402318602119			8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	1	global_slope	pooled_stratumFE	all	8596	7198	0.0155832082761956	0.0113005618688821	0.167939192302366			8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	1e-5	global_slope	pooled_stratumFE	all	8596	7198	0.0023661337373273	0.0103788792573297	0.819670607098462			8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	5e-8	global_slope	pooled_stratumFE	all	8596	7198	-0.010294026634764	0.0104320538411085	0.323784511611053			8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	0p001	global_slope	within_stratum	EURanchor	4308	3601	0.0009094809076349	0.0145202437249202	0.950059868079638			8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	0p01	global_slope	within_stratum	EURanchor	4308	3601	0.0262431014640153	0.0145729544592762	0.0718060615133219			8	0.574448492106575
CT	SCZ25_EAS	EAS	SCZ25EAS	0p05	global_slope	within_stratum	EURanchor	4308	3601	0.0231519749879818	0.0146479524020683	0.11405543552215			8	0.912443484177202
CT	SCZ25_EAS	EAS	SCZ25EAS	0p1	global_slope	within_stratum	EURanchor	4308	3601	0.0217610436031225	0.0146513390337141	0.137551175546397			8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	0p5	global_slope	within_stratum	EURanchor	4308	3601	0.0191837725300784	0.0146771987239559	0.191270118858325			8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	1	global_slope	within_stratum	EURanchor	4308	3601	0.0204684290505971	0.0146737536837334	0.163121122967849			8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	1e-5	global_slope	within_stratum	EURanchor	4308	3601	0.0016008479132871	0.0145135030876689	0.912176299697275			8	1.0
CT	SCZ25_EAS	EAS	SCZ25EAS	5e-8	global_slope	within_stratum	EURanchor	4308	3601	0.0029902012614042	0.0145174134689694	0.836821736372638			8	1.0
