method	trait	trait_arm	score	disorder	threshold	phenotype	stratum	n	n_families	n_multi_families	n_pairs	beta_within	se_within	p_within	beta_between	se_between	p_between	beta_diff	se_diff	z_diff	p_diff
CT	SCZ	SCZ_pooled	raw	SCZpooled	0p5	baseline_thickness	full	8082	6789	1250	1339	-0.00454252400116472	0.0401474040549931	0.909931335832107	0.0176836162519871	0.0157894863085562	0.262769527616034	0.0222261402531518	0.0429425139296935	0.517578926318589	0.604752088207297
CT	SCZ	SCZ_pooled	raw	SCZpooled	1	baseline_thickness	full	8082	6789	1250	1339	-0.00717369404026732	0.040498555739778	0.859428981758626	0.0197218422481321	0.0158435848592096	0.213253781159361	0.0268955362883994	0.0432833970396879	0.621382288080071	0.534348122952625
CT	SCZ	SCZ_pooled	raw	SCZpooled	1e-5	baseline_thickness	full	8082	6789	1250	1339	0.00960762459538279	0.0288600265618791	0.7392575071798	-0.00554935813724932	0.0122029221685927	0.649299057234134	-0.0151569827326321	0.0312504441928416	-0.485016553336034	0.62766460342423
CT	SCZ	SCZ_pooled	raw	SCZpooled	5e-8	baseline_thickness	full	8082	6789	1250	1339	0.00269742330679492	0.0282704532297902	0.923999212251385	-0.00331359257753092	0.0122194867037842	0.786266423825795	-0.00601101588432584	0.030710923132875	-0.195728922192223	0.844822345598495
CT	SCZ	SCZ_pooled	raw	SCZpooled	0p001	global_slope	EUR	4116	3447	655	686	-0.0868711926786394	0.0516036838940831	0.0926611244602775	-0.00368088793963184	0.0164961921163799	0.823443431767557	0.0831903047390075	0.0536275897266439	1.55125943871529	0.120839522981395
CT	SCZ	SCZ_pooled	raw	SCZpooled	0p01	global_slope	EUR	4116	3447	655	686	-0.114271876336944	0.0528966891973751	0.0310336241652793	-0.019547152542904	0.0160926457056323	0.224577741591418	0.0947247237940401	0.0549479762206458	1.72389831817771	0.0847262010049676
CT	SCZ	SCZ_pooled	raw	SCZpooled	0p05	global_slope	EUR	4116	3447	655	686	-0.0879622543335982	0.0524771956604163	0.0940741275419188	-0.0402626161765091	0.0159587622852224	0.0116836421325762	0.0476996381570891	0.0546457272553346	0.872888706086943	0.382723742742565
CT	SCZ	SCZ_pooled	raw	SCZpooled	0p1	global_slope	EUR	4116	3447	655	686	-0.0705015962957188	0.0545246131661949	0.196360654542898	-0.0390910557898524	0.0159147944461028	0.0140880929233833	0.0314105405058664	0.0566107674685386	0.554850992319134	0.578996585251021
CT	SCZ	SCZ_pooled	raw	SCZpooled	0p5	global_slope	EUR	4116	3447	655	686	-0.0517173084340227	0.0547861307229674	0.345450260082885	-0.0511929132553204	0.0158676421023219	0.00126613358982443	0.000524395178702321	0.0569089324769793	0.00921463741943231	0.992647887113876
CT	SCZ	SCZ_pooled	raw	SCZpooled	1	global_slope	EUR	4116	3447	655	686	-0.0563819199033603	0.0552884075899206	0.308129290067818	-0.0490968043294058	0.0158585667586117	0.00197798499255803	0.00728511557395452	0.0573945184291206	0.126930511368456	0.898995397369326
CT	SCZ	SCZ_pooled	raw	SCZpooled	1e-5	global_slope	EUR	4116	3447	655	686	-0.0648003758085959	0.0507623349932455	0.202108755966905	0.00899387628103072	0.0170172711088974	0.597176482528044	0.0737942520896266	0.0526878878674729	1.40059233870303	0.161336013259786
CT	SCZ	SCZ_pooled	raw	SCZpooled	5e-8	global_slope	EUR	4116	3447	655	686	-0.0527612483263791	0.04974906889979	0.289193590669201	0.0142867438169144	0.017161496888857	0.405191944122894	0.0670479921432935	0.0517311544444309	1.29608536409749	0.194946076767323
CT	SCZ	SCZ_pooled	raw	SCZpooled	0p001	global_slope	full	8082	6789	1250	1339	-0.0535944908141271	0.0363672354855306	0.140758295407669	0.00226511764395398	0.0116024216106319	0.845220515312941	0.0558596084580811	0.0381236134042588	1.46522334768616	0.142859991619387
CT	SCZ	SCZ_pooled	raw	SCZpooled	0p01	global_slope	full	8082	6789	1250	1339	-0.0506378090249855	0.0416701909687937	0.224467590985866	-0.0174871883070884	0.0129193035704248	0.175919402696974	0.0331506207178971	0.0435719060675769	0.76082558028292	0.446761253385004
CT	SCZ	SCZ_pooled	raw	SCZpooled	0p05	global_slope	full	8082	6789	1250	1339	-0.033174601766304	0.044351803381309	0.454577606874744	-0.0384418155060545	0.0137955689762999	0.00534258304242031	-0.00526721373975047	0.0463458022387416	-0.113650287303636	0.909515022065069
CT	SCZ	SCZ_pooled	raw	SCZpooled	0p1	global_slope	full	8082	6789	1250	1339	-0.0269293558001669	0.0468648694550568	0.565631095191591	-0.0349133930677073	0.0141464836120979	0.0136122371761235	-0.00798403726754033	0.0488437823050258	-0.163460667678858	0.870155739228474
CT	SCZ	SCZ_pooled	raw	SCZpooled	0p5	global_slope	full	8082	6789	1250	1339	0.00167937119167135	0.0496177190527032	0.973004016649529	-0.0447096316153596	0.0149102382483334	0.00272236260957382	-0.0463890028070309	0.0516630616062149	-0.897914319530968	0.369231229896264
CT	SCZ	SCZ_pooled	raw	SCZpooled	1	global_slope	full	8082	6789	1250	1339	0.00350374888793564	0.0500531878805068	0.944201996732406	-0.0436164007532504	0.0149629830795135	0.00356924879493161	-0.0471201496411861	0.052091045476359	-0.904572930151134	0.365691681624947
CT	SCZ	SCZ_pooled	raw	SCZpooled	1e-5	global_slope	full	8082	6789	1250	1339	-0.0413853606842295	0.0356266889294526	0.245554782664946	0.0135979338202958	0.011507290175763	0.237375511981338	0.0549832945045254	0.0373769512819185	1.47104813578319	0.141278099581012
CT	SCZ	SCZ_pooled	raw	SCZpooled	5e-8	global_slope	full	8082	6789	1250	1339	-0.0428400863742155	0.0348949672180704	0.219744670998075	0.0165133402116059	0.0115197911933439	0.151769671648459	0.0593534265858214	0.0366832402676184	1.61799846885977	0.105662927640155
CT	SCZ	SCZ_pooled	raw	SCZpooled	0p001	slope_PC1	EUR	4116	3447	655	686	0.0728522338120906	0.0552266801414685	0.187498178545468	0.0118049473496884	0.0170439254283477	0.488597702224978	-0.0610472864624022	0.0572463097179513	-1.06639688677188	0.286244268425352
CT	SCZ	SCZ_pooled	raw	SCZpooled	0p01	slope_PC1	EUR	4116	3447	655	686	0.036264821356018	0.0567256535723946	0.522811215980592	0.0176947841996126	0.0166351142281881	0.287540923979223	-0.0185700371564054	0.0587713588871476	-0.315970865878113	0.752024621788857
CT	SCZ	SCZ_pooled	raw	SCZpooled	0p05	slope_PC1	EUR	4116	3447	655	686	0.0351757257517091	0.0562228416837737	0.531727178209223	0.0264826241197115	0.0165023610467834	0.108637702580655	-0.00869310163199762	0.058389254314195	-0.148881874483611	0.881646843867953
CT	SCZ	SCZ_pooled	raw	SCZpooled	0p1	slope_PC1	EUR	4116	3447	655	686	0.0292976935005145	0.0583847838500221	0.615946028105869	0.029612311111466	0.0164542317536291	0.0720021329482309	0.000314617610951577	0.060469047308269	0.00520295299755044	0.995848662862627
CT	SCZ	SCZ_pooled	raw	SCZpooled	0p5	slope_PC1	EUR	4116	3447	655	686	0.00427639424060398	0.0586373408498284	0.941880743299943	0.0318262774841618	0.0164141767686702	0.0525922035785432	0.0275498832435579	0.0607615366390644	0.4534099163293	0.650253597234805
CT	SCZ	SCZ_pooled	raw	SCZpooled	1	slope_PC1	EUR	4116	3447	655	686	0.0138932094532167	0.0591798825765962	0.814454351693037	0.032478080485177	0.016402858782967	0.0477831459577964	0.0185848710319603	0.0612866708655796	0.303244910671076	0.761703225527951
CT	SCZ	SCZ_pooled	raw	SCZpooled	1e-5	slope_PC1	EUR	4116	3447	655	686	0.0802042154927383	0.0542708754913637	0.139838741259113	-0.00601239480398678	0.0175866688285567	0.732468630102122	-0.0862166102967251	0.0561946916049995	-1.5342483041415	0.124968578273623
CT	SCZ	SCZ_pooled	raw	SCZpooled	5e-8	slope_PC1	EUR	4116	3447	655	686	0.0861483427771301	0.0531598591769387	0.105504690966873	-0.00642373933489365	0.0177337025147903	0.717200892373671	-0.0925720821120237	0.0551413579785032	-1.6788139702347	0.0931883050576025
CT	SCZ	SCZ_pooled	raw	SCZpooled	0p001	slope_PC1	full	8082	6789	1250	1339	0.0572580308707355	0.0380631942305752	0.132708939332911	0.013717466422987	0.0119686236506967	0.251788364524382	-0.0435405644477485	0.0398501332752718	-1.09260774981565	0.274566058609964
CT	SCZ	SCZ_pooled	raw	SCZpooled	0p01	slope_PC1	full	8082	6789	1250	1339	0.0310678980674313	0.0436304295610406	0.47652803885802	0.025495858874797	0.0133281347240653	0.0557996863030272	-0.00557203919263428	0.0455647410552605	-0.122288398081239	0.902670620026051
CT	SCZ	SCZ_pooled	raw	SCZpooled	0p05	slope_PC1	full	8082	6789	1250	1339	0.039911775181022	0.0464236087322574	0.390069733207397	0.0374316836270826	0.0142349350696606	0.00856928968908405	-0.00248009155393936	0.0484531616223241	-0.0511853400459362	0.959177833480318
CT	SCZ	SCZ_pooled	raw	SCZpooled	0p1	slope_PC1	full	8082	6789	1250	1339	0.0432782193295425	0.04904524901535	0.377688596352354	0.0369115403704461	0.0145963764823737	0.0114678927898591	-0.00636667895909633	0.0510595643976044	-0.124691211807421	0.90076801506166
CT	SCZ	SCZ_pooled	raw	SCZpooled	0p5	slope_PC1	full	8082	6789	1250	1339	0.0316566403451999	0.051932952232933	0.542236904460879	0.0430280510159917	0.0153855504321634	0.00517844424341482	0.0113714106707917	0.0540148961478079	0.210523605186145	0.833259030178896
CT	SCZ	SCZ_pooled	raw	SCZpooled	1	slope_PC1	full	8082	6789	1250	1339	0.0400563641306445	0.0523844055118149	0.444588245875232	0.0416762732779826	0.01544012834908	0.00696797229454664	0.00161990914733812	0.0544589193016881	0.0297455250326259	0.976270004243665
CT	SCZ	SCZ_pooled	raw	SCZpooled	1e-5	slope_PC1	full	8082	6789	1250	1339	0.0378578679491317	0.0372910639076283	0.310167315326785	0.000783077867898873	0.0118733408321934	0.947417583213342	-0.0370747900812329	0.0390725059996127	-0.948871569220575	0.342685936055502
CT	SCZ	SCZ_pooled	raw	SCZpooled	5e-8	slope_PC1	full	8082	6789	1250	1339	0.0399225502022751	0.0365257472117318	0.274562770676833	0.00100565272359458	0.0118865732117899	0.932578763308745	-0.0389168974786806	0.0383460689600627	-1.01488623303766	0.31016006139809
CT	SCZ	SCZ_pooled	raw	SCZpooled	0p001	slope_PC2	EUR	4116	3447	655	686	0.0693349651788184	0.0538314883687375	0.198103468113336	0.00393532983797996	0.0175103608548246	0.82219278145481	-0.0653996353408384	0.0560170917404571	-1.16749430055836	0.243010808643878
CT	SCZ	SCZ_pooled	raw	SCZpooled	0p01	slope_PC2	EUR	4116	3447	655	686	0.00718898611651802	0.0552763726859407	0.896554219675716	0.00575197887228036	0.0170845699797009	0.7363810047822	-0.00143700724423766	0.0574879771446394	-0.0249966569639797	0.980057630133043
CT	SCZ	SCZ_pooled	raw	SCZpooled	0p05	slope_PC2	EUR	4116	3447	655	686	-0.0250708028461959	0.0547690250860065	0.647249429921511	0.0121764548728198	0.0169541318110426	0.472683018227497	0.0372472577190157	0.0571128874535843	0.652169052900479	0.514292121664405
CT	SCZ	SCZ_pooled	raw	SCZpooled	0p1	slope_PC2	EUR	4116	3447	655	686	-0.0245495624464452	0.0568761352294439	0.666122089053207	0.0145994623765636	0.0169052714564657	0.387865813707035	0.0391490248230088	0.0591316964790868	0.662064969450939	0.507929584976661
CT	SCZ	SCZ_pooled	raw	SCZpooled	0p5	slope_PC2	EUR	4116	3447	655	686	-0.0344639913806553	0.0571241229987327	0.546464359860521	0.0207169878386271	0.0168642138115284	0.219359570188939	0.0551809792192824	0.0594226162947881	0.928619146379159	0.35308649580897
CT	SCZ	SCZ_pooled	raw	SCZpooled	1	slope_PC2	EUR	4116	3447	655	686	-0.0323270146577176	0.0576552503899217	0.575158758682401	0.0210731892726151	0.0168520773866791	0.211209762565592	0.0534002039303327	0.0599347470606098	0.890972374945223	0.372943990619185
CT	SCZ	SCZ_pooled	raw	SCZpooled	1e-5	slope_PC2	EUR	4116	3447	655	686	0.0636996952556253	0.0529429765519312	0.229245618435818	0.00764229242953242	0.0180608006114787	0.672217780231767	-0.0560574028260929	0.0550225351360261	-1.01880806995731	0.308294093776746
CT	SCZ	SCZ_pooled	raw	SCZpooled	5e-8	slope_PC2	EUR	4116	3447	655	686	0.0631429525191707	0.0518806996964527	0.223913549102506	0.0113190477436473	0.0182148987653674	0.534366813283241	-0.0518239047755235	0.0540214547009239	-0.959320793237305	0.337397163453607
CT	SCZ	SCZ_pooled	raw	SCZpooled	0p001	slope_PC2	full	8082	6789	1250	1339	0.0394943778870216	0.0376616638778502	0.294489431687976	0.0120849629676954	0.0122413712621667	0.32356943311171	-0.0274094149193262	0.0395479239076141	-0.693068363926156	0.488266650050613
CT	SCZ	SCZ_pooled	raw	SCZpooled	0p01	slope_PC2	full	8082	6789	1250	1339	0.00933181567619032	0.043151412743634	0.828814243226303	0.0162287829199842	0.0136304162203577	0.233840890202625	0.00689696724379385	0.0451938442387548	0.152608554549107	0.878706978472545
CT	SCZ	SCZ_pooled	raw	SCZpooled	0p05	slope_PC2	full	8082	6789	1250	1339	0.0141677109542617	0.045914858827861	0.757692192719053	0.0197539344770991	0.0145607188018908	0.174934983157391	0.00558622352283744	0.0480586955536694	0.116237518694178	0.907464302652601
CT	SCZ	SCZ_pooled	raw	SCZpooled	0p1	slope_PC2	full	8082	6789	1250	1339	0.0313722746045411	0.048510280764848	0.517908569744498	0.0219026328206916	0.0149282601339947	0.142370263849401	-0.00946964178384947	0.0506374493774961	-0.187008664541028	0.851653839472325
CT	SCZ	SCZ_pooled	raw	SCZpooled	0p5	slope_PC2	full	8082	6789	1250	1339	0.0308977800548285	0.051372239990446	0.547625050192072	0.0309216884247736	0.0157348233654427	0.0494349644483286	2.39083699450776e-05	0.0535705109390564	0.000446297216994562	0.999643906352852
CT	SCZ	SCZ_pooled	raw	SCZpooled	1	slope_PC2	full	8082	6789	1250	1339	0.0337298722572749	0.0518201536437496	0.515201566616426	0.0290770985473758	0.0157905310538006	0.065603040173819	-0.00465277370989909	0.0540105350524224	-0.0861456696435821	0.931350619409199
CT	SCZ	SCZ_pooled	raw	SCZpooled	1e-5	slope_PC2	full	8082	6789	1250	1339	0.0227097928405242	0.0368938031558254	0.538280933555515	0.0107634757111629	0.0121420942876566	0.375402036673686	-0.0119463171293613	0.0387738402864176	-0.308102500064871	0.758004338932112
CT	SCZ	SCZ_pooled	raw	SCZpooled	5e-8	slope_PC2	full	8082	6789	1250	1339	0.0210326208459953	0.0361414757044188	0.560679278122334	0.0142481385641039	0.0121553885179994	0.24117239231424	-0.00678448228189139	0.0380619374025449	-0.178248474588626	0.858527842013008
CT	SCZ	SCZ_pooled	raw	SCZpooled	0p001	slope_PC3	EUR	4116	3447	655	686	-0.0448409797144933	0.0518985275745396	0.387889538439406	-0.0135851032672586	0.0173949093565663	0.43486984965253	0.0312558764472347	0.0541349825901029	0.577369289723371	0.563690015353641
CT	SCZ	SCZ_pooled	raw	SCZpooled	0p01	slope_PC3	EUR	4116	3447	655	686	-0.0219878070822525	0.0532603073518594	0.679859012905226	-0.0138030146227759	0.0169669280377556	0.415975535141366	0.00818479245947659	0.0555224989565049	0.147413978356564	0.88280527292376
CT	SCZ	SCZ_pooled	raw	SCZpooled	0p05	slope_PC3	EUR	4116	3447	655	686	-0.0306660432199387	0.0527541300822354	0.561235732632943	-0.0156885948581286	0.016840492827971	0.351611660707989	0.0149774483618101	0.0551527870645177	0.271562855822489	0.785958163175048
CT	SCZ	SCZ_pooled	raw	SCZpooled	0p1	slope_PC3	EUR	4116	3447	655	686	-0.0223923005123205	0.0547803114758009	0.682844105834413	-0.0225999338473109	0.0167908619951547	0.178405845415295	-0.000207633334990485	0.0570887169459425	-0.00363702927825641	0.997098076889457
CT	SCZ	SCZ_pooled	raw	SCZpooled	0p5	slope_PC3	EUR	4116	3447	655	686	0.0329486309953965	0.0550021135593741	0.54934991864022	-0.0248668978414254	0.0167530425135464	0.13781965114967	-0.0578155288368219	0.0573558014176662	-1.00801536039586	0.313447088223908
CT	SCZ	SCZ_pooled	raw	SCZpooled	1	slope_PC3	EUR	4116	3447	655	686	0.0250883967306458	0.0555175125971044	0.651489209170101	-0.0255022852911314	0.0167403843610589	0.127754996426076	-0.0505906820217772	0.0578514631193525	-0.87449269722711	0.381849995475493
CT	SCZ	SCZ_pooled	raw	SCZpooled	1e-5	slope_PC3	EUR	4116	3447	655	686	-0.0471577315998742	0.0510385557176557	0.355832808152599	0.00981929471733786	0.0179394522494201	0.584169943313679	0.056977026317212	0.0531668098728961	1.07166532002625	0.283870382874324
CT	SCZ	SCZ_pooled	raw	SCZpooled	5e-8	slope_PC3	EUR	4116	3447	655	686	-0.0598860725878375	0.0499843827438515	0.2312959167461	0.0137752714271674	0.0180950759088652	0.446549237567866	0.0736613440150049	0.0521766697442424	1.41176783370949	0.158018332570643
CT	SCZ	SCZ_pooled	raw	SCZpooled	0p001	slope_PC3	full	8082	6789	1250	1339	-0.0226306337621302	0.0371966723465004	0.543009747536426	-0.0163362987855905	0.0120079020549098	0.173730820470897	0.00629433497653966	0.0390349686767758	0.161248623731689	0.871897585949683
CT	SCZ	SCZ_pooled	raw	SCZpooled	0p01	slope_PC3	full	8082	6789	1250	1339	0.00671881429668466	0.0426031742674547	0.87470870164051	-0.0201406967429902	0.0133716525379198	0.132057562584465	-0.0268595110396749	0.0445946721580515	-0.602303139363375	0.546972371511985
CT	SCZ	SCZ_pooled	raw	SCZpooled	0p05	slope_PC3	full	8082	6789	1250	1339	0.0102710254004343	0.0453274969258021	0.820768424444217	-0.0268395481075847	0.0142837463020028	0.0602846442963306	-0.037110573508019	0.0474178843929721	-0.782628199952319	0.43384547659262
CT	SCZ	SCZ_pooled	raw	SCZpooled	0p1	slope_PC3	full	8082	6789	1250	1339	0.00871617814981832	0.0478884999502317	0.855599244003435	-0.0324755842996323	0.0146436841491095	0.0266076640223223	-0.0411917624494506	0.0499624889822291	-0.824453770990111	0.409681772856858
CT	SCZ	SCZ_pooled	raw	SCZpooled	0p5	slope_PC3	full	8082	6789	1250	1339	0.0387785083335092	0.0506858513168389	0.444345138091924	-0.0376762040000579	0.0154367002803103	0.014685210086323	-0.0764547123335671	0.0528307796738248	-1.44716229451081	0.147851474180103
CT	SCZ	SCZ_pooled	raw	SCZpooled	1	slope_PC3	full	8082	6789	1250	1339	0.026932603075701	0.0511358452169289	0.598487451224465	-0.0372953388235335	0.0154909068777835	0.0160865046397444	-0.0642279418992344	0.0532726254069423	-1.20564626595002	0.2279539119217
CT	SCZ	SCZ_pooled	raw	SCZpooled	1e-5	slope_PC3	full	8082	6789	1250	1339	-0.0100343552984602	0.036442777869511	0.783088096368781	-0.000169215868709896	0.0119114151386974	0.988665913230857	0.00986513942975035	0.0382750753992982	0.257743174293818	0.796605123242563
CT	SCZ	SCZ_pooled	raw	SCZpooled	5e-8	slope_PC3	full	8082	6789	1250	1339	-0.029747749368517	0.0356895218693568	0.404684942598344	0.00456928899486302	0.0119249526693021	0.701605933935133	0.0343170383633801	0.0375619297430339	0.913612229141244	0.360920638223782
CT	SCZ	SCZ_pooled	zanc	SCZpooled	0p001	baseline_thickness	EUR	4116	3447	655	686	0.033365882799596	0.0402563189275652	0.407468823834688	-0.0139505057958989	0.0179845540390625	0.437982068405471	-0.0473163885954948	0.043326971485902	-1.09207698975431	0.27479926241721
CT	SCZ	SCZ_pooled	zanc	SCZpooled	0p01	baseline_thickness	EUR	4116	3447	655	686	0.00151453393282494	0.0412618474512495	0.970730045293474	-0.0116315592925179	0.0175260077048632	0.506942412298053	-0.0131460932253428	0.0443518325002575	-0.296404736495758	0.766921008565477
CT	SCZ	SCZ_pooled	zanc	SCZpooled	0p05	baseline_thickness	EUR	4116	3447	655	686	0.0379987547553429	0.0407855417992985	0.351823003000094	-0.00345177752575226	0.0174122606425785	0.842870138540193	-0.0414505322810952	0.0440631959669431	-0.940706441543461	0.346855317041379
CT	SCZ	SCZ_pooled	zanc	SCZpooled	0p1	baseline_thickness	EUR	4116	3447	655	686	0.0337994492230524	0.0423630441556997	0.425223052246835	-0.0027686977347742	0.0173663202953176	0.87334000958921	-0.0365681469578266	0.04552232783847	-0.803301340115644	0.421800583566618
CT	SCZ	SCZ_pooled	zanc	SCZpooled	0p5	baseline_thickness	EUR	4116	3447	655	686	0.0290496373943928	0.0425461665763284	0.494970440673099	0.015132187696039	0.0173342744628685	0.382743369178489	-0.0139174496983537	0.0457646520132998	-0.304109155999026	0.761044731519932
CT	SCZ	SCZ_pooled	zanc	SCZpooled	1	baseline_thickness	EUR	4116	3447	655	686	0.0343782974304447	0.0429315267632015	0.423534237143479	0.0161114224113108	0.0173184367989171	0.35227799095456	-0.0182668750191339	0.0461235532658835	-0.396042232779266	0.692073872779387
CT	SCZ	SCZ_pooled	zanc	SCZpooled	1e-5	baseline_thickness	EUR	4116	3447	655	686	0.0280084697901489	0.0397038017043111	0.480760163145132	-0.0116564992017272	0.0185129474114976	0.528970345065314	-0.0396649689918761	0.0426233183132337	-0.930593172037498	0.352064047801958
CT	SCZ	SCZ_pooled	zanc	SCZpooled	5e-8	baseline_thickness	EUR	4116	3447	655	686	0.0140035744637859	0.0389262378484921	0.719138729797222	-0.0208171637409919	0.0186802691223679	0.26518592432403	-0.0348207382047778	0.0419276892179196	-0.830495046454783	0.406258947360016
CT	SCZ	SCZ_pooled	zanc	SCZpooled	0p001	baseline_thickness	full	8082	6789	1250	1339	-0.00831353038358117	0.0290856995146321	0.775052544371705	-0.00137739259849106	0.0119612342325056	0.908325902273681	0.00693613778509011	0.0314033441991254	0.220872584177939	0.825191644896561
CT	SCZ	SCZ_pooled	zanc	SCZpooled	0p01	baseline_thickness	full	8082	6789	1250	1339	-0.0105987251414934	0.0299410585129314	0.723403817888446	0.00229572448827206	0.0118946749483691	0.846961287224043	0.0128944496297654	0.0321978773967657	0.400475145329322	0.688806586372945
CT	SCZ	SCZ_pooled	zanc	SCZpooled	0p05	baseline_thickness	full	8082	6789	1250	1339	0.0136268992982411	0.0304511978612831	0.65458542333386	0.0101506688993242	0.0119081796062035	0.394015752746257	-0.00347623039891694	0.0326815708939818	-0.106366686295275	0.915291423582645
CT	SCZ	SCZ_pooled	zanc	SCZpooled	0p1	baseline_thickness	full	8082	6789	1250	1339	0.0222669950466018	0.0314876000078349	0.47958341112004	0.00844461465779052	0.0119206880953951	0.478721208830423	-0.0138223803888113	0.0336536119040721	-0.410725019002752	0.681274179281025
CT	SCZ	SCZ_pooled	zanc	SCZpooled	0p5	baseline_thickness	full	8082	6789	1250	1339	0.0140663339022062	0.0321058810846583	0.661366292662018	0.0141974954906551	0.0119696082747505	0.235612993924584	0.00013116158844882	0.0342475444166843	0.00382981001069737	0.996944261191638
CT	SCZ	SCZ_pooled	zanc	SCZpooled	1	baseline_thickness	full	8082	6789	1250	1339	0.0121611915495581	0.032339933398886	0.706943726797187	0.0155702073643738	0.011972517453032	0.193475259587439	0.00340901581481575	0.0344672780282165	0.0989058611482163	0.921213015204135
CT	SCZ	SCZ_pooled	zanc	SCZpooled	1e-5	baseline_thickness	full	8082	6789	1250	1339	0.00558608446288922	0.0287370839896566	0.845902522820271	-0.0058349571141725	0.0119921827517525	0.626583459868157	-0.0114210415770617	0.0310698728735091	-0.367592156670829	0.713177364045577
CT	SCZ	SCZ_pooled	zanc	SCZpooled	5e-8	baseline_thickness	full	8082	6789	1250	1339	-0.00318687029901733	0.0282722739328177	0.910268504394886	-0.0025978646913601	0.0120285813341454	0.829014249368303	0.000589005607657232	0.0306479498225085	0.0192184342205055	0.984666851936938
CT	SCZ	SCZ_pooled	zanc	SCZpooled	0p001	global_slope	EUR	4116	3447	655	686	-0.0868712034408678	0.0516036829043458	0.0926610778482993	-0.0036808903020845	0.0164961920955109	0.823443320099813	0.0831903131387833	0.0536275887880999	1.55125962249572	0.120839478956852
CT	SCZ	SCZ_pooled	zanc	SCZpooled	0p01	global_slope	EUR	4116	3447	655	686	-0.114271844810452	0.0528966889307959	0.0310336695884406	-0.0195471581446408	0.0160926457319879	0.224577609550249	0.0947246866658109	0.0549479759480254	1.72389765103286	0.0847263214632767
