disorder	threshold	phenotype	stratum	n	n_families	n_multi_families	n_pairs	beta_within	se_within	p_within	beta_between	se_between	p_between	beta_diff	se_diff	z_diff	p_diff
MDDeur	prscs	baseline_thickness	EUR	4116	3447	655	686	-0.0253188962583884	0.0428430813336283	0.554732721791614	-0.0253901119953501	0.0171897078337085	0.1397519559049	-7.12157369617272e-05	0.0461415518509664	-0.00154341876475565	0.99876853048567
MDDeur	prscs	baseline_thickness	full	8082	6789	1250	1339	-0.0295377123763111	0.0547556524756484	0.589666945214926	-0.0440805167948106	0.021330145497893	0.0388102527463199	-0.0145428044184995	0.0582612144309183	-0.249613822172266	0.802886008350269
MDDeur	prscs	global_slope	EUR	4116	3447	655	686	-0.041026814397617	0.055262030068497	0.458052290268716	-0.00914567467582767	0.0157712869925258	0.562024233418606	0.0318811397217893	0.0574525225080433	0.554912792859983	0.578954311184818
MDDeur	prscs	global_slope	full	8082	6789	1250	1339	-0.073129244999908	0.0676176835363018	0.279632639390739	-0.0248835880301673	0.0202137466999401	0.218356877032835	0.0482456569697407	0.0701994801978724	0.687265159709871	0.491915649655101
MDDeur	prscs	slope_PC1	EUR	4116	3447	655	686	0.017323395389332	0.0591529342626583	0.769708723604345	-0.00169422885341787	0.0163002629762822	0.917224207881164	-0.0190176242427499	0.0613416474933393	-0.310027934036413	0.756539713934262
MDDeur	prscs	slope_PC1	full	8082	6789	1250	1339	0.0894876893579754	0.0707470166864444	0.206096283601268	0.0296813832904407	0.0208598855054575	0.154813603917847	-0.0598063060675347	0.0733762592332169	-0.815063437309446	0.415035999019745
MDDeur	prscs	slope_PC2	EUR	4116	3447	655	686	0.000473229701691957	0.0576101875114377	0.993447986732903	0.0142365603088211	0.0167382471867062	0.395083843629282	0.0137633306071291	0.0599753697370868	0.229483047248616	0.818493495422383
MDDeur	prscs	slope_PC2	full	8082	6789	1250	1339	0.0567713245350377	0.0700078115256271	0.417525326550867	0.0416842478544978	0.0213172521233322	0.050573716653692	-0.0150870766805399	0.0727791834554241	-0.207299339786911	0.835776089722746
MDDeur	prscs	slope_PC3	EUR	4116	3447	655	686	-0.00919484550209363	0.0555070692600429	0.86848213674065	-0.00443499198586645	0.0166268593330702	0.789688614437808	0.00475985351622718	0.0579264154399134	0.0821706898325952	0.934510980730207
MDDeur	prscs	slope_PC3	full	8082	6789	1250	1339	-0.0155364441823552	0.0691339568425557	0.822219768716991	-0.0271112323844817	0.0209185183717621	0.195006058091128	-0.0115747882021265	0.0718370225838862	-0.161125667320222	0.8719944247664
