set	gene
MDD_pool_not_hc	RMND5A
MDD_pool_not_hc	RN7SKP100
MDD_pool_not_hc	RN7SKP135
MDD_pool_not_hc	RN7SKP157
MDD_pool_not_hc	RN7SKP158
MDD_pool_not_hc	RN7SKP164
MDD_pool_not_hc	RN7SKP165
MDD_pool_not_hc	RN7SKP171
MDD_pool_not_hc	RN7SKP174
MDD_pool_not_hc	RN7SKP182
MDD_pool_not_hc	RN7SKP186
MDD_pool_not_hc	RN7SKP19
MDD_pool_not_hc	RN7SKP219
MDD_pool_not_hc	RN7SKP231
MDD_pool_not_hc	RN7SKP243
MDD_pool_not_hc	RN7SKP246
MDD_pool_not_hc	RN7SKP247
MDD_pool_not_hc	RN7SKP252
MDD_pool_not_hc	RN7SKP253
MDD_pool_not_hc	RN7SKP30
MDD_pool_not_hc	RN7SKP33
MDD_pool_not_hc	RN7SKP37
MDD_pool_not_hc	RN7SKP46
MDD_pool_not_hc	RN7SKP65
MDD_pool_not_hc	RN7SKP79
MDD_pool_not_hc	RN7SKP90
MDD_pool_not_hc	RN7SL117P
MDD_pool_not_hc	RN7SL131P
MDD_pool_not_hc	RN7SL134P
MDD_pool_not_hc	RN7SL148P
MDD_pool_not_hc	RN7SL164P
MDD_pool_not_hc	RN7SL168P
MDD_pool_not_hc	RN7SL177P
MDD_pool_not_hc	RN7SL182P
MDD_pool_not_hc	RN7SL18P
MDD_pool_not_hc	RN7SL217P
MDD_pool_not_hc	RN7SL232P
MDD_pool_not_hc	RN7SL23P
MDD_pool_not_hc	RN7SL240P
MDD_pool_not_hc	RN7SL26P
MDD_pool_not_hc	RN7SL278P
MDD_pool_not_hc	RN7SL280P
MDD_pool_not_hc	RN7SL326P
MDD_pool_not_hc	RN7SL335P
MDD_pool_not_hc	RN7SL339P
MDD_pool_not_hc	RN7SL353P
MDD_pool_not_hc	RN7SL359P
MDD_pool_not_hc	RN7SL363P
MDD_pool_not_hc	RN7SL376P
MDD_pool_not_hc	RN7SL423P
MDD_pool_not_hc	RN7SL441P
MDD_pool_not_hc	RN7SL447P
MDD_pool_not_hc	RN7SL456P
MDD_pool_not_hc	RN7SL461P
MDD_pool_not_hc	RN7SL463P
MDD_pool_not_hc	RN7SL471P
MDD_pool_not_hc	RN7SL487P
MDD_pool_not_hc	RN7SL504P
MDD_pool_not_hc	RN7SL513P
MDD_pool_not_hc	RN7SL517P
MDD_pool_not_hc	RN7SL580P
MDD_pool_not_hc	RN7SL586P
MDD_pool_not_hc	RN7SL596P
MDD_pool_not_hc	RN7SL615P
MDD_pool_not_hc	RN7SL618P
MDD_pool_not_hc	RN7SL652P
MDD_pool_not_hc	RN7SL666P
MDD_pool_not_hc	RN7SL674P
MDD_pool_not_hc	RN7SL689P
MDD_pool_not_hc	RN7SL68P
MDD_pool_not_hc	RN7SL714P
MDD_pool_not_hc	RN7SL720P
MDD_pool_not_hc	RN7SL728P
MDD_pool_not_hc	RN7SL744P
MDD_pool_not_hc	RN7SL767P
MDD_pool_not_hc	RN7SL782P
MDD_pool_not_hc	RN7SL831P
MDD_pool_not_hc	RN7SL8P
MDD_pool_not_hc	RNA5SP105
MDD_pool_not_hc	RNA5SP108
MDD_pool_not_hc	RNA5SP130
MDD_pool_not_hc	RNA5SP159
MDD_pool_not_hc	RNA5SP182
MDD_pool_not_hc	RNA5SP187
MDD_pool_not_hc	RNA5SP194
MDD_pool_not_hc	RNA5SP199
MDD_pool_not_hc	RNA5SP202
MDD_pool_not_hc	RNA5SP209
MDD_pool_not_hc	RNA5SP232
MDD_pool_not_hc	RNA5SP233
MDD_pool_not_hc	RNA5SP235
MDD_pool_not_hc	RNA5SP238
MDD_pool_not_hc	RNA5SP274
MDD_pool_not_hc	RNA5SP33
MDD_pool_not_hc	RNA5SP340
MDD_pool_not_hc	RNA5SP358
MDD_pool_not_hc	RNA5SP359
MDD_pool_not_hc	RNA5SP375
MDD_pool_not_hc	RNA5SP376
MDD_pool_not_hc	RNA5SP43
MDD_pool_not_hc	RNA5SP459
MDD_pool_not_hc	RNA5SP482
MDD_pool_not_hc	RNA5SP50
MDD_pool_not_hc	RNA5SP52
MDD_pool_not_hc	RNA5SP67
MDD_pool_not_hc	RNA5SP87
MDD_pool_not_hc	RNF10
MDD_pool_not_hc	RNF103-CHMP3
MDD_pool_not_hc	RNF123
MDD_pool_not_hc	RNF34
MDD_pool_not_hc	RNF39
MDD_pool_not_hc	RNF8
MDD_pool_not_hc	RNFT1
MDD_pool_not_hc	RNU1-132P
MDD_pool_not_hc	RNU1-34P
MDD_pool_not_hc	RNU2-12P
MDD_pool_not_hc	RNU2-13P
MDD_pool_not_hc	RNU2-45P
MDD_pool_not_hc	RNU2-52P
MDD_pool_not_hc	RNU2-54P
MDD_pool_not_hc	RNU2-62P
MDD_pool_not_hc	RNU4-14P
MDD_pool_not_hc	RNU4-32P
MDD_pool_not_hc	RNU4-68P
MDD_pool_not_hc	RNU4-69P
MDD_pool_not_hc	RNU4-74P
MDD_pool_not_hc	RNU4-84P
MDD_pool_not_hc	RNU4-88P
MDD_pool_not_hc	RNU5E-10P
MDD_pool_not_hc	RNU6-1001P
MDD_pool_not_hc	RNU6-1005P
MDD_pool_not_hc	RNU6-1026P
MDD_pool_not_hc	RNU6-1029P
MDD_pool_not_hc	RNU6-1048P
MDD_pool_not_hc	RNU6-107P
MDD_pool_not_hc	RNU6-1082P
MDD_pool_not_hc	RNU6-1083P
MDD_pool_not_hc	RNU6-1103P
MDD_pool_not_hc	RNU6-1107P
MDD_pool_not_hc	RNU6-1133P
MDD_pool_not_hc	RNU6-1141P
MDD_pool_not_hc	RNU6-1204P
MDD_pool_not_hc	RNU6-1231P
MDD_pool_not_hc	RNU6-1246P
MDD_pool_not_hc	RNU6-1259P
MDD_pool_not_hc	RNU6-1296P
MDD_pool_not_hc	RNU6-1306P
MDD_pool_not_hc	RNU6-1316P
MDD_pool_not_hc	RNU6-1322P
MDD_pool_not_hc	RNU6-1338P
MDD_pool_not_hc	RNU6-155P
MDD_pool_not_hc	RNU6-16P
MDD_pool_not_hc	RNU6-182P
MDD_pool_not_hc	RNU6-196P
MDD_pool_not_hc	RNU6-204P
MDD_pool_not_hc	RNU6-209P
MDD_pool_not_hc	RNU6-253P
MDD_pool_not_hc	RNU6-259P
MDD_pool_not_hc	RNU6-283P
MDD_pool_not_hc	RNU6-285P
MDD_pool_not_hc	RNU6-306P
MDD_pool_not_hc	RNU6-334P
MDD_pool_not_hc	RNU6-354P
MDD_pool_not_hc	RNU6-375P
MDD_pool_not_hc	RNU6-379P
MDD_pool_not_hc	RNU6-381P
MDD_pool_not_hc	RNU6-397P
MDD_pool_not_hc	RNU6-408P
MDD_pool_not_hc	RNU6-43P
MDD_pool_not_hc	RNU6-44P
MDD_pool_not_hc	RNU6-45P
MDD_pool_not_hc	RNU6-463P
MDD_pool_not_hc	RNU6-471P
MDD_pool_not_hc	RNU6-480P
MDD_pool_not_hc	RNU6-495P
MDD_pool_not_hc	RNU6-502P
MDD_pool_not_hc	RNU6-510P
MDD_pool_not_hc	RNU6-554P
MDD_pool_not_hc	RNU6-559P
MDD_pool_not_hc	RNU6-572P
MDD_pool_not_hc	RNU6-594P
MDD_pool_not_hc	RNU6-610P
MDD_pool_not_hc	RNU6-61P
MDD_pool_not_hc	RNU6-622P
MDD_pool_not_hc	RNU6-627P
MDD_pool_not_hc	RNU6-636P
MDD_pool_not_hc	RNU6-661P
MDD_pool_not_hc	RNU6-743P
MDD_pool_not_hc	RNU6-829P
MDD_pool_not_hc	RNU6-850P
MDD_pool_not_hc	RNU6-856P
MDD_pool_not_hc	RNU6-85P
MDD_pool_not_hc	RNU6-863P
MDD_pool_not_hc	RNU6-877P
MDD_pool_not_hc	RNU6-879P
MDD_pool_not_hc	RNU6-899P
MDD_pool_not_hc	RNU6-918P
MDD_pool_not_hc	RNU6-950P
MDD_pool_not_hc	RNU6-991P
MDD_pool_not_hc	RNU6-994P
MDD_pool_not_hc	RNU6ATAC12P
MDD_pool_not_hc	RNU6ATAC16P
MDD_pool_not_hc	RNU7-128P
MDD_pool_not_hc	RNU7-153P
MDD_pool_not_hc	RNU7-160P
MDD_pool_not_hc	RNU7-165P
MDD_pool_not_hc	RNU7-176P
MDD_pool_not_hc	RNU7-187P
MDD_pool_not_hc	RNU7-26P
MDD_pool_not_hc	RNY1P15
MDD_pool_not_hc	RNY1P5
MDD_pool_not_hc	RNY3P3
MDD_pool_not_hc	RNY4P10
MDD_pool_not_hc	RNY4P29
MDD_pool_not_hc	RNY5P5
MDD_pool_not_hc	ROS1
MDD_pool_not_hc	RP1-105O18.1
MDD_pool_not_hc	RP1-121G13.3
MDD_pool_not_hc	RP1-134E15.3
MDD_pool_not_hc	RP1-134O19.3
MDD_pool_not_hc	RP1-153G14.4
MDD_pool_not_hc	RP1-155D22.1
MDD_pool_not_hc	RP1-166H1.2
MDD_pool_not_hc	RP1-167F1.2
MDD_pool_not_hc	RP1-17K7.1
MDD_pool_not_hc	RP1-17K7.3
MDD_pool_not_hc	RP1-18D14.7
MDD_pool_not_hc	RP1-199J3.5
MDD_pool_not_hc	RP1-230L10.1
MDD_pool_not_hc	RP1-239B22.5
MDD_pool_not_hc	RP1-265C24.8
MDD_pool_not_hc	RP1-267L14.3
MDD_pool_not_hc	RP1-273G13.2
MDD_pool_not_hc	RP1-278E11.3
MDD_pool_not_hc	RP1-292L20.2
MDD_pool_not_hc	RP1-296L11.1
MDD_pool_not_hc	RP1-313I6.12
MDD_pool_not_hc	RP1-34H18.1
MDD_pool_not_hc	RP1-65P5.5
MDD_pool_not_hc	RP1-67K17.3
MDD_pool_not_hc	RP1-67K17.4
MDD_pool_not_hc	RP1-7G5.5
MDD_pool_not_hc	RP1-7G5.6
MDD_pool_not_hc	RP1-84O15.2
MDD_pool_not_hc	RP1-85F18.6
MDD_pool_not_hc	RP1-86C11.7
MDD_pool_not_hc	RP1-92C8.3
MDD_pool_not_hc	RP1-95L4.3
MDD_pool_not_hc	RP1-97G4.1
MDD_pool_not_hc	RP11-1029M24.1
MDD_pool_not_hc	RP11-102L12.2
MDD_pool_not_hc	RP11-1085N6.5
MDD_pool_not_hc	RP11-108E14.1
MDD_pool_not_hc	RP11-109I13.2
MDD_pool_not_hc	RP11-109M17.2
MDD_pool_not_hc	RP11-109N23.1
MDD_pool_not_hc	RP11-109N23.5
MDD_pool_not_hc	RP11-109N23.6
MDD_pool_not_hc	RP11-109P14.8
MDD_pool_not_hc	RP11-10N23.2
MDD_pool_not_hc	RP11-10N23.4
MDD_pool_not_hc	RP11-110G21.2
MDD_pool_not_hc	RP11-111A22.1
MDD_pool_not_hc	RP11-113A11.1
MDD_pool_not_hc	RP11-113I24.1
MDD_pool_not_hc	RP11-115M14.1
MDD_pool_not_hc	RP11-116K4.1
MDD_pool_not_hc	RP11-11C20.3
MDD_pool_not_hc	RP11-120M18.2
MDD_pool_not_hc	RP11-121C2.2
MDD_pool_not_hc	RP11-122D10.1
MDD_pool_not_hc	RP11-123N4.4
MDD_pool_not_hc	RP11-127O4.2
MDD_pool_not_hc	RP11-128A17.1
MDD_pool_not_hc	RP11-12M9.3
MDD_pool_not_hc	RP11-131L12.2
MDD_pool_not_hc	RP11-132E11.4
MDD_pool_not_hc	RP11-140L24.3
MDD_pool_not_hc	RP11-141A19.1
MDD_pool_not_hc	RP11-142J21.1
MDD_pool_not_hc	RP11-142J21.2
MDD_pool_not_hc	RP11-147G16.1
MDD_pool_not_hc	RP11-148O7.2
MDD_pool_not_hc	RP11-152K4.2
MDD_pool_not_hc	RP11-154D9.1
MDD_pool_not_hc	RP11-154H12.2
MDD_pool_not_hc	RP11-156P1.2
MDD_pool_not_hc	RP11-156P1.3
MDD_pool_not_hc	RP11-158D2.1
MDD_pool_not_hc	RP11-158D2.2
MDD_pool_not_hc	RP11-159N11.3
MDD_pool_not_hc	RP11-159N11.4
MDD_pool_not_hc	RP11-15M15.1
MDD_pool_not_hc	RP11-15M15.2
MDD_pool_not_hc	RP11-162A12.3
MDD_pool_not_hc	RP11-162P23.2
MDD_pool_not_hc	RP11-164H5.1
MDD_pool_not_hc	RP11-164N3.1
MDD_pool_not_hc	RP11-164N3.2
MDD_pool_not_hc	RP11-165J3.6
MDD_pool_not_hc	RP11-167P20.1
MDD_pool_not_hc	RP11-169K16.8
MDD_pool_not_hc	RP11-172F10.1
MDD_pool_not_hc	RP11-173A8.2
MDD_pool_not_hc	RP11-173P15.3
MDD_pool_not_hc	RP11-173P15.5
MDD_pool_not_hc	RP11-173P15.7
MDD_pool_not_hc	RP11-175G14.2
MDD_pool_not_hc	RP11-17G11.1
MDD_pool_not_hc	RP11-17G12.2
MDD_pool_not_hc	RP11-180C1.1
MDD_pool_not_hc	RP11-181K12.2
MDD_pool_not_hc	RP11-183G22.1
MDD_pool_not_hc	RP11-184D12.1
MDD_pool_not_hc	RP11-185E12.2
MDD_pool_not_hc	RP11-187E13.2
MDD_pool_not_hc	RP11-188D8.1
MDD_pool_not_hc	RP11-189E14.3
MDD_pool_not_hc	RP11-189E14.5
MDD_pool_not_hc	RP11-18A15.1
MDD_pool_not_hc	RP11-18D7.2
MDD_pool_not_hc	RP11-18I14.11
MDD_pool_not_hc	RP11-190P13.2
MDD_pool_not_hc	RP11-195C7.2
MDD_pool_not_hc	RP11-195C7.3
MDD_pool_not_hc	RP11-197N18.2
MDD_pool_not_hc	RP11-1D12.1
MDD_pool_not_hc	RP11-1D12.2
MDD_pool_not_hc	RP11-203P2.2
MDD_pool_not_hc	RP11-208K4.1
MDD_pool_not_hc	RP11-20G6.2
MDD_pool_not_hc	RP11-20G6.3
MDD_pool_not_hc	RP11-20P5.2
MDD_pool_not_hc	RP11-218F10.3
MDD_pool_not_hc	RP11-21A7A.2
MDD_pool_not_hc	RP11-21A7A.3
MDD_pool_not_hc	RP11-21A7A.4
MDD_pool_not_hc	RP11-21C4.4
MDD_pool_not_hc	RP11-21C4.5
MDD_pool_not_hc	RP11-220I1.2
MDD_pool_not_hc	RP11-220I1.4
MDD_pool_not_hc	RP11-220I1.5
MDD_pool_not_hc	RP11-223C24.1
MDD_pool_not_hc	RP11-225B17.1
MDD_pool_not_hc	RP11-225B17.2
MDD_pool_not_hc	RP11-228G3.1
MDD_pool_not_hc	RP11-22D3.1
MDD_pool_not_hc	RP11-22D3.2
MDD_pool_not_hc	RP11-22H5.2
MDD_pool_not_hc	RP11-22P4.1
MDD_pool_not_hc	RP11-22P4.2
MDD_pool_not_hc	RP11-239L20.6
MDD_pool_not_hc	RP11-23D5.1
MDD_pool_not_hc	RP11-243M5.1
MDD_pool_not_hc	RP11-245G13.1
MDD_pool_not_hc	RP11-248G5.8
MDD_pool_not_hc	RP11-24C3.2
MDD_pool_not_hc	RP11-24D15.1
MDD_pool_not_hc	RP11-252I13.1
MDD_pool_not_hc	RP11-252I13.2
MDD_pool_not_hc	RP11-256L11.3
MDD_pool_not_hc	RP11-256P1.1
MDD_pool_not_hc	RP11-259P15.4
MDD_pool_not_hc	RP11-259P6.3
MDD_pool_not_hc	RP11-25H11.1
MDD_pool_not_hc	RP11-261N11.8
MDD_pool_not_hc	RP11-266O15.4
MDD_pool_not_hc	RP11-269C4.2
MDD_pool_not_hc	RP11-26O3.1
MDD_pool_not_hc	RP11-272D20.2
MDD_pool_not_hc	RP11-274M17.1
MDD_pool_not_hc	RP11-275I4.1
MDD_pool_not_hc	RP11-276H1.2
MDD_pool_not_hc	RP11-276H1.3
MDD_pool_not_hc	RP11-278H7.3
MDD_pool_not_hc	RP11-278H7.4
MDD_pool_not_hc	RP11-281A20.1
MDD_pool_not_hc	RP11-281A20.2
MDD_pool_not_hc	RP11-282I1.2
MDD_pool_not_hc	RP11-282O18.3
MDD_pool_not_hc	RP11-282O18.7
MDD_pool_not_hc	RP11-284A20.1
MDD_pool_not_hc	RP11-284A20.2
MDD_pool_not_hc	RP11-284A20.3
MDD_pool_not_hc	RP11-284P20.3
MDD_pool_not_hc	RP11-285A18.2
MDD_pool_not_hc	RP11-286N22.10
MDD_pool_not_hc	RP11-286N22.8
MDD_pool_not_hc	RP11-290K4.1
MDD_pool_not_hc	RP11-290K4.2
MDD_pool_not_hc	RP11-293N14.1
MDD_pool_not_hc	RP11-295B17.6
MDD_pool_not_hc	RP11-295D22.1
MDD_pool_not_hc	RP11-297B17.3
MDD_pool_not_hc	RP11-2P2.1
MDD_pool_not_hc	RP11-300A12.2
MDD_pool_not_hc	RP11-300M24.1
MDD_pool_not_hc	RP11-307P5.1
MDD_pool_not_hc	RP11-309H21.3
MDD_pool_not_hc	RP11-309H21.4
MDD_pool_not_hc	RP11-30B1.1
MDD_pool_not_hc	RP11-310J24.3
MDD_pool_not_hc	RP11-311B14.1
MDD_pool_not_hc	RP11-313I2.10
MDD_pool_not_hc	RP11-313I2.13
MDD_pool_not_hc	RP11-313I2.6
MDD_pool_not_hc	RP11-313I2.8
MDD_pool_not_hc	RP11-315I14.2
MDD_pool_not_hc	RP11-316A16.1
MDD_pool_not_hc	RP11-316E14.2
MDD_pool_not_hc	RP11-316P17.2
MDD_pool_not_hc	RP11-317G6.1
MDD_pool_not_hc	RP11-318E3.9
MDD_pool_not_hc	RP11-321L2.1
MDD_pool_not_hc	RP11-323I1.1
MDD_pool_not_hc	RP11-324C10.1
MDD_pool_not_hc	RP11-324E6.6
MDD_pool_not_hc	RP11-332J15.1
MDD_pool_not_hc	RP11-332M4.1
MDD_pool_not_hc	RP11-332P22.2
MDD_pool_not_hc	RP11-333E13.2
MDD_pool_not_hc	RP11-334G22.1
MDD_pool_not_hc	RP11-335M9.1
MDD_pool_not_hc	RP11-339D23.1
MDD_pool_not_hc	RP11-340A13.3
MDD_pool_not_hc	RP11-347I19.8
MDD_pool_not_hc	RP11-347L18.1
MDD_pool_not_hc	RP11-348P10.2
MDD_pool_not_hc	RP11-349P19.1
MDD_pool_not_hc	RP11-350J20.5
MDD_pool_not_hc	RP11-350N15.4
MDD_pool_not_hc	RP11-350N15.5
MDD_pool_not_hc	RP11-350N15.6
MDD_pool_not_hc	RP11-353H3.1
MDD_pool_not_hc	RP11-353N14.1
MDD_pool_not_hc	RP11-353N14.3
MDD_pool_not_hc	RP11-355O1.11
MDD_pool_not_hc	RP11-355O1.7
MDD_pool_not_hc	RP11-357F12.1
MDD_pool_not_hc	RP11-357J22.1
MDD_pool_not_hc	RP11-360K13.1
MDD_pool_not_hc	RP11-365N19.2
MDD_pool_not_hc	RP11-367B6.2
MDD_pool_not_hc	RP11-370B11.3
MDD_pool_not_hc	RP11-370K11.1
MDD_pool_not_hc	RP11-373N24.2
MDD_pool_not_hc	RP11-374P20.4
MDD_pool_not_hc	RP11-375N15.1
MDD_pool_not_hc	RP11-375N9.2
MDD_pool_not_hc	RP11-379I19.1
MDD_pool_not_hc	RP11-379I19.2
MDD_pool_not_hc	RP11-379I19.3
MDD_pool_not_hc	RP11-381E24.1
MDD_pool_not_hc	RP11-382N13.4
MDD_pool_not_hc	RP11-384B12.2
MDD_pool_not_hc	RP11-384B12.3
MDD_pool_not_hc	RP11-384F7.1
MDD_pool_not_hc	RP11-384F7.2
MDD_pool_not_hc	RP11-384K6.6
MDD_pool_not_hc	RP11-386D6.1
MDD_pool_not_hc	RP11-388N2.1
MDD_pool_not_hc	RP11-389J22.1
MDD_pool_not_hc	RP11-390K5.1
MDD_pool_not_hc	RP11-390K5.3
MDD_pool_not_hc	RP11-390K5.6
MDD_pool_not_hc	RP11-394O4.3
MDD_pool_not_hc	RP11-396O20.2
MDD_pool_not_hc	RP11-397A16.1
MDD_pool_not_hc	RP11-397A16.3
MDD_pool_not_hc	RP11-3B7.1
MDD_pool_not_hc	RP11-3B7.7
MDD_pool_not_hc	RP11-3G21.1
MDD_pool_not_hc	RP11-403A21.3
MDD_pool_not_hc	RP11-403N16.2
MDD_pool_not_hc	RP11-404K5.2
MDD_pool_not_hc	RP11-404K5.3
MDD_pool_not_hc	RP11-404K5.4
MDD_pool_not_hc	RP11-405L18.4
MDD_pool_not_hc	RP11-406D1.2
MDD_pool_not_hc	RP11-408A13.3
MDD_pool_not_hc	RP11-408A13.4
MDD_pool_not_hc	RP11-40G16.1
MDD_pool_not_hc	RP11-410N8.3
MDD_pool_not_hc	RP11-413H22.2
MDD_pool_not_hc	RP11-415D17.4
MDD_pool_not_hc	RP11-417B4.2
MDD_pool_not_hc	RP11-417B4.3
MDD_pool_not_hc	RP11-421B23.2
MDD_pool_not_hc	RP11-424N24.2
MDD_pool_not_hc	RP11-425L10.1
MDD_pool_not_hc	RP11-431D12.1
MDD_pool_not_hc	RP11-431J17.1
MDD_pool_not_hc	RP11-431M3.2
MDD_pool_not_hc	RP11-434H14.1
MDD_pool_not_hc	RP11-435O5.4
MDD_pool_not_hc	RP11-435O5.5
MDD_pool_not_hc	RP11-435O5.6
MDD_pool_not_hc	RP11-435O5.7
MDD_pool_not_hc	RP11-436D23.1
MDD_pool_not_hc	RP11-436H11.1
MDD_pool_not_hc	RP11-437F6.1
MDD_pool_not_hc	RP11-437L7.1
MDD_pool_not_hc	RP11-438B23.2
MDD_pool_not_hc	RP11-438D14.2
MDD_pool_not_hc	RP11-440G9.1
MDD_pool_not_hc	RP11-441F2.2
MDD_pool_not_hc	RP11-441F2.5
MDD_pool_not_hc	RP11-444A22.1
MDD_pool_not_hc	RP11-447M12.2
MDD_pool_not_hc	RP11-448G4.2
MDD_pool_not_hc	RP11-448G4.4
MDD_pool_not_hc	RP11-452K12.4
MDD_pool_not_hc	RP11-456I15.2
MDD_pool_not_hc	RP11-456O19.5
MDD_pool_not_hc	RP11-457M11.5
MDD_pool_not_hc	RP11-457M11.6
MDD_pool_not_hc	RP11-457P14.5
MDD_pool_not_hc	RP11-457P14.6
MDD_pool_not_hc	RP11-458K10.1
MDD_pool_not_hc	RP11-458K10.2
MDD_pool_not_hc	RP11-461L18.1
MDD_pool_not_hc	RP11-461O14.3
MDD_pool_not_hc	RP11-468I15.1
MDD_pool_not_hc	RP11-469L4.1
MDD_pool_not_hc	RP11-469N6.3
MDD_pool_not_hc	RP11-473E2.4
MDD_pool_not_hc	RP11-474L11.5
MDD_pool_not_hc	RP11-484O2.1
MDD_pool_not_hc	RP11-48L13.1
MDD_pool_not_hc	RP11-492I2.1
MDD_pool_not_hc	RP11-498D10.5
MDD_pool_not_hc	RP11-500B12.1
MDD_pool_not_hc	RP11-500M10.1
MDD_pool_not_hc	RP11-503I22.2
MDD_pool_not_hc	RP11-506N2.1
MDD_pool_not_hc	RP11-508N12.2
MDD_pool_not_hc	RP11-509E10.1
MDD_pool_not_hc	RP11-510D21.1
MDD_pool_not_hc	RP11-510D21.2
MDD_pool_not_hc	RP11-511I11.2
MDD_pool_not_hc	RP11-513D5.5
MDD_pool_not_hc	RP11-515C16.7
MDD_pool_not_hc	RP11-522B15.1
MDD_pool_not_hc	RP11-522B15.3
MDD_pool_not_hc	RP11-522B15.4
MDD_pool_not_hc	RP11-522B15.5
MDD_pool_not_hc	RP11-522B15.7
MDD_pool_not_hc	RP11-524K14.1
MDD_pool_not_hc	RP11-526P5.2
MDD_pool_not_hc	RP11-527J8.1
MDD_pool_not_hc	RP11-528I4.2
MDD_pool_not_hc	RP11-529A4.9
MDD_pool_not_hc	RP11-52L5.6
MDD_pool_not_hc	RP11-531A24.3
MDD_pool_not_hc	RP11-531H8.2
MDD_pool_not_hc	RP11-536P6.3
MDD_pool_not_hc	RP11-538P18.1
MDD_pool_not_hc	RP11-539I5.1
MDD_pool_not_hc	RP11-542K23.7
MDD_pool_not_hc	RP11-543G18.1
MDD_pool_not_hc	RP11-544I20.2
MDD_pool_not_hc	RP11-546B8.1
MDD_pool_not_hc	RP11-549J18.1
MDD_pool_not_hc	RP11-552E10.1
MDD_pool_not_hc	RP11-554F20.1
MDD_pool_not_hc	RP11-554L12.2
MDD_pool_not_hc	RP11-554L12.3
MDD_pool_not_hc	RP11-56H16.1
MDD_pool_not_hc	RP11-570K4.1
MDD_pool_not_hc	RP11-571M6.15
MDD_pool_not_hc	RP11-571M6.17
MDD_pool_not_hc	RP11-571M6.18
MDD_pool_not_hc	RP11-571M6.7
MDD_pool_not_hc	RP11-572H4.1
MDD_pool_not_hc	RP11-572O6.1
MDD_pool_not_hc	RP11-573J24.1
MDD_pool_not_hc	RP11-574H6.1
MDD_pool_not_hc	RP11-574K11.31
MDD_pool_not_hc	RP11-574K11.8
MDD_pool_not_hc	RP11-574M7.1
MDD_pool_not_hc	RP11-575I8.1
MDD_pool_not_hc	RP11-579E24.2
MDD_pool_not_hc	RP11-587D21.4
MDD_pool_not_hc	RP11-587H10.1
MDD_pool_not_hc	RP11-58A17.2
MDD_pool_not_hc	RP11-58A17.3
MDD_pool_not_hc	RP11-599B13.3
MDD_pool_not_hc	RP11-599B13.6
MDD_pool_not_hc	RP11-599B13.7
MDD_pool_not_hc	RP11-599B13.8
MDD_pool_not_hc	RP11-613M10.6
MDD_pool_not_hc	RP11-613M10.8
MDD_pool_not_hc	RP11-613M10.9
MDD_pool_not_hc	RP11-618K13.2
MDD_pool_not_hc	RP11-61K20.1
MDD_pool_not_hc	RP11-61L14.6
MDD_pool_not_hc	RP11-620J15.1
MDD_pool_not_hc	RP11-620J15.2
MDD_pool_not_hc	RP11-629G13.1
MDD_pool_not_hc	RP11-631F7.2
MDD_pool_not_hc	RP11-631M6.2
MDD_pool_not_hc	RP11-631M6.3
MDD_pool_not_hc	RP11-63D14.1
MDD_pool_not_hc	RP11-643G5.6
MDD_pool_not_hc	RP11-64D24.2
MDD_pool_not_hc	RP11-64K12.1
MDD_pool_not_hc	RP11-64K12.8
MDD_pool_not_hc	RP11-64K12.9
MDD_pool_not_hc	RP11-651K21.1
MDD_pool_not_hc	RP11-654C22.2
MDD_pool_not_hc	RP11-655C2.3
MDD_pool_not_hc	RP11-65N13.6
MDD_pool_not_hc	RP11-661D19.3
MDD_pool_not_hc	RP11-667M19.10
MDD_pool_not_hc	RP11-667M19.2
MDD_pool_not_hc	RP11-667M19.4
MDD_pool_not_hc	RP11-667M19.5
MDD_pool_not_hc	RP11-667M19.9
MDD_pool_not_hc	RP11-67H2.1
MDD_pool_not_hc	RP11-67M9.1
MDD_pool_not_hc	RP11-680C21.1
MDD_pool_not_hc	RP11-680N20.1
MDD_pool_not_hc	RP11-681L8.1
MDD_pool_not_hc	RP11-686D16.1
MDD_pool_not_hc	RP11-691F15.1
MDD_pool_not_hc	RP11-691N7.6
MDD_pool_not_hc	RP11-692M12.5
MDD_pool_not_hc	RP11-6N13.4
MDD_pool_not_hc	RP11-702F3.1
MDD_pool_not_hc	RP11-702F3.3
MDD_pool_not_hc	RP11-703H8.7
MDD_pool_not_hc	RP11-707G14.1
MDD_pool_not_hc	RP11-707M3.3
MDD_pool_not_hc	RP11-711C17.1
MDD_pool_not_hc	RP11-711D18.2
MDD_pool_not_hc	RP11-712C19.1
MDD_pool_not_hc	RP11-716D16.1
MDD_pool_not_hc	RP11-719L21.1
MDD_pool_not_hc	RP11-720L8.1
MDD_pool_not_hc	RP11-724M22.1
MDD_pool_not_hc	RP11-730B22.1
MDD_pool_not_hc	RP11-730N24.2
MDD_pool_not_hc	RP11-734C14.2
MDD_pool_not_hc	RP11-736P16.1
MDD_pool_not_hc	RP11-73M18.10
MDD_pool_not_hc	RP11-73M18.11
MDD_pool_not_hc	RP11-73M18.6
MDD_pool_not_hc	RP11-73M18.8
MDD_pool_not_hc	RP11-746B8.1
MDD_pool_not_hc	RP11-74C3.1
MDD_pool_not_hc	RP11-750H9.5
MDD_pool_not_hc	RP11-750H9.7
MDD_pool_not_hc	RP11-75C23.1
MDD_pool_not_hc	RP11-768G7.1
MDD_pool_not_hc	RP11-768G7.3
