entrez	set	symbol
23368	SCZ_pool_not_prio	PPP1R13B
23383	SCZ_pool_not_prio	MAU2
23438	SCZ_pool_not_prio	HARS2
23457	SCZ_pool_not_prio	ABCB9
23478	SCZ_pool_not_prio	SEC11A
23505	SCZ_pool_not_prio	TMEM131
23513	SCZ_pool_not_prio	SCRIB
23528	SCZ_pool_not_prio	ZNF281
23584	SCZ_pool_not_prio	VSIG2
23683	SCZ_pool_not_prio	PRKD3
246744	SCZ_pool_not_prio	STH
254531	SCZ_pool_not_prio	LPCAT4
25791	SCZ_pool_not_prio	NGEF
25797	SCZ_pool_not_prio	QPCT
25921	SCZ_pool_not_prio	ZDHHC5
26051	SCZ_pool_not_prio	PPP1R16B
26058	SCZ_pool_not_prio	GIGYF2
26251	SCZ_pool_not_prio	KCNG2
26354	SCZ_pool_not_prio	GNL3
26505	SCZ_pool_not_prio	CNNM3
26526	SCZ_pool_not_prio	TSPAN16
2676	SCZ_pool_not_prio	GFRA3
27044	SCZ_pool_not_prio	SND1
27086	SCZ_pool_not_prio	FOXP1
27087	SCZ_pool_not_prio	B3GAT1
27132	SCZ_pool_not_prio	CPNE7
27173	SCZ_pool_not_prio	SLC39A1
27252	SCZ_pool_not_prio	KLHL20
27253	SCZ_pool_not_prio	PCDH17
27303	SCZ_pool_not_prio	RBMS3
27319	SCZ_pool_not_prio	BHLHE22
280636	SCZ_pool_not_prio	SELENOH
282809	SCZ_pool_not_prio	POC1B
283254	SCZ_pool_not_prio	HARBI1
283847	SCZ_pool_not_prio	TERB1
284403	SCZ_pool_not_prio	WDR62
284525	SCZ_pool_not_prio	SLC9C2
286749	SCZ_pool_not_prio	STON1-GTF2A1L
29123	SCZ_pool_not_prio	ANKRD11
2913	SCZ_pool_not_prio	GRM3
29763	SCZ_pool_not_prio	PACSIN3
29789	SCZ_pool_not_prio	OLA1
29965	SCZ_pool_not_prio	CDIP1
3104	SCZ_pool_not_prio	ZBTB48
3163	SCZ_pool_not_prio	HMOX2
3313	SCZ_pool_not_prio	HSPA9
3329	SCZ_pool_not_prio	HSPD1
3336	SCZ_pool_not_prio	HSPE1
3344	SCZ_pool_not_prio	FOXN2
339416	SCZ_pool_not_prio	ANKRD45
340371	SCZ_pool_not_prio	NRBP2
348980	SCZ_pool_not_prio	HCN1
3550	SCZ_pool_not_prio	IK
3745	SCZ_pool_not_prio	KCNB1
374887	SCZ_pool_not_prio	YJEFN3
375346	SCZ_pool_not_prio	STIMATE
381	SCZ_pool_not_prio	ARF5
3831	SCZ_pool_not_prio	KLC1
389084	SCZ_pool_not_prio	SNORC
392	SCZ_pool_not_prio	ARHGAP1
403	SCZ_pool_not_prio	ARL3
404037	SCZ_pool_not_prio	HAPLN4
41	SCZ_pool_not_prio	ASIC1
4126	SCZ_pool_not_prio	MANBA
4140	SCZ_pool_not_prio	MARK3
4157	SCZ_pool_not_prio	MC1R
4192	SCZ_pool_not_prio	MDK
4208	SCZ_pool_not_prio	MEF2C
4236	SCZ_pool_not_prio	MFAP1
4238	SCZ_pool_not_prio	MFAP3
4248	SCZ_pool_not_prio	MGAT3
4296	SCZ_pool_not_prio	MAP3K11
4325	SCZ_pool_not_prio	MMP16
4352	SCZ_pool_not_prio	MPL
462	SCZ_pool_not_prio	SERPINC1
4668	SCZ_pool_not_prio	NAGA
468	SCZ_pool_not_prio	ATF4
4695	SCZ_pool_not_prio	NDUFA2
474170	SCZ_pool_not_prio	LRRC37A2
4750	SCZ_pool_not_prio	NEK1
4828	SCZ_pool_not_prio	NMB
4900	SCZ_pool_not_prio	NRGN
4905	SCZ_pool_not_prio	NSF
4985	SCZ_pool_not_prio	OPRD1
50651	SCZ_pool_not_prio	SLC45A1
5078	SCZ_pool_not_prio	PAX4
51075	SCZ_pool_not_prio	TMX2
51177	SCZ_pool_not_prio	PLEKHO1
5119	SCZ_pool_not_prio	CHMP1A
51252	SCZ_pool_not_prio	FAM178B
51307	SCZ_pool_not_prio	FAM53C
51308	SCZ_pool_not_prio	REEP2
51326	SCZ_pool_not_prio	ARL17A
51390	SCZ_pool_not_prio	AIG1
51435	SCZ_pool_not_prio	SCARA3
51441	SCZ_pool_not_prio	YTHDF2
51474	SCZ_pool_not_prio	LIMA1
51523	SCZ_pool_not_prio	CXXC5
51678	SCZ_pool_not_prio	PALS2
51684	SCZ_pool_not_prio	SUFU
51780	SCZ_pool_not_prio	KDM3B
5253	SCZ_pool_not_prio	PHF2
5428	SCZ_pool_not_prio	POLG
54471	SCZ_pool_not_prio	MIEF1
54497	SCZ_pool_not_prio	HEATR5B
54797	SCZ_pool_not_prio	MED18
54805	SCZ_pool_not_prio	CNNM2
54849	SCZ_pool_not_prio	DEF8
54904	SCZ_pool_not_prio	NSD3
54952	SCZ_pool_not_prio	TRNAU1AP
54993	SCZ_pool_not_prio	ZSCAN2
55120	SCZ_pool_not_prio	FANCL
55215	SCZ_pool_not_prio	FANCI
55471	SCZ_pool_not_prio	NDUFAF7
55568	SCZ_pool_not_prio	GALNT10
55626	SCZ_pool_not_prio	AMBRA1
55735	SCZ_pool_not_prio	DNAJC11
55765	SCZ_pool_not_prio	INAVA
55830	SCZ_pool_not_prio	GLT8D1
55904	SCZ_pool_not_prio	KMT2E
56134	SCZ_pool_not_prio	PCDHAC2
56135	SCZ_pool_not_prio	PCDHAC1
56136	SCZ_pool_not_prio	PCDHA13
56137	SCZ_pool_not_prio	PCDHA12
56138	SCZ_pool_not_prio	PCDHA11
56141	SCZ_pool_not_prio	PCDHA7
56142	SCZ_pool_not_prio	PCDHA6
56143	SCZ_pool_not_prio	PCDHA5
56144	SCZ_pool_not_prio	PCDHA4
56145	SCZ_pool_not_prio	PCDHA3
56147	SCZ_pool_not_prio	PCDHA1
56987	SCZ_pool_not_prio	BBX
5740	SCZ_pool_not_prio	PTGIS
57407	SCZ_pool_not_prio	NMRAL1
57412	SCZ_pool_not_prio	AS3MT
57459	SCZ_pool_not_prio	GATAD2B
57538	SCZ_pool_not_prio	ALPK3
57688	SCZ_pool_not_prio	ZSWIM6
57795	SCZ_pool_not_prio	BRINP2
5792	SCZ_pool_not_prio	PTPRF
5796	SCZ_pool_not_prio	PTPRK
58155	SCZ_pool_not_prio	PTBP2
58506	SCZ_pool_not_prio	SCAF1
5970	SCZ_pool_not_prio	RELA
6017	SCZ_pool_not_prio	RLBP1
60412	SCZ_pool_not_prio	EXOC4
605	SCZ_pool_not_prio	BCL7A
60528	SCZ_pool_not_prio	ELAC2
6137	SCZ_pool_not_prio	RPL13
619189	SCZ_pool_not_prio	SERINC4
6314	SCZ_pool_not_prio	ATXN7
63826	SCZ_pool_not_prio	SRR
63967	SCZ_pool_not_prio	CLSPN
64062	SCZ_pool_not_prio	RBM26
64080	SCZ_pool_not_prio	RBKS
64101	SCZ_pool_not_prio	LRRC4
643376	SCZ_pool_not_prio	BTBD18
644096	SCZ_pool_not_prio	SDHAF1
64506	SCZ_pool_not_prio	CPEB1
647286	SCZ_pool_not_prio	RD3L
64786	SCZ_pool_not_prio	TBC1D15
64834	SCZ_pool_not_prio	ELOVL1
6487	SCZ_pool_not_prio	ST3GAL3
6494	SCZ_pool_not_prio	SIPA1
65009	SCZ_pool_not_prio	NDRG4
6536	SCZ_pool_not_prio	SLC6A9
65979	SCZ_pool_not_prio	PHACTR4
6602	SCZ_pool_not_prio	SMARCD1
6622	SCZ_pool_not_prio	SNCA
6687	SCZ_pool_not_prio	SPG7
6733	SCZ_pool_not_prio	SRPK2
6787	SCZ_pool_not_prio	NEK4
6801	SCZ_pool_not_prio	STRN
6847	SCZ_pool_not_prio	SYCP1
6883	SCZ_pool_not_prio	TAF12
6927	SCZ_pool_not_prio	HNF1A
7071	SCZ_pool_not_prio	KLF10
7075	SCZ_pool_not_prio	TIE1
7322	SCZ_pool_not_prio	UBE2D2
7323	SCZ_pool_not_prio	UBE2D3
7444	SCZ_pool_not_prio	VRK2
7473	SCZ_pool_not_prio	WNT3
7517	SCZ_pool_not_prio	XRCC3
7531	SCZ_pool_not_prio	YWHAE
766	SCZ_pool_not_prio	CA7
779	SCZ_pool_not_prio	CACNA1S
7812	SCZ_pool_not_prio	CSDE1
783	SCZ_pool_not_prio	CACNB2
7840	SCZ_pool_not_prio	ALMS1
79007	SCZ_pool_not_prio	DBNDD1
79038	SCZ_pool_not_prio	ZFYVE21
79600	SCZ_pool_not_prio	TCTN1
79676	SCZ_pool_not_prio	OGFOD2
79684	SCZ_pool_not_prio	MSANTD2
79718	SCZ_pool_not_prio	TBL1XR1
79845	SCZ_pool_not_prio	RNF122
79946	SCZ_pool_not_prio	C10orf95
80143	SCZ_pool_not_prio	SIKE1
80148	SCZ_pool_not_prio	SLC66A2
80212	SCZ_pool_not_prio	CCDC92
80219	SCZ_pool_not_prio	COQ10B
80237	SCZ_pool_not_prio	ELL3
80335	SCZ_pool_not_prio	WDR82
8120	SCZ_pool_not_prio	AP3B2
81603	SCZ_pool_not_prio	TRIM8
81930	SCZ_pool_not_prio	KIF18A
8382	SCZ_pool_not_prio	NME5
83983	SCZ_pool_not_prio	TSSK6
84334	SCZ_pool_not_prio	COA8
84444	SCZ_pool_not_prio	DOT1L
8448	SCZ_pool_not_prio	DOC2A
84501	SCZ_pool_not_prio	SPIRE2
84513	SCZ_pool_not_prio	PLPP5
8452	SCZ_pool_not_prio	CUL3
84549	SCZ_pool_not_prio	MAK16
84614	SCZ_pool_not_prio	ZBTB37
84750	SCZ_pool_not_prio	FUT10
84871	SCZ_pool_not_prio	AGBL4
84942	SCZ_pool_not_prio	WDR73
84978	SCZ_pool_not_prio	FRMD5
8525	SCZ_pool_not_prio	DGKZ
85358	SCZ_pool_not_prio	SHANK3
8558	SCZ_pool_not_prio	CDK10
8638	SCZ_pool_not_prio	OASL
8883	SCZ_pool_not_prio	NAE1
8911	SCZ_pool_not_prio	CACNA1I
8943	SCZ_pool_not_prio	AP3D1
89944	SCZ_pool_not_prio	GLB1L2
90326	SCZ_pool_not_prio	THAP3
9048	SCZ_pool_not_prio	ARTN
90952	SCZ_pool_not_prio	ESAM
90993	SCZ_pool_not_prio	CREB3L1
91056	SCZ_pool_not_prio	AP5B1
91582	SCZ_pool_not_prio	RPS19BP1
9162	SCZ_pool_not_prio	DGKI
91687	SCZ_pool_not_prio	CENPL
92521	SCZ_pool_not_prio	SPECC1
92822	SCZ_pool_not_prio	ZNF276
9344	SCZ_pool_not_prio	TAOK2
94097	SCZ_pool_not_prio	SFXN5
9442	SCZ_pool_not_prio	MED27
9472	SCZ_pool_not_prio	AKAP6
9529	SCZ_pool_not_prio	BAG5
9553	SCZ_pool_not_prio	MRPL33
9556	SCZ_pool_not_prio	ATP5MJ
9577	SCZ_pool_not_prio	BABAM2
9628	SCZ_pool_not_prio	RGS6
9640	SCZ_pool_not_prio	ZNF592
9649	SCZ_pool_not_prio	RALGPS1
9670	SCZ_pool_not_prio	IPO13
9677	SCZ_pool_not_prio	PPIP5K1
9682	SCZ_pool_not_prio	KDM4A
9745	SCZ_pool_not_prio	ZNF536
9758	SCZ_pool_not_prio	FRMPD4
9779	SCZ_pool_not_prio	TBC1D5
9839	SCZ_pool_not_prio	ZEB2
9842	SCZ_pool_not_prio	PLEKHM1
9858	SCZ_pool_not_prio	PPP1R26
9881	SCZ_pool_not_prio	TRANK1
9884	SCZ_pool_not_prio	LRRC37A
9903	SCZ_pool_not_prio	KLHL21
9909	SCZ_pool_not_prio	DENND4B
991	SCZ_pool_not_prio	CDC20
9912	SCZ_pool_not_prio	ARHGAP44
995	SCZ_pool_not_prio	CDC25C
