phenotype,x_lo,x_hi,y_lo,y_hi,count
global,-0.019799234291384395,-0.01957864641334868,-0.020484071559765643,-0.020121114983447097,80
global,-0.019799234291384395,-0.01957864641334868,-0.020121114983447097,-0.01975815840712855,84
global,-0.019799234291384395,-0.01957864641334868,-0.01975815840712855,-0.019395201830809998,66
global,-0.019799234291384395,-0.01957864641334868,-0.019395201830809998,-0.019032245254491452,57
global,-0.019799234291384395,-0.01957864641334868,-0.019032245254491452,-0.018669288678172906,35
global,-0.019799234291384395,-0.01957864641334868,-0.018669288678172906,-0.018306332101854353,18
global,-0.019799234291384395,-0.01957864641334868,-0.018306332101854353,-0.017943375525535807,10
global,-0.019799234291384395,-0.01957864641334868,-0.017943375525535807,-0.01758041894921726,7
global,-0.019799234291384395,-0.01957864641334868,-0.01758041894921726,-0.017217462372898708,2
global,-0.01957864641334868,-0.019358058535312965,-0.023024767593995483,-0.022661811017676933,1
global,-0.01957864641334868,-0.019358058535312965,-0.022298854441358387,-0.021935897865039838,1
global,-0.01957864641334868,-0.019358058535312965,-0.021935897865039838,-0.021572941288721288,6
global,-0.01957864641334868,-0.019358058535312965,-0.021572941288721288,-0.021209984712402742,14
global,-0.01957864641334868,-0.019358058535312965,-0.021209984712402742,-0.020847028136084196,26
global,-0.01957864641334868,-0.019358058535312965,-0.020847028136084196,-0.020484071559765643,45
global,-0.01957864641334868,-0.019358058535312965,-0.020484071559765643,-0.020121114983447097,67
global,-0.01957864641334868,-0.019358058535312965,-0.020121114983447097,-0.01975815840712855,99
global,-0.01957864641334868,-0.019358058535312965,-0.01975815840712855,-0.019395201830809998,92
global,-0.01957864641334868,-0.019358058535312965,-0.019395201830809998,-0.019032245254491452,88
global,-0.01957864641334868,-0.019358058535312965,-0.019032245254491452,-0.018669288678172906,69
global,-0.01957864641334868,-0.019358058535312965,-0.018669288678172906,-0.018306332101854353,36
global,-0.01957864641334868,-0.019358058535312965,-0.018306332101854353,-0.017943375525535807,19
global,-0.01957864641334868,-0.019358058535312965,-0.017943375525535807,-0.01758041894921726,8
global,-0.01957864641334868,-0.019358058535312965,-0.01758041894921726,-0.017217462372898708,2
global,-0.019358058535312965,-0.019137470657277254,-0.021572941288721288,-0.021209984712402742,2
global,-0.019358058535312965,-0.019137470657277254,-0.021209984712402742,-0.020847028136084196,11
global,-0.019358058535312965,-0.019137470657277254,-0.020847028136084196,-0.020484071559765643,32
global,-0.019358058535312965,-0.019137470657277254,-0.020484071559765643,-0.020121114983447097,56
global,-0.019358058535312965,-0.019137470657277254,-0.020121114983447097,-0.01975815840712855,101
global,-0.019358058535312965,-0.019137470657277254,-0.01975815840712855,-0.019395201830809998,120
global,-0.019358058535312965,-0.019137470657277254,-0.019395201830809998,-0.019032245254491452,119
global,-0.019358058535312965,-0.019137470657277254,-0.019032245254491452,-0.018669288678172906,97
global,-0.019358058535312965,-0.019137470657277254,-0.018669288678172906,-0.018306332101854353,58
global,-0.019358058535312965,-0.019137470657277254,-0.018306332101854353,-0.017943375525535807,40
