kind	disorder_result	phenotype	variable	type	n_genes	beta	beta_std	se	p	file
gene-set conditional on ST12pool	gene sets	global_slope	SCZ_locus_pool	SET	455	0.078296	0.012201	0.090685	0.19397	global_slope_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	global_slope	SCZ_pool_not_prio	SET	354	0.12507	0.017239	0.10178	0.10959	global_slope_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	global_slope	SCZ_locus_pool	SET	455	0.17716	0.027607	0.057813	0.0010927	global_slope_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	global_slope	SCZ_prio_finemap	SET	61	-0.035377	-0.0020408	0.1267	0.60996	global_slope_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	global_slope	SCZ_locus_pool	SET	455	0.1596	0.024871	0.052116	0.0010999	global_slope_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	global_slope	SCZ_prio_rare	SET	7	0.56427	0.011043	0.38715	0.072505	global_slope_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	global_slope	SCZ_locus_pool	SET	455	0.18017	0.028076	0.053016	0.00033981	global_slope_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	global_slope	SCZ_prio_smr	SET	44	-0.11857	-0.0058118	0.13869	0.8037	global_slope_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	global_slope	SCZ_locus_pool	SET	455	0.20336	0.03169	0.058376	0.00024807	global_slope_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	global_slope	SCZ_prioritised	SET	101	-0.12507	-0.0092731	0.10178	0.89041	global_slope_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	global_slope	SCZ_locus_pool	SET	455	0.20336	0.03169	0.058376	0.00024807	global_slope_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	global_slope	SCZ_prioritised_pc	SET	101	-0.12507	-0.0092731	0.10178	0.89041	global_slope_sets_condST12pool.gsa.out
forward: phenotype genes ~ disorder gene Z	PGC3_EUR	slope_PC1	PGC3_EUR	COVAR	18261	0.0010154	0.001634	0.0059927	0.86546	slope_PC1_on_PGC3_EUR.gsa.out
forward: phenotype genes ~ disorder gene Z	PGC3_primary	slope_PC1	PGC3_primary	COVAR	18261	-0.00061544	-0.00099667	0.0059173	0.91717	slope_PC1_on_PGC3_primary.gsa.out
forward: phenotype genes ~ disorder gene Z	SCZ25_EUR	slope_PC1	SCZ25_EUR	COVAR	18270	0.0036962	0.0059215	0.0059594	0.53511	slope_PC1_on_SCZ25_EUR.gsa.out
forward: phenotype genes ~ disorder gene Z	SCZ25_META	slope_PC1	SCZ25_META	COVAR	18270	0.0018564	0.0029344	0.0059817	0.7563	slope_PC1_on_SCZ25_META.gsa.out
forward: phenotype genes ~ disorder gene Z	SCZ25_METAnaive	slope_PC1	SCZ25_METAnaive	COVAR	18270	0.0033964	0.0053057	0.0061016	0.57778	slope_PC1_on_SCZ25_METAnaive.gsa.out
gene-set marginal	gene sets	slope_PC1	PGC3_genesig	SET	704	-0.02044	-0.0039343	0.04941	0.66044	slope_PC1_sets.gsa.out
gene-set marginal	gene sets	slope_PC1	PGC3_locus_pool	SET	858	-0.021245	-0.0044945	0.046314	0.67677	slope_PC1_sets.gsa.out
gene-set marginal	gene sets	slope_PC1	SCZ25_genesig	SET	777	0.061467	0.012404	0.043645	0.079527	slope_PC1_sets.gsa.out
gene-set marginal	gene sets	slope_PC1	SCZ25_genesig_new	SET	214	0.075012	0.0080707	0.061577	0.11159	slope_PC1_sets.gsa.out
gene-set marginal	gene sets	slope_PC1	SCZ25_locus_pool	SET	1103	0.036387	0.0086664	0.041149	0.18829	slope_PC1_sets.gsa.out
gene-set marginal	gene sets	slope_PC1	SCZ25_locus_pool_new	SET	302	0.12463	0.01589	0.06167	0.021657	slope_PC1_sets.gsa.out
gene-set marginal	gene sets	slope_PC1	SCZ_locus_pool	SET	455	-0.01464	-0.0022814	0.051053	0.61285	slope_PC1_sets.gsa.out
gene-set marginal	gene sets	slope_PC1	SCZ_pool_not_prio	SET	354	0.025481	0.0035124	0.0573	0.32827	slope_PC1_sets.gsa.out
gene-set marginal	gene sets	slope_PC1	SCZ_prio_finemap	SET	61	-0.18201	-0.0105	0.11187	0.94812	slope_PC1_sets.gsa.out
gene-set marginal	gene sets	slope_PC1	SCZ_prio_rare	SET	7	-0.22189	-0.0043425	0.37926	0.72075	slope_PC1_sets.gsa.out
gene-set marginal	gene sets	slope_PC1	SCZ_prio_smr	SET	44	0.03346	0.0016401	0.13356	0.40109	slope_PC1_sets.gsa.out
gene-set marginal	gene sets	slope_PC1	SCZ_prioritised	SET	101	-0.106	-0.0078592	0.089009	0.88313	slope_PC1_sets.gsa.out
gene-set marginal	gene sets	slope_PC1	SCZ_prioritised_pc	SET	101	-0.106	-0.0078592	0.089009	0.88313	slope_PC1_sets.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC1	PGC3_locus_pool	SET	858	-0.015828	-0.0033486	0.051864	0.61988	slope_PC1_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC1	PGC3_genesig	SET	704	-0.01284	-0.0024715	0.055332	0.59175	slope_PC1_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC1	PGC3_locus_pool	SET	858	-0.059087	-0.0125	0.051035	0.87651	slope_PC1_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC1	SCZ25_genesig	SET	777	0.084868	0.017126	0.048098	0.038836	slope_PC1_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC1	PGC3_locus_pool	SET	858	-0.03102	-0.0065626	0.046912	0.74577	slope_PC1_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC1	SCZ25_genesig_new	SET	214	0.081583	0.0087777	0.062375	0.095455	slope_PC1_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC1	PGC3_locus_pool	SET	858	-0.093936	-0.019873	0.06384	0.9294	slope_PC1_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC1	SCZ25_locus_pool	SET	1103	0.093834	0.022349	0.056722	0.049047	slope_PC1_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC1	PGC3_locus_pool	SET	858	-0.010748	-0.0022739	0.046611	0.59118	slope_PC1_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC1	SCZ25_locus_pool_new	SET	302	0.123	0.015683	0.062074	0.023778	slope_PC1_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC1	PGC3_locus_pool	SET	858	-0.019658	-0.0041589	0.054246	0.64147	slope_PC1_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC1	SCZ_locus_pool	SET	455	-0.003359	-0.00052345	0.059797	0.5224	slope_PC1_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC1	PGC3_locus_pool	SET	858	-0.034435	-0.007285	0.050259	0.75337	slope_PC1_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC1	SCZ_pool_not_prio	SET	354	0.042025	0.0057928	0.062181	0.24957	slope_PC1_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC1	PGC3_locus_pool	SET	858	0.0032404	0.00068553	0.048892	0.47358	slope_PC1_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC1	SCZ_prio_finemap	SET	61	-0.18452	-0.010644	0.11811	0.94088	slope_PC1_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC1	PGC3_locus_pool	SET	858	-0.018221	-0.0038549	0.046661	0.65192	slope_PC1_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC1	SCZ_prio_rare	SET	7	-0.20376	-0.0039877	0.3821	0.70307	slope_PC1_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC1	PGC3_locus_pool	SET	858	-0.022386	-0.004736	0.046482	0.68496	slope_PC1_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC1	SCZ_prio_smr	SET	44	0.038922	0.0019078	0.13404	0.38577	slope_PC1_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC1	PGC3_locus_pool	SET	858	-0.0049103	-0.0010388	0.048621	0.54022	slope_PC1_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC1	SCZ_prioritised	SET	101	-0.10312	-0.0076462	0.093448	0.8651	slope_PC1_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC1	PGC3_locus_pool	SET	858	-0.0049103	-0.0010388	0.048621	0.54022	slope_PC1_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC1	SCZ_prioritised_pc	SET	101	-0.10312	-0.0076462	0.093448	0.8651	slope_PC1_sets_condPGC3pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC1	SCZ_locus_pool	SET	455	-0.0083689	-0.0013042	0.054369	0.56117	slope_PC1_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC1	PGC3_genesig	SET	704	-0.017655	-0.0033983	0.052619	0.63139	slope_PC1_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC1	SCZ_locus_pool	SET	455	-0.003359	-0.00052345	0.059797	0.5224	slope_PC1_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC1	PGC3_locus_pool	SET	858	-0.019658	-0.0041589	0.054246	0.64147	slope_PC1_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC1	SCZ_locus_pool	SET	455	-0.042969	-0.0066961	0.054065	0.78662	slope_PC1_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC1	SCZ25_genesig	SET	777	0.073562	0.014844	0.046223	0.055763	slope_PC1_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC1	SCZ_locus_pool	SET	455	-0.021432	-0.0033398	0.051338	0.66183	slope_PC1_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC1	SCZ25_genesig_new	SET	214	0.077736	0.0083638	0.061923	0.10468	slope_PC1_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC1	SCZ_locus_pool	SET	455	-0.042465	-0.0066174	0.056755	0.77283	slope_PC1_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC1	SCZ25_locus_pool	SET	1103	0.051339	0.012228	0.045746	0.13088	slope_PC1_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC1	SCZ_locus_pool	SET	455	-0.018787	-0.0029276	0.051089	0.64346	slope_PC1_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC1	SCZ25_locus_pool_new	SET	302	0.12553	0.016005	0.061721	0.020992	slope_PC1_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC1	SCZ_locus_pool	SET	455	-0.10272	-0.016008	0.089662	0.87403	slope_PC1_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC1	SCZ_pool_not_prio	SET	354	0.12026	0.016577	0.10063	0.11605	slope_PC1_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC1	SCZ_locus_pool	SET	455	0.028461	0.0044352	0.057154	0.30926	slope_PC1_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC1	SCZ_prio_finemap	SET	61	-0.21006	-0.012118	0.12525	0.95322	slope_PC1_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC1	SCZ_locus_pool	SET	455	-0.010788	-0.0016811	0.051531	0.58291	slope_PC1_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC1	SCZ_prio_rare	SET	7	-0.21103	-0.0041298	0.38281	0.70927	slope_PC1_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC1	SCZ_locus_pool	SET	455	-0.018488	-0.002881	0.052418	0.63784	slope_PC1_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC1	SCZ_prio_smr	SET	44	0.04442	0.0021772	0.13713	0.373	slope_PC1_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC1	SCZ_locus_pool	SET	455	0.017535	0.0027326	0.057717	0.38064	slope_PC1_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC1	SCZ_prioritised	SET	101	-0.12026	-0.0089167	0.10063	0.88395	slope_PC1_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC1	SCZ_locus_pool	SET	455	0.017535	0.0027326	0.057717	0.38064	slope_PC1_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC1	SCZ_prioritised_pc	SET	101	-0.12026	-0.0089167	0.10063	0.88395	slope_PC1_sets_condST12pool.gsa.out
forward: phenotype genes ~ disorder gene Z	PGC3_EUR	slope_PC2	PGC3_EUR	COVAR	18261	0.0027888	0.004488	0.0060016	0.64217	slope_PC2_on_PGC3_EUR.gsa.out
forward: phenotype genes ~ disorder gene Z	PGC3_primary	slope_PC2	PGC3_primary	COVAR	18261	-0.0046213	-0.007484	0.0059261	0.4355	slope_PC2_on_PGC3_primary.gsa.out
forward: phenotype genes ~ disorder gene Z	SCZ25_EUR	slope_PC2	SCZ25_EUR	COVAR	18270	0.0049326	0.0079021	0.0059694	0.40864	slope_PC2_on_SCZ25_EUR.gsa.out
forward: phenotype genes ~ disorder gene Z	SCZ25_META	slope_PC2	SCZ25_META	COVAR	18270	0.00039546	0.0006251	0.0059919	0.94738	slope_PC2_on_SCZ25_META.gsa.out
forward: phenotype genes ~ disorder gene Z	SCZ25_METAnaive	slope_PC2	SCZ25_METAnaive	COVAR	18270	0.0026308	0.0041097	0.006112	0.66689	slope_PC2_on_SCZ25_METAnaive.gsa.out
gene-set marginal	gene sets	slope_PC2	PGC3_genesig	SET	704	0.037299	0.0071793	0.049494	0.22555	slope_PC2_sets.gsa.out
gene-set marginal	gene sets	slope_PC2	PGC3_locus_pool	SET	858	0.012943	0.0027382	0.046393	0.39013	slope_PC2_sets.gsa.out
gene-set marginal	gene sets	slope_PC2	SCZ25_genesig	SET	777	0.05922	0.01195	0.04372	0.087793	slope_PC2_sets.gsa.out
gene-set marginal	gene sets	slope_PC2	SCZ25_genesig_new	SET	214	0.051549	0.0055463	0.061683	0.20167	slope_PC2_sets.gsa.out
gene-set marginal	gene sets	slope_PC2	SCZ25_locus_pool	SET	1103	-0.0053759	-0.0012804	0.041221	0.55188	slope_PC2_sets.gsa.out
gene-set marginal	gene sets	slope_PC2	SCZ25_locus_pool_new	SET	302	-0.047364	-0.0060389	0.061783	0.77834	slope_PC2_sets.gsa.out
gene-set marginal	gene sets	slope_PC2	SCZ_locus_pool	SET	455	0.018286	0.0028496	0.05114	0.36034	slope_PC2_sets.gsa.out
gene-set marginal	gene sets	slope_PC2	SCZ_pool_not_prio	SET	354	0.036314	0.0050056	0.057397	0.26348	slope_PC2_sets.gsa.out
gene-set marginal	gene sets	slope_PC2	SCZ_prio_finemap	SET	61	-0.11351	-0.0065479	0.11207	0.84442	slope_PC2_sets.gsa.out
gene-set marginal	gene sets	slope_PC2	SCZ_prio_rare	SET	7	0.093616	0.0018321	0.37991	0.40268	slope_PC2_sets.gsa.out
gene-set marginal	gene sets	slope_PC2	SCZ_prio_smr	SET	44	0.092669	0.0045422	0.13378	0.24426	slope_PC2_sets.gsa.out
gene-set marginal	gene sets	slope_PC2	SCZ_prioritised	SET	101	-0.032046	-0.0023761	0.089165	0.64035	slope_PC2_sets.gsa.out
gene-set marginal	gene sets	slope_PC2	SCZ_prioritised_pc	SET	101	-0.032046	-0.0023761	0.089165	0.64035	slope_PC2_sets.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC2	PGC3_locus_pool	SET	858	-0.0034997	-0.0007404	0.051952	0.52685	slope_PC2_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC2	PGC3_genesig	SET	704	0.038979	0.0075027	0.055426	0.24095	slope_PC2_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC2	PGC3_locus_pool	SET	858	-0.01635	-0.003459	0.051125	0.62544	slope_PC2_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC2	SCZ25_genesig	SET	777	0.065695	0.013257	0.048182	0.086376	slope_PC2_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC2	PGC3_locus_pool	SET	858	0.0069424	0.0014687	0.046994	0.44128	slope_PC2_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC2	SCZ25_genesig_new	SET	214	0.050078	0.005388	0.062484	0.21144	slope_PC2_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC2	PGC3_locus_pool	SET	858	0.032509	0.0068776	0.063955	0.30562	slope_PC2_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC2	SCZ25_locus_pool	SET	1103	-0.025257	-0.0060157	0.056824	0.67165	slope_PC2_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC2	PGC3_locus_pool	SET	858	0.0090177	0.0019078	0.046696	0.42344	slope_PC2_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC2	SCZ25_locus_pool_new	SET	302	-0.045999	-0.0058649	0.062188	0.77025	slope_PC2_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC2	PGC3_locus_pool	SET	858	0.0059084	0.00125	0.054339	0.45671	slope_PC2_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC2	SCZ_locus_pool	SET	455	0.014896	0.0023212	0.059899	0.40181	slope_PC2_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC2	PGC3_locus_pool	SET	858	0.0018195	0.00038493	0.050345	0.48559	slope_PC2_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC2	SCZ_pool_not_prio	SET	354	0.03544	0.0048851	0.062287	0.28469	slope_PC2_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC2	PGC3_locus_pool	SET	858	0.031212	0.0066032	0.048977	0.26198	slope_PC2_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC2	SCZ_prio_finemap	SET	61	-0.13768	-0.0079422	0.11832	0.87771	slope_PC2_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC2	PGC3_locus_pool	SET	858	0.011727	0.002481	0.046741	0.40095	slope_PC2_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC2	SCZ_prio_rare	SET	7	0.081948	0.0016037	0.38276	0.41524	slope_PC2_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC2	PGC3_locus_pool	SET	858	0.010298	0.0021786	0.046561	0.41248	slope_PC2_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC2	SCZ_prio_smr	SET	44	0.090157	0.0044191	0.13427	0.25097	slope_PC2_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC2	PGC3_locus_pool	SET	858	0.019859	0.0042014	0.048706	0.34174	slope_PC2_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC2	SCZ_prioritised	SET	101	-0.043666	-0.0032376	0.093611	0.67955	slope_PC2_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC2	PGC3_locus_pool	SET	858	0.019859	0.0042014	0.048706	0.34174	slope_PC2_sets_condPGC3pool.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC2	SCZ_prioritised_pc	SET	101	-0.043666	-0.0032376	0.093611	0.67955	slope_PC2_sets_condPGC3pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC2	SCZ_locus_pool	SET	455	0.0057125	0.00089019	0.054461	0.45823	slope_PC2_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC2	PGC3_genesig	SET	704	0.035398	0.0068135	0.052708	0.25093	slope_PC2_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC2	SCZ_locus_pool	SET	455	0.014896	0.0023212	0.059899	0.40181	slope_PC2_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC2	PGC3_locus_pool	SET	858	0.0059084	0.00125	0.054339	0.45671	slope_PC2_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC2	SCZ_locus_pool	SET	455	-0.0050693	-0.00078996	0.054159	0.53729	slope_PC2_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC2	SCZ25_genesig	SET	777	0.060647	0.012238	0.046303	0.095144	slope_PC2_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC2	SCZ_locus_pool	SET	455	0.013937	0.0021719	0.051427	0.39319	slope_PC2_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC2	SCZ25_genesig_new	SET	214	0.049777	0.0053556	0.062031	0.21115	slope_PC2_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC2	SCZ_locus_pool	SET	455	0.0262	0.0040828	0.056854	0.32247	slope_PC2_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC2	SCZ25_locus_pool	SET	1103	-0.014601	-0.0034776	0.045826	0.62499	slope_PC2_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC2	SCZ_locus_pool	SET	455	0.019882	0.0030983	0.051182	0.34884	slope_PC2_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC2	SCZ25_locus_pool_new	SET	302	-0.048322	-0.0061612	0.061834	0.78273	slope_PC2_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC2	SCZ_locus_pool	SET	455	-0.025638	-0.0039952	0.089818	0.61234	slope_PC2_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC2	SCZ_pool_not_prio	SET	354	0.059968	0.0082662	0.10081	0.27597	slope_PC2_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC2	SCZ_locus_pool	SET	455	0.052114	0.0081211	0.057254	0.18136	slope_PC2_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC2	SCZ_prio_finemap	SET	61	-0.16487	-0.0095104	0.12547	0.90556	slope_PC2_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC2	SCZ_locus_pool	SET	455	0.016888	0.0026317	0.051619	0.37178	slope_PC2_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC2	SCZ_prio_rare	SET	7	0.076602	0.0014991	0.38347	0.42083	slope_PC2_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC2	SCZ_locus_pool	SET	455	0.010815	0.0016853	0.052507	0.41841	slope_PC2_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC2	SCZ_prio_smr	SET	44	0.086259	0.004228	0.13736	0.26502	slope_PC2_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC2	SCZ_locus_pool	SET	455	0.034331	0.0053499	0.057818	0.27634	slope_PC2_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC2	SCZ_prioritised	SET	101	-0.059968	-0.0044464	0.10081	0.72403	slope_PC2_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC2	SCZ_locus_pool	SET	455	0.034331	0.0053499	0.057818	0.27634	slope_PC2_sets_condST12pool.gsa.out
gene-set conditional on ST12pool	gene sets	slope_PC2	SCZ_prioritised_pc	SET	101	-0.059968	-0.0044464	0.10081	0.72403	slope_PC2_sets_condST12pool.gsa.out
forward: phenotype genes ~ disorder gene Z	PGC3_EUR	slope_PC3	PGC3_EUR	COVAR	18261	-0.0039791	-0.0064037	0.0060083	0.5078	slope_PC3_on_PGC3_EUR.gsa.out
forward: phenotype genes ~ disorder gene Z	PGC3_primary	slope_PC3	PGC3_primary	COVAR	18261	-0.0053441	-0.0086544	0.0059327	0.36771	slope_PC3_on_PGC3_primary.gsa.out
forward: phenotype genes ~ disorder gene Z	SCZ25_EUR	slope_PC3	SCZ25_EUR	COVAR	18270	-0.0035887	-0.0057493	0.0059751	0.5481	slope_PC3_on_SCZ25_EUR.gsa.out
forward: phenotype genes ~ disorder gene Z	SCZ25_META	slope_PC3	SCZ25_META	COVAR	18270	-0.0072239	-0.011419	0.0059972	0.2284	slope_PC3_on_SCZ25_META.gsa.out
forward: phenotype genes ~ disorder gene Z	SCZ25_METAnaive	slope_PC3	SCZ25_METAnaive	COVAR	18270	-0.0044408	-0.0069372	0.0061176	0.46791	slope_PC3_on_SCZ25_METAnaive.gsa.out
gene-set marginal	gene sets	slope_PC3	PGC3_genesig	SET	704	-0.0061063	-0.0011753	0.04954	0.54905	slope_PC3_sets.gsa.out
gene-set marginal	gene sets	slope_PC3	PGC3_locus_pool	SET	858	0.026706	0.0056499	0.046435	0.28261	slope_PC3_sets.gsa.out
gene-set marginal	gene sets	slope_PC3	SCZ25_genesig	SET	777	-0.003264	-0.00065865	0.043762	0.52973	slope_PC3_sets.gsa.out
gene-set marginal	gene sets	slope_PC3	SCZ25_genesig_new	SET	214	-0.0041951	-0.00045136	0.061741	0.52709	slope_PC3_sets.gsa.out
gene-set marginal	gene sets	slope_PC3	SCZ25_locus_pool	SET	1103	0.013683	0.0032589	0.041258	0.37008	slope_PC3_sets.gsa.out
gene-set marginal	gene sets	slope_PC3	SCZ25_locus_pool_new	SET	302	0.0072035	0.00091846	0.06184	0.45363	slope_PC3_sets.gsa.out
gene-set marginal	gene sets	slope_PC3	SCZ_locus_pool	SET	455	0.042606	0.0066395	0.051186	0.2026	slope_PC3_sets.gsa.out
gene-set marginal	gene sets	slope_PC3	SCZ_pool_not_prio	SET	354	0.048246	0.0066503	0.057449	0.20052	slope_PC3_sets.gsa.out
gene-set marginal	gene sets	slope_PC3	SCZ_prio_finemap	SET	61	-0.046647	-0.0026909	0.11218	0.66123	slope_PC3_sets.gsa.out
gene-set marginal	gene sets	slope_PC3	SCZ_prio_rare	SET	7	0.36498	0.0071428	0.38024	0.16857	slope_PC3_sets.gsa.out
gene-set marginal	gene sets	slope_PC3	SCZ_prio_smr	SET	44	0.077723	0.0038096	0.13391	0.28082	slope_PC3_sets.gsa.out
gene-set marginal	gene sets	slope_PC3	SCZ_prioritised	SET	101	0.01309	0.0009706	0.089246	0.44169	slope_PC3_sets.gsa.out
gene-set marginal	gene sets	slope_PC3	SCZ_prioritised_pc	SET	101	0.01309	0.0009706	0.089246	0.44169	slope_PC3_sets.gsa.out
gene-set conditional on PGC3pool	gene sets	slope_PC3	PGC3_locus_pool	SET	858	0.036719	0.0077682	0.052	0.24006	slope_PC3_sets_condPGC3pool.gsa.out
