disorder	threshold	stratum	phenotype	n	n_families	beta_new	se_new	p_new	beta_global	se_global	p_global	delta	se_delta	p_delta	boot_se	boot_lo	boot_hi
SCZ	5e-8	EUR	slope_topDelta	4116	3447	0.006068164474604617	0.017089037679807573	0.7225431062147057	0.0029434991764883687	0.01664274383424923	0.8596257552131013	0.003124665298116259	0.008348268102669356	0.7082123102708606			
SCZ	5e-8	EUR	slope_topC3	4116	3447	0.007520417113936221	0.016966292141572935	0.6576081333449947	0.0029434991764883687	0.01664274383424923	0.8596257552131013	0.00457691793744786	0.007207493290315508	0.5254561242957665			
SCZ	5e-8	EUR	slope_projDelta	4116	3447	0.017707148703302627	0.01787982282275046	0.3220762641310764	0.0029434991764883687	0.01664274383424923	0.8596257552131013	0.01476364952681431	0.02036767882142723	0.46858912873315656			
SCZ	5e-8	EUR	slope_projC3	4116	3447	0.0043781058974647225	0.017639651480585668	0.8039968936774067	0.0029434991764883687	0.01664274383424923	0.8596257552131013	0.0014346067209763495	0.018368053180698757	0.937750366824754			
SCZ	1e-5	EUR	slope_topDelta	4116	3447	0.007624655267546267	0.0168888891875569	0.6516865705622734	-0.00318318330124544	0.016203295195354656	0.8442673287107553	0.010807838568791719	0.008159015674583834	0.1853751642156396			
SCZ	1e-5	EUR	slope_topC3	4116	3447	0.005321649674248173	0.016735792802877687	0.7505192719602994	-0.00318318330124544	0.016203295195354656	0.8442673287107553	0.00850483297549361	0.007145588516147693	0.23404133905560762			
SCZ	1e-5	EUR	slope_projDelta	4116	3447	0.030612100718933777	0.017674749683511928	0.08336874732860415	-0.00318318330124544	0.016203295195354656	0.8442673287107553	0.033795284020179235	0.019788622729062823	0.08776095707590001			
SCZ	1e-5	EUR	slope_projC3	4116	3447	0.010177749879703909	0.017663947362086155	0.5645259208654962	-0.00318318330124544	0.016203295195354656	0.8442673287107553	0.01336093318094938	0.018247656874526313	0.4640963379762132			
SCZ	0p001	EUR	slope_topDelta	4116	3447	-0.0008665826994155817	0.016028892083486772	0.9568874731706597	-0.004661461873375133	0.01573192078648359	0.767014291136208	0.003794879173959547	0.007878959152212239	0.6300871244313345			
SCZ	0p001	EUR	slope_topC3	4116	3447	0.005127850805029883	0.016126035559929426	0.7505149531431577	-0.004661461873375133	0.01573192078648359	0.767014291136208	0.009789312678405012	0.006915919918012703	0.1570195998929949			
SCZ	0p001	EUR	slope_projDelta	4116	3447	0.01245098164406064	0.017048347076352784	0.4652359074047871	-0.004661461873375133	0.01573192078648359	0.767014291136208	0.017112443517435807	0.019564296757999363	0.38181054671469244			
SCZ	0p001	EUR	slope_projC3	4116	3447	0.005372832455228231	0.01718142845367458	0.7545186832091876	-0.004661461873375133	0.01573192078648359	0.767014291136208	0.010034294328603387	0.017917839134252385	0.5755042504199869			
SCZ	0p01	EUR	slope_topDelta	4116	3447	-0.016057834062700782	0.01536543586691574	0.2960675885643119	-0.020733379077845896	0.015123416200511415	0.1704812300861123	0.004675545015145119	0.007834674105290288	0.5506961860777856	0.00782226590625194	-0.010070472198876091	0.01999871624401232
SCZ	0p01	EUR	slope_topC3	4116	3447	-0.012591525774679743	0.0155717512643443	0.41879341053962454	-0.020733379077845896	0.015123416200511415	0.1704812300861123	0.00814185330316615	0.006757896172339827	0.22836668272652252	0.0066809758251535675	-0.005725814680679906	0.020864030108465853
SCZ	0p01	EUR	slope_projDelta	4116	3447	-0.002083180884800238	0.016289399017418025	0.8982469051420836	-0.020733379077845896	0.015123416200511415	0.1704812300861123	0.01865019819304569	0.018501926501384134	0.31351858571165175	0.018344110019534905	-0.017053665111390465	0.05485496046965207
SCZ	0p01	EUR	slope_projC3	4116	3447	-0.006767081744944328	0.016381552229268966	0.6795651997323057	-0.020733379077845896	0.015123416200511415	0.1704812300861123	0.013966297332901606	0.017392272414884478	0.42202006005120035	0.01723518696657794	-0.019733154285831424	0.04876060532044172
SCZ	0p05	EUR	slope_topDelta	4116	3447	-0.03609495738091693	0.015171030584268816	0.017404275178740675	-0.0374393250115869	0.015006626484999109	0.012647401476963981	0.001344367630669996	0.007694047864189286	0.8613034221342386			
SCZ	0p05	EUR	slope_topC3	4116	3447	-0.032694692132841596	0.015473569303573562	0.03467779813712918	-0.0374393250115869	0.015006626484999109	0.012647401476963981	0.004744632878745309	0.006632298296977663	0.47442093338560415			
SCZ	0p05	EUR	slope_projDelta	4116	3447	-0.018572144476411055	0.01591931422979025	0.24343560420757662	-0.0374393250115869	0.015006626484999109	0.012647401476963981	0.01886718053517588	0.018069700634275203	0.296496847925619			
SCZ	0p05	EUR	slope_projC3	4116	3447	-0.01707261003528329	0.01617765641637634	0.2913528184406117	-0.0374393250115869	0.015006626484999109	0.012647401476963981	0.02036671497630363	0.01705571064017161	0.23250978677539996			
SCZ	0p1	EUR	slope_topDelta	4116	3447	-0.03751622519678591	0.01534782660542845	0.014559118461662529	-0.03727505288168682	0.01509458793117329	0.013580916403748868	-0.00024117231509913136	0.0076952081624901015	0.9749997401909816			
SCZ	0p1	EUR	slope_topC3	4116	3447	-0.03059946076247666	0.015611384643827643	0.05006767641243791	-0.03727505288168682	0.01509458793117329	0.013580916403748868	0.006675592119210126	0.006693915975480399	0.31870707763837763			
SCZ	0p1	EUR	slope_projDelta	4116	3447	-0.01964428034345538	0.01583193040250037	0.21476361426381085	-0.03727505288168682	0.01509458793117329	0.013580916403748868	0.017630772538231382	0.017947052569878684	0.32598309378071694			
SCZ	0p1	EUR	slope_projC3	4116	3447	-0.013812971288336352	0.016109575265065845	0.39126217413861697	-0.03727505288168682	0.01509458793117329	0.013580916403748868	0.023462081593350424	0.016948233546467566	0.16634465825837608			
SCZ	0p5	EUR	slope_topDelta	4116	3447	-0.04348889832899471	0.015477146892711428	0.004983984643133644	-0.047336445238642846	0.01522645119898257	0.0018936242257325843	0.003847546909648129	0.007618403529696906	0.6135677952523644	0.007657221734656384	-0.01065628667315514	0.01924610429624118
SCZ	0p5	EUR	slope_topC3	4116	3447	-0.037784025235530386	0.015768155442529994	0.01661798448518473	-0.047336445238642846	0.01522645119898257	0.0018936242257325843	0.009552420003112476	0.0067484956747558625	0.15701559809434382	0.006641670146221917	-0.003443589113824853	0.0227608566523127
SCZ	0p5	EUR	slope_projDelta	4116	3447	-0.01868253656840044	0.01578458762490822	0.2366556237718549	-0.047336445238642846	0.01522645119898257	0.0018936242257325843	0.028653908670242385	0.01800549429150922	0.11161174384869843	0.017619499497266232	-0.006149003268463579	0.06272159686416703
SCZ	0p5	EUR	slope_projC3	4116	3447	-0.00915873726124122	0.016245231251518603	0.5729405175862471	-0.047336445238642846	0.01522645119898257	0.0018936242257325843	0.038177707977401686	0.017055932850869232	0.02525971383180868	0.016814034670650485	0.005186868356786151	0.07222451400423899
SCZ	1	EUR	slope_topDelta	4116	3447	-0.04155814834201118	0.015488114592682976	0.007326358574581497	-0.04500391258488676	0.01528416507167432	0.0032566141679275136	0.0034457642428755548	0.007647179252316269	0.6523113734380516			
SCZ	1	EUR	slope_topC3	4116	3447	-0.035434656313988885	0.01582699092765053	0.02522762546911549	-0.04500391258488676	0.01528416507167432	0.0032566141679275136	0.009569256270897874	0.00675728762923658	0.15682529006344953			
SCZ	1	EUR	slope_projDelta	4116	3447	-0.017343736505764002	0.015809578579927926	0.2727006589729519	-0.04500391258488676	0.01528416507167432	0.0032566141679275136	0.027660176079122717	0.01805160231436197	0.1255442343687084			
SCZ	1	EUR	slope_projC3	4116	3447	-0.007969071562758183	0.01631394171806222	0.6252393515418341	-0.04500391258488676	0.01528416507167432	0.0032566141679275136	0.03703484102212859	0.017056128237537955	0.029972667071453827			
MDD	5e-8	EUR	slope_topDelta	4116	3447	-0.010319482000223233	0.01522513852673092	0.4979488843106006	-0.011497755693965772	0.015538453173812715	0.45937772326910914	0.0011782736937425216	0.007461618767798767	0.8745359697160826			
MDD	5e-8	EUR	slope_topC3	4116	3447	-0.012791080214407287	0.015262261068215946	0.4020407918742108	-0.011497755693965772	0.015538453173812715	0.45937772326910914	-0.0012933245204415265	0.0065890517239622455	0.8443995658660859			
MDD	5e-8	EUR	slope_projDelta	4116	3447	-0.0075678872666799565	0.015739188873721374	0.6306672613709755	-0.011497755693965772	0.015538453173812715	0.45937772326910914	0.003929868427285816	0.01843640939009799	0.8312163239512462			
MDD	5e-8	EUR	slope_projC3	4116	3447	-0.015383888863637616	0.015513804612796984	0.32144972272502925	-0.011497755693965772	0.015538453173812715	0.45937772326910914	-0.003886133169671855	0.0171873911088722	0.8211341560844095			
MDD	1e-5	EUR	slope_topDelta	4116	3447	-0.019126330676323893	0.01561926857623628	0.22083442509787943	-0.01598816704192503	0.015804347100693717	0.3117855552197226	-0.0031381636343988757	0.007565154462771917	0.6783008292921465			
MDD	1e-5	EUR	slope_topC3	4116	3447	-0.013232950218598515	0.015943232835323475	0.40659390378525595	-0.01598816704192503	0.015804347100693717	0.3117855552197226	0.0027552168233265116	0.00655071647932487	0.6740750399439379			
MDD	1e-5	EUR	slope_projDelta	4116	3447	-0.020578375590295666	0.016101591141639324	0.2013236355633046	-0.01598816704192503	0.015804347100693717	0.3117855552197226	-0.0045902085483706225	0.01895725413059233	0.8086902199755212			
MDD	1e-5	EUR	slope_projC3	4116	3447	-0.010482240600507679	0.01584881270437848	0.5084066832767896	-0.01598816704192503	0.015804347100693717	0.3117855552197226	0.005505926441417355	0.016831808926673533	0.7436012577148139			
MDD	0p001	EUR	slope_topDelta	4116	3447	-0.03299192003017148	0.015823715489395138	0.037145758751425534	-0.026414512572218284	0.015471369231183967	0.08785345809881533	-0.006577407457953204	0.007838753935929067	0.40147791092074697			
MDD	0p001	EUR	slope_topC3	4116	3447	-0.02085997810320043	0.01582788998016063	0.18761622731587752	-0.026414512572218284	0.015471369231183967	0.08785345809881533	0.005554534469017864	0.006587281295233143	0.3991633337483111			
MDD	0p001	EUR	slope_projDelta	4116	3447	-0.02101774889483165	0.016467202817603555	0.201921382987565	-0.026414512572218284	0.015471369231183967	0.08785345809881533	0.005396763677386649	0.01901515961678808	0.7765701703278031			
MDD	0p001	EUR	slope_projC3	4116	3447	-0.0151251645467995	0.016118932451453082	0.34813147247599496	-0.026414512572218284	0.015471369231183967	0.08785345809881533	0.011289348025418788	0.01695706499051896	0.5056086074327211			
MDD	0p01	EUR	slope_topDelta	4116	3447	-0.022438860433036764	0.016062539088617378	0.16251300663124568	-0.0187019646236204	0.015948878195059486	0.24102950368636145	-0.003736895809416373	0.007679550797540683	0.6265703332129084	0.007654179416883446	-0.018072710946796026	0.011874903091332734
MDD	0p01	EUR	slope_topC3	4116	3447	-0.011240554208291492	0.016225652235814073	0.48850410004428985	-0.0187019646236204	0.015948878195059486	0.24102950368636145	0.00746141041532891	0.006689199237272792	0.2647390545233696	0.006782813908198732	-0.0061984931697317	0.02069821120394604
MDD	0p01	EUR	slope_projDelta	4116	3447	-0.015619522730188698	0.0159053534394443	0.3261543653036549	-0.0187019646236204	0.015948878195059486	0.24102950368636145	0.0030824418934317192	0.01886958784173051	0.8702484952614078	0.01916457652266466	-0.034096341328211356	0.039147898475317064
MDD	0p01	EUR	slope_projC3	4116	3447	-0.0042008233849269334	0.01626275611724791	0.796183529227152	-0.0187019646236204	0.015948878195059486	0.24102950368636145	0.014501141238693482	0.0170696266186769	0.3956460666515171	0.016946789557189434	-0.01790609748460272	0.0478371631119358
MDD	0p05	EUR	slope_topDelta	4116	3447	-0.022342913480403334	0.01590884456336426	0.16027993930106474	-0.021654640873963425	0.0158904283602005	0.17305116029812842	-0.0006882726064399111	0.007897489454122619	0.9305567016668288			
MDD	0p05	EUR	slope_topC3	4116	3447	-0.01345452084159602	0.016186207332223927	0.40589921717671973	-0.021654640873963425	0.0158904283602005	0.17305116029812842	0.008200120032367418	0.00673510252577455	0.2234899088545129			
MDD	0p05	EUR	slope_projDelta	4116	3447	-0.0035643134432774945	0.015706593783860485	0.8204908367487899	-0.021654640873963425	0.0158904283602005	0.17305116029812842	0.018090327430685938	0.01886784994683717	0.3377312348035432			
MDD	0p05	EUR	slope_projC3	4116	3447	0.004415962948487887	0.016168314959352267	0.7847738802364239	-0.021654640873963425	0.0158904283602005	0.17305116029812842	0.02607060382245134	0.01707848684242244	0.12697288403942847			
MDD	0p1	EUR	slope_topDelta	4116	3447	-0.021962269712478975	0.015763875501726553	0.1636484426869123	-0.021098087283317992	0.015806680314346396	0.18204386049132248	-0.0008641824291609954	0.00776699322564254	0.9114139211951813			
MDD	0p1	EUR	slope_topC3	4116	3447	-0.013511492382397527	0.015916830961386134	0.39600658121907245	-0.021098087283317992	0.015806680314346396	0.18204386049132248	0.007586594900920473	0.00668405470092881	0.25644217250746526			
MDD	0p1	EUR	slope_projDelta	4116	3447	-0.0032857686855036566	0.015649010820559733	0.8337061992331392	-0.021098087283317992	0.015806680314346396	0.18204386049132248	0.017812318597814326	0.018903979734873438	0.34612952772336947			
MDD	0p1	EUR	slope_projC3	4116	3447	0.0019177229653251898	0.01594939284733484	0.9043016324872913	-0.021098087283317992	0.015806680314346396	0.18204386049132248	0.023015810248643204	0.01722575204725677	0.18159565106264144			
MDD	0p5	EUR	slope_topDelta	4116	3447	-0.015462660032875216	0.015713881883712436	0.32517832839566246	-0.015077292280626275	0.01580667157868411	0.34022332093238883	-0.00038536775224895503	0.007782261448970215	0.9605087759215198	0.007748421002858596	-0.015801869654465926	0.014174209738076239
MDD	0p5	EUR	slope_topC3	4116	3447	-0.007990858926149081	0.015981843324022374	0.6171097667518128	-0.015077292280626275	0.01580667157868411	0.34022332093238883	0.007086433354477197	0.006774419856842727	0.29560780847069307	0.006711980220813014	-0.006144308030312567	0.020712669565927745
MDD	0p5	EUR	slope_projDelta	4116	3447	-0.002041937031123409	0.01576843954037688	0.8969733904895003	-0.015077292280626275	0.01580667157868411	0.34022332093238883	0.01303535524950287	0.019002682283046406	0.49277534415244856	0.01876791503759474	-0.022847166498290186	0.050139237576220734
MDD	0p5	EUR	slope_projC3	4116	3447	0.00251205186886503	0.01603399485959745	0.8755138196242076	-0.015077292280626275	0.01580667157868411	0.34022332093238883	0.01758934414949132	0.017352347833748703	0.3108171930265905	0.01731156583904537	-0.017189116374378678	0.051286671508760436
MDD	1	EUR	slope_topDelta	4116	3447	-0.016338390158483453	0.01569002920076252	0.29779866081216383	-0.015519805747568682	0.015741323485823855	0.3242378454891341	-0.0008185844109147788	0.007790118521026915	0.9163185713691379			
MDD	1	EUR	slope_topC3	4116	3447	-0.007869106544666202	0.015902467533357993	0.6207477425255575	-0.015519805747568682	0.015741323485823855	0.3242378454891341	0.007650699202902472	0.006766206212657506	0.2582507462850965			
MDD	1	EUR	slope_projDelta	4116	3447	-0.0016732994185559718	0.015846187812928982	0.9159087756428899	-0.015519805747568682	0.015741323485823855	0.3242378454891341	0.013846506329012702	0.019018854711028117	0.46663794364285005			
MDD	1	EUR	slope_projC3	4116	3447	0.0034092031287466878	0.016029735773657676	0.8315891994800845	-0.015519805747568682	0.015741323485823855	0.3242378454891341	0.018929008876315396	0.01732128429058371	0.27455016737723553			
ASD	5e-8	EUR	slope_topDelta	4116	3447	-0.00489550720176485	0.015488290067850428	0.751962474309577	-0.0014279031780276585	0.015694209191962554	0.9275115418225395	-0.0034676040237371893	0.007968335475917658	0.6634641507060942			
ASD	5e-8	EUR	slope_topC3	4116	3447	-0.007157192685149807	0.01599339692808383	0.6545355557195723	-0.0014279031780276585	0.015694209191962554	0.9275115418225395	-0.005729289507122164	0.006894873375677021	0.4060598972193797			
ASD	5e-8	EUR	slope_projDelta	4116	3447	0.004609963466066222	0.017087117533575003	0.7873366186928973	-0.0014279031780276585	0.015694209191962554	0.9275115418225395	0.006037866644093862	0.020488237278731985	0.768241444252794			
ASD	5e-8	EUR	slope_projC3	4116	3447	-0.02120450673561798	0.0166087638713086	0.20179212549986228	-0.0014279031780276585	0.015694209191962554	0.9275115418225395	-0.01977660355759034	0.017951192622474438	0.2706745173132329			
