disorder	threshold	stratum	phenotype	n	n_families	beta_new	se_new	p_new	beta_global	se_global	p_global	delta	se_delta	p_delta	boot_se	boot_lo	boot_hi
SCZ	0p001	EUR	slope_projDelta	4116	3447	0.012669475711412838	0.0170364663566913	0.4571280235282708	-0.0047808948851154175	0.01574495872802883	0.7614158781854161	0.017450370596528247	0.019552399705225328	0.37219131482797424			
SCZ	0p001	EUR	slope_projC3	4116	3447	0.007089972770877101	0.01729277929636409	0.681834264808516	-0.0047808948851154175	0.01574495872802883	0.7614158781854161	0.011870867655992478	0.017938585390452594	0.508175387713369			
SCZ	0p01	EUR	slope_topDelta	4116	3447	-0.01629699397649529	0.015383821204832499	0.28951042739784233	-0.021055753671458552	0.015122777007568524	0.1639151788820571	0.004758759694963263	0.007841653203107613	0.5439860025811029	0.007822487661686554	-0.009967761493457641	0.019838632255633495
SCZ	0p01	EUR	slope_topC3	4116	3447	-0.012684775526838584	0.015586909300469328	0.4158102956132999	-0.021055753671458552	0.015122777007568524	0.1639151788820571	0.008370978144619973	0.006757140337399716	0.21549119303409692	0.0066750807254159685	-0.0055135454518495846	0.021089838030533548
SCZ	0p01	EUR	slope_projDelta	4116	3447	-0.0019495079478257437	0.016293824212973554	0.9047697239831505	-0.021055753671458552	0.015122777007568524	0.1639151788820571	0.019106245723632797	0.01850302491344456	0.3018630292662735	0.018328527596215748	-0.01667802424525584	0.05522978854492711
SCZ	0p01	EUR	slope_projC3	4116	3447	-0.00542890919228959	0.016468098906168082	0.7416752790221134	-0.021055753671458552	0.015122777007568524	0.1639151788820571	0.015626844479169	0.01744553675460453	0.3704487139519518	0.017313868705837225	-0.018272703253646164	0.049846917206579265
SCZ	0p05	EUR	slope_topDelta	4116	3447	-0.03639434504409166	0.015183175611121025	0.016582059002844613	-0.03774916654148892	0.014999320104877808	0.011890165216019932	0.001354821497397229	0.007699579691616907	0.8603353540342973			
SCZ	0p05	EUR	slope_topC3	4116	3447	-0.03290161048742129	0.015476044033908946	0.033576637501693145	-0.03774916654148892	0.014999320104877808	0.011890165216019932	0.004847556054067604	0.006632048758388982	0.46487228077309994			
SCZ	0p05	EUR	slope_projDelta	4116	3447	-0.018541530476778707	0.01592307705075485	0.24432475953280197	-0.03774916654148892	0.014999320104877808	0.011890165216019932	0.019207636064710213	0.018064279241616403	0.2877232415111869			
SCZ	0p05	EUR	slope_projC3	4116	3447	-0.016495416637614058	0.01624293416052141	0.3099178113512761	-0.03774916654148892	0.014999320104877808	0.011890165216019932	0.021253749903874877	0.017106166266354802	0.21415094492630532			
SCZ	0p1	EUR	slope_topDelta	4116	3447	-0.03773558669791722	0.015363304653259517	0.014089894254367486	-0.03752384959539585	0.015096300230357344	0.012979221490381382	-0.00021173710252137858	0.0076977515269521625	0.9780574622636928			
SCZ	0p1	EUR	slope_topC3	4116	3447	-0.030730861472699194	0.01563065637179482	0.04937144918546128	-0.03752384959539585	0.015096300230357344	0.012979221490381382	0.006792988122696628	0.006697608514652682	0.3105390482201574			
SCZ	0p1	EUR	slope_projDelta	4116	3447	-0.01959000651926579	0.0158336590899295	0.21608299672232575	-0.03752384959539585	0.015096300230357344	0.012979221490381382	0.017933843076130013	0.01795041872537767	0.3178277398914438			
SCZ	0p1	EUR	slope_projC3	4116	3447	-0.013141363936413871	0.016208479115528772	0.4175532123970282	-0.03752384959539585	0.015096300230357344	0.012979221490381382	0.024382485658981937	0.017013883969710247	0.15192184794025			
SCZ	0p5	EUR	slope_topDelta	4116	3447	-0.04317925037720076	0.01548661656987073	0.005329823346632464	-0.04718852750931273	0.015238851413348483	0.001973323632304714	0.0040092771321119745	0.007617406706729871	0.5986921346489787	0.007654364625438741	-0.010421053248833589	0.01925972750135542
SCZ	0p5	EUR	slope_topC3	4116	3447	-0.03740272879131656	0.015789830342440702	0.017901422898674378	-0.04718852750931273	0.015238851413348483	0.001973323632304714	0.009785798717996159	0.006750296260736666	0.14723756702747182	0.0066397140187271116	-0.003189974474247738	0.02292699531725982
SCZ	0p5	EUR	slope_projDelta	4116	3447	-0.018454709153057972	0.015776537328654305	0.24217981943286873	-0.04718852750931273	0.015238851413348483	0.001973323632304714	0.02873381835625473	0.018020477646899763	0.11091372453094815	0.017610187466566344	-0.006290824128520227	0.06257906393380908
SCZ	0p5	EUR	slope_projC3	4116	3447	-0.007738082934902759	0.016318160034740025	0.6353868378927635	-0.04718852750931273	0.015238851413348483	0.001973323632304714	0.03945044457440994	0.017108609462010663	0.021176283904076727	0.016838411013817906	0.006582976477993827	0.07336257522345589
SCZ	1	EUR	slope_topDelta	4116	3447	-0.04130103810836215	0.015496953944032535	0.00773227902132145	-0.04489693323326261	0.015294152371046671	0.0033514586097500667	0.0035958951249004567	0.007646689044734779	0.6382024752017192			
SCZ	1	EUR	slope_topC3	4116	3447	-0.035103082698888566	0.015847324105567044	0.026819768476782174	-0.04489693323326261	0.015294152371046671	0.0033514586097500667	0.009793850534374055	0.0067595580673238675	0.14745952083122027			
SCZ	1	EUR	slope_projDelta	4116	3447	-0.017131518889621004	0.01580248660961542	0.2783950939149432	-0.04489693323326261	0.015294152371046671	0.0033514586097500667	0.027765414343641652	0.01806402386145055	0.12437143048996548			
SCZ	1	EUR	slope_projC3	4116	3447	-0.00660746624656613	0.016393614577868837	0.6869355533893582	-0.04489693323326261	0.015294152371046671	0.0033514586097500667	0.03828946698669645	0.017109851292852696	0.025293778986831602			
MDD	5e-8	EUR	slope_topDelta	4116	3447	-0.010764487648224174	0.01525497624879979	0.48046111716829026	-0.012122672382374071	0.015574300261502264	0.4364004140805167	0.0013581847341499072	0.007462233115524619	0.8555872992367344			
MDD	5e-8	EUR	slope_topC3	4116	3447	-0.012934696986343185	0.015300930758691742	0.3979721298788851	-0.012122672382374071	0.015574300261502264	0.4364004140805167	-0.0008120246039691027	0.006578706980468219	0.9017720190065074			
MDD	5e-8	EUR	slope_projDelta	4116	3447	-0.007274481218760577	0.01573560306208426	0.6438993989583139	-0.012122672382374071	0.015574300261502264	0.4364004140805167	0.0048481911636134925	0.018467414454244165	0.7929310215243673			
MDD	5e-8	EUR	slope_projC3	4116	3447	-0.012594864965455345	0.015569616156490105	0.418606256359992	-0.012122672382374071	0.015574300261502264	0.4364004140805167	-0.0004721925830812654	0.01722450658012957	0.978131121319858			
MDD	1e-5	EUR	slope_topDelta	4116	3447	-0.020038401952056386	0.015640000278862972	0.20019990131180082	-0.016950207405441817	0.015802198926715045	0.28350389657357233	-0.0030881945466145725	0.0075656501034422	0.6831622827254579			
MDD	1e-5	EUR	slope_topC3	4116	3447	-0.013856085978684197	0.015959478729594967	0.3853430297862923	-0.016950207405441817	0.015802198926715045	0.28350389657357233	0.0030941214267576167	0.006556265803462873	0.6370041407077291			
MDD	1e-5	EUR	slope_projDelta	4116	3447	-0.020441206183732113	0.016127402811245826	0.20506833989587353	-0.016950207405441817	0.015802198926715045	0.28350389657357233	-0.0034909987782902794	0.01896941743606959	0.8539983958050408			
MDD	1e-5	EUR	slope_projC3	4116	3447	-0.008553392346282548	0.015984035120664035	0.5926007399806513	-0.016950207405441817	0.015802198926715045	0.28350389657357233	0.008396815059159263	0.016911585002974076	0.6195644687855555			
MDD	0p001	EUR	slope_topDelta	4116	3447	-0.03354901105751753	0.015843343324328296	0.03428495499991539	-0.02707186616937124	0.015468538693630999	0.08018585512702876	-0.006477144888146249	0.00784077705579269	0.40881331261664616			
MDD	0p001	EUR	slope_topC3	4116	3447	-0.02118059961285109	0.015842456035780692	0.18132663128800702	-0.02707186616937124	0.015468538693630999	0.08018585512702876	0.005891266556520178	0.006596320385648265	0.37185845307027376			
MDD	0p001	EUR	slope_projDelta	4116	3447	-0.020836254976409386	0.01648749693048872	0.20640131987885013	-0.02707186616937124	0.015468538693630999	0.08018585512702876	0.006235611192961883	0.019005895553445108	0.742864863255198			
MDD	0p001	EUR	slope_projC3	4116	3447	-0.013162005231323475	0.016302964149680455	0.41952739945121037	-0.02707186616937124	0.015468538693630999	0.08018585512702876	0.0139098609380478	0.01708028186513196	0.4154828614445781			
MDD	0p01	EUR	slope_topDelta	4116	3447	-0.022664074055179985	0.01607078910465235	0.15855165432562132	-0.019107396007363893	0.015947852013495557	0.23095378424874452	-0.0035566780478160946	0.007683434660288353	0.643463771044811	0.007675244827141729	-0.018349086486568796	0.012067079512561536
MDD	0p01	EUR	slope_topC3	4116	3447	-0.011241210332844904	0.01623968724023582	0.4888545559339232	-0.019107396007363893	0.015947852013495557	0.23095378424874452	0.007866185674519004	0.006697162554210186	0.24025395919367862	0.0067860383665034755	-0.00582166451269993	0.02115904099499285
MDD	0p01	EUR	slope_projDelta	4116	3447	-0.015338599234899945	0.015907565634920448	0.3349967976750301	-0.019107396007363893	0.015947852013495557	0.23095378424874452	0.0037687967724639292	0.018875833085401014	0.8417562933566898	0.019179832095262212	-0.03362771399140292	0.03942413572957985
MDD	0p01	EUR	slope_projC3	4116	3447	-0.0018043700553508047	0.016405721876957623	0.9124283166048132	-0.019107396007363893	0.015947852013495557	0.23095378424874452	0.01730302595201309	0.01717655655386527	0.3138311371880119	0.017025602691065695	-0.01520005375810159	0.05076574264451229
MDD	0p05	EUR	slope_topDelta	4116	3447	-0.02226713679698584	0.01592146117511017	0.16203461558486854	-0.021756281360450228	0.01589246760691117	0.17109846574476958	-0.0005108554365355645	0.007902032304947681	0.9484575270725005			
MDD	0p05	EUR	slope_topC3	4116	3447	-0.01323210614020954	0.01620408387393469	0.4142187488539157	-0.021756281360450228	0.01589246760691117	0.17109846574476958	0.00852417522024072	0.006733557535255356	0.2056257017378179			
MDD	0p05	EUR	slope_projDelta	4116	3447	-0.003308115707745804	0.015720780813222736	0.8333449282340529	-0.021756281360450228	0.01589246760691117	0.17109846574476958	0.018448165652704466	0.018878719977401273	0.3285418752268378			
MDD	0p05	EUR	slope_projC3	4116	3447	0.006348399699828382	0.016276359102045536	0.6965325014182105	-0.021756281360450228	0.01589246760691117	0.17109846574476958	0.028104681060278684	0.017139110548958357	0.10113842593922606			
MDD	0p1	EUR	slope_topDelta	4116	3447	-0.021848469613882857	0.01577055075307428	0.16602085028895272	-0.021187025343356054	0.015805106050389345	0.1801654405377229	-0.0006614442705268207	0.0077676644251468314	0.9321442576993745			
MDD	0p1	EUR	slope_topC3	4116	3447	-0.013237546509625563	0.015931954458073046	0.40609883778707107	-0.021187025343356054	0.015805106050389345	0.1801654405377229	0.007949478833730459	0.0066785104819310015	0.23400768100250507			
MDD	0p1	EUR	slope_projDelta	4116	3447	-0.002994254615612067	0.01565848766945653	0.8483625689118234	-0.021187025343356054	0.015805106050389345	0.1801654405377229	0.01819277072774395	0.018909986676145924	0.33608088609261616			
MDD	0p1	EUR	slope_projC3	4116	3447	0.00408633483280009	0.016043697367814542	0.7989697681395798	-0.021187025343356054	0.015805106050389345	0.1801654405377229	0.025273360176156147	0.017258911801412095	0.14318524478999606			
MDD	0p5	EUR	slope_topDelta	4116	3447	-0.015237849389060294	0.015723817594609023	0.33256655237745586	-0.015124654994732053	0.015807945928565662	0.3387477090322568	-0.00011319439432823169	0.007781619722011446	0.9883949196782412	0.00775569209964267	-0.015566760505312393	0.014384342902718077
MDD	0p5	EUR	slope_topC3	4116	3447	-0.007571306661685212	0.015993294490449762	0.6359542021315777	-0.015124654994732053	0.015807945928565662	0.3387477090322568	0.007553348333046833	0.006762677997176746	0.26410779018316105	0.00670999850906308	-0.005565396538295839	0.02106008196931018
MDD	0p5	EUR	slope_projDelta	4116	3447	-0.0016537435191128374	0.015780366194209482	0.9165425630280689	-0.015124654994732053	0.015807945928565662	0.3387477090322568	0.013470911475619237	0.019005616122460878	0.4785053350548389	0.018799000295170735	-0.022579209622488716	0.051133036114199566
MDD	0p5	EUR	slope_projC3	4116	3447	0.005315410551274653	0.016118064844721152	0.7415864732339023	-0.015124654994732053	0.015807945928565662	0.3387477090322568	0.020440065546006723	0.017380884014442502	0.23967275709012148	0.017374261641486165	-0.014495787716391456	0.05451749073997056
MDD	1	EUR	slope_topDelta	4116	3447	-0.016116195837606047	0.01569839957160366	0.3046743428641635	-0.015575298553005915	0.01574007629373776	0.32247272535246574	-0.0005408972846001487	0.007788885892364118	0.9446396336185685			
MDD	1	EUR	slope_topC3	4116	3447	-0.007447393761465067	0.015911681101169202	0.6397815161176132	-0.015575298553005915	0.01574007629373776	0.32247272535246574	0.008127904791540831	0.006753210883574225	0.22884176996735925			
MDD	1	EUR	slope_projDelta	4116	3447	-0.0012777410170387508	0.015857384175917217	0.9357830084400656	-0.015575298553005915	0.01574007629373776	0.32247272535246574	0.014297557535967155	0.019019247752225413	0.45225787597569883			
MDD	1	EUR	slope_projC3	4116	3447	0.006276409065348702	0.01611023477730045	0.6968627809080418	-0.015575298553005915	0.01574007629373776	0.32247272535246574	0.021851707618354612	0.017340535806920358	0.20769993002361162			
ASD	5e-8	EUR	slope_topDelta	4116	3447	-0.004185606546893329	0.015506920957715671	0.7872390321027449	-0.0009017646825198618	0.015691178419343713	0.954174507783877	-0.0032838418643734574	0.007965761981982063	0.680185838602412			
ASD	5e-8	EUR	slope_topC3	4116	3447	-0.006465223559471076	0.01599721345369329	0.6861298088292875	-0.0009017646825198618	0.015691178419343713	0.954174507783877	-0.005563458876951209	0.006899512988700938	0.42009365535424464			
ASD	5e-8	EUR	slope_projDelta	4116	3447	0.004845713145131623	0.017079173757436356	0.7766415637156413	-0.0009017646825198618	0.015691178419343713	0.954174507783877	0.005747477827651491	0.020462208967559282	0.7788173328188626			
ASD	5e-8	EUR	slope_projC3	4116	3447	-0.020150860370658382	0.01668773916323278	0.2273129372943178	-0.0009017646825198618	0.015691178419343713	0.954174507783877	-0.01924909568813851	0.017992458824448092	0.284765173982866			
ASD	1e-5	EUR	slope_topDelta	4116	3447	0.021869683049488158	0.017736905334869994	0.21765821167594926	0.03148831964914218	0.01739995919598826	0.07043285873842714	-0.00961863659965402	0.008877060181894528	0.2786452714450737			
ASD	1e-5	EUR	slope_topC3	4116	3447	0.02160175565119641	0.01742034894480967	0.21504872081255544	0.03148831964914218	0.01739995919598826	0.07043285873842714	-0.009886563997945783	0.007568184229507097	0.19152673854167065			
ASD	1e-5	EUR	slope_projDelta	4116	3447	0.005521137010012438	0.019205331796687715	0.7737625690003552	0.03148831964914218	0.01739995919598826	0.07043285873842714	-0.025967182639129737	0.022318900716982632	0.24472284629985985			
ASD	1e-5	EUR	slope_projC3	4116	3447	-0.014572108662249852	0.01813870670744317	0.4218158132158647	0.03148831964914218	0.01739995919598826	0.07043285873842714	-0.046060428311391996	0.01963291019953326	0.019028281385660564			
ASD	0p001	EUR	slope_topDelta	4116	3447	0.0059079773810975	0.015992957657396775	0.7118439626001494	0.018388835653702636	0.015829820590258028	0.24545491936869052	-0.012480858272605162	0.00801344378942995	0.1194460302797706			
ASD	0p001	EUR	slope_topC3	4116	3447	0.016099542841249963	0.016234613411095253	0.32142323404734124	0.018388835653702636	0.015829820590258028	0.24545491936869052	-0.002289292812452679	0.006831776227608753	0.7375739578776865			
ASD	0p001	EUR	slope_projDelta	4116	3447	-0.020150813797192555	0.017023435449548555	0.23660945558536228	0.018388835653702636	0.015829820590258028	0.24545491936869052	-0.0385396494508952	0.019715710810672936	0.050691150532550966			
ASD	0p001	EUR	slope_projC3	4116	3447	-0.004819586546977742	0.016439385665354918	0.7694074559005833	0.018388835653702636	0.015829820590258028	0.24545491936869052	-0.02320842220068041	0.01734924306488241	0.18107614008718156			
ASD	0p01	EUR	slope_topDelta	4116	3447	-0.008985491124590824	0.014973585099320924	0.5484860511541316	-0.007613393589790406	0.014974259668090783	0.6111829247610401	-0.0013720975348004184	0.0075682967151584225	0.8561463625574247	0.007493291220535109	-0.01616437690183273	0.013062878673403814
ASD	0p01	EUR	slope_topC3	4116	3447	-0.001400124342412126	0.01527590838495721	0.9269769090291751	-0.007613393589790406	0.014974259668090783	0.6111829247610401	0.006213269247378266	0.006396869165741359	0.3314678392285279	0.006508950367757814	-0.006259152668736772	0.01885232186791992
ASD	0p01	EUR	slope_projDelta	4116	3447	-0.011935956130509694	0.016262003860334887	0.46301196634371244	-0.007613393589790406	0.014974259668090783	0.6111829247610401	-0.004322562540719265	0.018826552524177004	0.8184168078776018	0.018959617216045617	-0.0426120973655547	0.031066278297793588
ASD	0p01	EUR	slope_projC3	4116	3447	0.005186961012679367	0.016014418482515568	0.7460385594757468	-0.007613393589790406	0.014974259668090783	0.6111829247610401	0.01280035460246977	0.016924044848903343	0.4494962755633941	0.016848300797587007	-0.021501749527078597	0.04596720106228009
ASD	0p05	EUR	slope_topDelta	4116	3447	-0.012095172437616965	0.015288685463159288	0.42892888804110807	-0.00029694752610791883	0.015110077338229166	0.9843218932828902	-0.011798224911509043	0.0076655471968835286	0.123865927531908			
ASD	0p05	EUR	slope_topC3	4116	3447	0.012952488696111679	0.015523143531328562	0.4041142629680192	-0.00029694752610791883	0.015110077338229166	0.9843218932828902	0.013249436222219598	0.006446229356877714	0.03991773745588596			
ASD	0p05	EUR	slope_projDelta	4116	3447	-0.01502506207247753	0.016594400344194214	0.36530111354183836	-0.00029694752610791883	0.015110077338229166	0.9843218932828902	-0.014728114546369627	0.018795246284705264	0.43332372666380226			
ASD	0p05	EUR	slope_projC3	4116	3447	0.011282661590669523	0.016520234826506768	0.49467795231656575	-0.00029694752610791883	0.015110077338229166	0.9843218932828902	0.01157960911677744	0.01688944695648921	0.4930038715271067			
ASD	0p1	EUR	slope_topDelta	4116	3447	-0.013476073164310952	0.015451168522904058	0.383175434750053	-0.007898003208913358	0.015177088109087987	0.6028252861895449	-0.005578069955397632	0.007638554209081285	0.4652857653608903			
ASD	0p1	EUR	slope_topC3	4116	3447	-0.0011652685258360838	0.015526653902281298	0.9401796370351445	-0.007898003208913358	0.015177088109087987	0.6028252861895449	0.006732734683077254	0.006441513914818798	0.29599923897948777			
ASD	0p1	EUR	slope_projDelta	4116	3447	-0.020261657311131755	0.016737810335704255	0.22615778783891696	-0.007898003208913358	0.015177088109087987	0.6028252861895449	-0.012363654102218385	0.018758687365206465	0.5098823281230752			
ASD	0p1	EUR	slope_projC3	4116	3447	-0.0016135526996076707	0.016577250612224478	0.9224657345413848	-0.007898003208913358	0.015177088109087987	0.6028252861895449	0.006284450509305662	0.016703857847616414	0.7067709411035679			
ASD	0p5	EUR	slope_topDelta	4116	3447	-0.007900082923188296	0.015598358666315712	0.6125599466369342	0.002405460914690913	0.015318416994149335	0.8752298951450991	-0.010305543837879171	0.007630566623751885	0.17692486044034264	0.007780204651827611	-0.02605060651783357	0.00446676081567965
ASD	0p5	EUR	slope_topC3	4116	3447	0.003542197563138072	0.015521585252401732	0.8194956968458948	0.002405460914690913	0.015318416994149335	0.8752298951450991	0.0011367366484471846	0.006499377495884332	0.8611690263311936	0.006418363327221226	-0.012203770804409304	0.01366862818799361
ASD	0p5	EUR	slope_projDelta	4116	3447	-0.0318698512408899	0.016595635690432084	0.05489293673907937	0.002405460914690913	0.015318416994149335	0.8752298951450991	-0.0342753121555808	0.01871822941422268	0.06716902685250309	0.019344286039430777	-0.07378324205133578	0.0026188617219429786
ASD	0p5	EUR	slope_projC3	4116	3447	-0.008576547130545169	0.016575398635431556	0.6048918178572594	0.002405460914690913	0.015318416994149335	0.8752298951450991	-0.010982008045236085	0.01694160851890044	0.5168813309717816	0.016961744659366437	-0.04371578844166797	0.021754990901099364
ASD	1	EUR	slope_topDelta	4116	3447	-0.009191229926539	0.015593715503438913	0.5556189709459911	0.001247429928814423	0.015274064522748406	0.934914030197308	-0.010438659855353442	0.007585985338294688	0.168897010478606			
ASD	1	EUR	slope_topC3	4116	3447	0.00198482742384758	0.015465203839139923	0.8978862153511805	0.001247429928814423	0.015274064522748406	0.934914030197308	0.0007373974950331658	0.0065082404843164665	0.9097976302998702			
ASD	1	EUR	slope_projDelta	4116	3447	-0.032344804092618896	0.016581246625081095	0.05117537227629144	0.001247429928814423	0.015274064522748406	0.934914030197308	-0.033592234021433326	0.018569216862877817	0.07053375968293552			
ASD	1	EUR	slope_projC3	4116	3447	-0.009434652612312864	0.01656221759734642	0.5689528397286202	0.001247429928814423	0.015274064522748406	0.934914030197308	-0.010682082541127288	0.016912165360912598	0.5276763120271263			
ALZ	5e-8	EUR	slope_topDelta	4116	3447	-0.021046297422938856	0.015120701409039936	0.16404665168260385	-0.023308011210697775	0.01466921035292075	0.11217312423319463	0.002261713787758913	0.007669216967560359	0.7680818906618609			
ALZ	5e-8	EUR	slope_topC3	4116	3447	-0.0205877489872419	0.014829753864440683	0.1651436238071677	-0.023308011210697775	0.01466921035292075	0.11217312423319463	0.002720262223455877	0.00668023675489485	0.683878718573682			
ALZ	5e-8	EUR	slope_projDelta	4116	3447	0.003933065505733104	0.015595433214907299	0.8009066104955122	-0.023308011210697775	0.01466921035292075	0.11217312423319463	0.027241076716430862	0.01788653935999433	0.12785217887830427			
ALZ	5e-8	EUR	slope_projC3	4116	3447	-0.0006732323362876181	0.015514220742388554	0.9653895512102232	-0.023308011210697775	0.01466921035292075	0.11217312423319463	0.022634778874410143	0.01708255546424928	0.1852513734571971			
ALZ	1e-5	EUR	slope_topDelta	4116	3447	-0.02185347084403055	0.015347201159832909	0.15455481041152738	-0.023580482087910748	0.014844511918103183	0.11226544182336616	0.0017270112438801913	0.007798317704599219	0.8247478191329145			
ALZ	1e-5	EUR	slope_topC3	4116	3447	-0.020570580721234768	0.01497889797844433	0.16974719795057747	-0.023580482087910748	0.014844511918103183	0.11226544182336616	0.003009901366675965	0.006700840667175841	0.6533281497235469			
ALZ	1e-5	EUR	slope_projDelta	4116	3447	0.002164814530086435	0.015709684479389346	0.8904055286973488	-0.023580482087910748	0.014844511918103183	0.11226544182336616	0.025745296617997165	0.018013050173459815	0.153020726734858			
ALZ	1e-5	EUR	slope_projC3	4116	3447	0.002118026594658216	0.015576449792956519	0.8918480310475295	-0.023580482087910748	0.014844511918103183	0.11226544182336616	0.025698508682568972	0.017140303247856252	0.13388663750448337			
ALZ	0p001	EUR	slope_topDelta	4116	3447	-0.03352096754684445	0.015373034996935793	0.02928753096489959	-0.03511178704904758	0.015053080464132257	0.019730030116271193	0.0015908195022030927	0.00787605585465646	0.8399429182490266			
ALZ	0p001	EUR	slope_topC3	4116	3447	-0.0254903661128768	0.015357759439853796	0.09705148770417057	-0.03511178704904758	0.015053080464132257	0.019730030116271193	0.00962142093617075	0.006570981580780158	0.14322263985741876			
ALZ	0p001	EUR	slope_projDelta	4116	3447	0.005050986080763975	0.01607503355851401	0.7533782166040192	-0.03511178704904758	0.015053080464132257	0.019730030116271193	0.04016277312981156	0.018345308443279352	0.02864431385244128			
ALZ	0p001	EUR	slope_projC3	4116	3447	0.01353364738011201	0.01569772922610384	0.388670223374315	-0.03511178704904758	0.015053080464132257	0.019730030116271193	0.04864543442915957	0.01664235378801901	0.003489447553353761			
ALZ	0p01	EUR	slope_topDelta	4116	3447	-0.016759427037276127	0.01485594751461005	0.25934392765776165	-0.023988300622420227	0.014724308352129489	0.10336988754385876	0.007228873585144079	0.007514032534279141	0.3360920832894076	0.0075480425802994374	-0.007448931872622046	0.021896222217370972
ALZ	0p01	EUR	slope_topC3	4116	3447	-0.016076591696694786	0.015250432948068817	0.2918777136393164	-0.023988300622420227	0.014724308352129489	0.10336988754385876	0.007911708925725427	0.006694645563603922	0.23736798874196255	0.006804997298674171	-0.004721310569342145	0.021330395203296555
ALZ	0p01	EUR	slope_projDelta	4116	3447	0.016699110140715335	0.015532751811683081	0.282409588275964	-0.023988300622420227	0.014724308352129489	0.10336988754385876	0.04068741076313554	0.01763901788666648	0.021132205610556145	0.017291121298979414	0.007658463809196522	0.07520352451977465
ALZ	0p01	EUR	slope_projC3	4116	3447	0.029257843349134543	0.016029152046380335	0.06804386735486725	-0.023988300622420227	0.014724308352129489	0.10336988754385876	0.05324614397155476	0.016585189097619073	0.0013373864522789115	0.01631708638232761	0.020886720204804227	0.08414043180333128
ALZ	0p05	EUR	slope_topDelta	4116	3447	-0.026719404451321226	0.014866185104808433	0.07237115201771849	-0.03457446213374442	0.014547164856126843	0.01752189924416533	0.007855057682423196	0.007556933741403911	0.29866824680914716			
ALZ	0p05	EUR	slope_topC3	4116	3447	-0.03314897767144248	0.014882352653674602	0.02598478368200046	-0.03457446213374442	0.014547164856126843	0.01752189924416533	0.0014254844623019672	0.006656807236700967	0.8304510498180468			
ALZ	0p05	EUR	slope_projDelta	4116	3447	0.002003870176870851	0.015415906411406178	0.896584157550422	-0.03457446213374442	0.014547164856126843	0.01752189924416533	0.036578332310615295	0.017662619997182744	0.038438121999017756			
ALZ	0p05	EUR	slope_projC3	4116	3447	0.0006354508712851543	0.015554368754651606	0.9674150308277027	-0.03457446213374442	0.014547164856126843	0.01752189924416533	0.0352099130050296	0.016570289571144117	0.0336674212498086			
ALZ	0p1	EUR	slope_topDelta	4116	3447	-0.028207097812089167	0.014819226716501705	0.05707001281736171	-0.034690877888195706	0.014793484668521028	0.019082989707394346	0.006483780076106532	0.007512441129996462	0.38815776191384715			
ALZ	0p1	EUR	slope_topC3	4116	3447	-0.03259528656041684	0.01506342365798874	0.030542847432260194	-0.034690877888195706	0.014793484668521028	0.019082989707394346	0.002095591327778873	0.0066693196415877854	0.7533777899031567			
