trait	model	set	submodel	n_genes	beta	beta_std	se	p
slope_PC1	marginal	SCZ_locus_pool	-	455	-0.021823	-0.0034007	0.051168	0.66512
slope_PC1	marginal	SCZ_pool_not_prio	-	354	-0.0056299	-0.00077604	0.057429	0.53905
slope_PC1	marginal	SCZ_prio_finemap	-	61	-0.030106	-0.0017367	0.11214	0.60583
slope_PC1	marginal	SCZ_prio_rare	-	7	0.4046	0.0079181	0.3801	0.14357
slope_PC1	marginal	SCZ_prio_smr	-	44	-0.076773	-0.0037631	0.13386	0.71686
slope_PC1	marginal	SCZ_prioritised	-	101	-0.052752	-0.0039114	0.089212	0.72284
slope_PC1	marginal	SCZ_prioritised_pc	-	101	-0.052752	-0.0039114	0.089212	0.72284
slope_PC2	marginal	SCZ_locus_pool	-	455	0.039494	0.0061545	0.051817	0.22298
slope_PC2	marginal	SCZ_pool_not_prio	-	354	0.051559	0.0071071	0.058157	0.18767
slope_PC2	marginal	SCZ_prio_finemap	-	61	-0.041545	-0.0023966	0.11356	0.64276
slope_PC2	marginal	SCZ_prio_rare	-	7	0.31529	0.0061703	0.38494	0.20638
slope_PC2	marginal	SCZ_prio_smr	-	44	0.059733	0.0029278	0.13556	0.32974
slope_PC2	marginal	SCZ_prioritised	-	101	-0.004366	-0.00032372	0.090347	0.51927
slope_PC2	marginal	SCZ_prioritised_pc	-	101	-0.004366	-0.00032372	0.090347	0.51927
slope_PC3	marginal	SCZ_locus_pool	-	455	-0.054892	-0.008554	0.051264	0.85785
slope_PC3	marginal	SCZ_pool_not_prio	-	354	-0.021159	-0.0029166	0.057538	0.64346
slope_PC3	marginal	SCZ_prio_finemap	-	61	-0.060466	-0.0034881	0.11235	0.70478
slope_PC3	marginal	SCZ_prio_rare	-	7	0.17162	0.0033586	0.38084	0.32613
slope_PC3	marginal	SCZ_prio_smr	-	44	-0.19721	-0.0096664	0.1341	0.92929
slope_PC3	marginal	SCZ_prioritised	-	101	-0.11581	-0.0085865	0.089379	0.90245
slope_PC3	marginal	SCZ_prioritised_pc	-	101	-0.11581	-0.0085865	0.089379	0.90245
baseline_thickness	cond_on_pool	SCZ_locus_pool	1	455	0.1286	0.02004	0.090713	0.078157
baseline_thickness	cond_on_pool	SCZ_pool_not_prio	1	354	0.059907	0.0082577	0.10181	0.27813
baseline_thickness	cond_on_pool	SCZ_locus_pool	2	455	0.19708	0.030711	0.057826	0.00032798
baseline_thickness	cond_on_pool	SCZ_prio_finemap	2	61	-0.11989	-0.0069162	0.12673	0.82794
baseline_thickness	cond_on_pool	SCZ_locus_pool	3	455	0.17112	0.026666	0.052133	0.00051595
baseline_thickness	cond_on_pool	SCZ_prio_rare	3	7	0.074333	0.0014547	0.38729	0.4239
baseline_thickness	cond_on_pool	SCZ_locus_pool	4	455	0.17157	0.026737	0.053031	0.00060889
baseline_thickness	cond_on_pool	SCZ_prio_smr	4	44	0.010437	0.00051159	0.13873	0.47001
baseline_thickness	cond_on_pool	SCZ_locus_pool	5	455	0.18851	0.029375	0.058394	0.00062434
baseline_thickness	cond_on_pool	SCZ_prioritised	5	101	-0.059907	-0.0044418	0.10181	0.72187
baseline_thickness	cond_on_pool	SCZ_locus_pool	6	455	0.18851	0.029375	0.058394	0.00062434
baseline_thickness	cond_on_pool	SCZ_prioritised_pc	6	101	-0.059907	-0.0044418	0.10181	0.72187
global_slope	cond_on_pool	SCZ_locus_pool	1	455	0.051494	0.0080245	0.091433	0.28666
global_slope	cond_on_pool	SCZ_pool_not_prio	1	354	0.12489	0.017215	0.10262	0.11181
global_slope	cond_on_pool	SCZ_locus_pool	2	455	0.16363	0.025499	0.058288	0.0025019
global_slope	cond_on_pool	SCZ_prio_finemap	2	61	-0.10067	-0.0058075	0.12774	0.78468
global_slope	cond_on_pool	SCZ_locus_pool	3	455	0.12943	0.020169	0.052543	0.0068894
global_slope	cond_on_pool	SCZ_prio_rare	3	7	0.74189	0.014519	0.39033	0.028682
global_slope	cond_on_pool	SCZ_locus_pool	4	455	0.14354	0.022368	0.053454	0.0036283
global_slope	cond_on_pool	SCZ_prio_smr	4	44	-0.0065316	-0.00032015	0.13984	0.51863
global_slope	cond_on_pool	SCZ_locus_pool	5	455	0.17639	0.027487	0.058857	0.0013664
global_slope	cond_on_pool	SCZ_prioritised	5	101	-0.12489	-0.0092602	0.10262	0.88819
global_slope	cond_on_pool	SCZ_locus_pool	6	455	0.17639	0.027487	0.058857	0.0013664
global_slope	cond_on_pool	SCZ_prioritised_pc	6	101	-0.12489	-0.0092602	0.10262	0.88819
MDD	cond_on_pool	SCZ_locus_pool	1	460	1.0753	0.16511	0.13264	2.8017e-16
MDD	cond_on_pool	SCZ_pool_not_prio	1	356	-0.45473	-0.061596	0.14922	0.99884
MDD	cond_on_pool	SCZ_locus_pool	2	460	0.63991	0.098257	0.076738	4.0849e-17
MDD	cond_on_pool	SCZ_prio_finemap	2	64	0.50372	0.029156	0.17696	0.0022127
MDD	cond_on_pool	SCZ_locus_pool	3	460	0.70493	0.10824	0.070379	7.7322e-24
MDD	cond_on_pool	SCZ_prio_rare	3	7	1.3726	0.026313	0.51066	0.0036002
MDD	cond_on_pool	SCZ_locus_pool	4	460	0.71988	0.11054	0.071695	6.0304e-24
MDD	cond_on_pool	SCZ_prio_smr	4	44	0.15209	0.0073029	0.22186	0.24652
MDD	cond_on_pool	SCZ_locus_pool	5	460	0.62059	0.095291	0.078596	1.5432e-15
MDD	cond_on_pool	SCZ_prioritised	5	104	0.45473	0.033516	0.14922	0.0011561
MDD	cond_on_pool	SCZ_locus_pool	6	460	0.62059	0.095291	0.078596	1.5432e-15
MDD	cond_on_pool	SCZ_prioritised_pc	6	104	0.45473	0.033516	0.14922	0.0011561
SCZ	cond_on_pool	SCZ_locus_pool	1	457	2.8797	0.44762	0.12716	6.6372e-112
SCZ	cond_on_pool	SCZ_pool_not_prio	1	356	-0.61254	-0.08427	0.14238	0.99999
SCZ	cond_on_pool	SCZ_locus_pool	2	457	2.322	0.36093	0.07356	7.4965e-212
SCZ	cond_on_pool	SCZ_prio_finemap	2	61	0.53106	0.030489	0.1728	0.0010604
SCZ	cond_on_pool	SCZ_locus_pool	3	457	2.3867	0.37098	0.067689	1.2398e-261
SCZ	cond_on_pool	SCZ_prio_rare	3	7	1.5601	0.030385	0.50579	0.0010217
SCZ	cond_on_pool	SCZ_locus_pool	4	457	2.3754	0.36923	0.068965	3.0933e-250
SCZ	cond_on_pool	SCZ_prio_smr	4	44	0.51378	0.025063	0.20867	0.0069114
SCZ	cond_on_pool	SCZ_locus_pool	5	457	2.2672	0.35241	0.075325	2.1718e-193
SCZ	cond_on_pool	SCZ_prioritised	5	101	0.61254	0.045201	0.14238	8.5096e-06
SCZ	cond_on_pool	SCZ_locus_pool	6	457	2.2672	0.35241	0.075325	2.1718e-193
SCZ	cond_on_pool	SCZ_prioritised_pc	6	101	0.61254	0.045201	0.14238	8.5096e-06
slope_PC1	cond_on_pool	SCZ_locus_pool	1	455	-0.054591	-0.0085072	0.089866	0.72823
slope_PC1	cond_on_pool	SCZ_pool_not_prio	1	354	0.044739	0.0061669	0.10086	0.32868
slope_PC1	cond_on_pool	SCZ_locus_pool	2	455	-0.01961	-0.003056	0.057288	0.63394
slope_PC1	cond_on_pool	SCZ_prio_finemap	2	61	-0.010781	-0.00062192	0.12555	0.53422
slope_PC1	cond_on_pool	SCZ_locus_pool	3	455	-0.029756	-0.0046369	0.051644	0.71774
slope_PC1	cond_on_pool	SCZ_prio_rare	3	7	0.43458	0.0085048	0.38365	0.12867
slope_PC1	cond_on_pool	SCZ_locus_pool	4	455	-0.015994	-0.0024924	0.052536	0.6196
slope_PC1	cond_on_pool	SCZ_prio_smr	4	44	-0.067292	-0.0032983	0.13744	0.6878
slope_PC1	cond_on_pool	SCZ_locus_pool	5	455	-0.0098526	-0.0015354	0.057849	0.56762
slope_PC1	cond_on_pool	SCZ_prioritised	5	101	-0.044739	-0.0033172	0.10086	0.67132
slope_PC1	cond_on_pool	SCZ_locus_pool	6	455	-0.0098526	-0.0015354	0.057849	0.56762
slope_PC1	cond_on_pool	SCZ_prioritised_pc	6	101	-0.044739	-0.0033172	0.10086	0.67132
slope_PC2	cond_on_pool	SCZ_locus_pool	1	455	0.0053355	0.00083144	0.091007	0.47662
slope_PC2	cond_on_pool	SCZ_pool_not_prio	1	354	0.046636	0.0064285	0.10214	0.32399
slope_PC2	cond_on_pool	SCZ_locus_pool	2	455	0.060189	0.0093794	0.058014	0.14976
slope_PC2	cond_on_pool	SCZ_prio_finemap	2	61	-0.10086	-0.0058181	0.12714	0.78619
slope_PC2	cond_on_pool	SCZ_locus_pool	3	455	0.034371	0.0053561	0.052301	0.25554
slope_PC2	cond_on_pool	SCZ_prio_rare	3	7	0.28066	0.0054926	0.38853	0.23504
slope_PC2	cond_on_pool	SCZ_locus_pool	4	455	0.036178	0.0056377	0.053203	0.24826
slope_PC2	cond_on_pool	SCZ_prio_smr	4	44	0.038287	0.0018767	0.13918	0.39163
slope_PC2	cond_on_pool	SCZ_locus_pool	5	455	0.051972	0.008099	0.058583	0.18751
slope_PC2	cond_on_pool	SCZ_prioritised	5	101	-0.046636	-0.0034579	0.10214	0.67601
slope_PC2	cond_on_pool	SCZ_locus_pool	6	455	0.051972	0.008099	0.058583	0.18751
slope_PC2	cond_on_pool	SCZ_prioritised_pc	6	101	-0.046636	-0.0034579	0.10214	0.67601
slope_PC3	cond_on_pool	SCZ_locus_pool	1	455	-0.12151	-0.018935	0.090033	0.91142
slope_PC3	cond_on_pool	SCZ_pool_not_prio	1	354	0.090952	0.012537	0.10105	0.18405
slope_PC3	cond_on_pool	SCZ_locus_pool	2	455	-0.053253	-0.0082986	0.057396	0.82324
slope_PC3	cond_on_pool	SCZ_prio_finemap	2	61	-0.0079882	-0.00046081	0.12578	0.52532
slope_PC3	cond_on_pool	SCZ_locus_pool	3	455	-0.059112	-0.0092116	0.051743	0.87335
slope_PC3	cond_on_pool	SCZ_prio_rare	3	7	0.23117	0.0045241	0.38439	0.27379
slope_PC3	cond_on_pool	SCZ_locus_pool	4	455	-0.039857	-0.006211	0.052632	0.77555
slope_PC3	cond_on_pool	SCZ_prio_smr	4	44	-0.17359	-0.0085084	0.13769	0.89628
slope_PC3	cond_on_pool	SCZ_locus_pool	5	455	-0.030558	-0.0047619	0.057957	0.70099
slope_PC3	cond_on_pool	SCZ_prioritised	5	101	-0.090952	-0.0067437	0.10105	0.81595
slope_PC3	cond_on_pool	SCZ_locus_pool	6	455	-0.030558	-0.0047619	0.057957	0.70099
slope_PC3	cond_on_pool	SCZ_prioritised_pc	6	101	-0.090952	-0.0067437	0.10105	0.81595
