readout	phenotype	arm	method	estimate	se	p	n	legacy_estimate	legacy_se	legacy_p	legacy_n	legacy_note
PRS within-family beta_W ASD	slope_PC3	EUR	CT	0.0018851	0.052013	0.9711	726	-0.036496	0.052512	0.4873	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ASD	slope_PC3	EUR	PRSCS	0.0039532	0.049224	0.93602	726	-0.051541	0.051031	0.31288	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ASD	slope_PC3	EUR	SBayesR	0.022349	0.047565	0.63861	726	-0.023669	0.0496	0.63338	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W ASD	slope_PC3	EUR	SBayesRC	0.0037886	0.047668	0.93668	726	-0.041466	0.049685	0.40426	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W EA	baseline_thickness	EUR	CT	-0.0090113	0.041105	0.82653	726	-0.0068114	0.043102	0.87448	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W EA	baseline_thickness	EUR	PRSCS	0.020611	0.042074	0.62436	726	0.0269	0.043082	0.53257	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W EA	baseline_thickness	EUR	SBayesR	0.005539	0.042788	0.89703	726	0.010574	0.044213	0.81105	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W EA	baseline_thickness	EUR	SBayesRC	0.0067289	0.041952	0.87261	726	0.009572	0.04312	0.82439	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W EA	global_slope	EUR	CT	0.072993	0.050928	0.15218	726	0.030734	0.055684	0.58115	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W EA	global_slope	EUR	PRSCS	0.047025	0.051439	0.3609	726	0.056512	0.055591	0.30966	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W EA	global_slope	EUR	SBayesR	0.050797	0.052291	0.33163	726	0.053725	0.05703	0.34644	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W EA	global_slope	EUR	SBayesRC	0.059014	0.05123	0.2497	726	0.035541	0.055611	0.52293	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W EA	slope_PC1	EUR	CT	0.018556	0.051365	0.718	726	0.042882	0.059506	0.47135	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W EA	slope_PC1	EUR	PRSCS	0.011926	0.055535	0.83002	726	-0.0069217	0.059488	0.9074	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W EA	slope_PC1	EUR	SBayesR	-0.018476	0.056463	0.74359	726	-0.042682	0.061025	0.4845	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W EA	slope_PC1	EUR	SBayesRC	0.007688	0.055348	0.88956	726	0.019142	0.059516	0.74782	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W EA	slope_PC2	EUR	CT	-0.046068	0.05746	0.42292	726	-0.0010707	0.05579	0.98469	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W EA	slope_PC2	EUR	PRSCS	0.037934	0.056013	0.49844	726	0.027102	0.057952	0.64015	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W EA	slope_PC2	EUR	SBayesR	0.0016251	0.056965	0.97725	726	-0.013886	0.059459	0.8154	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W EA	slope_PC2	EUR	SBayesRC	0.031011	0.055821	0.57867	726	0.03188	0.057957	0.58242	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W EA	slope_PC3	EUR	CT	-0.0053815	0.051693	0.91712	726	-0.0029894	0.055785	0.95728	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W EA	slope_PC3	EUR	PRSCS	-0.019557	0.052911	0.71179	726	0.01492	0.055787	0.78921	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W EA	slope_PC3	EUR	SBayesR	0.031159	0.053792	0.56263	726	0.052033	0.057217	0.36348	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W EA	slope_PC3	EUR	SBayesRC	0.0065204	0.052747	0.90166	726	0.0086407	0.055833	0.87706	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W MDD_eur	baseline_thickness	EUR	CT	0.025051	0.039061	0.52151	726	0.026226	0.040657	0.5191	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W MDD_eur	baseline_thickness	EUR	PRSCS	-0.017482	0.041014	0.67006	726	-0.025319	0.042843	0.55473	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W MDD_eur	baseline_thickness	EUR	SBayesR	0.016312	0.041879	0.69702	726	0.014193	0.04396	0.7469	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W MDD_eur	baseline_thickness	EUR	SBayesRC	0.014166	0.042049	0.7363	726	0.0079083	0.044255	0.85823	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W MDD_eur	global_slope	EUR	CT	-0.012148	0.048783	0.80341	726	-0.019746	0.053589	0.71261	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W MDD_eur	global_slope	EUR	PRSCS	-0.010587	0.050124	0.83278	726	-0.041027	0.055262	0.45805	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W MDD_eur	global_slope	EUR	SBayesR	-0.011556	0.051179	0.82141	726	-0.037675	0.056686	0.50648	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W MDD_eur	global_slope	EUR	SBayesRC	0.002026	0.05139	0.96856	726	-0.031604	0.057069	0.57987	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W MDD_eur	slope_PC1	EUR	CT	0.016502	0.051553	0.74899	726	-0.017839	0.057378	0.75596	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W MDD_eur	slope_PC1	EUR	PRSCS	-0.0096641	0.054099	0.85827	726	0.017323	0.059153	0.76971	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W MDD_eur	slope_PC1	EUR	SBayesR	-0.0011786	0.055252	0.98299	726	0.027996	0.060675	0.64463	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W MDD_eur	slope_PC1	EUR	SBayesRC	-0.04324	0.055454	0.43578	726	-0.017795	0.061086	0.77089	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W MDD_eur	slope_PC2	EUR	CT	-0.012535	0.055333	0.82083	726	0.014504	0.058351	0.80376	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W MDD_eur	slope_PC2	EUR	PRSCS	-0.046055	0.054568	0.3989	726	0.00047323	0.05761	0.99345	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W MDD_eur	slope_PC2	EUR	SBayesR	-0.023408	0.055755	0.67471	726	0.028894	0.059098	0.62503	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W MDD_eur	slope_PC2	EUR	SBayesRC	-0.062704	0.055941	0.26264	726	-0.0097941	0.059494	0.86928	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W MDD_eur	slope_PC3	EUR	CT	-0.057771	0.050496	0.25302	726	-0.045873	0.053815	0.39429	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W MDD_eur	slope_PC3	EUR	PRSCS	-0.020328	0.051551	0.69347	726	-0.0091948	0.055507	0.86848	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W MDD_eur	slope_PC3	EUR	SBayesR	-0.013915	0.052643	0.79161	726	-0.0075773	0.056935	0.89417	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W MDD_eur	slope_PC3	EUR	SBayesRC	0.027651	0.052858	0.60107	726	0.048828	0.057296	0.39441	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W MDD_pooled	baseline_thickness	full	CT	0.033827	0.057669	0.55758	1449	0.047738	0.060332	0.42894	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W MDD_pooled	baseline_thickness	full	PRSCS	0.012587	0.051136	0.8056	1449	-0.0086819	0.054014	0.87233	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W MDD_pooled	baseline_thickness	full	SBayesR	0.057936	0.064626	0.37014	1449	0.055462	0.067843	0.41379	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W MDD_pooled	baseline_thickness	full	SBayesRC	0.054912	0.052202	0.29301	1449	0.039641	0.055116	0.47212	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W MDD_pooled	global_slope	full	CT	-0.0056368	0.037523	0.88061	1449	-0.11374	0.070038	0.10458	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W MDD_pooled	global_slope	full	PRSCS	-0.056094	0.061053	0.35834	1449	-0.10989	0.066675	0.099511	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W MDD_pooled	global_slope	full	SBayesR	-0.095212	0.077133	0.21723	1449	-0.15606	0.083694	0.062406	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W MDD_pooled	global_slope	full	SBayesRC	-0.06396	0.062346	0.30509	1449	-0.11426	0.068039	0.093271	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W MDD_pooled	slope_PC1	full	CT	0.10358	0.06862	0.13136	1449	0.11426	0.073293	0.1192	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W MDD_pooled	slope_PC1	full	PRSCS	0.044925	0.065005	0.4896	1449	0.10403	0.069781	0.13622	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W MDD_pooled	slope_PC1	full	SBayesR	0.10998	0.082111	0.18063	1449	0.16789	0.087575	0.055403	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W MDD_pooled	slope_PC1	full	SBayesRC	0.040158	0.066392	0.54536	1449	0.097205	0.071225	0.17252	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W MDD_pooled	slope_PC2	full	CT	-0.074499	0.057739	0.19711	1449	-0.0063424	0.059913	0.91571	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W MDD_pooled	slope_PC2	full	PRSCS	-0.023092	0.0662	0.72726	1449	0.083991	0.069045	0.22398	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W MDD_pooled	slope_PC2	full	SBayesR	-0.0082093	0.083648	0.92183	1449	0.12859	0.086673	0.13809	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W MDD_pooled	slope_PC2	full	SBayesRC	-0.022992	0.067605	0.73383	1449	0.091146	0.070458	0.19598	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W MDD_pooled	slope_PC3	full	CT	-0.062408	0.068008	0.35894	1449	-0.025938	0.071628	0.71732	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W MDD_pooled	slope_PC3	full	PRSCS	-0.025906	0.064416	0.68762	1449	0.0042199	0.068213	0.95068	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W MDD_pooled	slope_PC3	full	SBayesR	-0.070379	0.081377	0.38725	1449	-0.02418	0.085632	0.77769	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W MDD_pooled	slope_PC3	full	SBayesRC	-0.015368	0.065788	0.81533	1449	0.01982	0.069615	0.7759	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W SCZ_eur	baseline_thickness	EUR	CT	-0.001017	0.038192	0.97876	726	0.0005676	0.039279	0.98847	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W SCZ_eur	baseline_thickness	EUR	PRSCS	0.049703	0.040107	0.21564	726	0.035561	0.041213	0.38851	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W SCZ_eur	baseline_thickness	EUR	SBayesR	0.050713	0.039621	0.20096	726	0.034944	0.040531	0.3889	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W SCZ_eur	baseline_thickness	EUR	SBayesRC	0.053527	0.039531	0.17613	726	0.038439	0.040328	0.34084	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W SCZ_eur	global_slope	EUR	CT	-0.065382	0.051086	0.20097	726	-0.083505	0.05466	0.12696	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W SCZ_eur	global_slope	EUR	PRSCS	-0.044843	0.049039	0.36077	726	-0.058721	0.052975	0.26798	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W SCZ_eur	global_slope	EUR	SBayesR	-0.0049922	0.04845	0.91796	726	-0.015361	0.0523	0.76905	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W SCZ_eur	global_slope	EUR	SBayesRC	-0.017906	0.048352	0.71124	726	-0.029939	0.052026	0.56513	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W SCZ_eur	slope_PC1	EUR	CT	-0.0076546	0.055178	0.8897	726	0.020839	0.058539	0.72195	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W SCZ_eur	slope_PC1	EUR	PRSCS	0.010672	0.052935	0.84028	726	0.082421	0.056623	0.1459	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W SCZ_eur	slope_PC1	EUR	SBayesR	-0.028544	0.05228	0.58524	726	0.02045	0.055963	0.71489	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W SCZ_eur	slope_PC1	EUR	SBayesRC	-0.027646	0.052178	0.59637	726	0.025982	0.055676	0.64087	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W SCZ_eur	slope_PC2	EUR	CT	-0.047172	0.055774	0.39791	726	-0.036656	0.057065	0.52083	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W SCZ_eur	slope_PC2	EUR	PRSCS	0.0094995	0.053429	0.85892	726	0.058213	0.05521	0.29201	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W SCZ_eur	slope_PC2	EUR	SBayesR	0.0065672	0.052782	0.90101	726	0.032208	0.054499	0.5547	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W SCZ_eur	slope_PC2	EUR	SBayesRC	-0.010908	0.052663	0.83595	726	0.015983	0.054227	0.76826	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W SCZ_eur	slope_PC3	EUR	CT	0.015821	0.05261	0.76373	726	0.022617	0.054935	0.68069	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W SCZ_eur	slope_PC3	EUR	PRSCS	-0.019853	0.050452	0.69409	726	-0.040732	0.053208	0.44423	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W SCZ_eur	slope_PC3	EUR	SBayesR	0.023003	0.049836	0.64455	726	0.014065	0.052514	0.78891	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W SCZ_eur	slope_PC3	EUR	SBayesRC	0.012307	0.049739	0.80466	726	0.00039301	0.052247	0.994	686	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W SCZ_pooled	baseline_thickness	full	CT	0.0018703	0.03942	0.96217	1449	-0.0071737	0.040499	0.85943	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W SCZ_pooled	baseline_thickness	full	PRSCS	0.031863	0.04333	0.46224	1449	0.021332	0.044808	0.63409	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W SCZ_pooled	baseline_thickness	full	SBayesR	0.078563	0.056196	0.16232	1449	0.046944	0.058041	0.41877	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W SCZ_pooled	baseline_thickness	full	SBayesRC	0.05705	0.042602	0.18073	1449	0.038845	0.044059	0.37812	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W SCZ_pooled	global_slope	full	CT	0.022153	0.046672	0.63509	1449	0.0016794	0.049618	0.973	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W SCZ_pooled	global_slope	full	PRSCS	-0.010661	0.05176	0.83684	1449	-0.03084	0.055352	0.5775	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W SCZ_pooled	global_slope	full	SBayesR	0.032488	0.067125	0.62846	1449	0.017995	0.071699	0.80186	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W SCZ_pooled	global_slope	full	SBayesRC	-0.014139	0.050913	0.78127	1449	-0.018551	0.054455	0.73341	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W SCZ_pooled	slope_PC1	full	CT	0.0047206	0.044279	0.91511	1449	0.031657	0.051933	0.54224	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W SCZ_pooled	slope_PC1	full	PRSCS	-0.035298	0.055098	0.52184	1449	0.018346	0.057932	0.75153	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W SCZ_pooled	slope_PC1	full	SBayesR	-0.034552	0.071474	0.62887	1449	0.011783	0.075069	0.87529	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W SCZ_pooled	slope_PC1	full	SBayesRC	-0.031614	0.054202	0.55979	1449	-0.0087863	0.057007	0.87753	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W SCZ_pooled	slope_PC2	full	CT	0.0086108	0.05063	0.86497	1449	0.030898	0.051372	0.54763	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W SCZ_pooled	slope_PC2	full	PRSCS	-0.031371	0.056103	0.57611	1449	0.011593	0.057294	0.83967	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W SCZ_pooled	slope_PC2	full	SBayesR	0.0077078	0.072768	0.91565	1449	0.024221	0.074199	0.74414	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W SCZ_pooled	slope_PC2	full	SBayesRC	-0.00066108	0.055187	0.99044	1449	0.019908	0.056353	0.72393	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W SCZ_pooled	slope_PC3	full	CT	0.0293	0.049233	0.55185	1449	0.038779	0.050686	0.44435	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W SCZ_pooled	slope_PC3	full	PRSCS	0.018435	0.054589	0.73563	1449	0.027962	0.056571	0.62118	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W SCZ_pooled	slope_PC3	full	SBayesR	0.060185	0.070784	0.3953	1449	0.075493	0.07324	0.30282	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
PRS within-family beta_W SCZ_pooled	slope_PC3	full	SBayesRC	0.037905	0.05369	0.4803	1449	0.059458	0.055635	0.28536	1339	6.0-vintage DK (n 8,082 / EUR 4,116)
null model prop_kin	baseline_thickness	EUR	GENESIS	0.88366			4308	0.88447			4116	6.0-vintage DK (n 8,082 / EUR 4,116)
null model prop_kin	baseline_thickness	pooled	GENESIS	0.88516			8596	0.87929			8082	6.0-vintage DK (n 8,082 / EUR 4,116)
null model prop_kin	global_slope	EUR	GENESIS	0.46723			4308	0.3761			4116	6.0-vintage DK (n 8,082 / EUR 4,116)
null model prop_kin	global_slope	pooled	GENESIS	0.44002			8596	0.38571			8082	6.0-vintage DK (n 8,082 / EUR 4,116)
null model prop_kin	slope_PC1	EUR	GENESIS	0.35988			4308	0.28578			4116	6.0-vintage DK (n 8,082 / EUR 4,116)
null model prop_kin	slope_PC1	pooled	GENESIS	0.35018			8596	0.33682			8082	6.0-vintage DK (n 8,082 / EUR 4,116)
null model prop_kin	slope_PC2	EUR	GENESIS	0.35582			4308	0.35775			4116	6.0-vintage DK (n 8,082 / EUR 4,116)
null model prop_kin	slope_PC2	pooled	GENESIS	0.3192			8596	0.3556			8082	6.0-vintage DK (n 8,082 / EUR 4,116)
null model prop_kin	slope_PC3	EUR	GENESIS	0.46146			4308	0.44394			4116	6.0-vintage DK (n 8,082 / EUR 4,116)
null model prop_kin	slope_PC3	pooled	GENESIS	0.36765			8596	0.38747			8082	6.0-vintage DK (n 8,082 / EUR 4,116)
