design	trait_arm	disorder	stratum	phenotype	n	n_thresholds	n_perm	min_p	max_abs_t	p_perm	p_bonferroni	matched
matched	BIP_eur	BIPeur	EUR	baseline_thickness	4308	8	2000	0.010532998843585741	2.700616344607017	0.047476261869065464	0.08426399074868593	yes
matched	BIP_eur	BIPeur	EUR	slope_PC1	4308	8	2000	0.003984724240876299	2.9297758052113436	0.017991004497751123	0.031877793927010394	yes
matched	BIP_eur	BIPeur	EUR	slope_PC2	4308	8	2000	0.0071830491792347255	2.7205564385778658	0.03798100949525238	0.057464393433877804	yes
matched	BIP_eur	BIPeur	EUR	slope_PC3	4308	8	2000	0.03549154748102282	2.104607095050153	0.14792603698150925	0.28393237984818254	yes
matched	BIP_eur	BIPeur	EUR	global_slope	4308	8	2000	0.003281729609749914	2.989438363164335	0.014492753623188406	0.02625383687799931	yes
matched	BIP_pooled	BIPpooled	full	baseline_thickness	8596	8	2000	0.05114895683668831	2.062889904681007	0.18840579710144928	0.4091916546935065	yes
matched	BIP_pooled	BIPpooled	full	slope_PC1	8596	8	2000	0.1548875467114494	1.4450987602471685	0.4687656171914043	1.0	yes
matched	BIP_pooled	BIPpooled	full	slope_PC2	8596	8	2000	0.11748786763407036	1.6194022067567886	0.36681659170414793	0.9399029410725629	yes
matched	BIP_pooled	BIPpooled	full	slope_PC3	8596	8	2000	0.13877177203197358	1.503157469885955	0.45177411294352826	1.0	yes
matched	BIP_pooled	BIPpooled	full	global_slope	8596	8	2000	0.06503622201973462	1.8862739217936535	0.2288855572213893	0.520289776157877	yes
matched	ADHD	ADHD	EUR	baseline_thickness	4308	8	2000	0.06280005419971342	2.1217532259176206	0.19590204897551225	0.5024004335977074	yes
matched	ADHD	ADHD	EUR	slope_PC1	4308	8	2000	0.04777377327330718	1.964379695882851	0.21639180409795103	0.38219018618645745	yes
matched	ADHD	ADHD	EUR	slope_PC2	4308	8	2000	0.2553035950836915	1.1648987364501966	0.7251374312843578	1.0	yes
matched	ADHD	ADHD	EUR	slope_PC3	4308	8	2000	0.08290059494056091	1.693963383824131	0.35282358820589704	0.6632047595244873	yes
matched	ADHD	ADHD	EUR	global_slope	4308	8	2000	0.13799458953228674	1.473470500705615	0.49325337331334335	1.0	yes
matched	INT	INT	EUR	baseline_thickness	4308	8	2000	0.08192791511298866	1.8499288625189383	0.2608695652173913	0.6554233209039093	yes
matched	INT	INT	EUR	slope_PC1	4308	8	2000	0.15978598607960193	1.4529135800946507	0.4522738630684658	1.0	yes
matched	INT	INT	EUR	slope_PC2	4308	8	2000	0.3756329235487406	0.8944235034742191	0.808095952023988	1.0	yes
matched	INT	INT	EUR	slope_PC3	4308	8	2000	0.16983009476619232	1.3867369454114689	0.4847576211894053	1.0	yes
matched	INT	INT	EUR	global_slope	4308	8	2000	0.6586835131203185	0.4586463403919838	0.9885057471264368	1.0	yes
