method	trait_arm	disorder	threshold	phenotype	analysis	stratum	n	n_families	beta	se	p	chisq	df	n_thresholds	p_adj
CT	BIP_pooled	BIPpooled	0p001	global_slope	heterogeneity_PRSxStratum	all	8596	7198			0.0748862180218085	6.90807360118197	3.0	8	0.599089744174468
CT	BIP_pooled	BIPpooled	0p01	global_slope	heterogeneity_PRSxStratum	all	8596	7198			0.377360445785523	3.09398408885681	3.0	8	1.0
CT	BIP_pooled	BIPpooled	0p05	global_slope	heterogeneity_PRSxStratum	all	8596	7198			0.325832796360886	3.4611736105544	3.0	8	1.0
CT	BIP_pooled	BIPpooled	0p1	global_slope	heterogeneity_PRSxStratum	all	8596	7198			0.142110965850553	5.44262287935271	3.0	8	1.0
CT	BIP_pooled	BIPpooled	0p5	global_slope	heterogeneity_PRSxStratum	all	8596	7198			0.350664083436408	3.27837298351733	3.0	8	1.0
CT	BIP_pooled	BIPpooled	1	global_slope	heterogeneity_PRSxStratum	all	8596	7198			0.413445853565163	2.86168512477161	3.0	8	1.0
CT	BIP_pooled	BIPpooled	1e-5	global_slope	heterogeneity_PRSxStratum	all	8596	7198			0.0036280771641226	13.5252327759081	3.0	8	0.0290246173129813
CT	BIP_pooled	BIPpooled	5e-8	global_slope	heterogeneity_PRSxStratum	all	8596	7198			0.0075891122648679	11.9406915588588	3.0	8	0.0607128981189439
CT	BIP_pooled	BIPpooled	0p001	global_slope	pooled_stratumFE	all	8596	7198	-0.0055698898417702	0.0103182667785837	0.589343635236712			8	1.0
CT	BIP_pooled	BIPpooled	0p01	global_slope	pooled_stratumFE	all	8596	7198	-0.0104439999018717	0.0104134202544701	0.315921243508091			8	1.0
CT	BIP_pooled	BIPpooled	0p05	global_slope	pooled_stratumFE	all	8596	7198	-0.0163401160895154	0.0105183276674983	0.120345023652844			8	0.962760189222748
CT	BIP_pooled	BIPpooled	0p1	global_slope	pooled_stratumFE	all	8596	7198	-0.0144542851168267	0.0105937352773214	0.172473866761824			8	1.0
CT	BIP_pooled	BIPpooled	0p5	global_slope	pooled_stratumFE	all	8596	7198	-0.0146947941275703	0.0107514704793984	0.171735219220183			8	1.0
CT	BIP_pooled	BIPpooled	1	global_slope	pooled_stratumFE	all	8596	7198	-0.0152556391076557	0.0107443609666752	0.155682973709348			8	1.0
CT	BIP_pooled	BIPpooled	1e-5	global_slope	pooled_stratumFE	all	8596	7198	0.004871676915509	0.010366716599533	0.638414401548226			8	1.0
CT	BIP_pooled	BIPpooled	5e-8	global_slope	pooled_stratumFE	all	8596	7198	0.0092790994883342	0.010331173483099	0.369123756739171			8	1.0
CT	BIP_pooled	BIPpooled	0p001	global_slope	within_stratum	EURanchor	4308	3601	-0.0213285948497923	0.0144579604148777	0.140232167725586			8	1.0
CT	BIP_pooled	BIPpooled	0p01	global_slope	within_stratum	EURanchor	4308	3601	-0.021292206167578	0.0145979379392129	0.144759065759194			8	1.0
CT	BIP_pooled	BIPpooled	0p05	global_slope	within_stratum	EURanchor	4308	3601	-0.0222113766652252	0.0147579444367943	0.132390470648541			8	1.0
CT	BIP_pooled	BIPpooled	0p1	global_slope	within_stratum	EURanchor	4308	3601	-0.0293298669667307	0.0148639305137853	0.0485382900140113			8	0.38830632011209
CT	BIP_pooled	BIPpooled	0p5	global_slope	within_stratum	EURanchor	4308	3601	-0.0291674420895487	0.0149957691390648	0.0518392433571287			8	0.414713946857029
CT	BIP_pooled	BIPpooled	1	global_slope	within_stratum	EURanchor	4308	3601	-0.028653497029218	0.0149929457430308	0.0560587673430366			8	0.448470138744292
CT	BIP_pooled	BIPpooled	1e-5	global_slope	within_stratum	EURanchor	4308	3601	-0.0158406504592738	0.0144953722979069	0.274543569322585			8	1.0
CT	BIP_pooled	BIPpooled	5e-8	global_slope	within_stratum	EURanchor	4308	3601	-0.0047683138698828	0.0144345026946028	0.741159018612994			8	1.0
CT	BIP_pooled	BIPpooled	0p001	global_slope	within_stratum	EURlike	5665	4676	-0.0226400505733408	0.0127107985777822	0.0749417765856261			8	0.599534212685008
CT	BIP_pooled	BIPpooled	0p01	global_slope	within_stratum	EURlike	5665	4676	-0.0244600785568694	0.0128334714989248	0.0567089966033908			8	0.453671972827126
CT	BIP_pooled	BIPpooled	0p05	global_slope	within_stratum	EURlike	5665	4676	-0.0282256890158778	0.0130265407368362	0.0302955587060277			8	0.242364469648222
CT	BIP_pooled	BIPpooled	0p1	global_slope	within_stratum	EURlike	5665	4676	-0.0299316083183128	0.0131421147667824	0.0227940971020643			8	0.182352776816514
CT	BIP_pooled	BIPpooled	0p5	global_slope	within_stratum	EURlike	5665	4676	-0.026361171654054	0.0132713482529218	0.0470491657678287			8	0.37639332614263
CT	BIP_pooled	BIPpooled	1	global_slope	within_stratum	EURlike	5665	4676	-0.0261579180779894	0.0132526900345435	0.0484586637921407			8	0.387669310337125
CT	BIP_pooled	BIPpooled	1e-5	global_slope	within_stratum	EURlike	5665	4676	-0.0152866720044805	0.0127426971224599	0.230331846600939			8	1.0
CT	BIP_pooled	BIPpooled	5e-8	global_slope	within_stratum	EURlike	5665	4676	-0.0065537636021952	0.0126731284975264	0.605080732038285			8	1.0
CT	BIP_pooled	BIPpooled	0p001	global_slope	within_stratum	cluster1	1623	1397	0.0325505530517361	0.0239147150324732	0.173674194152898			8	1.0
CT	BIP_pooled	BIPpooled	0p01	global_slope	within_stratum	cluster1	1623	1397	0.0140237548552933	0.0239720437000056	0.558630313689823			8	1.0
CT	BIP_pooled	BIPpooled	0p05	global_slope	within_stratum	cluster1	1623	1397	0.0177728514230334	0.0241335148475603	0.461576817474299			8	1.0
CT	BIP_pooled	BIPpooled	0p1	global_slope	within_stratum	cluster1	1623	1397	0.0296178364640979	0.0242155500250155	0.221482684676845			8	1.0
CT	BIP_pooled	BIPpooled	0p5	global_slope	within_stratum	cluster1	1623	1397	0.0204721971735899	0.0247605211615815	0.408474411485577			8	1.0
CT	BIP_pooled	BIPpooled	1	global_slope	within_stratum	cluster1	1623	1397	0.0176009512530491	0.0246577174710117	0.475452629808819			8	1.0
CT	BIP_pooled	BIPpooled	1e-5	global_slope	within_stratum	cluster1	1623	1397	0.0248021090163129	0.0243329103403839	0.308228115092648			8	1.0
CT	BIP_pooled	BIPpooled	5e-8	global_slope	within_stratum	cluster1	1623	1397	0.0234788457263383	0.0241807119679633	0.331712754890837			8	1.0
CT	BIP_pooled	BIPpooled	0p001	global_slope	within_stratum	cluster2	928	824	0.0299954879253306	0.0313401545768012	0.338789155523197			8	1.0
CT	BIP_pooled	BIPpooled	0p01	global_slope	within_stratum	cluster2	928	824	0.0159915816645278	0.0319952316287861	0.617336662150023			8	1.0
CT	BIP_pooled	BIPpooled	0p05	global_slope	within_stratum	cluster2	928	824	-0.007466930993256	0.0317521632864838	0.814137922782646			8	1.0
CT	BIP_pooled	BIPpooled	0p1	global_slope	within_stratum	cluster2	928	824	-0.0082399894278986	0.0319765167525506	0.796707769286195			8	1.0
CT	BIP_pooled	BIPpooled	0p5	global_slope	within_stratum	cluster2	928	824	-0.0109969936922488	0.0329690150673059	0.738795726810481			8	1.0
CT	BIP_pooled	BIPpooled	1	global_slope	within_stratum	cluster2	928	824	-0.0145924380709271	0.033214555063851	0.660525929459721			8	1.0
CT	BIP_pooled	BIPpooled	1e-5	global_slope	within_stratum	cluster2	928	824	0.09723142887055	0.0312241730255664	0.0019054555349701			8	0.0152436442797612
CT	BIP_pooled	BIPpooled	5e-8	global_slope	within_stratum	cluster2	928	824	0.101456630815319	0.0314145201435145	0.0012848085874144			8	0.0102784686993152
CT	BIP_pooled	BIPpooled	0p001	global_slope	within_stratum	cluster3	380	329	-0.0368561246590996	0.0524490078149699	0.482698539536484			8	1.0
CT	BIP_pooled	BIPpooled	0p01	global_slope	within_stratum	cluster3	380	329	0.0177478681508409	0.0551394461469794	0.747738656753111			8	1.0
CT	BIP_pooled	BIPpooled	0p05	global_slope	within_stratum	cluster3	380	329	-0.0174298870178112	0.057115856359649	0.760416777324797			8	1.0
CT	BIP_pooled	BIPpooled	0p1	global_slope	within_stratum	cluster3	380	329	0.0025213170398831	0.0594303501588573	0.96618394800567			8	1.0
CT	BIP_pooled	BIPpooled	0p5	global_slope	within_stratum	cluster3	380	329	0.0185294586478752	0.0631732704792787	0.7694548999948			8	1.0
CT	BIP_pooled	BIPpooled	1	global_slope	within_stratum	cluster3	380	329	0.0296961272581098	0.0640531183200957	0.643204623485734			8	1.0
CT	BIP_pooled	BIPpooled	1e-5	global_slope	within_stratum	cluster3	380	329	-0.0517382896457812	0.0506193763151847	0.307406624105421			8	1.0
CT	BIP_pooled	BIPpooled	5e-8	global_slope	within_stratum	cluster3	380	329	-0.0537013785247972	0.0508096768434785	0.291273249569632			8	1.0
CT	BIP_pooled	BIPpooled	0p001	slope_PC1	heterogeneity_PRSxStratum	all	8596	7198			0.756153575524976	1.18687643266458	3.0	8	1.0
CT	BIP_pooled	BIPpooled	0p01	slope_PC1	heterogeneity_PRSxStratum	all	8596	7198			0.203342739524036	4.60232479685874	3.0	8	1.0
CT	BIP_pooled	BIPpooled	0p05	slope_PC1	heterogeneity_PRSxStratum	all	8596	7198			0.290227875584646	3.74601811918183	3.0	8	1.0
CT	BIP_pooled	BIPpooled	0p1	slope_PC1	heterogeneity_PRSxStratum	all	8596	7198			0.299488277080828	3.66906106147508	3.0	8	1.0
CT	BIP_pooled	BIPpooled	0p5	slope_PC1	heterogeneity_PRSxStratum	all	8596	7198			0.467073124117364	2.54578712267175	3.0	8	1.0
CT	BIP_pooled	BIPpooled	1	slope_PC1	heterogeneity_PRSxStratum	all	8596	7198			0.548896740283782	2.11493740700462	3.0	8	1.0
CT	BIP_pooled	BIPpooled	1e-5	slope_PC1	heterogeneity_PRSxStratum	all	8596	7198			0.174799743021266	4.95932727509353	3.0	8	1.0
CT	BIP_pooled	BIPpooled	5e-8	slope_PC1	heterogeneity_PRSxStratum	all	8596	7198			0.120598775904193	5.82200168135023	3.0	8	0.964790207233543
CT	BIP_pooled	BIPpooled	0p001	slope_PC1	pooled_stratumFE	all	8596	7198	0.0039538501017715	0.0106761948806239	0.711136877564189			8	1.0
CT	BIP_pooled	BIPpooled	0p01	slope_PC1	pooled_stratumFE	all	8596	7198	0.0043004758632396	0.0107729978245785	0.689763601001135			8	1.0
CT	BIP_pooled	BIPpooled	0p05	slope_PC1	pooled_stratumFE	all	8596	7198	0.0045035437112994	0.0108821470254921	0.678997211280551			8	1.0
CT	BIP_pooled	BIPpooled	0p1	slope_PC1	pooled_stratumFE	all	8596	7198	0.0012252192163305	0.0109588698509653	0.910983520649239			8	1.0
CT	BIP_pooled	BIPpooled	0p5	slope_PC1	pooled_stratumFE	all	8596	7198	0.00064146185738	0.011121243231615	0.954005789842173			8	1.0
CT	BIP_pooled	BIPpooled	1	slope_PC1	pooled_stratumFE	all	8596	7198	0.0008846545975221	0.0111135737204723	0.936556383791193			8	1.0
CT	BIP_pooled	BIPpooled	1e-5	slope_PC1	pooled_stratumFE	all	8596	7198	0.0150444830512356	0.0107238643659554	0.160685832267443			8	1.0
CT	BIP_pooled	BIPpooled	5e-8	slope_PC1	pooled_stratumFE	all	8596	7198	0.0078646231223753	0.0106906875872011	0.461963816801721			8	1.0
CT	BIP_pooled	BIPpooled	0p001	slope_PC1	within_stratum	EURanchor	4308	3601	0.024130948936612	0.0150629649784133	0.10923352908996			8	0.873868232719678
CT	BIP_pooled	BIPpooled	0p01	slope_PC1	within_stratum	EURanchor	4308	3601	0.0293748110784546	0.0152053377742115	0.0534458232921296			8	0.427566586337037
CT	BIP_pooled	BIPpooled	0p05	slope_PC1	within_stratum	EURanchor	4308	3601	0.0265420132915983	0.0153704626259397	0.0842780663046583			8	0.674224530437266
CT	BIP_pooled	BIPpooled	0p1	slope_PC1	within_stratum	EURanchor	4308	3601	0.0241604082758519	0.0154834307701824	0.118744771701492			8	0.949958173611935
CT	BIP_pooled	BIPpooled	0p5	slope_PC1	within_stratum	EURanchor	4308	3601	0.0225073797252034	0.015620922443363	0.149707218842525			8	1.0
CT	BIP_pooled	BIPpooled	1	slope_PC1	within_stratum	EURanchor	4308	3601	0.0206201530590807	0.0156178609405946	0.186814194608796			8	1.0
CT	BIP_pooled	BIPpooled	1e-5	slope_PC1	within_stratum	EURanchor	4308	3601	0.0318889009425282	0.0150942422311927	0.0346931236174621			8	0.277544988939697
CT	BIP_pooled	BIPpooled	5e-8	slope_PC1	within_stratum	EURanchor	4308	3601	0.0239995917149129	0.0150349778335416	0.110512133259866			8	0.884097066078926
CT	BIP_pooled	BIPpooled	0p001	slope_PC1	within_stratum	EURlike	5665	4676	0.0098128036322439	0.0131938600755887	0.457066417924615			8	1.0
CT	BIP_pooled	BIPpooled	0p01	slope_PC1	within_stratum	EURlike	5665	4676	0.0214694503733801	0.0133193204178515	0.107042407786966			8	0.856339262295732
CT	BIP_pooled	BIPpooled	0p05	slope_PC1	within_stratum	EURlike	5665	4676	0.020320837651689	0.0135207085077271	0.132913633284538			8	1.0
CT	BIP_pooled	BIPpooled	0p1	slope_PC1	within_stratum	EURlike	5665	4676	0.0175560042352159	0.013641539789191	0.198167706323088			8	1.0
CT	BIP_pooled	BIPpooled	0p5	slope_PC1	within_stratum	EURlike	5665	4676	0.014258481691862	0.0137748766561334	0.300666246536282			8	1.0
CT	BIP_pooled	BIPpooled	1	slope_PC1	within_stratum	EURlike	5665	4676	0.0131986724290923	0.0137553706590955	0.337336723373761			8	1.0
CT	BIP_pooled	BIPpooled	1e-5	slope_PC1	within_stratum	EURlike	5665	4676	0.0221790697359841	0.0132219380756416	0.0935145877015154			8	0.748116701612123
CT	BIP_pooled	BIPpooled	5e-8	slope_PC1	within_stratum	EURlike	5665	4676	0.0169611687647085	0.0131497739411294	0.197160383330612			8	1.0
CT	BIP_pooled	BIPpooled	0p001	slope_PC1	within_stratum	cluster1	1623	1397	-0.0064892789532349	0.0244336164673952	0.790591832413487			8	1.0
CT	BIP_pooled	BIPpooled	0p01	slope_PC1	within_stratum	cluster1	1623	1397	-0.0197506847745724	0.0244527766266502	0.419386007134526			8	1.0
CT	BIP_pooled	BIPpooled	0p05	slope_PC1	within_stratum	cluster1	1623	1397	-0.0278256510515936	0.0246060748769282	0.258301106003224			8	1.0
CT	BIP_pooled	BIPpooled	0p1	slope_PC1	within_stratum	cluster1	1623	1397	-0.0291204558993309	0.0247022201728775	0.238639832263674			8	1.0
CT	BIP_pooled	BIPpooled	0p5	slope_PC1	within_stratum	cluster1	1623	1397	-0.0268800390887147	0.0252511918376344	0.287270104923			8	1.0
CT	BIP_pooled	BIPpooled	1	slope_PC1	within_stratum	cluster1	1623	1397	-0.0237916257998268	0.025145791416278	0.344225091787574			8	1.0
CT	BIP_pooled	BIPpooled	1e-5	slope_PC1	within_stratum	cluster1	1623	1397	0.0204033421742952	0.024829776467034	0.411360051247874			8	1.0
CT	BIP_pooled	BIPpooled	5e-8	slope_PC1	within_stratum	cluster1	1623	1397	0.0040457372434853	0.0246792157138916	0.869805642697201			8	1.0
CT	BIP_pooled	BIPpooled	0p001	slope_PC1	within_stratum	cluster2	928	824	-0.0061417849805551	0.0326580706755377	0.850868763343778			8	1.0
CT	BIP_pooled	BIPpooled	0p01	slope_PC1	within_stratum	cluster2	928	824	-0.0274447981599211	0.0332952704817658	0.409992582836251			8	1.0
CT	BIP_pooled	BIPpooled	0p05	slope_PC1	within_stratum	cluster2	928	824	-0.0082308348905637	0.0330734010021049	0.803520582300622			8	1.0
CT	BIP_pooled	BIPpooled	0p1	slope_PC1	within_stratum	cluster2	928	824	-0.0110910511291363	0.0333314728573096	0.739399227917909			8	1.0
CT	BIP_pooled	BIPpooled	0p5	slope_PC1	within_stratum	cluster2	928	824	-0.0066798897488461	0.0343443993228846	0.845829803630067			8	1.0
CT	BIP_pooled	BIPpooled	1	slope_PC1	within_stratum	cluster2	928	824	-0.0037742199242098	0.0345955538215014	0.913150674522873			8	1.0
CT	BIP_pooled	BIPpooled	1e-5	slope_PC1	within_stratum	cluster2	928	824	-0.0386390398308417	0.0327182868537121	0.237925197569405			8	1.0
CT	BIP_pooled	BIPpooled	5e-8	slope_PC1	within_stratum	cluster2	928	824	-0.0550639319973091	0.0329451365633866	0.0949884125502716			8	0.759907300402173
CT	BIP_pooled	BIPpooled	0p001	slope_PC1	within_stratum	cluster3	380	329	0.0124624908924668	0.053059823169575	0.814444557980796			8	1.0
CT	BIP_pooled	BIPpooled	0p01	slope_PC1	within_stratum	cluster3	380	329	-0.0464549535583255	0.0556434619850399	0.404378381548834			8	1.0
CT	BIP_pooled	BIPpooled	0p05	slope_PC1	within_stratum	cluster3	380	329	-0.0378227231759536	0.0576973419389102	0.512558895902898			8	1.0
CT	BIP_pooled	BIPpooled	0p1	slope_PC1	within_stratum	cluster3	380	329	-0.0699715090650646	0.0598907505148269	0.243495982469607			8	1.0
CT	BIP_pooled	BIPpooled	0p5	slope_PC1	within_stratum	cluster3	380	329	-0.0808488109925558	0.0636732767769134	0.205039341046735			8	1.0
CT	BIP_pooled	BIPpooled	1	slope_PC1	within_stratum	cluster3	380	329	-0.0826062901172685	0.0645953113818433	0.201821988852225			8	1.0
CT	BIP_pooled	BIPpooled	1e-5	slope_PC1	within_stratum	cluster3	380	329	0.0491314079664327	0.051513018689377	0.340834765933917			8	1.0
CT	BIP_pooled	BIPpooled	5e-8	slope_PC1	within_stratum	cluster3	380	329	0.0457915253277901	0.0520715428634937	0.37976813829019			8	1.0
CT	BIP_pooled	BIPpooled	0p001	slope_PC2	heterogeneity_PRSxStratum	all	8596	7198			0.808257520493123	0.971045835223777	3.0	8	1.0
CT	BIP_pooled	BIPpooled	0p01	slope_PC2	heterogeneity_PRSxStratum	all	8596	7198			0.0339467972951617	8.67449660896455	3.0	8	0.271574378361294
CT	BIP_pooled	BIPpooled	0p05	slope_PC2	heterogeneity_PRSxStratum	all	8596	7198			0.101071471496695	6.22704794866877	3.0	8	0.808571771973562
CT	BIP_pooled	BIPpooled	0p1	slope_PC2	heterogeneity_PRSxStratum	all	8596	7198			0.11035882515428	6.0258602211361	3.0	8	0.882870601234236
CT	BIP_pooled	BIPpooled	0p5	slope_PC2	heterogeneity_PRSxStratum	all	8596	7198			0.270153975721759	3.92071280211894	3.0	8	1.0
CT	BIP_pooled	BIPpooled	1	slope_PC2	heterogeneity_PRSxStratum	all	8596	7198			0.342785325518905	3.33511348902903	3.0	8	1.0
CT	BIP_pooled	BIPpooled	1e-5	slope_PC2	heterogeneity_PRSxStratum	all	8596	7198			0.81165224823439	0.957011624592269	3.0	8	1.0
CT	BIP_pooled	BIPpooled	5e-8	slope_PC2	heterogeneity_PRSxStratum	all	8596	7198			0.532102629805524	2.1992169210971	3.0	8	1.0
CT	BIP_pooled	BIPpooled	0p001	slope_PC2	pooled_stratumFE	all	8596	7198	0.01674855326101	0.010949616017163	0.126153870615009			8	1.0
CT	BIP_pooled	BIPpooled	0p01	slope_PC2	pooled_stratumFE	all	8596	7198	0.0019101165434053	0.0110515027296636	0.862783278600784			8	1.0
CT	BIP_pooled	BIPpooled	0p05	slope_PC2	pooled_stratumFE	all	8596	7198	-7.49562943767706e-05	0.0111637673720322	0.994643010589515			8	1.0
CT	BIP_pooled	BIPpooled	0p1	slope_PC2	pooled_stratumFE	all	8596	7198	-0.0008567893236306	0.0112425712665933	0.939254405304132			8	1.0
CT	BIP_pooled	BIPpooled	0p5	slope_PC2	pooled_stratumFE	all	8596	7198	0.0018892989637965	0.0114091882066067	0.868480206177713			8	1.0
CT	BIP_pooled	BIPpooled	1	slope_PC2	pooled_stratumFE	all	8596	7198	0.0009676488702414	0.0114014841051346	0.932366503651109			8	1.0
CT	BIP_pooled	BIPpooled	1e-5	slope_PC2	pooled_stratumFE	all	8596	7198	0.0089915664463107	0.0110013899855671	0.413774065465667			8	1.0
CT	BIP_pooled	BIPpooled	5e-8	slope_PC2	pooled_stratumFE	all	8596	7198	0.0130791822212837	0.0109654267389623	0.232995606904095			8	1.0
CT	BIP_pooled	BIPpooled	0p001	slope_PC2	within_stratum	EURanchor	4308	3601	0.03494296955228	0.0155144603753374	0.0243573529813509			8	0.194858823850808
CT	BIP_pooled	BIPpooled	0p01	slope_PC2	within_stratum	EURanchor	4308	3601	0.0282851945336908	0.015667660828942	0.0710980457698237			8	0.56878436615859
CT	BIP_pooled	BIPpooled	0p05	slope_PC2	within_stratum	EURanchor	4308	3601	0.0222597216797115	0.0158408670625473	0.160035985210984			8	1.0
CT	BIP_pooled	BIPpooled	0p1	slope_PC2	within_stratum	EURanchor	4308	3601	0.0198762166080193	0.015958427715635	0.213020493663483			8	1.0
CT	BIP_pooled	BIPpooled	0p5	slope_PC2	within_stratum	EURanchor	4308	3601	0.0166806962004032	0.016100567473282	0.300249660402645			8	1.0
CT	BIP_pooled	BIPpooled	1	slope_PC2	within_stratum	EURanchor	4308	3601	0.0144290436013233	0.0160977464171493	0.370125208885656			8	1.0
CT	BIP_pooled	BIPpooled	1e-5	slope_PC2	within_stratum	EURanchor	4308	3601	0.0327089775631205	0.0155550018125977	0.0355453916433544			8	0.284363133146835
CT	BIP_pooled	BIPpooled	5e-8	slope_PC2	within_stratum	EURanchor	4308	3601	0.0254399626636466	0.0154913796951208	0.100625530536522			8	0.805004244292174
CT	BIP_pooled	BIPpooled	0p001	slope_PC2	within_stratum	EURlike	5665	4676	0.0195194302613412	0.0135623828830404	0.150142927613469			8	1.0
CT	BIP_pooled	BIPpooled	0p01	slope_PC2	within_stratum	EURlike	5665	4676	0.0199888020037877	0.0136938829494123	0.144434574246206			8	1.0
CT	BIP_pooled	BIPpooled	0p05	slope_PC2	within_stratum	EURlike	5665	4676	0.014852906503594	0.0139021866142493	0.285394727660079			8	1.0
CT	BIP_pooled	BIPpooled	0p1	slope_PC2	within_stratum	EURlike	5665	4676	0.012566760708259	0.0140254296283298	0.370294502357187			8	1.0
CT	BIP_pooled	BIPpooled	0p5	slope_PC2	within_stratum	EURlike	5665	4676	0.0124885280871662	0.0141611330621562	0.377877764365205			8	1.0
CT	BIP_pooled	BIPpooled	1	slope_PC2	within_stratum	EURlike	5665	4676	0.0102102428120611	0.0141413233050343	0.470317513491713			8	1.0
CT	BIP_pooled	BIPpooled	1e-5	slope_PC2	within_stratum	EURlike	5665	4676	0.0174233152169434	0.0135940814583045	0.200009479242366			8	1.0
CT	BIP_pooled	BIPpooled	5e-8	slope_PC2	within_stratum	EURlike	5665	4676	0.0195814285558735	0.013518727615901	0.147545064379894			8	1.0
CT	BIP_pooled	BIPpooled	0p001	slope_PC2	within_stratum	cluster1	1623	1397	-0.0014413750443357	0.0252568097753047	0.954497631121891			8	1.0
CT	BIP_pooled	BIPpooled	0p01	slope_PC2	within_stratum	cluster1	1623	1397	-0.0572380476397568	0.0252699556271155	0.0236457782317217			8	0.189166225853773
CT	BIP_pooled	BIPpooled	0p05	slope_PC2	within_stratum	cluster1	1623	1397	-0.0454953255930376	0.0254607394849067	0.0741522218154828			8	0.593217774523863
CT	BIP_pooled	BIPpooled	0p1	slope_PC2	within_stratum	cluster1	1623	1397	-0.0415687155098511	0.0255602050697532	0.104087287660423			8	0.83269830128338
CT	BIP_pooled	BIPpooled	0p5	slope_PC2	within_stratum	cluster1	1623	1397	-0.0285554993250262	0.0261386180648537	0.274798654243822			8	1.0
CT	BIP_pooled	BIPpooled	1	slope_PC2	within_stratum	cluster1	1623	1397	-0.0275836500471419	0.0260293779241502	0.289440419980883			8	1.0
CT	BIP_pooled	BIPpooled	1e-5	slope_PC2	within_stratum	cluster1	1623	1397	-0.0072412612104069	0.0256945397007076	0.778118063728307			8	1.0
CT	BIP_pooled	BIPpooled	5e-8	slope_PC2	within_stratum	cluster1	1623	1397	-0.0017778483540509	0.0255339250414285	0.944499520218429			8	1.0
CT	BIP_pooled	BIPpooled	0p001	slope_PC2	within_stratum	cluster2	928	824	0.0269725745289842	0.0334978327235398	0.420923859581187			8	1.0
CT	BIP_pooled	BIPpooled	0p01	slope_PC2	within_stratum	cluster2	928	824	0.0153656006453701	0.034180062262044	0.653149197338442			8	1.0
CT	BIP_pooled	BIPpooled	0p05	slope_PC2	within_stratum	cluster2	928	824	0.0211994882677122	0.0339194810909158	0.532138700799156			8	1.0
CT	BIP_pooled	BIPpooled	0p1	slope_PC2	within_stratum	cluster2	928	824	0.0261861015012056	0.0341703095392902	0.44367982532626			8	1.0
CT	BIP_pooled	BIPpooled	0p5	slope_PC2	within_stratum	cluster2	928	824	0.0214646521928853	0.0352247131132789	0.542442667117812			8	1.0
CT	BIP_pooled	BIPpooled	1	slope_PC2	within_stratum	cluster2	928	824	0.0226642402395906	0.0354848512447392	0.523185388731057			8	1.0
CT	BIP_pooled	BIPpooled	1e-5	slope_PC2	within_stratum	cluster2	928	824	0.0009009643071659	0.0335685173844579	0.978593767389152			8	1.0
CT	BIP_pooled	BIPpooled	5e-8	slope_PC2	within_stratum	cluster2	928	824	-0.0164337412750408	0.0338070648786684	0.627013014336495			8	1.0
CT	BIP_pooled	BIPpooled	0p001	slope_PC2	within_stratum	cluster3	380	329	0.0284803822397284	0.053810858552893	0.596963844670635			8	1.0
CT	BIP_pooled	BIPpooled	0p01	slope_PC2	within_stratum	cluster3	380	329	-0.0249025684909232	0.0565259124586403	0.659819203501573			8	1.0
CT	BIP_pooled	BIPpooled	0p05	slope_PC2	within_stratum	cluster3	380	329	-0.0833052763272189	0.058500241905591	0.155345441999906			8	1.0
CT	BIP_pooled	BIPpooled	0p1	slope_PC2	within_stratum	cluster3	380	329	-0.114434663634826	0.0606206455671163	0.0599157510742127			8	0.479326008593702
CT	BIP_pooled	BIPpooled	0p5	slope_PC2	within_stratum	cluster3	380	329	-0.123958095047985	0.0645151883764777	0.0555165120604387			8	0.44413209648351
CT	BIP_pooled	BIPpooled	1	slope_PC2	within_stratum	cluster3	380	329	-0.117162066207182	0.065514794677059	0.0746071851492815			8	0.596857481194252
CT	BIP_pooled	BIPpooled	1e-5	slope_PC2	within_stratum	cluster3	380	329	-0.0066957784783208	0.0526363830558261	0.898846532603311			8	1.0
CT	BIP_pooled	BIPpooled	5e-8	slope_PC2	within_stratum	cluster3	380	329	0.0627167234301626	0.0533507999083604	0.240537470495316			8	1.0
CT	BIP_pooled	BIPpooled	0p001	slope_PC3	heterogeneity_PRSxStratum	all	8596	7198			0.811484518274509	0.957705131899274	3.0	8	1.0
CT	BIP_pooled	BIPpooled	0p01	slope_PC3	heterogeneity_PRSxStratum	all	8596	7198			0.111441829318985	6.00346371628984	3.0	8	0.891534634551881
CT	BIP_pooled	BIPpooled	0p05	slope_PC3	heterogeneity_PRSxStratum	all	8596	7198			0.319894373851882	3.50669859738264	3.0	8	1.0
CT	BIP_pooled	BIPpooled	0p1	slope_PC3	heterogeneity_PRSxStratum	all	8596	7198			0.249629234347663	4.11192396897241	3.0	8	1.0
CT	BIP_pooled	BIPpooled	0p5	slope_PC3	heterogeneity_PRSxStratum	all	8596	7198			0.435470602648421	2.72811480308883	3.0	8	1.0
CT	BIP_pooled	BIPpooled	1	slope_PC3	heterogeneity_PRSxStratum	all	8596	7198			0.375926360732309	3.10359938401234	3.0	8	1.0
CT	BIP_pooled	BIPpooled	1e-5	slope_PC3	heterogeneity_PRSxStratum	all	8596	7198			0.663725146451199	1.5809139864723	3.0	8	1.0
CT	BIP_pooled	BIPpooled	5e-8	slope_PC3	heterogeneity_PRSxStratum	all	8596	7198			0.502956921835752	2.35028084617807	3.0	8	1.0
CT	BIP_pooled	BIPpooled	0p001	slope_PC3	pooled_stratumFE	all	8596	7198	0.006250177043221	0.0108360159090731	0.56409278872013			8	1.0
