atlas	phenotype	trait_arm	stratum	method	score	beta_perregion	se_perregion	p_adj_perregion	beta_1lmm	se_1lmm	p_adj_1lmm	n
dk	global_slope	BIP_eur	EUR	CT	raw	-0.0428431695687035	0.0148681625838216	0.0318277052362208	-0.0314114765125818	0.0149319509589518	0.283778824918481	4308
dk	baseline_thickness	BIP_eur	EUR	CT	raw	-0.0361643303503103	0.0153131545139103	0.145905254614986	-0.0364988569387289	0.0153239922099266	0.13816834514266	4308
dk	global_slope	BIP_pooled	full	CT	zanc	-0.0177780013151897	0.0104422791526356	0.70959691082404	-0.0148438459340187	0.0105218918670076	1.0	8596
dk	baseline_thickness	BIP_pooled	full	CT	zanc	-0.0217574472602242	0.010631458227006	0.325888584558764	-0.0219328540046212	0.0106375939499964	0.314035925595307	8596
dk	global_slope	ADHD	EUR	CT	raw	-0.0215019078143954	0.0144051163766689	1.0	-0.02281313646871	0.0145053273700061	0.926861435792979	4308
dk	baseline_thickness	ADHD	EUR	CT	raw	-0.0269480503495641	0.0157039813565458	0.689874036271029	-0.0273829493506059	0.0157150541826971	0.65199041761293	4308
dk	global_slope	INT	EUR	CT	raw	-0.0066436450530068	0.0144321689781074	1.0	0.0052189194546573	0.0149703355247497	1.0	4308
dk	baseline_thickness	INT	EUR	CT	raw	0.0282696670373378	0.0153361786081758	0.522796269575648	0.0286207952262223	0.0153470348383899	0.498101405017259	4308
dk	global_slope	BIP_eur	EUR	PRSCS	raw	-0.0154872098603156	0.014718674872255	0.292763864615333	-0.0160050428248155	0.0147760721937541	0.278796708804164	4308
dk	baseline_thickness	BIP_eur	EUR	PRSCS	raw	-0.0036547560634614	0.0156516878551202	0.815379994530849	-0.0043122178237958	0.0156628985218093	0.783088138707251	4308
dk	global_slope	BIP_pooled	full	PRSCS	zanc	-0.0072903230447853	0.0103948031610004	0.4831089978336	-0.0095205213139668	0.0104227541658287	0.361040349266493	8596
dk	baseline_thickness	BIP_pooled	full	PRSCS	zanc	-0.0052716122109093	0.0107792359646796	0.62481707484761	-0.0053844024422326	0.010785500364727	0.617633004942114	8596
dk	global_slope	ADHD	EUR	PRSCS	raw	-0.0011573281729595	0.0145885602771675	0.936773088490851	-0.0095453356461573	0.0146462994537393	0.514616763104489	4308
dk	baseline_thickness	ADHD	EUR	PRSCS	raw	-0.0134238162879911	0.0154895704876082	0.38619002786265	-0.0139825754006025	0.015500589569279	0.367071713051516	4308
dk	global_slope	INT	EUR	PRSCS	raw	0.0142798020399834	0.015442409676007	0.355170051599172	0.0089425354143971	0.0155050446549727	0.564140481471498	4308
dk	baseline_thickness	INT	EUR	PRSCS	raw	-0.0126896491661424	0.0164347710287872	0.440084739055776	-0.0124361563160671	0.0164466125399897	0.449599019418033	4308
dk	global_slope	BIP_eur	EUR	SBayesR	raw	-0.0108063505237204	0.0146904979958426	0.462015635248478	-0.0109566669701654	0.0147505242154875	0.457646753519999	4308
dk	baseline_thickness	BIP_eur	EUR	SBayesR	raw	-0.0052881836816515	0.0155912119384803	0.734492829315971	-0.0058823290043157	0.0156023756806946	0.706181122527766	4308
dk	global_slope	BIP_pooled	full	SBayesR	zanc	-0.0086084761965106	0.0103696576650001	0.4064725239666	-0.010530645938921	0.0103979738831409	0.311205238662604	8596
dk	baseline_thickness	BIP_pooled	full	SBayesR	zanc	-0.0066663854494446	0.0107455573433505	0.535020687461209	-0.0066807776341658	0.0107518034674575	0.534377066035781	8596
dk	global_slope	ADHD	EUR	SBayesR	raw	0.00160891018937	0.0145812021489847	0.912144083590099	-0.0089821233283513	0.0146386562828189	0.539521348314834	4308
dk	baseline_thickness	ADHD	EUR	SBayesR	raw	-0.0189579535334859	0.0154837595846634	0.220877372110897	-0.0194378958794359	0.0154947481531738	0.209734860577751	4308
dk	global_slope	INT	EUR	SBayesR	raw	0.0189950167264805	0.0158215885284766	0.229985344699551	0.0099543075188741	0.0158893986034032	0.531038749021142	4308
dk	baseline_thickness	INT	EUR	SBayesR	raw	-0.0222203721598108	0.0167887783873533	0.185731244678976	-0.0219092574874063	0.0168009517775948	0.19228693409257	4308
dk	global_slope	BIP_eur	EUR	SBayesRC	raw	-0.0131543722271445	0.0145805850098422	0.367012189348714	-0.0126993546539107	0.0146415400192416	0.385800912803641	4308
dk	baseline_thickness	BIP_eur	EUR	SBayesRC	raw	0.0007736520551039	0.015454476722983	0.960076854451087	0.0002385331701009	0.0154656078324284	0.987695064528732	4308
dk	global_slope	BIP_pooled	full	SBayesRC	zanc	-0.0024076136113829	0.0103020252066874	0.815221395596087	-0.0077904881334383	0.0103321389380759	0.450867598357733	8596
dk	baseline_thickness	BIP_pooled	full	SBayesRC	zanc	-0.0112051813542888	0.0106469846421554	0.292633020077041	-0.0114164228027138	0.0106531401988885	0.28390804471729	8596
dk	global_slope	ADHD	EUR	SBayesRC	raw	0.0020093244910219	0.0145498977411834	0.890169110457839	-0.0093047795483171	0.0146085095942604	0.524198395144506	4308
dk	baseline_thickness	ADHD	EUR	SBayesRC	raw	-0.0209869687861303	0.0154535167182311	0.174512644049779	-0.021749704451589	0.0154643716658712	0.159666049568914	4308
dk	global_slope	INT	EUR	SBayesRC	raw	0.0110166609844231	0.0153969687118334	0.474335742281087	0.0048042341687748	0.0154621627863447	0.756037709899863	4308
dk	baseline_thickness	INT	EUR	SBayesRC	raw	-0.016340449491456	0.0163371154024356	0.317268133521678	-0.0158090751511735	0.0163489860929746	0.333610570081672	4308
