run,subjects,mean_visits,mean_reliability,effective_N,vs_5.1
5.1 (>=2 visits),6937,2.2973908029407526,0.16506774869355512,1145.0749726871918,1.0
7.0 (>=2 visits),8192,2.8575439453125,0.17858661249376362,1462.9815295489116,1.2776294692003234
7.0 (>=3 visits),5195,3.352261790182868,0.20564368793992202,1068.318958847895,0.9329685691591263
7.0 (4 visits),1830,4.0,0.24933264541022176,456.2787411007058,0.3984706259276096
