var,n,mean,sd,model_sd,frac_thinning,age_centre
thickness_mm,8716,2.74890855533642,0.0676183047963977,0.0691732409968549,,12.797
slope_um_per_yr,8716,-19.9553551307482,2.29386282938307,4.16787066251513,1,12.797
