label,hemi,region,fe_age_51,fe_age_t_51,sd_slope_51,fe_age_70_mv3,fe_age_t_70_mv3,sd_slope_70_mv3,pc1_loading,slope_noglobal,slope_split,slope_single,old_delta_peryr,C1,C2,C3,pc1_loading_z,tau_slope,reliability,lobe,slope_total_70
rh_inferiorparietal,rh,inferiorparietal,-0.0031736182428193,-10.619450300936393,0.0039153894644136,-0.0025147937988149,-10.839137932753731,0.0031222192437295,0.0127346884706881,-0.022772570730067,-0.0036282722628111,-0.0036428288964128,,,,,0.0858979823486317,0.0031222192437295,0.5617323581492177,parietal,-0.020541355509722553
rh_inferiortemporal,rh,inferiortemporal,0.0012543931473437,3.667427340116664,0.0038684103273683,-0.0003028679101715,-1.1051773451908176,0.00414285752639,0.0117035830852681,-0.0168371430113854,0.0017513070980077,0.0023134969474119,,,,,-0.0661166969041992,0.00414285752639,0.5551002608053963,temporal,-0.01632835610882113
rh_isthmuscingulate,rh,isthmuscingulate,-0.0128233663084117,-32.40510337745104,0.006288125813001,-0.0119299742355197,-36.24237383100345,0.0046438721407088,-0.0064529160624517,-0.0188000076395123,-0.0117718715922035,-0.0107163450072773,,,,,-0.0268778955975817,0.0046438721407088,0.5446062287867928,cingulate,-0.018916159130506496
rh_lateraloccipital,rh,lateraloccipital,0.001417611252994,5.194101267439689,0.0043824178604449,0.0033720486477711,15.233776708454982,0.0030848392141708,0.0216139423498108,-0.0151855157908272,0.0050375913955404,0.0065389760787649,,,,,0.2027256430827083,0.0030848392141708,0.5445492225991305,occipital,-0.01308222049890639
rh_lateralorbitofrontal,rh,lateralorbitofrontal,-0.0066515188069283,-13.302199895254878,0.0037966702318755,-0.0048682267357367,-11.695165347532988,0.0035012429825072,-0.0620434908857199,-0.0208821581243046,-0.0068445713123751,-0.0071854072670716,,,,,-0.1230078390959059,0.0035012429825072,0.5784950845713517,frontal,-0.019569330680166645
rh_lingual,rh,lingual,-0.010005947558688,-31.07405823242378,0.0041748577051565,-0.0057532991822741,-21.89010271483991,0.0030669709182168,0.0206464646741032,-0.0218390106704962,-0.007520492760642,-0.0066347160233481,,,,,0.2033637098835257,0.0030669709182168,0.5397853270954573,occipital,-0.01775519485315105
rh_medialorbitofrontal,rh,medialorbitofrontal,-0.0116953224085049,-23.333813959132797,0.0052673707153946,-0.0100696591253243,-24.281998832413834,0.0054942016131355,-0.1055837676952193,-0.0244604026202306,-0.0126388682017529,-0.0143336080078111,,,,,-0.1423884377101652,0.0054942016131355,0.555984409833211,frontal,-0.0229006368907115
rh_middletemporal,rh,middletemporal,0.0032737620607121,8.322890660212687,0.0047071240089306,0.0010618412466899,3.396347919637836,0.0051583855818105,0.0223767760473166,-0.0172409840833134,0.0031762410611449,0.0045290123811228,,,,,-0.0706948138323304,0.0051583855818105,0.5777463564336968,temporal,-0.01646195431821185
rh_parahippocampal,rh,parahippocampal,-0.0051150815747471,-9.198758349546036,0.0066936542386261,-0.0031059002905896,-7.003687348197163,0.0058447779420013,0.0019875338962395,-0.0142588792075865,-0.0005806363347391,0.002029974566468,,,,,-0.0348429580439044,0.0058447779420013,0.53592051905688,temporal,-0.013411572397167032
rh_paracentral,rh,paracentral,-0.001291578526967,-3.468331823085826,0.0077503633360772,-1.5741573260887623e-05,-0.0514786789891938,0.0061758329200387,0.0233344164662972,-0.0214906342918509,-0.0013271605556542,-0.0029213516670141,,,,,0.087468837517553,0.0061758329200387,0.5831093828670432,frontal,-0.01930459311397328
rh_parsopercularis,rh,parsopercularis,0.0003657484626611,0.9939842941232132,0.0055049759804267,-0.0004815184638196,-1.6539361291197905,0.0040480558088999,-0.0106861322229962,-0.0134902302543792,0.0014154922772334,0.0024563861881984,,,,,-0.1486931074937081,0.0040480558088999,0.5434405332364379,frontal,-0.014074713470199085
rh_parsorbitalis,rh,parsorbitalis,-0.0106570188556266,-20.959885858138065,0.0069088924795043,-0.0098165819356548,-23.93248690154443,0.0055265355765276,-0.0744750456207471,-0.0261845054407066,-0.0094272294598357,-0.0086205952067249,,,,,-0.1466664150067128,0.0055265355765276,0.55509640403531,frontal,-0.02503358142343532
rh_parstriangularis,rh,parstriangularis,-0.0046256963740493,-10.913170552968383,0.0060599118178462,-0.0045000051695676,-13.513137877941546,0.0050026369649994,-0.0454998061599195,-0.0214153017086179,-0.0053990070644514,-0.0050566879138517,,,,,-0.165176683772758,0.0050026369649994,0.5545006879063173,frontal,-0.02021738680071109
rh_pericalcarine,rh,pericalcarine,-0.0029242191401802,-6.132334986967867,0.0054755018705815,-0.0008570731007408,-2.13447407413887,0.0051171878264432,0.0287096291003274,-0.0137059692574509,0.0017267321261004,0.0027154677979937,,,,,0.2100298487111202,0.0051171878264432,0.533661022982536,occipital,-0.011211199128791084
rh_postcentral,rh,postcentral,-0.0023686204257742,-5.489023356699128,0.0061210059155715,-3.3062893425063345e-05,-0.0916978747034755,0.006458412659117,0.0642134657536875,-0.0194727851684698,-0.0018183911303336,-0.0006244761953199,,,,,0.1020034249592455,0.006458412659117,0.5960037271258178,parietal,-0.015935414449617758
rh_posteriorcingulate,rh,posteriorcingulate,-0.0120019825003843,-34.9415865764193,0.0038092603366779,-0.0109527414066384,-38.60880106845504,0.0036736021043407,-0.0133836842115354,-0.0187451313007421,-0.010808797455107,-0.0097480266556752,,,,,-0.063068256213802,0.0036736021043407,0.5613142430459351,cingulate,-0.018542448158723645
rh_precentral,rh,precentral,0.0189497761772934,39.516171149784505,0.0103838825532609,0.0162777506434443,41.40582245027789,0.0056862470272012,0.02997819668971,-0.0034696075952719,0.0176180861405951,0.0156501839727219,,,,,0.036079994584932,0.0056862470272012,0.5446309218708071,frontal,-0.0032433530340382315
rh_precuneus,rh,precuneus,-0.0094820853108336,-37.65310054014448,0.003879941725749,-0.0065047282734735,-31.746681415813217,0.0036848336490295,0.0141030947389444,-0.0254986856554892,-0.0096383080147876,-0.0087479057564516,,,,,0.1268737088765383,0.0036848336490295,0.5720473989556569,parietal,-0.0219978600598046
rh_rostralanteriorcingulate,rh,rostralanteriorcingulate,-0.013361910730887,-18.674987052354783,0.0082504786131979,-0.0127159763950177,-22.109839282147853,0.0082994738828681,-0.0842432873092868,-0.0217482233085708,-0.0135229358331576,-0.0127114432275359,,,,,-0.1133730396915434,0.0082994738828681,0.5557705145682988,cingulate,-0.02015592463375467
rh_rostralmiddlefrontal,rh,rostralmiddlefrontal,-0.0035242119544286,-10.168113292710158,0.005115525688684,-0.0045429117094794,-16.23716874182258,0.0039386406177208,-0.0619718975100328,-0.0244648627328555,-0.0057546585787206,-0.0077652862553353,,,,,-0.1790719331182737,0.0039386406177208,0.5471833769472988,frontal,-0.02292783350605934
rh_superiorfrontal,rh,superiorfrontal,0.0021108744783118,6.6660589699833315,0.0033738247135849,0.0005617494237008,2.2638878828884224,0.0026804423772637,-0.0271262780285931,-0.0191830912825953,0.0007206727523319,-0.0007729430066053,,,,,-0.1784529798737189,0.0026804423772637,0.542557523661611,frontal,-0.018375579154478704
rh_superiorparietal,rh,superiorparietal,0.0005841815099091,1.9132106845119377,0.0043784539620488,0.0015433374648633,6.280189435688359,0.0045916418615395,0.0549400783365113,-0.0221632164201002,-0.001513518167559,-0.0035714793961152,,,,,0.2119752660797962,0.0045916418615395,0.5730776549707447,parietal,-0.019095235741549463
rh_superiortemporal,rh,superiortemporal,0.0040040750572691,11.86162096423841,0.005323263006453,0.0034893427042233,13.092240207726755,0.0049791393788897,0.0013241580601191,-0.0142715715693667,0.0055550151936605,0.0069541860444176,,,,,-0.1120056288687922,0.0049791393788897,0.5788089926410032,temporal,-0.013765094889651934
rh_supramarginal,rh,supramarginal,0.0034793707869122,8.84642076168451,0.0077559062945649,0.0032361349514423,10.381762036110652,0.0061222324684632,0.08485980048053,-0.0178778541839683,0.0030694019765231,0.0026543901626617,,,,,0.0287206879748455,0.0061222324684632,0.6225424741751248,parietal,-0.0161175044303264
rh_frontalpole,rh,frontalpole,-0.0165944859719979,-18.877517285940332,0.0117570092874337,-0.0158356240945595,-22.73583130921937,0.0107374084907308,-0.7095896356439351,-0.0303221133131409,-0.0152377783308034,-0.0136020923904167,,,,,-0.1086746527912714,0.0107374084907308,0.5932232281101576,frontal,-0.028444468881578998
rh_temporalpole,rh,temporalpole,0.027979811796183,22.37322856566772,0.0124018984356543,0.0232600236738967,22.286449177130223,0.0084885728141727,-0.000523474804455,-0.0015578668449932,0.0249175341507398,0.0217581262253988,,,,,-0.0384332789840133,0.0084885728141727,0.5148103093179148,temporal,-0.0008718296698283154
rh_transversetemporal,rh,transversetemporal,-0.0019377735259669,-3.370651220364068,0.0036307351454646,-0.0005922392671794,-1.2919380414360528,0.005911257446184,0.0012186296032172,-0.0183712513524242,-0.0019250216717765,-0.0008091105199325,,,,,-0.0023394814228767,0.005911257446184,0.5569415668212858,temporal,-0.015827763968939798
rh_insula,rh,insula,-0.0076497763309587,-11.407171595724709,0.0086050238215077,-0.0078360035522471,-13.960725427036476,0.0077010213775608,-0.0225528695090966,-0.0179175747876469,-0.005337999348358,-0.0035945383516458,,,,,-0.0941012812935908,0.0077010213775608,0.550529744715661,insula,-0.017509673433365958
