outcome	map	label	r	t	p	n
anxdep	absolute_ct	lh_47s	-0.01143	-1.0323	0.30194	8184
anxdep	absolute_ct	lh_52	0.017732	1.6017	0.10926	8184
anxdep	absolute_ct	lh_55b	0.009675	0.87385	0.38223	8184
anxdep	absolute_ct	lh_5L	-0.019053	-1.7211	0.085265	8184
anxdep	absolute_ct	lh_5m	-0.00051015	-0.046075	0.96325	8184
anxdep	absolute_ct	lh_5mv	0.0030849	0.27861	0.78055	8184
anxdep	absolute_ct	lh_6a	-0.0026034	-0.23513	0.81412	8184
anxdep	absolute_ct	lh_6d	-0.0076723	-0.69296	0.48836	8184
anxdep	absolute_ct	lh_6ma	-0.0095823	-0.86547	0.3868	8184
anxdep	absolute_ct	lh_6mp	0.012035	1.087	0.27707	8184
anxdep	absolute_ct	lh_6r	-0.0061653	-0.55684	0.57766	8184
anxdep	absolute_ct	lh_6v	0.010228	0.92378	0.35563	8184
anxdep	absolute_ct	lh_7AL	-0.024872	-2.247	0.024667	8184
anxdep	absolute_ct	lh_7Am	-0.017064	-1.5414	0.12326	8184
anxdep	absolute_ct	lh_7PC	-0.01598	-1.4434	0.14895	8184
anxdep	absolute_ct	lh_7PL	-0.018476	-1.6689	0.095169	8184
anxdep	absolute_ct	lh_7Pm	0.0034992	0.31604	0.75198	8184
anxdep	absolute_ct	lh_7m	0.0041033	0.3706	0.71095	8184
anxdep	absolute_ct	lh_8Ad	0.0046786	0.42256	0.67263	8184
anxdep	absolute_ct	lh_8Av	-0.011154	-1.0075	0.31373	8184
anxdep	absolute_ct	lh_8BL	-0.00033269	-0.030047	0.97603	8184
anxdep	absolute_ct	lh_8BM	0.006355	0.57397	0.56601	8184
anxdep	absolute_ct	lh_8C	0.013234	1.1953	0.232	8184
anxdep	absolute_ct	lh_9-46d	-0.020772	-1.8765	0.060623	8184
anxdep	absolute_ct	lh_9a	-0.0038747	-0.34995	0.72638	8184
anxdep	absolute_ct	lh_9m	-0.0020392	-0.18417	0.85388	8184
anxdep	absolute_ct	lh_9p	-0.00074206	-0.06702	0.94657	8184
anxdep	absolute_ct	lh_A1	0.0042556	0.38436	0.70072	8184
anxdep	absolute_ct	lh_A4	0.001841	0.16627	0.86795	8184
anxdep	absolute_ct	lh_A5	0.0053423	0.4825	0.62946	8184
anxdep	absolute_ct	lh_AAIC	-0.027281	-2.4648	0.013729	8184
anxdep	absolute_ct	lh_AIP	-0.007894	-0.71298	0.47588	8184
anxdep	absolute_ct	lh_AVI	-0.0086923	-0.78509	0.43243	8184
anxdep	absolute_ct	lh_DVT	0.010048	0.90757	0.36413	8184
anxdep	absolute_ct	lh_EC	0.0029024	0.26213	0.79323	8184
anxdep	absolute_ct	lh_FEF	0.016217	1.4648	0.14301	8184
anxdep	absolute_ct	lh_FFC	0.0067622	0.61075	0.54138	8184
anxdep	absolute_ct	lh_FOP1	0.0005254	0.047452	0.96215	8184
anxdep	absolute_ct	lh_FOP2	-0.0020422	-0.18444	0.85367	8184
anxdep	absolute_ct	lh_FOP3	0.0022639	0.20447	0.83799	8184
anxdep	absolute_ct	lh_FOP4	-0.0068697	-0.62046	0.53497	8184
anxdep	absolute_ct	lh_FOP5	0.0048442	0.43752	0.66175	8184
anxdep	absolute_ct	lh_FST	-0.0093571	-0.84514	0.39806	8184
anxdep	absolute_ct	lh_IFJa	0.00988	0.89237	0.37222	8184
anxdep	absolute_ct	lh_IFJp	-0.00034529	-0.031185	0.97512	8184
anxdep	absolute_ct	lh_IFSa	-0.01188	-1.073	0.28328	8184
anxdep	absolute_ct	lh_IFSp	0.0076037	0.68676	0.49226	8184
anxdep	absolute_ct	lh_IP0	-0.019954	-1.8025	0.071496	8184
anxdep	absolute_ct	lh_IP1	-0.010407	-0.93995	0.34727	8184
anxdep	absolute_ct	lh_IP2	-0.0096708	-0.87347	0.38243	8184
anxdep	absolute_ct	lh_IPS1	0.0060326	0.54485	0.58587	8184
anxdep	absolute_ct	lh_Ig	-0.01813	-1.6377	0.10153	8184
anxdep	absolute_ct	lh_LBelt	0.002679	0.24196	0.80882	8184
anxdep	absolute_ct	lh_LIPd	0.00076316	0.068925	0.94505	8184
anxdep	absolute_ct	lh_LIPv	-0.028021	-2.5317	0.011369	8184
anxdep	absolute_ct	lh_LO1	0.013668	1.2345	0.21704	8184
anxdep	absolute_ct	lh_LO2	-0.00033565	-0.030315	0.97582	8184
anxdep	absolute_ct	lh_LO3	0.020144	1.8197	0.068837	8184
anxdep	absolute_ct	lh_MBelt	0.0016068	0.14512	0.88462	8184
anxdep	absolute_ct	lh_MI	0.0057439	0.51878	0.60393	8184
anxdep	absolute_ct	lh_MIP	-0.0010497	-0.094803	0.92447	8184
anxdep	absolute_ct	lh_MST	0.010007	0.90382	0.36611	8184
anxdep	absolute_ct	lh_MT	0.0093043	0.84037	0.40073	8184
anxdep	absolute_ct	lh_OFC	-0.023779	-2.1483	0.031723	8184
anxdep	absolute_ct	lh_OP1	-0.022485	-2.0313	0.042256	8184
anxdep	absolute_ct	lh_OP2-3	-0.012786	-1.1549	0.24817	8184
anxdep	absolute_ct	lh_OP4	-0.017718	-1.6005	0.10953	8184
anxdep	absolute_ct	lh_PBelt	0.0070919	0.64053	0.52185	8184
anxdep	absolute_ct	lh_PCV	-0.006115	-0.55229	0.58076	8184
anxdep	absolute_ct	lh_PEF	-0.00078945	-0.0713	0.94316	8184
anxdep	absolute_ct	lh_PF	0.0086412	0.78047	0.43514	8184
anxdep	absolute_ct	lh_PFcm	0.015623	1.4112	0.15823	8184
anxdep	absolute_ct	lh_PFm	0.0025395	0.22936	0.8186	8184
anxdep	absolute_ct	lh_PFop	-0.0025702	-0.23213	0.81644	8184
anxdep	absolute_ct	lh_PFt	-0.0095976	-0.86686	0.38605	8184
anxdep	absolute_ct	lh_PGi	-0.0038243	-0.3454	0.7298	8184
anxdep	absolute_ct	lh_PGp	0.010121	0.91417	0.36066	8184
anxdep	absolute_ct	lh_PGs	-0.00030364	-0.027423	0.97812	8184
anxdep	absolute_ct	lh_PH	0.01005	0.90768	0.36407	8184
anxdep	absolute_ct	lh_PHA1	-0.0066139	-0.59736	0.55029	8184
anxdep	absolute_ct	lh_PHA2	0.0093013	0.84009	0.40088	8184
anxdep	absolute_ct	lh_PHA3	-0.0057986	-0.52371	0.60049	8184
anxdep	absolute_ct	lh_PHT	-0.010672	-0.96392	0.33512	8184
anxdep	absolute_ct	lh_PI	0.010248	0.92557	0.3547	8184
anxdep	absolute_ct	lh_PIT	-0.0051227	-0.46267	0.64361	8184
anxdep	absolute_ct	lh_POS1	-0.019215	-1.7357	0.082647	8184
anxdep	absolute_ct	lh_POS2	0.011446	1.0338	0.30126	8184
anxdep	absolute_ct	lh_PSL	0.0061193	0.55268	0.5805	8184
anxdep	absolute_ct	lh_PeEc	0.0087702	0.79212	0.42832	8184
anxdep	absolute_ct	lh_Pir	0.006288	0.56792	0.57011	8184
anxdep	absolute_ct	lh_PoI1	0.010792	0.97478	0.3297	8184
anxdep	absolute_ct	lh_PoI2	0.002492	0.22507	0.82193	8184
anxdep	absolute_ct	lh_PreS	-0.0019514	-0.17624	0.86011	8184
anxdep	absolute_ct	lh_ProS	-0.023191	-2.0951	0.036196	8184
anxdep	absolute_ct	lh_RI	0.0047607	0.42998	0.66723	8184
anxdep	absolute_ct	lh_RSC	-0.0089609	-0.80934	0.41834	8184
anxdep	absolute_ct	lh_SCEF	0.0035169	0.31763	0.75077	8184
anxdep	absolute_ct	lh_SFL	-0.013849	-1.2509	0.21101	8184
anxdep	absolute_ct	lh_STGa	0.025365	2.2916	0.021956	8184
anxdep	absolute_ct	lh_STSda	0.012371	1.1174	0.26386	8184
anxdep	absolute_ct	lh_STSdp	-0.0055807	-0.50404	0.61425	8184
anxdep	absolute_ct	lh_STSva	-0.00027135	-0.024507	0.98045	8184
anxdep	absolute_ct	lh_STSvp	-0.0087048	-0.78621	0.43177	8184
anxdep	absolute_ct	lh_STV	0.0094529	0.85378	0.39325	8184
anxdep	absolute_ct	lh_TA2	0.0064481	0.58238	0.56033	8184
anxdep	absolute_ct	lh_TE1a	0.0044048	0.39783	0.69077	8184
anxdep	absolute_ct	lh_TE1m	-0.0022329	-0.20167	0.84018	8184
anxdep	absolute_ct	lh_TE1p	0.0073115	0.66036	0.50904	8184
anxdep	absolute_ct	lh_TE2a	0.0071746	0.648	0.517	8184
anxdep	absolute_ct	lh_TE2p	-0.0031033	-0.28028	0.77927	8184
anxdep	absolute_ct	lh_TF	0.017092	1.5439	0.12265	8184
anxdep	absolute_ct	lh_TGd	0.0081869	0.73943	0.45967	8184
anxdep	absolute_ct	lh_TGv	0.0078191	0.70621	0.48007	8184
anxdep	absolute_ct	lh_TPOJ1	-0.0073794	-0.66649	0.50512	8184
anxdep	absolute_ct	lh_TPOJ2	0.0028342	0.25597	0.79798	8184
anxdep	absolute_ct	lh_TPOJ3	0.01197	1.0812	0.27964	8184
anxdep	absolute_ct	lh_V1	-0.0038502	-0.34774	0.72805	8184
anxdep	absolute_ct	lh_V2	-0.0023306	-0.2105	0.83329	8184
anxdep	absolute_ct	lh_V3	0.015801	1.4273	0.15354	8184
anxdep	absolute_ct	lh_V3A	0.0083665	0.75565	0.44988	8184
anxdep	absolute_ct	lh_V3B	-0.012012	-1.085	0.27796	8184
anxdep	absolute_ct	lh_V3CD	-0.0010152	-0.091691	0.92695	8184
anxdep	absolute_ct	lh_V4	0.0051105	0.46156	0.64441	8184
anxdep	absolute_ct	lh_V4t	-0.00088583	-0.080005	0.93624	8184
anxdep	absolute_ct	lh_V6	0.023106	2.0874	0.036885	8184
anxdep	absolute_ct	lh_V6A	0.00018218	0.016454	0.98687	8184
anxdep	absolute_ct	lh_V7	0.0077626	0.70111	0.48326	8184
anxdep	absolute_ct	lh_V8	-0.0055039	-0.4971	0.61913	8184
anxdep	absolute_ct	lh_VIP	-0.0094494	-0.85347	0.39342	8184
anxdep	absolute_ct	lh_VMV1	0.0041478	0.37462	0.70795	8184
anxdep	absolute_ct	lh_VMV2	-0.0025864	-0.23359	0.81531	8184
anxdep	absolute_ct	lh_VMV3	0.0079273	0.71598	0.47402	8184
anxdep	absolute_ct	lh_VVC	0.025172	2.2742	0.022981	8184
anxdep	absolute_ct	lh_a10p	-0.019924	-1.7998	0.071928	8184
anxdep	absolute_ct	lh_a24	-0.0038991	-0.35215	0.72473	8184
anxdep	absolute_ct	lh_a24pr	0.0065619	0.59266	0.55342	8184
anxdep	absolute_ct	lh_a32pr	0.0052998	0.47866	0.63219	8184
anxdep	absolute_ct	lh_a47r	-0.023387	-2.1128	0.034652	8184
anxdep	absolute_ct	lh_a9-46v	-0.0071824	-0.64871	0.51655	8184
anxdep	absolute_ct	lh_d23ab	-0.019995	-1.8063	0.070913	8184
anxdep	absolute_ct	lh_d32	0.0024926	0.22512	0.82189	8184
anxdep	absolute_ct	lh_i6-8	0.006243	0.56386	0.57287	8184
anxdep	absolute_ct	lh_p10p	-0.009009	-0.81369	0.41584	8184
anxdep	absolute_ct	lh_p24	0.002145	0.19373	0.84639	8184
anxdep	absolute_ct	lh_p24pr	0.0038459	0.34735	0.72834	8184
anxdep	absolute_ct	lh_p32	-0.0062593	-0.56532	0.57187	8184
anxdep	absolute_ct	lh_p32pr	0.0055151	0.49811	0.61842	8184
anxdep	absolute_ct	lh_p47r	-0.0082622	-0.74623	0.45555	8184
anxdep	absolute_ct	lh_p9-46v	-0.016688	-1.5074	0.13175	8184
anxdep	absolute_ct	lh_pOFC	-0.017723	-1.601	0.10942	8184
anxdep	absolute_ct	lh_s32	-0.0099701	-0.90051	0.36788	8184
anxdep	absolute_ct	lh_s6-8	-0.0045912	-0.41466	0.6784	8184
anxdep	absolute_ct	lh_v23ab	0.001957	0.17675	0.85971	8184
