label,Astro,Endo,Micro,Neuro-Ex,Neuro-In,OPC,Oligo,Per,L1,L2,L3,L4,L5,L6,WM,SCZ top 250,SCZ top 500,SCZ top 1000,MDD top 250,MDD top 500,MDD top 1000,PLS2,C3,normative_thinning_um_yr,tier
lh_a47r,-0.442,-0.5819,-0.4569,-0.7134,-0.7639,-0.1393,-0.1714,-0.4057,-0.3195,-0.3556,0.3137,-0.6131,-0.7254,-0.1515,-0.5659,-1.128,-1.289,-1.451,-0.7809,-1.065,-1.269,0.7614,1,28.28,fast
lh_IFSp,-1.057,2.012,1.354,1.408,1.39,-0.08836,0.00825,1.154,-0.1348,0.4389,1.317,1.392,1.128,0.8766,-0.08523,1.187,1.281,1.322,1.043,0.8594,1.054,0.7953,0.741,19.73,mid
lh_IFSa,0.04061,1.803,1.105,1.082,1.35,-0.3435,-0.4249,0.7652,0.8179,0.9934,1.928,1.518,1.389,0.255,0.2919,2.06,2.066,2.307,1.495,1.592,1.81,1.51,0.8673,23.11,fast
lh_p9-46v,0.6108,1.198,0.9019,0.8603,0.8052,0.07823,0.4295,1.063,0.4829,-0.1514,1.151,1.37,0.9311,0.2848,0.6194,1.357,1.197,1.558,0.7234,1.039,1.261,0.6075,0.5505,22.72,fast
lh_46,0.09829,0.5473,0.09047,0.9083,0.3575,-0.06596,-0.1098,-0.01677,0.117,0.338,1.22,0.8608,1.17,1.078,0.003765,1.137,1.027,1.028,1.121,1.106,0.9254,1.323,1.112,22.32,mid
lh_a9-46v,0.35,0.5363,0.1028,1.203,1.572,0.749,-0.2707,0.4529,0.1412,1.362,2.137,0.7053,0.4094,0.08734,-0.1938,1.257,1.184,1.105,1.958,1.92,1.608,2.192,1.185,27.44,fast
lh_9-46d,1.031,-0.1111,-0.1679,-0.5904,-0.8699,0.8219,1.145,0.708,0.5746,-0.02955,0.4025,-0.731,-0.8286,-0.3121,1.055,0.1385,0.1308,0.1329,0.0469,0.2973,0.2621,0.6503,0.3493,22.67,fast
lh_9a,0.8553,-0.5689,0.01357,1.334,1.631,0.05197,-1.252,0.5435,0.1614,1.264,1.954,0.3458,0.5008,-0.07662,-1.07,-0.07661,0.3044,0.2598,0.8443,0.7727,0.6701,1.749,1.468,23.2,fast
lh_10v,0.6979,-0.1179,0.8376,-0.5868,-0.2698,1.007,0.09975,0.09601,0.8945,0.3189,0.6477,-0.7759,-0.1342,-0.3858,0.4024,-0.4247,0.05636,-0.1454,0.776,0.3694,0.3495,0.894,0.1679,30.59,fast
lh_11l,0.9913,1.337,1.32,1.057,1.42,1.301,1.067,1.244,0.9354,1.144,1.246,0.02705,0.3516,0.3988,1.363,1.512,1.862,1.776,1.93,1.991,2.145,1.335,0.8475,32.52,fast
lh_13l,-0.3128,0.0004191,0.6876,1.215,1.058,0.6414,1.291,-0.3501,-0.5836,0.7258,0.9479,0.0871,1.65,1.717,0.9643,0.8577,0.9321,1.272,1.469,1.476,1.433,1.132,0.8284,24.13,fast
lh_OFC,0.4845,-0.1421,0.5348,0.5179,0.6263,0.462,-0.5731,-0.1928,0.4175,1.475,1.679,-0.8589,0.5133,0.3561,-0.1787,0.2173,0.3398,0.3488,1.195,0.9334,0.7274,1.099,0.5894,22.08,mid
lh_47s,-1.103,0.006592,1.223,0.6681,0.5863,0.4621,0.1421,-1.726,-0.7344,1.261,1.101,-0.4744,1.328,2.181,0.09108,0.8129,0.8142,0.9253,1.901,1.563,1.152,0.8051,0.3286,20.65,mid
lh_6a,0.02902,0.8613,-0.3849,-0.6767,-0.8864,-0.09627,0.3706,-0.05691,0.3174,-0.4917,0.2597,0.8853,0.1812,-0.1327,0.11,-0.007479,-0.02497,0.02369,-0.3721,-0.2837,-0.0735,-0.9425,-0.3979,8.62,slow
lh_i6-8,0.3457,1.059,0.4342,-0.4528,-0.5273,0.4025,0.7083,1.122,0.5951,-1.066,0.07298,1.13,0.2371,0.1713,0.413,0.2898,0.02469,0.1167,-0.2383,-0.07225,-0.1109,-1.269,-0.6349,14.45,slow
lh_43,-1.014,-0.3362,-0.08356,0.5906,0.09149,-1.267,-0.7672,-1.201,-1.013,-0.1386,-0.1528,0.8199,0.8173,1.021,-0.9071,-0.435,-0.4046,-0.4673,-0.3612,-0.3542,-0.4633,-0.1202,0.4548,15.15,slow
lh_OP4,-0.5378,-0.4295,0.7093,-0.602,-0.9822,0.03611,1.115,-0.7554,-0.5303,-1.005,-1.274,0.06538,0.08152,0.2677,0.7691,0.6144,0.5611,0.395,-0.2324,0.1516,0.09209,-0.6635,-0.1061,21.58,mid
lh_52,0.4706,0.7979,0.3003,0.5145,0.8377,0.8988,0.5564,0.4093,0.8254,1.622,0.4024,-1.277,-0.8265,0.4414,0.6465,0.8589,0.6749,0.6182,0.8982,0.7937,0.6377,0.3487,0.05902,17.49,slow
lh_PoI2,1.762,0.8159,1.539,-1.27,-1.093,0.9427,-1.442,0.09968,2.423,0.7144,-0.9393,-2.402,-1.05,1.231,0.2383,-0.98,-0.4574,-0.6433,0.5889,0.4283,-0.4521,-0.03526,-1.579,20.7,mid
lh_TA2,0.8902,-0.4275,0.7889,1.165,1.378,1.35,-0.9153,-0.5358,0.5847,1.992,0.3976,-0.9754,0.5101,0.3274,-0.29,0.4392,0.7377,0.8197,1.782,1.514,1.328,0.2997,0.4563,9.564,slow
lh_FOP4,0.1283,1.43,1.152,0.9317,0.7972,1.104,0.9393,1.077,0.524,0.6259,0.63,-0.1427,0.9797,2.06,0.869,0.7925,0.9559,1.225,1.083,1.305,1.117,-0.3717,-0.04277,15.57,slow
lh_MI,0.8214,1.01,1.52,0.8135,0.732,1.305,-0.5102,-0.1621,1.064,1.725,0.4416,-1.237,1.258,2.778,0.3207,-0.1788,0.4404,0.7988,1.344,1.715,1.243,1.1,-0.5805,24.39,fast
lh_AVI,0.007325,0.1958,0.01475,-0.06769,-0.07993,0.501,0.7222,0.00162,-0.04968,0.2194,0.5615,-0.3745,0.1113,0.9702,0.3392,-0.5183,-0.3954,-0.2333,0.2564,0.1793,-0.1363,0.3009,0.3601,20.31,mid
lh_FOP3,1.103,1.019,1.051,0.4703,0.397,0.1786,-0.3314,-0.3605,1.075,0.8851,-0.3499,-1.095,-0.3668,1.226,0.8229,-0.07779,0.7378,0.6544,1.829,1.782,1.124,0.07277,-0.4831,14.05,slow
lh_PFt,0.8096,0.816,1.479,-0.2205,-0.2569,0.3654,1.551,1.531,0.8212,-0.2754,0.3478,0.3426,-0.46,-1.266,1.476,0.9708,0.8574,0.8582,0.002601,0.2537,0.4641,-1.07,-0.06728,19.52,mid
lh_AIP,0.6814,0.8133,0.3436,0.8075,0.6578,-0.7996,-1.053,0.6941,0.7318,0.1127,0.5498,1.585,0.8296,-1.018,-0.4909,1.665,1.634,1.51,1.069,0.9997,1.203,0.07442,0.7102,22.25,mid
lh_EC,1.409,0.3785,2.346,-2.262,-1.215,2.03,0.8323,1.614,2.049,-1.609,-1.823,-1.682,-1.15,-0.07683,1.207,-0.6823,-0.5202,-0.966,-0.6092,-0.8716,-1.17,-3.433,-2.623,9.421,slow
lh_PreS,-0.4477,-1.652,1.049,-0.8866,-0.6522,1.438,1.471,-0.844,-0.5891,-0.8291,-2.885,-2.292,-1.026,1.35,1.272,-0.8848,-0.6962,-0.9252,-0.4834,-0.9113,-0.8571,-1.622,-1.843,12.2,slow
lh_PeEc,2.553,0.2527,2.203,-1.549,-0.9273,2.154,-0.396,1.262,2.867,0.5796,-0.5711,-2.054,-0.8228,-0.1519,0.8488,-0.2178,0.0728,-0.08967,0.5637,0.4629,0.004737,-1.703,-1.79,5.889,slow
lh_STGa,0.2342,-1.592,0.757,0.06275,0.2104,1.385,-0.4174,-1.332,-0.09985,1.723,0.2622,-1.834,0.1843,0.5663,-0.2883,-0.8309,-0.4138,-0.5456,0.5972,0.4022,-0.004999,-0.02447,-0.1125,12.72,slow
lh_PBelt,-1.047,0.7584,0.4959,-1.248,-0.8934,-0.1268,1.846,0.1803,-0.3001,-0.6782,-0.8934,-0.4433,-2.496,-1.891,1.554,0.9775,0.8917,0.5399,-0.1027,-0.09746,0.1065,-1.322,-1.041,13.67,slow
lh_A5,-0.8784,-0.9587,-0.3579,-0.1768,-0.3855,-0.1906,0.277,-1.134,-0.8362,0.2533,-0.4115,-0.4849,-0.02857,0.2336,-0.02892,-0.07995,-0.293,-0.2116,-0.4762,-0.4986,-0.3397,0.3387,1.061,20.39,mid
lh_PHA1,1.242,-1.522,1.134,-2.219,-1.732,0.9365,0.3156,-1.556,0.9772,-0.9979,-1.382,-1.674,-1.575,-0.6575,1.034,-0.8802,-0.7018,-1.134,-0.5288,-0.6565,-0.8331,-1.809,-1.653,14.24,slow
lh_PHA3,0.4894,-0.9426,-0.1878,0.9474,1.192,0.7268,-0.3955,-0.3278,0.03007,1.74,0.5867,-1.226,0.1381,0.7532,-0.4993,-0.8622,-0.7102,-0.4171,0.2552,0.1683,0.06221,0.4342,0.4723,17.28,slow
lh_STSdp,-0.2461,-0.1631,-0.8296,-0.1013,-0.1952,-0.2216,0.5932,-0.01769,-0.3199,0.3628,0.3797,-0.1048,-0.1114,-0.4011,0.1766,0.612,0.2665,0.2965,-0.3726,0.0152,0.1168,0.3517,1.106,24.29,fast
lh_STSvp,-0.3475,-0.6593,-0.7879,-1.164,-1.945,-0.8397,0.5109,-0.8929,-0.3847,-0.3675,-0.1947,-0.8967,-0.9084,-0.6394,0.6526,-0.6711,-0.9858,-0.9873,-0.9139,-0.5969,-0.9151,-0.1702,0.4791,24.88,fast
lh_TGd,1.843,-0.3596,1.079,-1.401,-1.091,1.376,-0.8105,0.6024,1.982,1.082,0.3324,-2.004,-1.026,-0.4841,0.06894,-0.7689,-0.6602,-0.7096,0.09179,0.00335,-0.629,-0.7424,-0.9604,11.78,slow
lh_TE1a,1.192,0.03919,1.13,-0.5051,-0.2155,1.973,1.521,1.009,0.874,0.6859,0.2406,-1.212,-0.4359,-0.2155,1.772,0.2304,0.2652,0.4717,0.6812,0.9643,0.8157,-0.2856,0.07716,17.48,slow
lh_TE1p,-0.8839,-2.114,-1.679,-0.5787,-1.229,-0.5498,-0.2745,-1.232,-1.42,-0.1785,0.007348,-0.9107,-0.2381,-0.3855,-1.016,-2.206,-2.463,-2.125,-1.877,-1.874,-2.052,0.07215,1.253,18.88,mid
