gene	PLS1	PLS2	C1	C3
ABHD3	2.57767	-0.620135	0.398281	-0.406747
ABHD6	5.04228	-6.51913	0.566422	-0.332734
ABI1	-8.24605	1.75131	-0.711491	0.172042
ABI2	-4.34476	1.08344	-0.493053	0.292609
ABL2	3.46527	0.24114	0.481091	0.256441
ABLIM1	1.50201	0.492857	0.0414134	-0.387981
ABLIM2	7.82168	3.59615	-0.770465	0.348891
ABLIM3	-3.56567	-1.1636	-0.819999	0.0610266
ABR	-3.17158	3.30776	-0.464917	0.131019
ABRACL	4.27569	1.40338	0.574116	0.400472
ABTB1	6.12126	2.16612	0.740217	0.31366
ABTB2	6.67964	-11.6873	0.648505	-0.54308
ACADL	-6.15268	0.788705	-0.775234	-0.0871907
ACADSB	1.53435	-2.46572	0.468628	-0.211225
ACAN	8.63307	-7.13653	0.902666	-0.26536
ACAP3	-1.88399	0.853565	-0.266916	0.141286
ACAT2	-6.17047	-1.29101	-0.538292	0.138622
ACER3	5.11104	-0.182285	0.506823	-0.167412
ACHE	-1.07629	-1.73577	0.219395	0.0495481
ACKR1	-2.39701	-2.52898	-0.275676	0.343167
ACKR3	-6.56762	3.18813	-0.77645	0.00417917
ACO1	-0.0141794	-4.26922	-0.0145445	-0.494857
ACO2	-1.98498	-0.869882	-0.361834	-0.231314
ACOT13	-4.65798	-2.35082	-0.195518	-0.0880461
ACOT2	-15.6515	1.74262	-0.887183	0.0494165
ACOT8	-11.4067	0.075921	-0.645634	0.0956993
ACOX2	-3.45486	2.35507	-0.558195	-0.157822
ACOX3	-4.70544	3.74907	-0.697314	0.154876
ACP1	-12.4857	0.0603473	-0.817768	0.116133
ACSF2	-5.24899	-0.980945	-0.599923	-0.127451
ACSF3	0.514602	1.71764	0.713036	0.108143
ACSL1	3.29243	-1.97302	0.106712	-0.302196
ACSL3	5.59013	4.60515	0.636498	0.435091
ACSL4	-8.71491	2.43324	-0.799368	0.254717
ACSL6	8.40327	-4.68662	0.887439	-0.137818
ACSS2	4.98958	-1.38738	0.601315	-0.12045
ACSS3	-1.78618	0.981207	-0.413957	-0.117827
ACTA1	-7.69513	1.61534	-0.480078	0.150651
ACTB	-1.92341	0.931387	-0.696017	0.0661299
ACTC1	-8.48092	3.24712	-0.579401	0.113429
ACTG1	-8.14495	0.73513	-0.820902	0.0670056
ACTG1P4	-12.2158	-1.72975	-0.645906	-0.1248
ACTL6A	1.13669	-3.90216	-0.067252	-0.534981
ACTN1	-5.20453	1.78816	-0.361712	0.502475
ACTN2	-1.81633	2.82744	-0.196432	0.473425
ACTN4	8.40322	-1.21777	0.797521	0.155271
ACTR10	-15.116	1.69794	-0.830775	0.110479
ACTR1A	-10.0654	-0.34954	-0.64792	0.198537
ACTR1B	4.89212	1.21612	0.742778	0.358572
ACTR3	-2.47491	-2.27266	-0.580938	-0.0450955
ACTR3B	-16.8734	1.74946	-0.8387	0.140261
ACTR3C	-3.58387	-5.16426	-0.40153	-0.442554
ACTR5	2.7961	3.13444	0.0794278	0.232855
ACVR1	2.52591	-5.90407	0.407023	-0.355435
ACVR1C	8.39255	-0.260646	0.787935	-0.142884
ACVR2A	-4.49651	2.64301	-0.756903	0.147479
ACVR2B	-1.72882	2.24059	-0.647233	0.212031
ACVRL1	3.21174	-0.477697	0.331372	-0.221023
ACY3	-2.9313	-1.1841	-0.495626	-0.292042
ACYP2	2.54394	-2.37846	0.777631	-0.167938
ADAD2	-1.3662	-1.56555	0.00395687	-0.272415
ADAL	1.62356	0.781956	0.380273	-0.297926
ADAM15	3.00122	-3.97822	0.512135	-0.472678
ADAM17	2.38475	0.151821	-0.076727	-0.176891
ADAM20P1	6.16413	8.49267	0.451065	0.34942
ADAM22	6.11213	-0.368461	0.833377	0.196637
ADAM23	8.64966	-1.04892	0.913926	0.0755002
ADAM28	-6.45242	-2.68544	-0.596368	-0.323316
ADAM8	10.7762	1.17457	0.563286	0.138386
ADAM9	5.55747	0.627668	0.57436	-0.020966
ADAMTS13	10.6877	0.233703	0.735127	0.0618925
ADAMTS19	-6.1417	4.32131	-0.673827	-0.0687181
ADAMTS2	-0.125068	0.470715	0.173925	-0.0467557
ADAMTS3	-12.0103	6.29603	-0.734238	0.409143
ADAMTS4	2.85512	-4.53899	0.231847	-0.398959
ADAMTS5	6.05227	-1.04902	0.764815	0.142284
ADAMTS8	-5.56216	0.141335	-0.535517	0.427525
ADAMTS9	-9.21198	-2.93539	-0.658853	-0.390413
ADAMTSL1	2.92119	-1.66616	0.439783	-0.0930404
ADAMTSL2	-5.33606	0.190613	-0.43747	-0.14765
ADAMTSL3	-4.19072	-4.14736	-0.34149	-0.451108
ADAP2	-6.08948	-2.7984	-0.740865	-0.290196
ADARB2-AS1	1.14437	-1.81454	0.130337	-0.48189
ADCY1	3.3687	-0.348395	0.506102	-0.0140702
ADCY2	-13.3683	2.42008	-0.69	0.133309
ADCY3	3.87142	-0.734491	0.511449	0.0473823
ADCY4	3.38817	-1.22731	0.315607	-0.253863
ADCY7	-6.58611	2.87979	-0.63252	0.330942
ADCY8	1.3786	-3.14619	0.104374	-0.488356
ADCY9	8.92359	-1.54238	0.864683	0.0815737
ADCYAP1	-0.742034	4.63428	-0.0396313	0.397807
ADCYAP1R1	-2.9605	0.638365	-0.622315	-0.381862
ADD1	8.56912	-1.39907	0.71736	-0.0163958
ADGRA1	5.74889	2.96918	0.434396	0.202217
ADGRA2	4.85224	1.83633	0.507929	0.178269
ADGRA3	-5.13617	0.856439	-0.676001	-0.290484
ADGRB3	-13.824	4.90329	-0.775613	0.329601
ADGRE5	1.62691	-1.6922	0.0520646	-0.348011
ADGRF5	-3.15804	2.98733	-0.393956	0.191493
ADGRG1	-7.36988	1.59567	-0.785412	-0.0567319
ADGRG6	-0.833129	-0.814613	-0.371827	-0.188797
ADGRL2	5.34822	0.134208	0.595962	0.110577
ADGRL3	-6.798	0.281973	-0.737807	0.240515
ADGRL4	3.56776	-0.692472	0.508195	-0.15676
ADGRV1	-5.98047	1.1725	-0.79616	-0.126697
ADH5	-1.29283	-0.859056	-0.721481	-0.0142321
ADI1	-3.3731	-0.81417	-0.685683	-0.293342
ADIPOR1	0.164234	-0.540218	-0.737748	-0.0788071
ADIRF	-7.84741	-0.374163	-0.820681	-0.289053
ADK	0.0286095	-2.20375	-0.461119	0.0146368
ADM	7.02751	-5.91705	0.71602	-0.248786
ADM5	-9.38779	1.65783	-0.78006	0.246115
ADNP	-2.04675	5.054	-0.298227	0.531446
ADNP2	8.29251	3.23264	0.372812	0.196044
ADO	4.98932	-0.220468	0.798408	0.160328
ADORA2B	-3.70645	3.15811	-0.599693	-0.199153
ADPRHL1	3.43401	3.33825	0.553551	0.207226
ADPRHL2	-3.48923	-0.673618	-0.432508	0.0477849
ADRA1A	-0.7786	0.87183	-0.18281	-0.381319
ADRA1B	-13.6206	0.282542	-0.749232	0.0617279
ADRA1D	0.523564	0.27416	0.462747	0.366923
ADRA2A	1.00329	2.30762	0.100507	0.0149112
ADRA2C	-12.9803	-0.265487	-0.740683	0.00535739
ADRB1	5.49695	2.3044	0.585474	0.379999
ADRB2	-6.97457	0.374641	-0.715454	-0.266261
ADSSL1	6.1377	-2.8078	0.627041	-0.346426
ADTRP	-10.6242	4.3214	-0.6488	0.290633
AEBP1	-0.996163	1.68994	-0.426058	-0.313069
AEBP2	4.2756	2.96463	0.526159	0.222586
AFAP1L1	3.22989	0.311928	0.504788	0.147837
AFAP1L2	0.514166	2.47482	0.100135	0.195606
AFDN	0.715109	-0.654626	-0.412735	-0.530356
AFDN-DT	-1.70383	-4.83752	-0.216931	-0.619495
AFF1	2.6214	-2.8649	0.624139	-0.381911
AFF2	-4.27457	-2.38864	-0.492382	-0.0410934
AFTPH	8.51232	4.5877	0.737661	0.202639
AGA	-5.3728	-3.76224	-0.557012	-0.381225
AGAP1	-0.0187069	-0.296382	-0.150597	-0.0674328
AGAP2	-2.8271	0.414737	-0.738333	0.0545471
AGAP3	-8.52126	0.934114	-0.555546	0.0999883
AGFG2	-1.20607	-1.92394	-0.312469	-0.309244
AGK	1.38463	-0.093104	0.232386	0.335367
AGMAT	-4.61778	-1.36143	-0.0895216	0.00570623
AGO1	20.1817	0.745845	0.929031	0.024454
AGO3	7.77119	-1.17143	0.467771	-0.358382
AGO4	8.23786	3.47536	0.303354	0.17865
AGPAT3	3.28249	-1.96784	0.729551	0.0643142
AHCY	-5.76608	-1.91591	-0.621673	-0.0170414
AHI1	9.64413	1.34134	0.839257	0.11743
AHNAK	-1.76134	0.540175	-0.839231	-0.199723
AHNAK2	0.296081	0.0639468	-0.0938377	0.1262
AHR	-1.24953	1.1286	-0.488146	0.0359114
AHRR	-10.4439	5.21305	-0.844312	0.153513
AHSG	-2.30821	2.83033	-0.297004	0.352333
AIF1	-10.5962	-3.02693	-0.717447	-0.182358
AIFM2	-6.03735	4.40091	-0.580932	0.23537
AIFM3	4.92423	-1.10286	0.793417	-0.198786
AIG1	-1.03377	0.498139	-0.430827	-0.0397723
AIM2	-1.02556	-2.11803	-0.296418	-0.278604
AIP	3.54655	-0.270135	0.413721	0.0985757
AIRE	-2.27227	-0.306379	0.0443398	-0.335388
AJAP1	-2.17599	2.6862	-0.488595	0.153687
AK1	3.12296	0.0772261	0.542917	-0.127999
AK2	5.90756	-5.69378	0.708993	-0.303985
AK4	-4.65706	-0.337131	-0.84871	-0.0869587
AK5	-7.99021	0.118879	-0.602879	0.229762
AK9	0.729722	0.393659	0.488096	-0.104404
AKAIN1	4.95441	-2.05812	0.698078	-0.0150688
AKAP1	3.16115	-0.952203	0.274563	-0.123807
AKAP10	2.07814	0.0072304	0.332773	0.379003
AKAP12	0.588463	0.335497	0.419957	0.0514967
AKAP13	3.50616	0.768565	0.322857	0.219441
AKAP17A	4.53442	0.204516	0.289488	-0.214552
AKAP5	-5.48178	1.20175	-0.698586	0.3096
AKAP7	3.49618	-1.07363	0.1569	-0.167028
AKAP8	-4.60094	0.875623	-0.468718	0.325915
AKIRIN2	-2.67419	-0.963196	-0.87636	0.254235
AKR1C1	-6.20721	-4.40807	-0.210721	-0.20712
AKR1C3	-5.13506	-2.62595	-0.377122	-0.123657
AKR1C4	-6.21785	-4.17743	-0.18918	-0.186256
AKR7A2	-12.6631	-2.83926	-0.692687	-0.244596
AKR7A2P1	-0.810058	3.53009	-0.652679	-0.15931
AKR7A3	-7.45289	-1.52775	-0.694538	-0.195876
AKR7L	-12.7996	-2.53363	-0.744641	-0.209917
AKT1S1	4.8042	-3.49325	0.531974	-0.331913
AKT3	-0.783801	1.86556	0.703083	0.0892405
ALCAM	-3.85954	-1.50729	-0.657369	-0.327435
ALDH1A1	3.39518	-0.546387	0.562508	0.0375563
ALDH1A3	11.9404	1.72086	0.918084	0.0597401
ALDH1B1	0.944812	-1.05418	0.583444	-0.10888
ALDH1L1	-3.65906	0.941162	-0.467787	-0.108813
ALDH2	-6.18693	0.951795	-0.690232	-0.155941
ALDH3A2	3.79872	-0.804871	-0.41406	0.401558
ALDH4A1	-3.31499	0.531824	-0.475379	-0.133752
ALDH6A1	-2.15274	0.914098	-0.466107	-0.299169
ALDH7A1	-1.86805	-1.50378	-0.608584	-0.232547
ALDH9A1	-8.4871	-2.60922	-0.735741	-0.296128
ALDOC	1.40833	-0.681518	0.44353	-0.145576
ALG10	1.12656	2.23834	0.00845838	0.0945414
ALG10B	2.2534	3.15842	0.159625	0.258315
ALG2	2.67858	0.139159	0.53521	-0.192379
ALG3	1.61005	-1.59358	0.455028	-0.0526651
ALG5	-4.45319	-3.65941	-0.364872	-0.389578
ALG8	-3.95661	-5.36522	-0.645232	-0.196981
ALK	-3.87223	-0.976093	-0.511257	-0.275989
ALKAL2	-17.1482	-3.43129	-0.902123	-0.171009
ALKBH2	3.52772	0.512188	0.459854	0.104709
ALKBH7	-6.89709	0.167982	-0.535787	-0.102944
ALKBH8	2.63708	-0.517401	0.578039	0.124611
ALOX5	-4.63544	-1.94334	-0.677425	-0.264248
ALOX5AP	-7.6319	-3.03807	-0.551257	-0.261236
ALPK1	-0.201397	-6.17238	-0.024583	-0.373127
ALPL	-8.59522	2.24049	-0.627067	0.313377
ALS2	5.26439	2.65217	0.459665	0.291746
ALS2CL	1.86882	6.32033	0.299319	0.444439
ALS2CR12	1.94336	0.200774	0.106348	-0.237452
ALX3	9.10701	-3.1361	0.757813	-0.163222
ALYREF	-3.56321	1.02794	-0.75907	-0.0885435
AMD1	4.37788	-1.47272	0.646305	-0.0842477
AMDHD1	-0.897791	0.756926	-0.0357811	0.0046631
AMER1	5.40158	0.765923	0.654106	0.0738989
AMH	5.08987	0.333794	0.547075	0.11079
AMIGO2	-14.05	3.49517	-0.884532	0.124867
AMMECR1	13.0662	0.634323	0.732492	-0.069065
AMN1	-10.4512	-0.33148	-0.660143	0.159617
AMPD3	5.70328	-3.59237	0.511665	-0.333184
AMT	6.47136	2.98325	0.406496	0.0400236
AMY2A	4.37872	1.56431	0.0733496	0.0216691
AMZ1	-10.053	-5.22237	-0.718181	-0.260802
AMZ2P1	-6.16876	1.16024	-0.615574	0.254536
ANAPC1	1.19989	0.898302	0.462656	0.112846
ANAPC10	6.73221	0.169728	0.454638	-0.0324624
ANAPC11	-8.50859	-0.229803	-0.592111	0.0698991
ANAPC4	4.0784	0.563085	0.251376	-0.0126403
ANG	-2.341	-0.0748343	-0.439029	-0.308869
ANGEL1	0.426184	-1.63738	0.113537	-0.156629
ANGEL2	2.37089	1.80031	0.128377	0.0386017
ANGPT1	-4.03392	-1.56448	-0.447225	-0.496409
ANGPTL2	5.90007	-5.33875	0.487143	-0.265964
ANGPTL4	-4.15477	1.12886	-0.502777	-0.269987
ANK1	11.7711	-1.67823	0.953907	-0.0360068
ANK3	-8.52389	1.88954	-0.853882	0.0552266
ANKDD1A	-2.38364	0.693092	-0.584897	-0.24595
ANKH	12.4537	0.0993892	0.86554	0.0143802
ANKLE2	-9.41156	1.757	-0.729887	0.101074
ANKRA2	2.91867	-0.861484	-0.509012	-0.273997
ANKRD13A	7.63085	-3.44536	0.579354	-0.424524
ANKRD16	4.04173	-0.0147646	0.359317	0.0499512
ANKRD18A	1.38894	-4.93532	0.0241172	-0.67073
ANKRD18B	1.73535	-1.03511	-0.0936889	-0.271382
ANKRD18CP	2.70845	-2.24036	0.301663	-0.27277
ANKRD18DP	1.90327	0.795707	0.267693	-0.377192
ANKRD19P	-9.0783	0.960647	-0.848269	-0.131093
ANKRD2	2.2823	-0.495278	0.568041	0.265358
ANKRD20A11P	1.01366	-1.30683	0.190547	0.10397
ANKRD20A12P	5.20857	-0.457544	0.537142	-0.166173
ANKRD20A4-ANKRD20A20P	6.54677	-0.315159	0.680017	-0.25747
ANKRD20A5P	-0.449278	-1.05343	0.00207738	0.161722
ANKRD20A8P	3.72062	1.49937	0.673641	-0.069631
ANKRD20A9P	4.6246	-0.518049	0.52196	-0.0787368
ANKRD24	9.07079	6.00271	0.59539	0.524849
ANKRD26	6.05245	1.93515	0.497368	0.170617
ANKRD27	1.45856	1.68894	0.211159	0.146572
ANKRD28	-0.0679439	3.79453	-0.140291	0.429125
ANKRD29	6.02239	-3.5302	0.86019	-0.123824
ANKRD30B	-6.66253	7.78858	-0.596708	0.510045
ANKRD30BP2	-2.17947	1.79269	-0.633627	0.190966
ANKRD33B	4.62157	1.4043	0.566475	0.445732
ANKRD34C	6.30703	3.31458	0.743273	0.192013
ANKRD36BP2	0.894262	1.00799	-0.23084	-0.227637
ANKRD37	3.46956	-0.13559	0.710522	-0.0685296
ANKRD42	3.62034	-1.81096	0.589881	-0.129738
ANKRD45	0.315112	0.0165673	-0.155042	-0.26227
ANKRD49	5.43162	0.985833	0.164101	0.128306
ANKRD50	-5.69774	2.08589	-0.798823	0.113883
ANKRD54	-1.20517	-0.212252	-0.626417	-0.255787
ANKRD6	-10.3146	3.38973	-0.946027	0.0365135
ANKRD65	7.28947	0.451741	0.587001	0.132235
ANKRD9	2.93844	0.436085	0.727764	-0.175437
ANKS1A	7.63747	-0.304827	0.698409	-0.093715
ANKS1B	-0.668077	0.161299	0.216153	0.182035
ANKS3	9.96253	1.49269	0.624555	0.0371258
ANKS6	16.2025	-0.942535	0.867907	-0.0971196
ANKZF1	11.449	2.76893	0.509055	0.0507049
ANLN	2.96479	-4.62956	0.141166	-0.465432
ANO10	-1.86618	3.44318	-0.53401	-0.0244811
ANO2	-5.16796	2.3852	-0.608895	-0.110805
ANO3	-12.6648	2.27797	-0.795946	0.221192
ANO4	2.86044	-2.80328	0.392149	-0.365862
ANO5	3.55802	2.66544	0.687851	0.389102
ANO7	1.45256	0.530832	0.306998	-0.0704215
ANOS1	-4.03795	1.83279	-0.717654	-0.11115
ANP32A	0.741052	-0.989896	0.198462	-0.438568
ANP32E	-3.16925	-1.83045	-0.679442	-0.131911
ANTXR1	-1.60985	-2.26236	0.637668	-0.101867
ANTXR2	1.05712	-2.61908	0.191745	-0.29259
ANXA1	-4.04315	-2.48833	-0.36622	-0.150182
ANXA11	-7.26219	0.80893	-0.702691	0.0915278
ANXA2	-4.58859	-4.9445	-0.523594	-0.465605
ANXA3	3.2676	-1.87837	0.489906	-0.141747
ANXA4	-1.19931	-3.98701	-0.0823584	-0.449842
ANXA5	5.1962	-8.0417	0.424326	-0.644209
ANXA6	1.57188	-2.62759	0.63966	0.177305
AP1G2	2.96821	4.59738	0.197096	0.258331
AP1S1	-5.02009	0.368054	-0.638146	0.209421
AP1S2	2.50998	-2.49303	0.610279	0.100678
AP2A2	-2.38276	2.33532	-0.808146	0.220746
AP2B1	-13.4946	-1.08585	-0.765075	-0.0482028
AP2S1	-8.09557	-0.3325	-0.624964	0.147753
AP3B2	-7.90964	3.86326	-0.691123	0.407752
AP3M2	-12.2641	4.42656	-0.710804	0.441118
AP3S1	-17.5788	-0.0866831	-0.888908	0.0585442
AP4E1	9.70938	-0.22094	0.605517	-0.104734
AP5M1	4.54644	0.432131	0.47744	-0.0196716
AP5S1	-5.97426	-0.802617	-0.600008	-0.117037
APAF1	-2.02694	1.14076	-0.718628	-0.1226
APBA1	-5.20464	0.483185	-0.528439	0.238914
APBB1IP	-7.77802	-3.19934	-0.708552	-0.265941
APBB2	5.21932	-3.48493	0.24788	-0.240608
APCDD1	-3.11446	1.43841	-0.611146	-0.287675
APEH	-2.80807	0.513555	-0.40018	0.363193
APEX2	-1.55417	-0.592435	-0.371624	0.180542
API5	1.45614	1.17972	0.391007	0.30293
APIP	8.6277	-4.18288	0.667742	-0.385826
APLN	-5.07365	-0.899953	-0.658189	-0.542016
APLNR	-3.47402	-1.20077	-0.637043	-0.439853
APMAP	-8.18822	3.10528	-0.642667	0.328032
APOC1	-5.05045	-2.30856	-0.649907	0.0314148
APOE	-6.22455	0.413931	-0.666009	-0.154876
APOL1	3.97026	-1.23169	0.660375	0.201643
APOL2	6.28226	-0.0193531	0.851269	0.140472
APOLD1	3.34904	-3.06714	0.340226	-0.27159
APOM	-4.22574	-0.62507	-0.650797	-0.300705
APOPT1	-14.0354	-0.898682	-0.767548	0.0342891
APPBP2	1.91742	-0.781979	0.529786	0.089604
APRT	-6.36181	-0.441032	-0.530269	0.154105
APTR	-12.891	-1.83646	-0.852728	-0.139327
AQP1	-0.804593	0.0943796	-0.435247	-0.465295
AQP4	-5.72004	0.954041	-0.691544	-0.236719
AQP5	-5.48246	-3.91433	-0.518982	-0.3159
AR	5.97902	-2.15279	0.809491	-0.109005
ARAP2	3.77314	1.54401	0.466291	0.256248
ARAP3	7.81552	4.76547	0.348548	0.423051
ARC	7.76329	0.759782	0.772787	0.167937
ARF3	-6.24955	3.82802	-0.584655	0.396547
ARFGAP3	-3.87514	1.14864	-0.602154	0.0545103
ARFGEF1	-1.29445	-0.901867	0.386961	-0.0330814
ARFGEF2	1.17335	-1.89774	0.632196	-0.0675273
ARFGEF3	-3.80426	-0.261734	-0.796965	0.0986598
ARG2	2.36099	1.18238	0.384214	0.0415825
ARHGAP10	3.15288	1.48293	0.246817	0.25274
ARHGAP12	-2.61505	2.65276	-0.823585	0.0828919
ARHGAP18	-5.27519	-3.46636	-0.667841	-0.10841
ARHGAP22	-1.10076	-5.09066	-0.360282	-0.519793
ARHGAP25	-3.28326	1.75549	-0.127331	-0.036309
ARHGAP26	7.76821	2.50104	0.744475	0.237941
ARHGAP27	0.648507	-2.88899	0.35858	-0.227982
ARHGAP27P1	3.44172	2.4762	0.406482	0.0663805
ARHGAP27P2	-2.62927	1.22956	0.59162	0.161616
ARHGAP28	-8.25071	6.82707	-0.789663	0.329482
ARHGAP29	4.49954	7.85586	0.31299	0.659289
ARHGAP31	-1.62365	0.00644716	-0.301394	-0.140775
ARHGAP32	1.65755	-0.179435	0.445947	0.317
ARHGAP33	-5.50003	3.25519	-0.86779	0.0752119
ARHGAP36	-8.60902	0.0650265	-0.811169	-0.15256
ARHGAP39	12.8314	1.71335	0.786679	0.101765
ARHGAP4	-10.2528	1.53824	-0.829956	-0.272786
ARHGAP42	-0.974493	1.42584	-0.370855	-0.151945
ARHGAP44	3.02864	-1.93291	0.602966	-0.127915
ARHGAP45	-3.64001	-3.07986	-0.563984	-0.276423
ARHGAP5-AS1	-5.02581	2.00978	-0.719129	-0.0583746
ARHGAP6	-5.88384	-1.83278	-0.769039	-0.195561
ARHGAP9	5.68027	-1.73491	0.878494	0.0605615
ARHGDIA	-7.09258	-0.672846	-0.819161	0.0975377
ARHGDIB	-4.75198	-0.320115	-0.365366	0.115813
ARHGDIG	-13.8208	3.04537	-0.720241	0.252485
ARHGEF10	0.765003	-1.7808	0.295064	-0.361962
ARHGEF10L	8.09444	-0.759248	0.510938	-0.401064
ARHGEF11	8.29038	0.0938781	0.801871	0.0883167
ARHGEF12	-0.787462	0.0435824	0.701985	0.299345
ARHGEF16	2.61776	0.281472	0.306976	-0.275136
ARHGEF17	3.4886	-0.129493	0.725054	0.0809384
ARHGEF18	6.78146	-0.631803	0.74906	-0.00979046
ARHGEF2	3.38321	-0.43734	0.429558	0.16049
ARHGEF26-AS1	-4.37437	0.884401	-0.65443	-0.169601
ARHGEF28	-17.0003	0.809024	-0.87526	-0.0168196
ARHGEF4	-1.83009	-0.36772	-0.176781	-0.0499029
ARHGEF40	-5.78458	-1.16603	-0.714689	-0.36692
ARHGEF6	0.433152	-2.757	0.165166	-0.401568
ARHGEF7	-1.20268	3.76081	0.772367	-0.126108
ARID2	11.0172	1.50176	0.707515	0.0418654
ARID3B	5.40486	-4.3752	0.343682	-0.272533
ARID5A	1.32901	4.29367	0.0841907	0.612983
ARID5B	6.77938	4.34261	0.667234	-0.127833
ARIH2	5.62692	-2.16165	0.786411	-0.120205
ARL10	-4.1438	2.30804	-0.757766	0.0998742
ARL13B	5.7257	-2.07383	0.601252	-0.306311
ARL15	-13.6299	2.22401	-0.761611	0.127675
ARL16	-11.4029	-1.51521	-0.830676	0.121977
ARL17A	4.23711	-0.356432	0.0504879	-0.0427977
ARL2BP	7.90377	1.22793	0.734661	0.0966778
ARL3	-7.05993	0.452936	-0.62184	-0.0287523
ARL4A	-0.527001	0.502703	-0.0839841	0.267587
ARL4C	6.24269	5.29111	0.648098	0.128972
ARL4D	-1.21352	-0.424251	0.167474	0.23771
ARL5A	3.48929	-0.163157	0.249037	-0.264532
ARL5B	7.57669	2.0441	0.736245	0.214722
ARL6	-2.48407	-0.824275	0.279976	0.0980415
ARL6IP5	0.959222	0.552115	0.627681	0.299784
ARL9	0.994884	0.573432	-0.034349	0.370524
ARMC10	-12.7411	2.63624	-0.856086	0.0568014
ARMC2	-0.938456	1.38488	-0.557315	0.0684177
ARMC8	7.20065	3.68242	0.596514	0.441335
ARMC9	1.22167	-1.63771	0.353499	0.0989842
ARMCX1	-12.3381	4.30909	-0.811734	0.159275
ARMCX2	-13.1657	1.53612	-0.808107	0.161303
ARMCX4	9.83584	2.46885	0.619002	0.0369185
ARMCX6	1.54169	-1.64689	0.0787682	-0.529267
ARMT1	3.69637	-1.25871	0.685911	0.166513
ARNT2	-1.51185	2.38629	-0.506779	0.398662
ARNTL	4.67738	1.91497	0.643871	0.367781
ARNTL2	-1.12392	1.71189	-0.405508	0.253917
ARPC2	-9.37153	0.773694	-0.709649	0.100544
ARPC3	-8.16251	-0.0817201	-0.660038	0.0932284
ARPC5	-5.20444	-2.96429	-0.755633	-0.131542
ARPP19	-12.5022	3.80195	-0.757828	0.403586
ARPP21	1.53934	2.66584	0.66166	0.19027
ARRB1	-3.4945	0.894941	-0.701938	-0.205734
ARRB2	-5.11053	0.66999	-0.714231	0.223405
ARRDC1-AS1	3.2432	-2.79794	0.407248	-0.0871918
ARSG	4.74954	0.532886	0.608583	0.332246
ARSJ	-0.867365	8.26983	-0.293667	0.380182
ART3	1.16485	-0.887563	0.381801	0.223554
ARVCF	-2.36271	2.82408	-0.486975	0.120736
ASAH1	-3.37923	-2.28299	-0.390254	-0.45344
ASAH2	3.85337	-2.33293	0.54411	-0.200093
ASAH2B	2.54904	-1.4308	0.541264	-0.166553
ASAP2	4.30687	0.429677	0.685968	-0.0264051
ASAP3	-1.49981	-1.67761	-0.274441	-0.429671
ASB1	-4.40748	-1.20113	-0.790814	-0.0943964
ASB13	8.47511	-1.06249	0.931137	0.149265
ASB2	-0.893585	8.79508	-0.204269	0.142036
ASB5	-5.65391	0.254962	-0.6149	0.0740679
ASB6	-2.99564	1.61146	-0.387378	0.271765
ASCL2	-14.0962	1.02143	-0.941875	0.0807383
ASGR1	5.02989	3.58275	0.453137	0.135421
ASGR2	0.239654	1.87406	0.186123	0.236459
ASH1L	5.68582	1.89872	0.520685	0.16517
ASH1L-AS1	-5.79208	0.161199	-0.752691	-0.0798221
