gene	dk_thinning_Z	hcp_thinning_Z
GUCD1	-2.30764	-2.27258
GUCY1A1	-1.39417	-2.60691
GUCY1A2	3.05383	2.23244
GUCY1B1	2.1828	1.14443
GUK1	-1.5307	-1.42672
GULP1	1.98139	6.83144
GUSB	-0.378464	-1.2919
GUSBP4	1.91082	2.69806
GXYLT1	0.587398	
GXYLT2	-2.20924	-1.68304
GYG1	-0.0303746	-1.3698
GYG2	-0.0674104	0.903053
GYG2P1	3.64467	
GYPE	-0.334618	0.00793154
GYS1	-0.574824	
GZF1	2.93743	1.50391
GZMB	0.578543	
H1F0	0.996607	1.19409
H2AFJ	-2.19325	-3.08692
H2AFX	-1.29433	-2.02057
H2AFY	-0.953853	
H2AFY2	1.98812	2.31503
H2BFS	-3.20244	
H3.Y	-1.40328	
H3F3B	-2.98004	
H3F3C	-2.53797	
HAAO	0.917717	1.76572
HACD1	-0.646015	-1.54324
HACD2	-0.195349	-0.325942
HACD4	-1.82418	-0.858297
HACE1	5.41384	0.825819
HACL1	4.03754	3.80719
HADH	-1.12517	1.52625
HADHA	-2.29609	
HADHB	-2.93676	-1.57309
HAGHL	2.54862	1.31554
HAGLR	-0.342904	-2.11251
HAGLROS	-0.226454	-2.32497
HAMP	-0.657708	-0.10306
HAPLN2	-0.63814	-4.24342
HAPLN4	2.53938	1.11129
HAR1A	2.08571	0.83519
HARBI1	1.24607	-0.971307
HARS	3.15146	1.17844
HARS2	0.236076	
HAT1	-0.272121	
HAUS1	-3.85363	
HAUS3	0.227286	2.19513
HAUS4	-0.950235	
HAUS5	3.23494	
HAUS6	3.94335	1.0561
HAUS7	1.80659	1.43694
HAUS8	1.36561	1.22547
HAVCR2	-4.10272	-5.07161
HBA1	-2.41427	
HBA2	-2.47219	
HBG1	-2.88996	-2.2979
HBM	0.584832	0.909034
HBP1	-1.11745	0.523399
HBQ1	-1.25595	-3.31226
HBZ	-1.37822	-1.10598
HCFC1R1	-0.893437	
HCFC2	0.510143	
HCG23	-1.23819	0.501037
HCG4	-0.110043	-0.351075
HCK	-2.78177	
HCLS1	-5.35519	-7.66132
HCN1	2.63554	1.64041
HCN2	0.32359	-1.64945
HCN3	4.01828	5.39908
HCN4	-1.97617	-3
HCP5	-3.31431	
HCRT	1.19822	
HCST	-2.44464	-2.56153
HDAC1	-5.14028	
HDAC4	1.09878	2.36228
HDAC5	0.137234	3.01224
HDAC6	1.52593	
HDAC7	1.54827	2.57085
HDAC8	0.0239311	0.0970614
HDAC9	3.64371	5.95795
HDC	0.819574	2.36105
HDDC2	-3.07309	-4.62289
HDDC3	2.06015	
HDGF	-3.34861	
HDGFL2	-3.02989	
HDGFL3	0.0396911	3.46065
HDHD2	0.330968	-2.50701
HDHD3	-3.40247	
HDLBP	-1.86698	
HDX	3.90262	
HEATR3	-0.69061	
HEATR4	2.69804	
HEATR5A	-3.91822	
HEBP1	-1.49105	-0.574171
HEBP2	-4.33027	-1.30367
HECA	3.06418	2.86916
HECTD1	2.36869	3.15118
HECTD2	0.500667	2.61169
HECTD4	1.51621	
HECW1	2.46239	3.79428
HECW2	3.81734	
HEG1	-1.30446	-0.741404
HELB	-2.21737	0.529333
HELLS	1.63427	3.27024
HELQ	2.00822	2.28551
HELZ	1.60206	
HEMK1	1.21966	
HEPACAM	-3.09288	-1.58255
HEPH	-2.6552	
HERC1	4.85182	
HERC2P2	0.116976	0.439461
HERC2P9	0.413849	
HERC3	0.231213	-0.45568
HERC5	-1.65981	0.251353
HERC6	3.58826	2.37141
HERPUD1	1.74579	0.515442
HERPUD2	0.535416	
HES1	-2.14645	-0.645482
HES4	-0.11538	0.951379
HES5	-1.32615	0.464952
HES6	0.747577	-0.594092
HEXA	-0.718911	
HEXB	1.77067	0.420919
HEXDC	0.254332	
HEXIM1	2.27437	0.877783
HEXIM2	0.498431	
HEY1	-1.10211	-1.64449
HEY2	-3.89029	-2.19957
HEYL	-3.67866	-3.2077
HGD	0.26725	
HGF	1.1691	1.4571
HGH1	-2.29574	-1.40624
HGS	1.91198	
HGSNAT	1.13755	1.24438
HHAT	0.0819737	-0.437434
HHATL		0.0387308
HHEX	-5.23449	-3.60881
HHIP	0.4081	
HHIP-AS1	0.273622	-1.75799
HHIPL1	-0.831632	0.802333
HHIPL2	0.922912	
HHLA3	-2.37549	-0.852837
HIBADH	-0.780722	
HIC2	1.93124	2.14883
HID1	2.06251	
HIF1AN	1.32367	
HIF3A	-2.04748	
HIGD1A	-1.40452	
HIGD1B	0.550165	0.845808
HILS1	-2.28085	-2.48894
HINFP	4.7079	
HINT1	-1.03792	
HINT2	-1.00123	
HINT3	0.0195608	-1.2096
HIP1R	-2.47354	
HIPK1	0.918409	
HIRA	-1.39975	
HIST1H1A	0.437812	0.414485
HIST1H1C	-2.98412	
HIST1H1D	2.13971	3.50934
HIST1H1E	-0.434307	0.631037
HIST1H2AA	-1.2932	
HIST1H2AD	-3.85051	
HIST1H2AE	-0.241215	
HIST1H2AG	-3.52197	
HIST1H2AH	-1.27869	
HIST1H2AK	-2.67453	
HIST1H2AM	-2.80497	
HIST1H2APS1	-2.72491	
HIST1H2BB	-2.09951	
HIST1H2BC	-2.52575	
HIST1H2BD	-3.19725	
HIST1H2BE	-2.38497	
HIST1H2BF	-1.72922	
HIST1H2BH	-4.04674	
HIST1H2BI	-2.94313	
HIST1H2BJ	-3.50093	
HIST1H2BK	-2.88752	-4.09491
HIST1H2BL	-1.63917	
HIST1H2BM	-4.0665	
HIST1H2BN	-3.29672	
HIST1H2BO	-2.51916	
HIST1H3A	1.46818	2.25821
HIST1H3B	1.13335	
HIST1H3C	-2.97566	
HIST1H3D	4.10706	
HIST1H3J	-0.728264	
HIST1H4A	2.34255	2.7168
HIST1H4B	0.553217	
HIST1H4C	-0.337717	
HIST1H4E	2.58827	2.98991
HIST1H4H	1.29654	2.62088
HIST1H4I	1.01811	
HIST1H4L	-0.0128438	
HIST2H2AC	-2.5554	
HIST2H2BE	-2.07322	
HIST3H2A	-2.6218	
HIST3H2BB	-3.61926	
HIST4H4	-0.0866939	-1.53568
HIVEP1	5.59118	
HIVEP2	1.35538	2.07468
HIVEP3	-2.77677	
HK2	-5.62492	-4.85277
HKDC1	-1.28413	1.19483
HKR1	0.403033	
HLA-A	-6.39701	-2.73207
HLA-B	-4.67185	-3.01679
HLA-C	-4.90812	-2.54473
HLA-DMA	-5.47952	-4.91027
HLA-DMB	-2.99203	-3.79294
HLA-DOA	-2.77633	-4.9106
HLA-DOB	-1.10361	
HLA-DPA1	-4.95723	-4.46228
HLA-DPB1	-5.63459	-3.79377
HLA-DPB2	-1.28552	-2.91887
HLA-DQB1	-1.50927	-2.445
HLA-DRA	-3.08102	-3.22065
HLA-DRB1	-4.5107	-4.77916
HLA-DRB3	-5.61413	-5.11411
HLA-DRB4	-2.9257	-2.72744
HLA-DRB5	-4.55253	-5.07669
HLA-E	-4.17287	-3.08196
HLA-F	-6.17471	
HLA-F-AS1	-4.44527	
HLA-G	-5.44999	-2.24681
HLA-H	-6.34539	-2.79218
HLA-J	-5.50779	
HLA-L	-3.67171	
HLCS	-1.46418	-2.82337
HLF	4.78881	3.62693
HLTF	1.78927	1.4607
HM13	0.0812767	
HMBOX1	-2.36395	
HMBS	1.03359	-0.518785
HMCES	1.21032	0.945799
HMG20B	-4.33906	
HMGB1	-1.71658	0.178657
HMGB2	1.11503	1.77913
HMGB3	-0.352842	1.18565
HMGCL	-1.62805	-2.30411
HMGCR	1.22077	1.57881
HMGCS1	0.242503	0.300571
HMGCS2	-2.30307	
HMGN1	-1.59497	
HMGN2	-2.08913	0.714828
HMGN2P46	-2.13328	0.60322
HMGN3	-3.00168	
HMGN5	-2.24907	
HMGXB3	-0.180997	
HMGXB4	0.785326	
HMOX1	-3.56845	-5.49075
HMOX2	0.881507	-2.40877
HNMT	-1.08919	-0.051333
HNRNPA0	-0.451501	
HNRNPA1L2	-0.195922	0.14325
HNRNPA2B1	-2.81689	
HNRNPA3	1.40658	2.86387
HNRNPA3P1	2.3988	2.45738
HNRNPAB	-2.47556	
HNRNPC	-1.53678	-0.411625
HNRNPD	0.307124	
HNRNPDL	4.44856	4.4309
HNRNPF	0.0949183	1.06332
HNRNPH1	0.0254669	1.61284
HNRNPK	-0.290651	
HNRNPL	1.75926	
HNRNPLL	-1.0438	
HNRNPR	-1.81551	
HNRNPU	0.893615	2.07021
HNRNPUL1	-4.57528	
HNRNPUL2	4.61248	3.52908
HOMER1	2.02553	0.14176
HOMER2	-0.130756	
HOMER3	-1.17684	-2.53596
HOMEZ	1.22269	
HOOK1	2.12263	2.28654
HOPX	-0.427152	0.738434
HOXB13	-2.78197	
HOXD1	0.143582	-3.10568
HOXD9	-0.50211	
HPCA	1.09483	4.00837
HPCAL1	0.896162	3.0493
HPCAL4	-0.72539	0.551242
HPDL	-2.9581	
HPF1	1.15667	
HPGD	-3.9157	-7.02101
HPGDS	-4.03074	-2.71298
HPN	0.226404	-1.66362
HPS1	0.711686	0.19323
HPS4	0.774567	
HPS6	4.25095	
HPSE2	2.71656	2.79206
HR	2.16531	1.52655
HRAS	-1.35271	-1.1903
HRASLS	-1.32273	-1.60474
HRASLS5	0.724657	2.20544
HRC	-0.508251	0.070334
HRCT1	1.13414	
HRH1	1.52167	1.64556
HRH2	3.55582	2.51013
HRH3	-0.82582	-0.901247
HRK	0.102821	0.47009
HS2ST1	1.00523	2.3882
HS3ST1	1.25835	0.734056
HS3ST2	2.08421	-0.0283197
HS3ST4	-1.6683	-1.18036
HS3ST5	1.21217	-0.453707
HS6ST1	4.69192	
HS6ST2	-1.74597	-3.71004
HS6ST3	1.50783	
HSBP1	-2.83491	-3.79912
HSBP1L1	-1.47678	-2.96409
HSCB	-2.42197	
HSD11B1	0.045921	-2.47935
HSD11B1L	-0.797531	0.636166
HSD11B2	0.348728	
HSD17B1	-0.186887	
HSD17B10	-2.47656	-1.36093
HSD17B11	-1.08065	-0.958912
HSD17B12	-2.57064	-2.38162
HSD17B14	-2.06644	1.51306
HSD17B3	0.666775	
HSD17B4	-1.48153	-2.64677
HSD17B6	-1.22701	1.6649
HSD17B7	-0.611064	
HSD17B8	-1.54206	
HSD3B7	-2.10751	-1.18419
HSDL1	0.104611	
HSDL2	-3.25722	-1.4007
HSF1	-0.330648	
HSF2	4.51838	
HSF4	1.41254	3.02538
HSP90AA1	0.627356	
HSP90AB1	-0.289794	-0.385372
HSP90B1		0.728364
HSPA12A	0.948105	-1.85411
HSPA12B	2.01304	-0.811504
HSPA13	1.2117	2.60376
HSPA14	-0.526666	
HSPA1A	-0.950955	
HSPA1L	1.83687	
HSPA2		-2.12287
HSPA4	0.138984	-1.87937
HSPA4L	0.573762	-1.04518
HSPA5	-4.0938	-3.09573
HSPA6	-1.48536	
HSPA8	0.512414	
HSPA9	-0.848951	
HSPB1	-0.999169	0.357099
HSPB11	-1.71966	-1.79486
HSPB2	-0.0864331	-1.54802
HSPB3	1.11053	-0.41217
HSPB6	1.10714	-0.535029
HSPB8	1.86641	3.76905
HSPB9	0.89924	
HSPBAP1	0.936228	0.844197
HSPC324	-0.0794983	
HSPD1	-2.08695	-1.32203
HSPE1	-1.72798	-3.09693
HSPH1	1.98188	0.876617
HTATIP2	1.08417	-0.747643
HTATSF1	-1.4992	-0.794323
HTR1A	-1.57251	-1.73783
HTR1D	-1.09422	-0.64466
HTR1E	4.23827	3.39087
HTR1F	2.92657	3.63732
HTR2A	2.16797	2.2216
HTR2C	-1.19159	-0.305207
HTR3A	-1.65779	
HTR3B	3.42339	4.84405
HTR4	-0.815088	-0.533488
HTR5A	5.38112	6.77355
HTR7	-0.667458	-0.142244
HTR7P1	0.156029	0.580623
HTRA1		-1.09117
HTRA3	-3.96304	-1.98262
HTT	-0.918521	
HUNK	1.30549	1.43043
HVCN1	-0.0729969	0.961424
HYAL1	0.778623	
HYAL2	-0.76474	
HYAL3	1.90768	-0.241336
HYDIN	-2.88786	-1.52749
HYDIN2	0.0202619	
HYI	-1.12989	0.441095
HYKK	-4.66552	-6.70695
HYLS1	1.57471	0.996666
IARS2	-2.53129	-1.85655
IBTK	3.10677	
ICA1	2.33886	2.61748
ICA1L	2.71924	4.01573
ICAM1	-0.786168	
ICAM2	0.208889	0.0205656
ICAM3	-2.38061	-0.920139
ICAM5	-0.565794	-0.129709
ICE1	-1.21593	-0.449723
ICE2	1.77893	
ICK	1.65123	0.564145
ICMT	-0.23426	
ID1	-1.76905	-0.0465721
ID2	1.48119	4.31422
ID4	-1.70692	0.482074
IDE	0.858952	-0.361835
IDH1	-2.92452	-0.465009
IDH1-AS1	-1.93478	-1.28649
IDH2	-1.55918	0.202204
IDH3A	0.297535	-2.58907
IDH3B	3.01277	1.09891
IDH3G	0.447007	-2.95545
IDI1	-1.03411	-2.3495
IDI2-AS1	0.261126	-1.72649
IDNK	-0.897844	0.77276
IDS	2.64934	2.49449
IDUA	2.69308	
IER2	1.33048	1.08568
IER3	-4.20021	
IER3IP1	-0.661356	
IER5	5.85282	6.30593
IER5L	5.35165	3.59145
IFFO1	1.77384	0.665921
IFFO2	0.903049	0.977367
IFI16	-5.45924	
IFI27	-0.415293	-1.27206
IFI27L1	-2.40414	-1.98887
IFI27L2	-2.24584	-1.98018
IFI30	-5.12883	-5.02137
IFI44	-3.88274	
IFI44L		-1.41555
IFI6	0.912555	-0.162801
IFIH1	-1.18786	-4.33002
IFIT1	3.32276	2.66081
IFIT2	-0.542059	-2.1739
IFIT5	1.70557	0.855323
IFITM1		-0.10305
IFITM10	1.1601	-1.5069
IFITM2	-5.20977	
IFITM4P	-4.58585	
IFNAR2	-0.603856	
IFNLR1	2.78108	3.38112
IFRD1	0.132794	
IFRD2	1.12746	2.66646
IFT122	4.59969	4.40962
IFT172	2.25311	
IFT20	-2.04473	
IFT22	-1.06692	-0.565233
IFT27	-2.49736	-4.50373
IFT57	2.46995	0.527437
IFT74	-2.85363	-1.40688
IFT81	-0.434583	
IGDCC3	0.747698	2.32419
IGDCC4	-2.69671	-0.909746
IGF1	0.813278	1.97583
IGF1R	0.693897	1.58938
IGF2BP3	0.350608	0.549527
IGFALS	2.32922	3.4872
IGFBP2	1.7653	0.409311
IGFBP3	0.507193	1.5385
IGFBP5	-1.52256	-0.702677
IGFBP6	1.40063	-1.78962
IGFBPL1	-3.46075	-6.45946
IGFL4	-0.268804	0.0635882
IGFLR1	-1.41937	-2.11615
IGFN1	-2.80485	-0.674484
IGIP	2.4438	1.98029
IGLL1	0.885783	0.0222959
IGLL3P	1.60266	1.00234
IGLON5	0.6665	-1.25378
IGSF1	1.77757	3.39874
IGSF11	-0.603939	
IGSF21	3.2678	2.26248
IGSF22	-1.58378	-0.78644
IGSF3	4.21902	7.3338
IGSF6	-3.25289	-3.51554
IGSF9	-3.22234	
IK	-1.09797	
IKBIP	-0.801082	-1.29531
IKBKB	-0.884648	0.0487484
IKBKG	2.58445	
IKZF5	-0.377811	
IL10RA	-0.88179	-2.41072
IL10RB	-2.875	-2.09941
IL12RB2	0.205291	1.67637
IL13RA1	-3.27363	-5.38775
IL13RA2	-2.0344	-1.54961
IL15	-3.41976	-1.80243
IL15RA	-0.65147	-0.284409
IL17D	-0.869373	1.8744
IL17RA	-1.87604	-3.3112
IL17RB	-1.25659	1.41788
IL17RC	-0.465541	-0.988976
IL17RD	-1.65098	0.891939
IL17RE	-1.31854	-0.143235
IL18	-4.06662	
IL1B	-2.67845	-2.65452
IL1RAP	2.4076	2.9724
IL1RAPL1	3.08428	
IL1RAPL2	4.06961	6.42978
IL27RA	3.46291	
IL32	-0.0946723	
IL33	-1.72125	0.22537
IL34	-2.46072	-3.64883
IL3RA	-2.95039	
IL4I1	-3.06907	
IL4R	-0.380812	-1.40685
IL6R	-1.91216	1.14727
IL6ST	1.23735	0.863422
IL7R	0.424405	-0.00467916
ILDR2	-0.974035	
ILF2	0.953557	
ILF3	-1.7638	-1.27678
ILF3-AS1	-1.07812	-0.0179458
ILK	0.833981	-0.151104
IMMP2L	-1.16644	-1.13431
IMMT	1.49231	
IMP4	0.315556	-1.1714
IMPA1	0.185878	-2.54338
IMPA1P1	0.323617	
IMPA2	-2.69195	0.448642
IMPACT	-1.47955	-1.81045
IMPAD1	2.11817	0.159167
IMPDH1	1.96982	1.49977
IMPG2	2.50916	
INA	1.84646	0.287513
INAFM2	5.47556	
INCENP	-0.0624632	
INF2	3.17516	1.2075
ING1	1.72766	0.743965
ING2	0.0442547	2.87929
ING3	4.82536	4.68395
ING4	-1.15558	
ING5	0.163418	
INHA	0.790762	
INHBA	-0.436736	-2.21854
INHBB	-2.48128	-0.839805
INIP	0.659989	-0.35604
INO80	1.39287	
INO80C	0.52087	
INO80E	-1.36755	
INPP4A	0.609679	0.292124
INPP4B	-0.727859	1.25354
INPP5A	0.798717	-0.356084
INPP5B	0.883754	
INPP5D	-4.71376	-2.72888
INPP5E	3.09354	
INPP5F	0.609412	-0.883848
INPP5J	0.441219	-1.89078
INPP5K	-1.26035	-0.976598
INSIG1	1.83552	0.129706
INSIG2	0.71689	-1.7991
INSL3	2.53936	
INSM1	-0.103663	1.93967
INSM2	2.62154	3.032
INSR	1.48552	0.806987
INTS10	-0.781875	
INTS12	-4.84802	
INTS13	-1.96241	
INTS3	1.7924	
INTS4	-3.01039	-3.2007
INTS4P1	1.81444	1.53256
INTS6	1.98778	
INTS6-AS1	-0.816308	
INTS6L	1.24858	3.44014
INTS8	2.02419	3.02633
INTS9	2.53417	1.0297
INTU	-1.72495	0.321087
IP6K1	1.54132	
IP6K2	-0.409039	0.553668
IP6K3	0.838686	-1.80742
IPCEF1	5.29453	4.36893
IPO13	-0.400954	
IPO5	4.53169	8.67199
IPO5P1	-1.33279	-0.410585
IPO7	1.33404	
IPO8	-1.69381	
IPP	-2.07281	
IPW	1.15523	0.169464
IQCA1	-0.631254	2.32253
IQCC	2.36631	
IQCD	-1.65421	
IQCE	0.961631	
IQCF3	-0.847556	-0.189925
IQCF4	0.271255	-0.155509
IQCG	-1.41751	-0.956548
IQCH-AS1	0.702073	0.330571
IQCJ	0.0957694	1.43706
IQCK	-1.66942	0.0907638
IQCN	1.97958	4.29346
IQSEC1	2.07038	1.78696
IQSEC2	-0.660029	0.248926
IQSEC3	-0.473493	
IQUB	2.55844	3.40207
IRAK1	0.400915	
IRAK1BP1	-0.0201049	
IREB2	3.248	
IRF2BP1	3.43613	3.61448
IRF2BP2	0.982057	2.58773
IRF2BPL	-1.68071	
IRF3	1.10454	2.29799
IRF5	-4.12017	
IRS1	2.19294	1.02487
IRS2	1.85216	0.7192
IRX5	-4.47798	
ISCA1	1.18385	-0.791746
ISCA2	-3.02211	-4.4353
ISCU	1.33702	0.148052
ISG15	-1.61342	-0.251377
ISG20L2	-0.0149477	
ISL1	-1.23343	-1.03684
ISLR	2.15329	0.201069
ISLR2	0.692292	
ISM1	-3.45604	-1.95196
ISOC1	-0.957036	0.241207
ISOC2	-0.0453422	
ISYNA1	-0.687987	0.675003
ITCH	0.846053	-1.04303
ITFG1	2.0597	1.22748
ITFG2	0.027472	0.287508
ITGA1	-2.22242	-1.46098
ITGA11	0.468422	-0.494513
ITGA2	1.3911	-0.322699
ITGA2B	4.63818	3.63379
ITGA4	2.92818	
ITGA5	-0.934441	
ITGA6	-3.94423	-0.739461
ITGA7	-1.10272	-1.58446
ITGA8	0.765396	-0.0297999
ITGA9	4.06286	
ITGA9-AS1	-0.281272	
ITGAM	-3.29185	-3.51182
ITGAV	-5.02826	-3.46046
ITGAX	-2.47239	-2.71058
ITGB1	-1.35613	-3.02136
ITGB1BP1	-0.244609	-1.85988
ITGB1BP2	2.88678	1.56412
ITGB2	-1.13006	-0.971347
ITGB3BP	0.125378	1.46604
ITGB4	-0.38344	1.04401
ITGB5	-2.51682	
ITGB7	-2.72484	-3.03029
ITGB8	-0.0273411	
ITIH5	0.180703	0.696277
ITM2A	-0.164545	-1.66211
ITM2B	-1.1966	
ITM2C	-1.16647	
ITPA	2.76941	
ITPK1	3.50639	5.43664
ITPKA	3.8189	2.7577
ITPKC	-0.366445	-1.05815
ITPR1	3.45252	2.6184
ITPR2	-3.31782	-2.97771
ITPR3		-1.0084
ITPRIPL1	-0.357749	-0.576982
ITPRIPL2	-1.76082	-0.577102
ITSN2	2.52301	1.98431
IVD	-0.901154	
IVNS1ABP	0.772288	-0.823375
IZUMO1R	1.15389	
IZUMO4	-2.45686	
JADE1	3.11598	6.84807
JADE2	1.11512	-0.65399
JADE3	-1.68396	
JAG2	2.65406	
JAK1	-0.374148	-1.26879
JAK2	0.406809	0.148153
JAK3	4.80389	
JAKMIP1	-1.81212	-0.977688
JAKMIP2	1.99105	
JAKMIP3	2.34865	1.6268
JAM2	2.38267	4.49679
JAML	-0.343782	0.199163
JARID2	1.26853	2.06818
JARID2-AS1	-2.12265	
JAZF1	2.27903	
JCAD	1.86067	3.11207
JDP2	1.12356	0.0871692
JHY	0.208432	
JMJD1C	1.91696	3.16462
JMJD1C-AS1	1.57368	1.61021
JMJD4	-0.91021	-1.86655
JMJD6	1.41514	
JMJD7	-0.761285	
JMY	1.80171	2.15519
JOSD1	3.1863	
JOSD2	0.90135	
JPH1	-0.38864	
JPH3	-1.20387	0.438694
JPH4	-0.392292	1.83672
JPT1	-1.22693	-1.50038
JPT2	-0.336646	-3.6546
JPX	-3.78318	
JRK	0.0262044	
JUN	-1.37159	-2.23489
JUND	-0.51761	
JUP	-1.15996	-0.53087
KALRN	2.9866	4.46513
KANK1	-3.30629	
KANK3	1.62174	1.42459
KANK4	-0.326889	-4.29621
KANSL1	1.84278	2.46426
KANSL1-AS1	-1.8156	-0.121029
KANSL1L	-1.02422	-0.860177
KANSL2	0.338749	
KANSL3	3.14867	
KAT14	-0.116367	
KAT2A	3.20734	4.52402
KAT6A	1.29609	3.28057
KAT6B	0.455633	4.22075
KAT7	1.92532	
KAT8	1.53687	1.03114
KATNAL1	3.81648	1.96878
KATNAL2	1.92416	-0.275058
KATNBL1	2.62763	
KAZALD1	-0.462479	-3.0544
KAZN	1.39412	0.387897
KBTBD11	5.05363	5.85435
KBTBD12	-0.122185	-0.324424
KBTBD2	1.32194	0.616983
KBTBD3	2.40425	0.508641
KBTBD4	4.01735	
KBTBD6	-1.54547	-0.775714
KBTBD8	2.40171	
KCMF1	1.7705	0.289736
KCNA1	0.871422	-0.813315
KCNA2	2.23985	0.866294
KCNA3	0.902068	-0.951894
KCNA4	0.286388	0.738875
KCNA5	0.608286	2.15808
KCNAB1		0.162729
KCNAB2	-0.737014	
KCNAB3	1.24801	0.559712
KCNB1	3.6139	3.49441
KCNB2	1.83879	4.20307
KCNC1	1.41866	-0.200838
KCNC2	3.63661	2.93901
KCNC3	1.40022	-0.369153
KCNC4	0.710532	-1.2534
KCND2	4.30962	
KCND3	2.6729	2.25662
KCNE2	2.14286	
KCNE4	-5.97344	-4.9395
KCNE5	-4.83821	-5.5132
KCNG1	-1.16839	0.134529
KCNG3	0.949774	1.64175
KCNH1	3.72608	1.36857
KCNH2	0.152985	
KCNH3	-0.607516	
KCNH4	2.35325	3.99235
KCNH5	2.86158	0.242525
KCNH6	1.75392	-0.258278
KCNH7	0.112735	-2.29167
KCNH8	-0.431766	
KCNIP1	-2.49603	-0.652382
KCNIP2	-1.56819	-1.1887
KCNIP3	3.12325	3.58249
KCNIP4	5.06148	2.68181
KCNJ11	2.34901	0.558031
KCNJ12	3.34659	3.67665
KCNJ14	1.11756	-0.27051
KCNJ16	-2.21327	-1.01226
KCNJ2	1.16297	-0.130249
KCNJ3	1.59851	0.506269
KCNJ4	4.28029	
KCNJ5	0.0505267	2.0146
KCNJ6	1.3069	
KCNJ8	2.37895	0.326148
KCNJ9	0.0755013	
KCNK1	1.75447	-1.785
KCNK10	0.249884	
KCNK12	0.291167	-0.796599
KCNK15	-0.202391	
KCNK2	-1.5384	-0.480663
KCNK3	1.73048	2.08531
KCNK7	-0.945414	
KCNMA1	-2.8561	-2.64077
KCNMB1	-2.7777	-0.730647
KCNMB2	-0.246682	-1.49269
KCNMB3	1.24921	
KCNMB4	-0.158859	0.0517563
KCNN2	1.50917	2.05572
KCNN3	-1.67186	0.0904254
KCNN4	0.105016	-2.92735
KCNQ1	-2.45161	-3.05287
KCNQ1DN	-1.85719	-5.35083
KCNQ2	-0.235294	-3.85652
KCNQ5	3.21445	1.70294
KCNS1	2.38858	0.807275
KCNS2	4.62856	3.48132
KCNS3	1.80002	-0.298386
KCNT1	1.28736	1.46028
KCNT2	3.99976	3.72059
KCNV1	3.85509	1.60546
KCNV2	1.44733	
KCTD1	3.72457	2.17827
KCTD10	-2.60851	-2.48684
KCTD12	-2.31794	-2.4285
KCTD15	-0.35564	3.0589
KCTD16	2.63372	
KCTD17	-1.36169	
KCTD2	1.89254	
KCTD20	0.507388	
KCTD21	-0.451544	-0.859613
KCTD3	-2.48652	-0.992362
KCTD4	-1.41201	-1.21081
KCTD6	0.381864	-0.21994
KCTD8	2.37114	-0.191228
KCTD9	1.76897	0.500707
KDELC1	3.33598	2.89595
KDELR3	1.91464	
KDF1	1.70149	3.16822
KDM1A	-0.827186	
KDM1B	-2.02818	-0.13367
KDM2B	1.21159	1.53157
KDM3A	2.42229	
KDM3B	0.324134	
KDM4A	0.798945	
KDM4B	0.572663	
KDM4C	0.858405	0.931827
KDM4D		0.211353
KDM5A	1.53665	
KDM5B	-0.589334	-0.336171
KDM5C	0.873018	
KDM5D	1.95152	
KDM6B	1.16732	
KDM7A	1.18146	0.396266
KDR	-0.517123	-1.18531
KEAP1	-0.261685	
KHDC1	1.69269	
KHDC1L	0.915644	
KHDC4	0.231797	0.433857
KHDRBS1	-1.267	
KHDRBS2	1.95708	3.04414
KHDRBS3	3.54333	
KHK	4.19268	
KHNYN	1.84546	4.89546
KHSRP	-1.1362	
KIAA0087	-1.21304	
KIAA0100	-0.505598	
KIAA0232	2.41819	
KIAA0319	-0.821806	1.65256
KIAA0355	0.512403	-0.242723
KIAA0368	2.23015	1.45279
KIAA0391	1.4444	
KIAA0513	-0.115981	-0.479152
KIAA0586	0.65061	
KIAA0753	-0.274886	
KIAA0825	0.987209	3.17666
KIAA0895	-1.57412	0.243809
KIAA0895L	0.455485	2.99098
KIAA0930	-2.98627	
KIAA1024	0.253839	1.91825
KIAA1107	2.93042	2.49557
KIAA1109	-0.867378	
KIAA1147	-2.54112	-0.768387
KIAA1191	-1.74025	-0.762144
KIAA1211	-5.27273	-3.81387
KIAA1211L	1.83631	1.35132
KIAA1217	1.24716	1.74268
KIAA1257	-1.93036	-0.465399
KIAA1324	-0.63387	0.4677
KIAA1324L	1.30174	0.685355
KIAA1328	-0.329086	0.655988
KIAA1468	1.67971	
KIAA1522	-0.0844688	3.2554
KIAA1549	4.93846	5.9388
KIAA1549L	5.43894	6.57062
KIAA1551	2.28392	2.95062
KIAA1586	1.12849	0.981804
KIAA1614	2.76084	2.73932
KIAA1656	1.26374	-1.26632
KIAA1671	1.19064	
KIAA1841	0.479443	-1.45303
KIDINS220	-1.54351	-0.698765
KIF11	1.10348	
KIF12	-2.02286	-1.85253
KIF13B		-2.60609
KIF15	-0.450843	0.717665
KIF16B	0.842929	-0.274231
KIF17	3.92418	3.95642
KIF1B	-0.724925	0.500852
KIF1BP	0.144389	
KIF1C	-3.08706	
KIF21A	1.25008	-0.159957
KIF21B	-1.01927	-0.137355
KIF22	0.199452	1.09871
KIF23	0.368952	
KIF26A	1.5068	3.45459
KIF26B	-0.348668	0.651489
KIF27	1.20015	0.612951
KIF2A	-0.578782	-0.425803
KIF2C	2.12731	3.36799
KIF3A	-0.0280542	
KIF3B	-0.692541	
KIF3C	0.816461	-0.124615
KIF4B	0.0358404	
KIF5A	0.429101	1.60189
KIF5B	-3.42584	-2.04155
