gene	PLS1	PLS2	C1	C3
A1BG	-12.4517	-0.937359	-0.80617	-0.0179386
A1BG-AS1	-11.0147	2.91308	-0.62448	0.377001
AAAS	7.17148	-0.0922506	0.600656	-0.0597516
AAED1	-5.34816	0.784159	-0.722689	-0.190459
AAGAB	-3.84719	3.51826	-0.261427	0.345811
AAK1	3.44566	1.00554	0.696944	0.0572984
AARD	6.76313	3.09089	0.682209	0.173586
AARS	2.86744	1.29711	0.515276	0.265406
AASDH	5.86097	-1.34697	0.530151	-0.13053
AATF	-0.242065	-3.18688	0.128207	-0.226538
ABCA1	-1.10275	-0.222917	-0.475041	-0.306279
ABCA5	5.71932	0.599235	0.470729	0.12614
ABCA6	12.7587	-2.94799	0.758867	-0.315624
ABCA7	5.16447	-1.47722	0.673997	-0.0413689
ABCA9	9.68249	-0.480428	0.750631	-0.116211
ABCB10	6.7512	2.06135	0.616839	0.071163
ABCB6	-8.00468	0.710171	-0.601047	0.169295
ABCB7	3.79713	-1.08224	0.690748	-0.312074
ABCC1	7.98382	-0.286793	0.701201	-0.0910659
ABCC12	-2.42833	4.35724	-0.24575	0.678279
ABCC4	-4.9236	-1.3251	-0.547624	-0.327071
ABCC5	7.931	1.74634	0.379108	0.0416007
ABCC6	-6.1689	0.825071	-0.554626	0.221514
ABCC8	10.6135	3.30087	0.718035	0.163867
ABCC9	-1.11697	0.225089	0.0873493	-0.394839
ABCD2	4.95563	-2.03999	0.692192	-0.135956
ABCD4	5.32639	1.13231	0.282769	-0.30212
ABCG1	2.02898	-0.535739	0.0746489	-0.185828
ABCG2	1.4094	-4.03178	0.435856	-0.382087
ABCG4	4.60595	-0.827857	0.772939	-0.01732
ABCG5	-4.74262	2.0595	-0.345572	0.0156461
ABHD1	-2.19778	0.652443	-0.611109	-0.227466
ABHD11	7.64096	1.58659	0.665235	0.0728397
ABHD12	4.25344	-3.28892	0.653025	-0.334819
ABHD12B	-2.70914	2.89209	-0.151069	0.230492
ABHD13	3.27256	2.18635	0.611648	0.119059
ABHD17A	9.85339	0.185368	0.73865	-0.103075
ABHD17B	6.92784	-4.40068	0.704721	-0.2911
ABHD17C	-6.33094	3.0437	-0.672876	0.17741
ABHD3	2.54514	-0.446496	0.398281	-0.406747
ABHD6	5.35918	-6.17516	0.566422	-0.332734
ABI1	-7.75846	1.60775	-0.711491	0.172042
ABI2	-4.36148	0.974837	-0.493053	0.292609
ABL2	5.02813	2.12721	0.481091	0.256441
ABLIM1	1.73915	-0.650946	0.0414134	-0.387981
ABLIM2	-6.90798	1.59913	-0.770465	0.348891
ABLIM3	-11.5634	2.84672	-0.819999	0.0610266
ABR	-3.46941	0.543201	-0.464917	0.131019
ABRACL	4.19134	1.65007	0.574116	0.400472
ABTB1	5.84408	2.3412	0.740217	0.31366
ABTB2	7.93995	-12.3916	0.648505	-0.54308
ACADL	-6.32975	0.711269	-0.775234	-0.0871907
ACADS	-1.67502	1.86443	-0.468646	-0.0637896
ACADSB	7.87927	0.922277	0.468628	-0.211225
ACAN	10.5637	-8.16232	0.902666	-0.26536
ACAP3	-1.92883	0.84422	-0.266916	0.141286
ACAT2	-5.84693	-1.20381	-0.538292	0.138622
ACER3	4.87833	-0.0304746	0.506823	-0.167412
ACHE	-2.08263	-1.05848	0.219395	0.0495481
ACKR1	-2.31347	-2.44345	-0.275676	0.343167
ACKR3	-6.84713	3.1927	-0.77645	0.00417917
ACO1	0.00934206	-3.95991	-0.0145445	-0.494857
ACO2	-1.78527	-0.729759	-0.361834	-0.231314
ACOT13	-4.22264	-2.31418	-0.195518	-0.0880461
ACOT2	-16.518	1.61258	-0.887183	0.0494165
ACOT8	-10.0866	-0.022521	-0.645634	0.0956993
ACOX2	-3.45903	2.28439	-0.558195	-0.157822
ACOX3	-4.5848	3.70905	-0.697314	0.154876
ACP1	-11.4815	0.0756132	-0.817768	0.116133
ACSF2	-5.41236	-1.05988	-0.599923	-0.127451
ACSF3	2.98499	1.24063	0.713036	0.108143
ACSL1	2.65422	-0.567418	0.106712	-0.302196
ACSL3	6.10673	4.80026	0.636498	0.435091
ACSL4	-9.72631	2.41104	-0.799368	0.254717
ACSL6	9.61304	-4.84303	0.887439	-0.137818
ACSS2	4.76312	-1.11282	0.601315	-0.12045
ACSS3	-2.25385	0.880072	-0.413957	-0.117827
ACTA1	-7.2098	1.3299	-0.480078	0.150651
ACTB	-9.81265	0.393522	-0.696017	0.0661299
ACTC1	-7.98864	2.85333	-0.579401	0.113429
ACTG1	-3.82159	0.191208	-0.820902	0.0670056
ACTG1P4	-11.2267	-1.73985	-0.645906	-0.1248
ACTL6A	1.18218	-3.49681	-0.067252	-0.534981
ACTN1	-5.03718	1.73881	-0.361712	0.502475
ACTN2	-1.68377	4.33973	-0.196432	0.473425
ACTN4	8.48052	-0.917747	0.797521	0.155271
ACTR10	-15.1783	0.85273	-0.830775	0.110479
ACTR1A	-9.11398	-0.472233	-0.64792	0.198537
ACTR1B	6.66536	-0.141484	0.742778	0.358572
ACTR3	-4.09785	-1.20441	-0.580938	-0.0450955
ACTR3B	-14.5871	1.58407	-0.8387	0.140261
ACTR3C	-3.68136	-5.31296	-0.40153	-0.442554
ACTR5	2.93641	3.15853	0.0794278	0.232855
ACVR1	2.48547	-5.14632	0.407023	-0.355435
ACVR1C	8.89801	-0.0467706	0.787935	-0.142884
ACVR2A	-4.70927	2.63854	-0.756903	0.147479
ACVR2B	-1.74777	2.17922	-0.647233	0.212031
ACVRL1	3.14241	-0.349918	0.331372	-0.221023
ACY3	-2.81043	-1.14727	-0.495626	-0.292042
ACYP2	3.07765	-1.72941	0.777631	-0.167938
ADAD2	-1.27803	-1.50594	0.00395687	-0.272415
ADAL	2.05037	-1.57057	0.380273	-0.297926
ADAM15	2.84113	-3.4289	0.512135	-0.472678
ADAM17	2.31526	0.358734	-0.076727	-0.176891
ADAM20P1	6.69393	8.42949	0.451065	0.34942
ADAM22	6.34328	-0.13366	0.833377	0.196637
ADAM23	9.44186	-0.846961	0.913926	0.0755002
ADAM28	-6.58597	-2.68977	-0.596368	-0.323316
ADAM8	9.77389	1.34765	0.563286	0.138386
ADAM9	5.94361	0.779249	0.57436	-0.020966
ADAMTS13	10.6344	0.493398	0.735127	0.0618925
ADAMTS19	-6.49858	4.32386	-0.673827	-0.0687181
ADAMTS2	-0.0964088	0.43744	0.173925	-0.0467557
ADAMTS3	-12.9003	5.45629	-0.734238	0.409143
ADAMTS4	2.85626	-4.17361	0.231847	-0.398959
ADAMTS5	6.29018	-0.80424	0.764815	0.142284
ADAMTS8	-5.62905	0.0575096	-0.535517	0.427525
ADAMTS9	-8.78828	-3.13201	-0.658853	-0.390413
ADAMTSL1	2.83712	-1.50536	0.439783	-0.0930404
ADAMTSL2	-6.59412	-0.342164	-0.43747	-0.14765
ADAMTSL3	-4.12809	-4.01568	-0.34149	-0.451108
ADAP2	-6.61426	-2.77883	-0.740865	-0.290196
ADARB2-AS1	1.19836	-1.70666	0.130337	-0.48189
ADCY1	3.28053	-0.242551	0.506102	-0.0140702
ADCY2	-11.1966	3.8364	-0.69	0.133309
ADCY3	4.39745	-0.321541	0.511449	0.0473823
ADCY4	3.31616	-1.02701	0.315607	-0.253863
ADCY7	-6.26356	2.52802	-0.63252	0.330942
ADCY8	1.43504	-2.84269	0.104374	-0.488356
ADCY9	9.43908	-1.34682	0.864683	0.0815737
ADCYAP1	-1.20018	6.01938	-0.0396313	0.397807
ADCYAP1R1	-2.90859	0.60637	-0.622315	-0.381862
ADD1	8.46259	-1.12397	0.71736	-0.0163958
ADGRA1	5.36483	3.135	0.434396	0.202217
ADGRA2	4.53941	1.8997	0.507929	0.178269
ADGRA3	-5.16699	0.825452	-0.676001	-0.290484
ADGRB3	-13.6237	4.32959	-0.775613	0.329601
ADGRE5	1.62807	-1.53781	0.0520646	-0.348011
ADGRF5	-3.06252	2.8275	-0.393956	0.191493
ADGRG1	-7.78986	2.4429	-0.785412	-0.0567319
ADGRG6	-0.836871	-0.782265	-0.371827	-0.188797
ADGRL2	5.53083	0.281243	0.595962	0.110577
ADGRL3	-6.93279	0.152239	-0.737807	0.240515
ADGRL4	3.59118	-0.551352	0.508195	-0.15676
ADGRV1	-7.01301	0.875753	-0.79616	-0.126697
ADH5	-6.07868	3.02096	-0.721481	-0.0142321
ADI1	-6.55223	-0.288992	-0.685683	-0.293342
ADIPOR1	-10.2392	-1.49453	-0.737748	-0.0788071
ADIRF	-8.0609	-0.478083	-0.820681	-0.289053
ADK	-9.45465	-2.24037	-0.461119	0.0146368
ADM	6.23849	-5.55296	0.71602	-0.248786
ADM5	-9.99731	1.52837	-0.78006	0.246115
ADNP	-2.14153	4.90393	-0.298227	0.531446
ADNP2	7.14577	3.30278	0.372812	0.196044
ADO	6.31584	0.470154	0.798408	0.160328
ADORA2B	-3.82543	3.08508	-0.599693	-0.199153
ADPRHL1	3.22338	3.30164	0.553551	0.207226
ADPRHL2	-3.37939	-0.657866	-0.432508	0.0477849
ADRA1A	-0.804987	0.832364	-0.18281	-0.381319
ADRA1B	-12.7714	0.0868107	-0.749232	0.0617279
ADRA1D	0.519234	0.290954	0.462747	0.366923
ADRA2A	0.920255	2.25641	0.100507	0.0149112
ADRA2C	-12.3504	-0.43498	-0.740683	0.00535739
ADRB1	6.00628	2.47503	0.585474	0.379999
ADRB2	-7.0905	0.251296	-0.715454	-0.266261
ADSSL1	6.52092	-2.4576	0.627041	-0.346426
ADTRP	-10.3776	3.56341	-0.6488	0.290633
AEBP1	-0.998157	1.64496	-0.426058	-0.313069
AEBP2	4.51442	3.10096	0.526159	0.222586
AFAP1L1	3.14893	0.439127	0.504788	0.147837
AFAP1L2	0.507415	2.48921	0.100135	0.195606
AFDN	-3.22966	-2.07111	-0.412735	-0.530356
AFDN-DT	-1.58236	-4.78254	-0.216931	-0.619495
AFF1	5.21462	-1.5998	0.624139	-0.381911
AFF2	-4.0309	-2.24038	-0.492382	-0.0410934
AFTPH	6.10494	1.99822	0.737661	0.202639
AGA	-5.03772	-3.67064	-0.557012	-0.381225
AGAP1	1.27147	0.935202	-0.150597	-0.0674328
AGAP2	-7.77993	2.46047	-0.738333	0.0545471
AGAP3	-8.09258	0.790173	-0.555546	0.0999883
AGFG2	-1.20167	-1.82476	-0.312469	-0.309244
AGK	1.41083	0.031976	0.232386	0.335367
AGMAT	-4.2973	-1.35477	-0.0895216	0.00570623
AGO1	20.948	1.20821	0.929031	0.024454
AGO3	7.1309	-0.810896	0.467771	-0.358382
AGO4	7.38704	3.4931	0.303354	0.17865
AGPAT2	-4.15121	5.16135	-0.604241	0.353191
AGPAT3	3.41591	-1.69427	0.729551	0.0643142
AHI1	9.49457	0.531896	0.839257	0.11743
AHNAK	-7.64269	0.0869972	-0.839231	-0.199723
AHNAK2	-1.80784	0.464027	-0.0938377	0.1262
AHR	-2.52598	-0.288797	-0.488146	0.0359114
AHRR	-11.9584	5.09599	-0.844312	0.153513
AHSG	-2.32378	2.62806	-0.297004	0.352333
AIF1	-7.91612	-1.80871	-0.717447	-0.182358
AIFM2	-5.58389	4.20651	-0.580932	0.23537
AIFM3	7.36839	-1.06253	0.793417	-0.198786
AIG1	-3.18608	3.78395	-0.430827	-0.0397723
AIM2	-0.99359	-1.98459	-0.296418	-0.278604
AIP	4.68456	0.456113	0.413721	0.0985757
AIRE	-2.20831	-0.306154	0.0443398	-0.335388
AJAP1	-2.3853	2.69818	-0.488595	0.153687
AK1	3.08305	0.198538	0.542917	-0.127999
AK2	7.53666	-3.95943	0.708993	-0.303985
AK4	-7.86446	0.675174	-0.84871	-0.0869587
AK5	-7.85779	0.0415422	-0.602879	0.229762
AK9	4.82851	2.64214	0.488096	-0.104404
AKAIN1	5.09845	-1.8929	0.698078	-0.0150688
AKAP1	3.32153	-0.566027	0.274563	-0.123807
AKAP10	5.7598	4.08376	0.332773	0.379003
AKAP12	0.607101	0.455	0.419957	0.0514967
AKAP13	3.31142	0.871966	0.322857	0.219441
AKAP14	-12.9744	-2.87827	-0.865651	-0.0358035
AKAP17A	4.26477	0.446395	0.289488	-0.214552
AKAP5	-8.04719	0.823119	-0.698586	0.3096
AKAP7	2.97675	0.770989	0.1569	-0.167028
AKAP8	-4.41323	0.718787	-0.468718	0.325915
AKIRIN2	-17.9365	1.47648	-0.87636	0.254235
AKR1C1	-5.66061	-4.24612	-0.210721	-0.20712
AKR1C3	-4.98372	-2.5821	-0.377122	-0.123657
AKR1C4	-5.65732	-4.03666	-0.18918	-0.186256
AKR7A2	-10.5148	-1.91661	-0.692687	-0.244596
AKR7A2P1	-3.36196	-0.822071	-0.652679	-0.15931
AKR7A3	-10.4389	-1.48492	-0.694538	-0.195876
AKR7L	-12.7527	-0.977845	-0.744641	-0.209917
AKT1S1	4.87441	-3.11996	0.531974	-0.331913
AKT3	4.42881	0.988845	0.703083	0.0892405
ALCAM	-3.53946	-1.4381	-0.657369	-0.327435
ALDH1A1	2.06429	-1.10785	0.562508	0.0375563
ALDH1A3	18.4201	3.19532	0.918084	0.0597401
ALDH1B1	1.84302	-1.41947	0.583444	-0.10888
ALDH1L1	-3.66996	0.869613	-0.467787	-0.108813
ALDH2	-5.9155	0.947013	-0.690232	-0.155941
ALDH3A2	-4.21405	-0.773119	-0.41406	0.401558
ALDH4A1	-3.17255	0.537234	-0.475379	-0.133752
ALDH7A1	-3.25511	-1.61816	-0.608584	-0.232547
ALDH9A1	-8.36289	-2.71043	-0.735741	-0.296128
ALDOC	1.53827	-0.499602	0.44353	-0.145576
ALG10	1.17113	2.26529	0.00845838	0.0945414
ALG10B	2.2648	3.17395	0.159625	0.258315
ALG2	2.59821	0.24557	0.53521	-0.192379
ALG3	1.65492	-1.36587	0.455028	-0.0526651
ALG5	-4.93511	-3.51544	-0.364872	-0.389578
ALG8	-5.60226	-3.59517	-0.645232	-0.196981
ALK	-3.59253	-0.920731	-0.511257	-0.275989
ALKAL2	-18.1273	-3.99237	-0.902123	-0.171009
ALKBH2	3.52271	0.702178	0.459854	0.104709
ALKBH7	-5.85813	0.189117	-0.535787	-0.102944
ALKBH8	2.62378	-0.365263	0.578039	0.124611
ALOX5	-4.78858	-2.04284	-0.677425	-0.264248
ALOX5AP	-7.41936	-3.07011	-0.551257	-0.261236
ALPK1	-0.187831	-6.22314	-0.024583	-0.373127
ALPL	-7.89639	1.93554	-0.627067	0.313377
ALS2	4.69067	4.19557	0.459665	0.291746
ALS2CL	1.8636	6.18682	0.299319	0.444439
ALS2CR12	1.85802	0.338335	0.106348	-0.237452
ALX3	8.91717	-2.86569	0.757813	-0.163222
ALYREF	-5.37948	1.82091	-0.75907	-0.0885435
AMD1	4.31162	-1.10021	0.646305	-0.0842477
AMDHD1	-0.920849	0.735017	-0.0357811	0.0046631
AMER1	5.19153	1.04249	0.654106	0.0738989
AMH	5.58038	0.460378	0.547075	0.11079
AMIGO2	-14.5042	4.59513	-0.884532	0.124867
AMMECR1	12.4405	0.897891	0.732492	-0.069065
AMN1	-9.43034	-0.359373	-0.660143	0.159617
AMPD3	3.99306	-3.47336	0.511665	-0.333184
AMT	6.33574	3.01226	0.406496	0.0400236
AMY2A	3.94576	1.6983	0.0733496	0.0216691
AMZ1	-10.3884	-5.38909	-0.718181	-0.260802
AMZ2P1	-6.0649	1.18095	-0.615574	0.254536
ANAPC1	4.87834	3.08245	0.462656	0.112846
ANAPC10	6.19854	0.394761	0.454638	-0.0324624
ANAPC11	-7.69807	1.73463	-0.592111	0.0698991
ANAPC4	7.58559	2.81382	0.251376	-0.0126403
ANG	-2.38162	-0.083959	-0.439029	-0.308869
ANGEL1	0.446659	-1.53028	0.113537	-0.156629
ANGEL2	2.6428	1.04957	0.128377	0.0386017
ANGPT1	-3.94294	-1.60769	-0.447225	-0.496409
ANGPTL2	6.78669	-2.83129	0.487143	-0.265964
ANGPTL4	-4.49761	1.21634	-0.502777	-0.269987
ANGPTL8	5.89287	5.49911	0.54278	0.483104
ANK1	13.1955	-1.48142	0.953907	-0.0360068
ANK3	-9.09689	1.81926	-0.853882	0.0552266
ANKDD1A	-2.39826	0.652976	-0.584897	-0.24595
ANKH	13.0516	0.479605	0.86554	0.0143802
ANKLE2	-9.41003	1.56254	-0.729887	0.101074
ANKRA2	-2.0592	-0.412141	-0.509012	-0.273997
ANKRD13A	6.69742	-2.82249	0.579354	-0.424524
ANKRD16	2.31844	-0.803376	0.359317	0.0499512
ANKRD18A	1.40684	-4.70388	0.0241172	-0.67073
ANKRD18B	1.64153	-0.900875	-0.0936889	-0.271382
ANKRD18CP	2.6378	-2.08996	0.301663	-0.27277
ANKRD18DP	1.90495	0.865602	0.267693	-0.377192
ANKRD19P	-9.38515	0.790907	-0.848269	-0.131093
ANKRD2	2.24014	-0.392743	0.568041	0.265358
ANKRD20A11P	1.00615	-1.20834	0.190547	0.10397
ANKRD20A12P	5.09508	-0.246545	0.537142	-0.166173
ANKRD20A4-ANKRD20A20P	7.68333	-1.36686	0.680017	-0.25747
ANKRD20A5P	-0.418011	-0.99651	0.00207738	0.161722
ANKRD20A8P	3.83675	1.91852	0.673641	-0.069631
ANKRD20A9P	4.43797	-0.348633	0.52196	-0.0787368
ANKRD24	8.23998	6.21255	0.59539	0.524849
ANKRD26	5.72709	2.17047	0.497368	0.170617
ANKRD27	1.32334	1.70001	0.211159	0.146572
ANKRD28	-0.0194984	3.73217	-0.140291	0.429125
ANKRD29	6.67656	-3.51511	0.86019	-0.123824
ANKRD30B	-6.83249	7.18685	-0.596708	0.510045
ANKRD30BL	-3.41514	4.39103	-0.51889	0.233928
ANKRD30BP2	-2.1729	1.70049	-0.633627	0.190966
ANKRD33B	4.54797	1.61532	0.566475	0.445732
ANKRD34C	6.10572	3.61628	0.743273	0.192013
ANKRD36BP2	0.936321	1.05725	-0.23084	-0.227637
ANKRD37	3.66343	0.104981	0.710522	-0.0685296
ANKRD42	1.29388	-2.26093	0.589881	-0.129738
ANKRD45	0.256719	0.0827234	-0.155042	-0.26227
ANKRD49	5.32142	1.15797	0.164101	0.128306
ANKRD50	-9.32019	2.54156	-0.798823	0.113883
ANKRD54	-3.50191	-2.06119	-0.626417	-0.255787
ANKRD55	-3.66445	7.14421	-0.504321	0.316203
ANKRD6	-11.6889	3.52174	-0.946027	0.0365135
ANKRD62	8.85497	-2.89929	0.77958	-0.219912
ANKRD65	6.56203	0.64395	0.587001	0.132235
ANKRD9	6.13039	-1.48051	0.727764	-0.175437
ANKS1A	7.18428	0.0479838	0.698409	-0.093715
ANKS1B	3.95939	2.4715	0.216153	0.182035
ANKS3	9.5216	1.77855	0.624555	0.0371258
ANKS6	15.8743	-0.481357	0.867907	-0.0971196
ANKZF1	9.97685	2.74769	0.509055	0.0507049
ANLN	2.84887	-4.16933	0.141166	-0.465432
ANO10	-2.01401	3.44712	-0.53401	-0.0244811
ANO2	-5.54702	2.33205	-0.608895	-0.110805
ANO3	-12.079	1.89819	-0.795946	0.221192
ANO4	2.7633	-2.53309	0.392149	-0.365862
ANO5	3.32018	2.74648	0.687851	0.389102
ANO7	1.47625	0.549413	0.306998	-0.0704215
ANOS1	-4.15727	1.7889	-0.717654	-0.11115
ANP32A	2.07529	-2.41196	0.198462	-0.438568
ANP32E	-4.95076	1.17458	-0.679442	-0.131911
ANTXR1	9.61348	-0.486709	0.637668	-0.101867
ANTXR2	1.04826	-2.39496	0.191745	-0.29259
ANXA1	-3.86776	-2.45143	-0.36622	-0.150182
ANXA11	-4.29856	1.69422	-0.702691	0.0915278
ANXA2	-4.84015	-4.59682	-0.523594	-0.465605
ANXA2P3	7.718	4.95256	0.490987	0.441135
ANXA3	3.38185	-1.72941	0.489906	-0.141747
ANXA4	-1.11098	-3.95661	-0.0823584	-0.449842
ANXA5	5.41712	-7.32748	0.424326	-0.644209
ANXA6	1.69844	-2.51904	0.63966	0.177305
AP1G2	3.63181	4.41441	0.197096	0.258331
AP1S1	-6.63084	-0.199516	-0.638146	0.209421
AP1S2	2.56734	-2.28608	0.610279	0.100678
AP2A2	-13.3019	2.47047	-0.808146	0.220746
AP2B1	-13.8147	-1.16319	-0.765075	-0.0482028
AP2S1	-7.48578	1.35145	-0.624964	0.147753
AP3B2	-7.23531	3.4921	-0.691123	0.407752
AP3M2	-11.3944	4.06275	-0.710804	0.441118
AP3S1	-18.0954	-0.190759	-0.888908	0.0585442
AP4E1	9.07498	0.128359	0.605517	-0.104734
AP5M1	4.45746	0.644898	0.47744	-0.0196716
AP5S1	-6.00465	-0.771205	-0.600008	-0.117037
APAF1	-2.03821	1.09366	-0.718628	-0.1226
APBA1	-5.39439	0.431804	-0.528439	0.238914
APBB1IP	-8.39572	-3.21529	-0.708552	-0.265941
APBB2	1.89949	-1.35057	0.24788	-0.240608
APCDD1	-3.07234	1.39811	-0.611146	-0.287675
APEH	-4.84613	1.54289	-0.40018	0.363193
APEX2	-5.34778	0.674005	-0.371624	0.180542
API5	1.84799	1.55738	0.391007	0.30293
APIP	4.65642	-1.78558	0.667742	-0.385826
APLN	-5.23851	-0.95203	-0.658189	-0.542016
APLNR	-3.5209	-1.23375	-0.637043	-0.439853
APMAP	-7.06306	3.05043	-0.642667	0.328032
APOC1	-5.57778	-2.50153	-0.649907	0.0314148
APOE	-4.41731	0.341712	-0.666009	-0.154876
APOL1	3.98288	-1.09056	0.660375	0.201643
APOL2	6.28809	0.240888	0.851269	0.140472
APOLD1	3.49613	-2.83288	0.340226	-0.27159
APOM	-4.24351	-0.650272	-0.650797	-0.300705
APOPT1	-12.7849	-0.888662	-0.767548	0.0342891
APPBP2	1.93068	-0.49217	0.529786	0.089604
APRT	-5.53228	-0.443692	-0.530269	0.154105
APTR	-13.3424	-2.06761	-0.852728	-0.139327
AQP1	-0.766393	0.104473	-0.435247	-0.465295
AQP4	-5.92438	0.869874	-0.691544	-0.236719
AQP5	-5.33793	-3.9531	-0.518982	-0.3159
AQP9	-3.63384	4.73545	-0.532196	0.452395
AR	6.14829	-1.95849	0.809491	-0.109005
ARAP2	3.75913	1.59382	0.466291	0.256248
ARAP3	7.17575	4.82544	0.348548	0.423051
ARC	7.88749	1.03261	0.772787	0.167937
ARF3	-6.02075	3.59867	-0.584655	0.396547
ARFGAP3	-4.01209	1.21173	-0.602154	0.0545103
ARFGEF1	1.9109	-3.48502	0.386961	-0.0330814
ARFGEF2	1.86155	-0.970222	0.632196	-0.0675273
ARFGEF3	-3.83447	-0.355161	-0.796965	0.0986598
ARG2	2.36999	1.23509	0.384214	0.0415825
ARHGAP10	2.94887	1.50036	0.246817	0.25274
ARHGAP12	-13.2334	4.31543	-0.823585	0.0828919
ARHGAP18	-5.00292	-2.78385	-0.667841	-0.10841
ARHGAP22	-1.04005	-4.74452	-0.360282	-0.519793
ARHGAP25	-3.13344	1.61563	-0.127331	-0.036309
ARHGAP26	7.68603	2.79823	0.744475	0.237941
ARHGAP27	0.669801	-2.79373	0.35858	-0.227982
ARHGAP27P1	3.52246	2.51568	0.406482	0.0663805
ARHGAP27P2	6.17377	3.85611	0.59162	0.161616
ARHGAP28	-9.59069	7.43225	-0.789663	0.329482
ARHGAP29	4.04792	8.02394	0.31299	0.659289
ARHGAP31	-1.54244	0.023694	-0.301394	-0.140775
ARHGAP32	2.76576	2.14216	0.445947	0.317
ARHGAP33	-5.44483	3.20637	-0.86779	0.0752119
ARHGAP36	-8.72511	-0.130976	-0.811169	-0.15256
ARHGAP39	12.5738	2.05791	0.786679	0.101765
ARHGAP4	-10.9706	1.38906	-0.829956	-0.272786
ARHGAP42	-2.54235	1.58874	-0.370855	-0.151945
ARHGAP44	3.23959	-1.64331	0.602966	-0.127915
ARHGAP45	-3.73362	-3.02742	-0.563984	-0.276423
ARHGAP5-AS1	-5.25127	1.92909	-0.719129	-0.0583746
ARHGAP6	-5.95781	-1.92496	-0.769039	-0.195561
ARHGAP9	5.93147	-1.62015	0.878494	0.0605615
ARHGDIA	-14.3914	-0.517024	-0.819161	0.0975377
ARHGDIB	-4.5693	-0.359989	-0.365366	0.115813
ARHGDIG	-11.8341	2.51167	-0.720241	0.252485
ARHGEF10	4.37832	-0.762051	0.295064	-0.361962
ARHGEF10L	5.214	-0.456454	0.510938	-0.401064
ARHGEF11	9.09263	0.336158	0.801871	0.0883167
ARHGEF12	10.3806	3.39047	0.701985	0.299345
ARHGEF16	2.53247	0.364168	0.306976	-0.275136
ARHGEF17	3.50359	0.00512611	0.725054	0.0809384
ARHGEF18	6.66881	-0.359609	0.74906	-0.00979046
ARHGEF2	3.23503	-0.263553	0.429558	0.16049
ARHGEF26-AS1	-4.41437	0.830926	-0.65443	-0.169601
ARHGEF28	-18.1678	0.499524	-0.87526	-0.0168196
ARHGEF4	-1.3864	-0.248492	-0.176781	-0.0499029
ARHGEF40	-5.7545	-1.19026	-0.714689	-0.36692
ARHGEF6	-0.346106	-2.74446	0.165166	-0.401568
ARHGEF7	7.15775	-0.823269	0.772367	-0.126108
ARID2	11.9961	1.78811	0.707515	0.0418654
ARID3B	5.30056	-3.77116	0.343682	-0.272533
ARID5A	1.13767	4.32524	0.0841907	0.612983
ARID5B	3.50122	-0.898252	0.667234	-0.127833
ARIH2	11.0372	-3.35662	0.786411	-0.120205
ARL10	-4.33115	2.38955	-0.757766	0.0998742
ARL13B	5.75934	-1.61558	0.601252	-0.306311
ARL15	-13.1927	1.87225	-0.761611	0.127675
ARL16	-11.1419	-1.48571	-0.830676	0.121977
ARL17A	3.97629	-0.197191	0.0504879	-0.0427977
ARL2BP	8.29715	1.60866	0.734661	0.0966778
ARL3	-6.64932	0.47739	-0.62184	-0.0287523
ARL4A	-0.503062	0.554705	-0.0839841	0.267587
ARL4C	6.57954	5.51402	0.648098	0.128972
ARL4D	-1.13037	0.387601	0.167474	0.23771
ARL5A	0.954781	-3.30799	0.249037	-0.264532
ARL5B	7.26301	2.30393	0.736245	0.214722
ARL6	1.33421	0.828852	0.279976	0.0980415
ARL6IP5	2.59516	-0.3573	0.627681	0.299784
ARL9	0.971145	0.618585	-0.034349	0.370524
ARMC10	-11.0182	-0.361784	-0.856086	0.0568014
ARMC2	-2.00745	1.48076	-0.557315	0.0684177
ARMC8	1.89697	1.35145	0.596514	0.441335
ARMC9	5.13301	2.31735	0.353499	0.0989842
ARMCX1	-11.9039	4.27191	-0.811734	0.159275
ARMCX2	-11.7891	1.34183	-0.808107	0.161303
ARMCX4	9.42748	2.55555	0.619002	0.0369185
ARMCX6	1.52462	-1.34954	0.0787682	-0.529267
ARMT1	3.78224	-1.06842	0.685911	0.166513
ARNT2	-1.44291	2.42563	-0.506779	0.398662
ARNTL	4.7531	2.11195	0.643871	0.367781
ARNTL2	-2.58594	0.312877	-0.405508	0.253917
ARPC2	-8.12351	0.640064	-0.709649	0.100544
ARPC3	-9.63983	-0.0390998	-0.660038	0.0932284
ARPC5	-9.03168	-3.36398	-0.755633	-0.131542
ARPP19	-11.2356	3.2989	-0.757828	0.403586
ARPP21	12.4667	3.83678	0.66166	0.19027
ARRB1	-3.42861	0.851077	-0.701938	-0.205734
ARRB2	-8.68141	0.984427	-0.714231	0.223405
ARSG	4.95575	0.644198	0.608583	0.332246
ARSJ	-1.01704	8.20858	-0.293667	0.380182
ART3	1.18707	-0.801187	0.381801	0.223554
ARVCF	-2.4796	2.75184	-0.486975	0.120736
ASAH1	-3.2899	-2.25459	-0.390254	-0.45344
ASAH2	3.87907	-2.08788	0.54411	-0.200093
ASAH2B	2.51222	-1.24825	0.541264	-0.166553
ASAP2	4.53441	0.647598	0.685968	-0.0264051
ASAP3	-1.46431	-1.64822	-0.274441	-0.429671
ASB1	-4.15118	0.683849	-0.790814	-0.0943964
ASB13	9.09259	-0.852145	0.931137	0.149265
ASB2	-0.962552	8.26931	-0.204269	0.142036
