gene	PLS1	PLS2	C1	C3
ELOVL7	6.97754	-3.89884	0.61811	-0.467143
ELP3	-0.123223	1.06656	0.207331	0.223115
EMB	4.08801	-3.05708	0.643683	-0.256261
EMBP1	6.36744	-3.02817	0.699363	-0.0727933
EMC2	-0.605087	-3.61266	0.0062684	-0.516179
EMC3	-6.70196	0.527776	-0.521547	0.260427
EMC3-AS1	3.73013	1.05917	0.313418	0.0715645
EMC7	-9.88175	-1.61901	-0.716383	-0.168248
EMCN	3.05379	-1.77277	0.607241	-0.222786
EMG1	-10.7637	-0.241883	-0.788113	0.00726643
EMID1	-7.89895	3.00008	-0.782245	-0.0997886
EMILIN2	0.987939	-6.513	0.381458	-0.609864
EMILIN3	11.7007	1.57055	0.782475	0.0911586
EML1	0.405493	2.16535	-0.0653386	-0.0701133
EML2	6.7467	-2.42148	0.699307	-0.240861
EML5	6.81005	4.09387	0.330906	0.37061
EML6	5.53572	2.70999	0.694722	0.375478
EMP1	-5.00466	-1.09621	-0.552229	-0.397338
EMP2	0.428226	0.286721	0.0143258	-0.421304
EMP3	-5.32255	-0.315303	-0.589633	-0.336655
EMSY	11.0313	2.27323	0.641153	-0.010949
EMX1	7.61328	0.135606	0.790709	0.252887
EMX2OS	-3.8076	0.78025	-0.556154	-0.194683
ENAH	1.52984	-0.578073	0.00959572	-0.423607
ENC1	-6.20293	0.795831	-0.528629	0.624148
ENDOD1	0.637041	-0.62667	0.227432	-0.310034
ENDOU	-4.50502	1.0539	-0.47812	0.0907779
ENG	1.38388	-1.01841	0.383183	-0.142074
ENKD1	5.13881	3.66505	0.330444	0.0622278
ENKUR	-4.26899	1.38784	-0.559359	-0.163499
ENO1	-12.6083	-0.891341	-0.821489	-0.0912396
ENO2	5.7135	0.337376	0.666734	0.238889
ENO3	0.402591	-0.027444	0.0821827	-0.449211
ENO4	1.27297	2.20226	0.0534877	-0.172797
ENOX1	-12.5316	2.28929	-0.761522	0.157329
ENPP1	-3.91666	-0.948111	-0.553505	-0.156588
ENPP2	2.47614	-3.58967	0.217775	-0.456249
ENPP4	-0.954085	0.213995	-0.0887371	-0.197676
ENPP5	10.6161	-0.263994	0.820211	0.0890767
ENPP6	0.501449	-1.59618	0.293011	-0.27043
ENSA	-5.92256	3.06985	-0.45321	0.461636
ENTPD3	7.80514	-0.630922	0.609163	0.00123878
ENTPD4	16.8577	-1.07076	0.932023	0.0613655
ENTPD6	-6.79418	1.09398	-0.600984	0.520382
ENY2	-5.57318	-1.13939	-0.56915	-0.10649
EPB41	18.6652	0.689628	0.933376	0.101034
EPB41L1	11.5554	-3.42844	0.834946	-0.0268665
EPB41L3	5.25455	-1.43829	0.733545	0.145436
EPB41L4A	-3.58808	-6.35026	0.107154	-0.277
EPB41L4A-AS2	-2.14793	-4.77617	0.151186	-0.200477
EPB41L4B	-6.62523	1.53474	-0.693907	0.431791
EPB41L5	7.2779	2.71308	0.519681	0.149302
EPC1	4.84482	1.71801	0.319881	-0.0177018
EPC2	7.23639	1.44905	0.50166	0.095766
EPCAM	-5.12255	-6.72927	-0.48519	-0.174502
EPDR1	-2.09696	-2.34549	0.184802	0.122314
EPHA10	-10.8164	0.571365	-0.70338	0.155132
EPHA3	1.99588	0.52572	0.139843	0.357689
EPHA4	0.856768	2.27164	0.0225637	0.538314
EPHA5	-4.86006	-0.204506	-0.555304	0.360353
EPHA5-AS1	-2.18442	0.0126061	-0.275984	0.234558
EPHA6	-2.83568	-0.49531	-0.400586	0.0196673
EPHA7	3.98568	-3.598	0.402704	-0.250392
EPHB2	4.4921	-0.00566588	0.631126	-0.169257
EPHB3	-1.30023	0.612374	-0.0120107	0.045423
EPHB6	4.4754	2.76002	0.725739	0.212527
EPHX1	-4.48698	0.00124067	-0.483607	-0.361801
EPHX4	3.288	3.36323	0.68138	0.417702
EPM2A	7.83998	-0.484528	0.716455	-0.0540612
EPN3	3.9074	-1.60668	0.836465	0.0565697
EPOP	-12.3003	3.40429	-0.739597	0.449372
EPRS	0.71112	-1.80694	0.227756	-0.111436
ERBB2	-3.07585	1.86876	-0.68023	-0.206367
ERC1	-1.14571	-1.2512	-0.500025	-0.369132
ERC2	-13.5101	0.602167	-0.843751	0.263506
ERC2-IT1	-0.435435	1.57064	-0.11018	0.225819
ERCC2	-8.19503	1.85393	-0.736426	0.0942982
ERCC4	10.8189	-1.04548	0.711779	-0.151772
ERCC6L2	-8.69311	2.49803	-0.776445	0.155076
ERFE	-15.5899	2.11152	-0.92644	0.153257
ERG	1.80745	-1.82055	0.520353	-0.251845
ERH	-6.20864	1.23996	-0.796306	-0.0374212
ERI3	-7.52349	-0.840833	-0.538466	0.0707446
ERICH1	-2.68271	1.03833	-0.116995	0.068617
ERICH2	-2.64764	-2.95815	-0.436198	-0.306341
ERICH3	-5.18007	0.89642	-0.701491	-0.0122265
ERICH5	9.61784	0.561463	0.692273	0.0632203
ERICH6-AS1	-19.8477	-1.62395	-0.938353	-0.105183
ERLIN1	-7.35263	4.87478	-0.743055	0.293193
ERMARD	-3.06252	-0.752678	-0.593206	-0.307193
ERMP1	5.75451	-0.932679	0.648388	-0.207701
ERO1A	4.31995	0.562316	0.324198	0.281551
ERO1B	5.97102	0.666961	0.406024	-0.218763
ERP29	0.0518191	-3.11056	0.282061	-0.194954
ERP44	10.7666	3.02838	0.665976	0.142326
ERRFI1	5.38037	0.914391	0.796098	0.0675696
ESAM	2.84009	-0.907851	0.599509	-0.134725
ESCO1	11.5476	0.928864	0.667522	-0.0414883
ESD	-6.76963	1.08726	-0.695774	0.0724516
ESRRA	9.51776	-2.12139	0.912696	-0.142378
ESRRB	2.26605	-2.94749	0.472033	-0.227321
ESRRG	15.2713	-3.41257	0.92846	-0.147946
ESYT1	2.13509	-0.56884	0.617707	0.27394
ETFB	-8.68574	-1.47402	-0.557381	-0.170328
ETFDH	-4.35431	0.915143	-0.49353	-0.0993127
ETFRF1	-3.63133	-2.20534	-0.361949	-0.373277
ETHE1	1.85876	-1.60687	0.516446	-0.0511355
ETNK1	-3.03324	1.3997	-0.600792	0.179544
ETNPPL	-10.7571	0.845693	-0.821278	-0.0837273
ETS2	6.10305	3.33838	0.723982	0.422626
ETV1	-1.38256	-1.27348	0.23415	0.0475489
ETV5	4.54777	0.308836	0.323001	-0.235668
ETV6	13.9802	7.63854	0.761312	0.302076
EVI2B	-3.05713	-3.11415	-0.456806	-0.286591
EXD3	-5.74535	2.71901	-0.516661	0.505948
EXOC1	-5.29392	-3.0543	-0.534137	-0.370344
EXOC3-AS1	-7.32462	0.751814	-0.670476	0.181994
EXOC3L2	1.59005	-1.79769	0.109068	-0.0695273
EXOC4	-11.7626	0.0388083	-0.75708	0.148824
EXOC6	-14.2371	2.88255	-0.852406	0.365987
EXOG	7.20617	-1.51431	0.580973	-0.0687332
EXOSC8	-0.634431	0.880313	-0.488573	-0.185428
EXPH5	-0.449645	0.531517	-0.0700862	0.442532
EXT1	-2.08443	1.85139	-0.274909	0.415733
EXTL1	-0.0233257	3.16622	0.205205	0.494681
EXTL2	10.8019	-1.05206	0.899793	0.0918569
EXTL3	0.346705	2.82999	-0.149791	0.328851
EYA2	-5.2199	1.3149	-0.654899	-0.171064
EYA3	5.63196	2.00847	0.515102	-0.00375207
EYA4	10.9773	-5.31843	0.813601	-0.252496
EZR	-3.04466	0.70421	-0.646268	-0.302957
F12	-9.64978	2.34498	-0.854439	0.294912
F7	2.5857	-1.11651	0.623562	0.0629864
F8	0.674599	2.93827	0.333699	0.447539
FA2H	1.60394	-2.50429	0.168558	-0.395412
FAAH2	2.28673	0.147109	-0.0199733	0.10611
FABP3	-11.2597	-0.12916	-0.715036	0.215723
FABP5	-8.53204	-1.59896	-0.751117	-0.383914
FABP5P3	-8.71649	-1.66301	-0.758026	-0.379221
FABP6	-6.15046	-4.04265	-0.424751	-0.340805
FABP7	-9.75769	1.16151	-0.942815	-0.0310014
FADS1	-1.56475	0.590657	-0.450436	-0.449522
FADS2	-6.9612	-0.0738579	-0.708164	-0.316295
FADS3	-17.1483	4.21427	-0.787634	0.281702
FADS6	8.07138	0.500438	0.633784	0.155059
FAH	-7.05748	1.34825	-0.765412	-0.0616979
FAM102A	-3.87041	-0.365807	-0.518684	-0.236244
FAM102B	-8.65158	5.26321	-0.79412	0.242758
FAM104B	5.84487	-0.32785	0.648973	0.118884
FAM105A	-5.17959	-0.83082	-0.723687	-0.108434
FAM106A	4.40104	1.82187	0.445298	0.187283
FAM107A	-4.75643	1.03696	-0.683288	-0.159849
FAM110A	12.9478	1.57583	0.769106	0.1458
FAM110C	-13.2389	8.23141	-0.904647	0.225423
FAM111A-DT	0.51896	-2.29468	-0.14876	-0.478651
FAM117A	-9.63636	-1.38699	-0.893786	-0.140959
FAM117B	2.42739	8.18132	-0.0922206	0.572078
FAM120A	-4.98993	1.68551	-0.673974	-0.0117394
FAM120AOS	-13.4643	1.42258	-0.839474	-0.0931056
FAM120C	5.16548	0.32286	0.731536	-0.0377612
FAM122C	-13.7614	0.000813674	-0.889614	-0.0561076
FAM126B	9.10586	0.75436	0.674754	0.135378
FAM129A	-4.82033	-4.42933	-0.533361	-0.406801
FAM129B	-9.06895	0.14793	-0.764028	-0.143066
FAM131A	-8.20198	1.09189	-0.498826	0.388808
FAM131B	5.62087	-0.745635	0.814604	0.190004
FAM133A	-4.61518	5.98587	-0.39027	0.579086
FAM133DP	5.61333	-1.14036	0.607139	0.0449886
FAM135B	4.66611	-2.5236	0.735654	-0.227404
FAM13A	2.96746	1.87135	0.379425	0.530221
FAM13A-AS1	7.1781	-1.32083	0.48854	-0.320551
FAM13B	6.64973	-1.70954	0.567332	-0.12086
FAM149A	-9.16721	1.26958	-0.893964	0.0714836
FAM151B	-3.66364	-0.994527	-0.512313	0.0159701
FAM153A	4.58093	2.90547	0.342645	0.415916
FAM155B	-0.504026	-3.80096	-0.204934	-0.269438
FAM160A2	-6.53122	4.40274	-0.624949	0.394852
FAM160B2	3.09019	0.763499	0.511256	0.0290215
FAM161A	-0.197114	5.67583	-0.337803	0.258547
FAM162A	-10.9686	-3.56331	-0.517361	-0.0505447
FAM162B	5.57403	10.0014	0.539321	0.594043
FAM167A	-2.7827	2.89268	-0.518466	-0.104973
FAM167B	3.32139	-3.02568	0.748687	-0.0678776
FAM168B	5.38979	-0.737003	0.621642	0.0453515
FAM169A	4.28475	4.31876	0.325778	0.253124
FAM171A1	1.94151	-1.31571	0.501526	-0.048983
FAM171A2	-7.35266	2.68644	-0.656482	0.162989
FAM171B	-8.57275	0.232761	-0.911151	0.0396187
FAM172A	-1.44922	1.25498	-0.464803	0.152719
FAM174B	-6.04768	1.10042	-0.505769	0.321909
FAM181A	-8.96692	0.352998	-0.857811	-0.15689
FAM181B	-2.14247	-0.147056	-0.43762	-0.501989
FAM182B	-7.55395	1.82648	-0.615819	0.13921
FAM184A	-9.01751	0.875239	-0.768398	0.145185
FAM185A	1.89103	2.38867	-0.0316748	0.302827
FAM187A	-9.83003	0.661889	-0.758011	0.206968
FAM189A1	-0.214552	-0.741298	-0.0749722	-0.463939
FAM189A2	-1.18376	-0.925372	-0.528431	-0.45691
FAM189B	0.0792208	-1.42386	0.431796	0.0126119
FAM192A	-2.28079	-1.33895	-0.113208	0.15801
FAM196A	-2.38401	-1.48155	-0.636149	-0.3712
FAM198B	5.87102	4.04025	0.564622	0.0851746
FAM19A1	-9.89799	2.81567	-0.766947	0.406011
FAM19A2	2.98062	0.506863	0.210195	0.0992047
FAM200B	-8.45118	0.443888	-0.662928	-0.0655298
FAM201A	-2.41689	-3.5906	-0.301747	-0.42272
FAM206A	6.52872	0.980945	0.751376	0.173715
FAM207A	-9.01887	-1.37402	-0.727458	0.00608748
FAM208B	5.74426	0.163233	0.568696	0.0572509
FAM209A	1.98184	-2.32535	0.490398	0.0178451
FAM20A	7.47815	-0.599576	0.681863	0.214219
FAM210B	9.7817	1.60409	0.636939	0.114318
FAM212A	-7.29619	-1.14365	-0.658713	-0.0286346
FAM212B	-1.97156	-1.1091	-0.225944	0.383482
FAM213A	-1.76933	1.54882	-0.0898255	-0.00133585
FAM213B	-8.34131	-2.58112	-0.490371	-0.127845
FAM214A	11.563	0.410045	0.72634	-0.023173
FAM216A	12.931	-1.4491	0.891834	0.00208097
FAM217B	7.27246	2.67236	0.773607	0.362997
FAM218A	1.62147	2.07693	-0.128127	-0.158243
FAM221A	4.64413	-3.18087	0.403563	-0.421161
FAM222B	7.51243	-1.03373	0.821065	-0.0348884
FAM225B	3.68074	-4.03643	0.369373	-0.409383
FAM228B	-6.60405	0.888268	-0.619236	-0.123114
FAM229B	-10.5682	-1.76785	-0.687961	-0.0896155
FAM234A	2.80759	-2.10566	0.2239	-0.448289
FAM234B	0.406721	4.98379	0.19869	0.605917
FAM241A	-10.3531	-2.5474	-0.706586	-0.169872
FAM241B	-9.60491	5.3436	-0.727559	0.398434
FAM24B	-1.58705	-1.92269	-0.417054	-0.13737
FAM27E2	-1.20759	1.47176	-0.386932	0.0234895
FAM27E3	-1.3385	2.65341	-0.42951	0.140143
FAM32A	-6.58685	-0.426822	-0.569578	0.128326
FAM35BP	7.21257	-0.947142	0.60578	-0.208759
FAM3C	2.20628	0.104685	0.3018	0.248462
FAM43A	12.6918	-2.25916	0.801571	-0.0839326
FAM43B	2.03525	-0.11971	0.50823	0.102299
FAM46A	-3.13746	-0.338332	-0.649198	-0.408061
FAM47E	-8.26868	5.01856	-0.632271	0.312703
FAM49A	-7.31125	2.9468	-0.67185	0.412323
FAM49B	8.13359	1.85131	0.73472	0.408026
FAM53C	-4.37263	2.7615	-0.593627	0.199858
FAM57B	6.25174	-3.70191	0.71366	-0.179917
FAM69B	-0.276812	-0.666252	0.271175	0.0613965
FAM71E1	15.6978	-4.04292	0.886759	-0.135985
FAM71F1	-19.8673	2.90666	-0.924434	0.0958171
FAM76A	-2.22575	1.96711	-0.485543	0.101302
FAM76B	9.52824	0.900307	0.662658	-0.126818
FAM78A	4.46902	-0.354241	0.830445	0.0685
FAM78B	12.7201	2.63088	0.824404	0.15221
FAM81A	7.5932	4.511	0.629045	0.273003
FAM83D	6.17618	-1.28352	0.805224	0.0639194
FAM83H	-1.39757	0.813288	-0.167751	0.252186
FAM84A	12.1505	4.82005	0.621046	0.512532
FAM84B	-1.47872	-0.19284	-0.114425	-0.351645
FAM86B3P	-7.15106	-1.31182	-0.593953	-0.0640985
FAM86C1	-9.20912	-1.00746	-0.6773	-0.120876
FAM86EP	-5.74617	-0.734649	-0.472887	-0.149772
FAM86FP	-8.75715	-1.15886	-0.618869	-0.15039
FAM86HP	0.0478005	-0.8645	0.381179	-0.0613264
FAM89A	-4.52884	-2.61468	-0.518579	-0.441285
FAM89B	1.48704	-0.360985	0.472896	0.264425
FAM95A	5.92755	0.666606	0.510765	0.148652
FAM95C	0.638466	-4.19224	0.0544685	-0.598758
FAM98A	-4.10401	-0.90433	-0.218256	-0.141659
FANCA	3.26711	0.195867	0.210013	0.055139
FANCC	6.13421	2.05614	0.43465	-0.0975162
FANCE	0.568684	-0.0256195	-0.0874609	-0.254594
FANCG	1.62349	0.630611	-0.11833	-0.133248
FANCI	6.17132	-1.27804	0.835066	0.0282458
FANCL	-2.33563	0.227691	-0.575794	-0.00256858
FANK1	-0.201616	-1.72805	-0.105821	-0.456968
FAP	3.79866	0.886152	0.481044	0.432231
FAR1	1.57587	0.552238	0.286817	-0.0819738
FAR2	3.53361	-3.13447	0.653872	0.0115497
FAR2P1	-10.0801	1.30891	-0.783357	0.14282
FAR2P2	-8.61273	1.57602	-0.741978	0.129304
FARP1	-10.1804	3.63113	-0.926965	0.0208877
FARSB	-9.99419	0.798129	-0.669272	0.177321
FASTKD1	16.5125	-2.75084	0.891339	-0.0966336
FASTKD5	3.94461	0.69013	0.695079	0.209236
FAT1	-1.98955	2.31471	-0.45415	-0.218042
FAU	-4.92128	-0.343602	-0.559114	-0.0856034
FBL	-3.01185	-0.0168201	-0.668831	-0.177294
FBLIM1	3.57126	-1.81503	0.636941	-0.13131
FBLN2	-8.8722	-2.7514	-0.790106	-0.149167
FBLN5	-3.53795	1.22482	-0.413963	0.245251
FBLN7	7.84226	4.2023	0.821895	0.300941
FBN1	11.062	2.22169	0.675111	0.123523
FBRSL1	4.84466	4.44777	0.188871	0.206078
FBXL15	2.41067	1.09856	0.521731	0.174735
FBXL16	-8.65401	2.35562	-0.63821	0.266665
FBXL2	-5.50843	4.02904	-0.553149	0.323376
FBXL4	10.0616	-0.0663196	0.676651	-0.0776581
FBXO15	-9.03355	-6.88354	-0.634803	-0.388571
FBXO16	4.08426	-0.592798	0.552458	0.379565
FBXO17	-3.24795	-1.65757	-0.494201	0.12081
FBXO2	-10.6783	0.353347	-0.760325	0.162619
FBXO21	3.80735	-2.2453	0.397543	-0.0286797
FBXO27	-2.91359	1.18568	-0.28135	0.3452
FBXO3	-3.67661	0.246165	-0.591978	0.16371
FBXO30	4.67097	0.812146	0.512479	-0.248828
FBXO31	3.85081	-1.21336	0.505628	0.212137
FBXO32	14.2414	1.39383	0.879388	0.181088
FBXO33	10.9318	1.19384	0.883064	0.0778373
FBXO34	6.74403	2.02184	0.450131	0.13851
FBXO40	-1.54238	3.17523	0.00498688	0.4552
FBXO44	-7.83126	2.32517	-0.612221	0.417134
FBXO45	7.43007	-0.554394	0.578718	0.13592
FBXO46	6.41886	4.3775	0.406106	0.220529
FBXO7	0.28845	-3.04024	0.168809	-0.285345
FBXO9	12.5101	1.06321	0.753995	0.111273
FBXW7	3.0189	2.51137	0.568859	0.234389
FBXW9	-6.80489	1.06275	-0.663246	0.23957
FCGBP	-11.3398	-6.89534	-0.739217	-0.362667
FCGR1B	-7.05176	-4.16324	-0.596168	-0.288373
FCGR3A	-5.64373	-5.00025	-0.396676	-0.337199
FCGRT	-3.64524	-3.03279	-0.359166	-0.457673
FCHO2	8.80504	3.23439	0.50064	0.0775931
FCN1	2.71878	0.014763	0.377035	-0.0516361
FDFT1	-10.4359	-1.41973	-0.776948	0.0709419
FDPS	-10.4577	0.489132	-0.726283	0.0488985
FDPSP2	-8.47317	-0.778512	-0.580397	0.0339663
FDX1	3.5282	-1.90732	0.602502	-0.0498877
FDX1L	-8.79426	0.767418	-0.616952	0.159862
FDXR	-7.00542	-0.238624	-0.760866	-0.168782
FECH	8.36855	2.47735	0.821182	0.180374
FER1L4	8.41026	-3.47037	0.839165	-0.269295
FERMT1	-5.227	-0.576119	-0.486278	-0.369244
FERMT2	-6.03727	0.947667	-0.804302	-0.172785
FES	6.1967	1.22218	0.721883	0.401269
FEZ1	3.5632	-2.91062	0.450332	-0.274685
FEZ2	-4.75968	0.235076	-0.378835	0.236658
FEZF2	-4.87388	-1.04473	-0.469091	-0.422351
FFAR4	-9.62109	7.72029	-0.721849	0.246423
FGD1	0.292913	0.39551	-0.123173	0.167002
FGD3	-11.5197	1.89939	-0.798157	0.210046
FGD4	-1.80385	-4.52463	-0.360945	-0.709064
FGD5	3.26814	-1.17945	0.663222	-0.141154
FGF12	8.75034	2.12105	0.710789	0.300474
FGF13	8.98198	-0.433402	0.730686	0.102379
FGF14	12.4409	5.13601	0.634026	0.358678
FGF17	7.8515	2.68174	0.437638	0.233224
FGF18	6.39115	3.74193	0.622222	0.243823
FGF2	-3.05314	2.64635	-0.59006	-0.123923
FGF22	-3.30872	2.99939	-0.34806	0.213135
FGF7	7.93118	-4.3794	0.725313	-0.180627
FGF7P3	5.28212	-2.41211	0.648188	-0.130349
FGF7P6	2.62502	-4.1875	0.473339	-0.115683
FGF9	8.32344	-3.02225	0.88536	-0.0806202
FGFBP3	-8.33498	1.22351	-0.728355	-0.19425
FGFR1	-2.80103	-0.177084	-0.223459	-0.343571
FGFR1OP	8.8759	2.0206	0.627425	0.0900038
FGFR1OP2	2.66868	5.45801	0.314246	0.701286
FGFR2	3.99006	-3.23552	0.417976	-0.442022
FGFR3	-2.05127	1.62425	-0.472867	-0.0881463
FGGY	-10.5941	0.970117	-0.801961	-0.123546
FGL1	-0.595976	-0.152297	-0.193701	-0.145242
FGL2	-2.28814	-4.22549	-0.427467	-0.456311
FGR	1.94343	-1.4117	0.474072	-0.284532
FHIT	-0.308391	-3.80987	0.0828284	-0.472222
FHL1	-1.47538	1.94961	-0.439986	0.270939
FHL3	-2.06073	3.43409	-0.249033	0.292071
FHOD1	-6.99028	-5.28818	-0.554749	-0.259913
FHOD3	-5.6244	-0.843272	-0.684118	-0.0204037
FIBIN	-2.90843	1.21968	-0.543989	-0.245241
FIGN	8.02204	6.18105	0.644231	0.338947
FIGNL2	-9.31095	6.3048	-0.762886	0.26028
FILIP1	-7.19617	-1.13895	-0.801317	-0.186005
FILIP1L	-6.86773	4.25895	-0.46469	0.628472
FIP1L1	-4.14019	2.52944	-0.655788	0.0815666
FITM2	-0.80746	0.823914	0.170522	0.233398
FIZ1	5.31489	0.795606	0.736559	0.193231
FJX1	-4.14177	-0.303802	-0.192301	0.00810995
FKBP11	9.62737	2.34303	0.66221	0.126748
FKBP14	-5.96755	-0.847692	-0.718595	-0.290364
FKBP1A	-20.2466	1.9519	-0.876443	0.268434
FKBP1B	-15.2495	-1.99531	-0.761763	0.0771778
FKBP2	1.2389	-0.918948	0.507621	0.0398186
FKBP5	9.64375	-5.65989	0.78774	-0.345397
FKBP7	4.39798	-2.13959	0.518363	-0.28073
FKRP	-4.92165	0.557365	-0.558335	-0.0384344
FLCN	-3.23216	-0.640647	-0.400602	0.248035
FLII	-0.76274	-0.135221	0.164005	-0.020135
FLJ20021	-7.5732	2.18703	-0.571602	0.50625
FLJ23867	5.68271	-2.20995	0.847462	-0.107055
FLJ30901	-0.20191	0.705124	-0.313449	-0.297827
FLJ33534	-5.44848	1.02073	-0.396867	0.325728
FLJ37453	-0.895267	-0.981926	-0.267412	-0.269596
FLJ42627	7.28983	-0.532195	0.747571	0.0825372
FLOT2	-5.57576	0.792994	-0.385086	0.387798
FLRT1	-10.3082	0.348681	-0.695233	-0.166797
FLRT2	14.8355	7.77498	0.701043	0.394948
FLRT3	4.4529	0.79709	0.55341	0.466352
FLT1	5.08378	-3.27665	0.593679	-0.338046
FLT3	11.4366	-1.95863	0.837956	-0.158635
FLVCR1-AS1	-4.27148	-2.74978	-0.190027	-0.14667
FMN1	9.54449	6.41292	0.895256	0.276443
FMN2	13.016	5.79736	0.628689	0.0969983
FMNL2	2.16412	-2.4978	0.215288	-0.441014
FMOD	-1.7661	0.493633	-0.0863674	0.0518273
FMR1	5.65982	3.55472	0.657204	0.306054
FN3KRP	-6.33311	-0.2253	-0.565247	0.151125
FNBP1L	-8.402	3.70099	-0.867805	0.172293
FNDC10	3.32856	0.828582	0.589459	0.0661931
FNDC11	5.21718	-0.555531	0.597255	-0.103402
FNDC3A	-1.31478	1.99595	-0.478282	-0.189034
FNDC3B	-0.426624	7.10588	-0.257389	0.305562
FNDC4	8.95486	-0.615124	0.837537	0.128878
FNDC5	8.37524	0.86604	0.856543	0.168167
FNDC9	-0.731297	2.47705	-0.419301	0.269652
FNIP2	-6.18307	1.17417	-0.552088	0.340712
FNTA	2.37626	-2.96154	0.297197	-0.450222
FOCAD	2.74969	-1.41202	0.626362	0.187616
FOLH1B	2.49612	-3.34202	0.211197	-0.418948
FOLR1	-2.87428	-1.38073	-0.64371	-0.250742
FOLR2	-11.7354	-3.41547	-0.802206	-0.115425
FOS	2.48078	-3.04254	0.0777807	-0.505437
FOSB	10.3426	2.5764	0.638185	0.158207
FOSL2	11.5279	0.177425	0.749296	-0.0195308
FOXC1	2.06748	-0.437223	0.298785	-0.226588
FOXD1	0.54196	0.064519	0.127983	-0.201394
FOXF1	0.39746	-0.95371	0.22726	-0.22915
FOXF2	-4.53525	0.832328	-0.421938	-0.107242
FOXG1	-1.31983	2.80676	-0.516737	0.212388
FOXJ2	0.567099	3.21691	-0.202184	0.289901
FOXJ3	-5.43314	1.05134	-0.520113	0.357961
FOXK1	7.8098	-0.292861	0.488452	-0.190663
FOXL2	2.85646	-0.15996	0.451095	-0.0880442
FOXN3	11.0477	-0.56764	0.705091	-0.121058
FOXN3-AS1	-9.30016	2.51751	-0.715422	0.143437
FOXO1	-0.816218	-1.78565	-0.317454	-0.576723
FOXP1	4.72896	2.69504	0.442214	0.39637
FOXP2	5.06087	4.48289	0.466585	0.493507
FOXQ1	1.91207	1.03746	0.388141	0.0114494
FOXRED2	-11.0133	6.40701	-0.750511	0.507813
FOXS1	0.868177	-0.597884	0.215488	-0.359244
FPGS	-6.51278	-1.65041	-0.6072	-0.355939
FPGT	2.36941	1.27938	0.220231	-0.172428
FPR1	-6.81166	-5.91302	-0.431751	-0.296459
FRA10AC1	-5.47374	1.25175	-0.444643	0.0679394
FRAS1	2.45272	-0.983379	0.33272	0.0331791
FRAT1	13.4281	-0.828048	0.887044	0.0864288
FRAT2	6.90878	-2.14694	0.805333	0.14817
FREM3	-8.97058	3.11912	-0.63689	0.389784
FRK	1.67552	-2.38414	0.363219	-0.360492
FRMD3	-4.94567	-1.16334	-0.708919	-0.164226
FRMD4A	9.01973	-2.17178	0.739127	-0.122337
FRMD5	8.83415	-0.344256	0.734286	-0.152715
FRMD6	0.396531	3.30373	-0.0793321	0.573702
FRMPD4	-0.972189	5.59692	-0.0732306	0.620639
FRRS1L	-8.84738	2.8923	-0.692648	0.372506
FRYL	4.70713	-2.75487	0.4837	-0.346098
FRZB	2.27277	1.45117	0.0809259	0.204765
FSBP	9.51044	3.9995	0.662512	0.235141
FSIP1	-2.3315	2.08243	-0.396742	0.160415
FSTL1	11.6557	-0.353554	0.831948	-0.250981
FSTL4	2.70281	1.24416	0.601545	0.500784
FSTL5	-9.36738	2.88009	-0.758389	0.156805
FTH1	-9.8138	-0.881703	-0.69398	-0.0850249
FTL	-6.18245	-1.82832	-0.662661	-0.212414
FUCA1	-8.68323	1.01306	-0.710763	0.129645
FUNDC2	1.74915	0.399397	0.48291	0.00545032
FUOM	-9.02464	-1.65333	-0.618018	0.234531
FUT10	-3.74424	2.9709	-0.528402	-0.120853
FUT11	3.92044	-2.3651	0.610561	-0.0880247
FUT9	-3.31486	8.28579	-0.447458	0.508607
FXR1	7.2023	1.08832	0.738668	0.041557
FXYD6	-12.0773	7.69365	-0.859635	0.321628
FXYD7	-0.325047	1.77365	0.160617	0.638921
FYB1	-9.22106	-3.70793	-0.654924	-0.254715
FYN	-1.18408	-1.06803	-0.329257	0.0109532
FZD1	-13.9235	1.57348	-0.899645	-0.113209
FZD10	3.0978	-0.880016	0.299856	-0.294169
FZD2	-7.85027	-0.557687	-0.689398	-0.122325
FZD3	-0.962131	4.76293	-0.421692	0.288475
FZD4	4.6516	1.13021	0.661595	-0.117338
FZD5	3.33715	3.48613	0.142639	-0.121504
FZD6	11.9019	3.77982	0.738253	-0.117125
FZD7	0.0820939	1.57808	-0.456637	-0.388592
FZD8	-6.16175	2.01164	-0.724902	-0.220579
FZD9	-6.791	1.89624	-0.575975	0.130242
FZR1	-11.0329	1.86946	-0.76698	0.138498
