gene	dCT + CT|DK	dCT alone|DK	CT + dCT + T1T2 + dT1T2|DK	dCT + CT|HCP	dCT alone|HCP
TAF12	-1.96579	-0.844047	-1.95125	-1.00979	-0.376158
TAF13	-0.752192	0.902393	-0.411106	-3.58678	-1.84951
TAF1A	1.17974	0.880742	1.06718	1.73175	1.64532
TAF1B	-4.44998	-2.13847	-3.89673		
TAF1C	1.3875	2.18841	1.90237	1.6537	2.30836
TAF1D	-0.0211599	1.80129	0.836361	1.72995	2.81895
TAF2	-2.37912	0.392978	-1.75617		
TAF3	-3.30722	-0.0321346	-3.07486	-1.84182	-0.674874
TAF4B	0.579007	1.87245	0.919099	1.93818	2.13346
TAF5	1.4167	1.99455	1.2714		
TAF5L	-0.763843	0.38327	-0.350189	-0.4043	0.103566
TAF6	-0.337518	-0.715055	-0.623788		
TAF7L	-0.170726	-1.85525	-2.78818		
TAF8	-1.26076	0.235685	-1.52779		
TAF9B	1.41583	-1.28707	2.05893	1.60142	-0.0708969
TAGLN2	-2.39148	-3.38875	-1.65958	-1.77697	-2.54231
TAGLN3	1.12153	-1.14682	0.221526	-0.0409166	-0.927208
TALDO1	-2.17431	-3.57925	-2.5429	-3.1562	-3.85745
TAMM41	2.85969	-0.31515	1.00511	1.02187	-0.134893
TANC1	-2.65211	-0.520768	-1.85369	-3.49989	-2.01998
TANC2	-2.31277	-0.463916	-1.4282		
TANGO2	-4.64123	-0.909494	-3.88802	-2.22979	-0.893712
TANGO6	2.81005	0.634937	1.92152	1.60531	0.802593
TANK	-2.25211	-0.530845	-1.79191		
TAOK1	3.31064	0.833751	3.30451	1.60335	0.739908
TAOK2	2.02942	3.1245	1.98123		
TAP1	-6.12423	-2.12744	-4.71893	-2.47801	-1.25928
TAP2	-5.53323	-1.82525	-4.75706		
TAPBP	1.52564	2.21829	2.71699		
TAPT1	6.08319	2.27157	4.52168	1.95593	1.55044
TARBP1	3.11213	3.16442	3.30707	3.44689	3.45147
TARBP2	0.0711982	1.5453	-0.378524		
TARDBP	0.0347559	1.89941	-0.245735	0.604172	1.6561
TARS	-3.85438	-0.193743	-3.51739		
TARSL2	-1.31416	-0.119654	-0.766914	-4.24637	-2.79432
TAS2R10	2.06636	2.80323	2.77637	3.69362	4.21805
TAS2R13	-1.20746	0.947237	-0.972289	-0.339091	0.925818
TAS2R14	-0.055304	1.81314	1.10669	3.04765	3.31061
TAS2R19	-1.08627	0.944844	0.309572		
TAS2R20	1.27434	2.69787	1.27807		
TAS2R30	-0.661113	1.45217	1.28136	1.79913	2.61227
TAS2R31	-0.0756109	1.54451	1.14986	1.63285	2.63936
TAS2R4	2.05342	3.30911	1.96975		
TAS2R43	0.183176	1.74428	1.84659	2.56019	3.21133
TAS2R45	0.0494759	1.53113	1.47829	2.50209	3.19518
TAS2R5	0.147757	1.90697	3.06248	2.69406	3.75044
TAS2R50	0.914657	2.31596	2.00592	2.40728	3.13462
TASP1	3.20705	4.58894	2.93671	5.00487	5.86229
TATDN1	0.186573	-1.32834	-0.596517	-2.0269	-2.65831
TATDN2	1.83107	0.512068	0.92275		
TATDN3	-0.1863	-1.5333	-1.42394		
TAX1BP1	1.35093	1.42099	2.29221	-0.132201	-0.175126
TAZ	0.643261	1.85097	0.656946	0.926593	1.55172
TBC1D1	3.32079	4.48504	3.24639	1.62866	2.56135
TBC1D10A	2.61433	-0.886146	2.45022	1.55234	-0.141757
TBC1D10C	-1.24922	-2.65039	-2.06059	-2.68195	-3.23697
TBC1D12	-1.78594	-0.566096	-2.10349	-2.69174	-1.65524
TBC1D13	1.40392	-0.905677	1.53658	1.86941	0.600473
TBC1D14	-0.245489	-1.46388	0.0071089	-0.036104	-0.70496
TBC1D15	2.5155	2.78007	2.07104	1.57877	1.65461
TBC1D16	-2.64934	0.129008	-2.22333	-2.00156	-0.8492
TBC1D17	-2.98305	-1.64876	-4.05363		
TBC1D19	-0.261453	1.16173	0.510054	-0.402435	0.377929
TBC1D2	-1.15158	0.191243	-0.703196		
TBC1D22A	4.02458	0.68231	4.91086	2.45299	1.14724
TBC1D24	5.45913	0.801748	8.01143	6.75485	2.62
TBC1D26	0.179243	-1.2458	-0.648714	0.826953	-0.171624
TBC1D2B	-2.28211	-0.923728	-1.23535		
TBC1D30	-1.08157	0.778244	-0.240148	-1.48307	-0.0522248
TBC1D31	-3.36774	-3.80431	-7.22149	-2.5343	-2.67219
TBC1D3P2	-2.58248	-1.50181	-1.40223		
TBC1D3P5	-3.60289	-1.58499	-2.17901		
TBC1D4	-0.39623	1.23553	-0.00763485	-1.75681	-0.202914
TBC1D8	-1.16527	0.570983	-0.430061	-3.38457	-1.6439
TBC1D8B	-1.28583	0.464848	-0.805123	-2.47306	-1.57823
TBC1D9	2.29112	2.33658	1.1206	0.83821	0.517676
TBC1D9B	-1.13946	-1.65187	-1.85121	-2.5547	-2.57488
TBCA	-0.316498	-1.84853	-0.923066	-0.890797	-1.63114
TBCB	2.79972	0.408301	1.92446	1.24364	0.420498
TBCC	-0.573139	0.775907	-1.24289		
TBCD	0.372462	-1.70076	0.237155		
TBCE	-0.322631	1.22548	-1.2081	-1.51193	-0.150781
TBCEL	0.124966	1.71885	1.40209	0.761053	1.86313
TBL1X	-6.45763	-4.13162	-8.16893	-2.83219	-2.58463
TBL1Y	-6.55889	-3.63988	-8.0994	-2.73113	-2.29062
TBL2	3.96457	0.938949	2.74513	1.54592	0.610487
TBPL1	0.891399	-0.807219	0.343477		
TBR1	0.342813	1.70236	0.521324	1.1592	1.71364
TBRG1	0.905971	1.67398	0.485745	-1.06723	-0.75188
TBRG4	2.91607	3.21848	2.44745		
TBX1	-1.9547	0.576279	-1.38179		
TBX19	-3.64002	-4.55382	-2.56259	-2.95703	-3.70492
TBX2	0.55602	0.717878	0.857255	-0.108654	-0.0521561
TBX2-AS1	-2.57968	-0.910445	-2.24732	-1.22371	-0.77664
TBX3	0.0300234	1.11247	0.619796	-1.02127	-0.509056
TBXA2R	0.253381	-1.42558	0.0510323	1.36195	0.500243
TBXAS1	-1.89721	-3.00203	-1.79447		
TC2N	1.16262	2.04453	1.52807	0.897501	1.29474
TCAF1	2.1249	1.70436	2.25965		
TCAIM	-1.29153	-0.0424872	-0.326027		
TCAM1P	3.18276	2.42442	2.36583		
TCAP	1.81101	0.89355	2.10837	2.0626	1.19014
TCEA2	3.62945	2.23738	4.87089		
TCEA3	2.72458	-0.829226	2.56328	4.19145	0.27736
TCEAL1	0.629252	0.802621	0.620414		
TCEAL2	-2.51868	-1.08112	-3.42901		
TCEAL7	3.14582	0.912098	1.92147		
TCEAL9	0.455225	-0.598095	0.932484	2.27069	1.87077
TCERG1	-0.16731	1.42565	0.394185	0.815979	1.59636
TCERG1L	4.96955	4.27204	6.85116	3.8658	3.83222
TCF20	0.896144	-0.0818297	0.978817		
TCF4	-0.552537	0.0481806	0.101377		
TCF7L1	-1.10377	-2.07637	-0.610763	1.24742	0.238245
TCF7L2	1.78114	4.10477	1.47068	6.27112	6.43675
TCFL5	0.256714	-0.946975	0.302344	-0.388442	-0.560069
TCHH	0.589398	1.34818	0.134453	-1.86293	-0.834357
TCHP	-2.09639	0.716237	-1.17161	-0.828567	0.500083
TCIM	2.86753	3.41128	3.74551	3.40869	4.13795
TCN2	-2.99153	-0.396968	-2.01244		
TCOF1	3.07905	3.41813	3.66815	1.32124	1.78105
TCP1	0.551126	-0.9357	0.051115		
TCTA	0.901319	-0.832502	0.88337	-1.39237	-2.11264
TCTE1	-0.317375	-2.19797	-0.311598	-0.000350893	-0.941719
TCTEX1D1	0.175327	1.83689	0.883988	-1.66787	-0.00701484
TCTEX1D2	-0.969961	-1.98514	-1.90435		
TCTN1	-0.363174	-0.904892	-0.35626	2.51804	1.68002
TCTN2	1.1671	2.84736	2.25848	4.05286	4.81558
TDG	2.33324	3.06049	3.05857	2.84012	3.47491
TDO2	0.708612	0.90498	1.33188		
TDP2	-1.91691	0.233382	-1.62162	0.238446	0.978751
TDRD1	1.74036	3.15478	1.3771	3.12307	3.87719
TDRD10				-0.893721	-1.12966
TDRD3	-4.69132	0.140347	-3.34733	-2.43218	-0.40271
TDRD6	-3.57913	0.393431	-3.50296	-1.7758	-0.396543
TDRD7	3.13668	3.22787	2.7102	3.26475	3.7619
TDRD9	2.25569	-1.08089	1.81247	0.010591	-1.24535
TDRKH	5.44866	1.3944	3.68256	3.18546	1.16481
TEAD1	-1.84169	-2.62511	-2.10266		
TEAD3	-3.91239	-3.81854	-3.80786		
TEAD4	0.428644	1.76685	-0.0264939		
TECPR2	1.34501	-0.491103	2.44585	1.90343	0.478275
TECR	-1.30799	-0.354004	-2.17348		
TECTA	-1.78426	-0.0615853	-0.125907	-1.59968	-1.34458
TEDC1	1.34174	0.281617	1.55343		
TEDC2	3.19152	3.95299	2.80457	1.8414	2.55487
TEF	-0.565813	-1.35975	-1.94412		
TEFM	-2.74052	-2.03532	-3.13271		
TEK	-0.0941728	-1.42436	-0.458602	1.02881	0.142539
TEKT2	1.58659	-0.377955	2.08245	1.15764	0.103036
TEKT4	-0.199489	-0.437003	-1.71435	-2.41601	-2.44126
TEKT5	-4.46865	-2.3136	-3.88145		
TENM1	-3.45756	-3.90732	-2.67989	-2.05008	-2.47405
TENM2	-0.771907	0.353502	-1.48159	1.48674	2.19561
TENM3	1.3828	-0.192663	2.26377	2.93348	1.14339
TENM4	-3.02644	-0.641099	-2.86442	-4.33858	-3.39811
TEPSIN	-1.59718	0.944521	-0.418778	-0.842865	0.297246
TERF1	-0.404097	-1.14692	-1.23985	1.4243	0.454018
TERF2	3.71302	2.93318	3.45654		
TERF2IP	3.68554	1.46163	3.43137	2.30015	1.3714
TES	-1.33498	-0.172172	-1.6899	-2.27568	-1.72875
TESC	-0.822294	0.247975	-2.09247	-2.74854	-1.92724
TESPA1	3.22928	3.55486	6.77503	1.52503	1.82462
TET1	0.444467	1.8815	0.91657		
TET2	-3.22513	-2.27133	-4.93381		
TET3	1.62475	2.35056	2.31453		
TEX26	0.513599	0.641618	2.62191	0.13584	0.0283098
TEX261	-2.01199	-0.0261141	-1.44216		
TEX264	-0.128349	1.12795	0.0767858		
TEX29	4.06866	4.08782	5.7794	2.87303	3.3346
TEX30	3.92843	3.65512	6.70653	4.45872	4.69209
TEX47	2.46656	2.54929	3.45058	2.1673	2.29446
TEX9	-0.940344	-1.64984	-1.04441	0.705736	0.435532
TF	-0.770146	-0.065785	-0.336652	-3.42818	-2.55188
TFAM	0.230004	1.88767	1.02472	0.579733	1.30897
TFAP2C	-0.522585	-0.649195	-1.11641		
TFAP2E	2.43245	3.00579	2.38797		
TFB1M	0.110864	1.23847	0.35786		
TFB2M	0.776075	2.08928	0.823212	0.802627	1.3094
TFDP1	-1.2896	0.0441211	-0.507692		
TFDP2	-0.0959306	-1.08439	-0.704207	-2.54551	-3.66085
TFEB	-1.23769	0.292911	-0.64719	-2.05269	-1.02475
TFEC	-1.36513	-2.21324	-1.70322	-1.71585	-1.98806
TFIP11	1.31682	1.23685	0.869403		
TFPT	4.59829	-0.369587	2.94264	4.49523	1.2277
TFRC	0.557002	-0.16555	1.23436	-0.34901	-0.929743
TG	-0.624437	-2.64171	-1.25729	-5.89254	-6.52665
TGFB1	-1.61275	-2.56905	-2.11718		
TGFBI	0.857822	-0.462253	2.37518	0.264591	-0.377394
TGFBR1	-1.94505	-0.266848	-1.1036	-3.71542	-2.25513
TGFBR3L	4.36383	1.35668	3.26691	2.34486	1.28526
TGFBRAP1	4.6492	4.82547	4.20724	3.60764	3.95125
TGM1	0.961293	2.11731	1.38462	0.26619	1.19609
TGM2	0.133152	0.94389	0.0978965	0.440848	0.888854
TGOLN2	5.18537	1.92286	4.08994	1.99976	1.18737
THAP1	-2.31991	0.295633	-1.96873		
THAP10	0.0786159	1.8892	-0.157173	-0.443125	0.818389
THAP12	0.1828	-0.139915	-0.457785		
THAP2	-0.815967	1.00666	0.253107		
THAP3	1.36835	2.18012	1.14569		
THAP6	-3.2673	-1.17625	-1.98144		
THAP7	3.4673	4.26255	4.02794		
THAP8	2.58647	0.648283	2.17867	1.57858	0.568599
THBD	2.45621	0.534539	2.63297	1.19413	0.438096
THBS3	1.38861	2.15388	1.47526	2.71493	2.92668
THBS4	-3.11041	-4.33976	-4.89156	-6.98722	-8.21957
THEM4	0.488195	1.85538	0.531236	-0.680463	0.175732
THEM5	2.87106	0.960942	2.39583	1.79514	0.855583
THEM6	1.43213	2.28636	2.95359	-0.182771	0.182802
THEMIS	1.1336	1.6019	2.01591	-0.759379	-0.537514
THEMIS2	-0.343481	0.574019	0.369512	-2.2359	-1.36939
THG1L	-3.12201	-0.443073	-4.60832	-0.969715	-0.221318
THNSL1	1.41043	0.774334	0.660582		
THNSL2	1.84082	-0.792229	0.412552	0.851806	0.170175
THOC1	-1.26631	0.977667	-0.374199	0.224753	1.25262
THOC2	-2.29974	-0.602081	-3.64299	0.399604	1.26322
THOC5	0.0985612	1.05483	-0.0410905		
THOC6	-0.00416727	0.592059	-0.106171		
THOP1	6.90682	4.32694	6.31899		
THRA	1.95722	-1.19221	1.72823	1.05244	-0.348471
THRB	3.24777	0.277783	5.02319	4.68753	2.45419
THSD1	-1.24626	-1.47982	-1.90467		
THSD4	-3.05344	0.832316	-0.822661	0.511395	1.62692
THSD7A	-1.45216	-0.0794261	-3.14098	-0.103427	0.568967
THTPA	-1.49294	-3.00865	-3.68614	-1.63536	-2.18418
THUMPD2	1.29226	3.1755	2.49707		
THY1	4.22192	3.06181	3.19111	1.41904	0.86847
TIA1	2.16397	2.98365	3.97935	3.43324	4.32677
TIAM1	-2.57225	-0.725684	-4.22172	-0.362995	0.587845
TIAM2	1.90611	2.59325	2.47069	1.20713	1.69845
TICAM1	4.3525	5.2357	6.1207	3.64727	4.01699
TIE1	1.06104	1.62456	1.60698	0.43568	0.642799
TIFA	-2.53208	0.325554	-2.95429	-3.59843	-1.31581
TIGAR	-0.67131	0.913754	-0.524764	-2.6754	-1.38538
TIGD1	-0.626184	0.855858	0.314215		
TIGD2	1.08845	2.46026	1.57468		
TIGD3	2.92393	3.85511	3.97663	2.0494	2.53744
TIGD5	4.6105	4.44229	3.74722		
TIGD6	1.02767	-0.186035	0.109947		
TIMELESS	-2.66193	-1.39459	-2.58165		
TIMM10	2.47297	-0.889006	0.90404	1.44923	-0.47616
TIMM10B	2.44611	0.301471	1.9347		
TIMM13	2.49319	-0.562525	1.14687	1.16848	-0.102326
TIMM17A	1.74466	0.409982	1.06986		
TIMM17B	1.89943	-0.810945	-0.536652	0.354949	-0.52171
TIMM21	0.146349	0.125652	-0.843501	-1.35016	-1.31315
TIMM23	0.186547	-0.527293	-1.82564		
TIMM23B	-1.77991	0.721057	-0.646432	-1.52925	-0.126455
TIMM44	2.08399	2.23727	2.06248		
TIMM50	3.04216	1.91321	3.24607		
TIMM8A	1.45112	2.40392	1.25035	1.87541	2.34575
TIMM8B	-0.560275	-2.01176	-2.10875	-3.17763	-2.65075
TIMMDC1	-0.600405	-0.817179	-2.42047		
TIMP1	-3.15529	-3.29041	-3.25454	-1.50475	-1.96423
TIMP2	-2.27752	-3.06047	-4.67568	-2.11933	-2.45735
TIMP3	-3.15592	-3.65137	-2.58151	-0.0277014	-0.307861
TIMP4	-1.41345	-2.38417	-1.7256	-2.86721	-3.67104
TINCR	-0.588853	-1.9694	-0.171944	0.796482	-0.38978
TIPARP	-1.49029	-1.66014	-0.584993	0.690277	0.769062
TIPIN	-1.64342	-2.46669	-2.12211		
TIRAP	0.660596	1.87604	0.0366546		
TJP2	-0.370619	-0.466331	0.0147441		
TK1	0.584451	0.160568	-0.405604	-1.25899	-1.22096
TK2	-1.06054	-1.99731	-0.933882	-0.110259	-0.243564
TKFC	-0.81897	-2.10692	-1.37371	-2.03426	-2.1578
TKT	-0.900405	-0.507707	-1.5776		
TKTL1	-2.28765	-1.10593	-0.616144		
TLCD1	-2.28929	-2.93518	-1.97925		
TLCD2	-1.33072	-2.5269	-1.97259	-1.72839	-2.67193
TLDC1	0.129789	-1.40372	1.05509	-1.87794	-2.64109
TLE1	-1.65207	-2.14854	-3.41164	-0.228212	-0.461987
TLE2	-1.20441	1.01168	-1.07865	-1.22429	0.166114
TLE3	5.364	2.83807	3.79387		
TLE4	-1.00271	0.170258	-0.0327919	-0.812444	-0.542497
TLE6	0.291926	-0.619989	-0.975253		
TLK1	0.144417	-0.553298	0.663592	-2.26592	-3.03135
TLK2	-2.40451	-1.24957	-0.660401		
TLL1	1.95022	-0.357714	-0.00403056	1.13537	0.0153484
TLL2				-3.69127	-3.90068
TLN2	2.61986	0.424369	1.9062	3.67355	1.5014
TLR1	-3.67486	-3.96194	-4.42301	-3.84249	-4.20535
TLR2	-3.27743	-3.39514	-3.71566	-3.27304	-3.81179
TLR3	-0.40929	-1.38049	-0.240417	0.919847	0.26597
TLR4	-1.74515	-2.4768	-2.59983	0.354966	-0.264755
TLR5	-0.398118	-1.48222	-0.125726		
TLR6	-2.08169	-2.52954	-1.59292	-3.80672	-4.26073
TLR7	-0.0287798	-1.48107	-1.28602	-1.2842	-2.05892
TLX2	0.378312	0.846629	-1.10781	-2.40006	-2.11512
TM2D1	-1.08134	-1.93385	-1.22299		
TM2D3	5.1619	1.07094	4.08292	4.16408	0.86685
TM4SF18	-1.62313	-0.338611	-1.90325	-2.77298	-2.23055
TM6SF1	4.19684	3.80872	7.63426	3.79575	4.00792
TM7SF2	4.65181	1.49269	3.1827	2.73666	1.37141
TM7SF3	1.80039	1.82093	1.47368		
TM9SF2	1.13579	1.59287	0.505109		
TM9SF4	1.43213	2.08295	0.92316		
TMA16	4.20023	4.90912	3.43427	2.92851	3.56478
TMA7	-0.421709	-1.57947	-1.10009		
TMBIM4	-3.80386	-3.96015	-3.90856		
TMBIM6	-2.38393	-3.29024	-1.09106		
TMC4	-1.11403	-0.495417	-0.378014		
TMC6				-3.73418	-2.88584
TMC7				-1.91611	-1.27148
TMC8	-3.99828	-3.32493	-4.67771	-2.16336	-2.78878
TMCC1	-2.32075	-0.0579562	-2.28989	-1.09589	-0.40471
TMCC2	-1.27493	0.0613512	-1.62157	-1.80286	-0.471764
TMCC3	-2.82138	-1.80833	-2.88311		
TMCO3	-0.881626	0.472772	0.0849762		
TMCO6	-1.77931	0.116805	-1.88899	-2.24913	-1.32943
TMED1	-1.58158	-2.61752	-1.53452		
TMED10	1.38884	-0.731892	1.55607	1.16555	0.410197
TMED10P1	-2.71907	-3.48378	-3.36001		
TMED3	1.10378	0.939371	1.30212	0.0827913	-0.358944
TMED4	-2.56925	-0.39097	-2.06372		
TMED5	-1.33723	0.567823	-0.633875		
TMED8	6.60409	3.51512	6.08252		
TMED9	0.905917	-0.231686	0.360839		
TMEFF2	1.80141	-1.19826	0.90004	-2.04571	-2.4157
TMEM100	-3.70894	-4.13281	-3.61752	-1.16897	-1.63317
TMEM101	1.14499	-0.330306	0.269602		
TMEM106A	-3.97565	-3.73089	-3.67341	-3.04718	-3.37113
TMEM106C	4.18192	0.132452	5.8257	4.39305	1.58064
TMEM107	1.58434	-0.258675	1.90436	2.70335	1.14365
TMEM108	1.89932	-0.236911	2.60277	4.24569	1.69455
TMEM109	0.328	1.61789	-0.563353	1.86056	2.43648
TMEM11	2.00346	1.98401	1.88176		
TMEM115	2.45758	2.37094	1.77653		
TMEM117	3.45025	1.48584	4.25109	1.75409	0.780502
TMEM120A	0.560444	-1.45171	-0.676371	-3.06074	-4.05223
TMEM120B	-3.01212	-0.614784	-1.87794		
TMEM121	5.72124	3.63979	3.77144	1.70853	1.0818
TMEM121B	3.27826	3.58282	2.44681		
TMEM125	0.301783	0.604329	0.385595	-2.6217	-2.16876
TMEM126A	0.928535	-0.961105	-0.358555		
TMEM127	-0.0159215	1.59851	-0.728075	-0.857003	0.25314
TMEM128	0.359216	-1.27047	0.120402	0.593485	0.0166042
TMEM129	-2.29559	-2.77067	-1.21223		
TMEM130	5.27883	0.558786	4.73901	3.15489	0.438387
TMEM131	-0.612133	-1.04026	-1.15188		
TMEM132A	2.37508	-0.150406	2.61345	3.58728	1.35742
TMEM132B	8.05075	3.58067	6.0926		
TMEM132C	-0.796719	-0.144878	-1.31664	-1.10093	-0.283657
TMEM132D	1.54172	1.23323	0.567753	1.68736	1.20896
TMEM132E	-0.61331	1.28662	-1.99491	1.40619	2.3936
TMEM136	-2.20854	-2.80747	-3.0991	-2.15813	-2.97786
TMEM140	0.164276	0.944613	0.668649	-0.865773	-0.300027
TMEM141	1.54925	0.347416	1.76108	-0.214945	-0.977525
TMEM143	0.00646462	1.2485	-0.631612		
TMEM145	-1.7475	1.11053	-1.1794	-0.684518	0.769956
TMEM14A	1.42274	1.82907	2.41372		
TMEM14B	-2.14754	-1.32999	-3.23507		
TMEM14C	-1.7939	-0.266664	-4.42872	-2.38048	-1.38686
TMEM150A	-1.4925	0.651266	0.0603231		
TMEM150B	-0.553565	-1.69586	-0.423562		
TMEM150C	4.1992	1.01998	4.02127	2.63787	1.51804
TMEM151A	1.69777	1.42569	1.79259	-1.09233	-1.51606
TMEM151B	-1.93765	-0.897277	-1.64652		
TMEM155	3.3601	3.71256	5.84915	2.22814	2.48208
TMEM158	0.919406	-1.26014	0.398716	0.958013	-0.570674
TMEM159	1.62772	-1.02368	2.73815	0.227763	-0.989237
TMEM160	3.73818	3.07308	2.06263		
TMEM161B	0.24283	1.21919	0.746341		
TMEM161B-AS1	-0.721096	0.353172	-1.13282	-0.152022	0.687317
TMEM164	0.772431	-0.990818	0.032204	3.27424	1.07086
TMEM165	-0.976107	0.349464	-0.12991	-2.36575	-1.54649
TMEM167A	-3.49099	-4.21811	-4.58338		
TMEM167B	-0.932553	-0.056662	-0.408019		
TMEM168	-0.232973	0.50453	0.262536		
TMEM169	1.03709	1.6613	1.26512	-1.37144	-0.891988
TMEM17	-0.507308	-2.14837	-1.41304	-2.92103	-2.83366
TMEM170A	-1.56987	-2.47664	-1.8376	0.88506	0.499198
TMEM170B	1.08259	2.46496	0.575931	3.77297	4.10585
TMEM171	-0.00157141	0.731804	-0.714802		
TMEM173	0.382267	-1.09226	-1.13346	-1.78143	-2.5374
TMEM176A	-2.05305	-2.70893	-2.56836	-0.0955326	-1.01994
TMEM176B	-0.832871	-2.06266	-1.62438	0.293849	-0.759895
TMEM177	-1.78964	0.227633	-2.37842		
TMEM178A	-2.42573	-0.197868	-0.95027	-0.928002	-0.159099
TMEM178B	6.53854	4.67857	6.15942		
TMEM179	0.921126	1.6762	1.05342		
TMEM179B	-3.9359	-4.45913	-3.46693	-2.14045	-2.45786
TMEM18	0.545656	-1.58845	-1.17423	-2.27786	-2.80267
TMEM181	2.65612	0.843614	1.54443	1.89676	0.970866
TMEM182	0.244129	-0.735661	-0.270973	-2.96257	-3.83901
TMEM184A	-0.854384	-0.0709436	-0.512933		
TMEM184B	2.81644	1.56729	4.67779	1.45433	1.14478
TMEM184C	1.27475	2.12478	2.88121	0.255373	0.678301
TMEM185B	-0.650864	-1.32115	-0.280433		
TMEM186	3.32233	0.708356	2.05812		
TMEM187	1.78833	-0.115768	2.09394	-0.546284	-1.13565
TMEM189	-0.803238	-0.929997	-1.29062	-4.84133	-4.13328
TMEM19	-1.82668	-0.0847211	-1.15289		
TMEM191A	0.112667	0.798301	0.2884	-0.935106	-0.624794
TMEM192	0.550101	-0.0086266	0.226729		
TMEM196	4.44779	3.33608	3.82887	2.86278	1.99471
TMEM198	2.79739	2.39887	0.942337		
TMEM200A	-1.67301	-2.93759	-2.13515	-2.81837	-2.8595
TMEM200B	0.189108	2.15263	0.139877		
TMEM200C	5.92551	2.50275	4.50554	10.391	6.93451
TMEM201	-0.549258	0.921319	-0.0847098	-2.69228	-1.52845
TMEM204	0.164633	1.30811	0.330885	0.091713	0.64025
TMEM205	3.2234	0.456596	2.00381	1.83403	0.380444
TMEM206	-1.06067	-1.29432	-0.98604	-4.17089	-3.95684
TMEM208	3.38198	-1.01109	2.34033	0.328171	-0.908538
TMEM209	-0.667616	-1.20014	-0.238977	-0.367839	-0.619642
TMEM215	-0.360162	-0.560559	-0.92214	-1.15676	-1.66605
TMEM216	-1.08661	-0.736112	-1.16551		
TMEM217	2.76401	1.90624	3.18466		
TMEM218	-2.84026	-3.13487	-2.87383	-1.32425	-1.69128
TMEM219	0.0342843	-1.33153	-0.784583	0.629544	-0.211486
TMEM220	-2.7362	-3.68311	-3.28006		
TMEM223	0.447336	1.855	-0.392567	0.560903	1.45211
TMEM229A	0.0864633	0.585063	-1.46837	-1.1008	-0.542359
TMEM229B	-1.45519	-0.233132	-1.5239	-3.76908	-2.12028
TMEM230	-0.523029	-1.69903	-1.2097		
TMEM232	3.3252	3.4948	3.17763	4.41813	5.32644
TMEM233	-0.802704	-1.97106	0.486394	-0.0570158	-1.04555
TMEM234	2.96055	0.344007	2.19266	1.03301	0.134988
TMEM237	2.17088	3.47796	2.13601	1.86086	2.34078
TMEM238	0.0823779	-1.53608	-0.00411594	1.4619	0.111153
TMEM240	4.38091	4.37098	3.54258		
TMEM241	1.53663	2.62986	2.89584	2.15863	2.82249
TMEM242	2.29008	0.205389	1.32182	1.24492	0.108404
TMEM243	2.12222	1.54337	2.0793	0.414654	0.295079
TMEM244	-3.61146	-4.32804	-3.59879	-4.47233	-4.94552
TMEM246	2.07298	1.83205	2.30358		
TMEM248	2.17079	0.357991	0.776495		
TMEM249	-1.58959	-1.7161	-3.35566	-0.569115	-0.443275
TMEM25	2.66391	3.4963	2.53187		
TMEM250	-0.955022	0.128014	-1.72702		
TMEM254	0.717452	-0.832714	-0.0892421		
TMEM255B	-2.46243	-0.111857	-3.37453	-2.98047	-1.53507
TMEM256	1.68586	-1.00871	-0.208923	0.110779	-0.799481
TMEM258	-0.209266	-1.71485	-1.59548		
TMEM259	0.0556082	0.239985	1.02124		
TMEM263	2.74481	-1.01142	3.70772	2.22243	-0.27255
TMEM265	-1.04442	1.23193	-0.967074	1.98283	2.78848
TMEM266	-0.260993	0.288556	-0.239356		
TMEM267	2.19382	2.78991	2.47788		
TMEM268	2.66536	3.04997	1.98513	1.02815	1.66153
TMEM30B	-1.91854	-1.94608	-1.44928		
TMEM33	3.88248	3.5766	4.70719		
TMEM35A	-0.51818	0.962035	-0.230058	-1.62177	-0.285878
TMEM35B	-3.71506	-3.8795	-4.5496	-1.37398	-1.41766
TMEM38A	1.46582	2.32264	0.556518	-0.179094	0.575672
TMEM39A	-1.11489	1.17382	-0.338431	1.05495	2.05785
TMEM39B	2.34784	2.80735	2.52712	1.9622	1.93614
TMEM41B	-2.14966	0.104195	-0.599769		
TMEM42	0.145346	-1.50317	-0.723959	-3.0109	-3.6529
TMEM43	-1.40012	-2.88029	-0.984631	-1.43575	-1.964
TMEM44	1.77237	1.62926	2.09497	-0.536169	-1.00476
TMEM45B	-2.90571	-1.03401	-3.74853	-4.03483	-3.12985
TMEM47	-0.368321	-1.46613	-0.874222	2.98577	1.48455
TMEM50A	2.9733	2.80663	1.43591		
TMEM51	-2.44168	-2.89565	-2.33379	-0.792897	-1.33959
TMEM52	1.54742	-0.848076	2.00897	2.28197	0.408017
TMEM53	3.78276	0.672342	2.49831	3.2074	0.932006
TMEM54	3.25882	-0.125903	2.40406	5.43915	2.60607
TMEM56	3.74657	3.29311	3.53914	4.79163	5.45214
TMEM59	1.06725	2.06382	1.35261	-1.05259	-0.0608568
TMEM59L	3.62574	0.618073	2.59438	1.97148	0.371808
TMEM60	1.5616	1.8035	1.17611		
TMEM61	-4.37667	-4.4047	-3.51228	-5.35965	-6.01493
TMEM63A	-0.395742	0.30315	0.117119	-2.94819	-2.3908
TMEM63C	2.82331	2.64287	3.24027		
TMEM64	1.24435	0.513537	1.19788		
TMEM65	1.97714	0.534751	2.24498	0.301943	-0.389737
