outcome	map	label	d	t	p	n_case	n_ctrl
pfactor	absolute	lh_TE1p	-0.0094868	-0.23421	0.81483	737	3937
pfactor	absolute	lh_TE2a	0.018462	0.45579	0.64856	737	3937
pfactor	absolute	lh_TE2p	0.019636	0.48477	0.62786	737	3937
pfactor	absolute	lh_TF	0.070727	1.7461	0.080862	737	3937
pfactor	absolute	lh_TGd	0.12365	3.0528	0.0022802	737	3937
pfactor	absolute	lh_TGv	0.038883	0.95993	0.33714	737	3937
pfactor	absolute	lh_TPOJ1	0.032179	0.79444	0.42698	737	3937
pfactor	absolute	lh_TPOJ2	0.0030428	0.075119	0.94012	737	3937
pfactor	absolute	lh_TPOJ3	-0.00013976	-0.0034504	0.99725	737	3937
pfactor	absolute	lh_V1	0.069936	1.7266	0.084312	737	3937
pfactor	absolute	lh_V2	0.04683	1.1561	0.24768	737	3937
pfactor	absolute	lh_V3	0.052686	1.3007	0.19343	737	3937
pfactor	absolute	lh_V3A	0.056168	1.3867	0.16561	737	3937
pfactor	absolute	lh_V3B	0.0037182	0.091795	0.92687	737	3937
pfactor	absolute	lh_V3CD	0.076765	1.8952	0.058133	737	3937
pfactor	absolute	lh_V4	0.034264	0.84591	0.39765	737	3937
pfactor	absolute	lh_V4t	0.04124	1.0181	0.30868	737	3937
pfactor	absolute	lh_V6	0.11699	2.8883	0.0038908	737	3937
pfactor	absolute	lh_V6A	0.019604	0.48398	0.62842	737	3937
pfactor	absolute	lh_V7	0.058339	1.4403	0.14986	737	3937
pfactor	absolute	lh_V8	-0.059874	-1.4782	0.13943	737	3937
pfactor	absolute	lh_VIP	0.0055809	0.13778	0.89042	737	3937
pfactor	absolute	lh_VMV1	0.10459	2.5821	0.009849	737	3937
pfactor	absolute	lh_VMV2	0.015439	0.38115	0.70311	737	3937
pfactor	absolute	lh_VMV3	0.092821	2.2915	0.021977	737	3937
pfactor	absolute	lh_VVC	0.13713	3.3854	0.0007167	737	3937
pfactor	absolute	lh_a10p	-0.012009	-0.29648	0.76688	737	3937
pfactor	absolute	lh_a24	0.047912	1.1829	0.23693	737	3937
pfactor	absolute	lh_a24pr	0.039821	0.9831	0.32561	737	3937
pfactor	absolute	lh_a32pr	0.029836	0.73658	0.46142	737	3937
pfactor	absolute	lh_a47r	-0.010537	-0.26013	0.79477	737	3937
pfactor	absolute	lh_a9-46v	-0.0052095	-0.12861	0.89767	737	3937
pfactor	absolute	lh_d23ab	0.033928	0.83762	0.40229	737	3937
pfactor	absolute	lh_d32	0.059178	1.461	0.14409	737	3937
pfactor	absolute	lh_i6-8	0.052207	1.2889	0.1975	737	3937
pfactor	absolute	lh_p10p	-0.0012151	-0.029999	0.97607	737	3937
pfactor	absolute	lh_p24	-0.031475	-0.77706	0.43716	737	3937
pfactor	absolute	lh_p24pr	0.077186	1.9056	0.056769	737	3937
pfactor	absolute	lh_p32	-0.03949	-0.97493	0.32964	737	3937
pfactor	absolute	lh_p32pr	0.038266	0.94471	0.34485	737	3937
pfactor	absolute	lh_p47r	0.038399	0.94799	0.34318	737	3937
pfactor	absolute	lh_p9-46v	0.028131	0.6945	0.4874	737	3937
pfactor	absolute	lh_pOFC	-0.072657	-1.7938	0.072918	737	3937
pfactor	absolute	lh_s32	0.077474	1.9127	0.055852	737	3937
pfactor	absolute	lh_s6-8	0.044761	1.105	0.2692	737	3937
pfactor	absolute	lh_v23ab	0.058005	1.432	0.15221	737	3937
pfactor	relative	lh_1	0.018124	0.44729	0.65468	737	3937
pfactor	relative	lh_10d	0.010623	0.26218	0.79319	737	3937
pfactor	relative	lh_10pp	-0.049902	-1.2316	0.21816	737	3937
pfactor	relative	lh_10r	0.018333	0.45246	0.65096	737	3937
pfactor	relative	lh_10v	-0.062565	-1.5441	0.12262	737	3937
pfactor	relative	lh_11l	-0.14024	-3.4612	0.00054262	737	3937
pfactor	relative	lh_13l	-0.024362	-0.60126	0.54769	737	3937
pfactor	relative	lh_2	0.068726	1.6962	0.089917	737	3937
pfactor	relative	lh_23c	-0.080339	-1.9828	0.047449	737	3937
pfactor	relative	lh_23d	-0.016127	-0.39803	0.69063	737	3937
pfactor	relative	lh_24dd	0.055	1.3574	0.17471	737	3937
pfactor	relative	lh_24dv	0.0084041	0.20742	0.83569	737	3937
pfactor	relative	lh_25	-0.060245	-1.4869	0.13712	737	3937
pfactor	relative	lh_31a	-0.072601	-1.7918	0.073229	737	3937
pfactor	relative	lh_31pd	-0.072258	-1.7833	0.074595	737	3937
pfactor	relative	lh_31pv	-0.068378	-1.6876	0.091557	737	3937
pfactor	relative	lh_33pr	-0.00067568	-0.016676	0.9867	737	3937
pfactor	relative	lh_3a	-0.032032	-0.79055	0.42924	737	3937
pfactor	relative	lh_3b	0.02041	0.50373	0.61448	737	3937
pfactor	relative	lh_4	0.037153	0.91694	0.35922	737	3937
pfactor	relative	lh_43	0.019021	0.46944	0.63878	737	3937
pfactor	relative	lh_44	0.03462	0.85444	0.39291	737	3937
pfactor	relative	lh_45	0.044127	1.0891	0.27619	737	3937
pfactor	relative	lh_46	0.0061965	0.15293	0.87846	737	3937
pfactor	relative	lh_47l	0.019534	0.4821	0.62976	737	3937
pfactor	relative	lh_47m	-0.0076165	-0.18798	0.8509	737	3937
pfactor	relative	lh_47s	0.03931	0.97018	0.332	737	3937
pfactor	relative	lh_52	0.037021	0.91369	0.36093	737	3937
pfactor	relative	lh_55b	0.076441	1.8866	0.059277	737	3937
pfactor	relative	lh_5L	0.0054505	0.13452	0.893	737	3937
pfactor	relative	lh_5m	0.060179	1.4852	0.13755	737	3937
pfactor	relative	lh_5mv	0.060909	1.5033	0.13284	737	3937
pfactor	relative	lh_6a	-0.029282	-0.72269	0.46991	737	3937
pfactor	relative	lh_6d	-0.0068648	-0.16943	0.86547	737	3937
pfactor	relative	lh_6ma	-0.053607	-1.323	0.18589	737	3937
pfactor	relative	lh_6mp	-0.052586	-1.2978	0.19441	737	3937
pfactor	relative	lh_6r	0.010409	0.25691	0.79726	737	3937
pfactor	relative	lh_6v	0.016167	0.39901	0.68991	737	3937
pfactor	relative	lh_7AL	0.056	1.3821	0.16701	737	3937
pfactor	relative	lh_7Am	-0.081951	-2.0226	0.043174	737	3937
pfactor	relative	lh_7PC	-0.033782	-0.83375	0.40447	737	3937
pfactor	relative	lh_7PL	-0.027909	-0.68881	0.49098	737	3937
pfactor	relative	lh_7Pm	0.01158	0.28579	0.77505	737	3937
pfactor	relative	lh_7m	0.070616	1.7428	0.08143	737	3937
pfactor	relative	lh_8Ad	-0.058089	-1.4337	0.15174	737	3937
pfactor	relative	lh_8Av	-0.014687	-0.36247	0.71701	737	3937
pfactor	relative	lh_8BL	0.0060121	0.14838	0.88205	737	3937
pfactor	relative	lh_8BM	0.014118	0.34845	0.72752	737	3937
pfactor	relative	lh_8C	0.039455	0.97377	0.33022	737	3937
pfactor	relative	lh_9-46d	-0.058822	-1.4517	0.14664	737	3937
pfactor	relative	lh_9a	-0.065295	-1.6115	0.10714	737	3937
pfactor	relative	lh_9m	-0.016311	-0.40257	0.68728	737	3937
pfactor	relative	lh_9p	-0.04559	-1.1252	0.26058	737	3937
pfactor	relative	lh_A1	0.0048125	0.11877	0.90546	737	3937
pfactor	relative	lh_A4	0.035717	0.8815	0.37809	737	3937
pfactor	relative	lh_A5	0.074471	1.838	0.066132	737	3937
pfactor	relative	lh_AAIC	-0.048507	-1.1972	0.23131	737	3937
pfactor	relative	lh_AIP	-0.051819	-1.2789	0.20099	737	3937
pfactor	relative	lh_AVI	0.018925	0.46708	0.64047	737	3937
pfactor	relative	lh_DVT	0.03406	0.8406	0.40061	737	3937
pfactor	relative	lh_EC	-0.081835	-2.0197	0.043471	737	3937
pfactor	relative	lh_FEF	0.007978	0.1969	0.84392	737	3937
pfactor	relative	lh_FFC	0.046095	1.1376	0.25533	737	3937
pfactor	relative	lh_FOP1	0.011373	0.2807	0.77895	737	3937
pfactor	relative	lh_FOP2	0.0037952	0.093667	0.92538	737	3937
pfactor	relative	lh_FOP3	0.032134	0.79308	0.42777	737	3937
pfactor	relative	lh_FOP4	-0.054512	-1.3454	0.17857	737	3937
pfactor	relative	lh_FOP5	0.033253	0.82069	0.41186	737	3937
pfactor	relative	lh_FST	-0.018604	-0.45915	0.64615	737	3937
pfactor	relative	lh_IFJa	0.0007176	0.017711	0.98587	737	3937
pfactor	relative	lh_IFJp	-0.042601	-1.0514	0.29313	737	3937
pfactor	relative	lh_IFSa	-0.033514	-0.82714	0.4082	737	3937
pfactor	relative	lh_IFSp	0.031248	0.77121	0.44062	737	3937
pfactor	relative	lh_IP0	0.0022762	0.056177	0.9552	737	3937
pfactor	relative	lh_IP1	-0.02933	-0.72387	0.46918	737	3937
pfactor	relative	lh_IP2	0.062355	1.5389	0.12389	737	3937
pfactor	relative	lh_IPS1	-0.023239	-0.57356	0.56629	737	3937
pfactor	relative	lh_Ig	-0.030706	-0.75784	0.44859	737	3937
pfactor	relative	lh_LBelt	-0.01766	-0.43586	0.66296	737	3937
pfactor	relative	lh_LIPd	-0.0076224	-0.18812	0.85079	737	3937
pfactor	relative	lh_LIPv	-0.022774	-0.56206	0.5741	737	3937
pfactor	relative	lh_LO1	-0.048425	-1.1951	0.2321	737	3937
pfactor	relative	lh_LO2	-0.0056816	-0.14022	0.88849	737	3937
pfactor	relative	lh_LO3	-0.038608	-0.95286	0.34071	737	3937
pfactor	relative	lh_MBelt	0.043895	1.0834	0.27871	737	3937
pfactor	relative	lh_MI	0.034178	0.84354	0.39897	737	3937
pfactor	relative	lh_MIP	-0.010107	-0.24945	0.80302	737	3937
pfactor	relative	lh_MST	-0.025043	-0.61806	0.53656	737	3937
pfactor	relative	lh_MT	0.0012644	0.031205	0.97511	737	3937
pfactor	relative	lh_OFC	-0.06303	-1.5556	0.11987	737	3937
pfactor	relative	lh_OP1	-0.039944	-0.98583	0.32427	737	3937
pfactor	relative	lh_OP2-3	0.033324	0.82246	0.41086	737	3937
pfactor	relative	lh_OP4	-0.0079882	-0.19715	0.84372	737	3937
pfactor	relative	lh_PBelt	0.018632	0.45985	0.64565	737	3937
pfactor	relative	lh_PCV	-0.023991	-0.5921	0.55381	737	3937
pfactor	relative	lh_PEF	-0.069687	-1.7199	0.085516	737	3937
pfactor	relative	lh_PF	0.0063257	0.15612	0.87595	737	3937
pfactor	relative	lh_PFcm	-0.0073278	-0.18085	0.85649	737	3937
pfactor	relative	lh_PFm	0.077115	1.9032	0.057073	737	3937
pfactor	relative	lh_PFop	0.064106	1.5822	0.11368	737	3937
pfactor	relative	lh_PFt	0.011872	0.29301	0.76952	737	3937
pfactor	relative	lh_PGi	-0.017387	-0.42912	0.66786	737	3937
pfactor	relative	lh_PGp	-0.0082715	-0.20414	0.83825	737	3937
pfactor	relative	lh_PGs	0.010507	0.25932	0.7954	737	3937
pfactor	relative	lh_PH	0.039265	0.96908	0.33256	737	3937
pfactor	relative	lh_PHA1	0.023494	0.57984	0.56205	737	3937
pfactor	relative	lh_PHA2	0.003812	0.094081	0.92505	737	3937
pfactor	relative	lh_PHA3	0.02862	0.70634	0.48001	737	3937
pfactor	relative	lh_PHT	-0.020297	-0.50095	0.61643	737	3937
pfactor	relative	lh_PI	0.021922	0.54104	0.58851	737	3937
pfactor	relative	lh_PIT	-0.024019	-0.59279	0.55335	737	3937
pfactor	relative	lh_POS1	-0.029312	-0.72344	0.46945	737	3937
pfactor	relative	lh_POS2	0.04206	1.038	0.2993	737	3937
pfactor	relative	lh_PSL	0.020509	0.50617	0.61276	737	3937
pfactor	relative	lh_PeEc	0.034453	0.85032	0.39519	737	3937
pfactor	relative	lh_Pir	-0.025023	-0.61756	0.53689	737	3937
pfactor	relative	lh_PoI1	-0.00027924	-0.0068918	0.9945	737	3937
pfactor	relative	lh_PoI2	-0.053676	-1.3247	0.18532	737	3937
pfactor	relative	lh_PreS	0.0097696	0.24112	0.80948	737	3937
pfactor	relative	lh_ProS	0.015468	0.38177	0.70265	737	3937
pfactor	relative	lh_RI	-0.0046982	-0.11595	0.90769	737	3937
pfactor	relative	lh_RSC	0.058799	1.4512	0.1468	737	3937
pfactor	relative	lh_SCEF	-0.009829	-0.24258	0.80834	737	3937
pfactor	relative	lh_SFL	0.012896	0.31827	0.7503	737	3937
pfactor	relative	lh_STGa	0.033294	0.82171	0.41128	737	3937
pfactor	relative	lh_STSda	0.028539	0.70435	0.48125	737	3937
pfactor	relative	lh_STSdp	0.025057	0.61841	0.53634	737	3937
pfactor	relative	lh_STSva	0.020036	0.49448	0.62099	737	3937
pfactor	relative	lh_STSvp	-0.017631	-0.43514	0.66348	737	3937
pfactor	relative	lh_STV	0.0022073	0.054478	0.95656	737	3937
pfactor	relative	lh_TA2	0.095172	2.3489	0.018872	737	3937
pfactor	relative	lh_TE1a	-0.014782	-0.36482	0.71526	737	3937
pfactor	relative	lh_TE1m	0.014319	0.35341	0.7238	737	3937
pfactor	relative	lh_TE1p	-0.044506	-1.0984	0.27208	737	3937
pfactor	relative	lh_TE2a	-0.015922	-0.39296	0.69437	737	3937
pfactor	relative	lh_TE2p	-0.009102	-0.22464	0.82227	737	3937
pfactor	relative	lh_TF	0.048877	1.2063	0.22776	737	3937
pfactor	relative	lh_TGd	0.1066	2.6309	0.0085436	737	3937
pfactor	relative	lh_TGv	0.016579	0.40917	0.68243	737	3937
pfactor	relative	lh_TPOJ1	-0.0081437	-0.20099	0.84072	737	3937
pfactor	relative	lh_TPOJ2	-0.040262	-0.99367	0.32044	737	3937
pfactor	relative	lh_TPOJ3	-0.039777	-0.98172	0.32629	737	3937
pfactor	relative	lh_V1	0.05328	1.315	0.18858	737	3937
pfactor	relative	lh_V2	0.01468	0.3623	0.71714	737	3937
pfactor	relative	lh_V3	0.023389	0.57725	0.5638	737	3937
pfactor	relative	lh_V3A	0.023612	0.58276	0.56008	737	3937
pfactor	relative	lh_V3B	-0.029857	-0.73688	0.46123	737	3937
pfactor	relative	lh_V3CD	0.050804	1.2539	0.20996	737	3937
pfactor	relative	lh_V4	-0.0081284	-0.20061	0.84101	737	3937
pfactor	relative	lh_V4t	0.012922	0.31891	0.74981	737	3937
pfactor	relative	lh_V6	0.095418	2.3549	0.018567	737	3937
pfactor	relative	lh_V6A	-0.010123	-0.24984	0.80272	737	3937
pfactor	relative	lh_V7	0.030004	0.7405	0.45903	737	3937
pfactor	relative	lh_V8	-0.10261	-2.5324	0.011362	737	3937
pfactor	relative	lh_VIP	-0.028628	-0.70656	0.47988	737	3937
pfactor	relative	lh_VMV1	0.087802	2.167	0.030286	737	3937
pfactor	relative	lh_VMV2	-0.0089848	-0.22175	0.82452	737	3937
pfactor	relative	lh_VMV3	0.071868	1.7737	0.076173	737	3937
pfactor	relative	lh_VVC	0.12115	2.99	0.0028043	737	3937
pfactor	relative	lh_a10p	-0.042192	-1.0413	0.29778	737	3937
pfactor	relative	lh_a24	0.029025	0.71634	0.47382	737	3937
pfactor	relative	lh_a24pr	0.017962	0.44332	0.65756	737	3937
pfactor	relative	lh_a32pr	0.003111	0.076782	0.9388	737	3937
pfactor	relative	lh_a47r	-0.052601	-1.2982	0.19428	737	3937
pfactor	relative	lh_a9-46v	-0.044893	-1.108	0.26793	737	3937
pfactor	relative	lh_d23ab	0.0092578	0.22849	0.81928	737	3937
pfactor	relative	lh_d32	0.032628	0.80527	0.4207	737	3937
pfactor	relative	lh_i6-8	0.025111	0.61976	0.53545	737	3937
pfactor	relative	lh_p10p	-0.03427	-0.84581	0.3977	737	3937
pfactor	relative	lh_p24	-0.052466	-1.2949	0.19543	737	3937
pfactor	relative	lh_p24pr	0.057067	1.4084	0.15907	737	3937
pfactor	relative	lh_p32	-0.070272	-1.7343	0.082927	737	3937
pfactor	relative	lh_p32pr	0.0087607	0.21622	0.82883	737	3937
pfactor	relative	lh_p47r	0.0097547	0.24075	0.80976	737	3937
pfactor	relative	lh_p9-46v	-0.008848	-0.21837	0.82715	737	3937
pfactor	relative	lh_pOFC	-0.08381	-2.0685	0.038652	737	3937
pfactor	relative	lh_s32	0.062431	1.5408	0.12343	737	3937
pfactor	relative	lh_s6-8	0.018633	0.45986	0.64564	737	3937
pfactor	relative	lh_v23ab	0.035828	0.88424	0.37661	737	3937
mdd_parent	absolute	lh_1	0.023353	0.62401	0.53264	791	7925
mdd_parent	absolute	lh_10d	0.0095595	0.25544	0.79839	791	7925
mdd_parent	absolute	lh_10pp	-0.027367	-0.73128	0.46463	791	7925
mdd_parent	absolute	lh_10r	0.048894	1.3065	0.19142	791	7925
mdd_parent	absolute	lh_10v	0.021614	0.57754	0.56359	791	7925
mdd_parent	absolute	lh_11l	-0.0065412	-0.17479	0.86125	791	7925
mdd_parent	absolute	lh_13l	0.01723	0.46041	0.64524	791	7925
mdd_parent	absolute	lh_2	0.072489	1.937	0.05278	791	7925
mdd_parent	absolute	lh_23c	0.030978	0.82778	0.40782	791	7925
mdd_parent	absolute	lh_23d	0.035409	0.94618	0.34408	791	7925
mdd_parent	absolute	lh_24dd	0.16981	4.5374	5.7703e-06	791	7925
mdd_parent	absolute	lh_24dv	0.1531	4.0909	4.3362e-05	791	7925
mdd_parent	absolute	lh_25	-0.021022	-0.56172	0.57432	791	7925
mdd_parent	absolute	lh_31a	0.033832	0.90403	0.366	791	7925
mdd_parent	absolute	lh_31pd	0.051145	1.3666	0.17177	791	7925
mdd_parent	absolute	lh_31pv	0.064178	1.7149	0.086398	791	7925
mdd_parent	absolute	lh_33pr	-0.032654	-0.87255	0.38293	791	7925
mdd_parent	absolute	lh_3a	0.027056	0.72296	0.46972	791	7925
mdd_parent	absolute	lh_3b	0.015823	0.4228	0.67245	791	7925
mdd_parent	absolute	lh_4	-0.0023195	-0.061979	0.95058	791	7925
mdd_parent	absolute	lh_43	0.10904	2.9138	0.0035801	791	7925
mdd_parent	absolute	lh_44	0.067244	1.7969	0.072394	791	7925
mdd_parent	absolute	lh_45	0.13542	3.6186	0.00029786	791	7925
mdd_parent	absolute	lh_46	0.065706	1.7557	0.079169	791	7925
mdd_parent	absolute	lh_47l	0.066601	1.7797	0.075165	791	7925
mdd_parent	absolute	lh_47m	0.034671	0.92644	0.35424	791	7925
mdd_parent	absolute	lh_47s	0.023383	0.62483	0.5321	791	7925
mdd_parent	absolute	lh_52	0.076651	2.0482	0.040571	791	7925
mdd_parent	absolute	lh_55b	0.0095616	0.2555	0.79834	791	7925
mdd_parent	absolute	lh_5L	0.079763	2.1314	0.033088	791	7925
mdd_parent	absolute	lh_5m	0.042119	1.1255	0.26042	791	7925
mdd_parent	absolute	lh_5mv	0.057926	1.5478	0.1217	791	7925
mdd_parent	absolute	lh_6a	0.052876	1.4129	0.15772	791	7925
mdd_parent	absolute	lh_6d	0.00030912	0.00826	0.99341	791	7925
mdd_parent	absolute	lh_6ma	-0.049015	-1.3097	0.19032	791	7925
mdd_parent	absolute	lh_6mp	-0.0018917	-0.050549	0.95969	791	7925
mdd_parent	absolute	lh_6r	0.08898	2.3776	0.017445	791	7925
mdd_parent	absolute	lh_6v	0.05099	1.3625	0.17307	791	7925
mdd_parent	absolute	lh_7AL	0.039166	1.0465	0.29534	791	7925
mdd_parent	absolute	lh_7Am	-0.0053932	-0.14411	0.88542	791	7925
mdd_parent	absolute	lh_7PC	0.014724	0.39345	0.694	791	7925
mdd_parent	absolute	lh_7PL	-0.01782	-0.47618	0.63396	791	7925
mdd_parent	absolute	lh_7Pm	0.06153	1.6441	0.10018	791	7925
mdd_parent	absolute	lh_7m	0.031913	0.85275	0.39382	791	7925
mdd_parent	absolute	lh_8Ad	0.055851	1.4924	0.13563	791	7925
mdd_parent	absolute	lh_8Av	0.0017832	0.047649	0.962	791	7925
mdd_parent	absolute	lh_8BL	0.0576	1.5391	0.12381	791	7925
mdd_parent	absolute	lh_8BM	0.083318	2.2263	0.026017	791	7925
mdd_parent	absolute	lh_8C	0.082147	2.1951	0.028185	791	7925
mdd_parent	absolute	lh_9-46d	0.033614	0.8982	0.36911	791	7925
mdd_parent	absolute	lh_9a	0.046754	1.2493	0.21158	791	7925
mdd_parent	absolute	lh_9m	0.060742	1.6231	0.1046	791	7925
mdd_parent	absolute	lh_9p	0.032976	0.88115	0.37826	791	7925
mdd_parent	absolute	lh_A1	0.098162	2.623	0.0087308	791	7925
mdd_parent	absolute	lh_A4	0.057287	1.5308	0.12586	791	7925
mdd_parent	absolute	lh_A5	0.049437	1.321	0.18654	791	7925
mdd_parent	absolute	lh_AAIC	-0.024088	-0.64365	0.51982	791	7925
mdd_parent	absolute	lh_AIP	0.063201	1.6888	0.091293	791	7925
mdd_parent	absolute	lh_AVI	0.036486	0.97494	0.32962	791	7925
mdd_parent	absolute	lh_DVT	0.080386	2.148	0.031741	791	7925
mdd_parent	absolute	lh_EC	-0.013621	-0.36398	0.71588	791	7925
mdd_parent	absolute	lh_FEF	0.0078517	0.20981	0.83382	791	7925
mdd_parent	absolute	lh_FFC	0.069428	1.8552	0.063603	791	7925
mdd_parent	absolute	lh_FOP1	0.056821	1.5183	0.12897	791	7925
mdd_parent	absolute	lh_FOP2	0.053815	1.438	0.15047	791	7925
mdd_parent	absolute	lh_FOP3	0.077424	2.0689	0.038588	791	7925
mdd_parent	absolute	lh_FOP4	0.072697	1.9425	0.052103	791	7925
mdd_parent	absolute	lh_FOP5	0.14153	3.7819	0.00015665	791	7925
mdd_parent	absolute	lh_FST	0.12902	3.4475	0.00056853	791	7925
mdd_parent	absolute	lh_IFJa	0.0737	1.9693	0.048946	791	7925
mdd_parent	absolute	lh_IFJp	-0.011132	-0.29745	0.76613	791	7925
mdd_parent	absolute	lh_IFSa	0.064061	1.7118	0.086974	791	7925
mdd_parent	absolute	lh_IFSp	0.043288	1.1567	0.24743	791	7925
mdd_parent	absolute	lh_IP0	0.044407	1.1866	0.23542	791	7925
mdd_parent	absolute	lh_IP1	0.065563	1.7519	0.079822	791	7925
mdd_parent	absolute	lh_IP2	0.060671	1.6212	0.10501	791	7925
mdd_parent	absolute	lh_IPS1	0.039801	1.0635	0.28758	791	7925
mdd_parent	absolute	lh_Ig	0.04695	1.2546	0.20967	791	7925
mdd_parent	absolute	lh_LBelt	0.045429	1.2139	0.22481	791	7925
mdd_parent	absolute	lh_LIPd	0.043616	1.1655	0.24387	791	7925
mdd_parent	absolute	lh_LIPv	0.05712	1.5263	0.12697	791	7925
mdd_parent	absolute	lh_LO1	0.032067	0.85688	0.39154	791	7925
mdd_parent	absolute	lh_LO2	0.0048618	0.12991	0.89664	791	7925
mdd_parent	absolute	lh_LO3	0.1058	2.8271	0.0047086	791	7925
mdd_parent	absolute	lh_MBelt	0.049494	1.3226	0.18602	791	7925
mdd_parent	absolute	lh_MI	0.0914	2.4423	0.014613	791	7925
mdd_parent	absolute	lh_MIP	0.031402	0.83908	0.40144	791	7925
mdd_parent	absolute	lh_MST	0.1176	3.1424	0.0016812	791	7925
mdd_parent	absolute	lh_MT	0.056935	1.5214	0.1282	791	7925
mdd_parent	absolute	lh_OFC	-0.027602	-0.73756	0.4608	791	7925
mdd_parent	absolute	lh_OP1	0.091669	2.4495	0.014325	791	7925
mdd_parent	absolute	lh_OP2-3	0.046264	1.2362	0.21641	791	7925
mdd_parent	absolute	lh_OP4	0.095901	2.5626	0.010406	791	7925
mdd_parent	absolute	lh_PBelt	0.077861	2.0805	0.037506	791	7925
mdd_parent	absolute	lh_PCV	0.07491	2.0017	0.045351	791	7925
mdd_parent	absolute	lh_PEF	-0.033338	-0.89083	0.37305	791	7925
mdd_parent	absolute	lh_PF	-0.022576	-0.60324	0.54636	791	7925
mdd_parent	absolute	lh_PFcm	0.058783	1.5707	0.11628	791	7925
mdd_parent	absolute	lh_PFm	0.048557	1.2975	0.19449	791	7925
mdd_parent	absolute	lh_PFop	0.024862	0.66433	0.50649	791	7925
mdd_parent	absolute	lh_PFt	0.026039	0.69578	0.48658	791	7925
mdd_parent	absolute	lh_PGi	0.050969	1.362	0.17325	791	7925
mdd_parent	absolute	lh_PGp	0.045144	1.2063	0.22774	791	7925
mdd_parent	absolute	lh_PGs	0.036584	0.97756	0.32832	791	7925
mdd_parent	absolute	lh_PH	0.079511	2.1246	0.033646	791	7925
mdd_parent	absolute	lh_PHA1	0.096151	2.5693	0.010208	791	7925
mdd_parent	absolute	lh_PHA2	0.064759	1.7304	0.083587	791	7925
mdd_parent	absolute	lh_PHA3	0.044638	1.1928	0.23299	791	7925
mdd_parent	absolute	lh_PHT	0.024149	0.6453	0.51875	791	7925
mdd_parent	absolute	lh_PI	0.0030125	0.080498	0.93584	791	7925
mdd_parent	absolute	lh_PIT	0.050138	1.3398	0.18036	791	7925
mdd_parent	absolute	lh_POS1	0.018889	0.50473	0.61376	791	7925
mdd_parent	absolute	lh_POS2	0.077542	2.072	0.038293	791	7925
mdd_parent	absolute	lh_PSL	0.057442	1.5349	0.12484	791	7925
mdd_parent	absolute	lh_PeEc	0.021982	0.58738	0.55696	791	7925
mdd_parent	absolute	lh_Pir	-0.046443	-1.241	0.21464	791	7925
mdd_parent	absolute	lh_PoI1	0.010622	0.28382	0.77655	791	7925
mdd_parent	absolute	lh_PoI2	-0.050272	-1.3433	0.1792	791	7925
mdd_parent	absolute	lh_PreS	0.0040119	0.1072	0.91463	791	7925
mdd_parent	absolute	lh_ProS	0.021921	0.58574	0.55806	791	7925
mdd_parent	absolute	lh_RI	0.078869	2.1075	0.035105	791	7925
mdd_parent	absolute	lh_RSC	0.095378	2.5486	0.010832	791	7925
mdd_parent	absolute	lh_SCEF	0.02124	0.56755	0.57035	791	7925
mdd_parent	absolute	lh_SFL	0.038004	1.0155	0.30989	791	7925
mdd_parent	absolute	lh_STGa	0.036905	0.98615	0.32409	791	7925
mdd_parent	absolute	lh_STSda	0.05051	1.3497	0.17715	791	7925
mdd_parent	absolute	lh_STSdp	0.061561	1.645	0.10001	791	7925
mdd_parent	absolute	lh_STSva	0.062902	1.6808	0.092835	791	7925
mdd_parent	absolute	lh_STSvp	0.018516	0.49476	0.62078	791	7925
mdd_parent	absolute	lh_STV	0.027882	0.74503	0.45627	791	7925
mdd_parent	absolute	lh_TA2	-0.030002	-0.8017	0.42275	791	7925
mdd_parent	absolute	lh_TE1a	0.016836	0.44988	0.65281	791	7925
mdd_parent	absolute	lh_TE1m	0.028188	0.75322	0.45134	791	7925
mdd_parent	absolute	lh_TE1p	-0.0071265	-0.19043	0.84898	791	7925
mdd_parent	absolute	lh_TE2a	0.036671	0.97989	0.32717	791	7925
mdd_parent	absolute	lh_TE2p	0.063689	1.7018	0.088822	791	7925
mdd_parent	absolute	lh_TF	0.086112	2.301	0.021414	791	7925
mdd_parent	absolute	lh_TGd	0.049988	1.3357	0.18167	791	7925
mdd_parent	absolute	lh_TGv	0.021783	0.58207	0.56054	791	7925
mdd_parent	absolute	lh_TPOJ1	0.064678	1.7283	0.083975	791	7925
mdd_parent	absolute	lh_TPOJ2	0.077821	2.0795	0.037603	791	7925
mdd_parent	absolute	lh_TPOJ3	0.040545	1.0834	0.27865	791	7925
mdd_parent	absolute	lh_V1	0.0066893	0.17875	0.85814	791	7925
mdd_parent	absolute	lh_V2	0.011202	0.29932	0.7647	791	7925
mdd_parent	absolute	lh_V3	0.027963	0.7472	0.45496	791	7925
mdd_parent	absolute	lh_V3A	0.028212	0.75387	0.45095	791	7925
mdd_parent	absolute	lh_V3B	0.022808	0.60946	0.54223	791	7925
mdd_parent	absolute	lh_V3CD	0.046857	1.2521	0.21057	791	7925
mdd_parent	absolute	lh_V4	0.044783	1.1967	0.23147	791	7925
mdd_parent	absolute	lh_V4t	0.049941	1.3345	0.18208	791	7925
mdd_parent	absolute	lh_V6	0.085783	2.2922	0.021916	791	7925
mdd_parent	absolute	lh_V6A	0.034529	0.92265	0.35622	791	7925
