outcome	map	label	d	t	p	n_case	n_ctrl
mdd_parent	absolute	lh_V7	0.036946	0.98724	0.32355	791	7925
mdd_parent	absolute	lh_V8	0.08339	2.2283	0.025888	791	7925
mdd_parent	absolute	lh_VIP	0.03751	1.0023	0.31623	791	7925
mdd_parent	absolute	lh_VMV1	0.046819	1.2511	0.21095	791	7925
mdd_parent	absolute	lh_VMV2	0.10674	2.8521	0.0043531	791	7925
mdd_parent	absolute	lh_VMV3	0.081058	2.166	0.03034	791	7925
mdd_parent	absolute	lh_VVC	0.11458	3.0617	0.0022078	791	7925
mdd_parent	absolute	lh_a10p	0.0014578	0.038954	0.96893	791	7925
mdd_parent	absolute	lh_a24	0.06078	1.6241	0.10439	791	7925
mdd_parent	absolute	lh_a24pr	0.096163	2.5696	0.010198	791	7925
mdd_parent	absolute	lh_a32pr	0.019843	0.53022	0.59597	791	7925
mdd_parent	absolute	lh_a47r	0.057497	1.5364	0.12448	791	7925
mdd_parent	absolute	lh_a9-46v	0.054676	1.461	0.14405	791	7925
mdd_parent	absolute	lh_d23ab	0.068653	1.8345	0.066617	791	7925
mdd_parent	absolute	lh_d32	0.094097	2.5144	0.011942	791	7925
mdd_parent	absolute	lh_i6-8	0.036309	0.97022	0.33196	791	7925
mdd_parent	absolute	lh_p10p	-4.2348e-06	-0.00011316	0.99991	791	7925
mdd_parent	absolute	lh_p24	-0.0038104	-0.10182	0.9189	791	7925
mdd_parent	absolute	lh_p24pr	0.062219	1.6626	0.096436	791	7925
mdd_parent	absolute	lh_p32	0.051638	1.3798	0.16768	791	7925
mdd_parent	absolute	lh_p32pr	0.055354	1.4791	0.13914	791	7925
mdd_parent	absolute	lh_p47r	0.028369	0.75805	0.44844	791	7925
mdd_parent	absolute	lh_p9-46v	0.044979	1.2019	0.22943	791	7925
mdd_parent	absolute	lh_pOFC	0.035122	0.93849	0.34802	791	7925
mdd_parent	absolute	lh_s32	0.05201	1.3898	0.16463	791	7925
mdd_parent	absolute	lh_s6-8	0.029405	0.78573	0.43205	791	7925
mdd_parent	absolute	lh_v23ab	0.055806	1.4912	0.13595	791	7925
mdd_parent	relative	lh_1	-0.030034	-0.80221	0.42245	791	7925
mdd_parent	relative	lh_10d	-0.031461	-0.84035	0.40074	791	7925
mdd_parent	relative	lh_10pp	-0.064456	-1.7216	0.08517	791	7925
mdd_parent	relative	lh_10r	0.018921	0.50538	0.6133	791	7925
mdd_parent	relative	lh_10v	-0.01335	-0.35658	0.72141	791	7925
mdd_parent	relative	lh_11l	-0.046308	-1.2369	0.21616	791	7925
mdd_parent	relative	lh_13l	-0.02105	-0.56225	0.57396	791	7925
mdd_parent	relative	lh_2	0.0214	0.57161	0.5676	791	7925
mdd_parent	relative	lh_23c	-0.022198	-0.59291	0.55325	791	7925
mdd_parent	relative	lh_23d	0.0084638	0.22607	0.82115	791	7925
mdd_parent	relative	lh_24dd	0.13891	3.7103	0.00020827	791	7925
mdd_parent	relative	lh_24dv	0.12298	3.2849	0.0010241	791	7925
mdd_parent	relative	lh_25	-0.035022	-0.93544	0.34959	791	7925
mdd_parent	relative	lh_31a	-0.0039634	-0.10586	0.91569	791	7925
mdd_parent	relative	lh_31pd	0.0053525	0.14297	0.88632	791	7925
mdd_parent	relative	lh_31pv	0.022041	0.58872	0.55606	791	7925
mdd_parent	relative	lh_33pr	-0.04038	-1.0786	0.28081	791	7925
mdd_parent	relative	lh_3a	-0.0049306	-0.1317	0.89523	791	7925
mdd_parent	relative	lh_3b	-0.008584	-0.22928	0.81866	791	7925
mdd_parent	relative	lh_4	-0.011291	-0.3016	0.76297	791	7925
mdd_parent	relative	lh_43	0.076253	2.0367	0.041706	791	7925
mdd_parent	relative	lh_44	0.027736	0.74084	0.45881	791	7925
mdd_parent	relative	lh_45	0.099588	2.66	0.007828	791	7925
mdd_parent	relative	lh_46	0.012047	0.32177	0.74763	791	7925
mdd_parent	relative	lh_47l	0.025904	0.6919	0.48902	791	7925
mdd_parent	relative	lh_47m	-0.0022273	-0.059491	0.95256	791	7925
mdd_parent	relative	lh_47s	-0.011939	-0.31889	0.74982	791	7925
mdd_parent	relative	lh_52	0.046246	1.2352	0.21678	791	7925
mdd_parent	relative	lh_55b	-0.033285	-0.88906	0.374	791	7925
mdd_parent	relative	lh_5L	0.039652	1.0591	0.28958	791	7925
mdd_parent	relative	lh_5m	-0.0087379	-0.23339	0.81546	791	7925
mdd_parent	relative	lh_5mv	0.0077593	0.20725	0.83582	791	7925
mdd_parent	relative	lh_6a	0.0011713	0.031286	0.97504	791	7925
mdd_parent	relative	lh_6d	-0.045309	-1.2102	0.22623	791	7925
mdd_parent	relative	lh_6ma	-0.10386	-2.7743	0.0055447	791	7925
mdd_parent	relative	lh_6mp	-0.053696	-1.4342	0.15154	791	7925
mdd_parent	relative	lh_6r	0.045663	1.2197	0.22263	791	7925
mdd_parent	relative	lh_6v	0.011638	0.31087	0.75591	791	7925
mdd_parent	relative	lh_7AL	-0.0031628	-0.084478	0.93268	791	7925
mdd_parent	relative	lh_7Am	-0.056109	-1.4987	0.13399	791	7925
mdd_parent	relative	lh_7PC	-0.038366	-1.0248	0.3055	791	7925
mdd_parent	relative	lh_7PL	-0.068056	-1.8178	0.069131	791	7925
mdd_parent	relative	lh_7Pm	0.024319	0.64957	0.51599	791	7925
mdd_parent	relative	lh_7m	-0.021673	-0.5789	0.56267	791	7925
mdd_parent	relative	lh_8Ad	0.0037906	0.10125	0.91935	791	7925
mdd_parent	relative	lh_8Av	-0.034311	-0.91646	0.35945	791	7925
mdd_parent	relative	lh_8BL	0.016068	0.42918	0.6678	791	7925
mdd_parent	relative	lh_8BM	0.041819	1.117	0.26403	791	7925
mdd_parent	relative	lh_8C	0.033999	0.90811	0.36384	791	7925
mdd_parent	relative	lh_9-46d	-0.019875	-0.53087	0.59552	791	7925
mdd_parent	relative	lh_9a	0.0045304	0.12101	0.90369	791	7925
mdd_parent	relative	lh_9m	0.01398	0.37341	0.70885	791	7925
mdd_parent	relative	lh_9p	-0.015328	-0.40941	0.68225	791	7925
mdd_parent	relative	lh_A1	0.062737	1.6757	0.093828	791	7925
mdd_parent	relative	lh_A4	0.0037706	0.10071	0.91978	791	7925
mdd_parent	relative	lh_A5	-0.0023556	-0.06292	0.94983	791	7925
mdd_parent	relative	lh_AAIC	-0.034527	-0.92223	0.35644	791	7925
mdd_parent	relative	lh_AIP	0.011609	0.31009	0.7565	791	7925
mdd_parent	relative	lh_AVI	0.0029611	0.079092	0.93696	791	7925
mdd_parent	relative	lh_DVT	0.033994	0.908	0.36391	791	7925
mdd_parent	relative	lh_EC	-0.024716	-0.66017	0.50916	791	7925
mdd_parent	relative	lh_FEF	-0.039167	-1.0462	0.29552	791	7925
mdd_parent	relative	lh_FFC	0.021451	0.57297	0.56668	791	7925
mdd_parent	relative	lh_FOP1	0.025527	0.68183	0.49537	791	7925
mdd_parent	relative	lh_FOP2	0.024192	0.64618	0.51818	791	7925
mdd_parent	relative	lh_FOP3	0.051219	1.3681	0.17132	791	7925
mdd_parent	relative	lh_FOP4	0.037841	1.0107	0.31217	791	7925
mdd_parent	relative	lh_FOP5	0.11224	2.9979	0.0027257	791	7925
mdd_parent	relative	lh_FST	0.093226	2.4901	0.01279	791	7925
mdd_parent	relative	lh_IFJa	0.036439	0.9733	0.33043	791	7925
mdd_parent	relative	lh_IFJp	-0.046505	-1.2422	0.21421	791	7925
mdd_parent	relative	lh_IFSa	0.015882	0.42422	0.67142	791	7925
mdd_parent	relative	lh_IFSp	-0.0043095	-0.11511	0.90836	791	7925
mdd_parent	relative	lh_IP0	-0.0050976	-0.13616	0.8917	791	7925
mdd_parent	relative	lh_IP1	0.013354	0.35669	0.72133	791	7925
mdd_parent	relative	lh_IP2	0.012258	0.3274	0.74337	791	7925
mdd_parent	relative	lh_IPS1	-0.0093217	-0.24899	0.80338	791	7925
mdd_parent	relative	lh_Ig	0.014331	0.3828	0.70188	791	7925
mdd_parent	relative	lh_LBelt	0.0059413	0.15869	0.87391	791	7925
mdd_parent	relative	lh_LIPd	-0.0015965	-0.042643	0.96599	791	7925
mdd_parent	relative	lh_LIPv	0.015319	0.40916	0.68243	791	7925
mdd_parent	relative	lh_LO1	-0.013126	-0.35061	0.72589	791	7925
mdd_parent	relative	lh_LO2	-0.041858	-1.118	0.26358	791	7925
mdd_parent	relative	lh_LO3	0.067973	1.8156	0.069471	791	7925
mdd_parent	relative	lh_MBelt	0.0083856	0.22398	0.82278	791	7925
mdd_parent	relative	lh_MI	0.062947	1.6813	0.092732	791	7925
mdd_parent	relative	lh_MIP	-0.02073	-0.55371	0.57979	791	7925
mdd_parent	relative	lh_MST	0.08096	2.1625	0.03061	791	7925
mdd_parent	relative	lh_MT	0.011718	0.313	0.75429	791	7925
mdd_parent	relative	lh_OFC	-0.054636	-1.4593	0.14451	791	7925
mdd_parent	relative	lh_OP1	0.062147	1.66	0.096955	791	7925
mdd_parent	relative	lh_OP2-3	0.01474	0.3937	0.69381	791	7925
mdd_parent	relative	lh_OP4	0.054877	1.4658	0.14275	791	7925
mdd_parent	relative	lh_PBelt	0.03539	0.94529	0.34454	791	7925
mdd_parent	relative	lh_PCV	0.027631	0.73802	0.46052	791	7925
mdd_parent	relative	lh_PEF	-0.07132	-1.905	0.056817	791	7925
mdd_parent	relative	lh_PF	-0.084772	-2.2643	0.023581	791	7925
mdd_parent	relative	lh_PFcm	0.013711	0.36622	0.71421	791	7925
mdd_parent	relative	lh_PFm	-0.011849	-0.3165	0.75163	791	7925
mdd_parent	relative	lh_PFop	-0.017105	-0.45688	0.64777	791	7925
mdd_parent	relative	lh_PFt	-0.020392	-0.54469	0.58598	791	7925
mdd_parent	relative	lh_PGi	-0.012265	-0.32761	0.74322	791	7925
mdd_parent	relative	lh_PGp	-0.0038867	-0.10382	0.91732	791	7925
mdd_parent	relative	lh_PGs	-0.020734	-0.55381	0.57972	791	7925
mdd_parent	relative	lh_PH	0.032998	0.88139	0.37813	791	7925
mdd_parent	relative	lh_PHA1	0.079577	2.1255	0.03357	791	7925
mdd_parent	relative	lh_PHA2	0.036221	0.96748	0.33333	791	7925
mdd_parent	relative	lh_PHA3	0.011242	0.30028	0.76397	791	7925
mdd_parent	relative	lh_PHT	-0.028333	-0.75679	0.44919	791	7925
mdd_parent	relative	lh_PI	-0.029895	-0.79852	0.42459	791	7925
mdd_parent	relative	lh_PIT	0.009245	0.24694	0.80496	791	7925
mdd_parent	relative	lh_POS1	-0.029933	-0.79953	0.424	791	7925
mdd_parent	relative	lh_POS2	0.025221	0.67367	0.50054	791	7925
mdd_parent	relative	lh_PSL	0.015351	0.41004	0.68179	791	7925
mdd_parent	relative	lh_PeEc	-0.0069124	-0.18463	0.85352	791	7925
mdd_parent	relative	lh_Pir	-0.06002	-1.6032	0.10894	791	7925
mdd_parent	relative	lh_PoI1	-0.00998	-0.26657	0.78981	791	7925
mdd_parent	relative	lh_PoI2	-0.071438	-1.9081	0.056406	791	7925
mdd_parent	relative	lh_PreS	-0.0023581	-0.062986	0.94978	791	7925
mdd_parent	relative	lh_ProS	-0.0029004	-0.07747	0.93825	791	7925
mdd_parent	relative	lh_RI	0.039162	1.046	0.29557	791	7925
mdd_parent	relative	lh_RSC	0.081197	2.1688	0.030125	791	7925
mdd_parent	relative	lh_SCEF	-0.029128	-0.77802	0.43658	791	7925
mdd_parent	relative	lh_SFL	0.0015555	0.041549	0.96686	791	7925
mdd_parent	relative	lh_STGa	0.00054827	0.014644	0.98832	791	7925
mdd_parent	relative	lh_STSda	0.0031824	0.085003	0.93226	791	7925
mdd_parent	relative	lh_STSdp	0.013136	0.35086	0.7257	791	7925
mdd_parent	relative	lh_STSva	0.022896	0.61155	0.54085	791	7925
mdd_parent	relative	lh_STSvp	-0.032636	-0.87171	0.38339	791	7925
mdd_parent	relative	lh_STV	-0.02131	-0.56919	0.56924	791	7925
mdd_parent	relative	lh_TA2	-0.06659	-1.7787	0.075332	791	7925
mdd_parent	relative	lh_TE1a	-0.027766	-0.74164	0.45832	791	7925
mdd_parent	relative	lh_TE1m	-0.011692	-0.3123	0.75482	791	7925
mdd_parent	relative	lh_TE1p	-0.057183	-1.5274	0.12671	791	7925
mdd_parent	relative	lh_TE2a	-0.012653	-0.33797	0.73539	791	7925
mdd_parent	relative	lh_TE2p	0.025023	0.66838	0.50391	791	7925
mdd_parent	relative	lh_TF	0.052838	1.4113	0.15819	791	7925
mdd_parent	relative	lh_TGd	0.016908	0.45162	0.65155	791	7925
mdd_parent	relative	lh_TGv	-0.014525	-0.38796	0.69805	791	7925
mdd_parent	relative	lh_TPOJ1	0.010676	0.28516	0.77553	791	7925
mdd_parent	relative	lh_TPOJ2	0.029287	0.78226	0.43408	791	7925
mdd_parent	relative	lh_TPOJ3	-0.0094318	-0.25193	0.8011	791	7925
mdd_parent	relative	lh_V1	-0.022808	-0.60921	0.5424	791	7925
mdd_parent	relative	lh_V2	-0.044134	-1.1788	0.2385	791	7925
mdd_parent	relative	lh_V3	-0.021121	-0.56414	0.57268	791	7925
mdd_parent	relative	lh_V3A	-0.028022	-0.74847	0.4542	791	7925
mdd_parent	relative	lh_V3B	-0.023358	-0.62389	0.53272	791	7925
mdd_parent	relative	lh_V3CD	0.0010339	0.027616	0.97797	791	7925
mdd_parent	relative	lh_V4	-0.016546	-0.44196	0.65853	791	7925
mdd_parent	relative	lh_V4t	0.0081135	0.21671	0.82844	791	7925
mdd_parent	relative	lh_V6	0.040687	1.0868	0.27717	791	7925
mdd_parent	relative	lh_V6A	-0.0066665	-0.17806	0.85868	791	7925
mdd_parent	relative	lh_V7	-0.010946	-0.29236	0.77002	791	7925
mdd_parent	relative	lh_V8	0.042664	1.1396	0.2545	791	7925
mdd_parent	relative	lh_VIP	-0.0064281	-0.1717	0.86368	791	7925
mdd_parent	relative	lh_VMV1	0.017934	0.47901	0.63194	791	7925
mdd_parent	relative	lh_VMV2	0.076984	2.0563	0.039786	791	7925
mdd_parent	relative	lh_VMV3	0.045245	1.2085	0.22689	791	7925
mdd_parent	relative	lh_VVC	0.08483	2.2658	0.023486	791	7925
mdd_parent	relative	lh_a10p	-0.038114	-1.018	0.30868	791	7925
mdd_parent	relative	lh_a24	0.032586	0.87039	0.38411	791	7925
mdd_parent	relative	lh_a24pr	0.066833	1.7851	0.074274	791	7925
mdd_parent	relative	lh_a32pr	-0.02081	-0.55584	0.57834	791	7925
mdd_parent	relative	lh_a47r	0.0084918	0.22682	0.82057	791	7925
mdd_parent	relative	lh_a9-46v	0.008588	0.22939	0.81857	791	7925
mdd_parent	relative	lh_d23ab	0.033887	0.90514	0.36541	791	7925
mdd_parent	relative	lh_d32	0.055826	1.4911	0.13596	791	7925
mdd_parent	relative	lh_i6-8	-0.0076114	-0.2033	0.8389	791	7925
mdd_parent	relative	lh_p10p	-0.04629	-1.2364	0.21633	791	7925
mdd_parent	relative	lh_p24	-0.033496	-0.8947	0.37097	791	7925
mdd_parent	relative	lh_p24pr	0.029677	0.79268	0.42799	791	7925
mdd_parent	relative	lh_p32	0.015751	0.42071	0.67398	791	7925
mdd_parent	relative	lh_p32pr	0.013724	0.36658	0.71394	791	7925
mdd_parent	relative	lh_p47r	-0.015514	-0.41438	0.67861	791	7925
mdd_parent	relative	lh_p9-46v	-0.006957	-0.18582	0.85259	791	7925
mdd_parent	relative	lh_pOFC	0.020707	0.5531	0.58021	791	7925
mdd_parent	relative	lh_s32	0.027663	0.73889	0.45999	791	7925
mdd_parent	relative	lh_s6-8	-0.011288	-0.3015	0.76304	791	7925
mdd_parent	relative	lh_v23ab	0.020833	0.55644	0.57792	791	7925
