gene	thinning_Z_ds0	thinning_Z_ds25	thinning_Z_ds50	U_ds25_thinning	rank_ds25	decile_ds25
TMEM248	2.3432	2.1708		0.0089976	2432	8
YTHDC1	1.9241	2.1691	2.466	0.005078	2433	8
GALNT11	2.3712	2.169		0.0075122	2434	8
HAUS7	2.2055	2.1686	2.1128	0.010955	2435	8
ARMCX3	2.1516	2.167		0.012146	2436	8
APBB3	2.1488	2.1667		0.012066	2437	8
LOC728392	2.2685	2.1657	2.1153	0.0059409	2438	8
TIA1	2.0118	2.164	2.24	0.006549	2439	8
PEX6	2.032	2.1639	2.3154	0.0070038	2440	8
CRYZL2P	2.3372	2.1638	2.0192	0.0077626	2441	8
ADRB1	2.0146	2.1635	2.2789	0.0063051	2442	8
SLC25A32	2.0254	2.1623	2.3357	0.0091278	2443	8
ALPL	2.3405	2.1621	1.9758	0.0080971	2444	8
ALDOA	2.3142	2.1616		0.012628	2445	8
ARMC10	2.2666	2.1615	2.0808	0.0045049	2446	8
ASNSD1	2.0502	2.1597		0.0080187	2447	8
ZNF189	2.0858	2.1582	2.2519	0.0084104	2448	8
DDIT4L	2.3192	2.1578		0.0077758	2449	8
GPR83	2.3181	2.1573	2.0042	0.0081496	2450	8
ZNF697	2.126	2.1573	2.1763	0.010506	2451	8
MFSD4B	2.261	2.157		0.010684	2452	8
AGBL3	1.9611	2.1564	2.3399	0.0068869	2453	8
CHI3L1	2.1979	2.1554	2.1322	0.010847	2454	8
API5	1.9669	2.1552	2.3326	0.0051065	2455	8
C1GALT1	2.2731	2.1546		0.0092163	2456	8
AP1G2	2.1002	2.1546	2.1888	0.011056	2457	8
CAMKV	2.2485	2.1544	2.0945	0.0083643	2458	8
NBAS	2.3491	2.1534	1.927	0.0097854	2459	8
MEST	2.3079	2.1517	2.0291	0.0057238	2460	8
SC5D	2.2829	2.1511	1.9881	0.011228	2461	8
GGA3	2.1416	2.1491		0.0090779	2462	8
CTSL	2.1248	2.1488	2.1928	0.011008	2463	8
SLC39A4	2.3363	2.1471	1.9694	0.008254	2464	8
ZFYVE27	1.8861	2.1468	2.3802	0.0058616	2465	8
VAX1	2.1828	2.1448		0.01282	2466	8
PDE10A	1.9228	2.1439	2.3621	0.0054371	2467	8
RBM26	2.1867	2.1435		0.011873	2468	8
BCAR3	2.2836	2.1433	2.0421	0.012873	2469	8
ZNF292	2.0051	2.1427	2.231	0.0076219	2470	8
ZNF576	2.1148	2.1408	2.1791	0.011041	2471	8
CCHCR1	2.1846	2.1401		0.0093927	2472	8
ATP5MPL	1.9426	2.1399	2.3419	0.0053618	2473	8
GNG4	2.2728	2.1397	2.0346	0.0046476	2474	8
C2orf69	2.2937	2.1393	1.9536	0.0042742	2475	8
RAD51AP2	2.0578	2.1392		0.010753	2476	8
STRAP	2.3938	2.1388	1.8499	0.007772	2477	8
MUM1	2.1334	2.1387	2.1359	0.01019	2478	8
CSTF3	2.2169	2.1383	2.0692	0.012892	2479	8
MRPS18A	2.2681	2.1379		0.01036	2480	8
CFL1P1	2.3124	2.1359	1.9405	0.0085188	2481	8
RMND5B	2.2726	2.1359		0.010088	2482	8
PPM1F	2.2303	2.133		0.010943	2483	8
AGTPBP1	2.2471	2.1322		0.010853	2484	8
KIF2A	2.2851	2.1312	1.9743	0.0058862	2485	8
ETNK1	2.2135	2.1296		0.012074	2486	8
DBNL	2.328	2.1296	1.8936	0.0066514	2487	8
LDHA	2.2724	2.1291	1.9622	0.010176	2488	8
ZMPSTE24	2.1749	2.1289	2.0777	0.014614	2489	8
CCNDBP1	2.1446	2.1281		0.013807	2490	8
XPA	2.2904	2.1264		0.011647	2491	8
DAPK1-IT1	2.0437	2.1262	2.1772	0.010355	2492	8
MSMO1	2.3161	2.1253	1.9303	0.0078963	2493	8
TCAF1	2.1635	2.1249		0.011352	2494	8
SURF6	2.2738	2.1243		0.0089617	2495	8
STARD4	2.1659	2.1236	2.0688	0.012365	2496	8
TMEM243	2.1718	2.1222	2.059	0.011363	2497	8
CA13	2.0244	2.1218	2.2496	0.0083112	2498	8
ZNF584	2.0475	2.1204	2.2098	0.0098988	2499	8
CTHRC1	1.9954	2.1188		0.0069235	2500	8
CAMLG	2.2453	2.1186	2.0184	0.0073529	2501	8
COX7A2L	2.3054	2.1159		0.0061399	2502	8
SNAI1	2.0115	2.1138	2.2152	0.0074328	2503	8
TAC3	2.2225	2.1136	2.0158	0.011477	2504	8
ACAT2	2.2678	2.1135	1.9316	0.010331	2505	8
ACTN1	2.177	2.113	2.0511	0.012042	2506	8
FASTKD5	2.0012	2.1128	2.2532	0.009375	2507	8
MBTPS1	2.0867	2.1123		0.0097139	2508	8
GLIS3	2.2288	2.112	2.0394	0.012644	2509	8
RGS11	2.0731	2.1113		0.011142	2510	8
CLPP	2.3224	2.1112	1.9051	0.0060235	2511.5	8
CHN2	1.9921	2.1112	2.2516	0.0090525	2511.5	8
KLF12	1.9133	2.1098	2.3547	0.0051177	2513	8
MXD1	1.983	2.1093	2.1764	0.0071606	2514	8
PURB	2.0001	2.1066	2.1892	0.0083345	2515	8
C19orf70	2.3709	2.1066	1.804	0.0069007	2516.5	8
BASP1-AS1	1.8704	2.1066	2.3517	0.006193	2516.5	8
PIN1P1	2.2484	2.1051		0.00955	2518	8
ZSCAN25	2.0528	2.104		0.0069955	2519	8
FMOD	2.2296	2.104	1.9706	0.0096275	2520	8
FCHO2	1.9457	2.1036	2.2034	0.0053019	2521	8
VIPR1	1.9195	2.1029	2.2882	0.0065447	2522	8
RPAP1	2.1628	2.1008		0.012123	2523	8
EBP	2.221	2.0989		0.010508	2524	8
BHMT	2.2912	2.0972	1.8852	0.0091347	2525	8
GRPR	2.2147	2.0957		0.0098826	2526	8
CETN4P	2.0667	2.0954		0.011491	2527	8
ZNF557	1.7094	2.0953	2.41	0.0034652	2528	8
ADGRA2	1.9424	2.0946	2.2671	0.0072531	2529	8
ZNF471	2.2026	2.0928		0.011325	2530	8
EID2B	2.1882	2.092	2.0015	0.0095355	2531	8
PP7080	2.1984	2.0918		0.0094699	2532	8
UPP2	2.2394	2.0914	1.968	0.0073124	2533	8
FZD9	2.3413	2.0913	1.8355	0.0072448	2534	8
DUT	1.9533	2.0896	2.1886	0.0070476	2535	8
PAPD4	2.0481	2.0881		0.011028	2536	8
FKBPL	2.1555	2.0872		0.010226	2537	8
MOB1B	2.2461	2.0869	1.9526	0.0045787	2538	8
RGS17	2.2397	2.0858	1.9528	0.0067255	2539	8
RICTOR	1.6615	2.0855	2.6043	0.0041421	2540	8
ZNF469	2.2933	2.0851	1.8933	0.0073364	2541	8
DPH7	1.8509	2.0843	2.2934	0.0050321	2542	8
TIMM44	2.0877	2.084		0.011493	2543	8
STEAP1B	2.0953	2.0838		0.013718	2544	8
ELOA	2.2121	2.0814	1.9381	0.0093675	2545	8
AKAP10	2.0087	2.0813	2.151	0.0069956	2546	8
ZBTB4	2.0067	2.0808		0.0096647	2547	8
LINC00545	2.1416	2.0806	2.0019	0.016164	2548	8
IKBKG	2.0402	2.0804	2.1313	0.009995	2549	8
HSD11B1L	2.2789	2.0784	1.8651	0.0046478	2550	8
PCDHB8	1.9368	2.0775	2.2029	0.0060663	2551	8
SNRNP27	2.3937	2.0748	1.7525	0.0049626	2552	8
TPI1P2	2.2678	2.0733		0.009508	2553	8
SLC29A3	2.1753	2.0732	2.0139	0.0076265	2554	8
TMEM246	2.1309	2.073		0.012402	2555	8
DCAF5	2.186	2.0724	1.9891	0.0071341	2556	8
GAL	2.1201	2.0722	2.0129	0.014054	2557	8
IFT57	2.0432	2.0719	2.103	0.011981	2558	8
SLC27A5	2.3111	2.071	1.843	0.0055131	2559	8
NDP	2.2461	2.071	1.8844	0.005974	2560	8
ZNF365	1.6836	2.0707	2.6071	0.0040784	2561	8
MELTF	2.1051	2.0706	2.0464	0.01097	2562	8
RFK	2.3147	2.0694	1.7347	0.0036402	2563	8
UBN2	1.8967	2.0687	2.1583	0.0060775	2564	8
ZCCHC17	2.1862	2.0682	2.0085	0.0041352	2565	8
NMNAT3	2.2416	2.0676	1.8768	0.0072854	2566	8
ZNF630	1.8976	2.0674	2.2933	0.0067397	2567	8
LINC01106	1.9156	2.0671	2.1946	0.0071212	2568	8
ZAP70	2.2068	2.0671		0.0096542	2569	8
TAS2R10	1.7838	2.0664	2.2652	0.0036583	2570	8
CLUHP3	1.9896	2.0646	2.1049	0.0077291	2571.5	8
GGN	2.1824	2.0646	1.9819	0.0094172	2571.5	8
UPK3A	2.144	2.0644		0.011657	2573	8
FLRT3	1.8442	2.0633	2.277	0.0059495	2574.5	8
ITPK1	1.9127	2.0633	2.1871	0.0058734	2574.5	8
ZDHHC16	2.1134	2.0629		0.010576	2576	8
LOC344967	2.1827	2.0623		0.012149	2577	8
SNX3	2.355	2.0621	1.7424	0.0059132	2578	8
MRPL10	2.2812	2.0604	1.8429	0.0045053	2579	8
STUM	2.2299	2.0594	1.9031	0.0035968	2580	8
TRAPPC2	2.1986	2.0591	1.9442	0.0071616	2581	8
ONECUT2	1.976	2.0589	2.1741	0.0095396	2582	8
GPI	2.2433	2.0587	1.8502	0.0094605	2583	8
CERNA1	2.0336	2.0581		0.0088635	2584	8
RIT2	2.1513	2.0557	1.9381	0.012662	2585	8
GPR20	2.0839	2.0544	2.0179	0.013593	2586	8
RTEL1	1.8638	2.0543	2.2454	0.0060056	2587	8
ZNF706	2.1722	2.0535	1.9734	0.0052274	2588	8
TAS2R4	1.9641	2.0534	2.119	0.0079395	2589	8
EDN1	2.1351	2.0528	1.9774	0.0093644	2590	8
POPDC3	2.0346	2.0523	2.0779	0.011595	2591	8
CSGALNACT1	2.2518	2.0511	1.8576	0.0059302	2592	8
RPS6KA5	2.0576	2.0511	2.0388	0.013873	2593	8
F8A1	1.926	2.0511	2.1916	0.0070487	2594	8
NELFE	2.2766	2.0507	1.7834	0.0048688	2595	8
KATNBL1	2.027	2.0504		0.0093203	2596	8
ATP6V0D1	2.1883	2.0501	1.8953	0.012034	2597	8
CRMP1	2.1609	2.0482	1.9641	0.0069923	2598	8
OGDHL	1.8384	2.045	2.3246	0.0066323	2599	8
MRPS21	2.2103	2.0436		0.0097643	2600	8
ABI1	2.3429	2.0433	1.7122	0.0051451	2601	8
DCX	2.0558	2.0409		0.013869	2602	8
SEC31B	1.9498	2.0369	2.0856	0.0080893	2603	8
SLC25A22	2.168	2.0333	1.9158	0.0050178	2604	8
DPYSL2	2.1693	2.0328		0.0094507	2605	8
DNAJC27	2.0176	2.0322	2.0514	0.011894	2606	8
PGBD2	1.9654	2.0317		0.011169	2607	8
TUBA8	1.8872	2.0315	2.1883	0.0083741	2608	8
CGREF1	2.2464	2.0302	1.8249	0.0049399	2609	8
MYO5B	2.0452	2.0297		0.01294	2610	8
MAPK1IP1L	2.1265	2.0295	1.9783	0.0058868	2611	8
TAOK2	1.976	2.0294		0.0084189	2612	8
LOC100131289	1.9847	2.0291		0.0073197	2613	8
BCL7A	1.9219	2.0273	2.1106	0.0083108	2614	8
MDGA2	1.735	2.0266	2.3523	0.0045091	2615	8
CORO6	1.5301	2.0247	2.6944	0.0035007	2616	8
RITA1	2.2342	2.0228	1.8269	0.0071861	2617	8
PRR36	2.1097	2.0203		0.010933	2618	8
LINC01296	2.057	2.0198	1.9867	0.01234	2619	8
MRPS30-DT	1.7819	2.0194	2.2981	0.005567	2620	8
KIRREL2	2.4153	2.0192	1.5728	0.0033915	2621	8
MPO	2.1922	2.0192	1.8121	0.0071692	2622	8
ASIC2	2.2687	2.0191	1.7274	0.0050473	2623	8
KCNMB2	2.2085	2.0186	1.7906	0.007478	2624	8
CCT2	2.1537	2.0182		0.010533	2625	8
UBR3	2.0957	2.0171		0.0094803	2626	8
KCTD16	1.9564	2.0153	2.0634	0.011501	2627	8
DNAJC14	2.1136	2.0153		0.0088984	2628	8
FGF18	1.8272	2.015	2.1953	0.0059977	2629	8
ANKRD30BL	2.1753	2.015	1.8459	0.0097116	2630	8
C2orf27A	2.033	2.0148	2.0027	0.011982	2631	8
ZFP64	2.1849	2.0144	1.8185	0.0065172	2632	8
DMKN	1.8512	2.014	2.0878	0.004281	2633	8
FRA10AC1	2.2121	2.0127	1.7791	0.0069467	2634	8
CLDN4	2.1039	2.0122		0.010062	2635	8
GNPTAB	2.122	2.0112	1.9426	0.0061899	2636	8
DYNC1H1	2.0993	2.01		0.012703	2637	8
HSPA12B	2.0182	2.0069	1.9835	0.012288	2638	8
RRN3	2.0611	2.0067		0.011988	2639	8
MARCKS	2.1203	2.0065	1.926	0.0073656	2640	8
TRMT1	1.9933	2.0059		0.012129	2641	8
LINC02217	2.1223	2.0058	1.8878	0.006902	2642	8
TMEM11	2.0263	2.0035		0.01134	2643	8
TUBB4A	2.0755	2.0011		0.011321	2644	8
FAM57A	2.0891	2.0009		0.0082286	2645	8
TADA2A	1.8275	2.0002	2.1399	0.0046843	2646	8
UBE2S	2.2796	1.9998	1.6852	0.0049125	2647	8
SENP1	1.8896	1.9995	2.086	0.0078586	2648	8
ZNF8	1.9456	1.999	2.0266	0.0062878	2649	8
PGM2L1	2.0918	1.9986	1.9336	0.0068441	2650	8
ARSG	1.7408	1.9985	2.2628	0.0044955	2651	8
FAM169A	1.8929	1.9978	2.0785	0.0085525	2652	8
MMAA	2.1421	1.9977	1.8654	0.007301	2653	8
WDYHV1	1.8979	1.9975	2.1281	0.0089017	2654	8
ADO	1.7993	1.9975	2.254	0.0054773	2655	8
USF3	2.1089	1.9974	1.9263	0.010685	2656	8
PTPRU	2.0823	1.9964	1.907	0.012954	2657	8
ITPA	1.9101	1.995	2.0987	0.0082246	2658	8
TRH	2.1127	1.9947	1.8995	0.011975	2659	8
CNIH3	2.1062	1.9921	1.8823	0.0097764	2660	8
MRFAP1	2.2237	1.9919		0.0072783	2661	8
SNX12	1.9881	1.9917		0.010351	2662	8
ADGRD1	1.983	1.9904		0.009363	2663	8
SLITRK4	1.9726	1.9899		0.0090677	2664	8
PAXBP1-AS1	2.1292	1.9898	1.8822	0.007243	2665	8
ZDHHC5	1.6252	1.9896	2.4091	0.0038666	2666.5	8
ERCC6	1.9771	1.9896		0.011353	2666.5	8
SLC35C1	1.746	1.9888	2.3038	0.0048123	2668	8
DGCR9	1.7841	1.9874	2.1588	0.0051525	2669	8
CCNQ	2.1768	1.9872	1.761	0.0067668	2670	8
ACOT8	2.233	1.9861	1.6978	0.0053542	2671	8
RPS6KB1	1.854	1.9845	2.1527	0.0075176	2672	8
KLHL9	1.8013	1.9842		0.005958	2673	8
HGSNAT	2.0451	1.9836	1.9394	0.011919	2674	8
HGS	2.0202	1.9832		0.013497	2675	8
RTL5	2.0429	1.9822	1.9529	0.0091149	2676	8
RNF26	1.9108	1.9802	2.0645	0.009168	2677	8
DYRK2	2.1407	1.9802	1.8177	0.0064716	2678	8
CIP2A	2.0756	1.98		0.011499	2679	8
IQCF4	2.1123	1.9791	1.8682	0.0093965	2680	8
SERTM1	2.0916	1.9786	1.8865	0.0071117	2681	8
PYM1	1.8863	1.9784	2.0773	0.0094126	2682	8
SERPINB9P1	2.0256	1.9783		0.0090646	2683	8
CIAO1	2.0099	1.9778		0.013053	2684	8
TMEM65	2.0745	1.9771	1.8927	0.0081777	2685	8
MYBPC1	2.1046	1.9762	1.8797	0.0083172	2686	8
AHNAK2	2.0277	1.9761	1.9092	0.013514	2687	8
SGIP1	1.5853	1.9755	2.4195	0.0039099	2688	8
ZBTB6	1.9716	1.975		0.0084983	2689	8
FBXL16	2.1492	1.9748	1.8204	0.0065334	2690	8
STMN2	2.0555	1.9747	1.8853	0.011585	2691	8
OTUB2	2.1022	1.9746	1.8618	0.0058113	2692	8
PNMT	2.0973	1.9744	1.8818	0.0072046	2693	8
COPS6	2.1842	1.9742		0.0093312	2694	8
RARS	2.2178	1.9737		0.007738	2695	8
ARFRP1	1.9372	1.9736		0.0080831	2696	8
SCAI	1.7582	1.9736	2.0861	0.0041323	2697	8
CNOT11	1.9232	1.9735		0.0084548	2698	8
ARHGAP33	2.1105	1.9731	1.8767	0.0043107	2699	8
RNMT	2.0048	1.9727		0.011836	2700	8
SCARA5	2.086	1.9723	1.8888	0.0058151	2701	8
SRA1	1.6303	1.9712	2.4247	0.0044778	2702	8
HOMER1	1.9844	1.9691	1.9408	0.012152	2703	8
MYO1B	1.9285	1.9679	2.0142	0.0088304	2704	8
FLJ37035	2.1396	1.9678		0.0087855	2705	8
FUT10	2.2609	1.9674	1.6581	0.0046612	2706	8
GABRB3	2.1631	1.9665	1.7735	0.0052998	2707	8
ZC3H8	2.0966	1.9661	1.8519	0.0083241	2708	8
TTC21A	1.9025	1.9658	2.0068	0.0092985	2709	8
GBAP1	2.0815	1.9609	1.8227	0.0098944	2710	8
MTUS2	1.6389	1.959	2.3244	0.0043768	2711	8
FOXP4	2.0191	1.9581		0.010478	2712	8
THRA	2.1725	1.9572	1.7398	0.0033711	2713	8
RPP40	2.0565	1.9571		0.010774	2714	8
ZNF845	2.0868	1.9551	1.8526	0.0095639	2715	8
DNAH1	1.8905	1.955	2.0124	0.0077977	2716	8
SNHG8	2.081	1.9545	1.8467	0.0057439	2717	8
ANKRD30BP2	2.048	1.9543	1.8861	0.0081157	2718	8
KIAA1211L	1.9687	1.9531	1.9461	0.0086737	2719	8
TXNRD3	2.0844	1.9528	1.8341	0.0057983	2720	8
COX11	2.197	1.9503	1.6595	0.0056947	2721	8
TLL1	2.0877	1.9502	1.8361	0.0076356	2722	8
ABCC5	1.8136	1.947	2.097	0.0068565	2723	8
KLHDC2	1.7711	1.9468	2.1137	0.0057722	2724	8
ZNF526	1.7803	1.9464	2.1172	0.0071033	2725	8
RIOX2	2.1374	1.9464	1.7097	0.00448	2726	8
CMTM8	2.0626	1.9455	1.8546	0.0081957	2727	8
ACTL6B	1.8664	1.9451		0.0090357	2728	8
SNHG20	2.0467	1.9447		0.0087356	2729	8
PRDM16	2.1163	1.9429	1.7941	0.0080257	2730	8
DDX28	1.8715	1.9418		0.0086863	2731	8
RAB27B	2.0466	1.9381	1.8587	0.0046326	2732	8
FAP	1.7909	1.9374	2.0896	0.006491	2733	8
RGS12	2.0447	1.937	1.823	0.010785	2734	8
GDF7	1.9876	1.9368	1.8781	0.013322	2735	8
APPBP2	1.8191	1.9363	2.0845	0.00686	2736	8
TOR1A	2.0791	1.9349		0.006502	2737	8
ZNF329	1.9981	1.9343		0.0080115	2738	8
CXXC5	1.8428	1.9336		0.00961	2739	8
METTL9	2.0653	1.9327	1.8162	0.0066645	2740	8
CASK	2.0604	1.9326	1.8454	0.0050163	2741	8
GSTA4	2.0471	1.9325		0.0088536	2742	8
WDR89	1.8785	1.9319		0.0088823	2743	8
COPS3	1.8185	1.9318		0.007247	2744	8
CIRBP	2.142	1.9307	1.7178	0.0054019	2745	8
ASIC4	2.0313	1.9305	1.8525	0.010972	2746	8
CLPTM1L	1.9986	1.9298		0.013684	2747	8
GAMT	2.0755	1.9297	1.7731	0.0074605	2748	8
HAUS5	1.7659	1.9293		0.0059151	2749	8
DENND5B	1.6655	1.9281	2.2168	0.0056244	2750	8
PFAS	1.8069	1.9268		0.006478	2751	8
ERICH1	1.9916	1.9248	1.8573	0.01139	2752	8
CALR	2.0345	1.9242		0.0075259	2753	8
NCALD	1.8723	1.9208	1.9635	0.0084373	2754	8
EIF3J	2.1334	1.9197	1.6782	0.0073406	2755	8
PCSK1	1.5554	1.9197	2.3702	0.0038186	2756	8
TUSC3	2.0452	1.9195	1.81	0.0066333	2757	8
CSE1L	2.0236	1.9194		0.010948	2758	8
PUSL1	2.1803	1.9166	1.645	0.0046894	2759	8
RAB15	2.0474	1.9165	1.7722	0.0087815	2760	8
INPP5E	1.791	1.916		0.0074232	2761	8
TYSND1	1.9733	1.9149		0.0090619	2762	8
HSPA8	2.0446	1.9143		0.010947	2763	8
FCHO1	1.8369	1.9142	1.9955	0.0060683	2764	8
ATXN2L	1.8216	1.913	2.0037	0.0081051	2765	8
NSUN5	1.6798	1.913	2.1565	0.0058008	2766	8
FAM78B	1.6721	1.9102	2.1409	0.0038229	2767	8
KIAA0232	1.864	1.9101	1.9626	0.009972	2768	8
SEMA6B	2.0601	1.9095	1.7632	0.0053008	2769	8
HS6ST3	1.9788	1.9094	1.8713	0.011081	2770	8
PRRT2	1.8218	1.9092	1.9979	0.0091643	2771	8
SHC3	2.0479	1.9081	1.7725	0.0073043	2772	8
KRT19	1.9842	1.9074	1.8417	0.0070638	2773	8
FAM160B2	1.6595	1.9069	2.194	0.0053638	2774	8
MEAF6	2.0241	1.9067		0.0078593	2775	8
GET4	2.0469	1.9062		0.009876	2776	8
BCL6	1.9745	1.9062	1.8462	0.009107	2777	8
KCNA4	1.9901	1.9061	1.8422	0.0091132	2778	8
TIAM2	1.6726	1.9061	2.1702	0.0057349	2779	8
SLC25A45	1.8738	1.9053		0.010167	2780	8
PLCH2	1.9472	1.9046	1.8711	0.010619	2781	8
HECA	1.7692	1.9044	2.095	0.0066324	2782	8
GPATCH2	1.9675	1.9036		0.01387	2783	8
C19orf57	1.9684	1.9022		0.010426	2784	8
CALCRL	1.9503	1.9016	1.8641	0.012661	2785	8
TIMM17B	2.2066	1.8994		0.0046607	2786	8
TMEM108	1.9907	1.8993	1.843	0.0072487	2787	8
SPRR2G	2.0488	1.8992	1.7599	0.0058379	2788	8
ZMYND12	2.1596	1.8986	1.6295	0.0064267	2789	8
INCENP	2.0828	1.8968	1.7134	0.0080677	2790	8
MFSD12	2.055	1.8962	1.7292	0.008395	2791	8
AMER1	1.8131	1.8958	2.0133	0.0088929	2792	8
DIRAS1	1.763	1.8957	2.0672	0.0074272	2793	8
LOC729930	1.9788	1.8952		0.009954	2794	8
STK11	1.7241	1.895		0.005976	2795	8
DKK1	1.8358	1.8921	1.9659	0.010342	2796	8
HOOK1	1.8809	1.8914	1.8991	0.011456	2797	8
C5orf49	2.1502	1.8912	1.5739	0.0030489	2798	8
GLE1	1.8651	1.8905		0.0094829	2799	8
FARSB	2.0941	1.8878		0.0055795	2800	8
GGTLC1	1.814	1.8869		0.0081018	2801	8
NUS1	1.9871	1.8866	1.8198	0.0052175	2802	8
DGAT2	2.0111	1.8863		0.0099442	2803	8
FBXO32	1.3407	1.8852	2.6021	0.002721	2804	8
PIN1	2.0306	1.8848		0.0082222	2805	8
ZNF223	1.6368	1.8833	2.186	0.0054557	2806	8
CHTF18	1.8893	1.8813	1.8763	0.011786	2807	8
GCAT	1.9201	1.8812		0.011159	2808	8
PIANP	2.1031	1.8793	1.6492	0.0041888	2809	8
ART3	1.8028	1.879	1.9565	0.0076815	2810	8
GTPBP4	2.1816	1.8789	1.5287	0.0051696	2811	8
LINC00982	2.0553	1.8786		0.0062986	2812	8
ERRFI1	1.6771	1.8775	2.1409	0.0054719	2813	8
KIF1BP	2.0406	1.8771	1.6968	0.0085591	2814	8
UQCC1	1.9982	1.877		0.0086488	2815	8
NR3C1	1.5151	1.8766	2.3832	0.0042233	2816	8
BDNF	1.9625	1.8754	1.7889	0.0095159	2817	8
POP1	1.7341	1.875	1.9759	0.0060322	2818	8
LNX1	1.8271	1.8746	1.9123	0.0085354	2819	8
KCNIP3	1.8791	1.8744	1.9019	0.0069935	2820	8
STN1	1.7802	1.8733	1.9916	0.0084897	2821	8
N4BP1	1.6776	1.8728	2.021	0.0049289	2822	8
POLR3K	2.0951	1.8713		0.0073898	2823	8
SIN3B	1.9767	1.8707	1.8004	0.0059702	2824	8
MMS19	2.0337	1.8699	1.6859	0.0065587	2825	8
ARHGDIA	2.0728	1.8693	1.6197	0.0039588	2826	8
PDP1	1.5363	1.8671	2.2336	0.0041762	2827	8
FAM200B	2.0005	1.8668	1.7182	0.006968	2828	8
RSPH3	1.7268	1.8661	2.0369	0.0062481	2829	8
CES4A	1.9653	1.8654	1.785	0.0077616	2830	8
PCDHB11	1.6808	1.8649	1.9776	0.0044702	2831	8
PAFAH1B2	1.8495	1.8646		0.01126	2832	8
DEFB131A	1.5254	1.8628	2.282	0.003951	2833	8
SNCB	1.6738	1.8627	2.078	0.0059437	2834	8
ADGRL3	2.0612	1.862	1.6741	0.004488	2835	8
WDR81	1.6796	1.8615	2.0517	0.0049668	2836	8
PARG	1.7867	1.8613	1.9107	0.0069724	2837	8
MYO5A	1.8128	1.8605		0.0084563	2838	8
SH2D1B	1.9169	1.8591	1.7893	0.013647	2839	8
JAKMIP3	1.6322	1.8588	2.1027	0.0059128	2840	8
TYW3	1.7481	1.8572	1.9831	0.0083168	2841	8
FGF14	1.6951	1.8568	1.9864	0.0063859	2842	8
RBBP4	1.6376	1.8562	1.958	0.0030805	2843	8
RLF	1.7629	1.8556		0.0079495	2844	8
OTUD1	1.9394	1.8549		0.0080343	2845	8
PHKB	1.8817	1.8548		0.011365	2846	8
AFTPH	1.5855	1.8539	2.1468	0.0045063	2847	8
TMEM74B	1.8338	1.8531		0.011374	2848	8
BAG4	1.9157	1.8498		0.010591	2849	8
SESN1	1.8328	1.8483		0.0087359	2850	8
ACTN3	1.877	1.8481		0.010918	2851	8
ANKRD2	1.8209	1.8481	1.8778	0.0097507	2852	8
FXR1	1.6559	1.8475	2.0996	0.0052609	2853	8
PSMB2	2.1522	1.8471		0.0049583	2854	8
LYSMD2	1.7637	1.8464	1.9396	0.0072615	2855	8
ATP2A2	1.785	1.8463	1.9163	0.0091127	2856	8
PPIE	1.7855	1.8458		0.0084066	2857	8
B3GNTL1	2.0418	1.8456		0.0073836	2858	8
DOLPP1	1.9994	1.845		0.006666	2859	8
OR2L13	1.7448	1.8449	1.9717	0.0078876	2860	8
ADAM17	1.8339	1.8443		0.0097829	2861	8
MSL3	1.8715	1.8431		0.010178	2862	8
KLHL4	1.8539	1.8415		0.0097486	2863	8
THNSL2	2.0607	1.8408	1.5902	0.0046806	2864	8
SYDE2	1.8012	1.8406	1.8971	0.012013	2865	8
FAR2P2	1.9694	1.8401	1.7296	0.0053901	2866	8
GCA	1.8832	1.8398		0.010658	2867	8
AMH	1.6476	1.8395	1.9884	0.0038256	2868	8
KIAA1328	1.9398	1.8386	1.7695	0.0064377	2869	8
ARFIP1	1.9338	1.8384		0.0083996	2870	8
CDCA8	1.7265	1.8381		0.0065027	2871	8
COG1	1.997	1.8366	1.6789	0.0038405	2872	8
NGDN	1.7278	1.8346	1.9509	0.0073665	2873	8
DET1	1.7348	1.834	1.9493	0.0067484	2874	8
ECSIT	1.6604	1.8337	2.0466	0.0064676	2875	8
ITGB8	1.9832	1.8326		0.0077516	2876	8
ATRNL1	1.5491	1.8323	2.1817	0.0044602	2877	8
GMCL1	1.8442	1.8313		0.013693	2878.5	8
ELMO1	1.8459	1.8313		0.010661	2878.5	8
TATDN2	1.8981	1.8311	1.7825	0.0084295	2880	8
HPSE2	1.7724	1.8309		0.0096907	2881	8
NECAB2	1.967	1.8307	1.7245	0.0052709	2882	8
SMPD1	1.9255	1.8303	1.7245	0.009503	2883	8
PDLIM7	1.8805	1.8297	1.7653	0.011876	2884	8
HSP90AA1	1.9461	1.8292		0.010181	2885	8
ZNF658B	1.8168	1.8273		0.0085492	2886	8
WHAMM	1.8073	1.8273		0.0079153	2887	8
AEN	1.9723	1.827		0.0066473	2888	8
PPT2	1.6649	1.827		0.006462	2889	8
HSDL1	1.9622	1.8268	1.6659	0.0087291	2890	8
GNB5	1.7625	1.8267		0.0066007	2891	8
C2orf40	1.8666	1.825	1.791	0.0089865	2892	8
STIM1	2.1587	1.8234	1.4864	0.0046513	2893	8
PCYT2	1.9006	1.8233	1.7273	0.0112	2894	8
ASTE1	1.63	1.822	1.9695	0.0051092	2895	8
SH3GL3	2.0433	1.8218	1.5796	0.004372	2896	8
CCNI	1.548	1.8206	2.1878	0.004563	2897	8
