label,Astro,Endo,Micro,Neuro-Ex,Neuro-In,OPC,Oligo,Per,L1,L2,L3,L4,L5,L6,WM,SCZ top 250,SCZ top 500,SCZ top 1000,MDD top 250,MDD top 500,MDD top 1000,PLS2,C3,normative_thinning_um_yr,tier
lh_PoI2,2.003,0.774,1.886,-0.9712,-0.6481,1.525,-1.526,-0.08327,2.566,0.9982,-0.5926,-2.329,-0.6045,1.313,0.524,-0.4515,-0.1473,-0.3401,1.047,0.1996,0.02166,-0.1179,-1.579,20.7,mid
lh_TA2,0.9687,-0.4167,0.8185,0.9133,1.024,1.551,-1.07,-1.107,0.7484,1.898,0.5642,-0.971,0.4567,0.2606,-0.3992,0.408,0.692,0.6226,1.661,1.248,0.9954,0.7607,0.4563,9.564,slow
lh_FOP4,0.2622,0.9763,0.7313,0.6694,0.4735,1.014,0.6717,0.6797,0.354,0.6395,0.4899,-0.4216,0.8632,1.789,0.579,0.08079,0.4169,0.4634,0.766,0.5746,0.4535,-0.2273,-0.04277,15.57,slow
lh_MI,1.304,1.01,1.653,0.7438,0.7012,1.876,-0.5466,0.117,1.469,1.776,0.5449,-1.403,1.158,2.588,0.688,0.6498,0.9828,1.063,2.032,1.687,1.526,0.7759,-0.5805,24.39,fast
lh_Pir,1.397,-0.198,2.939,-3.039,-1.522,1.91,1.573,1.051,2.368,-1.52,-3.228,-3.034,-2.833,0.01148,2.503,-2.256,-2.217,-1.956,-0.523,-1.433,-1.508,-3.183,,0.3829,slow
lh_AVI,0.2034,0.4022,0.2983,0.1213,0.06765,0.5991,0.5751,-0.09968,0.1589,0.4428,0.5315,-0.3198,0.3351,0.99,0.4338,0.04073,0.2034,0.107,0.5656,0.5208,0.3634,0.168,0.3601,20.31,mid
lh_AAIC,2.102,-0.3623,0.07889,0.9947,2.14,2.464,-2.95,-1.422,1.84,2.311,0.9898,-1.269,1.184,2.75,-1.835,-1.546,-1.356,-1.059,0.989,-0.09449,-0.02613,0.2437,,15.78,slow
lh_FOP1,-1.444,-1.317,-0.9091,-1.12,-1.511,-1.279,-1.174,-1.912,-1.149,-0.5325,-0.9265,-0.8777,-0.07431,0.3675,-1.49,-2.264,-2.416,-2.464,-1.449,-1.854,-2.269,-0.4751,,16.98,slow
lh_FOP3,1.263,1.073,1.097,0.4003,0.4451,0.6971,-0.3308,0.09675,1.396,1.108,0.01459,-1.048,-0.1225,1.165,0.9741,0.7362,0.931,0.8516,1.769,1.463,1.313,0.07824,-0.4831,14.05,slow
lh_FOP2,0.3454,-1.366,-1.017,-0.566,-1.168,-0.3744,0.4672,-2.308,-0.4195,0.513,0.2481,-1.307,0.02569,1.143,-0.05911,-1.203,-1.248,-1.179,-0.4639,-0.8179,-1.103,-0.3607,,19.32,mid
lh_PFt,0.3627,0.2044,0.8622,-0.3799,-0.3017,-0.2601,1.06,1.429,0.4551,-0.226,0.3068,0.1438,-0.4894,-1.079,0.8663,-0.03559,-0.104,0.09143,-0.4562,-0.3803,-0.1313,-0.6022,-0.06728,19.52,mid
lh_AIP,0.3896,0.597,0.06994,0.5849,0.3516,-0.7108,-1.049,0.6936,0.2842,-0.04882,0.4807,1.271,0.5635,-0.8642,-0.8135,0.7037,0.77,0.7466,0.6517,0.5564,0.6121,0.3798,0.7102,22.25,mid
lh_EC,1.232,-0.125,2.149,-1.987,-1.12,1.269,0.221,1.398,1.765,-1.21,-1.585,-1.653,-0.9059,-0.04481,1.05,-0.6811,-1.057,-1.094,-0.9948,-1.467,-1.319,-2.823,-2.623,9.421,slow
lh_PreS,-0.2638,-2.301,0.4962,-0.9335,-0.6284,0.926,0.6911,-1.934,-0.483,-0.593,-2.214,-2.22,-0.8327,1.176,0.7112,-1.699,-1.665,-1.646,-1.219,-1.509,-1.626,-1.145,-1.843,12.2,slow
lh_ProS,0.105,-0.8561,0.3844,-1.444,-2.035,-0.5355,0.3582,-2.098,-0.1029,-0.8981,-1.976,-1.587,0.3566,1.272,0.7816,-1.327,-1.387,-1.411,-1.277,-1.28,-1.549,-0.3727,,27.54,fast
lh_PeEc,2.287,-0.2021,1.944,-1.452,-0.8324,1.838,-0.8628,0.6709,2.556,0.7846,-0.4333,-2.209,-0.6407,-0.04299,0.6739,-0.5188,-0.4035,-0.5399,0.3313,-0.3597,-0.3893,-1.152,-1.79,5.889,slow
lh_STGa,0.6761,-1.253,1.204,0.04909,0.209,1.669,-0.6786,-1.396,0.5119,1.833,0.4935,-1.715,0.2482,0.5716,-0.185,-0.1134,-0.03196,-0.2353,1.11,0.4052,0.1853,0.432,-0.1125,12.72,slow
lh_PBelt,-1.246,0.4327,0.3196,-0.8869,-0.5202,-0.9211,1.413,0.2312,-0.4549,-0.583,-0.7396,-0.03551,-1.836,-1.606,0.9882,0.4481,0.04382,-0.05637,-0.4414,-0.4351,-0.3557,-1.004,-1.041,13.67,slow
lh_A5,-0.6081,-0.9342,-0.09019,-0.08691,-0.1866,-0.05303,0.1585,-1.053,-0.5454,0.3766,-0.2375,-0.4712,0.0731,0.3105,-0.04004,-0.2188,-0.243,-0.3483,-0.3638,-0.2957,-0.3502,0.2779,1.061,20.39,mid
lh_PHA1,1.225,-1.636,1.114,-1.801,-1.208,0.7003,-0.1479,-1.539,1.038,-0.6013,-0.9416,-1.697,-1.135,-0.4719,0.782,-1.099,-1.119,-1.19,-0.8459,-1.238,-1.135,-1.122,-1.653,14.24,slow
lh_PHA3,0.6156,-0.9108,-0.1786,0.8954,0.9767,0.8916,-0.6252,-0.3791,0.2918,1.766,0.7836,-1.11,0.294,0.578,-0.5389,-0.2721,0.0655,-0.07285,0.676,0.4471,0.378,0.6839,0.4723,17.28,slow
lh_STSda,0.6613,0.6941,1.074,-0.1485,-0.04095,1.052,0.4461,0.6389,0.9878,0.8925,0.3957,-0.6777,-0.08423,0.144,0.9925,0.8228,0.7418,0.671,1.16,0.9025,0.9002,0.2358,,19.46,mid
lh_STSdp,-0.3358,-0.3047,-0.7687,0.04562,-0.06868,-0.1874,0.4996,-0.09586,-0.3498,0.3984,0.4073,-0.08026,-0.1078,-0.261,-0.06905,0.2147,0.1279,0.05794,-0.06037,-0.05312,0.02881,0.2564,1.106,24.29,fast
lh_STSvp,-0.2454,-0.7469,-0.7191,-0.7884,-1.321,-0.8114,0.3226,-0.7512,-0.2954,-0.04543,0.08662,-0.8109,-0.5646,-0.4217,0.4091,-0.8594,-0.8785,-0.8816,-0.7254,-0.8381,-0.837,-0.1082,0.4791,24.88,fast
lh_TGd,1.738,-0.5933,1.077,-1.23,-0.8471,1.415,-1.121,-0.0182,1.843,1.259,0.3813,-2.127,-0.7872,-0.2533,-0.0749,-1.014,-0.7794,-1.051,0.3841,-0.4558,-0.6647,-0.3027,-0.9604,11.78,slow
lh_TE1a,1.03,-0.1685,0.9456,-0.3237,-0.1473,1.362,1.076,0.4829,0.8518,0.8778,0.5021,-1.139,-0.2174,-0.08341,1.366,0.2163,0.3259,0.4899,0.8247,0.5506,0.5026,0.02838,0.07716,17.48,slow
lh_TE1p,-0.6322,-1.95,-1.255,-0.3506,-0.8663,-0.3934,-0.4453,-1.457,-1.154,0.08605,0.2223,-0.827,-0.1157,-0.1889,-1.176,-1.914,-1.66,-1.764,-1.124,-1.356,-1.543,0.2788,1.253,18.88,mid
lh_TE2a,1.227,-0.1716,0.2831,-0.1388,-0.1786,0.9303,-0.469,0.3268,1.196,0.826,0.3641,-1.137,-0.05264,0.2476,-0.03611,-0.452,-0.2997,-0.2988,0.4171,-0.001197,-0.1213,0.1917,0.3202,18.18,mid
lh_TF,0.5648,-1.364,-0.6231,0.2807,0.1736,0.3624,-0.7452,-1.175,0.1083,1.425,0.5563,-1.093,0.1621,0.6971,-0.6924,-0.5926,-0.3667,-0.4258,0.3255,0.06431,-0.1328,0.3821,0.7102,17.18,slow
lh_TE2p,0.2358,-1.177,-0.5862,0.6658,0.5172,0.1792,-0.7304,-0.6591,-0.2142,1.108,0.6183,-0.491,0.3271,0.5655,-0.8765,-0.451,-0.2363,-0.3142,0.2735,0.01481,-0.0146,0.7668,1.332,18.22,mid
lh_PHT,-0.3494,-1.005,-0.4982,-0.426,-0.6778,-0.2412,-0.3265,-0.9971,-0.451,-0.156,-0.3122,-0.3771,-0.2715,-0.1454,-0.6935,-1.143,-1.062,-1.143,-0.6595,-0.94,-0.9901,0.1292,1.021,20.85,mid
lh_PH,-0.4203,0.6127,-0.006274,0.5415,0.5183,0.05365,-0.4709,0.8111,-0.08221,0.577,0.2903,0.1706,-0.3551,-0.2226,-0.4197,0.6645,0.6144,0.371,0.3121,0.3739,0.4586,0.598,0.8689,19.7,mid
lh_TPOJ1,-0.4742,-0.4298,-0.2071,0.9639,0.9626,-0.06067,0.3834,-0.164,-0.8389,0.6237,0.2688,0.4644,0.8775,0.6278,0.1139,0.7438,0.9431,1.02,0.6405,0.7821,0.9183,0.5581,1.218,21.16,mid
lh_TPOJ2,-0.7608,-0.7849,-0.8638,-0.3754,-0.7656,-0.9307,0.02568,-0.8437,-0.7998,-0.3626,-0.3218,-0.054,-0.284,-0.3904,-0.6727,-0.6452,-0.8336,-0.9691,-0.9013,-0.9772,-1.027,-0.1913,0.7576,21.93,mid
lh_TPOJ3,0.5691,1.717,1.355,0.7099,0.5006,0.3497,-0.7789,1.09,1.044,0.1621,-0.1644,0.8986,0.8605,0.7382,0.4024,1.766,1.7,1.498,0.9859,1.296,1.569,0.9641,,23.22,fast
lh_DVT,-0.1406,0.365,-0.1747,-0.3346,-0.2138,-0.6589,0.3308,0.1865,-0.07253,-0.8637,-0.7226,0.2724,-0.7493,-0.9527,0.2862,0.348,0.07167,0.05025,-0.03838,-0.0379,0.06491,0.1416,-0.4604,24.99,fast
lh_PGp,0.009649,-0.5446,0.2124,0.781,0.874,0.2958,-0.2863,0.4352,-0.2465,-0.1418,-0.2857,0.4868,0.1303,-0.2897,-0.2527,0.4549,0.32,0.3678,0.3324,0.2853,0.406,0.4193,0.3381,26,fast
lh_IP2,-0.0929,0.01839,-0.1552,-0.1721,-0.2887,-0.763,-0.3651,0.9612,0.05866,-0.1904,0.5152,0.6296,-0.2477,-1.034,-0.4429,0.1334,0.0289,0.07505,-0.4566,-0.2485,-0.2276,0.2181,0.6924,22.53,mid
lh_IP1,-0.9116,-0.8413,-0.4205,0.1374,0.07482,-0.8266,-0.6105,0.1603,-0.8719,-0.4294,0.2851,0.7798,-0.3633,-1.348,-1.164,-0.4339,-0.5577,-0.4933,-0.8833,-0.7536,-0.6103,0.17,0.6121,23.42,fast
lh_IP0,0.06623,-0.3412,-0.9521,1.49,1.864,0.1978,0.3308,0.7784,-0.4716,0.7197,1.109,0.905,-0.04727,-0.6437,-0.5385,1.085,1.083,1.244,0.8401,1.078,1.249,0.9882,0.6732,22.37,mid
lh_PFop,0.4625,-0.01904,0.03192,1.768,1.53,0.5091,-0.1481,0.9645,0.08979,1.185,0.9524,0.8602,1.392,0.9856,-0.2387,0.927,1.182,1.381,0.7907,1.148,1.192,0.5773,1.138,19.48,mid
lh_PF,-0.2926,-0.5817,0.4007,0.7305,0.512,-0.008556,-0.4903,0.3865,-0.3664,0.4367,0.711,0.3224,0.4154,-0.1579,-0.8379,-0.1803,-0.1766,-0.1696,-0.1682,-0.1023,-0.08242,0.4569,1.269,20.17,mid
lh_PFm,-0.7487,-1.944,-1.162,0.4289,-0.0531,-0.5561,-0.7917,-1.051,-1.419,-0.07401,0.493,0.2418,0.286,-0.1083,-1.593,-1.178,-0.9929,-0.9669,-0.5482,-0.664,-0.8406,0.504,1.388,23.12,fast
lh_PGi,0.2048,-0.6196,-0.7522,-0.3686,-0.4375,-0.4951,-1.286,0.2862,-0.02174,-0.177,0.3323,0.03618,-0.3917,-1.323,-1.235,-0.9649,-0.9038,-0.9134,-0.5418,-0.7182,-0.7789,0.4321,0.8219,24.23,fast
lh_PGs,-0.6661,-1.317,-1.081,0.8615,0.7349,-0.636,-1.083,-0.3688,-1.201,-0.03072,0.6165,0.655,0.2917,-0.3271,-1.795,-0.6222,-0.6676,-0.6672,-0.5653,-0.4337,-0.4413,0.8968,1.208,28.11,fast
lh_VMV1,-2.238,-1.6,-1.405,0.3919,0.003854,-2.004,-0.3023,-1.882,-2.171,-0.1611,-0.3264,0.4006,-0.3393,-0.7545,-1.158,-0.07732,-0.2464,-0.4722,-0.7357,-0.5089,-0.642,0.1613,0.2727,19.29,mid
lh_VMV3,-1.308,-1.525,-2.421,-0.01716,-0.1043,-1.315,-0.4949,-1.094,-1.529,0.07762,0.2415,-0.5347,-1.162,-1.132,-1.897,-1.902,-1.881,-2.127,-1.413,-1.629,-1.732,0.03255,0.6561,21.11,mid
lh_PHA2,0.3737,-1.77,-1.398,0.8501,1.081,0.8979,-1.56,-1.787,-0.2986,2.15,1.273,-1.21,0.5419,0.6705,-1.534,-0.3831,-0.1855,-0.4534,0.7712,0.5542,0.2454,1.348,0.5691,18.44,mid
lh_V4t,-1.79,-2.102,-1.134,1.678,1.258,-0.4251,-2.04,-1.111,-2.554,-0.6587,-0.6507,1.245,1.369,1.232,-2.447,0.1442,0.1739,-0.05005,-0.1912,0.2117,0.3953,1.03,,19.05,mid
lh_FST,-0.8137,-0.7705,-1.054,1.415,1.274,-0.2243,-0.421,-0.6282,-1.257,0.2519,0.194,0.598,0.4605,0.5068,-1.079,0.3564,0.4301,0.3698,0.1224,0.2761,0.4435,0.8962,1.096,20.29,mid
lh_V3CD,-1.923,-1.234,-2.25,-3.215,-3.455,-1.889,1.632,-1.197,-1.552,-1.908,-1.244,-1.485,-4.29,-3.645,0.5535,-2.126,-2.91,-3.36,-3.512,-3.708,-3.424,-1.192,,20.8,mid
lh_LO3,-1.144,-0.7767,-0.523,1.16,1.021,-0.7083,-0.7499,-0.7906,-1.246,-0.0973,-0.05735,1.159,0.6332,0.08999,-1.232,0.465,0.339,0.1216,0.06177,0.3338,0.2674,0.6329,0.9196,20.74,mid
lh_VMV2,0.8945,-0.7525,-1.726,-0.2492,-0.06192,0.6525,-1.037,-0.1229,0.2368,-0.1379,-0.9276,-0.9419,-1.533,-1.266,-0.8877,-0.4392,-0.3298,-0.9633,-0.761,-1.024,-0.9219,0.3631,,19.56,mid
lh_31pd,-0.8108,0.9482,-0.4271,-1.098,-0.9511,-0.8652,1.018,1.09,-0.09318,-1.035,-0.3967,0.1535,-1.157,-1.446,0.8329,-0.06112,-0.4624,-0.5064,-0.9089,-0.7676,-0.7236,-0.3151,-0.6527,26.32,fast
lh_31a,0.1513,-0.6939,-1.085,0.8242,0.9911,-0.2949,-2.409,0.6429,-0.0662,0.8885,1.318,0.3968,-0.158,-0.854,-2.462,-0.8426,-0.681,-0.7408,-0.2691,-0.221,-0.4616,1.268,0.8633,28.41,fast
lh_VVC,-0.9788,-1.916,-1.535,-0.2459,-0.3505,-0.696,-0.6963,-1.699,-1.348,0.1118,0.01163,-0.479,0.1582,-0.0345,-1.376,-1.464,-1.343,-1.441,-1.119,-1.156,-1.274,0.3711,1.322,20.77,mid
lh_25,2.086,-0.09276,1.582,-0.7988,-0.6577,2.168,-0.2279,-0.5449,2.135,1.054,-0.14,-2.333,-0.04118,0.8407,1.283,-0.2512,-0.05502,-0.08064,0.9279,0.5892,0.3575,0.6592,-1.504,24.58,fast
lh_s32,1.805,0.8151,1.433,0.5034,0.8705,1.958,-0.9705,0.918,1.768,1.67,1.22,-0.9758,0.6048,0.4041,0.4482,0.9283,1.111,0.9504,1.691,1.547,1.399,1.688,-0.07645,28.5,fast
lh_pOFC,0.3814,-0.4942,0.4709,0.7267,0.6736,0.8338,-1.909,-1.53,0.2709,1.715,1.289,-0.9299,1.507,1.217,-1.094,0.08395,0.3869,0.1964,1.343,1.035,0.6596,1.332,0.2989,4.647,slow
lh_PoI1,0.7109,-0.6624,0.2053,-0.513,-0.5327,0.3081,-2.217,-1.509,0.9067,1.066,-0.2624,-1.725,-0.2805,0.674,-1.134,-1.107,-0.93,-1.368,0.1598,-0.4997,-0.7892,0.2798,-0.5844,17.34,slow
lh_Ig,-0.3699,-0.04933,-0.6823,2.171,1.652,-0.3735,-0.4439,-1.558,-0.7412,1.217,0.4154,0.4849,1.725,1.843,-0.6546,0.843,1.242,1.034,1.211,1.465,1.314,1.258,1.075,22.36,mid
lh_p10p,0.7212,1.331,0.7636,0.4208,0.6512,0.9818,0.3075,1.594,1.018,0.5918,1.23,0.274,-0.4249,-0.5391,0.7398,1.456,1.278,1.306,1.292,1.273,1.278,1.393,,27.48,fast
lh_p47r,0.4775,1.075,1.211,0.5514,0.4707,1.16,1.771,1.219,0.6006,0.2807,0.8165,0.003498,0.2962,0.5824,1.707,1.287,1.17,1.306,1.088,1.219,1.158,0.68,0.466,22.69,fast
lh_TGv,1.018,-0.9104,0.7373,-0.2,-0.1274,1.521,-0.1309,-0.233,0.738,1.066,0.1901,-1.547,0.108,0.4592,0.2311,-0.3785,-0.2064,-0.3154,0.5751,0.05849,-0.04651,0.04659,-0.09421,13.46,slow
lh_MBelt,-1.31,0.03047,-0.0387,0.8156,1.046,-0.4533,1.411,-0.5982,-1.098,0.04031,-0.5259,0.2938,-0.3406,0.1168,0.5938,1.147,0.9969,0.8544,0.3862,0.6632,0.7188,-0.4409,-0.4407,16.75,slow
lh_LBelt,-3.229,0.3577,-0.5175,-1.535,-2.03,-4.309,-0.3968,-2.004,-1.594,-1.756,-0.7354,0.2033,-1.018,-1.331,-0.1283,-1.097,-1.473,-1.551,-2.487,-1.981,-2.145,-2.126,,13.61,slow
lh_A4,-0.9202,-0.3178,0.4133,1.032,0.8971,-0.2979,-0.8059,-0.4802,-0.738,0.5455,0.2245,0.5167,1.051,0.3434,-0.9956,0.4048,0.5156,0.3544,0.3919,0.4648,0.4288,0.44,1.335,16.32,slow
lh_STSva,0.6647,-0.6836,-0.05408,-0.5964,-0.4663,0.7502,0.3551,-0.2544,0.559,0.4135,0.2145,-1.042,-0.3201,-0.05693,0.3001,-0.8483,-0.7387,-0.6955,-0.07312,-0.4486,-0.5344,-0.0467,0.2693,17.87,slow
lh_TE1m,0.3809,-0.3921,-0.2921,-0.315,-0.738,0.1979,-0.1456,-0.5925,0.3357,0.5308,0.3834,-0.744,0.3344,0.2269,-0.02469,-0.07371,-0.2041,-0.3029,0.1249,-0.0507,-0.1921,0.3443,0.8073,18.09,slow
lh_PI,0.271,-1.069,0.5285,-0.007544,-0.006552,0.7223,0.5026,-1.568,0.01554,1.043,-0.296,-1.499,0.02766,0.9592,0.6406,-0.1281,-0.07512,-0.1777,0.7313,0.3324,0.06662,0.2769,-0.04449,9.383,slow
lh_a32pr,2.157,0.7081,0.8559,-0.5669,-0.1991,1.947,0.827,0.8147,1.834,0.06966,-0.5531,-1.042,0.4133,1.376,1.578,0.1074,0.2361,0.5882,0.7995,0.7106,0.5842,-0.4091,-1.404,22.78,fast
lh_p24,1.887,0.431,-0.2205,-0.8039,-0.07003,2.026,-0.9752,0.3562,1.773,0.3987,-0.567,-1.492,0.04765,0.5916,0.1455,-0.8691,-0.5285,-0.5846,0.7156,0.3151,-0.03162,0.1628,,24.52,fast
