arm	map	level	region	cortex	r	t	p	n
PRSCS_SCZ25_META	relative	parcel	lh_FOP2		-0.014421	-1.336	0.18157	8596
PRSCS_SCZ25_META	relative	parcel	lh_FOP3		-0.010165	-0.94167	0.34639	8596
PRSCS_SCZ25_META	relative	parcel	lh_FOP4		-0.0027887	-0.25833	0.79616	8596
PRSCS_SCZ25_META	relative	parcel	lh_FOP5		-0.0023153	-0.21448	0.83018	8596
PRSCS_SCZ25_META	relative	parcel	lh_FST		0.010367	0.96035	0.3369	8596
PRSCS_SCZ25_META	relative	parcel	lh_IFJa		0.023041	2.1349	0.032795	8596
PRSCS_SCZ25_META	relative	parcel	lh_IFJp		0.021003	1.946	0.051687	8596
PRSCS_SCZ25_META	relative	parcel	lh_IFSa		0.0072455	0.67119	0.50212	8596
PRSCS_SCZ25_META	relative	parcel	lh_IFSp		0.011062	1.0248	0.30549	8596
PRSCS_SCZ25_META	relative	parcel	lh_IP0		-0.0045554	-0.42199	0.67305	8596
PRSCS_SCZ25_META	relative	parcel	lh_IP1		0.0054289	0.50291	0.61504	8596
PRSCS_SCZ25_META	relative	parcel	lh_IP2		0.022721	2.1053	0.035297	8596
PRSCS_SCZ25_META	relative	parcel	lh_IPS1		-0.0015369	-0.14237	0.88679	8596
PRSCS_SCZ25_META	relative	parcel	lh_Ig		-0.031034	-2.8762	0.0040349	8596
PRSCS_SCZ25_META	relative	parcel	lh_LBelt		0.011958	1.1078	0.26799	8596
PRSCS_SCZ25_META	relative	parcel	lh_LIPd		0.017738	1.6434	0.10034	8596
PRSCS_SCZ25_META	relative	parcel	lh_LIPv		0.0082954	0.76846	0.44224	8596
PRSCS_SCZ25_META	relative	parcel	lh_LO1		0.0081707	0.75691	0.44913	8596
PRSCS_SCZ25_META	relative	parcel	lh_LO2		-0.012763	-1.1823	0.2371	8596
PRSCS_SCZ25_META	relative	parcel	lh_LO3		0.0035445	0.32834	0.74266	8596
PRSCS_SCZ25_META	relative	parcel	lh_MBelt		0.0032308	0.29928	0.76473	8596
PRSCS_SCZ25_META	relative	parcel	lh_MI		-0.014269	-1.322	0.18621	8596
PRSCS_SCZ25_META	relative	parcel	lh_MIP		0.020962	1.9422	0.052142	8596
PRSCS_SCZ25_META	relative	parcel	lh_MST		0.02343	2.171	0.029957	8596
PRSCS_SCZ25_META	relative	parcel	lh_MT		0.017131	1.5872	0.11251	8596
PRSCS_SCZ25_META	relative	parcel	lh_OFC		-0.0045666	-0.42303	0.67229	8596
PRSCS_SCZ25_META	relative	parcel	lh_OP1		0.0030154	0.27933	0.78	8596
PRSCS_SCZ25_META	relative	parcel	lh_OP2-3		-0.0038124	-0.35316	0.72398	8596
PRSCS_SCZ25_META	relative	parcel	lh_OP4		-0.011162	-1.034	0.30115	8596
PRSCS_SCZ25_META	relative	parcel	lh_PBelt		0.0288	2.6689	0.0076233	8596
PRSCS_SCZ25_META	relative	parcel	lh_PCV		0.0093794	0.86889	0.38493	8596
PRSCS_SCZ25_META	relative	parcel	lh_PEF		0.014591	1.3517	0.1765	8596
PRSCS_SCZ25_META	relative	parcel	lh_PF		-0.0024029	-0.22259	0.82386	8596
PRSCS_SCZ25_META	relative	parcel	lh_PFcm		0.018183	1.6847	0.092086	8596
PRSCS_SCZ25_META	relative	parcel	lh_PFm		0.00055641	0.051542	0.95889	8596
PRSCS_SCZ25_META	relative	parcel	lh_PFop		-0.0060809	-0.56331	0.57324	8596
PRSCS_SCZ25_META	relative	parcel	lh_PFt		-0.0021333	-0.19761	0.84335	8596
PRSCS_SCZ25_META	relative	parcel	lh_PGi		-0.0092074	-0.85295	0.39371	8596
PRSCS_SCZ25_META	relative	parcel	lh_PGp		-0.010121	-0.93756	0.3485	8596
PRSCS_SCZ25_META	relative	parcel	lh_PGs		-0.015674	-1.4521	0.14651	8596
PRSCS_SCZ25_META	relative	parcel	lh_PH		-0.0097959	-0.90747	0.36418	8596
PRSCS_SCZ25_META	relative	parcel	lh_PHA1		0.0050718	0.46983	0.63849	8596
PRSCS_SCZ25_META	relative	parcel	lh_PHA2		-0.0049195	-0.45572	0.6486	8596
PRSCS_SCZ25_META	relative	parcel	lh_PHA3		0.015936	1.4764	0.13988	8596
PRSCS_SCZ25_META	relative	parcel	lh_PHT		-0.010381	-0.96171	0.33622	8596
PRSCS_SCZ25_META	relative	parcel	lh_PI		-0.0028544	-0.26441	0.79147	8596
PRSCS_SCZ25_META	relative	parcel	lh_PIT		0.004467	0.4138	0.67903	8596
PRSCS_SCZ25_META	relative	parcel	lh_POS1		-0.016167	-1.4978	0.13422	8596
PRSCS_SCZ25_META	relative	parcel	lh_POS2		-0.017607	-1.6312	0.10288	8596
PRSCS_SCZ25_META	relative	parcel	lh_PSL		0.0037891	0.351	0.7256	8596
PRSCS_SCZ25_META	relative	parcel	lh_PeEc		0.01005	0.93105	0.35186	8596
PRSCS_SCZ25_META	relative	parcel	lh_Pir		-0.019287	-1.7869	0.073986	8596
PRSCS_SCZ25_META	relative	parcel	lh_PoI1		-0.021285	-1.9722	0.048624	8596
PRSCS_SCZ25_META	relative	parcel	lh_PoI2		-0.036614	-3.3939	0.0006921	8596
PRSCS_SCZ25_META	relative	parcel	lh_PreS		-0.030303	-2.8084	0.0049908	8596
PRSCS_SCZ25_META	relative	parcel	lh_ProS		-0.0067879	-0.62881	0.52949	8596
PRSCS_SCZ25_META	relative	parcel	lh_RI		0.015872	1.4705	0.14147	8596
PRSCS_SCZ25_META	relative	parcel	lh_RSC		-0.00086116	-0.079773	0.93642	8596
PRSCS_SCZ25_META	relative	parcel	lh_SCEF		0.024774	2.2956	0.02172	8596
PRSCS_SCZ25_META	relative	parcel	lh_SFL		0.0055432	0.5135	0.60762	8596
PRSCS_SCZ25_META	relative	parcel	lh_STGa		-0.015066	-1.3958	0.16282	8596
PRSCS_SCZ25_META	relative	parcel	lh_STSda		0.0030235	0.28008	0.77942	8596
PRSCS_SCZ25_META	relative	parcel	lh_STSdp		0.026884	2.4913	0.012747	8596
PRSCS_SCZ25_META	relative	parcel	lh_STSva		0.015793	1.4632	0.14346	8596
PRSCS_SCZ25_META	relative	parcel	lh_STSvp		0.0025441	0.23567	0.8137	8596
PRSCS_SCZ25_META	relative	parcel	lh_STV		0.011883	1.1009	0.27098	8596
PRSCS_SCZ25_META	relative	parcel	lh_TA2		-0.012061	-1.1173	0.26388	8596
PRSCS_SCZ25_META	relative	parcel	lh_TE1a		-0.004456	-0.41278	0.67977	8596
PRSCS_SCZ25_META	relative	parcel	lh_TE1m		-0.0080718	-0.74775	0.45463	8596
PRSCS_SCZ25_META	relative	parcel	lh_TE1p		-0.025424	-2.3559	0.018499	8596
PRSCS_SCZ25_META	relative	parcel	lh_TE2a		-0.016276	-1.5079	0.13161	8596
PRSCS_SCZ25_META	relative	parcel	lh_TE2p		0.0081718	0.757	0.44907	8596
PRSCS_SCZ25_META	relative	parcel	lh_TF		0.0039359	0.3646	0.71542	8596
PRSCS_SCZ25_META	relative	parcel	lh_TGd		0.00053774	0.049813	0.96027	8596
PRSCS_SCZ25_META	relative	parcel	lh_TGv		0.023813	2.2065	0.027378	8596
PRSCS_SCZ25_META	relative	parcel	lh_TPOJ1		0.034239	3.1736	0.001511	8596
PRSCS_SCZ25_META	relative	parcel	lh_TPOJ2		0.0033523	0.31054	0.75616	8596
PRSCS_SCZ25_META	relative	parcel	lh_TPOJ3		0.023849	2.2098	0.027142	8596
PRSCS_SCZ25_META	relative	parcel	lh_V1		-0.010342	-0.95804	0.33807	8596
PRSCS_SCZ25_META	relative	parcel	lh_V2		0.0028652	0.26542	0.79069	8596
PRSCS_SCZ25_META	relative	parcel	lh_V3		-0.0018675	-0.173	0.86266	8596
PRSCS_SCZ25_META	relative	parcel	lh_V3A		0.0071211	0.65967	0.50948	8596
PRSCS_SCZ25_META	relative	parcel	lh_V3B		0.0269	2.4928	0.012694	8596
PRSCS_SCZ25_META	relative	parcel	lh_V3CD		0.02121	1.9652	0.049428	8596
PRSCS_SCZ25_META	relative	parcel	lh_V4		0.019417	1.799	0.072046	8596
PRSCS_SCZ25_META	relative	parcel	lh_V4t		0.0037122	0.34388	0.73095	8596
PRSCS_SCZ25_META	relative	parcel	lh_V6		0.014671	1.3592	0.17411	8596
PRSCS_SCZ25_META	relative	parcel	lh_V6A		0.0026291	0.24355	0.80759	8596
PRSCS_SCZ25_META	relative	parcel	lh_V7		-0.005351	-0.49569	0.62013	8596
PRSCS_SCZ25_META	relative	parcel	lh_V8		-0.015426	-1.4291	0.15301	8596
PRSCS_SCZ25_META	relative	parcel	lh_VIP		-0.0022239	-0.20601	0.83679	8596
PRSCS_SCZ25_META	relative	parcel	lh_VMV1		-0.015022	-1.3917	0.16406	8596
PRSCS_SCZ25_META	relative	parcel	lh_VMV2		0.011475	1.063	0.2878	8596
PRSCS_SCZ25_META	relative	parcel	lh_VMV3		0.018976	1.7581	0.078764	8596
PRSCS_SCZ25_META	relative	parcel	lh_VVC		-0.0042492	-0.39362	0.69387	8596
PRSCS_SCZ25_META	relative	parcel	lh_a10p		-0.019519	-1.8085	0.070565	8596
PRSCS_SCZ25_META	relative	parcel	lh_a24		-0.0090137	-0.835	0.40374	8596
PRSCS_SCZ25_META	relative	parcel	lh_a24pr		-0.0060686	-0.56217	0.57401	8596
PRSCS_SCZ25_META	relative	parcel	lh_a32pr		0.017798	1.6489	0.099196	8596
PRSCS_SCZ25_META	relative	parcel	lh_a47r		-0.014311	-1.3258	0.18494	8596
PRSCS_SCZ25_META	relative	parcel	lh_a9-46v		0.00077191	0.071505	0.943	8596
PRSCS_SCZ25_META	relative	parcel	lh_d23ab		0.005745	0.53219	0.59461	8596
PRSCS_SCZ25_META	relative	parcel	lh_d32		0.0087313	0.80885	0.41863	8596
PRSCS_SCZ25_META	relative	parcel	lh_i6-8		-0.0081588	-0.7558	0.44979	8596
PRSCS_SCZ25_META	relative	parcel	lh_p10p		-0.0085427	-0.79137	0.42875	8596
PRSCS_SCZ25_META	relative	parcel	lh_p24		0.0060153	0.55723	0.57738	8596
PRSCS_SCZ25_META	relative	parcel	lh_p24pr		-0.0085944	-0.79616	0.42596	8596
PRSCS_SCZ25_META	relative	parcel	lh_p32		0.0055904	0.51787	0.60456	8596
PRSCS_SCZ25_META	relative	parcel	lh_p32pr		0.016582	1.5363	0.12451	8596
PRSCS_SCZ25_META	relative	parcel	lh_p47r		-0.0094488	-0.87531	0.38143	8596
PRSCS_SCZ25_META	relative	parcel	lh_p9-46v		0.010986	1.0177	0.30885	8596
PRSCS_SCZ25_META	relative	parcel	lh_pOFC		-0.017502	-1.6215	0.10494	8596
PRSCS_SCZ25_META	relative	parcel	lh_s32		0.010278	0.95215	0.34105	8596
PRSCS_SCZ25_META	relative	parcel	lh_s6-8		0.004362	0.40407	0.68617	8596
PRSCS_SCZ25_META	relative	parcel	lh_v23ab		-0.0094965	-0.87974	0.37903	8596
PRSCS_SCZ25_META	absolute_ct	cortex	1	Primary_Visual	0.0021149	0.19591	0.84469	8596
PRSCS_SCZ25_META	absolute_ct	cortex	2	Early_Visual	0.019271	1.7855	0.074215	8596
PRSCS_SCZ25_META	absolute_ct	cortex	3	Dorsal_Stream_Visual	0.01408	1.3044	0.19212	8596
PRSCS_SCZ25_META	absolute_ct	cortex	4	Ventral_Stream_Visual	0.020279	1.8789	0.060292	8596
PRSCS_SCZ25_META	absolute_ct	cortex	5	MT+_Complex_and_Neighboring_Visual_Areas	0.026107	2.4192	0.015576	8596
PRSCS_SCZ25_META	absolute_ct	cortex	6	Somatosensory_and_Motor	0.0066249	0.61371	0.53943	8596
PRSCS_SCZ25_META	absolute_ct	cortex	7	Paracentral_Lobular_and_Mid_Cingulate	0.027326	2.5322	0.011352	8596
PRSCS_SCZ25_META	absolute_ct	cortex	8	Premotor	0.02664	2.4687	0.013581	8596
PRSCS_SCZ25_META	absolute_ct	cortex	9	Posterior_Opercular	0.0056673	0.52499	0.5996	8596
PRSCS_SCZ25_META	absolute_ct	cortex	10	Early_Auditory	0.032482	3.0106	0.0026153	8596
PRSCS_SCZ25_META	absolute_ct	cortex	11	Auditory_Association	0.024477	2.2681	0.023348	8596
PRSCS_SCZ25_META	absolute_ct	cortex	12	Insular_and_Frontal_Opercular	0.0037602	0.34832	0.72761	8596
PRSCS_SCZ25_META	absolute_ct	cortex	13	Medial_Temporal	0.010695	0.99074	0.32184	8596
PRSCS_SCZ25_META	absolute_ct	cortex	14	Lateral_Temporal	0.016418	1.521	0.12829	8596
PRSCS_SCZ25_META	absolute_ct	cortex	15	Temporo-Parieto_Occipital_Junction	0.029656	2.7484	0.0060016	8596
PRSCS_SCZ25_META	absolute_ct	cortex	16	Superior_Parietal	0.022424	2.0777	0.037767	8596
PRSCS_SCZ25_META	absolute_ct	cortex	17	Inferior_Parietal	0.0261	2.4186	0.015601	8596
PRSCS_SCZ25_META	absolute_ct	cortex	18	Posterior_Cingulate	0.026011	2.4103	0.015962	8596
PRSCS_SCZ25_META	absolute_ct	cortex	19	Anterior_Cingulate_and_Medial_Prefrontal	0.016415	1.5208	0.12835	8596
PRSCS_SCZ25_META	absolute_ct	cortex	20	Orbital_and_Polar_Frontal	0.017202	1.5938	0.11103	8596
PRSCS_SCZ25_META	absolute_ct	cortex	21	Inferior_Frontal	0.030947	2.8681	0.0041398	8596
PRSCS_SCZ25_META	absolute_ct	cortex	22	Dorsolateral_Prefrontal	0.029587	2.7419	0.0061203	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_1		0.010074	0.93322	0.35073	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_10d		0.014622	1.3546	0.17558	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_10pp		0.030552	2.8315	0.0046437	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_10r		0.026636	2.4683	0.013595	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_10v		0.0061845	0.5729	0.56673	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_11l		0.013912	1.2888	0.19749	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_13l		0.0042731	0.39584	0.69223	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_2		0.02144	1.9865	0.047005	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_23c		0.0017609	0.16312	0.87043	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_23d		0.0026305	0.24367	0.80749	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_24dd		0.022016	2.0399	0.041388	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_24dv		0.01533	1.4203	0.15557	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_25		-0.0045734	-0.42366	0.67183	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_31a		0.025122	2.3279	0.019942	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_31pd		0.033761	3.1292	0.0017587	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_31pv		0.030868	2.8608	0.0042356	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_33pr		0.0036589	0.33894	0.73466	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_3a		0.0076032	0.70433	0.48124	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_3b		0.0061558	0.57024	0.56853	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_4		0.0031329	0.29022	0.77166	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_43		0.0077173	0.7149	0.47469	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_44		0.014549	1.3478	0.17774	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_45		0.021343	1.9776	0.048011	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_46		0.02097	1.943	0.052051	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_47l		0.019806	1.835	0.066534	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_47m		0.00018761	0.017379	0.98613	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_47s		0.0083831	0.77659	0.43742	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_52		0.014527	1.3458	0.17839	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_55b		0.015129	1.4016	0.16106	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_5L		0.025402	2.3538	0.018604	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_5m		0.007613	0.70524	0.48068	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_5mv		0.027389	2.5381	0.011164	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_6a		0.032773	3.0375	0.0023928	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_6d		0.013232	1.2259	0.22028	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_6ma		0.0057082	0.52878	0.59697	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_6mp		0.021401	1.9829	0.047408	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_6r		0.0031737	0.294	0.76877	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_6v		0.021669	2.0077	0.044704	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_7AL		0.027158	2.5167	0.011865	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_7Am		0.012791	1.1849	0.23608	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_7PC		0.0017363	0.16084	0.87223	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_7PL		0.0093728	0.86828	0.38527	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_7Pm		0.026635	2.4682	0.013598	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_7m		0.021316	1.975	0.048299	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_8Ad		0.032041	2.9696	0.00299	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_8Av		-0.010347	-0.95851	0.33783	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_8BL		0.0098664	0.914	0.36074	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_8BM		0.016362	1.5159	0.12958	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_8C		0.037098	3.4389	0.0005869	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_9-46d		0.024103	2.2334	0.025549	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_9a		0.015309	1.4183	0.15615	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_9m		0.015558	1.4413	0.14952	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_9p		0.015831	1.4667	0.14251	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_A1		0.0074317	0.68844	0.49119	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_A4		0.015973	1.4798	0.13896	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_A5		0.024483	2.2686	0.023316	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_AAIC		0.0096257	0.89171	0.37258	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_AIP		0.028541	2.6449	0.0081864	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_AVI		0.022416	2.077	0.037834	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_DVT		0.022679	2.1013	0.03564	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_EC		-0.00063303	-0.05864	0.95324	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_FEF		0.019855	1.8396	0.065861	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_FFC		0.010277	0.952	0.34112	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_FOP1		-0.0069942	-0.64791	0.51706	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_FOP2		0.015892	1.4723	0.14097	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_FOP3		0.0088866	0.82323	0.4104	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_FOP4		0.0053092	0.49182	0.62286	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_FOP5		0.013359	1.2376	0.21589	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_FST		0.020833	1.9302	0.053611	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_IFJa		0.030415	2.8188	0.0048315	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_IFJp		0.020473	1.8969	0.057871	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_IFSa		0.024596	2.2791	0.022687	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_IFSp		0.028513	2.6424	0.0082481	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_IP0		0.024701	2.2888	0.022114	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_IP1		0.030302	2.8083	0.0049913	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_IP2		0.032015	2.9672	0.0030134	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_IPS1		0.011135	1.0316	0.30231	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_Ig		-0.0063835	-0.59134	0.55431	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_LBelt		0.019468	1.8038	0.071303	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_LIPd		0.030359	2.8136	0.0049107	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_LIPv		0.0089344	0.82766	0.40789	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_LO1		0.0099622	0.92288	0.3561	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_LO2		-0.0074967	-0.69447	0.48741	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_LO3		0.017787	1.648	0.099394	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_MBelt		0.016685	1.5458	0.12218	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_MI		-0.00028069	-0.026001	0.97926	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_MIP		0.027575	2.5553	0.010625	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_MST		0.032369	3	0.0027071	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_MT		0.017033	1.578	0.1146	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_OFC		0.010965	1.0158	0.30977	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_OP1		-0.0030711	-0.28449	0.77604	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_OP2-3		0.015787	1.4626	0.14362	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_OP4		-0.00015251	-0.014127	0.98873	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_PBelt		0.031727	2.9405	0.0032857	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_PCV		0.031557	2.9247	0.003457	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_PEF		0.013917	1.2893	0.19731	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_PF		0.007598	0.70385	0.48155	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_PFcm		0.022254	2.062	0.039237	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_PFm		0.019836	1.8379	0.066118	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_PFop		0.0079674	0.73807	0.46049	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_PFt		0.022685	2.102	0.035586	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_PGi		0.012562	1.1637	0.24457	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_PGp		0.025438	2.3572	0.018435	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_PGs		0.0022198	0.20562	0.83709	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_PH		0.013439	1.245	0.21316	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_PHA1		0.011088	1.0272	0.30437	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_PHA2		0.0099835	0.92485	0.35507	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_PHA3		0.025502	2.3631	0.018144	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_PHT		0.0079053	0.73232	0.46399	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_PI		0.0093853	0.86944	0.38463	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_PIT		0.020298	1.8807	0.060047	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_POS1		-0.0058055	-0.5378	0.59073	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_POS2		0.0088322	0.81819	0.41327	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_PSL		0.0081117	0.75144	0.45241	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_PeEc		0.015246	1.4125	0.15784	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_Pir		0.007958	0.7372	0.46102	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_PoI1		-0.008273	-0.76639	0.44347	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_PoI2		-0.0096633	-0.89519	0.37071	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_PreS		-0.01061	-0.9829	0.32569	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_ProS		0.0050317	0.46611	0.64115	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_RI		0.019189	1.7779	0.075461	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_RSC		0.00076506	0.07087	0.9435	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_SCEF		0.025418	2.3553	0.018529	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_SFL		-0.0010646	-0.098614	0.92145	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_STGa		0.0046011	0.42622	0.66996	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_STSda		0.03036	2.8136	0.0049096	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_STSdp		0.031771	2.9446	0.0032426	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_STSva		0.026843	2.4875	0.012885	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_STSvp		0.00964	0.89303	0.37187	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_STV		0.0074667	0.69168	0.48915	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_TA2		-0.005441	-0.50403	0.61425	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_TE1a		-0.0049934	-0.46256	0.64369	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_TE1m		0.0078719	0.72923	0.46588	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_TE1p		-0.0031966	-0.29611	0.76715	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_TE2a		0.019192	1.7781	0.075415	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_TE2p		0.019935	1.847	0.064785	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_TF		0.0083285	0.77153	0.44041	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_TGd		0.01369	1.2682	0.20475	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_TGv		0.022779	2.1107	0.034828	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_TPOJ1		0.031724	2.9402	0.0032888	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_TPOJ2		0.027289	2.5288	0.011463	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_TPOJ3		0.036996	3.4294	0.00060769	8596
PRSCS_SCZ25_META	absolute_ct	parcel	lh_V1		0.0021149	0.19591	0.84469	8596
