label,Astro,Endo,Micro,Neuro-Ex,Neuro-In,OPC,Oligo,Per,L1,L2,L3,L4,L5,L6,WM,SCZ top 250,SCZ top 500,SCZ top 1000,MDD top 250,MDD top 500,MDD top 1000,PLS2,C3,normative_thinning_um_yr,tier
lh_9p,0.1377,0.7074,-0.2055,-0.4762,-0.8349,-0.5003,-0.4721,0.05613,0.6123,-0.06351,1.147,0.3136,-0.3071,-0.6435,-0.2703,-0.2528,-0.3125,-0.4445,-0.4805,-0.4671,-0.4792,0.1713,0.3456,19.38,mid
lh_10d,0.9776,0.9246,1.974,0.008349,0.4721,1.17,0.647,0.3986,1.204,0.7193,1.208,-0.1335,-0.4358,-0.6913,1.512,1.438,1.839,1.656,2.062,1.907,1.766,1.071,,32.03,fast
lh_8C,-0.4574,1.801,0.6161,0.1024,-0.1093,-0.6994,-0.9321,0.7894,0.6706,-0.1724,0.8407,1.097,0.3361,0.04469,-0.5525,-0.04749,0.1689,-0.08378,0.001705,-0.2905,-0.3245,0.4341,0.3863,16.74,slow
lh_44,-1.492,2.569,2.003,0.7898,0.1222,-1.151,-1.709,0.8307,0.323,1.624,2.043,0.3203,0.1756,0.6481,-1.182,0.5023,0.2687,0.3386,0.377,0.009341,-0.04241,0.497,0.5895,14.8,slow
lh_45,-0.8435,0.3659,0.7838,1.024,0.7515,-0.4283,0.09575,-0.03315,-0.7646,0.3784,1.217,0.965,1.188,1.013,-0.05364,1.019,0.976,0.9342,0.7903,0.7427,0.7856,0.5812,1.065,21.9,mid
lh_47l,-0.9524,-0.48,0.04615,0.3981,-0.1166,-0.9032,-0.3142,-0.8304,-0.802,-0.3394,0.3721,0.715,0.8858,1.019,-0.5269,-0.03834,-0.3584,-0.3469,-0.02928,-0.1918,-0.3327,0.5373,0.7801,23.1,fast
lh_a47r,-0.1834,-0.4282,-0.1546,-0.3758,-0.475,0.1056,-0.07433,-0.1603,-0.02829,-0.2093,0.3376,-0.4681,-0.3215,-0.01346,-0.3286,-0.904,-0.8309,-1.045,-0.4947,-0.7777,-0.9038,0.6445,1,28.28,fast
lh_6r,0.02467,1.434,1.395,1.252,1.317,0.6674,0.1493,0.6691,0.425,0.7615,0.9054,1.239,1.204,1.305,0.3752,1.581,1.673,1.727,1.483,1.516,1.609,-0.2975,,11.31,slow
lh_IFJa,-0.2581,0.8117,-0.5078,1.074,0.0306,-1.143,0.5086,-0.1274,-0.7503,0.2142,0.4025,1.184,1.503,1.063,0.2901,1.042,0.7655,1.248,0.195,0.5222,0.6061,0.3582,,16.38,slow
lh_IFJp,0.2136,2.015,1.809,-0.2507,-0.3263,-0.02281,0.198,0.7433,1.185,0.3856,1.257,0.768,-0.1083,0.1466,0.6072,1.822,1.384,1.298,0.5667,0.9098,0.9289,-0.69,,12.11,slow
lh_IFSp,-1.622,0.8756,-0.06003,0.6048,0.05358,-1.072,-0.5249,0.218,-0.8028,-0.1059,0.7232,0.8659,0.4685,0.2956,-1.004,-0.6114,-0.6635,-0.6183,-0.3783,-0.8868,-0.8201,0.6742,0.741,19.73,mid
lh_IFSa,-0.2259,1.746,0.9339,1.222,1.007,-0.5478,-0.6501,0.2606,0.5616,1.139,1.96,1.432,1.219,0.1655,0.04859,1.833,1.952,2.021,1.637,1.491,1.764,1.624,0.8673,23.11,fast
lh_p9-46v,0.1969,0.8483,0.4228,0.8854,0.5087,-0.6191,-0.04186,0.5755,0.0541,0.07538,1.083,1.24,0.8895,0.2322,0.03006,0.9934,0.7578,1.101,0.319,0.6072,0.8081,0.7026,0.5505,22.72,fast
lh_46,-0.07607,0.4427,0.03511,0.6361,0.0876,-0.3383,-0.3564,-0.1223,-0.004443,0.401,1.007,0.5792,0.7606,0.8121,-0.2312,0.9447,0.8311,0.7173,0.8345,0.6654,0.5999,1.198,1.112,22.32,mid
lh_a9-46v,0.2927,0.4833,0.2284,0.9728,1.202,0.6858,-0.1796,0.7801,0.2498,1.234,1.816,0.6768,0.3614,0.05159,-0.1607,0.8266,0.8456,0.8866,1.473,1.254,1.229,1.775,1.185,27.44,fast
lh_9-46d,0.8786,-0.3708,-0.2854,-0.5098,-0.8399,0.4332,0.8089,0.4386,0.4331,-0.06812,0.3962,-0.7019,-0.6201,-0.3009,0.7107,-0.1503,-0.2326,-0.07022,-0.1493,-0.1607,-0.0551,0.302,0.3493,22.67,fast
lh_9a,0.8354,-0.5744,-0.07063,0.9285,1.128,0.1492,-1.163,0.4437,0.1933,1.13,1.713,0.1331,0.3237,-0.06458,-1.076,-0.2516,0.09712,0.1092,0.5679,0.4594,0.4355,1.512,1.468,23.2,fast
lh_10v,0.8618,0.2566,1.281,-0.2445,0.06069,1.351,0.222,0.6429,1.187,0.4249,0.6547,-0.5725,0.0935,-0.1621,0.7225,0.1296,0.7137,0.4806,1.143,0.8291,0.7218,0.898,0.1679,30.59,fast
lh_a10p,0.6883,-0.007731,0.3291,0.6353,0.9082,0.4792,-0.1078,0.3238,0.364,0.6571,0.9566,0.1125,0.3146,0.1519,0.01436,0.4466,0.8219,0.6591,1.322,1.064,0.9721,1.287,,27.06,fast
lh_10pp,0.8623,0.5247,1.932,-0.7197,-0.3516,1.292,1.001,1.342,1.175,0.4533,1.078,-1.089,-1.403,-1.267,1.55,0.7996,1.028,0.6541,1.127,0.8728,0.828,0.5309,,30.26,fast
lh_11l,0.6818,0.9693,1.003,0.5939,0.8146,0.9842,0.7147,0.9058,0.7209,0.8657,0.9404,-0.1758,0.1059,0.2031,0.956,0.9112,1.253,1.175,1.483,1.341,1.496,1.057,0.8475,32.52,fast
lh_13l,-0.83,-0.7435,-0.1654,0.6578,0.1627,-0.2329,0.5639,-1.157,-1.065,0.4362,0.7495,-0.2117,0.9845,1.203,0.1346,-0.1266,-0.1331,-0.003871,0.5044,0.2744,0.2847,1.113,0.8284,24.13,fast
lh_OFC,0.4503,-0.1956,0.614,0.5967,0.6334,0.4935,-0.5833,-0.1761,0.3978,1.474,1.578,-0.7179,0.5046,0.4547,-0.2416,0.4884,0.5128,0.4971,1.176,0.9981,0.8533,1.157,0.5894,22.08,mid
lh_47s,-1.268,-0.251,0.9018,0.5296,0.2126,-0.0792,-0.1761,-1.411,-0.8605,1.188,0.9484,-0.5848,0.8857,1.81,-0.2361,0.3478,0.4614,0.4739,1.493,1.088,0.7889,0.9452,0.3286,20.65,mid
lh_LIPd,1.363,0.9327,0.127,-0.08872,-0.2231,-0.2992,1.686,0.7103,0.9453,-0.2651,-0.3296,0.2379,-0.3385,-0.4657,1.621,1.38,0.9466,1.421,0.2193,0.681,1.202,-0.3816,,21.8,mid
lh_6a,0.1945,0.9512,-0.1006,-0.4086,-0.5918,0.1707,0.3338,0.3947,0.5357,-0.2909,0.3256,0.838,0.311,-0.00275,0.2201,0.266,0.3394,0.3036,-0.253,-0.1043,0.1179,-0.8114,-0.3979,8.62,slow
lh_i6-8,0.3147,0.7936,0.2099,-0.2641,-0.4668,0.3011,0.4411,0.8697,0.4326,-0.9659,0.0688,0.9894,0.2956,0.1405,0.1845,-0.03561,-0.2425,-0.2236,-0.553,-0.3343,-0.4002,-1.176,-0.6349,14.45,slow
lh_s6-8,-0.189,-0.2395,-1.273,0.7615,0.7665,0.02067,-1.518,-0.7911,-0.4858,1.216,2.147,1.523,1.236,-0.09574,-1.477,0.2542,0.6022,0.7861,0.2001,0.534,0.5687,0.7807,,16.01,slow
lh_43,-0.8726,-0.3616,0.02694,0.5709,0.1566,-0.873,-0.641,-0.8035,-0.7587,-0.00107,-0.0937,0.7779,0.8186,0.8628,-0.7996,-0.2414,-0.1821,-0.2005,-0.5535,-0.4598,-0.4085,0.07669,0.4548,15.15,slow
lh_OP4,-0.2376,-0.3425,0.8449,-0.05951,-0.3769,-0.0211,0.8402,-0.5971,-0.4443,-0.5143,-0.8123,0.2464,0.3998,0.4579,0.6438,1.269,0.9068,0.8482,0.1535,0.3493,0.3651,-0.5369,-0.1061,21.58,mid
lh_OP1,-0.6564,-0.08516,1.06,-2.485,-2.561,0.1425,1.214,-1.184,0.1398,-1.371,-1.152,-0.9046,-2.171,-1.601,1.265,-0.852,-0.6029,-1.268,-0.1144,-0.876,-1.171,-1.014,,19.62,mid
lh_OP2-3,-0.7118,0.8119,0.5466,1.652,2.144,0.3811,0.9815,0.16,-0.6177,1.619,0.4911,0.2821,0.3511,0.4969,0.7847,1.677,1.57,2.105,1.568,1.766,1.998,0.7644,,20.41,mid
lh_52,0.3529,0.6359,0.2847,0.4018,0.6263,0.6023,0.3425,0.2969,0.7533,1.452,0.4203,-1.212,-0.6298,0.5059,0.4782,0.4567,0.2736,0.1916,0.5949,0.5769,0.4361,0.2569,0.05902,17.49,slow
lh_RI,-0.6687,1.785,0.5622,1.33,1.905,-0.4503,1.003,2.478,0.1468,0.7563,1.047,1.175,-0.2966,-1.227,0.4893,1.409,0.8097,0.772,-0.5769,0.459,0.7411,-0.7166,,20.14,mid
lh_PFcm,-1.008,-2.164,-1.211,-0.7405,-0.1729,0.7311,1.701,-0.3951,-1.698,-1.321,-1.197,-0.9253,-1.265,0.02128,0.4147,-2.607,-2.559,-2.264,-1.13,-1.481,-1.492,-0.4729,,19.94,mid
lh_PoI2,1.876,1.096,1.837,-0.6184,-0.418,1.088,-1.116,0.493,2.435,0.9665,-0.5209,-1.946,-0.4419,1.372,0.5071,-0.2499,0.3394,0.2102,1.224,1.164,0.5936,0.09301,-1.579,20.7,mid
lh_TA2,0.8956,-0.4232,0.8626,1.001,1.248,1.284,-0.7596,-0.1607,0.6206,1.866,0.4404,-0.8696,0.4889,0.5295,-0.2517,0.3222,0.6596,0.8595,1.636,1.517,1.332,0.5323,0.4563,9.564,slow
lh_FOP4,0.1523,1.274,1.006,0.9378,0.6511,0.88,0.6633,0.8766,0.3901,0.7562,0.7564,-0.1641,0.9102,1.957,0.6269,1.074,1.059,1.145,1.087,1.172,1.138,-0.3002,-0.04277,15.57,slow
lh_MI,0.5209,0.6224,1.12,0.6985,0.3195,0.6635,-0.7077,-0.3168,0.7383,1.599,0.5786,-1.231,0.9357,2.427,-0.03822,-0.3584,0.1597,0.5293,1.219,1.332,0.9742,1.073,-0.5805,24.39,fast
lh_Pir,2.496,0.6908,4.082,-3.27,-1.4,3.795,2.495,2.179,3.262,-2.328,-3.348,-3.316,-2.923,0.3884,3.209,-0.9036,-0.1811,-1.205,-0.422,-0.05392,-0.5414,-3.795,,0.3829,slow
lh_AVI,0.05061,0.1772,0.05897,0.07111,0.00452,0.418,0.5435,0.2618,0.04534,0.3155,0.5652,-0.3617,0.1421,0.8806,0.2702,-0.181,-0.1902,-0.1078,0.145,0.06182,-0.01653,0.2061,0.3601,20.31,mid
lh_AAIC,2.573,0.918,1.513,0.7556,2.208,2.71,-2.311,-0.1536,3.194,1.878,1.235,-0.4144,1.101,3.491,-0.5353,0.8094,2.083,0.7134,1.507,2.515,1.966,-0.5656,,15.78,slow
lh_FOP1,-2.093,-1.873,-2.213,-1.242,-1.997,-1.657,-1.161,-1.892,-1.578,-0.9764,-0.951,-0.9429,-0.3309,0.1721,-1.84,-3.13,-2.999,-3.229,-2.495,-2.907,-3.269,-0.2609,,16.98,slow
lh_FOP3,1.075,0.7495,0.9109,0.2244,0.2001,0.2674,-0.2283,0.0382,1.135,0.6004,-0.3056,-1.119,-0.3359,1.002,0.7432,-0.4812,0.2692,0.4123,1.282,1.46,0.8181,-0.01491,-0.4831,14.05,slow
lh_FOP2,0.2362,-0.8005,-0.9855,0.2746,-0.8437,-0.7151,0.5832,-1.006,-0.4571,0.9095,0.7742,-0.7347,0.5562,1.421,0.0636,-0.2526,-0.2795,-0.201,-0.4115,0.3131,-0.204,-0.4505,,19.32,mid
lh_PFt,0.7642,0.7091,1.489,0.1305,0.07069,0.2209,1.127,1.465,0.7084,0.01786,0.6204,0.4019,-0.08725,-0.9902,1.109,0.9776,0.779,0.8515,0.1407,0.5706,0.7188,-0.7844,-0.06728,19.52,mid
lh_AIP,0.586,0.5772,0.06183,0.6584,0.5461,-0.8557,-1.107,0.5351,0.4471,0.2233,0.5821,1.363,0.7537,-0.8933,-0.7792,1.115,1.022,1.053,0.8072,0.7276,0.8658,0.3092,0.7102,22.25,mid
lh_EC,1.6,0.3992,2.37,-1.581,-0.6929,2.094,0.776,1.475,2.002,-1.371,-1.396,-1.294,-0.5502,0.1786,1.261,-0.2502,0.06509,-0.4309,0.1402,-0.07605,-0.5483,-2.808,-2.623,9.421,slow
lh_PreS,0.06337,-1.473,1.331,-0.3131,0.1077,1.681,1.385,-0.5239,-0.2541,-0.5125,-2.067,-1.88,-0.4055,1.522,1.332,-0.294,-0.2008,-0.3233,0.4533,0.1743,-0.1097,-1.305,-1.843,12.2,slow
lh_ProS,-0.2664,-0.8355,0.2913,-1.589,-2.492,-0.7252,0.7112,-1.768,-0.2796,-1.353,-2.092,-1.297,0.02553,1.08,0.6314,-1.164,-1.439,-1.563,-1.038,-1.279,-1.477,-0.2862,,27.54,fast
lh_PeEc,2.377,0.1598,2.103,-1.145,-0.7064,1.944,-0.4176,1.154,2.616,0.5491,-0.3144,-1.791,-0.5624,0.01446,0.7367,-0.1258,0.1445,0.01736,0.6155,0.6734,0.187,-1.183,-1.79,5.889,slow
lh_STGa,0.0514,-1.759,0.5568,-0.07362,-0.05964,1.053,-0.4833,-1.178,-0.1901,1.432,0.3186,-1.688,0.05269,0.5264,-0.4301,-0.9751,-0.5367,-0.7374,0.4951,0.2809,-0.2263,0.4396,-0.1125,12.72,slow
lh_PBelt,-0.6438,0.8467,0.6986,-0.7394,-0.2945,0.5403,1.717,0.7443,-0.006354,-0.4823,-0.8102,-0.2635,-1.714,-1.456,1.622,1.309,1.219,0.8362,0.3442,0.351,0.3752,-1.192,-1.041,13.67,slow
lh_A5,-1.155,-1.357,-0.8382,-0.2651,-0.7431,-0.8373,-0.2046,-1.373,-1.084,0.1798,-0.3546,-0.5354,-0.1294,0.05734,-0.5664,-0.8828,-1.065,-0.9672,-0.9435,-1.085,-1.041,0.549,1.061,20.39,mid
lh_PHA1,1.338,-1.395,1.404,-1.609,-1.031,1.397,0.4417,-0.8645,1.057,-0.8201,-0.9728,-1.434,-0.9982,-0.3294,1.148,-0.6964,-0.4302,-0.7889,-0.1477,0.141,-0.3254,-1.266,-1.653,14.24,slow
lh_PHA3,0.5132,-1.099,-0.2135,0.7399,0.9435,0.8189,-0.308,-0.2323,0.09527,1.523,0.6061,-1.129,0.1559,0.6686,-0.4704,-0.9561,-0.8668,-0.5734,0.1988,0.1174,-0.01524,0.45,0.4723,17.28,slow
lh_STSda,0.6326,0.7713,1.13,-0.2707,-0.1083,1.509,0.6887,0.8021,1.052,0.6216,0.01726,-0.7009,-0.237,0.09185,1.19,0.7201,0.9072,0.7804,1.3,1.123,0.9823,0.0622,,19.46,mid
lh_STSdp,-0.2651,-0.1908,-0.7791,0.1128,-0.02173,-0.4078,0.3151,-0.2469,-0.3776,0.6151,0.5467,-0.03122,0.0281,-0.26,-0.0385,0.8183,0.3893,0.4766,0.03044,0.1833,0.238,0.3454,1.106,24.29,fast
lh_STSvp,-0.3437,-0.6384,-0.6869,-0.7237,-1.383,-0.9747,0.4166,-0.962,-0.3761,-0.1296,0.02148,-0.7057,-0.4679,-0.4775,0.457,-0.5508,-0.8711,-0.697,-0.7818,-0.5495,-0.6914,-0.2078,0.4791,24.88,fast
lh_TGd,1.682,-0.3989,0.9527,-0.7805,-0.6566,1.101,-0.8032,0.5193,1.713,1.222,0.6338,-1.687,-0.5776,-0.2337,-0.01308,-0.2817,-0.251,-0.3648,0.4699,0.479,-0.1315,-0.2806,-0.9604,11.78,slow
lh_TE1a,0.7886,-0.3284,0.8531,-0.4305,-0.4513,1.288,1.084,0.4929,0.5346,0.5864,0.2257,-1.149,-0.3161,-0.2421,1.237,-0.01325,-0.02389,0.158,0.4241,0.6422,0.4788,-0.1925,0.07716,17.48,slow
lh_TE1p,-0.6729,-1.895,-1.364,-0.04606,-0.6479,-0.5753,-0.2685,-1.059,-1.252,0.232,0.3717,-0.6865,0.1192,-0.08364,-0.9487,-1.495,-1.74,-1.455,-1.148,-1.106,-1.221,0.268,1.253,18.88,mid
lh_TE2a,1.225,-0.147,0.2036,-0.154,-0.2593,0.7231,-0.3135,0.6711,1.168,0.6701,0.2985,-1.034,-0.09458,0.2635,-0.04444,-0.4183,-0.2947,-0.2925,0.02429,0.1411,-0.145,-0.01219,0.3202,18.18,mid
lh_TF,0.4727,-1.297,-0.615,0.5901,0.3939,0.1421,-0.5117,-0.9245,0.007326,1.447,0.5663,-0.8433,0.3772,0.7725,-0.5056,-0.174,-0.1277,0.07254,0.4622,0.5634,0.3671,0.3598,0.7102,17.18,slow
lh_TE2p,0.09742,-1.368,-0.7378,0.4604,0.4228,-0.07338,-0.62,-0.6639,-0.306,0.9195,0.393,-0.6189,0.1973,0.5269,-0.8146,-1.016,-0.9167,-0.6579,0.01848,-0.2093,-0.3938,0.6708,1.332,18.22,mid
lh_PHT,-0.6197,-1.285,-1.026,-0.56,-0.9033,-0.5712,-0.377,-0.8922,-0.7344,-0.3536,-0.3497,-0.5195,-0.4428,-0.2341,-0.9203,-1.954,-1.969,-1.869,-1.286,-1.608,-1.823,0.1995,1.021,20.85,mid
lh_PH,-0.6894,0.1091,-0.5129,-0.1039,0.05379,-0.4153,-0.6286,0.1457,-0.4116,0.3809,-0.02007,-0.2464,-0.7141,-0.4295,-0.7974,-1.169,-1.146,-0.9847,-0.5458,-0.8169,-0.864,0.6512,0.8689,19.7,mid
lh_TPOJ1,-0.7112,-0.6928,-0.3477,1.073,0.8976,-0.7052,0.1355,-0.8644,-1.181,0.6772,0.347,0.601,0.9503,0.4852,-0.1519,0.1441,0.1722,0.5928,0.4719,0.5237,0.591,0.7218,1.218,21.16,mid
lh_TPOJ2,-0.3523,-0.4038,-0.6233,0.006917,-0.3074,-0.3605,0.365,-0.1597,-0.4211,-0.03761,-0.1026,0.007749,-0.02386,-0.2266,-0.08787,0.1982,-0.02402,-0.06199,-0.3946,-0.4258,-0.3179,-0.3167,0.7576,21.93,mid
lh_TPOJ3,0.02595,0.9996,0.644,-0.1831,-0.2403,-0.2259,-1.015,-0.1281,0.6074,-0.3189,-0.6035,0.4937,0.2359,0.1645,-0.5212,-1.154,-0.6637,-0.7009,-0.1106,-0.4785,-0.5356,1.323,,23.22,fast
lh_DVT,0.3548,0.5601,0.2914,-0.5654,-0.2355,0.04773,0.4711,0.6961,0.4366,-0.8041,-0.867,0.04854,-0.8477,-0.7925,0.4875,0.248,0.3105,0.05527,-0.1393,-0.3321,-0.08141,-0.09628,-0.4604,24.99,fast
lh_PGp,0.1532,-0.6212,0.4231,0.5247,0.9213,0.5792,-0.1788,0.592,-0.1098,-0.1772,-0.5188,0.2921,0.05246,-0.2101,-0.2789,-0.516,-0.3009,-0.2014,0.08675,-0.2075,-0.2009,0.3149,0.3381,26,fast
lh_IP2,0.04606,0.05953,-0.1998,-0.1872,-0.2718,-0.7833,-0.4004,0.4659,0.1851,-0.05421,0.4945,0.6058,-0.062,-1.082,-0.3451,0.3028,0.2416,0.1489,-0.1472,-0.2293,-0.1024,0.1373,0.6924,22.53,mid
lh_IP1,-0.5465,-0.4698,0.0324,0.4018,0.5512,-0.3223,-0.4776,0.2416,-0.5608,-0.08409,0.5071,0.8696,0.07628,-1.119,-0.6717,0.5925,0.3515,0.1927,-0.1189,-0.09891,0.0387,0.1279,0.6121,23.42,fast
lh_IP0,0.6052,-0.2827,-0.4852,1.297,2.052,0.8065,0.3385,0.6931,-0.09434,0.9008,0.7208,0.5239,0.01654,-0.5841,-0.0769,0.9966,1.152,1.238,1.186,1.171,1.46,0.7836,0.6732,22.37,mid
lh_PFop,0.2792,0.3921,0.4193,2.13,1.609,0.3248,-0.1972,0.2796,0.09353,1.384,1.225,1.289,1.666,0.9419,-0.05578,1.768,1.847,2.036,1.485,1.803,2.066,0.5006,1.138,19.48,mid
lh_PF,-0.6559,-1.059,-0.1754,0.4427,0.1392,-0.6445,-0.7387,-0.1785,-0.7193,0.2363,0.6206,0.2041,0.2707,-0.2599,-1.199,-0.7725,-0.7585,-0.8714,-0.7921,-0.8572,-0.9122,0.3434,1.269,20.17,mid
lh_PFm,-0.835,-2.047,-1.399,0.472,-0.01637,-1.086,-0.8106,-0.927,-1.461,0.1239,0.6612,0.2654,0.4184,0.03724,-1.513,-0.6743,-0.9542,-0.7626,-0.74,-0.8395,-0.8178,0.4647,1.388,23.12,fast
lh_PGi,0.3072,-0.6978,-0.8152,-0.2459,-0.2587,-0.8309,-1.291,0.445,-0.1028,-0.06863,0.4264,0.1275,-0.1892,-1.311,-1.241,-1.451,-1.412,-1.261,-0.9236,-0.8515,-1.119,0.5384,0.8219,24.23,fast
lh_PGs,-0.415,-1.457,-1.031,0.6065,0.7794,-0.3664,-0.934,-0.3642,-1.055,0.008819,0.5599,0.4197,0.2652,-0.2474,-1.531,-1.381,-1.151,-1.089,-0.8892,-0.9407,-0.8329,0.7353,1.208,28.11,fast
lh_VMV1,-1.883,-1.07,-0.641,0.5286,0.2895,-1.576,-0.1718,-1.593,-1.847,0.2161,-0.1222,0.4201,-0.1287,-0.53,-0.5116,1.295,0.8084,0.6663,0.3384,0.2491,0.3806,0.1156,0.2727,19.29,mid
lh_VMV3,-0.8016,-1.255,-2.262,0.05089,0.2781,-0.6375,-0.2191,-0.2266,-1.032,0.2343,0.2977,-0.8096,-1.036,-0.6763,-1.277,-0.9811,-1.344,-1.575,-1.398,-1.487,-1.61,-0.3083,0.6561,21.11,mid
lh_PHA2,0.09707,-1.907,-1.364,0.6585,1.001,0.4601,-1.344,-1.662,-0.3847,2.061,1.257,-1.188,0.366,0.9148,-1.395,-0.375,-0.4028,-0.3418,0.8374,0.44,0.3294,1.181,0.5691,18.44,mid
lh_V4t,-1.832,-2.033,-0.336,1.719,1.51,-1.317,-2.25,-2.09,-2.5,0.02426,-0.388,1.371,1.499,1.786,-2.444,-0.6152,-0.1999,-0.02988,0.9616,0.1115,0.2181,1.235,,19.05,mid
lh_FST,-0.6546,-0.7867,-0.7493,1.205,1.353,-0.1533,-0.439,-0.5524,-1.084,0.3866,0.04145,0.3637,0.4371,0.6533,-0.8535,-0.2354,0.1105,0.155,0.6133,0.1879,0.1885,0.8138,1.096,20.29,mid
