gene	DK_PLS2_matchedX	DK_PLS1_dCTonly_matchedX
SEC62	0.495499	1.85479
SEC63	0.59503	-1.16021
SECISBP2	-2.46549	0.34938
SECTM1	-2.6662	-1.18153
SEL1L3	-2.27861	-1.39237
SELENOP	-2.38496	-1.05761
SELENOW	1.15631	-1.12085
SELPLG	-1.96327	-2.67359
SEM1	-1.27284	-2.28391
SEMA3A	-0.895612	-0.0692357
SEMA3B-AS1	-0.268938	-0.049437
SEMA3C	-0.460273	-0.271982
SEMA3D	-1.14312	-2.0263
SEMA3E	-1.15673	0.00974875
SEMA4A	-1.7963	-2.45551
SEMA4C	2.20144	2.62122
SEMA4D	-0.632436	-0.0305411
SEMA4F	5.43621	0.16333
SEMA5A	-2.17186	-2.45399
SEMA5B	-0.341768	0.728012
SEMA6B	1.29785	-0.580103
SEMA6D	0.392817	2.1586
SEMA7A	-0.836173	0.964781
SENP1	2.58287	3.4894
SENP6	0.0513471	-0.987255
SENP7	-0.925737	1.03367
SEPHS1	-1.17741	0.484363
SEPHS2	-2.2596	0.0467493
SEPT10	-3.87697	-1.81799
SEPT11	-1.06587	-1.88879
SEPT12	-1.63773	0.989561
SEPT3	-1.01323	-1.74472
SEPT4	-3.10936	-1.52565
SEPT6	-2.96117	-0.482279
SEPT9	0.34192	-0.772808
SERF2	-1.61684	-2.49156
SERGEF	-0.918373	0.667848
SERHL2	1.093	0.461537
SERINC1	2.95933	0.745397
SERINC3	4.73442	2.97487
SERP1	0.472994	-0.982268
SERPINB2	1.43726	0.192881
SERPINB8	-0.37697	-2.1323
SERPINB9	-0.64767	0.884145
SERPINE2	0.275135	-0.62849
SERPINF1	6.31164	2.04275
SERPINI1	6.66895	3.74596
SERPINI2	4.50597	2.12072
SERTAD4	1.4163	2.20232
SERTAD4-AS1	-0.141885	1.44416
SERTM1	1.88033	-0.263535
SESN3	2.86101	0.0947383
SESTD1	-0.434569	0.97355
SETBP1	1.17253	2.36627
SETD3	-6.79506	-3.77963
SETD4	0.317976	1.73033
SETD6	0.532035	1.96924
SETD7	-4.70104	-0.630929
SETDB1	0.759768	2.09444
SETDB2	-0.507776	-0.268463
SEZ6	-1.14752	-2.02957
SEZ6L	1.13813	-0.0142358
SF3B1	-0.703298	1.00417
SF3B3	0.00335649	-1.54894
SFI1	1.34638	2.33349
SFMBT2	-0.675324	-2.41029
SFRP1	2.43856	-0.0594081
SFRP2	-1.46432	-1.88748
SFTA1P	1.73409	0.0816474
SFTPD	6.86731	0.608885
SFXN1	0.460306	1.41665
SFXN4	0.924367	0.452785
SGCD	-1.01119	-1.53393
SGCE	-0.879537	-1.17158
SGIP1	2.56758	2.96924
SGK494	-0.630142	1.17331
SGO2	-0.413042	1.19613
SGPP2	0.0492097	-0.922382
SGSH	3.00444	0.190076
SGSM1	2.3737	1.50714
SGSM2	0.822803	-0.813891
SGTB	3.23894	2.79588
SH2D1B	1.82919	1.54299
SH2D2A	3.88964	1.71571
SH2D5	7.76567	3.02302
SH3BGR	0.584942	-1.23427
SH3BGRL	-1.53555	0.146295
SH3BGRL2	3.16869	2.88457
SH3BGRL3	0.0256867	-1.58154
SH3BP1	0.829406	1.66484
SH3BP5	2.85083	1.51182
SH3D19	-1.00424	-1.53045
SH3GL3	1.50613	-1.13063
SH3GLB1	-0.626323	-1.60394
SH3GLB2	2.56405	0.730844
SH3KBP1	1.2003	-0.0458091
SH3PXD2A	-4.90094	-1.09898
SH3PXD2B	0.209891	-0.897221
SH3RF1	0.301325	-1.46778
SH3RF2	-0.731176	1.03901
SHANK1	-0.612915	-1.5889
SHANK2	-0.081355	-0.611296
SHC1	0.979815	-0.192525
SHC2	6.06072	1.20807
SHC3	2.2852	0.108089
SHC4	-1.82363	-1.22129
SHD	1.74795	2.41942
SHF	0.119295	-0.77336
SHISA5	1.2293	-0.824954
SHISA8	3.36808	4.12103
SHISA9	2.66877	0.439272
SHISAL1	4.27857	-0.287472
SHMT1	-5.08974	-0.671406
SHMT2	0.360714	0.995685
SHPRH	-0.437383	0.455349
SHROOM2	4.87828	5.13766
SHROOM3	4.54556	4.73859
SIAE	2.80954	3.1125
SIAH1	1.64302	2.41024
SIAH2	-0.431199	1.19358
SIAH3	1.26861	1.05509
SIDT1	6.62619	2.73527
SIDT2	-0.277498	-1.78523
SIGIRR	-2.63286	-3.34532
SIGLEC11	-3.63261	-3.3685
SIK2	0.926259	1.13285
SIKE1	-0.231285	1.18703
SIL1	1.59396	-0.694185
SIN3B	1.7569	-0.575703
SINHCAF	-6.58528	-4.4657
SIPA1L1	4.23714	3.7576
SIPA1L2	4.27674	4.26108
SIPA1L3	0.17675	0.802754
SIRPA	4.23371	1.48505
SIRT2	-2.8468	-1.44182
SIRT4	1.61925	2.77722
SIRT5	0.764601	1.61186
SIVA1	0.242858	-0.941862
SIX3	1.84515	1.16089
SIX4	0.377139	1.53902
SKA2	-3.24384	-1.56376
SKAP1	1.36538	1.01677
SKAP2	3.7693	-0.0316511
SKIDA1	2.55444	3.15354
SLA	-0.379891	-2.16235
SLAIN1	-2.92728	-1.18043
SLBP	2.94804	-0.0343295
SLC10A3	0.589762	1.15139
SLC10A4	8.58328	3.72245
SLC12A2	0.0787775	1.07577
SLC12A4	-1.27693	-1.98369
SLC12A5	1.97706	2.47362
SLC12A7	0.925045	0.765064
SLC12A8	0.0518636	1.48706
SLC14A1	-0.198114	0.0581867
SLC15A2	-0.946456	-1.67294
SLC15A3	-4.15695	-4.8181
SLC15A4	0.775148	1.63476
SLC16A2	-0.552156	-1.76284
SLC16A3	-1.98442	-1.93568
SLC16A6	-0.605071	0.998013
SLC16A7	2.36783	2.29712
SLC16A8	-0.764415	-2.05471
SLC16A9	-0.630139	-1.53277
SLC17A6	-3.08906	-1.65365
SLC17A7	2.62206	0.533326
SLC17A8	-1.04888	-2.72542
SLC19A1	2.1278	-0.12511
SLC19A2	1.81143	2.37172
SLC19A3	-1.41364	-0.616951
SLC1A4	-0.927795	-1.78723
SLC1A6	2.77561	1.04041
SLC20A1	4.30853	4.33141
SLC20A2	-0.375891	0.606766
SLC22A10	1.44178	1.23791
SLC22A18	3.51068	2.73669
SLC22A18AS	-1.54797	-1.27695
SLC22A23	-0.111256	1.13681
SLC22A9	0.511978	0.158139
SLC24A2	1.20251	2.01005
SLC24A3	-1.29181	-1.77503
SLC24A4	1.14984	1.82709
SLC25A1	-0.503488	-1.612
SLC25A12	1.12362	1.90999
SLC25A13	-2.57255	-0.378371
SLC25A14	2.70346	0.19302
SLC25A15	-1.40884	0.0879066
SLC25A16	-0.272625	1.02827
SLC25A17	-1.21189	0.513521
SLC25A18	-0.610017	-1.58787
SLC25A21-AS1	-0.694784	-1.09415
SLC25A22	1.63066	-0.747757
SLC25A23	0.944955	-0.949962
SLC25A25	1.00312	1.66465
SLC25A26	2.35901	-0.282308
SLC25A32	2.24877	2.81913
SLC25A34	0.0703938	1.14907
SLC25A36	1.03765	1.92504
SLC25A37	-2.28061	1.23852
SLC25A40	1.10113	1.85668
SLC25A41	3.07966	3.79392
SLC25A5	0.132455	1.03985
SLC26A10	5.17958	5.18119
SLC26A11	2.57858	-0.177866
SLC26A4	3.49247	0.345351
SLC26A4-AS1	5.41625	0.226971
SLC26A6	-1.10687	0.732715
SLC26A8	-0.837752	-1.81176
SLC27A2	2.59569	0.160648
SLC27A3	2.02649	0.395782
SLC27A5	2.58539	-0.538319
SLC29A3	1.99251	-0.0115975
SLC29A4	-0.16292	-1.24093
SLC2A1	-2.20134	-0.979653
SLC2A10	-1.68808	-2.32318
SLC2A11	-2.24888	-0.088808
SLC2A12	0.399148	-0.928045
SLC2A13	2.02622	1.46001
SLC2A4RG	0.0217054	-1.24874
SLC2A5	-3.47063	-3.38586
SLC2A8	-2.87728	0.760837
SLC30A10	-0.116639	-1.46364
SLC30A3	4.64517	1.55929
SLC30A4	4.06513	4.00706
SLC30A5	0.311022	1.60945
SLC31A2	-0.726627	0.20912
SLC35A1	0.132861	1.39346
SLC35A2	3.32733	1.11828
SLC35A4	-0.742252	1.00553
SLC35B2	-1.23847	-0.265879
SLC35B3	-2.67915	0.0905015
SLC35B4	-0.43361	0.700964
SLC35C1	2.07722	2.69626
SLC35E3	-2.10239	-2.95217
SLC35F1	3.09278	3.16495
SLC35F2	3.33651	0.162502
SLC35F3	1.72175	2.27032
SLC36A1	0.408327	1.79247
SLC37A1	1.27301	0.960198
SLC38A1	1.37009	2.13348
SLC38A11	-1.08713	1.20614
SLC38A2	-0.144334	1.45747
SLC38A5	-3.08577	-0.535921
SLC39A10	4.73963	2.80657
SLC39A11	0.784469	-0.122318
SLC39A12	0.427146	-0.765529
SLC39A13	0.419746	1.73981
SLC39A14	-1.29964	1.10219
SLC39A4	2.54371	-0.326792
SLC39A6	0.104734	-1.02562
SLC39A7	-6.54819	-1.96077
SLC39A8	-0.451793	1.04094
SLC40A1	-1.83093	-2.41811
SLC44A3	-0.520416	-1.44443
SLC44A5	0.0942851	1.39254
SLC45A1	1.02597	2.18939
SLC45A3	-0.747979	-0.00284527
SLC45A4	1.34096	2.03688
SLC46A1	-3.10281	-2.26683
SLC46A3	-0.874078	0.482317
SLC47A1	-0.337205	0.936005
SLC49A3	1.62002	1.4768
SLC4A10	1.60007	2.02463
SLC4A11	-4.19609	-4.58612
SLC4A2	-4.15065	-1.8589
SLC4A3	-1.12917	-2.22939
SLC4A4	-0.618265	-1.48597
SLC4A7	-2.57291	-1.86204
SLC4A8	1.90713	2.48066
SLC4A9	-3.85731	0.0351687
SLC52A2	-0.915652	-1.23611
SLC5A11	-0.239818	0.596673
SLC5A4	0.0276763	1.29003
SLC5A6	-0.149991	1.21736
SLC6A12	0.433571	0.403386
SLC6A13	1.73932	2.43119
SLC6A15	-2.32302	-1.6376
SLC6A16	-2.17523	-2.9061
SLC6A17	2.38873	3.29857
SLC6A20	2.72837	2.13535
SLC6A6	-0.28345	0.979682
SLC6A8	-2.29599	-1.27751
SLC7A1	-0.650865	-0.678379
SLC7A11	-1.00525	-1.81987
SLC7A14	0.701667	0.320679
SLC7A4	3.8434	0.211359
SLC7A5P2	0.827261	1.50693
SLC7A6OS	-0.312274	-1.45117
SLC7A7	-4.63197	-4.27908
SLC7A8	0.979171	2.22761
SLC8A1	-0.354695	1.16446
SLC8A2	2.74585	0.483433
SLC8A3	0.720022	0.129065
SLC8B1	-4.33452	-2.75029
SLC9A1	0.690039	1.62424
SLC9A3R2	-1.47939	0.158267
SLC9A5	-0.51244	1.17891
SLC9A6	6.09652	3.45752
SLC9A7	0.540888	-0.855588
SLCO1C1	-0.00924481	-1.19987
SLCO2A1	3.2064	2.86808
SLCO3A1	-2.60258	-1.02365
SLCO4A1	1.59149	2.40225
SLCO4C1	7.30393	2.67806
SLF1	3.55429	2.42274
SLFN11	-2.68539	-2.54979
SLFN5	-1.84656	0.181261
SLIRP	0.774916	-1.18325
SLIT1	3.53654	-0.79541
SLIT2	-1.2459	0.506494
SLIT3	-0.226189	-2.02457
SLITRK1	3.79061	2.75558
SLITRK3	1.72101	2.65916
SLITRK6	-2.52095	-2.60629
SLN	2.53086	0.630404
SLTM	-0.935508	0.707722
SLU7	3.85951	4.35175
SMAD1	2.86786	0.39766
SMAD2	-0.257695	-1.51006
SMAD3	3.72711	-0.110505
SMAD6	-1.6042	-1.38537
SMAD7	-2.59518	0.0965573
SMAD9	-4.65817	-4.50076
SMAP1	0.077424	-1.73715
SMARCA1	0.76474	-0.358356
SMARCA5	4.79427	4.50907
SMARCC2	-0.288497	1.14442
SMARCD2	-2.1615	0.923854
SMARCD3	0.0377126	-1.54537
SMARCE1	-0.415722	-1.39308
SMC1A	5.67273	5.51204
SMC2	-0.192958	1.40526
SMCHD1	-2.24314	-0.0882137
SMCO2	2.70292	3.37826
SMCO4	-2.46123	-0.118439
SMG9	-1.25451	0.375757
SMIM10	-1.62954	-2.25383
SMIM10L1	0.237291	-0.687388
SMIM10L2A	1.95601	-0.749567
SMIM10L2B	2.44004	-0.615168
SMIM12	2.86262	2.82214
SMIM13	1.24851	2.19747
SMIM14	-0.975413	-1.84582
SMIM19	1.16573	0.0164885
SMIM24	8.34488	3.78402
SMIM27	-0.882987	-1.83657
SMIM29	3.55964	-0.631407
SMIM3	-2.0342	-0.0923828
SMIM30	-3.55926	-3.7329
SMIM32	-0.565118	-0.481497
SMIM37	-0.0295491	0.391577
SMIM4	-1.41466	-2.26615
SMIM6	-0.446375	-0.0401885
SMKR1	6.8883	0.732581
SMO	-1.77378	-2.2655
SMOC1	-5.31147	-5.39973
SMOC2	-2.52198	-0.523584
SMPD2	2.20218	-0.254605
SMPD3	-1.99229	-1.84045
SMPDL3B	-1.67441	-2.03546
SMPX	2.51222	3.31705
SMTN	-2.0332	-0.973184
SMUG1	2.3047	1.27967
SMYD2	-0.0706447	0.275114
SMYD3	2.21648	0.62581
SNAI2	1.30766	-0.374732
SNAI3-AS1	2.202	0.256423
SNAP25	1.01517	-1.00919
SNAP91	-0.537799	0.581238
SNAPC5	3.97154	-0.199419
SNCA	4.58593	0.337281
SNCB	2.81141	2.95563
SNCG	-0.913325	-2.06925
SND1	5.61524	2.16706
SND1-IT1	1.07871	2.05028
SNHG1	-7.72971	0.0742838
SNHG10	0.791873	1.81319
SNHG14	0.401765	1.92933
SNHG17	-5.00704	-2.3181
SNHG18	-2.70682	-1.74253
SNHG19	-0.121431	-0.647622
SNHG21	0.137018	0.0614893
SNHG7	-0.130833	1.20116
SNHG8	1.37579	-0.67577
SNN	0.522356	-0.0733641
SNORC	0.878126	1.92561
SNRNP25	0.703363	0.246249
SNRNP27	1.77671	-0.82256
SNRNP35	0.72239	2.62493
SNRNP48	-4.30426	-1.3582
SNRPB2	-1.89407	-2.52019
SNRPD3	-2.99144	-3.3405
SNTA1	-0.117602	-1.13248
SNTB1	-0.479072	-1.67759
SNTB2	3.4178	3.16425
SNTG1	3.185	3.39085
SNTG2	0.817515	-0.632781
SNUPN	3.70355	0.603045
SNX1	-1.91471	-1.17204
SNX10	3.85574	1.78699
SNX13	2.1507	-0.310953
SNX16	4.40458	4.6224
SNX2	1.94524	-0.828409
SNX21	0.869588	1.51048
SNX24	-0.683546	-0.286593
SNX25	0.426614	1.4268
SNX27	0.662121	1.36821
SNX3	2.5349	-0.266005
SNX6	-1.12206	-2.06511
SNX7	1.22748	-0.912907
SNX8	-0.605634	-0.147288
SNX9	-0.19356	1.04255
SOAT1	0.0472147	1.29403
SOBP	0.322514	-0.777317
SOCS2	-1.96912	-0.991045
SOCS5	3.9099	4.73323
SOCS7	1.0421	-0.274738
SOD1	0.906254	-0.311228
SOD2	0.0686816	0.811684
SOD3	-2.32004	-3.52163
SOGA1	-1.56988	-2.14339
SOGA3	-2.69309	-0.217436
SOHLH1	1.6745	2.32357
SORBS1	-4.62442	-0.116178
SORBS2	-0.52559	-1.73808
SORBS3	-3.51214	-0.0133214
SORCS1	0.104748	1.31302
SORCS2	0.889289	-0.466587
SORCS3	1.41471	0.721159
SORL1	1.47697	2.13489
SORT1	0.0963624	1.06165
SOST	0.643061	1.74368
SOSTDC1	0.157633	0.826685
SOWAHA	-0.0576552	-1.34201
SOWAHB	7.24151	5.01526
SOWAHC	-3.96194	-4.38693
SOWAHD	-1.5789	-2.17944
SOX11	-1.14176	-1.9339
SOX15	-0.80828	-0.105409
SOX17	-1.81484	-0.40884
SOX2-OT	-2.71416	-2.31168
SOX3	-1.53895	-2.29438
SOX4	-0.0184174	-0.871613
SOX5	-0.39065	-2.05518
SOX9-AS1	-0.316676	-1.48885
SP3	3.22818	3.73339
SP5	0.159268	-1.58998
SP9	-0.674261	0.890014
SPA17	-3.80311	-4.10172
SPACA6	-1.31614	0.889817
SPACA9	3.66555	1.18033
SPAG16	-2.51382	-0.466126
SPAG4	0.879069	1.982
SPAG5	1.02239	1.73543
SPAG9	1.48284	2.28368
SPARC	-4.26386	-4.80844
SPARCL1	-0.196775	0.466964
SPART	-1.47463	0.715001
SPATA1	-0.945349	-1.95245
SPATA13	-2.67143	-2.72784
SPATA18	-0.624616	-2.05809
SPATA20	2.40919	0.476514
SPATA22	0.728142	1.57814
SPATA33	-1.04311	-1.98006
SPATA4	-0.0278078	-1.41823
SPATA5L1	1.68	1.06626
SPATA6	-1.59984	-0.781827
SPATA7	-3.3916	-2.69793
SPATC1L	2.51852	-0.119073
SPATS2L	2.6175	1.48672
SPCS2	0.0333277	-0.665529
SPCS3	3.08981	1.80671
SPDEF	2.35873	2.51872
SPDL1	0.227376	-0.479531
SPDYE5	1.67102	2.67054
SPECC1	-1.30596	1.09249
SPECC1L	0.532393	1.45442
SPEF2	-5.14837	-1.33532
SPEG	-0.385914	-0.056887
SPHK1	-1.66116	-0.340896
SPHK2	0.235271	1.17457
SPHKAP	-1.32162	-2.64402
SPIB	-0.44855	1.16528
SPICE1	6.55058	1.53477
SPIDR	-1.67635	-1.20122
SPIN3	1.01289	2.20642
SPIN4	-0.39639	-1.5557
SPINK2	-1.45683	-0.633224
SPINK8	-5.2859	-1.51725
SPINT2	6.0161	1.41208
SPNS2	-3.96289	-0.252596
SPOCD1	0.505296	1.52296
SPOCK3	-0.421554	-0.403053
SPON2	4.55551	1.50932
SPOPL	0.0138378	1.61459
SPP1	-2.30824	-0.812934
SPPL3	4.93302	0.134658
SPR	0.796815	0.733135
SPRED1	0.216442	-1.31879
SPRN	7.39972	2.66312
SPRR2G	1.55193	-0.406398
SPRTN	0.908732	1.91821
SPRY1	1.29295	-0.336582
SPRY4	2.50027	2.1909
SPSB1	-0.188551	1.05675
SPSB3	2.56421	3.28455
SPTB	-3.06429	-0.846577
SPTBN4	1.88289	2.42422
SPTBN5	0.678388	1.67505
SPTSSA	-2.37262	-3.09992
SPTSSB	1.67463	2.32806
SQLE	1.7915	-0.278641
SQOR	-3.45659	-3.83156
SRA1	2.60935	2.80035
SRARP	-0.176759	0.914088
SRD5A1	-0.272707	-1.55578
SRD5A3	0.790228	-0.955393
SREBF1	-2.72274	-3.38093
SREK1	1.34903	2.35124
SREK1IP1	0.453309	-0.658482
SRFBP1	-3.60077	0.107552
SRGAP1	-1.20469	-1.92269
SRGAP2	-1.0957	-0.189857
SRGN	-5.3381	-4.38034
SRI	0.57349	-0.956554
SRM	1.07929	-0.771129
SRP14-AS1	-1.17548	-0.969948
SRP9	-0.178183	-1.45964
SRPK1	3.12199	3.59636
SRPRA	1.72829	2.02923
SRPX	-3.03301	-1.86145
SRR	1.03871	-0.885871
SRRD	1.74287	-0.808569
SRRM1	-0.601225	0.927665
SRRM3	-4.35679	-1.15782
SRRM4	1.42901	2.41823
SRSF1	1.04783	2.37845
SRSF11	-1.61718	0.124399
SRSF12	5.43311	0.425937
SRSF8	1.33963	2.72578
SRXN1	1.42348	2.18458
SSBP1	0.169324	-1.30699
SSBP2	-1.35851	-1.03585
SSBP3	-1.52782	0.450799
SSBP4	-1.96247	-2.73865
SSC4D	0.0435107	-1.26356
SSC5D	-2.0386	-2.91637
SSH3	0.602338	1.99173
SSR4	2.06452	-0.407512
SSR4P1	0.45605	-0.963752
SSSCA1	0.659965	-1.15519
SST	1.17172	-1.05884
SSTR1	4.22841	-0.883156
SSTR2	2.37202	-0.101035
SSX2IP	1.25517	2.27561
ST18	-1.42709	-0.550165
ST20	-0.613419	-1.64635
ST3GAL1	-0.010116	-0.238981
ST3GAL2	-3.85904	-1.52293
ST3GAL3	3.15937	4.23707
ST3GAL5	-1.09942	0.818281
ST3GAL6	-3.56264	0.554903
ST3GAL6-AS1	-3.42366	0.329145
ST5	0.679762	-1.26318
ST6GAL1	0.350787	-0.849666
ST6GAL2	-0.888856	-0.663098
ST6GALNAC1	-0.369057	1.04763
ST6GALNAC3	-0.794152	-0.543261
ST6GALNAC5	6.19703	0.555476
ST6GALNAC6	-0.294165	-1.46373
ST7-AS1	1.64531	1.14381
ST7L	-0.639169	0.994329
ST8SIA1	1.12446	2.57015
ST8SIA3	5.57465	4.1129
ST8SIA4	-0.910047	-1.09492
ST8SIA5	2.82669	3.41782
STAB1	-3.3043	-3.0207
STAC2	0.568028	1.63396
STAG1	-1.05798	0.722602
STAG3	-3.65442	-4.18006
STAG3L2	0.306746	1.00122
STAG3L4	-0.991097	1.25981
STAMBP	-2.75347	-0.2704
STAMBPL1	4.80971	5.28118
STAR	1.70233	2.08724
STARD10	-1.89938	0.544895
STARD3NL	-0.992742	-2.30169
STARD4	2.19616	2.08685
STARD5	1.49039	2.09798
STARD9	-2.12053	0.551398
STAT1	-1.43959	-0.450929
STAT4	2.63235	3.39171
STAT6	3.737	2.98607
STAU2	1.57676	2.74513
STBD1	3.94484	2.23625
STEAP1	5.607	2.7029
STEAP2	3.58115	4.00923
STIM1	2.18422	-0.874639
STIM2	-0.993269	1.15703
STK10	-4.67175	-4.8254
STK11IP	0.0944361	1.13147
STK17A	2.3212	-0.128243
STK17B	-0.589265	-1.41502
STK25	3.14019	-0.483034
STK26	-0.918448	0.449871
STK31	-3.77066	-3.81841
STK32C	5.15073	0.242624
STK33	-3.45977	-2.97446
STK36	-0.760597	0.483524
STK38L	3.60767	3.16001
STK39	0.685942	0.526281
STK40	-0.218048	1.50564
STMN1	3.94458	1.77208
STMN2	2.04432	1.49604
STN1	1.79395	2.56741
STOM	-4.78182	-4.60311
STOML1	4.9121	-0.0167083
STON1	-4.54921	-2.54564
STON2	-0.775913	-1.63524
STOX2	-0.580141	0.665892
STPG1	2.49671	2.63438
STRADA	1.10967	1.90827
STRAP	2.58209	0.121495
STRBP	1.4873	2.30594
STRIP1	3.93001	1.44414
STRIP2	-2.03151	-1.98169
STRN	0.175577	1.63198
STS	1.54096	2.20231
STT3B	-1.18297	-2.24847
STUM	2.13096	-1.30783
STX12	4.35	-0.0871836
STX16	-2.10265	-0.364781
STX17-AS1	-0.10662	-1.25684
STX19	3.54825	4.04782
STX1A	5.30271	1.60107
STX1B	-0.873437	1.21667
STX2	-1.90963	-2.98509
STX7	0.276171	-1.14582
STX8	0.107726	1.47147
STXBP1	2.37997	2.64888
STXBP3	-2.85087	-3.53376
STXBP4	-2.44085	-2.91969
STXBP5	2.87663	2.71538
STXBP5L	4.35598	4.29601
STXBP6	3.57849	1.80422
STYK1	4.99768	0.251954
STYXL1	0.29396	-1.15658
SUB1	1.98841	-1.33617
SUCO	-0.246131	-1.40416
SUGP2	-0.500728	1.46041
SUGT1P3	0.180068	-0.801756
SULF1	0.0820186	0.0377704
SULF2	0.166292	-1.68887
SULT1C4	-1.11966	-1.70194
SUMF1	1.3	-1.23747
SUMF2	-1.501	0.212398
SUMO2	-0.602994	-1.68206
SUMO3	1.74969	-1.42411
SUN1	0.393738	1.55295
SUPT16H	1.99097	2.62564
SUPT20H	-0.67338	0.792765
SUPT7L	-0.272672	1.50756
SURF2	1.20323	0.510332
SURF4	2.63966	2.26879
SUSD1	2.24749	-0.666525
SUSD3	-3.0864	-3.01892
SUSD4	1.45265	0.788053
SUSD5	4.71982	4.73281
SUSD6	2.58778	3.07823
SUV39H1	6.57725	3.25265
SUZ12	1.82351	2.63521
SV2A	-0.606227	1.13414
SV2B	5.92992	4.0901
SV2C	0.0292575	0.997852
SVIP	-3.87627	-1.05398
SVOP	4.84781	0.386574
SWI5	-0.199686	-1.65591
SWSAP1	-0.928663	-1.93519
SYBU	1.92059	2.86091
SYCE1	6.58271	3.71065
SYCP2	-1.17058	1.52861
SYCP2L	0.503414	1.46867
SYDE2	1.69686	2.34242
SYF2	-0.327277	-1.23662
SYK	-3.71622	-3.66465
SYN2	3.0725	-0.26756
SYN3	-0.60852	0.907555
SYNDIG1	1.2514	1.90196
SYNE1	1.93193	2.37677
SYNE4	-5.80577	0.310012
SYNGR2	-1.03853	-0.408849
SYNGR3	4.82109	2.0189
SYNJ1	0.825174	1.56632
SYNJ2	-0.874626	-0.0694445
SYNM	4.60562	3.38313
SYNPO	-2.1477	-2.91046
SYNPO2	4.89353	4.08235
SYNPR	2.98743	-0.0971817
SYPL1	-0.899275	0.37711
SYT1	3.46944	2.48548
SYT10	3.45758	1.61353
SYT12	1.20479	2.04251
SYT13	7.97485	4.17041
SYT14	5.42677	4.74855
SYT15	-0.96878	0.692426
SYT16	5.21226	2.74168
SYT17	2.04384	-1.30642
SYT2	-1.08161	0.506234
SYT3	0.059188	1.07699
SYT4	4.08995	2.53597
SYT5	6.05269	2.40803
SYT6	-5.54289	-2.33593
SYT9	2.52303	0.00108094
SYTL1	-2.16384	-2.95083
SYTL2	0.121973	-1.42026
SYTL3	-1.40935	-2.04699
SYTL4	-0.314025	-1.18555
SYTL5	0.814236	-1.08776
SZRD1	-3.62894	-3.90665
SZT2	-0.926063	1.14976
TAB2	2.26689	0.098778
TAB3	2.30123	2.82235
TAC1	0.319599	-1.41084
TAC3	1.9166	0.49868
TACC1	-1.03976	0.70298
TACC3	-1.45723	0.284257
TACR2	1.38181	-0.787606
TADA1	1.0025	0.670608
TADA2A	1.89668	2.89738
TADA2B	-2.0196	0.398775
TAF10	-0.853031	-1.89814
TAF12	-1.69117	-0.64713
TAF13	-0.397182	0.979477
TAF1A	1.49797	0.860889
TAF1C	0.876254	1.73147
TAF1D	1.10875	2.24609
TAF3	-3.52802	-0.258666
TAF4B	0.700036	1.88065
TAF5L	-0.489174	0.597917
TAF9B	2.1019	-0.933834
TAGLN2	-2.44738	-3.22001
TAGLN3	1.68375	-0.646533
TALDO1	-2.2871	-3.70071
TAMM41	4.16193	-0.0676322
TANC1	-3.14264	-0.846253
TANGO2	-4.7184	-0.735825
TANGO6	3.88319	1.22137
TAOK1	3.62645	0.882823
TAP1	-5.93101	-2.01719
TAPT1	6.6937	2.15229
TARBP1	2.99851	2.90008
TARDBP	0.507269	1.92808
TARSL2	-2.42047	-0.37617
TAS2R10	1.95553	2.76963
TAS2R13	-0.980724	1.17818
TAS2R14	0.42736	1.8557
TAS2R30	-0.215643	1.49889
TAS2R31	-0.408877	1.31005
TAS2R43	0.188792	1.61261
TAS2R45	0.339418	1.63009
TAS2R5	0.586748	2.19685
TAS2R50	0.947493	2.2854
TASP1	3.762	4.67702
TATDN1	0.506119	-0.948568
TAX1BP1	1.79894	1.79697
TAZ	0.97431	1.91922
TBC1D1	3.42665	4.05571
TBC1D10A	2.20332	-0.901076
TBC1D10C	-2.39258	-3.58064
TBC1D12	-1.8421	-0.540286
TBC1D13	0.791469	-1.0376
TBC1D14	-0.0496724	-1.30589
TBC1D15	2.47651	2.67046
TBC1D16	-1.95267	0.127739
TBC1D19	0.0281544	1.25453
TBC1D22A	2.959	0.859198
TBC1D24	6.84545	0.720463
TBC1D26	-0.361948	-1.55122
TBC1D30	-0.674688	0.847107
TBC1D31	-3.86508	-3.97162
TBC1D4	-0.441812	1.15489
TBC1D8	-1.46007	0.231199
TBC1D8B	-0.978944	0.403277
TBC1D9	2.03443	1.98789
TBC1D9B	-0.870733	-1.2126
TBCA	0.166067	-1.62924
TBCB	3.08101	0.779069
TBCE	-0.234794	1.18463
TBCEL	0.159249	1.56435
TBL1X	-5.40529	-3.40158
TBL1Y	-4.53042	-2.82282
TBL2	3.42833	0.996729
TBR1	0.888028	1.83969
TBRG1	1.33488	1.8977
TBX19	-5.0181	-5.16671
TBX2	-0.241235	0.282212
TBX2-AS1	-2.07923	-0.770255
TBX3	-0.164489	0.949101
TBXA2R	-0.575945	-1.77603
TC2N	1.54767	2.22353
TCAP	1.4326	0.673379
TCEA3	2.95379	-0.899139
TCEAL9	1.22997	-0.0225425
TCERG1	-0.166062	1.25022
TCERG1L	4.69279	3.93761
TCF7L1	-2.00434	-2.71775
TCF7L2	2.16406	4.40798
TCFL5	0.262219	-0.801708
TCHH	0.736324	1.39755
TCHP	-1.27254	0.801344
TCIM	3.50115	3.94127
TCOF1	3.67417	3.57438
