gene	DK_PLS2_matchedX	DK_PLS1_dCTonly_matchedX
DPY19L2P2	0.873876	1.99571
DPY19L2P3	-0.554477	1.20709
DPY19L2P4	0.901302	2.24953
DPY19L4	-1.19584	0.37867
DPY30	0.540808	-0.730783
DPYD	-1.74611	-3.13619
DPYS	3.31631	2.71192
DPYSL3	1.16938	-1.05778
DPYSL4	3.61744	1.63372
DPYSL5	-0.571673	-0.700425
DR1	-1.8835	-2.52054
DRAIC	-2.0843	-2.92908
DRAM1	-0.756424	-1.85726
DRAXIN	-0.960748	-1.89619
DRC1	5.3233	2.11869
DRC3	-0.387402	0.660648
DRD1	2.74059	3.09775
DRD2	-1.22891	-2.4604
DRD3	2.24875	0.933398
DSCAML1	-2.85667	-0.324296
DSCC1	-0.359597	1.67993
DSCR9	-0.548518	-0.00261203
DSEL	-1.42011	-2.62872
DSP	-3.41682	-3.51982
DST	-1.78211	-0.191815
DSTN	1.78832	-0.713654
DTNA	-2.59796	-2.61462
DTNB	2.2215	0.00372892
DTNBP1	0.912699	-1.40249
DTWD1	-1.04758	-1.47318
DTWD2	-0.808857	1.18545
DTX1	2.0756	0.357531
DTX3	3.41773	3.58282
DUBR	-1.22183	0.547978
DUS1L	-5.97166	-0.609802
DUS4L	-0.0913156	-1.16288
DUSP1	-4.4981	-0.671455
DUSP14	1.95448	1.03527
DUSP16	0.350576	0.782185
DUSP18	-0.0389157	-1.18469
DUSP2	3.87402	2.99164
DUSP22	-2.66166	-1.41219
DUSP23	-1.35472	-1.64922
DUSP26	3.27404	0.980645
DUSP27	3.49787	1.95815
DUSP3	4.82107	2.15378
DUSP4	2.90185	4.21106
DUSP5P1	1.87531	-0.480388
DUSP6	5.0046	4.01843
DUSP7	0.0561338	1.23501
DUSP8	-2.76199	-0.907293
DUT	2.42443	3.05851
DVL1	0.568902	-0.469872
DVL2	1.45758	2.36097
DYDC2	-1.4129	-2.37866
DYM	-1.37527	0.601638
DYNC1I1	2.38511	1.06501
DYNC1LI1	2.46048	3.04258
DYNC2H1	1.65825	2.73502
DYNLL1	3.23325	-0.253513
DYNLT1	-3.22402	-3.48406
DYNLT3	3.61654	3.42624
DYRK2	1.62009	-0.359365
DYRK3	0.541801	-1.1986
DZIP3	6.76506	2.37721
E2F1	1.20893	1.31083
E2F3	4.69017	1.15346
E2F5	0.579351	-1.17515
EAF1	2.3562	0.561205
EAF2	-3.73735	-3.76351
EARS2	4.70361	0.628345
EBAG9	-1.22345	-1.76539
EBF1	-1.64991	-0.790292
EBI3	-4.49864	-3.81977
ECH1	0.138369	-1.04607
ECHDC2	-2.77389	-2.06066
ECHDC3	1.16992	-1.23948
ECHS1	-0.162658	-1.61233
ECI1	-0.182785	0.8457
ECI2	-1.33269	-2.10343
ECM1	0.430738	1.55956
ECSIT	1.85253	2.44517
EDA	-3.25622	-3.69005
EDARADD	-0.722597	-2.14646
EDC3	2.59063	1.58608
EDEM1	-1.22789	0.752847
EDF1	2.85881	0.392944
EDIL3	-2.43249	-0.355673
EDN1	1.82022	0.834849
EDN3	-1.35374	0.377757
EDNRA	-1.76774	0.617394
EDNRB	-0.58446	-1.63534
EED	1.36738	2.5016
EEF1AKMT1	0.536292	-0.576748
EEF1AKMT2	0.125942	0.723167
EEF2K	-1.49283	0.499075
EEPD1	-2.54449	0.721921
EFCAB1	4.58158	-0.433467
EFCAB11	-1.78527	-2.54399
EFCAB14	-4.24856	-2.90497
EFCAB2	-0.601236	-1.06839
EFCAB7	1.31642	2.45748
EFCC1	-4.07666	-4.49227
EFEMP1	-0.239444	-1.18083
EFEMP2	-0.994654	-1.86834
EFHB	1.10957	-0.821397
EFHC2	2.45789	0.432281
EFHD2	-1.54119	-0.0741061
EFL1	0.207727	0.0927285
EFNA2	-3.83242	-4.00621
EFNA5	3.26579	3.34737
EFNB1	0.292015	-0.424304
EFNB2	5.0321	0.305389
EFNB3	4.25718	-0.368699
EFR3A	0.332374	1.60499
EFR3B	0.174095	-0.932035
EGFEM1P	0.437409	0.0486256
EGFL6	-1.7249	-2.22612
EGFL7	3.92532	3.53986
EGLN1	-2.80994	-3.36737
EGR1	2.20883	2.77256
EGR2	4.2346	4.23539
EGR3	2.09197	0.61818
EGR4	2.54739	2.04221
EHBP1L1	1.50081	-0.0685252
EHD1	-1.11158	-0.573514
EHD2	1.77595	2.41134
EHF	-0.114004	0.808227
EHMT1	-1.58653	0.777298
EID1	2.42747	1.80143
EID2B	1.7295	0.232359
EIF1	-1.06186	-2.09372
EIF1AD	2.39755	0.0733798
EIF1AX	2.9116	3.37957
EIF1AY	-0.28334	-1.48095
EIF1B	0.655223	1.88503
EIF2A	-1.29761	1.17468
EIF2B2	0.992757	1.66591
EIF3D	1.37417	-0.659826
EIF3J	2.3477	0.299672
EIF4A2	2.87781	3.12305
EIF4E	-0.251926	1.12804
EIF4E1B	1.14928	2.0034
EIF4E2	0.725339	1.45882
EIF4E3	1.52193	2.33924
EIF4EBP1	-1.07641	-2.0368
EIF4G2	-0.508392	0.379703
EIF4G3	-3.45198	-0.562788
EIF5	2.00904	2.72875
EIF5A2	0.769388	1.85182
EIF6	2.95204	1.23224
EIPR1	1.08542	-0.717736
ELAC2	0.703136	-0.76174
ELAVL4	3.78425	4.79764
ELFN2	0.491425	-1.01685
ELK1	-0.0826657	-1.31208
ELK3	-5.45513	-3.91671
ELL	0.838174	2.28268
ELL2	2.50363	2.9385
ELL3	1.04797	-1.48432
ELMO1	2.11775	2.35441
ELMO2	0.327626	-1.38559
ELMO3	0.76983	1.47706
ELMOD2	3.46892	3.63629
ELMOD3	-3.23426	0.487234
ELMSAN1	0.443503	0.453155
ELN	0.713334	1.63141
ELOA	2.12651	1.01743
ELOB	1.60842	-0.523818
ELOVL1	-2.08183	-0.18734
ELOVL4	-0.955786	0.500252
ELOVL5	-1.58154	-0.758147
ELOVL7	-3.22853	-0.332821
ELP3	2.27645	2.13076
EMB	-1.22765	0.132282
EMBP1	-1.44106	-0.173108
EMC2	-3.74078	-3.82576
EMC3	3.12072	2.31409
EMC3-AS1	-0.285117	0.932773
EMC7	0.217427	-1.60831
EMCN	-0.997221	0.294652
EMG1	3.35205	-0.637086
EMID1	-0.151107	-1.39838
EMILIN2	-3.01311	-1.09798
EMILIN3	-0.573115	0.943134
EML1	3.41189	3.56725
EML2	-0.794072	0.909819
EML5	1.22231	2.28263
EML6	3.78899	5.15877
EMP1	-3.23214	-3.99739
EMP2	-3.22584	-3.04369
EMP3	-1.97364	-2.67599
EMSY	0.493174	1.84517
EMX1	0.279196	1.63578
EMX2OS	-1.92161	-2.45804
ENAH	-0.119858	-0.436497
ENC1	4.55815	1.00749
ENDOD1	0.643961	0.829421
ENDOU	-0.841929	-1.84397
ENG	-1.28533	-0.283053
ENKD1	0.802559	2.02778
ENKUR	0.0717401	-0.739593
ENO1	0.285118	-1.61042
ENO2	2.30153	2.84676
ENO3	0.294985	0.714589
ENO4	0.381543	1.33639
ENOX1	5.55156	1.45998
ENPP1	1.2225	-0.412773
ENPP2	-1.84729	-0.730549
ENPP4	2.34085	2.34512
ENPP5	1.03105	1.92176
ENPP6	0.856666	1.24479
ENSA	5.52123	1.16561
ENTPD3	-0.634204	1.48777
ENTPD4	-1.4	1.20592
ENTPD6	3.92958	1.69355
ENY2	-0.714365	-1.72162
EPB41	0.69645	2.00918
EPB41L1	-3.4236	0.403426
EPB41L3	0.928176	1.66027
EPB41L4A	-2.67296	-3.27237
EPB41L4A-AS2	-1.28512	-1.1532
EPB41L4B	1.63141	-0.485758
EPB41L5	3.0153	3.98246
EPC1	-0.0419381	1.28396
EPC2	0.960632	2.14945
EPCAM	-4.44379	-5.4503
EPDR1	0.565622	0.26194
EPHA10	3.44838	-0.253686
EPHA3	-0.199476	0.380643
EPHA4	1.25813	1.79412
EPHA5	0.414947	-0.331704
EPHA5-AS1	-1.04648	-1.37982
EPHA6	-1.03618	-1.93716
EPHA7	-3.06131	-1.23906
EPHB2	0.328577	1.43512
EPHB3	2.42039	2.43132
EPHB6	3.18822	3.94676
EPHX1	-1.65905	-2.38958
EPHX4	3.77443	4.1254
EPM2A	-1.51998	0.713048
EPN3	0.521938	1.32092
EPOP	3.75198	0.600797
EPRS	0.361533	0.618738
ERBB2	-1.70426	-2.38274
ERC1	-2.38814	-2.43511
ERC2	1.05051	-1.07006
ERC2-IT1	-0.38478	0.209808
ERCC2	2.6476	-0.210639
ERCC4	-1.70683	1.01682
ERCC6L2	2.88093	0.403427
ERFE	0.805075	-1.07711
ERG	-1.18447	0.0301132
ERH	0.213786	-1.14477
ERI3	0.568618	-1.15893
ERICH1	1.94676	1.26715
ERICH2	-5.6023	-5.1956
ERICH3	-0.367376	-1.50878
ERICH5	-1.58713	0.861563
ERICH6-AS1	-1.65003	-2.19555
ERLIN1	3.27285	0.465845
ERMARD	-1.76648	-3.03685
ERMP1	-0.817142	0.712443
ERO1A	1.83481	2.50594
ERO1B	-1.10868	0.278268
ERP29	-4.28256	-3.72845
ERP44	0.592935	1.96911
ERRFI1	2.07888	2.88873
ESAM	-0.382957	0.530455
ESCO1	0.774347	1.93858
ESD	1.3599	-1.02317
ESRRA	-1.48409	0.696844
ESRRB	-2.13014	-0.265375
ESRRG	-1.78017	0.815462
ESYT1	1.69606	2.18345
ETFB	0.257714	-1.34918
ETFDH	-0.0268366	-1.19181
ETFRF1	-3.5989	-3.79888
ETHE1	-0.560326	0.364872
ETNK1	2.64151	1.72547
ETNPPL	-0.76495	-1.83528
ETS2	5.13721	3.98591
ETV1	0.806664	0.498865
ETV5	0.0925348	1.02872
ETV6	1.99528	3.78211
EVI2B	-3.13761	-4.0692
EXD3	4.86743	2.54213
EXOC1	-0.259321	-1.32501
EXOC3-AS1	3.06108	-0.419731
EXOC3L2	-1.06667	-0.882712
EXOC4	2.74229	-0.433422
EXOC6	3.92952	0.264586
EXOG	-2.7834	-0.742286
EXOSC8	-0.665219	-1.27206
EXPH5	-0.353409	0.109869
EXT1	2.9612	2.42306
EXTL1	4.07213	3.86349
EXTL2	0.293434	1.64488
EXTL3	1.18676	1.43772
EYA2	-0.991426	-1.83506
EYA3	0.0130527	1.41514
EYA4	-6.40014	-0.275566
EZR	-1.28894	-1.98677
F12	1.87823	-0.496366
F7	0.129491	1.08888
F8	4.10397	3.66286
FA2H	-0.347565	0.290862
FAAH2	-1.08485	-0.644148
FABP3	1.98953	-0.449333
FABP5	-1.33401	-2.34701
FABP5P3	-1.90106	-2.56364
FABP6	-0.4173	-1.33041
FABP7	0.288727	-1.33593
FADS1	-1.0988	-1.80216
FADS2	-1.54203	-2.38083
FADS3	4.54688	1.32641
FADS6	0.590301	1.62897
FAH	-0.807173	-1.78237
FAM102A	-1.16391	-2.06191
FAM102B	6.39403	1.54536
FAM104B	0.594496	1.71735
FAM105A	0.0130812	-1.24418
FAM106A	1.03493	2.2112
FAM107A	-1.03329	-1.78293
FAM110A	-0.859701	1.08487
FAM110C	3.89181	0.25444
FAM111A-DT	-2.13429	-1.2999
FAM117A	-1.656	-3.17482
FAM117B	5.79494	4.30724
FAM120A	-0.516454	-1.35606
FAM120AOS	2.07252	-0.879229
FAM120C	0.729988	1.75712
FAM122C	1.72243	-1.15406
FAM126B	0.483687	1.45884
FAM129A	-4.83333	-6.25617
FAM129B	-2.08799	-2.67251
FAM131A	2.28517	0.372479
FAM131B	0.670858	1.65435
FAM133A	8.68018	2.57193
FAM133DP	-2.34461	0.376525
FAM135B	-1.08359	0.415369
FAM13A	5.18057	4.95835
FAM13A-AS1	-3.16269	0.0022029
FAM13B	-2.85	-0.530187
FAM149A	0.592252	-1.04552
FAM151B	-0.520462	-1.85026
FAM153A	1.44178	2.342
FAM155B	-5.3361	-4.76194
FAM160A2	4.04034	2.22765
FAM160B2	1.79548	2.39729
FAM161A	2.50161	1.44016
FAM162A	-0.836224	-2.13252
FAM162B	4.61705	5.1166
FAM167A	-0.185647	-0.968658
FAM167B	-1.68047	0.00370762
FAM168B	-0.798424	1.05214
FAM169A	1.97512	2.61899
FAM171A1	0.47709	0.860066
FAM171A2	0.769771	-0.887723
FAM171B	0.394249	-1.30263
FAM172A	-0.551545	-1.04394
FAM174B	3.73084	2.0633
FAM181A	-1.45962	-2.15199
FAM181B	-2.80041	-3.08011
FAM182B	1.62641	-0.621722
FAM184A	1.55089	-0.890778
FAM185A	0.635346	0.746111
FAM187A	2.94833	-0.0618843
FAM189A1	-2.87926	-1.16256
FAM189A2	-1.92237	-2.2195
FAM189B	0.514913	0.623391
FAM192A	0.173195	-1.08443
FAM196A	-3.80077	-3.94023
FAM198B	0.930294	2.678
FAM19A1	2.44886	0.295729
FAM19A2	-1.06126	-0.202924
FAM200B	1.81463	-0.291788
FAM201A	-3.41155	-3.48959
FAM206A	1.32212	2.14391
FAM207A	0.638486	-1.31665
FAM208B	-1.08761	0.319299
FAM209A	0.322441	1.00696
FAM20A	-1.4622	0.0283696
FAM210B	-0.585054	0.94601
FAM212A	0.125826	-1.38106
FAM212B	-0.460956	-0.980947
FAM213A	1.82384	1.10601
FAM213B	-2.24198	-3.44177
FAM214A	-0.912286	1.40284
FAM216A	0.368275	1.67711
FAM217B	3.71687	3.43238
FAM218A	-0.344527	0.336204
FAM221A	-3.66545	-0.694811
FAM222B	-0.387141	1.24036
FAM225B	-4.80945	-1.36252
FAM228B	0.813112	-0.997212
FAM229B	-0.284603	-1.82066
FAM234A	-1.86333	-0.124907
FAM234B	6.2567	4.64261
FAM241A	-1.47459	-3.41277
FAM241B	4.44643	1.0743
FAM24B	-2.97016	-3.02806
FAM27E2	0.0115025	-0.492473
FAM27E3	1.09302	0.970438
FAM32A	1.7744	-0.395572
FAM35BP	-1.07331	0.787562
FAM3C	-0.24837	0.81604
FAM43A	-0.265093	1.30127
FAM43B	0.290806	0.997003
FAM46A	-2.85042	-3.14554
FAM47E	5.39254	1.37359
FAM49A	3.57069	1.07787
FAM49B	3.31528	3.5789
FAM53C	1.27516	-0.166428
FAM57B	-4.0165	-0.711996
FAM69B	1.06199	1.33153
FAM71E1	-5.15586	-0.0638874
FAM71F1	2.24156	-1.02701
FAM76A	1.20106	0.340375
FAM76B	-0.746407	1.20108
FAM78A	1.00685	1.9276
FAM78B	2.2935	3.26235
FAM81A	3.42973	4.7602
FAM83D	0.349542	1.34623
FAM83H	0.757982	-0.20982
FAM84A	4.34555	4.74673
FAM84B	0.641125	-0.22341
FAM86B3P	-0.0299481	-1.34356
FAM86C1	0.0373427	-1.54916
FAM86EP	0.00221565	-1.40701
FAM86FP	-0.150927	-1.56889
FAM86HP	-0.38761	-0.584415
FAM89A	-4.95577	-4.99858
FAM89B	-0.158871	0.676094
FAM95A	-0.625234	0.739806
FAM95C	-1.49213	-0.707275
FAM98A	0.377684	-0.493565
FANCA	-0.175562	0.827876
FANCC	-1.93444	-0.0387235
FANCE	-0.873782	-0.478802
FANCG	-0.788243	-0.149928
FANCI	-0.876258	1.08657
FANCL	-0.178112	-1.14596
FANK1	-2.65819	-2.92163
FAP	2.35154	2.86529
FAR1	1.22844	1.77613
FAR2	-0.313194	0.760737
FAR2P1	2.49759	-0.471861
FAR2P2	1.60228	-0.559581
FARP1	0.855961	-0.82512
FARSB	1.8163	-0.0666086
FASTKD1	-2.92034	1.04671
FASTKD5	2.26307	2.88067
FAT1	1.22007	-0.240346
FAU	-0.855136	-1.6424
FBL	-1.33467	-2.3407
FBLIM1	-2.13149	-0.0347634
FBLN2	-4.10642	-3.57017
FBLN5	1.51676	0.633977
FBLN7	4.12297	3.65316
FBN1	1.99098	2.49084
FBRSL1	0.40647	0.745838
FBXL15	1.56032	2.26809
FBXL16	1.67556	-0.502775
FBXL2	4.21904	1.73811
FBXL4	-0.704469	1.14611
FBXO15	-2.53364	-3.52522
FBXO16	2.16965	2.81627
FBXO17	-1.89794	-2.90347
FBXO2	0.0812043	-1.5946
FBXO21	-2.5562	-0.553832
FBXO27	1.35956	0.4697
FBXO3	1.38167	-0.0843622
FBXO30	-1.03806	-0.235996
FBXO31	0.415837	1.14021
FBXO32	1.8537	2.30617
FBXO33	2.1571	2.81731
FBXO34	0.427661	1.68327
FBXO40	4.18901	3.33826
FBXO44	5.33728	1.79093
FBXO45	0.489706	1.61547
FBXO46	2.6169	3.48683
FBXO7	-0.707491	-0.688976
FBXO9	0.374874	1.947
FBXW7	3.1681	3.60605
FBXW9	2.99797	0.872667
FCGBP	-2.09887	-2.9394
FCGR1B	-3.45573	-3.33375
FCGR3A	-3.16309	-3.88195
FCGRT	-2.80884	-3.15354
FCHO2	2.90905	3.52755
FCN1	-1.06424	-0.756517
FDFT1	1.74686	-0.404254
FDPS	2.56694	0.445837
FDPSP2	1.60451	-0.171422
FDX1	0.037951	1.2451
FDX1L	2.2275	-0.23466
FDXR	-1.25668	-2.17459
FECH	2.56322	2.65121
FER1L4	-1.07138	0.675597
FERMT1	-0.377038	-1.51764
FERMT2	-1.46896	-2.32139
FES	2.93232	3.66367
FEZ1	-0.955648	0.154422
FEZ2	1.96295	0.333798
FEZF2	-0.872238	-1.29162
FFAR4	8.7206	1.29315
FGD1	-1.21229	-1.57788
FGD3	1.63669	-0.612338
FGD4	-6.24814	-5.53119
FGD5	-0.692271	0.376227
FGF12	0.557817	2.1264
FGF13	-1.63748	0.573789
FGF14	2.30768	3.12069
FGF17	0.657358	2.00848
FGF18	2.50682	3.63174
FGF2	-0.169705	-1.18862
FGF22	4.61949	2.48246
FGF7	-1.43393	0.329
FGF7P3	-0.69301	0.789632
FGF7P6	-0.891694	-0.103706
FGF9	-0.581855	1.02911
FGFBP3	0.2149	-1.23466
FGFR1	-0.166191	-0.916333
FGFR1OP	2.48744	2.82003
FGFR1OP2	5.89825	4.15814
FGFR2	-0.799169	0.408929
FGFR3	-1.35583	-2.01622
FGGY	-0.196279	-1.52636
FGL1	-1.00713	-2.14302
FGL2	-6.04722	-5.43626
FGR	-1.07833	-0.159029
FHIT	-0.629655	-0.72912
FHL1	0.875385	0.0786891
FHL3	4.04873	3.27472
FHOD1	-3.51168	-4.74368
FHOD3	-0.600426	-1.66239
FIBIN	-1.20093	-1.94579
FIGN	3.69909	5.24997
FIGNL2	3.59691	0.408609
FILIP1	0.0862352	-1.27752
FILIP1L	5.55986	2.03068
FIP1L1	3.883	0.557066
FITM2	3.17584	3.17629
FIZ1	2.28617	3.16221
FJX1	0.634115	-0.164251
FKBP11	0.403728	1.85727
FKBP14	-1.51625	-2.89051
FKBP1A	3.54583	-0.435511
FKBP1B	0.856305	-1.33216
FKBP2	0.950777	1.49824
FKBP5	-4.63113	-0.854744
FKBP7	-3.78917	-0.528152
FKRP	-0.65132	-1.57406
FLCN	1.09087	0.449949
FLII	1.31775	1.49697
FLJ20021	4.52601	2.07557
FLJ23867	-0.592351	0.949173
FLJ30901	0.51338	1.04133
FLJ33534	2.57129	1.33653
FLJ37453	-1.12835	-2.11993
FLJ42627	-2.60149	-0.446319
FLOT2	2.90033	1.22089
FLRT1	-0.693519	-2.04208
FLRT2	3.73729	4.14873
FLRT3	2.14749	2.94445
FLT1	-2.39909	-0.101897
FLT3	-0.166704	1.3383
FLVCR1-AS1	0.00511293	-0.695266
FMN1	5.85175	4.43807
FMN2	0.996234	2.25462
FMNL2	-3.09141	-1.22243
FMOD	1.73303	0.768256
FMR1	4.24205	4.90221
FN3KRP	2.91931	0.577637
FNBP1L	1.33143	-0.686551
FNDC10	1.364	2.24415
FNDC11	-2.86735	-1.4447
FNDC3A	-0.655988	-1.47831
FNDC3B	3.0056	2.655
FNDC4	1.04055	2.38728
FNDC5	-0.054568	2.02369
FNDC9	1.23245	0.51961
FNIP2	3.77411	2.21317
FNTA	-1.81429	-0.959168
FOCAD	0.683917	1.39794
FOLH1B	-1.71953	-0.62813
FOLR1	-2.9933	-3.80905
FOLR2	-1.73082	-2.31539
FOS	-4.77057	-2.60005
FOSB	1.58933	2.34241
FOSL2	-1.18498	1.08991
FOXC1	-1.81917	-0.175806
FOXD1	0.652073	0.319918
FOXF1	-1.91666	-0.715901
FOXF2	1.49874	0.516666
FOXG1	3.42732	0.629881
FOXJ2	0.739646	0.712889
FOXJ3	4.27392	2.42846
FOXK1	-0.88902	0.924247
FOXL2	0.803605	1.44726
FOXN3	-3.15314	-0.281426
FOXN3-AS1	2.74448	-0.326101
FOXO1	-4.88255	-4.74795
FOXP1	1.72672	2.57447
FOXP2	3.16739	3.80213
FOXQ1	0.780447	1.5645
FOXRED2	4.53249	0.938528
FOXS1	-1.18028	-0.643705
FPGS	-0.997677	-1.8254
FPGT	-1.88712	-0.159458
FPR1	-2.67585	-3.48054
FRA10AC1	1.73075	-0.269724
FRAS1	0.957204	1.55727
FRAT1	-0.857083	1.36502
FRAT2	-1.23693	0.628139
FREM3	3.79303	1.93572
FRK	0.0838378	0.684296
FRMD3	-2.05011	-2.90676
FRMD4A	-2.46474	0.677269
FRMD5	0.643395	1.7167
FRMD6	6.28143	2.77768
FRMPD4	7.57245	4.70806
FRRS1L	4.28387	1.27075
FRYL	-1.36231	0.236489
FRZB	-0.230552	0.256508
FSBP	0.451847	2.13469
FSIP1	0.174833	-0.961699
FSTL1	-3.83436	-0.307075
FSTL4	2.98807	3.30334
FSTL5	3.80634	0.890425
FTH1	1.15688	-1.08955
FTL	-2.48465	-2.75982
FUCA1	2.61186	-0.0637156
FUNDC2	0.537535	0.819986
FUOM	-0.264437	-1.78308
FUT10	1.2751	-0.79312
FUT11	0.152987	1.21892
FUT9	6.19728	2.92626
FXR1	2.42724	3.16099
FXYD6	6.84569	1.27785
FXYD7	3.38349	3.55658
FYB1	-3.3176	-3.21847
FYN	-3.18961	-3.54925
FZD1	-0.369671	-1.73088
FZD10	-1.62433	-0.832633
FZD2	-2.56328	-2.87125
FZD3	6.36242	3.93512
FZD4	-0.913655	0.652011
FZD5	1.4098	2.47244
FZD6	1.135	2.2755
FZD7	-0.0207016	-0.825811
FZD8	-0.0367915	-1.30012
FZD9	1.70762	-0.366286
FZR1	3.74268	1.44541
G0S2	0.199824	0.782225
G6PD	-0.770454	-0.15038
GAB1	-0.0311817	1.15219
GABARAP	1.11253	-1.08454
GABBR1	3.10531	-0.662131
GABPB1-IT1	2.98349	3.54261
GABRA1	2.07521	2.50244
GABRA2	-0.420738	-1.41232
GABRA3	2.50441	-0.593233
GABRA4	-4.20766	-1.00032
GABRA5	1.30643	-1.11247
GABRB1	2.34667	-0.728643
GABRB2	1.6884	2.50449
GABRB3	2.10153	-0.826999
GABRD	3.49428	3.901
GABRE	1.35893	0.0619049
GABRG1	1.14112	-0.26615
GABRG2	3.947	4.12324
GABRG3	2.06007	2.61364
GAD1	-1.11683	0.556187
GADD45B	-1.43139	0.091863
GADD45GIP1	3.38204	0.748424
GAL	1.97195	1.73546
GALE	0.439195	1.61417
GALM	0.100961	-1.53103
GALNT11	1.52702	-0.170624
GALNT12	0.586341	1.39838
GALNT13	1.79894	1.74258
GALNT14	2.54791	0.96954
GALNT15	-1.18293	-0.540927
GALNT16	2.45962	2.0144
GALNT17	6.86777	3.64874
GALNT18	2.22246	0.320914
GALNTL5	3.86334	2.09974
GALR1	0.219638	1.89047
GALT	-2.01693	-0.978069
GAMT	1.7889	0.245809
GANC	-2.75445	-0.68185
GAP43	4.77923	0.27406
GAPVD1	-1.90568	0.235336
GAR1	1.08892	-1.23903
GARNL3	-1.88956	-2.11173
GART	0.754109	1.74137
GAS2	-1.58971	1.03965
GAS5	-1.776	-2.23117
GAS6	-4.57258	-0.0657287
GASAL1	-1.67584	-2.45623
GATAD2A	-1.8486	-0.66723
GATB	3.31183	1.655
GBA	1.36524	-0.447389
GBAP1	2.45922	1.03246
GBE1	0.429566	0.519938
GBP2	-0.827715	0.0767079
GBP3	-3.93051	-3.45552
GBP4	-0.70957	0.00232686
GCC2	-2.00619	0.908385
GCHFR	1.3184	1.63036
GCLM	1.86607	2.32553
GCNT1	2.2174	0.0800301
GCSH	-2.9754	-3.55732
GDA	3.8596	-0.391818
GDE1	0.0945056	-1.68325
GDF10	2.76519	1.9908
GDF7	1.80007	1.51889
GDPD1	-0.882574	0.849195
GDPD2	-0.678087	-1.68146
GDPD5	0.594021	1.14973
GDPGP1	4.14608	1.97749
GEM	-2.14695	-2.93776
GEMIN7	1.15986	1.90227
GEMIN8	-1.28785	-2.31801
GFAP	-2.8387	-3.29075
GFM1	-1.84234	0.638306
GFOD1	5.30112	4.78084
GFOD2	3.96399	3.63533
GFPT2	0.575515	1.54008
GFRA1	-6.69846	-2.36234
GFRA2	0.692299	1.61621
GGA2	-0.363506	1.27514
GGCT	6.09405	-0.0121486
GGCX	1.26612	-0.901549
GGH	0.73215	1.16863
GGN	1.59798	0.190323
GGNBP2	1.64827	0.926443
GGT1	0.59398	1.69251
GGT3P	-1.03428	0.768897
GGT5	-1.79628	-0.192152
GGT6	0.264836	0.963308
GGT7	-0.410731	1.00024
GGTA1P	-1.04495	-2.18462
GGTLC1	0.811512	1.9595
GHDC	4.78775	5.4225
GHR	-0.193699	-1.35337
GHRL	-3.80964	-4.26405
GHRLOS	-0.474748	1.37009
GIGYF1	-1.23733	0.786948
GIGYF2	1.04816	2.32543
GINS2	-0.381698	-1.58279
GIPC1	1.22488	1.75463
GIT2	-7.27621	-0.583313
GJA1	-0.0891493	-1.19615
GJB1	-0.643572	0.300407
GJB5	1.45054	1.33075
GJC1	-0.521516	1.18702
GJC2	-0.545715	0.348862
GK	3.38075	3.66151
GK3P	2.64157	2.90788
GK5	-2.73478	-0.648509
GLA	-0.56612	0.841429
GLB1L3	2.53604	2.87971
GLCCI1	1.95944	2.35348
GLCE	4.18381	2.53245
GLDC	-0.275971	-1.08064
GLDN	-0.440649	0.536037
GLG1	0.633546	-0.413325
GLI1	0.16929	-0.742162
GLI3	-2.08249	-2.59162
GLIPR1	1.92235	3.69994
GLIS1	0.0208358	1.36699
GLIS3	1.72612	1.65318
GLMN	0.491982	1.88985
GLO1	0.980834	-1.08682
GLOD4	1.48376	-0.908048
GLP2R	0.595274	-0.989594
GLRA2	-0.319945	-1.63797
GLRA3	6.77597	0.899594
GLRX	1.10691	1.73074
GLRX2	0.514481	1.55127
GLRX3	-2.43121	-0.882087
GLS	-1.08318	0.969744
GLS2	1.38975	2.159
GLT8D1	-0.747142	-0.550501
GLT8D2	0.771213	-0.97373
GLUD1	-1.78437	-2.43622
GLUD2	-1.09228	-1.90298
GM2A	-2.37024	-0.638363
GMFB	2.97583	-0.653599
GMFG	-0.888053	-2.05889
GMIP	-1.12617	-2.01784
GMNN	-0.426386	0.730891
GMPR	-1.88267	-0.448545
GMPR2	0.695101	0.986783
GMPS	0.929326	1.4114
GNA12	-3.49333	-3.58318
GNA14	0.414294	0.373138
GNA15	1.36934	1.05241
GNAI2	-0.536775	-1.989
GNAL	-4.15908	-3.92173
GNAO1	0.907023	-1.4694
GNAQ	3.44333	0.400235
GNAS	0.268877	1.61303
GNAZ	5.17683	1.69647
GNB1L	6.5702	3.65843
GNB2	2.95394	-0.472945
GNB3	1.09063	1.94514
GNB4	1.02606	-1.32745
GNG10	-0.736624	-1.81804
GNG11	-1.48626	-0.85609
GNG12	-0.903171	-1.80166
GNG13	7.08701	5.48893
GNG2	-0.437106	-1.96283
GNG4	1.88966	-0.838638
GNG7	-4.31143	-0.982928
GNL1	2.29886	2.78443
GNL2	-0.326151	0.746182
GNLY	-1.5475	-0.92205
GNPDA2	3.54411	3.8124
GNPTAB	2.40839	-0.528454
GNRH1	-2.63343	0.885416
GOLGA1	-0.467936	0.854086
GOLGA2P7	-2.34128	-0.788781
GOLGA6L10	-0.32296	1.1406
GOLGA6L17P	-1.50336	-0.468623
GOLGA7B	0.0160732	1.00641
GOLGA8A	0.797452	1.79114
GOLGB1	4.988	0.682666
GOLM1	3.04959	-0.407791
