gene	dCT + CT|DK	dCT alone|DK	NSPN PLS2	AHBA C3	AHBA C1	snRNAseq PC1	snRNAseq PC1 (U01)	dCT + CT|HCP	dCT alone|HCP
KRTAP5-10			-2.82099			-1.13143e-05	0.000602607		
KRTAP5-11			-2.15293			4.1924e-07	0.000140456		
KRTAP5-2	-1.07626	0.872956	-5.27405	-0.135662	0.660429			-3.27366	-1.54628
KRTAP5-3			-3.17951						
KRTAP5-4			2.49407						
KRTAP5-5			-1.72576						
KRTAP5-6	1.6936	1.60555	2.26373						
KRTAP5-7	-0.8367	0.688542	-3.46593	-0.0460719	0.558303	1.30856e-05	-0	0.773079	1.36191
KRTAP5-8	-2.85553	-2.61391	-2.40176			6.14847e-06	-0		
KRTAP5-9	-2.15945	-0.42442	-6.0572			-3.16007e-07	-0		
KRTAP6-1	-1.66513	-0.677311	-2.55746			3.15611e-07	-0		
KRTAP6-2			-1.40656			-0	-0		
KRTAP6-3	0.999623	-0.18293	-1.40104			-0	-0		
KRTAP7-1			-0.207143						
KRTAP8-1			-3.31866			4.71445e-07	3.41648e-06		
KRTAP9-1						2.94535e-06	-0		
KRTAP9-2			-4.81888						
KRTAP9-3			-1.13902						
KRTAP9-4	-3.19761	-0.304028	-4.70966						
KRTAP9-8			-4.81478						
KRTCAP2			0.167409			-1.45021e-05	-6.88596e-05		
KRTCAP3	-2.59633	0.178356	-3.82835	-0.174654	0.538048	-9.52137e-05	8.43006e-05	-1.00958	0.00138543
KRTDAP			0.188219			2.61105e-05	3.24511e-05		
KSR1	-3.24537	-3.97641	1.3723			0.000664036	0.00435309		
KSR2	1.58146	3.13344	-0.588993			0.0297693	0.0248478		
KTI12			1.43208			-0	-0		
KTN1	-1.50628	0.531679	-3.78315			-0.00146676	0.0100738		
KTN1-AS1			-3.95092			0.00093329	0.00249965		
KXD1	-0.247364	-1.65014	-3.2486			-0.000524952	0.00139233		
KY	5.69022	5.7115	6.72015			0.000927215	0.000928475		
KYAT1	2.82321	3.08893	5.26591	0.159674	0.752115			3.31832	3.27803
KYAT3			-0.888046						
KYNU	-0.277482	-1.31511	0.071207	-0.350917	-0.364875	0.000194496	0.000448963	-3.11627	-4.05956
L1CAM	3.35237	2.14273	-0.626494			0.0108006	0.00529804		
L1TD1	0.329061	1.63738	0.168238			4.56357e-05	0.000220983		
L2HGDH	-2.94348	0.960374	-2.24266	-0.122549	0.788826	0.00654004	0.00883435	-0.0674169	1.14891
L3HYPDH			-7.06342			0.00169704	0.00193324		
L3MBTL1	-1.35947	-2.27259	-5.84056	-0.213866	-0.526094	0.00773995	0.00453858	-0.964018	-1.29943
L3MBTL2	2.84643	3.5298	1.82644	0.434097	0.269442	0.000520813	0.00208644	1.41037	1.81966
L3MBTL3	0.571005	1.12926	-0.662407	0.206607	-0.0310903	0.00422029	0.00323042	1.04595	1.37502
L3MBTL4	3.79031	0.61251	4.1949	0.266251	-0.617231	0.0120116	0.0133958	6.80967	3.61421
LACC1	0.307467	1.25461	0.681143			-0.00143804	4.69683e-05		
LACRT			3.29466			2.03049e-06	1.46092e-05		
LACTB	-2.26295	-4.16594	-5.54044	-0.317409	-0.533391	0.00140663	0.00176782	-0.904662	-1.32539
LACTB2	-2.79693	-3.32112	-3.58186	-0.500355	-0.00913862	-0.000291839	0.00117139	-3.19286	-3.34336
LACTBL1						9.0449e-06	4.29131e-05		
LAD1			-3.39398			7.98458e-06	6.33535e-06		
LAG3	-1.85283	0.660124	0.982627	0.0170747	0.879658	6.37127e-05	3.00277e-05	-1.96148	0.00911887
LAGE3	2.29574	0.625359	3.8293	0.174242	-0.49094	0.00102073	0.00248238	1.11916	0.0619933
LAIR1	-4.8314	-4.88222	-1.41794						
LAIR2			0.28867						
LALBA			-2.07461			1.12019e-07	5.03075e-06		
LAMA1	0.669446	-1.0347	-2.27928	-0.180067	-0.774154	-0.00655856	-0.000457948	2.45951	1.11233
LAMA2	1.71492	1.86411	4.21673	-0.0834082	0.217098	-0.012128	0.00560248	0.622482	0.678157
LAMA3	-2.75115	-1.02581	-4.47008	-0.113429	0.327332	0.00250837	0.00271933	-0.589304	0.0499472
LAMA4	-6.96572	-2.90243	-5.103	-0.436322	0.604986	-0.00107252	0.00187708	-4.00722	-2.19848
LAMA5	2.8123	3.40786	2.8026	0.180783	0.111083	0.000864304	0.00120109	2.44984	2.86592
LAMB1	6.3785	2.0241	6.44641	0.577551	-0.541155	0.00929259	0.00817057	4.63148	2.65763
LAMB2	-2.96298	-3.41315	-2.44029	-0.438479	-0.185001	-0.00105423	-0.000531437	-0.3811	-0.519696
LAMB2P1	0.599915	0.570916	-4.70003	0.0901934	-0.106077			3.12458	3.36685
LAMB3	7.02477	5.12821	9.13931	0.668931	0.331994	0.000180287	0.000455927	5.07862	5.66541
LAMB4			-0.138203			5.83003e-05	0.000911552		
LAMC1	-1.31767	0.879979	-1.74892			0.00524628	0.00648722		
LAMC2			-1.11277			0.00014744	0.000330105		
LAMC3	-0.398581	-1.51399	-0.851286			0.00250701	0.00221156		
LAMP1			-1.08849			-0.00481519	0.00216013		
LAMP2			0.435257	-0.376514	0.297244	-0.0229955	-0.00102858	-2.66131	-1.92594
LAMP3			-2.37876			0.000387935	0.000344956		
LAMP5	-0.307589	-1.1663	-2.9976	0.227859	-0.0432986	0.000454292	0.00150458	-0.698703	-0.830581
LAMTOR1	-0.284154	-1.19483	-1.77331			-0.00052353	0.00171948		
LAMTOR2	0.663817	-1.16321	-0.396285	-0.000539495	-0.607083	0.000525837	-0.000182094	-1.01495	-1.87301
LAMTOR3	0.976244	1.92641	0.393418			0.00112111	0.00154631		
LAMTOR4	1.0266	-1.12668	0.834586	0.00455296	-0.585454	0.000516957	0.00189791	-0.767177	-1.35977
LAMTOR5			0.645186			0.00019187	-0.00123951		
LANCL1	-0.809782	0.56609	0.386474			-0.017949	0.00665183		
LANCL2	-0.0309869	-1.56608	-1.88055	0.0825896	-0.665674	0.00155655	0.00906161	0.617579	-0.269527
LANCL3	3.16286	4.5252	5.88446	0.565059	0.331253	-0	-0	4.11725	4.70791
LAP3			-2.15243			-0.0010084	0.000500392		
LAPTM4A	-2.24701	-2.83988	-5.39572	-0.426011	-0.328343	-0.000219596	-0.00286254	-0.392334	-0.766279
LAPTM4B	1.10171	2.20142	2.49715	0.0723007	0.851789	-1.17638e-05	0.00227828	0.0686524	0.765571
LAPTM5	-3.17307	-3.63864	0.21205	-0.226402	-0.45273	3.27635e-05	0.000109503	-4.31311	-4.69727
LARGE1	3.73792	-0.806269	-3.81102	0.11889	-0.920758			1.21315	-0.944244
LARGE2			-4.14416						
LARP1	5.39485	0.282551	-3.44244	0.267251	-0.753916	0.00768987	0.0122557	3.67199	0.944529
LARP1B	2.81036	3.66446	0.07438	0.261292	0.597927	0.0140488	0.0186239	0.65585	1.22846
LARP1BP1			-0.248568						
LARP4	-4.11054	-0.548612	-1.60041	-0.255466	0.638399	0.00110664	0.00545974	-2.3014	-0.827231
LARP4B			0.349364			0.00482217	0.0104274		
LARP6	1.67826	2.31327	3.18864	0.158529	0.382458	-0.00628244	0.00187619	-0.767756	-0.411038
LARP7	-6.41987	-4.75634	-4.86742			-0.0031728	0.0015192		
LARS			-1.2002						
LARS2	-0.0681835	-1.36578	-2.69952	-0.0186424	-0.592141	0.00227876	0.00620545	-1.63203	-2.30707
LARS2-AS1						3.72728e-05	0.000293267		
LAS1L			-2.49574			0.0015869	0.00328327		
LASP1	2.55704	0.0643699	-3.18865			0.00581525	0.00477268		
LASS3			-3.28833						
LAT	1.34908	2.40411	-0.503174	0.0502994	0.454019	0.000273672	-0	3.5913	4.53165
LAT2	-3.81172	-3.8453	-2.65184	-0.376977	-0.546217	0.00105988	0.00147504	-4.33579	-4.77792
LATS1			-2.33955			0.00153776	0.00727674		
LATS2	-3.84635	-1.40345	0.58983			-0.00244824	0.000184186		
LATS2-AS1						-7.84459e-05	-1.86205e-05		
LAX1			-0.966782			1.16956e-05	4.07094e-05		
LAYN	-0.746388	-0.269324	1.45417	-0.346025	0.305403	-0.00240584	-1.94807e-05	-4.1402	-3.19397
LBH	1.42428	1.58199	-0.106288	-0.140823	0.170759	0.00246329	0.00138764	-0.0559443	-0.0544925
LBP			-1.31265			5.24864e-05	0.00032605		
LBR			-1.99115	-0.538918	0.123809	-0.000101834	0.000729293	-1.22702	-0.778116
LBX1			-4.22101			-0	-0		
LBX2			-0.975681			-2.75717e-06	3.27983e-06		
LBX2-AS1			-0.217033			-9.58721e-06	-1.85414e-06		
LCA10	-1.58036	-1.10768							
LCA5	-4.33804	0.517153	-2.82008	-0.298983	0.812922	0.00143065	0.00238199	-3.03678	-0.241049
LCA5L			-2.16812			0.0002002	0.000874077		
LCAT	-0.623857	-1.21287	-3.68722			-0.00135296	-0.000495969		
LCE1A			-2.66034			-0	-0		
LCE1B			-1.36729			-1.53877e-07	3.35594e-05		
LCE1C			-2.07694			-4.75211e-07	-2.8551e-07		
LCE1D			-3.5678			-0	-0		
LCE1E			-2.31322			-1.27144e-06	-0		
LCE1F	-1.04354	-0.351296	-1.28607			-0	-0		
LCE2A	-1.17247	-0.431132	-5.40153			-1.01796e-07	-0		
LCE2B			-3.56989			8.25296e-07	-0		
LCE2C			-3.65247			-0	-0		
LCE2D			-2.44354			-0	-0		
LCE3A			-0.506253			-0	-0		
LCE3B			1.13267			-0	-0		
LCE3C	1.49379	1.6554	2.28737	0.288841	0.409632	-0	0.000120336	0.135693	0.160285
LCE3D			3.07665			-0	-0		
LCE3E			-2.72959			-0	-0		
LCE4A			-3.05932			-0	-0		
LCE5A			-2.38949			1.58285e-06	2.44234e-06		
LCE6A			-0.914494			-0	-0		
LCK			0.234706			5.41813e-05	0.000314919		
LCLAT1	5.30055	1.12796	0.605021	0.338581	-0.603556	0.00857723	0.0110616	2.6381	1.30427
LCMT1	2.32807	0.173575	3.71429	0.327703	-0.607481	0.00299171	0.00531773	1.48974	0.42322
LCMT2			2.21312			4.6201e-05	5.55318e-05		
LCN1			4.97296			2.4132e-06	3.05133e-05		
LCN10			-0.642941			-0	-0		
LCN12	-1.21684	-2.49312	-0.972469			-0.000591861	-0		
LCN15	7.3718	4.14968	5.92427	0.779631	0.0235051	0.000253198	0.000617277	4.68873	4.32065
LCN1P1			-0.983329						
LCN2			-2.82343			3.61398e-05	-7.00647e-05		
LCN6			1.04573			-0	-0		
LCN8			5.7949			3.87706e-05	6.2682e-05		
LCN9			-0.937121			2.12149e-07	-0		
LCNL1			-1.79358			-0.00353954	-6.54541e-05		
LCOR			0.316357			0.00120685	0.0170944		
LCORL						0.00780364	0.0148823		
LCP1	-3.64479	-3.40802	-0.006735	-0.302287	-0.699535	0.000139213	0.000375565	-3.74862	-3.77924
LCP2	1.59074	1.54732	7.69347	-0.0148427	0.252794	0.000209452	0.000426957	-0.343825	-0.427097
LCT			-2.13391			6.44687e-05	0.00025498		
LCTL	-3.31656	-5.8045	-4.37782	-0.335177	-0.459215	-4.97259e-06	0.000235772	-3.8827	-4.86202
LDAH	0.572561	-1.30068	1.75533						
LDB1	-0.144562	1.21123	-3.45799	0.15878	0.373127	0.00203946	0.00123017	0.658575	1.46777
LDB2	3.83231	4.47948	2.45479	0.437288	0.619184	0.0535663	0.0453981	2.52775	3.02664
LDB3	-0.789667	0.178913	1.40566	-0.425073	0.412517	-0.0235663	-0.00228762	-2.62426	-1.62757
LDHA	2.12911	0.412171	1.17472	0.0721933	-0.519788			0.127469	-0.70881
LDHAL6A			-2.15571			0.000730622	0.000932547		
LDHAL6B			-2.32328			2.32742e-06	3.11693e-06		
LDHB	-0.48206	-0.683064	-2.23969	0.0616354	0.151279	0.000215751	-0.00281824	-1.60989	-1.89907
LDHC	1.19862	-0.287332	1.5283	0.0900222	-0.320112	1.84564e-06	0.000449516	-0.589121	-1.1941
LDHD	3.59848	-0.499916	2.48668	0.0696399	-0.770406	-0.000400809	0.0002016	1.58526	-0.0489659
LDLR	3.11788	3.0992	8.93289	0.116721	0.202984	-0.00139539	0.00077235	1.52599	1.59996
LDLRAD1			0.660886			1.34144e-05	7.9334e-05		
LDLRAD2			0.711525			2.36148e-05	0.000112153		
LDLRAD3			-1.71844			-0.00997446	0.00227193		
LDLRAD4	0.39679	1.14478	1.82882	-0.083601	0.361873	0.0211515	0.0275582	-1.64202	-1.38546
LDLRAD4-AS1						8.15118e-05	5.07034e-05		
LDLRAP1	-0.235165	0.797041	1.40986			-0.00580717	-0.00054286		
LDOC1	-3.10519	-4.22768	-5.62652			0.000710957	0.00137845		
LEAP2	-3.03399	0.89398	-4.15424	-0.280042	0.636121	1.96069e-05	0.00021637	-1.04071	0.236008
LECT2			-1.47026			0.000148631	0.000285621		
LEF1	-1.73659	-0.189827	-0.581008	-0.301584	0.516019	-0.000166599	0.000249967	-2.65202	-1.75531
LEFTY1	2.41235	2.96021	-0.750462	0.397962	-0.0173421	0.000171064	0.000248169	2.88872	2.84478
LEFTY2			1.70792			9.54459e-06	4.71588e-05		
LEKR1						3.17323e-05	0.00175038		
LELP1			1.20867			3.08392e-07	1.67364e-07		
LEMD1			4.40496			0.000937555	0.000999604		
LEMD1-AS1						-2.19188e-05	0.000171329		
LEMD2	-2.97938	0.138187	-3.75173			0.000221998	0.00173266		
LEMD3	1.55245	2.26434	-1.67654			0.00315044	0.00569447		
LENEP			-2.44613			2.49392e-06	-2.35609e-07		
LENG1	-4.7713	-1.3384	0.561139						
LENG8	0.593775	1.51111	-4.57213						
LENG9			-0.559534						
LEO1	-0.461529	1.44412	-1.45321	0.225987	0.574695	0.00220415	0.00165835	0.912816	1.98426
LEP			1.82608			8.04303e-05	0.00013489		
LEPR	0.860715	1.05722	1.20676			0.00298831	0.00414329		
LEPROT	-4.44504	-5.04373	-7.34699			-0	-1.77543e-06		
LEPROTL1	0.489196	1.5301	-0.137325	-0.00192975	0.73207	0.00175449	0.00241784	-0.616961	0.221748
LETM1	-2.38013	-3.28908	-2.45642			0.0020695	0.00310005		
LETM2	1.05783	1.01625	1.49568			0.00111148	0.000934717		
LETMD1			-0.394382			0.000954798	0.00345921		
LEUTX			-4.18909						
LFNG	-1.05531	-1.62224	-3.38803	-0.436778	-0.485811	-0.00187604	-0.000572041	1.20307	1.00617
LGALS1	2.32645	2.07242	4.84905	0.147243	0.14945	-0.000245297	0.0021715	1.31768	1.25131
LGALS12			-2.68309			-1.22346e-05	3.15182e-05		
LGALS13			-4.52865			2.29374e-05	2.03767e-05		
LGALS14			-3.14363			7.19168e-06	9.55686e-06		
LGALS16			-1.30145			1.39281e-05	1.05945e-05		
LGALS2	-0.868589	-2.4853	0.187134	-0.213763	-0.556746	1.08943e-05	9.63578e-05	-4.08669	-6.33938
LGALS3	-1.23	-2.15322	-2.91448	-0.0720152	-0.470665	-0.00129717	-0.000750648	2.32169	1.86791
LGALS3BP			-0.386337			-0.0036215	-0.000754178		
LGALS4	-4.21338	-2.14256	-3.72235						
LGALS7			2.08624						
LGALS7B			2.70368						
LGALS8	-0.0479526	-0.116448	-0.507871	-0.0273396	0.103115	0.00306054	0.0033131	-2.75509	-3.33453
LGALS8-AS1			-3.40053			1.76883e-05	5.21083e-06		
LGALS9			1.10958			-5.64881e-05	2.16425e-05		
LGALS9B						1.59029e-06	6.18879e-06		
LGALS9C	-5.33305	-4.62584	-3.75	-0.457783	-0.505802			-4.60662	-4.96748
LGALSL						0.00133461	0.00112682		
LGI1	-1.38156	0.391814	-0.58312			0.00254366	0.00858475		
LGI2	-1.14024	0.858137	2.51545	-0.214903	0.681838	0.00177636	0.00151507	-0.498123	0.360079
LGI3	1.16325	2.046	9.25741	0.0242266	0.783799	-0.00620917	0.00231007	-1.62885	-0.523648
LGI4	5.72834	1.015	-0.194455	0.130539	-0.599892	0.00474904	0.00594009	5.21561	3.17134
LGMN			-0.50004			0.00447672	0.00460409		
LGR4	-1.02777	-1.99916	-5.51112			-0.0063561	0.00350809		
LGR5	-1.13287	-0.0958477	1.82401			-0.00828944	0.000380259		
LGR6	-7.9462	-2.98521	-7.40165	-0.369903	0.137238	-0.00366657	7.92091e-05	-4.22392	-4.17266
LGSN			0.259948			1.55714e-05	3.17534e-05		
LGTN			-4.62431						
LHB	-1.73926	-1.04325	-2.20835			-7.27387e-07	5.95885e-07		
LHCGR			-1.81796			0.000422447	-0		
LHFPL1			-3.59731			-0.000163871	3.50808e-05		
LHFPL2			-1.42512			0.00381072	0.00493991		
LHFPL3	-3.63062	-4.35868	-3.97963	-0.236647	-0.679789	0.00357127	0.00731118	-1.91979	-2.80803
LHFPL3-AS2			-3.08718						
LHFPL4	0.361404	1.31367	-3.20103			0.0157084	0.0136815		
LHFPL5	0.5519	-0.333413	-3.34795	-0.0927548	-0.562877	0.00246915	0.00257843	-0.701024	-1.38146
LHFPL6	-0.852801	-1.57834	-4.28664	-0.260377	-0.414559			-2.19187	-2.61757
LHPP	3.17296	1.51143	5.04341	0.398713	-0.170617	-0.00274906	0.00416939	0.495063	-0.130134
LHX1			-4.24546						
LHX2	-1.13469	-2.01751	-5.56384	0.0268802	-0.611675	0.00575051	0.00396228	1.16557	0.326375
LHX3			-2.10747			3.73379e-06	3.72856e-07		
LHX4			-2.05506			0.000222686	9.18902e-05		
LHX4-AS1	0.125301	1.10501		-0.137292	-0.00379707			2.06481	2.56257
LHX5			0.998355			6.28005e-06	-1.51635e-05		
LHX6	2.59256	0.855617	0.098337	-0.0128587	-0.378677	0.00264141	0.00131	4.84156	3.8977
LHX8	0.0228226	-1.26491	-3.62439			3.15179e-06	8.80114e-06		
LHX9			-4.44407			4.07271e-06	-1.61186e-06		
LIAS	-0.447624	0.901204	-2.30327	-0.0643739	0.692983	-0.000721497	0.00160749	-1.81281	-0.488875
LIF	-1.46305	-1.1902	0.08015			7.75638e-07	-2.14876e-05		
LIFR			-2.10424	-0.471873	0.0854961	-0.028642	-0.00143003	-0.130591	0.0145535
LIFR-AS1	-0.875021	-0.36584		-0.275853	-0.28479	-0.00119475	0.000777511	1.86739	2.11408
LIG1	0.8309	-0.0204326	-3.25906	-0.0016313	-0.495504	0.00128769	0.00156789	0.432213	0.172969
LIG3			-5.75333			0.000505602	0.00121414		
LIG4			0.43073			0.000236078	0.00245254		
LILRA1			-2.94092						
LILRA2			-1.16096						
LILRA3			0.980412						
LILRA4	-5.73836	-5.82843	-1.51328						
LILRA5			-1.4451						
LILRA6			-2.17305						
LILRB1			-1.72423						
LILRB2			0.155168						
LILRB3			1.49015						
LILRB4	-3.13269	-3.31418	-1.37209	-0.304494	-0.447579			-3.79345	-4.13353
LILRB5			0.258682						
LILRP2			-1.20745						
LIM2			-2.26563			1.68747e-05	4.40741e-05		
LIMA1	-3.87144	-4.54851	-3.2568			-0.00240458	0.00334853		
LIMCH1			-0.799051			-0.00832652	0.0240108		
LIMD1			0.365896			-0.00204997	0.000596103		
LIMD2	0.422558	-0.671061	0.79103	0.301075	-0.545136	0.00393124	0.00194	1.50566	0.755862
LIME1	-0.993855	-1.67885	-1.2112			-0	-0		
LIMK1	-0.610046	-0.326564	-0.155583	-0.101446	0.539038	0.00403888	0.00378973	-2.13273	-1.90166
LIMK2	-5.04327	-4.81761	-9.31225	-0.453388	-0.31171	0.000743561	0.00135503	-4.49334	-4.93853
LIMS1			-4.43422			-0.00593343	0.00337877		
LIMS2	0.257071	-1.33949	-2.99108	-0.251411	-0.34223	0.00375003	0.00262383	-0.567178	-1.06362
LIMS3			-1.27292			1.74252e-06	1.69099e-05		
LIMS3-LOC440895			-1.43687						
LIN28			1.318						
LIN28A						1.25611e-05	7.55029e-05		
LIN28B	0.582574	1.79684	1.40233	0.264207	0.770634	0.00226514	0.00343152	0.815271	1.77899
LIN37	5.22241	3.01116	2.17293			-0	-0		
LIN52	-1.66164	0.51556	1.38023			-0.00131165	0.00677012		
LIN54	1.39721	2.69973	2.90187			-0.00115579	0.00358882		
LIN7A	0.226421	1.50771	-1.31924	0.296785	0.376804	0.0127242	0.0124215	2.86115	3.43728
LIN7B	1.5958	-1.19598	3.31938	0.0892874	-0.77908	0.00170143	0.00195757	-1.02922	-1.60524
LIN7C	0.450708	1.76593	1.08544			0.00288476	0.00254016		
LIN9	1.02027	2.25094	-2.66872	0.141279	0.714868	0.00110606	0.00186937	2.32086	2.95103
LINC-PINT	-2.33235	0.481671		-0.1977	0.601173			-1.87257	-0.595979
LINC-ROR						7.50476e-06	2.39537e-05		
LINC00028						2.01839e-06	2.57145e-06		
LINC00029			-1.63853			1.267e-07	4.07612e-07		
LINC00032			-3.5035						
LINC00051						0.000115306	0.000185433		
LINC00052						4.38412e-07	2.71105e-06		
LINC00092						-0.000120464	1.66484e-05		
LINC00111						1.05191e-05	1.39196e-05		
LINC00112						-0	-0		
LINC00113			-2.29141			-3.98499e-06	2.0474e-05		
LINC00114			-3.18113			7.66803e-06	0.000131177		
LINC00115	-0.209743	1.55862	-2.83664			0.000101506	0.000184063		
LINC00116			-0.076893						
LINC00158			-3.33236			0.00192367	0.00202851		
LINC00159						0.00332794	0.00308897		
LINC00160						1.18544e-06	2.01664e-05		
LINC00161			-0.371636			1.10864e-06	-0		
LINC00163						-6.28039e-07	8.71414e-07		
LINC00165			0.98098						
LINC00167			-4.82797						
LINC00174			-4.71647						
LINC00184						7.73367e-05	0.000102668		
LINC00189			-2.05327						
LINC00200						3.75857e-06	1.2852e-05		
LINC00202			5.71125						
LINC00205			-3.71633						
LINC00207			-3.61091			4.31985e-06	2.99726e-05		
LINC00208						-0	-0		
LINC00210						1.79467e-05	0.000314009		
LINC00216	-1.07495	0.0238109							
LINC00221			-2.10002			3.58451e-06	4.30757e-06		
LINC00222						-0.000220699	0.000196324		
LINC00226						4.49701e-07	6.67804e-07		
LINC00229						-5.11642e-06	3.17629e-05		
LINC00237						-0.000118979	-3.08096e-06		
LINC00238			-0.110483						
LINC00239			-2.04088						
LINC00240						-0.000394053	0.00196492		
LINC00242			-0.405143			3.50872e-05	2.78536e-05		
LINC00256A			-2.7473						
LINC00260	0.448809	-1.57706	-3.66712	-0.0188023	-0.898213			0.207255	-0.843913
LINC00261			0.282715			3.01059e-06	9.75034e-07		
LINC00265	-1.73569	0.901563	-5.65726	-0.121674	0.651897	0.000706249	0.00170171	1.05607	1.70407
LINC00266-1	-1.14536	-0.184995		-0.140215	0.522052			-0.959222	-0.197901
LINC00269						3.93852e-05	3.67561e-05		
LINC00272						3.26106e-05	4.67085e-05		
LINC00273						-0	-0		
LINC00276						0.00408202	0.0064138		
LINC00277			-0.079377						
LINC00278						-0.000727853	-1.70295e-05		
LINC00280						8.24739e-07	2.02161e-06		
LINC00290						0.00107802	0.00182929		
LINC00293						1.3633e-05	0.000102344		
LINC00294	0.926544	-0.662003	0.771613						
LINC00297						-7.2184e-06	1.10645e-05		
LINC00299						-0.0114195	0.000151063		
LINC00301			-1.21627						
LINC00302	-1.50622	-2.27776	-2.95887						
LINC00303						6.43905e-06	8.33801e-05		
LINC00304			-2.85351			7.44057e-05	3.02311e-05		
LINC00305			-3.19399			1.40284e-05	8.04855e-05		
LINC00307			0.314676			-0	-0		
LINC00308			-2.01157			7.0843e-06	1.80539e-05		
LINC00309						0.000118004	0.000291304		
LINC00310			-1.14743			0.000164078	-0		
LINC00311			1.00338			0.000152578	9.26574e-05		
LINC00312			-3.76505						
LINC00313			-2.34704			4.56302e-05	5.85108e-06		
LINC00314			0.345591			2.72166e-05	3.87337e-05		
LINC00315			-0.744389			3.49249e-06	1.64478e-06		
LINC00316						2.0049e-07	3.45501e-05		
LINC00317			-2.40709			9.15218e-06	4.39853e-05		
LINC00319	0.199251	-1.43444	-0.176297	0.0986174	-0.36168	2.28845e-06	-0	-0.619128	-1.30396
LINC00320	-2.40347	-3.07024	2.675	-0.19396	-0.465274	-0.01411	-0.000346127	-5.52202	-5.9391
LINC00322						-1.8848e-06	-3.90429e-06		
LINC00323						-8.36277e-05	7.6144e-05		
LINC00324			2.50225			7.85968e-05	2.17751e-05		
LINC00326			0.078862			0.000156219	0.000283088		
LINC00327						0.000193431	0.000439585		
LINC00328			-0.426329						
LINC00330						5.43083e-06	4.16359e-05		
LINC00331						5.60848e-06	2.5165e-06		
LINC00332						-2.81953e-06	-0		
LINC00333						1.74548e-05	2.59798e-05		
LINC00334			-1.07662			0.000130322	0.00018839		
LINC00336						1.7744e-05	2.09224e-05		
LINC00337			0.324409						
LINC00339	2.37494	2.95829	5.83414						
LINC00341			-1.8661						
LINC00342			-5.58389			0.00229063	0.00345469		
LINC00345						-3.73526e-06	3.66255e-07		
LINC00346			2.74936						
LINC00347			4.26357			2.86209e-05	1.95505e-06		
LINC00348						3.05281e-05	0.000104011		
LINC00349						2.58997e-05	0.000124976		
LINC00351						-0.000187637	0.00152961		
LINC00352						3.71791e-06	7.17082e-06		
LINC00353						2.48376e-06	-2.03545e-07		
LINC00354						3.90503e-05	1.38071e-05		
LINC00355						1.89709e-05	0.000183327		
LINC00358						4.9387e-06	6.47765e-06		
LINC00362						3.1406e-07	-0		
LINC00363						-1.43714e-06	1.64955e-06		
LINC00364						2.61203e-06	2.0424e-05		
LINC00365						3.89938e-05	3.58383e-05		
LINC00366						-0	-0		
LINC00368						8.79535e-06	2.24401e-05		
LINC00370						3.78737e-06	7.29599e-07		
LINC00374						3.96791e-06	8.138e-06		
LINC00375						3.20482e-05	7.53616e-06		
LINC00376						6.43483e-06	0.000182103		
LINC00378						1.49552e-05	1.91257e-05		
LINC00379						1.24854e-05	2.20147e-05		
LINC00380						-0	-0		
LINC00382						0.000138367	0.000201635		
LINC00384						7.23354e-05	2.68096e-05		
LINC00385						6.21644e-07	7.37419e-07		
LINC00387						1.20405e-05	8.50475e-05		
LINC00388						-0	-0		
LINC00390						0.00212164	0.000942178		
LINC00391						-7.0636e-05	-3.80313e-06		
LINC00392						9.90058e-06	9.42542e-05		
LINC00393						0.000267611	0.00116854		
LINC00395						6.63932e-07	7.97627e-05		
LINC00396						8.4836e-07	4.11315e-07		
LINC00397						1.04628e-05	2.35145e-05		
LINC00398						1.54851e-05	2.11946e-05		
LINC00399						2.30376e-07	-0		
LINC00400						6.73025e-07	2.95459e-06		
LINC00402						6.02224e-05	0.00014536		
LINC00404						-1.62444e-06	7.34069e-07		
LINC00408						-0	-0		
LINC00410						2.39118e-05	3.65061e-05		
LINC00412						-1.5218e-05	-0		
LINC00415						3.05338e-07	-0		
LINC00421			5.25191			2.29335e-06	6.68374e-06		
LINC00423						6.43248e-06	1.92746e-05		
LINC00426						0.000324553	0.000296581		
LINC00427						-2.10881e-05	2.48417e-05		
LINC00428						2.88509e-07	7.37714e-07		
LINC00430						5.44225e-05	6.47268e-05		
LINC00431	2.74918	3.41345							
LINC00433						1.05145e-06	-1.35638e-07		
LINC00434						1.40593e-07	2.0135e-06		
LINC00437						-1.54963e-05	2.37262e-05		
LINC00440						1.26364e-05	2.04126e-05		
LINC00442			2.91827			-0	-0		
LINC00445						4.20321e-07	1.70003e-06		
LINC00446						-0	-0		
LINC00448						1.64384e-05	6.64699e-05		
LINC00452						1.62297e-05	2.668e-05		
LINC00454						4.6438e-07	-0		
LINC00456						1.07533e-05	1.22002e-05		
LINC00457						0.000313693	0.000652538		
