label,C1,C2,C3
lh_bankssts,20.398636717634357,-11.760388940881139,35.31660486845203
lh_caudalanteriorcingulate,-80.40341453320693,16.758764312729046,-66.19279020595106
lh_caudalmiddlefrontal,5.453287008330025,62.754287878929276,-1.993654452795954
lh_cuneus,123.63216948270133,-43.07216549371378,-7.553507011127877
lh_entorhinal,-106.90739366461791,-7.984808372307938,-61.201055821202075
lh_fusiform,-31.8674875977852,-26.131212987477245,22.33581261904258
lh_inferiorparietal,37.875481249584276,-11.526031204710808,19.392907908714847
lh_inferiortemporal,-35.81844087349382,-16.48799202067747,23.713791513553893
lh_isthmuscingulate,24.990089646013775,-9.514810494268719,-17.061680752887966
lh_lateraloccipital,93.19145444157263,-29.373750784104654,5.993002046917384
lh_lateralorbitofrontal,-32.463258617567064,5.184250728203625,19.16578849179891
lh_lingual,102.00617988155311,-54.41223231894366,-4.4757567605714526
lh_medialorbitofrontal,-69.18956469279895,2.327660886490629,27.52187206696662
lh_middletemporal,-35.137926646870824,-5.658790888161713,14.732633768410812
lh_parahippocampal,-78.64301642445548,-25.42056579129196,-14.652475592647212
lh_paracentral,39.42353959905093,38.96089268235563,-21.113261196496346
lh_parsopercularis,-21.18368263757779,36.77471396870912,9.912399652124506
lh_parsorbitalis,-10.30633007422512,14.214454759421756,30.706092505887828
lh_parstriangularis,-4.8904584852542365,32.03630401787086,21.751441795237284
lh_pericalcarine,127.82725651924571,-66.7523642040415,-30.773158644605505
lh_postcentral,67.82914397605994,17.453132613846993,-22.26741479288742
lh_posteriorcingulate,-15.71702635579621,15.616699529479977,-7.58465527502923
lh_precentral,30.06183724249657,58.49486688951858,-27.297205552174777
lh_precuneus,31.013558648630195,-2.1247876627155264,19.07716021393709
lh_rostralanteriorcingulate,-88.78232216272092,-11.121743030886119,-10.068303829020099
lh_rostralmiddlefrontal,-8.805551448870307,21.333899167446106,27.30434395297881
lh_superiorfrontal,-19.463980084165208,45.08214832369637,1.7509395370998941
lh_superiorparietal,50.554713121022516,-0.7059170045493173,7.9577300911445
lh_superiortemporal,-25.121110302770244,-14.22219170681503,21.880500633888538
lh_supramarginal,10.802136414634633,5.292192501334312,28.5232378373991
lh_temporalpole,-107.81555478134449,-9.627541654697552,-23.521564227743873
lh_transversetemporal,76.75158986530487,-15.814495510432407,-23.33066636879904
lh_insula,-69.29455443031424,-10.572478189355753,2.050890980385186
