gene,C1,C2,C3
AHNAK,-0.8392311563543843,-0.1309506090932672,-0.1997231476014493
AHNAK2,-0.0938376801623038,0.890383998292703,0.1261999445159504
AHR,-0.4881456239674986,-0.3721747722105499,0.0359113636264059
AHRR,-0.8443118011487193,-0.1854346505642095,0.1535132380716351
AHSG,-0.2970037673668671,0.0051399938970137,0.3523329363857193
AIF1,-0.7174469542205458,0.104821953769137,-0.1823582806881476
AIFM2,-0.5809318984229709,-0.0221199490532168,0.2353696180111644
AIFM3,0.793416927312105,0.0676480707695278,-0.1987860357055448
AIG1,-0.4308268292434563,0.1326182657691628,-0.0397722643634791
AIM2,-0.296417588613991,-0.4278336852491751,-0.2786035755667316
AIP,0.4137213591773335,0.1392680327708534,0.0985756903361803
AIRE,0.0443398126172891,0.6669558737102917,-0.3353881458168389
AJAP1,-0.4885945511614626,-0.4892015214904857,0.1536866374639543
AK1,0.542916680604325,0.2962525671071709,-0.1279987853725202
AK2,0.7089925173500594,0.3734875233448367,-0.3039845274138587
AK4,-0.8487098044983,-0.1269139417072868,-0.0869587291116554
AK5,-0.6028792057223423,-0.0376448923236439,0.2297617305906417
AK9,0.4880962380539128,0.4292627896315045,-0.1044043004555663
AKAIN1,0.6980775567477749,0.2935992170840251,-0.0150687648632187
AKAP1,0.2745633740916507,-0.2725600618479677,-0.1238065969695608
AKAP10,0.332773004308756,-0.144322141357874,0.3790034122255177
AKAP12,0.4199571675107539,0.7148179387191559,0.0514966968848298
AKAP13,0.3228569691432851,-0.4446080647741655,0.2194407678858896
AKAP14,-0.8656512744997373,-0.2250363588319981,-0.0358035189024418
AKAP17A,0.28948773284093,-0.2872640642592368,-0.2145520684300948
AKAP5,-0.6985857245661334,-0.3377134532905164,0.3096003308611139
AKAP7,0.1568998490589157,-0.6932432874566762,-0.1670284293127851
AKAP8,-0.4687184082239761,0.6514725916614345,0.3259146496198219
AKIRIN2,-0.876360411388051,-0.0356064994140215,0.2542353511120134
AKR1C1,-0.2107208380523419,0.6866059893475227,-0.2071201692807355
AKR1C3,-0.3771218509928101,0.660825605608695,-0.1236570660780597
AKR1C4,-0.1891796469080628,0.7181393584499637,-0.1862555746417296
AKR7A2,-0.6926874116181597,0.1806746102675179,-0.2445960226601944
AKR7A2P1,-0.6526791511129497,0.1656132842690588,-0.1593097514377852
AKR7A3,-0.6945378251499496,0.2311784862102031,-0.1958762720523653
AKR7L,-0.7446411036025694,0.2097853102286365,-0.2099169998537995
AKT1S1,0.5319744675260878,0.2824094595505942,-0.33191269570844
AKT3,0.7030826010610497,-0.0979078473680376,0.0892404875000386
ALCAM,-0.6573689294507922,-0.1660556915711078,-0.3274354032307903
ALDH1A1,0.5625084866884764,0.1802297795326656,0.0375563430207861
ALDH1A3,0.9180839034535926,-0.0058857599002278,0.0597401343997895
ALDH1B1,0.5834443651688305,0.5454965082223883,-0.108879572629788
ALDH1L1,-0.4677866583881935,-0.1028374001822802,-0.1088134457467785
ALDH2,-0.6902316149149362,0.0416168898084701,-0.1559411787745896
ALDH3A2,-0.4140601173713775,-0.0470231320190213,0.4015579492940677
ALDH4A1,-0.4753788814740254,-0.1045894699065234,-0.1337524125449866
ALDH6A1,-0.4661074782763317,0.0608044002151626,-0.2991686984742642
ALDH7A1,-0.6085844232234765,-0.1374560495233846,-0.2325470414402493
ALDH9A1,-0.735741177974336,0.0233912953570945,-0.2961281969607837
ALDOC,0.4435303002976766,0.5772443891688267,-0.1455755962696179
ALG10,0.0084583790000864,-0.4849980448075282,0.0945413966836319
ALG10B,0.1596254311026836,-0.4160992392181181,0.2583150579242175
ALG2,0.5352101639546712,-0.2111534003721054,-0.192378875199994
ALG3,0.4550281051181837,0.208986774941251,-0.0526650512020556
ALG5,-0.3648720397155515,0.2472797452034238,-0.3895779216879402
ALG8,-0.6452321859796177,-0.0752670809633298,-0.1969814521392405
ALK,-0.5112566421252542,0.0636510405084263,-0.2759889613988795
ALKAL2,-0.9021227432759577,0.0384343215076767,-0.1710089203251593
ALKBH2,0.4598536118449166,0.1869637985609697,0.1047090705774112
ALKBH7,-0.5357873980316104,0.4538113433361171,-0.1029436774312
ALKBH8,0.5780385897610917,-0.3408431338946533,0.1246113538536678
ALOX5,-0.6774248111758657,0.0577341283944531,-0.264248072471677
ALOX5AP,-0.5512568616340204,0.1370896467139033,-0.2612360040663048
ALPK1,-0.0245829596654846,-0.000573651373663,-0.3731274977279188
ALPL,-0.6270672635940768,0.3229151731763698,0.3133766258354978
ALS2,0.4596646994570648,-0.3179422846462059,0.2917464977312747
ALS2CL,0.2993192475177821,0.2740549693482822,0.4444390860586654
ALS2CR12,0.106347751905391,-0.4414677978107745,-0.237452144606231
ALX3,0.757812518763146,-0.1403831178640959,-0.1632223741035267
ALYREF,-0.7590697934143831,-0.0502198972474972,-0.0885435016755402
AMD1,0.6463046178817391,-0.416492631031166,-0.0842477419412803
AMDHD1,-0.0357810698257031,0.7169187061923019,0.0046630968954033
AMER1,0.6541064962652187,0.3262563927412467,0.0738989125591278
AMH,0.5470749816881751,-0.0922615151929733,0.1107898601880283
AMIGO2,-0.884531690800595,0.2516895895858064,0.1248666942381242
AMMECR1,0.7324915291351809,-0.3668916747889367,-0.0690650186796869
AMN1,-0.660143188435882,0.2679596458063574,0.1596172599985557
AMPD3,0.5116654335144316,0.1839946959595222,-0.333183560202323
AMT,0.4064959521943221,-0.571069356399429,0.0400235608628374
AMY2A,0.0733495715887793,-0.6671386384912784,0.0216691028000372
AMZ1,-0.718180708046011,-0.1810518995211419,-0.2608017847473116
AMZ2P1,-0.6155738875624033,-0.0461549285996657,0.2545362054273646
ANAPC1,0.4626562010045178,-0.2685828820465347,0.1128460505877841
ANAPC10,0.4546381015082435,-0.2842999062048768,-0.032462389546249
ANAPC11,-0.5921107708496157,0.3090904548741497,0.0698991139026614
ANAPC4,0.2513759877897202,-0.6254834814557213,-0.0126403128550055
ANG,-0.4390288977287365,0.1472157976057529,-0.3088690023091231
ANGEL1,0.1135372124573552,0.5778886829733835,-0.1566287399727388
ANGEL2,0.1283767351350777,-0.52006566518893,0.0386017319011992
ANGPT1,-0.4472249666772209,0.2167989912140269,-0.4964085990082617
ANGPTL2,0.4871427892950298,0.1139204768503153,-0.2659642871510187
ANGPTL4,-0.5027767879600132,0.1054657014316366,-0.2699866207640529
ANGPTL8,0.542780134328607,0.1181523456678098,0.4831044790131325
ANK1,0.9539066828862526,0.1490769741155361,-0.0360067758098385
ANK3,-0.8538820639218567,-0.1951025403882592,0.0552265992804178
ANKDD1A,-0.5848970240592785,-0.3892897419566735,-0.2459498640890605
ANKH,0.8655400410087225,0.0836561270141156,0.0143802117267244
ANKLE2,-0.7298873846441646,0.1819908961556802,0.1010743616664843
ANKRA2,-0.5090116191587997,-0.3329591836504869,-0.2739971454784524
ANKRD13A,0.5793541274747069,-0.2102438627676494,-0.424524319396997
ANKRD16,0.3593171988537417,-0.5010468588945608,0.0499512142679811
ANKRD18A,0.0241172290267902,-0.0647624240809235,-0.6707301087570684
ANKRD18B,-0.0936888763890438,-0.5414762208965059,-0.2713821885768347
ANKRD18CP,0.3016630646935741,-0.4104836620970958,-0.2727696159803641
ANKRD18DP,0.2676928631317569,0.1049125236022068,-0.3771918599904789
ANKRD19P,-0.8482692717750375,-0.1034195790938572,-0.1310932091980353
ANKRD2,0.5680405823990476,0.4018949340726326,0.2653578485650999
ANKRD20A11P,0.1905465381384604,-0.496034575810445,0.1039695550753522
ANKRD20A12P,0.537142046097362,-0.0870042681942056,-0.1661732286411903
ANKRD20A4-ANKRD20A20P,0.6800172924752631,-0.0232485553088266,-0.2574697472960586
ANKRD20A5P,0.0020773788793079,-0.6536852541375198,0.1617218405846119
ANKRD20A8P,0.673640932734954,-0.1420891714919782,-0.0696310118342668
ANKRD20A9P,0.5219597975091766,-0.2516261265081867,-0.0787368473619957
ANKRD24,0.5953904533645362,0.0261992984388125,0.5248488272932753
ANKRD26,0.4973676253583259,-0.528833131463171,0.1706168030637923
ANKRD27,0.2111591520702332,0.6813530696116379,0.1465717134646507
ANKRD28,-0.1402914134465151,0.3020296188537963,0.4291249179506246
ANKRD29,0.8601895967180285,0.2704306343050776,-0.123824037208939
ANKRD30B,-0.5967078736858201,0.1611011463612599,0.5100453460104292
ANKRD30BL,-0.5188902585407645,0.044256327252174,0.2339275598696927
ANKRD30BP2,-0.6336267596256517,-0.3129032715222227,0.1909655109473885
ANKRD33B,0.5664753653360395,-0.3245589340981568,0.4457322908763326
ANKRD34C,0.7432730463236334,0.3272472437393542,0.192012509792881
ANKRD36BP2,-0.2308400791324321,-0.6393057322867098,-0.2276371829473219
ANKRD37,0.7105220648115731,0.1050764468986447,-0.0685296190883814
ANKRD42,0.5898810643446011,0.2815656361330778,-0.1297384635614354
ANKRD45,-0.1550417696219276,-0.620279296950023,-0.2622700667595102
ANKRD49,0.1641012298344137,-0.6481837126013611,0.1283058479583294
ANKRD50,-0.7988231143976661,0.0528175858345553,0.1138825056106006
ANKRD54,-0.6264166879606226,-0.1814233840364093,-0.2557865401729469
ANKRD55,-0.5043208529648417,0.0743425114895956,0.3162034636574471
ANKRD6,-0.9460271349022048,-0.0924917031121829,0.0365135104894329
ANKRD62,0.7795798871678411,-0.060328528222953,-0.2199116230394175
ANKRD65,0.5870006775314245,-0.2881542955936363,0.1322345009453748
ANKRD9,0.7277635331206159,0.1327159560085592,-0.1754369420877488
ANKS1A,0.6984088890741681,-0.0391715466367907,-0.0937149889454161
ANKS1B,0.2161531304182326,-0.7380048303635661,0.1820350134848999
ANKS3,0.6245548484257152,-0.3192337814452669,0.0371257903889303
ANKS6,0.8679067222660553,-0.0461699032064783,-0.0971195546325245
ANKZF1,0.5090549146252266,-0.3297950311418117,0.0507049226847234
ANLN,0.1411658123697313,0.1663435034593099,-0.465431893627219
ANO10,-0.5340098783356726,-0.027541008830377,-0.0244810947096785
ANO2,-0.6088951115861279,-0.0175708362781161,-0.1108053347936379
ANO3,-0.7959458499131346,0.2986848848561233,0.2211921773571877
ANO4,0.3921494594401331,0.1132912208133091,-0.3658620750079218
ANO5,0.6878514824717498,0.2754810946828593,0.3891018261725897
ANO7,0.3069980726801827,0.3986416115553234,-0.0704214717576948
ANOS1,-0.7176544820459634,-0.0888438546795237,-0.1111496375058444
ANP32A,0.1984620719122873,-0.348118826317742,-0.4385684420230272
ANP32E,-0.6794416903838487,-0.0260324801749716,-0.1319114694738328
ANTXR1,0.6376676743349764,-0.354433350676208,-0.1018670884370225
ANTXR2,0.1917451393620188,0.0529565770701875,-0.2925898255552454
ANXA1,-0.3662200956748808,0.2223108549466414,-0.1501823907515398
ANXA11,-0.7026907964539586,-0.4808972434886989,0.0915277936047466
ANXA2,-0.5235941751810292,0.1229098976490046,-0.4656047351972504
ANXA2P3,0.4909871310599702,-0.3322411401501984,0.4411352119577719
ANXA3,0.4899061560463588,0.4689230326332776,-0.1417471907463898
ANXA4,-0.082358423103469,0.6371599522211826,-0.449841836939483
ANXA5,0.4243257130469682,0.1442930702847946,-0.6442088118576607
ANXA6,0.6396604112964017,0.3280954624127242,0.1773049592517346
AP1G2,0.1970957677234693,-0.5423523089133793,0.2583312595177741
AP1S1,-0.6381463621482569,0.0900871865080912,0.2094209492119889
AP1S2,0.6102786765593159,0.1654560295558762,0.100677722976712
AP2A2,-0.8081461213414552,0.0170355367075451,0.2207460351532694
AP2B1,-0.7650745425066314,0.0699558916944569,-0.0482028007496794
AP2S1,-0.6249639677366591,0.0882636061868794,0.147752708937415
AP3B2,-0.6911225301724029,0.0580089876971085,0.4077516875891509
AP3M2,-0.710803596177391,0.2429996317428165,0.441117745257725
AP3S1,-0.888907646996768,0.2062573782134008,0.0585441858021479
AP4E1,0.6055174313401717,0.0852400091033534,-0.1047336689208715
AP5M1,0.4774399842659236,0.242184929524945,-0.0196715651207088
AP5S1,-0.6000083932422349,-0.1101119752224813,-0.1170367572208445
APAF1,-0.7186277997991831,-0.2945041857302458,-0.1225997162228222
APBA1,-0.5284390845439025,-0.2226170420434516,0.2389144469851204
APBB1IP,-0.7085524062879209,-0.0550127638496985,-0.2659414799714595
APBB2,0.2478797589059767,0.413212942838602,-0.2406081912301742
APCDD1,-0.6111462171926956,0.0363544386086291,-0.2876747304856883
APEH,-0.4001795096772236,0.6174469946260016,0.3631928650003044
APEX2,-0.3716236726858785,0.4350967189573129,0.1805422751724537
API5,0.3910067794783778,-0.0963553267940182,0.3029302253531507
APIP,0.6677417451645837,-0.1099521624536565,-0.3858258866653454
APLN,-0.6581890353070752,0.0063421256874861,-0.5420159590989341
APLNR,-0.6370431669162341,0.0250667528744147,-0.4398531325981842
APMAP,-0.6426665441557605,0.1859600590522515,0.3280318855140993
APOC1,-0.6499074761426549,-0.3915589190755608,0.0314147675697786
APOE,-0.6660090443059985,-0.2037657434515656,-0.1548758326786078
APOL1,0.6603746073041389,0.318519494249619,0.2016432302767221
APOL2,0.8512686535254861,0.3351753351644945,0.1404721021006284
APOLD1,0.3402257322815077,0.3606614028193354,-0.2715900339771129
APOM,-0.6507965010986748,0.1332693294206527,-0.3007046323397545
APOPT1,-0.7675483434298922,0.0809070157971167,0.0342891302682908
APPBP2,0.5297858610653241,0.1941350334569218,0.0896039661644012
APRT,-0.5302691699044859,0.2815333970276252,0.1541049256632739
APTR,-0.8527278173110046,-0.098905134972061,-0.1393274625577603
AQP1,-0.4352468860980663,0.1662759469081308,-0.465295463237587
AQP4,-0.6915443018253535,0.0011753679738497,-0.23671863897623
AQP5,-0.5189819957354066,-0.2404132086488509,-0.3159000537777036
AQP9,-0.5321956512208607,0.2880498154869406,0.4523948570684102
AR,0.8094911312988453,0.2722057030193105,-0.1090051889861342
ARAP2,0.4662913944510904,-0.0944747893501961,0.2562478270929714
ARAP3,0.3485479290746916,-0.3835137826052572,0.4230514819882282
ARC,0.7727872138375987,0.2302518405437735,0.1679368416576037
ARF3,-0.5846548002033003,0.0747573054190833,0.3965466471790875
ARFGAP3,-0.6021535183641727,-0.0627297592548905,0.0545102819373257
ARFGEF1,0.3869607171823407,-0.1907066973385802,-0.0330814233102923
ARFGEF2,0.6321956695560107,0.1464190825312362,-0.0675273060366912
ARFGEF3,-0.7969648317817911,-0.0789302446187375,0.098659829589305
ARG2,0.3842139310152671,0.4730834473966988,0.0415825292861617
ARHGAP10,0.2468171400883834,-0.2049906768037254,0.2527403371832936
ARHGAP12,-0.8235846045219486,0.0975094573860757,0.0828919449817116
ARHGAP18,-0.667841227481266,-0.1116298596870703,-0.1084103297195175
ARHGAP22,-0.360281688118178,0.3340563044708319,-0.5197925815422854
ARHGAP25,-0.1273310942483288,0.7958443531921436,-0.0363090494004675
ARHGAP26,0.7444750795851879,0.1649932722923444,0.237941188499972
