label,C1,C2,C3
lh_bankssts,20.293589649112004,-11.94015728769391,35.45450836744549
lh_caudalanteriorcingulate,-80.12573704135312,17.327625152989878,-67.47218049260144
lh_caudalmiddlefrontal,5.576391801251955,62.96752554734166,-2.479543038064112
lh_cuneus,123.63979121202772,-43.22000994471854,-7.197067427795147
lh_entorhinal,-106.80983931473837,-7.844659499469451,-61.38619640999403
lh_fusiform,-31.944695140839276,-26.231589589267823,22.6751495254534
lh_inferiorparietal,37.81193920357038,-11.698988331855858,19.86115844126923
lh_inferiortemporal,-35.892485944285525,-16.641778864117484,23.88401841649607
lh_isthmuscingulate,25.068339979904355,-9.447507736322649,-16.736044899626748
lh_lateraloccipital,93.22242099147982,-29.549921239463952,6.142794577163228
lh_lateralorbitofrontal,-32.38102022059388,5.215641259114144,18.531968350400817
lh_lingual,102.0275161120071,-54.53413785423883,-4.381017384886356
lh_medialorbitofrontal,-69.44850544245004,1.9945374842096653,28.390967933155338
lh_middletemporal,-35.024285994557076,-5.486295345677074,14.147399599142044
lh_parahippocampal,-78.7915161587565,-25.60830006118479,-13.875288919648417
lh_paracentral,39.57220621314582,39.296226911084716,-21.804541221311098
lh_parsopercularis,-21.156835994200577,36.93869445689524,9.572710877750527
lh_parsorbitalis,-10.41790438781876,14.0011953977771,31.00653864786687
lh_parstriangularis,-4.702757540876435,32.27173629180084,20.610072540231926
lh_pericalcarine,127.98515326870218,-66.70456027837118,-30.910620892065523
lh_postcentral,68.04992809585147,17.776077095742238,-23.091964668082454
lh_posteriorcingulate,-15.786859008541503,15.620964651866682,-7.309683933948762
lh_precentral,30.28849026131261,58.97769933109845,-28.25576315478112
lh_precuneus,30.990357252180324,-2.2550915966847684,19.277851703668077
lh_rostralanteriorcingulate,-89.16818520684059,-11.54028782516915,-8.448190938739945
lh_rostralmiddlefrontal,-8.853688036759957,21.264242459802436,27.119741006526183
lh_superiorfrontal,-19.47669092020291,45.18397723308721,1.7208488116682845
lh_superiorparietal,50.546729507561814,-0.8207733805259441,8.143482688083914
lh_superiortemporal,-25.23973854795608,-14.391052617893505,22.261009473022924
lh_supramarginal,10.624752662969374,5.037725353235112,29.231939634462766
lh_temporalpole,-108.03798547048655,-9.781355323287901,-22.391687356092493
lh_transversetemporal,77.08451712490007,-15.389821826677531,-25.010489812600145
lh_insula,-69.52339296471979,-10.787580023425011,2.7181199564307184
