label,C1,C2,C3
lh_bankssts,0.1407100543643779,0.0729593873663376,1.4139222032754866
lh_caudalanteriorcingulate,-1.0925575346527152,0.7396108813806815,-1.4091191565614147
lh_caudalmiddlefrontal,0.1535693545379682,2.0818747600893004,0.105364827799875
lh_cuneus,1.849644313260182,-1.6649477095495966,-1.3272300812986135
lh_entorhinal,-1.473222854022817,-0.6772028466662705,-1.9568618091493803
lh_frontalpole,-0.974608255344338,0.1869760206374089,0.4806348735986563
lh_fusiform,-0.4682820766031505,-0.9420887750281154,0.8385364123958069
lh_inferiorparietal,0.6519887660378392,-0.1152676054907078,1.2698196346446733
lh_inferiortemporal,-0.5964594331865798,-0.6203072232830259,1.0736087794378268
lh_insula,-1.1858028855755316,-0.3812730996378269,-0.1578594745629921
lh_isthmuscingulate,0.4343652797110854,-0.2539995149891346,0.1403243234280502
lh_lateraloccipital,1.6243021477430482,-1.4783131049786016,-0.671700969412944
lh_lateralorbitofrontal,-0.888875945568834,0.4741893436930512,0.9282185232538284
lh_lingual,1.6980505008057802,-1.661921752093279,-1.0710853433336256
lh_medialorbitofrontal,-1.1503049692369554,-0.0219474790792828,0.5298201791501582
lh_middletemporal,-0.5565177700657783,-0.3037337526835471,0.8730265777072516
lh_paracentral,0.7128757257247061,1.145034763805803,-0.9477211825403208
lh_parahippocampal,-1.0452363705394614,-1.08944791265163,-1.0688182024673225
lh_parsopercularis,-0.3944387242373662,1.1707044699117857,0.7733697976444989
lh_parsorbitalis,-0.2574468603972208,0.8695018938019848,1.2826595371620746
lh_parstriangularis,-0.1245744248222201,1.3190226983413351,1.1982285218608604
lh_pericalcarine,1.9047860753527448,-1.9423582657731144,-1.7297885232059391
lh_postcentral,1.1224347540943138,0.2873447907683655,-0.7956149188362478
lh_posteriorcingulate,-0.2296728024402309,0.5257735107281039,-0.0102666031760695
lh_precentral,0.7940244461881448,1.7356240006433723,-1.376269003920261
lh_precuneus,0.7300296767717964,-0.0438243699470978,0.595051698383097
lh_rostralanteriorcingulate,-1.470313768377698,-0.1951623678461003,-0.6556303211443364
lh_rostralmiddlefrontal,-0.0704187695448882,0.97983054804053,1.1359138529787522
lh_superiorfrontal,-0.2871808738661929,1.67563975035545,-0.0226093594926856
lh_superiorparietal,0.934344753178532,-0.0088370764834624,0.2211949679022319
lh_superiortemporal,-0.2785661886983374,-0.4477957593155124,0.6756183028904786
lh_supramarginal,0.3559968815836904,0.2956719910488929,1.3650974883090408
lh_temporalpole,-1.7398504970386104,-0.9521505451603854,-0.7099556555251872
lh_transversetemporal,1.1772082748647172,-0.7591796499557143,-0.9898798971953062
