gene,gene_original,PLS1_z,PLS2_z
BBIP1,BBIP1,4.022627,-2.850787
ITSN2,ITSN2,10.06355,-2.851114
RGMA,RGMA,6.291349,-2.851413
COL8A2,COL8A2,-4.579272,-2.851459
GPX5,GPX5,6.144755,-2.852111
SPDYE2,SPDYE2,4.722668,-2.852306
GSTM1,GSTM1,-7.357622,-2.852839
AC130454.1,AC130454.1,-1.531442,-2.853034
OR2T12,OR2T12,5.493934,-2.853176
LINC00304,LINC00304,8.931004,-2.853513
IWS1,IWS1,4.712682,-2.853965
FIBCD1,FIBCD1,-8.833758,-2.854632
SLC35F2,SLC35F2,-12.936215,-2.85515
SPOUT1,C9orf114,7.488527,-2.855173
DNAL4,DNAL4,-9.895983,-2.855349
TPP2,TPP2,12.441233,-2.855515
ATF7,ATF7,2.578546,-2.855953
MMP12,MMP12,4.421729,-2.856162
GMPR,GMPR,7.276442,-2.856234
ODF1,ODF1,4.07599,-2.856709
ACKR3,CXCR7,-9.913092,-2.856863
CXorf22,CXorf22,1.35043,-2.857379
MKNK2,MKNK2,20.098702,-2.858656
NGRN,NGRN,10.344359,-2.858788
PIANP,C12orf53,-16.983299,-2.85881
CLCN1,CLCN1,4.962614,-2.859139
AC073043.2,AC073043.2,1.256403,-2.859158
DUOXA1,DUOXA1,4.430054,-2.860359
MYO3A,MYO3A,0.416902,-2.860431
FAM86C,FAM86C,-6.195283,-2.86098
LOC124685,LOC124685,-7.023112,-2.86177
DEFB132,DEFB132,2.471093,-2.861781
DNAJC8,DNAJC8,-4.073203,-2.862238
TMEM200A,TMEM200A,-13.281979,-2.862371
OR7E24,OR7E24,5.35264,-2.862449
GPR151,GPR151,6.719714,-2.862562
INTS10,INTS10,-1.957329,-2.862964
SFTPA1,SFTPA1,10.436427,-2.863102
HSD17B10,HSD17B10,-5.674156,-2.863809
HNRNPH2,HNRNPH2,0.678208,-2.864191
INPP5A,INPP5A,13.273513,-2.865002
CAPN14,CAPN14,11.530424,-2.865372
GGTA1,GGTA1,-8.561677,-2.865613
LOC100287911,LOC100287911,9.495376,-2.866847
BAGE3,BAGE3,5.836291,-2.867071
GOLGA4,GOLGA4,9.369464,-2.867949
KDELR2,KDELR2,5.899015,-2.868187
SLC25A53,MCART6,3.926565,-2.868438
TFDP1,TFDP1,10.186412,-2.868544
MRGPRX1,MRGPRX1,3.528356,-2.869278
NXT2,NXT2,-2.624378,-2.869558
OR5M10,OR5M10,4.921948,-2.869674
CASP7,CASP7,3.2321,-2.86976
DLC1,DLC1,4.581284,-2.870862
RNFT1,RNFT1,10.506015,-2.872191
MLPH,MLPH,7.366817,-2.872355
HDGFL1,HDGFL1,-2.352506,-2.872411
LOC100130256,LOC100130256,4.023796,-2.872674
ANKRD60,ANKRD60,1.056665,-2.873079
NIFK,MKI67IP,3.791651,-2.873741
RPS27AP11,RPS27AP11,-15.186287,-2.87408
NOM1,NOM1,9.492628,-2.87438
TAF15,TAF15,1.748913,-2.874581
TBC1D26,TBC1D26,-10.29351,-2.874964
CTTN,CTTN,7.317273,-2.87624
BTBD2,BTBD2,-3.775999,-2.876855
DMTF1,DMTF1,5.121257,-2.877325
MBD2,MBD2,10.127099,-2.877832
P2RY1,P2RY1,-4.151641,-2.878158
CSN1S1,CSN1S1,2.300547,-2.878767
WDR19,WDR19,14.881836,-2.880181
SLC2A11,SLC2A11,7.176193,-2.880516
GSX1,GSX1,1.271797,-2.880696
RNF166,RNF166,1.597391,-2.88077
SLC34A3,SLC34A3,6.035485,-2.880788
RDH10,RDH10,-10.484155,-2.880848
S100A2,S100A2,-2.694334,-2.881065
RFC1,RFC1,4.786089,-2.881277
C3orf55,C3orf55,-3.947163,-2.881346
SNX20,SNX20,2.769472,-2.882738
SLC35D3,SLC35D3,1.943229,-2.883442
ADAMTS15,ADAMTS15,5.240557,-2.884407
PIP,PIP,5.759883,-2.885014
HTN1,HTN1,3.687282,-2.885025
BPHL,BPHL,-17.775085,-2.885345
FAHD1,FAHD1,-5.728797,-2.885578
MIOX,MIOX,3.113972,-2.886415
TCF7,TCF7,2.826039,-2.886504
HFE2,HFE2,3.673625,-2.88715
SRF,SRF,2.463349,-2.888904
PAPLN,PAPLN,-6.767959,-2.889523
OSBPL9,OSBPL9,9.619754,-2.889722
XPOT,XPOT,6.604128,-2.889816
PHACTR4,PHACTR4,7.516783,-2.889844
HDHD3,HDHD3,-2.772704,-2.8902
OR10J8P,OR10J8P,3.376502,-2.890752
LOC100128219,LOC100128219,3.166752,-2.890828
AHSA2P,AHSA2,6.233244,-2.891163
ROPN1L,ROPN1L,5.731887,-2.891257
MED12,MED12,6.026842,-2.8925
ZNF479,ZNF479,4.430014,-2.892755
FCRL5,FCRL5,3.725438,-2.893334
TREX2,TREX2,3.267238,-2.894474
GHITM,GHITM,3.954431,-2.89557
ZNRF4,ZNRF4,-4.509339,-2.895932
PRR19,PRR19,-9.609111,-2.89623
CLINT1,CLINT1,-3.45208,-2.896312
NUB1,NUB1,7.988703,-2.89659
TNFRSF9,TNFRSF9,0.785647,-2.897851
WDR93,WDR93,6.692757,-2.89799
EN2,EN2,0.722395,-2.898618
DUSP13,DUSP13,-11.725404,-2.898668
CTCFL,CTCFL,3.522653,-2.89887
PHC1,PHC1,6.172993,-2.898875
CYP2B7P1,CYP2B7P1,1.156724,-2.899145
SNHG12,SNHG12,-3.596146,-2.899333
SCUBE2,SCUBE2,-11.265879,-2.899376
SMC6,SMC6,-1.939351,-2.900036
FAM149B1,FAM149B1,-0.090933,-2.900813
SPEM1,SPEM1,4.807066,-2.90128
TKTL1,TKTL1,3.698669,-2.901376
EFNA2,EFNA2,3.464892,-2.902026
OR51T1,OR51T1,4.796483,-2.902834
CD44,CD44,0.502681,-2.903874
ZNF562,ZNF562,6.569518,-2.90404
LOC645489,LOC645489,6.693359,-2.904186
C16orf62,C16orf62,7.479519,-2.904482
FCRL3,FCRL3,5.46794,-2.905164
AK1,AK1,2.35489,-2.906138
ACO2,ACO2,-3.58143,-2.907641
ALKBH8,ALKBH8,11.525333,-2.907947
GPR89B,GPR89B,14.428892,-2.908264
PRKAB2,PRKAB2,5.350398,-2.908329
SOCS6,SOCS6,2.395859,-2.908346
TXNRD1,TXNRD1,-3.184549,-2.90885
ACLY,ACLY,7.029934,-2.909033
AP000345.1,AP000345.1,0.050748,-2.909171
CRABP1,CRABP1,12.713875,-2.909324
FOXN4,FOXN4,4.082383,-2.909341
TBX20,TBX20,4.748901,-2.910236
CNTNAP3B,CNTNAP3B,-6.36209,-2.910241
PLSCR3,PLSCR3,4.785936,-2.910816
LOC100287737,LOC100287737,2.06795,-2.911002
SLC17A1,SLC17A1,4.248964,-2.911249
PXYLP1,ACPL2,14.616274,-2.91154
MEX3A,MEX3A,-9.785773,-2.911545
SPG11,SPG11,3.611995,-2.911772
CNOT4,CNOT4,1.346398,-2.912063
HN1,HN1,-14.695552,-2.912557
LOC729339,LOC729339,7.923266,-2.912708
PCM1,PCM1,5.583039,-2.913638
QRFP,QRFP,6.585515,-2.914336
LGALS3,LGALS3,-6.119694,-2.914485
FHOD1,FHOD1,-3.984813,-2.914743
ELN,ELN,5.115235,-2.915927
MRPL49,MRPL49,-12.776604,-2.916145
KCNIP2,KCNIP2,6.172263,-2.916436
TXNL4A,TXNL4A,-16.144135,-2.916439
CFAP73,CCDC42B,-11.988789,-2.916509
HNRNPA0,HNRNPA0,8.714229,-2.91666
ATAD2B,ATAD2B,9.534131,-2.917324
LOC100133714,LOC100133714,3.080414,-2.917552
MUC3B,MUC3B,-4.657743,-2.917745
BPIL1,BPIL1,3.531771,-2.918017
RP4-725G10.1,RP4-725G10.1,-8.939019,-2.918073
SERPIND1,SERPIND1,5.952083,-2.91839
FGD2,FGD2,-1.592221,-2.918728
TDRD9,TDRD9,-16.517284,-2.918965
PSMB9,PSMB9,2.912548,-2.919136
ZNF100,ZNF100,8.691426,-2.919339
RECK,RECK,1.842646,-2.919775
MEOX1,MEOX1,4.940673,-2.920191
OVCH1,OVCH1,-8.745756,-2.920412
SIGIRR,SIGIRR,-3.943828,-2.920576
DNAJB3,DNAJB3,3.805745,-2.920733
RBBP9,RBBP9,5.499203,-2.921229
NUTF2,NUTF2,-14.408592,-2.921637
SPACA1,SPACA1,2.865425,-2.921828
KPNB1,KPNB1,-4.522379,-2.922433
CCDC57,CCDC57,15.563556,-2.922445
LRP4,LRP4,-4.857505,-2.922585
GPM6B,GPM6B,-7.290099,-2.922887
ZAN,ZAN,2.620623,-2.923048
TRIM43B,TRIM43B,4.108637,-2.924325
ZPLD1,ZPLD1,5.329856,-2.924592
C20orf71,C20orf71,3.799817,-2.924768
PCNX3,PCNXL3,6.500321,-2.925221
NOX3,NOX3,5.598559,-2.925813
PGM2,PGM2,-2.822498,-2.925841
CPA2,CPA2,2.975475,-2.925894
ACTG1P4,ACTG1P4,-8.422626,-2.926406
ART5,ART5,4.469314,-2.926412
ZCCHC5,ZCCHC5,6.863742,-2.926552
WNT11,WNT11,-1.160178,-2.926804
ATP5ME,ATP5I,-9.258054,-2.92761
TCTE1,TCTE1,-7.868852,-2.928319
RAB31,RAB31,-8.597329,-2.928324
MGST1,MGST1,-21.945765,-2.928522
LOC100287982,LOC100287982,6.003285,-2.928543
DSE,DSE,4.625226,-2.928633
LOC646999,LOC646999,1.60111,-2.929504
ZKSCAN3,ZKSCAN3,8.230402,-2.930364
CCDC114,CCDC114,7.749285,-2.930841
PHPT1,PHPT1,-19.605058,-2.930898
USP26,USP26,2.168448,-2.931406
EOMES,EOMES,4.303488,-2.93142
PADI3,PADI3,4.584423,-2.931943
C3orf43,C3orf43,4.678878,-2.932876
PDE3A,PDE3A,1.332816,-2.933564
RP11-23D24.1,RP11-23D24.1,-3.601108,-2.933883
SYNCRIP,SYNCRIP,3.953147,-2.934092
CDH3,CDH3,-1.65253,-2.934807
SLC25A27,SLC25A27,2.339023,-2.935199
PIAS2,PIAS2,7.631746,-2.935502
SSRP1,SSRP1,-0.496714,-2.936038
GPBAR1,GPBAR1,5.445595,-2.936088
BCMO1,BCMO1,-1.483683,-2.93653
CATSPERE,C1orf101,-2.338079,-2.937118
RBM28,RBM28,5.268101,-2.937897
TTC22,TTC22,-2.736113,-2.93809
APOL4,APOL4,4.114867,-2.938231
GPR27,GPR27,-0.701412,-2.938237
LOC100287260,LOC100287260,-9.30783,-2.938284
EIF2B3,EIF2B3,-2.128048,-2.938359
ZDHHC8,ZDHHC8,6.224411,-2.938753
TOR1AIP1,TOR1AIP1,5.042731,-2.940112
CCDC170,C6orf97,-6.351443,-2.940789
ACTR2,ACTR2,6.664064,-2.940816
LILRA1,LILRA1,-4.158485,-2.940921
MX1,MX1,10.534965,-2.941394
TRPC6,TRPC6,-5.443988,-2.941633
RSF1,RSF1,-0.827614,-2.942291
FAM47B,FAM47B,5.149531,-2.942317
AC010325.3,AC010325.3,6.358714,-2.942981
KRTAP2-2,KRTAP2-2,2.744443,-2.943155
SFMBT2,SFMBT2,-10.670542,-2.9443
LINC01590,C6orf164,0.093729,-2.945262
CNTFR,CNTFR,4.284585,-2.945464
SMOC2,SMOC2,11.109342,-2.945936
MGARP,C4orf49,12.282575,-2.945972
MAP6,MAP6,-6.046086,-2.946569
PRELID3A,SLMO1,2.427646,-2.946572
OR51G1,OR51G1,3.273643,-2.947387
PP2672,PP2672,3.893983,-2.947445
LOC728407,LOC728407,8.357935,-2.947541
CENPJ,CENPJ,13.889816,-2.947868
SLC35E4,SLC35E4,9.808755,-2.94792
FLJ45482,FLJ45482,2.674595,-2.94799
DEFB105A,DEFB105A,2.339968,-2.949215
LOC400419,LOC400419,3.992031,-2.950343
LOC100292841,LOC100292841,2.465636,-2.950549
FGF7,FGF7,6.050927,-2.951645
GRIN2C,GRIN2C,-6.927337,-2.951689
AC069525.1,AC069525.1,0.473522,-2.951847
PFDN5,PFDN5,-1.939616,-2.951902
MDM4,MDM4,3.48741,-2.952072
ESR1,ESR1,0.384167,-2.952731
LOC100129463,LOC100129463,4.453686,-2.953147
ZNF711,ZNF711,9.095242,-2.954386
CD207,CD207,5.468475,-2.955011
NPEPPS,NPEPPS,1.661458,-2.95556
UEVLD,UEVLD,6.92998,-2.955652
KCNV2,KCNV2,10.733826,-2.955948
ST5,ST5,-17.697431,-2.956224
INPP5K,INPP5K,-4.411575,-2.956465
EGFR,EGFR,10.208918,-2.956758
ALG5,ALG5,-2.111094,-2.956834
ZNF660,ZNF660,5.789315,-2.957093
ZNF83,ZNF83,-4.145906,-2.95744
PROSER3,C19orf55,-0.102861,-2.958117
PCDHA8,PCDHA8,5.775001,-2.958497
EXD2,EXD2,3.470042,-2.958696
TIAM1,TIAM1,12.560607,-2.958767
LINC00302,LINC00302,0.111638,-2.958874
PEX2,PXMP3,-0.966722,-2.959196
AC010332.1,AC010332.1,-3.644756,-2.959348
RAVER2,RAVER2,-14.012427,-2.959845
AC066593.1,AC066593.1,3.435275,-2.960057
NUMA1,NUMA1,6.793672,-2.961648
RPS2P32,RPS2P32,-8.196337,-2.961825
EGFLAM,EGFLAM,-6.624433,-2.962241
RSAD1,RSAD1,12.202426,-2.962271
C10orf129,C10orf129,-1.372115,-2.962685
ALG1,ALG1,-0.114411,-2.963433
C16orf70,C16orf70,0.261912,-2.963455
TMEM119,TMEM119,-1.812922,-2.963557
FCER1G,FCER1G,-3.006079,-2.963668
S100B,S100B,0.81192,-2.964881
C2orf27B,C2orf27B,1.954908,-2.965131
R3HDM4,C19orf22,-4.844857,-2.965432
PCSK5,PCSK5,-14.650313,-2.966548
HNRNPA1P12,HNRNPA1P12,4.53157,-2.966873
LOC100288252,LOC100288252,0.117526,-2.967596
BREA2,BREA2,3.549763,-2.968265
AFF3,AFF3,0.492904,-2.968641
DMRTC1B,DMRTC1B,-12.212939,-2.968778
TMEM99,TMEM99,1.67137,-2.969498
SERPINH1,SERPINH1,6.16879,-2.97048
NEK1,NEK1,10.042502,-2.970817
LOC729859,LOC729859,-10.065598,-2.971329
NHLRC2,NHLRC2,11.362029,-2.971388
AC011500.2,AC011500.2,-5.572111,-2.971772
RP11-90D4.2,RP11-90D4.2,-9.59422,-2.972257
SEMA3E,SEMA3E,5.2705,-2.972779
TMBIM1,TMBIM1,1.212428,-2.972855
SPATA7,SPATA7,-0.434794,-2.973114
CLN8,CLN8,0.141797,-2.973353
COL19A1,COL19A1,14.843975,-2.973389
LOC100289341,LOC100289341,-10.948828,-2.974435
BRD7P3,BRD7P3,-2.370987,-2.976119
SMPDL3A,SMPDL3A,-6.71574,-2.976292
VN1R64P,VN1R64P,5.255032,-2.976885
ZNF345,ZNF345,7.947842,-2.977297
GLE1,GLE1,3.740407,-2.977881
EEF1AKMT2,METTL10,6.79079,-2.979061
ANO2,ANO2,-5.299046,-2.980388
RRBP1,RRBP1,5.533377,-2.980533
CFI,CFI,5.91218,-2.981005
HOXA11-AS1,HOXA11-AS1,3.786501,-2.981042
AL109938.1,AL109938.1,4.943255,-2.98142
PPIP5K1,HISPPD2A,6.878752,-2.982036
KRTAP10-3,KRTAP10-3,6.504124,-2.982125
WRB,WRB,-11.81755,-2.982693
EMILIN2,EMILIN2,7.824198,-2.98313
USP54,USP54,8.088368,-2.984124
LOC283481,LOC283481,0.10702,-2.984929
ARL6IP1,ARL6IP1,0.866962,-2.985092
KCTD6,KCTD6,-11.613458,-2.985529
LOC100130054,LOC100130054,-10.344629,-2.987655
ZNF268,ZNF268,16.726121,-2.98829
HMGB4,HMGB4,4.745637,-2.988581
BBC3,BBC3,-3.171884,-2.989262
VAV2,VAV2,-2.552956,-2.989741
LOC730110,LOC730110,3.547993,-2.989919
PECAM1,PECAM1,1.255959,-2.990363
LIMS2,LIMS2,-5.036065,-2.991077
ACTBL2,ACTBL2,4.202944,-2.991382
SYNDIG1L,TMEM90A,0.311,-2.99162
LRRC36,LRRC36,-15.805235,-2.991996
PCDHGA1,PCDHGA1,9.121684,-2.992001
ZNF766,ZNF766,3.53535,-2.99212
SLC2A1,SLC2A1,8.705587,-2.992706
MAP7,MAP7,5.702556,-2.993458
RP11-357H14.1,RP11-357H14.1,4.029702,-2.993587
S100A7A,S100A7A,3.907279,-2.994529
SLC24A1,SLC24A1,-1.40409,-2.995433
CROCC,CROCC,7.567232,-2.995555
SIVA1,SIVA1,-3.466444,-2.995958
CYSTM1,CYSTM1,-0.210124,-2.996884
ORMDL1,ORMDL1,8.038551,-2.996889
LAMP5,C20orf103,-1.108908,-2.997598
RFX7,RFX7,12.0178,-3.001383
CSTB,CSTB,-5.333417,-3.001502
MAP3K1,MAP3K1,5.14434,-3.001579
PSD,PSD,-10.292432,-3.001966
KCTD4,KCTD4,-12.777547,-3.002108
BUB3,BUB3,4.16313,-3.002335
ZNF763,ZNF763,3.95445,-3.002571
CCHCR1,CCHCR1,-2.214962,-3.002713
C6orf10,C6orf10,0.441583,-3.003032
AQP2,AQP2,4.955464,-3.004139
PEX16,PEX16,0.8748,-3.004506
TGFB3,TGFB3,2.326823,-3.004596
GNRH1,GNRH1,14.643717,-3.005551
MOB1B,MOBKL1A,-17.471136,-3.005578
OTUD6A,OTUD6A,3.906728,-3.006618
EMP1,EMP1,-3.801807,-3.00747
SIRPG,SIRPG,-5.046775,-3.008182
WASF3,WASF3,1.235037,-3.008237
LOC391334,LOC391334,-8.602389,-3.008452
TBC1D3E,TBC1D3E,4.856926,-3.010291
ACSF2,ACSF2,-7.456738,-3.01036
PPY,PPY,4.598669,-3.010975
OR4C45,OR4C45,2.879065,-3.011422
ATP1B2,ATP1B2,-3.164432,-3.011917
PNRC1,PNRC1,1.654339,-3.011988
AGFG2,AGFG2,-1.925215,-3.012026
OPA3,OPA3,4.90608,-3.012165
SLC38A3,SLC38A3,8.36845,-3.012915
AC021860.1,AC021860.1,9.558355,-3.013378
TMED2,TMED2,3.647996,-3.013391
LOC643421,LOC643421,-1.776561,-3.013633
AFF4,AFF4,-1.316569,-3.013759
CDV3,CDV3,-0.674738,-3.01378
EIF4A1P6,EIF4A1P6,-8.253327,-3.013792
MTERF4,MTERFD2,6.782569,-3.014658
ATXN7,ATXN7,8.349926,-3.015656
LOC728533,LOC728533,5.481291,-3.015861
NPLOC4,NPLOC4,2.300076,-3.016196
NXF3,NXF3,4.412495,-3.016308
TAZ,TAZ,8.618035,-3.016371
MCM7,MCM7,7.378451,-3.016436
BEST4,BEST4,2.51727,-3.016626
ERMAP,ERMAP,-8.680028,-3.017102
FER1L6,FER1L6,-0.556229,-3.017376
AC130416.1,AC130416.1,6.412194,-3.017557
LTBP1,LTBP1,3.414849,-3.017697
FASLG,FASLG,3.037159,-3.017949
CGAS,C6orf150,-1.126746,-3.018279
LRRC4,LRRC4,14.641113,-3.018479
TP53INP2,TP53INP2,5.357494,-3.018728
ATP6AP1L,ATP6AP1L,9.190386,-3.019122
CYP4V2,CYP4V2,-4.506741,-3.019373
NSA2,NSA2,-0.663525,-3.01965
CXorf67,CXorf67,-0.209394,-3.020231
STAB2,STAB2,1.843708,-3.021442
RBP2,RBP2,3.943201,-3.022405
GNB3,GNB3,13.166476,-3.022789
STAMBP,STAMBP,6.655804,-3.024165
RFNG,RFNG,-0.844191,-3.024612
SMARCE1,SMARCE1,-1.702891,-3.025426
C9orf62,C9orf62,3.263123,-3.025525
EEF2,EEF2,6.442542,-3.025586
CCBP2,CCBP2,0.601765,-3.026013
SAMD9L,SAMD9L,-9.767016,-3.027113
CCL14,CCL14,6.887331,-3.028259
NINL,NINL,-0.140568,-3.028417
TNFAIP8L3,TNFAIP8L3,-3.330855,-3.029702
ZNF197,ZNF197,6.613538,-3.029705
ZNF19,ZNF19,-0.775336,-3.030194
DUS1L,DUS1L,12.383793,-3.030319
PCMTD2,PCMTD2,2.545582,-3.031001
FAM161A,FAM161A,0.007651,-3.031057
SLF2,FAM178A,2.707257,-3.031523
FASTK,FASTK,9.879522,-3.031591
DCAF13P3,DCAF13P3,13.117032,-3.031971
LOC100290254,LOC100290254,3.349388,-3.033445
A2ML1,A2ML1,3.574676,-3.033929
LMTK3,LMTK3,2.858109,-3.034382
ZNF219,ZNF219,-6.777875,-3.034464
LTBP3,LTBP3,1.487309,-3.034763
TACR1,TACR1,7.278651,-3.035056
HPR,HPR,-3.666237,-3.035603
POLR3GL,POLR3GL,-7.908024,-3.037008
CLIP1,CLIP1,6.473825,-3.037489
TREH,TREH,5.499299,-3.037841
LPA,LPA,-5.948193,-3.038279
ANGEL2,ANGEL2,6.90766,-3.038526
FBXW8,FBXW8,-2.320999,-3.038533
OR12D2,OR12D2,3.071864,-3.038763
MPC2,BRP44,6.719747,-3.03964
PYDC1,PYDC1,-11.521289,-3.040535
CISH,CISH,3.766695,-3.040999
GPLD1,GPLD1,17.434782,-3.041142
CDKL2,CDKL2,4.963171,-3.041217
C6orf47,C6orf47,19.179209,-3.041406
AGTRAP,AGTRAP,-0.900258,-3.041618
TRIQK,C8orf83,2.715385,-3.041854
PAMR1,PAMR1,-12.164626,-3.042212
PLIN4,KIAA1881,5.432897,-3.043028
RRAGD,RRAGD,-8.512554,-3.043353
SNRPB2,SNRPB2,-8.031867,-3.043455
MYOZ1,MYOZ1,-9.186847,-3.04371
KIAA1549,KIAA1549,1.380143,-3.04396
LOC647262,LOC647262,3.412423,-3.044726
XCL1,XCL1,-3.251373,-3.045081
MAPKBP1,MAPKBP1,7.998519,-3.045208
CLDN6,CLDN6,0.50756,-3.046094
DNAJC10,DNAJC10,-4.609235,-3.046194
PGLYRP3,PGLYRP3,4.62409,-3.046721
ACRBP,ACRBP,2.046749,-3.047124
SMAP1,SMAP1,-6.40564,-3.047966
TM2D1,TM2D1,-0.070056,-3.048019
LRRC17,LRRC17,10.545347,-3.04848
SSTR3,SSTR3,4.147137,-3.048546
RABL6,C9orf86,5.151761,-3.048831
IFT140,IFT140,0.336149,-3.049415
RNF146,RNF146,3.248844,-3.05001
TAOK2,TAOK2,2.392332,-3.050497
TEPSIN,C17orf56,11.912631,-3.051258
ATP2C1,ATP2C1,-10.145127,-3.051532
GAGE3,GAGE3,4.426612,-3.053878
PPP1R3D,PPP1R3D,9.148091,-3.05392
PLTP,PLTP,-11.175534,-3.054157
ZBED2,ZBED2,4.464507,-3.054885
DFFA,DFFA,1.017803,-3.055228
GRPEL1,GRPEL1,2.879698,-3.055247
AFG3L2,AFG3L2,7.065714,-3.055388
RAB40A,RAB40A,9.603277,-3.055681
RPAP2,RPAP2,6.891308,-3.055933
WDR65,WDR65,3.589799,-3.056086
PJA1,PJA1,-13.510638,-3.056611
PDIA4,PDIA4,1.877609,-3.056683
METTL16,METTL16,4.676329,-3.056898
TRAM1,TRAM1,6.019828,-3.05704
IBA57,C1orf69,1.017979,-3.057216
PHKG1,PHKG1,-5.709667,-3.057988
OSTCP1,OSTCP1,-0.133968,-3.058516
PRAMEF8,PRAMEF8,3.547071,-3.058855
NT5C3A,NT5C3,-3.614496,-3.059022
NEIL2,NEIL2,-1.18366,-3.059092
LCE4A,LCE4A,1.172947,-3.059324
CSNK2A1,CSNK2A1,-1.293073,-3.05987
GUCY2F,GUCY2F,-1.302211,-3.060512
TTLL10,TTLL10,1.23293,-3.061104
SPAG8,SPAG8,8.610255,-3.061358
LOC100288233,LOC100288233,1.91542,-3.061372
TGFB2,TGFB2,0.693542,-3.062182
P4HTM,P4HTM,9.10427,-3.062463
MTMR3,MTMR3,-8.118827,-3.062528
PNLIPRP2,PNLIPRP2,0.738367,-3.062585
EEF1A1P32,EEF1A1P32,3.922192,-3.062901
TEPP,TEPP,-12.601437,-3.063423
ZNF449,ZNF449,-9.477178,-3.064136
PURA,PURA,13.032565,-3.064314
MAFA,MAFA,4.278262,-3.064599
NFIL3,NFIL3,14.455696,-3.064979
SCO1,SCO1,-1.237637,-3.064997
SPATA2L,SPATA2L,2.052967,-3.06509
EXOC2,EXOC2,2.577024,-3.065424
C3orf62,C3orf62,5.090194,-3.067111
TAAR2,TAAR2,4.592101,-3.068578
PTDSS1,PTDSS1,-7.782502,-3.069013
MRRF,MRRF,8.914916,-3.069039
DNM1P35,DNM1P35,3.559588,-3.069122
HK2,HK2,-5.465328,-3.069384
OR51A2,OR51A2,4.69861,-3.069392
ENOX2,ENOX2,-12.060119,-3.07017
C20orf166,C20orf166,3.954406,-3.070587
HEXA-AS1,HEXA-AS1,2.333545,-3.070751
GLDC,GLDC,-2.40086,-3.070777
WWC3,WWC3,6.816382,-3.070827
ACAP2,ACAP2,10.499149,-3.071443
SERTM1,C13orf36,-12.626771,-3.072192
SLC1A3,SLC1A3,-7.891908,-3.072381
AGL,AGL,9.239056,-3.072607
OTUD1,OTUD1,-4.41128,-3.072821
PACS1,PACS1,-8.646962,-3.0729
ISY1,ISY1,1.00991,-3.073334
NFKBID,NFKBID,4.607342,-3.073554
SPINK8,SPINK8,8.82455,-3.074447
TCEAL9,WBP5,-4.043657,-3.074546
OR6Q1,OR6Q1,2.085333,-3.077222
ZNF876P,ZNF876P,-1.464244,-3.077329
LOC728802,LOC728802,0.401299,-3.077958
ACAA1,ACAA1,-1.030567,-3.078228
NLRP8,NLRP8,2.807089,-3.078247
SLC26A8,SLC26A8,-7.597233,-3.078516
SGSM1,SGSM1,-1.646766,-3.078967
LOC100292473,LOC100292473,2.789342,-3.07959
KAT6B,MYST4,9.760446,-3.079967
RP1-172N19.1,RP1-172N19.1,0.885973,-3.080408
ATP1B4,ATP1B4,1.427882,-3.080807
C6orf226,C6orf226,1.468336,-3.080998
PDE11A,PDE11A,-0.529528,-3.081876
ATP5MG,ATP5L,-2.686291,-3.082439
CIB2,CIB2,-15.014168,-3.08249
GNG8,GNG8,-7.523724,-3.083047
TRIM44,TRIM44,10.951056,-3.083635
NRBP2,NRBP2,0.91918,-3.084039
DTNBP1,DTNBP1,-17.625128,-3.084133
GPN3,GPN3,4.957131,-3.084258
IL31RA,IL31RA,0.764672,-3.085113
CDADC1,CDADC1,10.554637,-3.085272
UMOD,UMOD,4.934837,-3.085794
MYLK4,MYLK4,10.014109,-3.086219
LOC100190986,LOC100190986,9.489378,-3.086341
AC011498.3,AC011498.3,2.267007,-3.087084
LHFPL3-AS2,LHFPL3-AS2,3.554188,-3.08718
KLK3,KLK3,4.669905,-3.087589
OR2T11,OR2T11,3.540653,-3.088141
GPX8,GPX8,6.091889,-3.088648
NPY6R,NPY6R,3.208704,-3.088975
NCAM2,NCAM2,-11.967516,-3.08934
FADS2,FADS2,-10.088827,-3.089377
KANSL1L,C2orf67,-0.196178,-3.089776
ALDH6A1,ALDH6A1,-7.305624,-3.090548
OR6M1,OR6M1,2.787723,-3.090626
ULK3,ULK3,13.714609,-3.091206
IVL,IVL,6.504059,-3.09147
RBM27,RBM27,6.461601,-3.091496
RP11-14I4.3,RP11-14I4.3,3.841622,-3.091812
RPSAP15,RPSAP15,6.13311,-3.09195
PERP,PERP,4.881328,-3.093186
SLAMF7,SLAMF7,1.623158,-3.093704
JUNB,JUNB,4.806359,-3.0939
GPR157,GPR157,9.602386,-3.095038
CXorf56,CXorf56,4.257476,-3.095417
LOC732162,LOC732162,3.44309,-3.097178
TAS2R7,TAS2R7,8.600856,-3.097405
ODF2L,ODF2L,8.750015,-3.097577
PARD6G-AS1,PARD6G-AS1,1.648579,-3.099002
USP18,USP18,-3.205446,-3.099623
IQCF2,IQCF2,4.523212,-3.100732
DHFR2,DHFRL1,7.523517,-3.101211
EIF1,EIF1,-9.178178,-3.102381
DKK3,DKK3,-10.824556,-3.102445
LOC645937,LOC645937,9.411296,-3.10253
CHST5,CHST5,4.899894,-3.102917
IGJ,IGJ,2.322507,-3.102982
RANBP3,RANBP3,0.128454,-3.103572
C12orf33,C12orf33,3.737334,-3.103936
LTBP4,LTBP4,-10.544787,-3.104045
SLC39A7,SLC39A7,8.561799,-3.104883
