phenotype,x_lo,x_hi,y_lo,y_hi,count
global,-0.023387724170314032,-0.023024767593995483,-0.02382886242921403,-0.023473647558896884,2
global,-0.023387724170314032,-0.023024767593995483,-0.023473647558896884,-0.023118432688579736,36
global,-0.023387724170314032,-0.023024767593995483,-0.023118432688579736,-0.022763217818262585,15
global,-0.023387724170314032,-0.023024767593995483,-0.022763217818262585,-0.022408002947945437,4
global,-0.023024767593995483,-0.022661811017676933,-0.023473647558896884,-0.023118432688579736,3
global,-0.023024767593995483,-0.022661811017676933,-0.023118432688579736,-0.022763217818262585,29
global,-0.023024767593995483,-0.022661811017676933,-0.022763217818262585,-0.022408002947945437,22
global,-0.023024767593995483,-0.022661811017676933,-0.022408002947945437,-0.02205278807762829,3
global,-0.022661811017676933,-0.022298854441358387,-0.023118432688579736,-0.022763217818262585,3
global,-0.022661811017676933,-0.022298854441358387,-0.022763217818262585,-0.022408002947945437,45
global,-0.022661811017676933,-0.022298854441358387,-0.022408002947945437,-0.02205278807762829,39
global,-0.022661811017676933,-0.022298854441358387,-0.02205278807762829,-0.02169757320731114,4
global,-0.022298854441358387,-0.021935897865039838,-0.022763217818262585,-0.022408002947945437,4
global,-0.022298854441358387,-0.021935897865039838,-0.022408002947945437,-0.02205278807762829,62
global,-0.022298854441358387,-0.021935897865039838,-0.02205278807762829,-0.02169757320731114,38
global,-0.022298854441358387,-0.021935897865039838,-0.02169757320731114,-0.021342358336993994,6
global,-0.022298854441358387,-0.021935897865039838,-0.021342358336993994,-0.020987143466676843,1
global,-0.021935897865039838,-0.021572941288721288,-0.022408002947945437,-0.02205278807762829,9
global,-0.021935897865039838,-0.021572941288721288,-0.02205278807762829,-0.02169757320731114,93
global,-0.021935897865039838,-0.021572941288721288,-0.02169757320731114,-0.021342358336993994,65
global,-0.021935897865039838,-0.021572941288721288,-0.021342358336993994,-0.020987143466676843,8
global,-0.021935897865039838,-0.021572941288721288,-0.020987143466676843,-0.0206319285963597,1
global,-0.021572941288721288,-0.021209984712402742,-0.02205278807762829,-0.02169757320731114,8
global,-0.021572941288721288,-0.021209984712402742,-0.02169757320731114,-0.021342358336993994,112
global,-0.021572941288721288,-0.021209984712402742,-0.021342358336993994,-0.020987143466676843,84
global,-0.021572941288721288,-0.021209984712402742,-0.020987143466676843,-0.0206319285963597,8
global,-0.021572941288721288,-0.021209984712402742,-0.0206319285963597,-0.020276713726042547,1
global,-0.021209984712402742,-0.020847028136084196,-0.02205278807762829,-0.02169757320731114,1
global,-0.021209984712402742,-0.020847028136084196,-0.02169757320731114,-0.021342358336993994,14
global,-0.021209984712402742,-0.020847028136084196,-0.021342358336993994,-0.020987143466676843,149
global,-0.021209984712402742,-0.020847028136084196,-0.020987143466676843,-0.0206319285963597,97
global,-0.021209984712402742,-0.020847028136084196,-0.0206319285963597,-0.020276713726042547,10
global,-0.021209984712402742,-0.020847028136084196,-0.020276713726042547,-0.0199214988557254,1
global,-0.020847028136084196,-0.020484071559765643,-0.02169757320731114,-0.021342358336993994,1
global,-0.020847028136084196,-0.020484071559765643,-0.021342358336993994,-0.020987143466676843,7
global,-0.020847028136084196,-0.020484071559765643,-0.020987143466676843,-0.0206319285963597,202
global,-0.020847028136084196,-0.020484071559765643,-0.0206319285963597,-0.020276713726042547,124
global,-0.020847028136084196,-0.020484071559765643,-0.020276713726042547,-0.0199214988557254,14
global,-0.020847028136084196,-0.020484071559765643,-0.0199214988557254,-0.019566283985408252,2
global,-0.020484071559765643,-0.020121114983447097,-0.021342358336993994,-0.020987143466676843,2
global,-0.020484071559765643,-0.020121114983447097,-0.020987143466676843,-0.0206319285963597,12
global,-0.020484071559765643,-0.020121114983447097,-0.0206319285963597,-0.020276713726042547,269
global,-0.020484071559765643,-0.020121114983447097,-0.020276713726042547,-0.0199214988557254,158
global,-0.020484071559765643,-0.020121114983447097,-0.0199214988557254,-0.019566283985408252,17
global,-0.020484071559765643,-0.020121114983447097,-0.019566283985408252,-0.0192110691150911,1
global,-0.020121114983447097,-0.01975815840712855,-0.021342358336993994,-0.020987143466676843,1
global,-0.020121114983447097,-0.01975815840712855,-0.020987143466676843,-0.0206319285963597,2
global,-0.020121114983447097,-0.01975815840712855,-0.0206319285963597,-0.020276713726042547,14
global,-0.020121114983447097,-0.01975815840712855,-0.020276713726042547,-0.0199214988557254,338
global,-0.020121114983447097,-0.01975815840712855,-0.0199214988557254,-0.019566283985408252,213
global,-0.020121114983447097,-0.01975815840712855,-0.019566283985408252,-0.0192110691150911,18
global,-0.020121114983447097,-0.01975815840712855,-0.0192110691150911,-0.018855854244773956,3
global,-0.01975815840712855,-0.019395201830809998,-0.0206319285963597,-0.020276713726042547,1
global,-0.01975815840712855,-0.019395201830809998,-0.020276713726042547,-0.0199214988557254,15
global,-0.01975815840712855,-0.019395201830809998,-0.0199214988557254,-0.019566283985408252,385
global,-0.01975815840712855,-0.019395201830809998,-0.019566283985408252,-0.0192110691150911,254
global,-0.01975815840712855,-0.019395201830809998,-0.0192110691150911,-0.018855854244773956,19
global,-0.019395201830809998,-0.019032245254491452,-0.020276713726042547,-0.0199214988557254,1
global,-0.019395201830809998,-0.019032245254491452,-0.0199214988557254,-0.019566283985408252,16
global,-0.019395201830809998,-0.019032245254491452,-0.019566283985408252,-0.0192110691150911,476
global,-0.019395201830809998,-0.019032245254491452,-0.0192110691150911,-0.018855854244773956,224
global,-0.019395201830809998,-0.019032245254491452,-0.018855854244773956,-0.018500639374456805,15
global,-0.019395201830809998,-0.019032245254491452,-0.018500639374456805,-0.018145424504139657,4
global,-0.019032245254491452,-0.018669288678172906,-0.020276713726042547,-0.0199214988557254,1
global,-0.019032245254491452,-0.018669288678172906,-0.0199214988557254,-0.019566283985408252,2
global,-0.019032245254491452,-0.018669288678172906,-0.019566283985408252,-0.0192110691150911,20
global,-0.019032245254491452,-0.018669288678172906,-0.0192110691150911,-0.018855854244773956,474
global,-0.019032245254491452,-0.018669288678172906,-0.018855854244773956,-0.018500639374456805,266
global,-0.019032245254491452,-0.018669288678172906,-0.018500639374456805,-0.018145424504139657,15
global,-0.019032245254491452,-0.018669288678172906,-0.018145424504139657,-0.01779020963382251,1
global,-0.018669288678172906,-0.018306332101854353,-0.0199214988557254,-0.019566283985408252,1
global,-0.018669288678172906,-0.018306332101854353,-0.019566283985408252,-0.0192110691150911,3
global,-0.018669288678172906,-0.018306332101854353,-0.0192110691150911,-0.018855854244773956,16
global,-0.018669288678172906,-0.018306332101854353,-0.018855854244773956,-0.018500639374456805,478
global,-0.018669288678172906,-0.018306332101854353,-0.018500639374456805,-0.018145424504139657,236
global,-0.018669288678172906,-0.018306332101854353,-0.018145424504139657,-0.01779020963382251,13
global,-0.018669288678172906,-0.018306332101854353,-0.01779020963382251,-0.017434994763505362,3
global,-0.018306332101854353,-0.017943375525535807,-0.018855854244773956,-0.018500639374456805,17
global,-0.018306332101854353,-0.017943375525535807,-0.018500639374456805,-0.018145424504139657,376
global,-0.018306332101854353,-0.017943375525535807,-0.018145424504139657,-0.01779020963382251,213
global,-0.018306332101854353,-0.017943375525535807,-0.01779020963382251,-0.017434994763505362,16
global,-0.018306332101854353,-0.017943375525535807,-0.017434994763505362,-0.017079779893188214,2
global,-0.017943375525535807,-0.01758041894921726,-0.018855854244773956,-0.018500639374456805,3
global,-0.017943375525535807,-0.01758041894921726,-0.018500639374456805,-0.018145424504139657,13
global,-0.017943375525535807,-0.01758041894921726,-0.018145424504139657,-0.01779020963382251,291
global,-0.017943375525535807,-0.01758041894921726,-0.01779020963382251,-0.017434994763505362,153
global,-0.017943375525535807,-0.01758041894921726,-0.017434994763505362,-0.017079779893188214,16
global,-0.017943375525535807,-0.01758041894921726,-0.017079779893188214,-0.016724565022871063,1
global,-0.01758041894921726,-0.017217462372898708,-0.018145424504139657,-0.01779020963382251,14
global,-0.01758041894921726,-0.017217462372898708,-0.01779020963382251,-0.017434994763505362,223
global,-0.01758041894921726,-0.017217462372898708,-0.017434994763505362,-0.017079779893188214,116
global,-0.01758041894921726,-0.017217462372898708,-0.017079779893188214,-0.016724565022871063,8
global,-0.017217462372898708,-0.016854505796580162,-0.018145424504139657,-0.01779020963382251,1
global,-0.017217462372898708,-0.016854505796580162,-0.01779020963382251,-0.017434994763505362,12
global,-0.017217462372898708,-0.016854505796580162,-0.017434994763505362,-0.017079779893188214,160
global,-0.017217462372898708,-0.016854505796580162,-0.017079779893188214,-0.016724565022871063,94
global,-0.017217462372898708,-0.016854505796580162,-0.016724565022871063,-0.01636935015255392,16
global,-0.016854505796580162,-0.016491549220261616,-0.01779020963382251,-0.017434994763505362,2
global,-0.016854505796580162,-0.016491549220261616,-0.017434994763505362,-0.017079779893188214,8
global,-0.016854505796580162,-0.016491549220261616,-0.017079779893188214,-0.016724565022871063,136
global,-0.016854505796580162,-0.016491549220261616,-0.016724565022871063,-0.01636935015255392,78
global,-0.016854505796580162,-0.016491549220261616,-0.01636935015255392,-0.016014135282236767,10
global,-0.016491549220261616,-0.016128592643943066,-0.017079779893188214,-0.016724565022871063,4
global,-0.016491549220261616,-0.016128592643943066,-0.016724565022871063,-0.01636935015255392,108
global,-0.016491549220261616,-0.016128592643943066,-0.01636935015255392,-0.016014135282236767,61
global,-0.016491549220261616,-0.016128592643943066,-0.016014135282236767,-0.01565892041191962,8
global,-0.016128592643943066,-0.015765636067624517,-0.017079779893188214,-0.016724565022871063,1
global,-0.016128592643943066,-0.015765636067624517,-0.01636935015255392,-0.016014135282236767,69
global,-0.016128592643943066,-0.015765636067624517,-0.016014135282236767,-0.01565892041191962,42
global,-0.016128592643943066,-0.015765636067624517,-0.01565892041191962,-0.015303705541602472,5
global,-0.015765636067624517,-0.015402679491305969,-0.01636935015255392,-0.016014135282236767,5
global,-0.015765636067624517,-0.015402679491305969,-0.016014135282236767,-0.01565892041191962,52
global,-0.015765636067624517,-0.015402679491305969,-0.01565892041191962,-0.015303705541602472,33
global,-0.015765636067624517,-0.015402679491305969,-0.015303705541602472,-0.014948490671285323,4
global,-0.015402679491305969,-0.015039722914987421,-0.01636935015255392,-0.016014135282236767,2
global,-0.015402679491305969,-0.015039722914987421,-0.016014135282236767,-0.01565892041191962,6
global,-0.015402679491305969,-0.015039722914987421,-0.01565892041191962,-0.015303705541602472,43
global,-0.015402679491305969,-0.015039722914987421,-0.015303705541602472,-0.014948490671285323,21
global,-0.015402679491305969,-0.015039722914987421,-0.014948490671285323,-0.014593275800968173,5
global,-0.015402679491305969,-0.015039722914987421,-0.014593275800968173,-0.014238060930651025,1
global,-0.015039722914987421,-0.014676766338668872,-0.016014135282236767,-0.01565892041191962,1
global,-0.015039722914987421,-0.014676766338668872,-0.01565892041191962,-0.015303705541602472,3
global,-0.015039722914987421,-0.014676766338668872,-0.015303705541602472,-0.014948490671285323,31
global,-0.015039722914987421,-0.014676766338668872,-0.014948490671285323,-0.014593275800968173,18
global,-0.014676766338668872,-0.014313809762350322,-0.015303705541602472,-0.014948490671285323,2
global,-0.014676766338668872,-0.014313809762350322,-0.014948490671285323,-0.014593275800968173,20
global,-0.014676766338668872,-0.014313809762350322,-0.014593275800968173,-0.014238060930651025,20
global,-0.014313809762350322,-0.013950853186031776,-0.014593275800968173,-0.014238060930651025,18
global,-0.014313809762350322,-0.013950853186031776,-0.014238060930651025,-0.013882846060333878,8
global,-0.014313809762350322,-0.013950853186031776,-0.013882846060333878,-0.01352763119001673,1
global,-0.013950853186031776,-0.013587896609713226,-0.014948490671285323,-0.014593275800968173,1
global,-0.013950853186031776,-0.013587896609713226,-0.014593275800968173,-0.014238060930651025,1
global,-0.013950853186031776,-0.013587896609713226,-0.014238060930651025,-0.013882846060333878,11
global,-0.013950853186031776,-0.013587896609713226,-0.013882846060333878,-0.01352763119001673,6
global,-0.013950853186031776,-0.013587896609713226,-0.01352763119001673,-0.013172416319699582,1
global,-0.013587896609713226,-0.013224940033394677,-0.013882846060333878,-0.01352763119001673,9
global,-0.013587896609713226,-0.013224940033394677,-0.01352763119001673,-0.013172416319699582,1
global,-0.013587896609713226,-0.013224940033394677,-0.013172416319699582,-0.012817201449382434,2
global,-0.013224940033394677,-0.01286198345707613,-0.013882846060333878,-0.01352763119001673,1
global,-0.013224940033394677,-0.01286198345707613,-0.01352763119001673,-0.013172416319699582,6
global,-0.013224940033394677,-0.01286198345707613,-0.013172416319699582,-0.012817201449382434,6
global,-0.01286198345707613,-0.012499026880757581,-0.013172416319699582,-0.012817201449382434,6
global,-0.01286198345707613,-0.012499026880757581,-0.012817201449382434,-0.012461986579065283,1
global,-0.012499026880757581,-0.012136070304439035,-0.013172416319699582,-0.012817201449382434,1
global,-0.012499026880757581,-0.012136070304439035,-0.012817201449382434,-0.012461986579065283,6
global,-0.012499026880757581,-0.012136070304439035,-0.012461986579065283,-0.012106771708748135,1
global,-0.012499026880757581,-0.012136070304439035,-0.012106771708748135,-0.011751556838430988,1
global,-0.012136070304439035,-0.011773113728120486,-0.012817201449382434,-0.012461986579065283,1
global,-0.012136070304439035,-0.011773113728120486,-0.012461986579065283,-0.012106771708748135,2
global,-0.012136070304439035,-0.011773113728120486,-0.012106771708748135,-0.011751556838430988,3
global,-0.011773113728120486,-0.011410157151801936,-0.011751556838430988,-0.01139634196811384,1
global,-0.011410157151801936,-0.01104720057548339,-0.011751556838430988,-0.01139634196811384,1
global,-0.01104720057548339,-0.01068424399916484,-0.01139634196811384,-0.011041127097796692,1
global,-0.01068424399916484,-0.010321287422846291,-0.011041127097796692,-0.010685912227479544,1
global,-0.009958330846527745,-0.009595374270209196,-0.010685912227479544,-0.010330697357162393,1
global,-0.009958330846527745,-0.009595374270209196,-0.010330697357162393,-0.009975482486845245,1
global,-0.009958330846527745,-0.009595374270209196,-0.009975482486845245,-0.009620267616528098,1
global,-0.009958330846527745,-0.009595374270209196,-0.009620267616528098,-0.00926505274621095,1
global,-0.009595374270209196,-0.009232417693890646,-0.009620267616528098,-0.00926505274621095,1
global,-0.009232417693890646,-0.0088694611175721,-0.00926505274621095,-0.0089098378758938,2
topDelta,-0.0434618362543037,-0.042951758453730116,-0.043640977613137,-0.04312585381342192,1
topDelta,-0.04193160285258295,-0.04142152505200936,-0.04158048241427668,-0.0410653586145616,1
topDelta,-0.03836105824856785,-0.037850980447994266,-0.037974615816271116,-0.03745949201655604,1
topDelta,-0.037850980447994266,-0.03734090264742068,-0.038489739615986195,-0.037974615816271116,1
topDelta,-0.0368308248468471,-0.03632074704627351,-0.03694436821684095,-0.036429244417125875,1
topDelta,-0.03632074704627351,-0.03581066924569993,-0.036429244417125875,-0.0359141206174108,2
topDelta,-0.035300591445126345,-0.034790513644552754,-0.03539899681769572,-0.03488387301798064,2
topDelta,-0.035300591445126345,-0.034790513644552754,-0.03488387301798064,-0.034368749218265555,1
topDelta,-0.034790513644552754,-0.03428043584397917,-0.03488387301798064,-0.034368749218265555,1
topDelta,-0.03428043584397917,-0.033770358043405585,-0.03488387301798064,-0.034368749218265555,1
topDelta,-0.03428043584397917,-0.033770358043405585,-0.034368749218265555,-0.03385362541855048,2
topDelta,-0.03428043584397917,-0.033770358043405585,-0.03385362541855048,-0.0333385016188354,2
topDelta,-0.033770358043405585,-0.033260280242832,-0.034368749218265555,-0.03385362541855048,1
topDelta,-0.033770358043405585,-0.033260280242832,-0.03385362541855048,-0.0333385016188354,3
topDelta,-0.033770358043405585,-0.033260280242832,-0.0333385016188354,-0.032823377819120314,1
topDelta,-0.033260280242832,-0.032750202442258416,-0.03385362541855048,-0.0333385016188354,3
topDelta,-0.033260280242832,-0.032750202442258416,-0.0333385016188354,-0.032823377819120314,3
topDelta,-0.033260280242832,-0.032750202442258416,-0.032823377819120314,-0.032308254019405236,1
topDelta,-0.033260280242832,-0.032750202442258416,-0.032308254019405236,-0.03179313021969016,1
topDelta,-0.032750202442258416,-0.03224012464168483,-0.0333385016188354,-0.032823377819120314,1
topDelta,-0.032750202442258416,-0.03224012464168483,-0.032823377819120314,-0.032308254019405236,4
topDelta,-0.032750202442258416,-0.03224012464168483,-0.032308254019405236,-0.03179313021969016,6
topDelta,-0.03224012464168483,-0.03173004684111125,-0.032823377819120314,-0.032308254019405236,2
topDelta,-0.03224012464168483,-0.03173004684111125,-0.032308254019405236,-0.03179313021969016,11
topDelta,-0.03224012464168483,-0.03173004684111125,-0.03179313021969016,-0.03127800641997508,4
topDelta,-0.03173004684111125,-0.031219969040537664,-0.032308254019405236,-0.03179313021969016,5
topDelta,-0.03173004684111125,-0.031219969040537664,-0.03179313021969016,-0.03127800641997508,8
topDelta,-0.03173004684111125,-0.031219969040537664,-0.03127800641997508,-0.030762882620259994,11
topDelta,-0.031219969040537664,-0.03070989123996408,-0.03179313021969016,-0.03127800641997508,6
topDelta,-0.031219969040537664,-0.03070989123996408,-0.03127800641997508,-0.030762882620259994,23
topDelta,-0.031219969040537664,-0.03070989123996408,-0.030762882620259994,-0.030247758820544916,10
topDelta,-0.031219969040537664,-0.03070989123996408,-0.030247758820544916,-0.029732635020829838,1
topDelta,-0.03070989123996408,-0.03019981343939049,-0.03127800641997508,-0.030762882620259994,8
topDelta,-0.03070989123996408,-0.03019981343939049,-0.030762882620259994,-0.030247758820544916,32
topDelta,-0.03070989123996408,-0.03019981343939049,-0.030247758820544916,-0.029732635020829838,25
topDelta,-0.03070989123996408,-0.03019981343939049,-0.029732635020829838,-0.029217511221114757,1
topDelta,-0.03019981343939049,-0.029689735638816907,-0.030762882620259994,-0.030247758820544916,12
topDelta,-0.03019981343939049,-0.029689735638816907,-0.030247758820544916,-0.029732635020829838,47
topDelta,-0.03019981343939049,-0.029689735638816907,-0.029732635020829838,-0.029217511221114757,18
topDelta,-0.03019981343939049,-0.029689735638816907,-0.029217511221114757,-0.028702387421399675,1
topDelta,-0.029689735638816907,-0.029179657838243323,-0.030247758820544916,-0.029732635020829838,15
topDelta,-0.029689735638816907,-0.029179657838243323,-0.029732635020829838,-0.029217511221114757,61
topDelta,-0.029689735638816907,-0.029179657838243323,-0.029217511221114757,-0.028702387421399675,26
topDelta,-0.029179657838243323,-0.028669580037669735,-0.029732635020829838,-0.029217511221114757,17
topDelta,-0.029179657838243323,-0.028669580037669735,-0.029217511221114757,-0.028702387421399675,98
topDelta,-0.029179657838243323,-0.028669580037669735,-0.028702387421399675,-0.028187263621684597,38
topDelta,-0.029179657838243323,-0.028669580037669735,-0.028187263621684597,-0.02767213982196952,4
topDelta,-0.028669580037669735,-0.02815950223709615,-0.029217511221114757,-0.028702387421399675,42
topDelta,-0.028669580037669735,-0.02815950223709615,-0.028702387421399675,-0.028187263621684597,152
topDelta,-0.028669580037669735,-0.02815950223709615,-0.028187263621684597,-0.02767213982196952,45
topDelta,-0.02815950223709615,-0.027649424436522567,-0.028702387421399675,-0.028187263621684597,52
topDelta,-0.02815950223709615,-0.027649424436522567,-0.028187263621684597,-0.02767213982196952,190
topDelta,-0.02815950223709615,-0.027649424436522567,-0.02767213982196952,-0.027157016022254437,70
topDelta,-0.02815950223709615,-0.027649424436522567,-0.027157016022254437,-0.026641892222539355,2
topDelta,-0.027649424436522567,-0.027139346635948983,-0.028187263621684597,-0.02767213982196952,80
topDelta,-0.027649424436522567,-0.027139346635948983,-0.02767213982196952,-0.027157016022254437,272
topDelta,-0.027649424436522567,-0.027139346635948983,-0.027157016022254437,-0.026641892222539355,47
topDelta,-0.027649424436522567,-0.027139346635948983,-0.026641892222539355,-0.026126768422824277,1
topDelta,-0.027139346635948983,-0.0266292688353754,-0.02767213982196952,-0.027157016022254437,116
topDelta,-0.027139346635948983,-0.0266292688353754,-0.027157016022254437,-0.026641892222539355,359
topDelta,-0.027139346635948983,-0.0266292688353754,-0.026641892222539355,-0.026126768422824277,56
topDelta,-0.027139346635948983,-0.0266292688353754,-0.026126768422824277,-0.025611644623109196,2
topDelta,-0.027139346635948983,-0.0266292688353754,-0.025611644623109196,-0.025096520823394117,1
topDelta,-0.027139346635948983,-0.0266292688353754,-0.025096520823394117,-0.024581397023679036,1
topDelta,-0.0266292688353754,-0.026119191034801814,-0.027157016022254437,-0.026641892222539355,141
topDelta,-0.0266292688353754,-0.026119191034801814,-0.026641892222539355,-0.026126768422824277,475
topDelta,-0.0266292688353754,-0.026119191034801814,-0.026126768422824277,-0.025611644623109196,75
topDelta,-0.0266292688353754,-0.026119191034801814,-0.024581397023679036,-0.024066273223963958,1
topDelta,-0.026119191034801814,-0.025609113234228226,-0.026641892222539355,-0.026126768422824277,185
topDelta,-0.026119191034801814,-0.025609113234228226,-0.026126768422824277,-0.025611644623109196,541
topDelta,-0.026119191034801814,-0.025609113234228226,-0.025611644623109196,-0.025096520823394117,76
topDelta,-0.026119191034801814,-0.025609113234228226,-0.025096520823394117,-0.024581397023679036,3
topDelta,-0.025609113234228226,-0.025099035433654642,-0.027157016022254437,-0.026641892222539355,1
topDelta,-0.025609113234228226,-0.025099035433654642,-0.026126768422824277,-0.025611644623109196,211
topDelta,-0.025609113234228226,-0.025099035433654642,-0.025611644623109196,-0.025096520823394117,583
topDelta,-0.025609113234228226,-0.025099035433654642,-0.025096520823394117,-0.024581397023679036,62
topDelta,-0.025609113234228226,-0.025099035433654642,-0.024581397023679036,-0.024066273223963958,1
topDelta,-0.025099035433654642,-0.024588957633081058,-0.025611644623109196,-0.025096520823394117,239
topDelta,-0.025099035433654642,-0.024588957633081058,-0.025096520823394117,-0.024581397023679036,556
topDelta,-0.025099035433654642,-0.024588957633081058,-0.024581397023679036,-0.024066273223963958,58
topDelta,-0.025099035433654642,-0.024588957633081058,-0.024066273223963958,-0.023551149424248876,5
topDelta,-0.025099035433654642,-0.024588957633081058,-0.023551149424248876,-0.023036025624533798,1
topDelta,-0.024588957633081058,-0.024078879832507474,-0.025096520823394117,-0.024581397023679036,218
topDelta,-0.024588957633081058,-0.024078879832507474,-0.024581397023679036,-0.024066273223963958,460
topDelta,-0.024588957633081058,-0.024078879832507474,-0.024066273223963958,-0.023551149424248876,48
topDelta,-0.024588957633081058,-0.024078879832507474,-0.023551149424248876,-0.023036025624533798,2
topDelta,-0.024078879832507474,-0.02356880203193389,-0.025096520823394117,-0.024581397023679036,1
topDelta,-0.024078879832507474,-0.02356880203193389,-0.024581397023679036,-0.024066273223963958,188
topDelta,-0.024078879832507474,-0.02356880203193389,-0.024066273223963958,-0.023551149424248876,341
topDelta,-0.024078879832507474,-0.02356880203193389,-0.023551149424248876,-0.023036025624533798,40
topDelta,-0.024078879832507474,-0.02356880203193389,-0.023036025624533798,-0.022520901824818716,1
topDelta,-0.02356880203193389,-0.0230587242313603,-0.024066273223963958,-0.023551149424248876,185
topDelta,-0.02356880203193389,-0.0230587242313603,-0.023551149424248876,-0.023036025624533798,229
topDelta,-0.02356880203193389,-0.0230587242313603,-0.023036025624533798,-0.022520901824818716,42
topDelta,-0.02356880203193389,-0.0230587242313603,-0.022520901824818716,-0.022005778025103638,2
topDelta,-0.0230587242313603,-0.022548646430786717,-0.023551149424248876,-0.023036025624533798,123
topDelta,-0.0230587242313603,-0.022548646430786717,-0.023036025624533798,-0.022520901824818716,163
topDelta,-0.0230587242313603,-0.022548646430786717,-0.022520901824818716,-0.022005778025103638,23
topDelta,-0.022548646430786717,-0.022038568630213133,-0.023036025624533798,-0.022520901824818716,102
topDelta,-0.022548646430786717,-0.022038568630213133,-0.022520901824818716,-0.022005778025103638,112
topDelta,-0.022548646430786717,-0.022038568630213133,-0.022005778025103638,-0.021490654225388556,16
topDelta,-0.022038568630213133,-0.02152849082963955,-0.022520901824818716,-0.022005778025103638,87
topDelta,-0.022038568630213133,-0.02152849082963955,-0.022005778025103638,-0.021490654225388556,72
topDelta,-0.022038568630213133,-0.02152849082963955,-0.021490654225388556,-0.02097553042567348,14
topDelta,-0.022038568630213133,-0.02152849082963955,-0.02097553042567348,-0.020460406625958397,1
topDelta,-0.02152849082963955,-0.021018413029065965,-0.022005778025103638,-0.021490654225388556,43
topDelta,-0.02152849082963955,-0.021018413029065965,-0.021490654225388556,-0.02097553042567348,44
topDelta,-0.02152849082963955,-0.021018413029065965,-0.02097553042567348,-0.020460406625958397,13
topDelta,-0.021018413029065965,-0.02050833522849238,-0.021490654225388556,-0.02097553042567348,40
topDelta,-0.021018413029065965,-0.02050833522849238,-0.02097553042567348,-0.020460406625958397,41
topDelta,-0.021018413029065965,-0.02050833522849238,-0.020460406625958397,-0.01994528282624332,2
topDelta,-0.02050833522849238,-0.019998257427918793,-0.02097553042567348,-0.020460406625958397,32
topDelta,-0.02050833522849238,-0.019998257427918793,-0.020460406625958397,-0.01994528282624332,24
topDelta,-0.02050833522849238,-0.019998257427918793,-0.01994528282624332,-0.019430159026528237,4
topDelta,-0.019998257427918793,-0.01948817962734521,-0.020460406625958397,-0.01994528282624332,20
