method	trait_arm	disorder	threshold	phenotype	analysis	stratum	n	n_families	beta	se	p	chisq	df	n_thresholds	p_adj
CT	BIP_eur	BIPeur	0p05	baseline_thickness	within_stratum	EURanchor	4308	3601	0.0325519934136569	0.0158578733259266	0.0401590910240633			8	0.321272728192506
CT	BIP_eur	BIPeur	0p1	baseline_thickness	within_stratum	EURanchor	4308	3601	0.0227626697007843	0.0159114463023353	0.152622294508239			8	1.0
CT	BIP_eur	BIPeur	0p5	baseline_thickness	within_stratum	EURanchor	4308	3601	0.0191475474377802	0.0160726340257934	0.23359658905391			8	1.0
CT	BIP_eur	BIPeur	1	baseline_thickness	within_stratum	EURanchor	4308	3601	0.0164446243757028	0.0160791816877932	0.306494446085187			8	1.0
CT	BIP_eur	BIPeur	1e-5	baseline_thickness	within_stratum	EURanchor	4308	3601	-0.0266511354557738	0.0154409219375355	0.0844182801914501			8	0.675346241531601
CT	BIP_eur	BIPeur	5e-8	baseline_thickness	within_stratum	EURanchor	4308	3601	-0.0400961129937869	0.0153090893835224	0.008847089556706			8	0.0707767164536486
CT	BIP_eur	BIPeur	0p001	baseline_thickness	within_stratum	EURlike	5665	4676	0.0217968332438796	0.0134890405880776	0.106173583867713			8	0.8493886709417
CT	BIP_eur	BIPeur	0p01	baseline_thickness	within_stratum	EURlike	5665	4676	0.0277394225823958	0.0136545497480675	0.0422495857658643			8	0.337996686126914
CT	BIP_eur	BIPeur	0p05	baseline_thickness	within_stratum	EURlike	5665	4676	0.0269027672700088	0.0141297621440181	0.0569639983231248			8	0.455711986584998
CT	BIP_eur	BIPeur	0p1	baseline_thickness	within_stratum	EURlike	5665	4676	0.0197241855820263	0.0142095665532355	0.165164109843765			8	1.0
CT	BIP_eur	BIPeur	0p5	baseline_thickness	within_stratum	EURlike	5665	4676	0.0146419878990809	0.0143277121574325	0.306855819704124			8	1.0
CT	BIP_eur	BIPeur	1	baseline_thickness	within_stratum	EURlike	5665	4676	0.0122117409672933	0.0143335290305412	0.394266947627295			8	1.0
CT	BIP_eur	BIPeur	1e-5	baseline_thickness	within_stratum	EURlike	5665	4676	-0.0160916151099338	0.0135042750286334	0.233470630994254			8	1.0
CT	BIP_eur	BIPeur	5e-8	baseline_thickness	within_stratum	EURlike	5665	4676	-0.0238923859174105	0.0133905589425193	0.0744333431095159			8	0.595466744876127
CT	BIP_eur	BIPeur	0p001	baseline_thickness	within_stratum	cluster1	1623	1397	-0.0200667949549368	0.024921409122755	0.42082159395707			8	1.0
CT	BIP_eur	BIPeur	0p01	baseline_thickness	within_stratum	cluster1	1623	1397	-0.0086232293498297	0.0250882145609019	0.731104561920326			8	1.0
CT	BIP_eur	BIPeur	0p05	baseline_thickness	within_stratum	cluster1	1623	1397	-0.0014997095702433	0.0259966975236917	0.954003947223615			8	1.0
CT	BIP_eur	BIPeur	0p1	baseline_thickness	within_stratum	cluster1	1623	1397	0.0070368125620616	0.0262213052619303	0.788454792500014			8	1.0
CT	BIP_eur	BIPeur	0p5	baseline_thickness	within_stratum	cluster1	1623	1397	-0.0102852891387288	0.0265001518196276	0.697977173178515			8	1.0
CT	BIP_eur	BIPeur	1	baseline_thickness	within_stratum	cluster1	1623	1397	-0.00989211192226	0.0265706767311484	0.70972276153533			8	1.0
CT	BIP_eur	BIPeur	1e-5	baseline_thickness	within_stratum	cluster1	1623	1397	-0.0602601956736792	0.0250801532389219	0.0163872029241155			8	0.131097623392924
CT	BIP_eur	BIPeur	5e-8	baseline_thickness	within_stratum	cluster1	1623	1397	-0.0195723992622339	0.0252108184657808	0.437658078843079			8	1.0
CT	BIP_eur	BIPeur	0p001	baseline_thickness	within_stratum	cluster2	928	824	0.0081483238986907	0.0336165540420422	0.808532766791146			8	1.0
CT	BIP_eur	BIPeur	0p01	baseline_thickness	within_stratum	cluster2	928	824	-0.0388116374951874	0.0339425526416628	0.253151399143762			8	1.0
CT	BIP_eur	BIPeur	0p05	baseline_thickness	within_stratum	cluster2	928	824	-0.0607458163872943	0.0340666133325971	0.0748945563422226			8	0.599156450737781
CT	BIP_eur	BIPeur	0p1	baseline_thickness	within_stratum	cluster2	928	824	-0.0317991359785949	0.0342504537048401	0.353430840637306			8	1.0
CT	BIP_eur	BIPeur	0p5	baseline_thickness	within_stratum	cluster2	928	824	-0.0307538093407268	0.0349469246858295	0.379083816932982			8	1.0
CT	BIP_eur	BIPeur	1	baseline_thickness	within_stratum	cluster2	928	824	-0.0300900358164078	0.0349179329962636	0.389060373074438			8	1.0
CT	BIP_eur	BIPeur	1e-5	baseline_thickness	within_stratum	cluster2	928	824	0.0130134564493866	0.0333599022018184	0.696558976095478			8	1.0
CT	BIP_eur	BIPeur	5e-8	baseline_thickness	within_stratum	cluster2	928	824	-0.0183678373470601	0.0344408967591579	0.593945499809459			8	1.0
CT	BIP_eur	BIPeur	0p001	baseline_thickness	within_stratum	cluster3	380	329	-0.0168363291782668	0.053042331400278	0.751116178535187			8	1.0
CT	BIP_eur	BIPeur	0p01	baseline_thickness	within_stratum	cluster3	380	329	-0.0366731457684482	0.0555101105412113	0.509249385113044			8	1.0
CT	BIP_eur	BIPeur	0p05	baseline_thickness	within_stratum	cluster3	380	329	-0.0206824532788696	0.0577320131370812	0.720364322342829			8	1.0
CT	BIP_eur	BIPeur	0p1	baseline_thickness	within_stratum	cluster3	380	329	-0.0359976858532097	0.0610155693134175	0.555577663882515			8	1.0
CT	BIP_eur	BIPeur	0p5	baseline_thickness	within_stratum	cluster3	380	329	-0.0623243412046183	0.0650717020023908	0.338818808318007			8	1.0
CT	BIP_eur	BIPeur	1	baseline_thickness	within_stratum	cluster3	380	329	-0.0637765063845209	0.0653367839091708	0.329664540581456			8	1.0
CT	BIP_eur	BIPeur	1e-5	baseline_thickness	within_stratum	cluster3	380	329	-0.0148908772485444	0.0523952100412873	0.776416211449002			8	1.0
CT	BIP_eur	BIPeur	5e-8	baseline_thickness	within_stratum	cluster3	380	329	-0.0153989777738592	0.0525680647249707	0.769742799685427			8	1.0
CT	BIP_eur	BIPeur	0p001	global_slope	heterogeneity_PRSxStratum	all	8596	7198			0.385049950222136	3.04295308845758	3.0	8	1.0
CT	BIP_eur	BIPeur	0p01	global_slope	heterogeneity_PRSxStratum	all	8596	7198			0.0919664717582602	6.44228922204275	3.0	8	0.735731774066082
CT	BIP_eur	BIPeur	0p05	global_slope	heterogeneity_PRSxStratum	all	8596	7198			0.102301034106983	6.19941889625261	3.0	8	0.818408272855866
CT	BIP_eur	BIPeur	0p1	global_slope	heterogeneity_PRSxStratum	all	8596	7198			0.215573839303373	4.46344874530769	3.0	8	1.0
CT	BIP_eur	BIPeur	0p5	global_slope	heterogeneity_PRSxStratum	all	8596	7198			0.466507084116651	2.54896433443719	3.0	8	1.0
CT	BIP_eur	BIPeur	1	global_slope	heterogeneity_PRSxStratum	all	8596	7198			0.502661912076648	2.3518433493773	3.0	8	1.0
CT	BIP_eur	BIPeur	1e-5	global_slope	heterogeneity_PRSxStratum	all	8596	7198			0.0683210025321619	7.11500886076829	3.0	8	0.546568020257295
CT	BIP_eur	BIPeur	5e-8	global_slope	heterogeneity_PRSxStratum	all	8596	7198			0.0337669811931563	8.68623386027321	3.0	8	0.27013584954525
CT	BIP_eur	BIPeur	0p001	global_slope	pooled_stratumFE	all	8596	7198	-0.0158612115108321	0.010365725314597	0.126015256262191			8	1.0
CT	BIP_eur	BIPeur	0p01	global_slope	pooled_stratumFE	all	8596	7198	-0.0148660152023314	0.0104637794153853	0.155438068469266			8	1.0
CT	BIP_eur	BIPeur	0p05	global_slope	pooled_stratumFE	all	8596	7198	-0.0198889294983721	0.0107544987294775	0.0644416855288274			8	0.515533484230619
CT	BIP_eur	BIPeur	0p1	global_slope	pooled_stratumFE	all	8596	7198	-0.0207226961152967	0.0108230895289784	0.0555685244466244			8	0.444548195572995
CT	BIP_eur	BIPeur	0p5	global_slope	pooled_stratumFE	all	8596	7198	-0.0090322007932128	0.0109301263391744	0.408624767278067			8	1.0
CT	BIP_eur	BIPeur	1	global_slope	pooled_stratumFE	all	8596	7198	-0.008369228934475	0.0109375913663263	0.444186116313747			8	1.0
CT	BIP_eur	BIPeur	1e-5	global_slope	pooled_stratumFE	all	8596	7198	0.0035332608798084	0.0103722684656363	0.733379528103065			8	1.0
CT	BIP_eur	BIPeur	5e-8	global_slope	pooled_stratumFE	all	8596	7198	0.0116327962799334	0.0103825586720451	0.262568373376466			8	1.0
CT	BIP_eur	BIPeur	0p001	global_slope	within_stratum	EURanchor	4308	3601	-0.0327954638693368	0.0145872840982579	0.0246147284521533			8	0.196917827617227
CT	BIP_eur	BIPeur	0p01	global_slope	within_stratum	EURanchor	4308	3601	-0.043108968091607	0.0147276183134994	0.0034402942718291			8	0.0275223541746329
CT	BIP_eur	BIPeur	0p05	global_slope	within_stratum	EURanchor	4308	3601	-0.0501044674564492	0.0149857018797614	0.0008348179614765			8	0.0066785436918124
CT	BIP_eur	BIPeur	0p1	global_slope	within_stratum	EURanchor	4308	3601	-0.0462084978456053	0.0150463417605083	0.00214688946614			8	0.01717511572912
CT	BIP_eur	BIPeur	0p5	global_slope	within_stratum	EURanchor	4308	3601	-0.0275144759938865	0.0152000610361138	0.0703452944684651			8	0.562762355747721
CT	BIP_eur	BIPeur	1	global_slope	within_stratum	EURanchor	4308	3601	-0.0252204067064691	0.015206737771927	0.0972930995961521			8	0.778344796769216
CT	BIP_eur	BIPeur	1e-5	global_slope	within_stratum	EURanchor	4308	3601	-0.0053120489932689	0.0146196895736969	0.716363091674109			8	1.0
CT	BIP_eur	BIPeur	5e-8	global_slope	within_stratum	EURanchor	4308	3601	0.0056376144651752	0.0145392073001392	0.69821918454017			8	1.0
CT	BIP_eur	BIPeur	0p001	global_slope	within_stratum	EURlike	5665	4676	-0.028157711886778	0.0128239734760377	0.0281549479856856			8	0.225239583885485
CT	BIP_eur	BIPeur	0p01	global_slope	within_stratum	EURlike	5665	4676	-0.0339123984990731	0.0129761134348564	0.008988125338801			8	0.0719050027104083
CT	BIP_eur	BIPeur	0p05	global_slope	within_stratum	EURlike	5665	4676	-0.0413624009658498	0.0133887517040642	0.0020163085984509			8	0.0161304687876074
CT	BIP_eur	BIPeur	0p1	global_slope	within_stratum	EURlike	5665	4676	-0.0386544845694629	0.0134620689550101	0.0041031050381164			8	0.0328248403049317
CT	BIP_eur	BIPeur	0p5	global_slope	within_stratum	EURlike	5665	4676	-0.0207893267398455	0.013575140339263	0.12572329946233			8	1.0
CT	BIP_eur	BIPeur	1	global_slope	within_stratum	EURlike	5665	4676	-0.0192131208888612	0.0135814805732102	0.157227681611321			8	1.0
CT	BIP_eur	BIPeur	1e-5	global_slope	within_stratum	EURlike	5665	4676	-0.0055072689430034	0.0128214515793515	0.667550747132534			8	1.0
CT	BIP_eur	BIPeur	5e-8	global_slope	within_stratum	EURlike	5665	4676	0.0022160330905051	0.0127440217613365	0.861959908805748			8	1.0
CT	BIP_eur	BIPeur	0p001	global_slope	within_stratum	cluster1	1623	1397	0.0133339392405954	0.0238440128896649	0.576093125833702			8	1.0
CT	BIP_eur	BIPeur	0p01	global_slope	within_stratum	cluster1	1623	1397	0.0228631718535823	0.0239214792791906	0.339340148768492			8	1.0
CT	BIP_eur	BIPeur	0p05	global_slope	within_stratum	cluster1	1623	1397	0.0189166629515357	0.0247984427362313	0.445686538730223			8	1.0
CT	BIP_eur	BIPeur	0p1	global_slope	within_stratum	cluster1	1623	1397	0.0117648594928997	0.0250112462603779	0.638146413430786			8	1.0
CT	BIP_eur	BIPeur	0p5	global_slope	within_stratum	cluster1	1623	1397	0.0188601353838669	0.0253064644118557	0.456218989371972			8	1.0
CT	BIP_eur	BIPeur	1	global_slope	within_stratum	cluster1	1623	1397	0.0194356455355026	0.025366279592543	0.44367110071262			8	1.0
CT	BIP_eur	BIPeur	1e-5	global_slope	within_stratum	cluster1	1623	1397	0.0347546868005469	0.023927339468051	0.146559185220806			8	1.0
CT	BIP_eur	BIPeur	5e-8	global_slope	within_stratum	cluster1	1623	1397	0.0174707149007997	0.0239617105913584	0.466044085829766			8	1.0
CT	BIP_eur	BIPeur	0p001	global_slope	within_stratum	cluster2	928	824	-0.0083081031622886	0.0318324345831965	0.79415821656231			8	1.0
CT	BIP_eur	BIPeur	0p01	global_slope	within_stratum	cluster2	928	824	0.0193210384547876	0.0322712552372397	0.549522721569059			8	1.0
CT	BIP_eur	BIPeur	0p05	global_slope	within_stratum	cluster2	928	824	0.0117344002558871	0.0324227893435597	0.717500453168236			8	1.0
CT	BIP_eur	BIPeur	0p1	global_slope	within_stratum	cluster2	928	824	-0.0008049539508387	0.0325089045069419	0.980251251458585			8	1.0
CT	BIP_eur	BIPeur	0p5	global_slope	within_stratum	cluster2	928	824	-0.0077861830078242	0.0331331090029793	0.814266660824736			8	1.0
CT	BIP_eur	BIPeur	1	global_slope	within_stratum	cluster2	928	824	-0.0106867440862608	0.0330772359466308	0.746709617628155			8	1.0
CT	BIP_eur	BIPeur	1e-5	global_slope	within_stratum	cluster2	928	824	0.0279223693415899	0.0319070758139627	0.381745674799584			8	1.0
CT	BIP_eur	BIPeur	5e-8	global_slope	within_stratum	cluster2	928	824	0.0910951233587243	0.0326999338964743	0.005455067847248			8	0.0436405427779843
CT	BIP_eur	BIPeur	0p001	global_slope	within_stratum	cluster3	380	329	-0.0168569327516567	0.0512711483027869	0.742514040228303			8	1.0
CT	BIP_eur	BIPeur	0p01	global_slope	within_stratum	cluster3	380	329	-0.0022018673162983	0.0536453061282912	0.967282524039284			8	1.0
CT	BIP_eur	BIPeur	0p05	global_slope	within_stratum	cluster3	380	329	0.0325665687682803	0.0557587486808881	0.5595393483828			8	1.0
CT	BIP_eur	BIPeur	0p1	global_slope	within_stratum	cluster3	380	329	0.0614287861422376	0.0589052079443857	0.297719488633312			8	1.0
CT	BIP_eur	BIPeur	0p5	global_slope	within_stratum	cluster3	380	329	0.090390277284575	0.0627882315115983	0.150847077884402			8	1.0
CT	BIP_eur	BIPeur	1	global_slope	within_stratum	cluster3	380	329	0.0907072790462288	0.0630444837345395	0.151082388326107			8	1.0
CT	BIP_eur	BIPeur	1e-5	global_slope	within_stratum	cluster3	380	329	-0.0906774444244772	0.0504007794938028	0.0728242161581475			8	0.58259372926518
CT	BIP_eur	BIPeur	5e-8	global_slope	within_stratum	cluster3	380	329	-0.0504654608498312	0.0506574965193944	0.319825885886276			8	1.0
CT	BIP_eur	BIPeur	0p001	slope_PC1	heterogeneity_PRSxStratum	all	8596	7198			0.371619103579621	3.13266881828531	3.0	8	1.0
CT	BIP_eur	BIPeur	0p01	slope_PC1	heterogeneity_PRSxStratum	all	8596	7198			0.0213033194423145	9.69926586530346	3.0	8	0.170426555538516
CT	BIP_eur	BIPeur	0p05	slope_PC1	heterogeneity_PRSxStratum	all	8596	7198			0.041641067317412	8.22192556354275	3.0	8	0.333128538539296
CT	BIP_eur	BIPeur	0p1	slope_PC1	heterogeneity_PRSxStratum	all	8596	7198			0.024655807543009	9.37884405918157	3.0	8	0.197246460344072
CT	BIP_eur	BIPeur	0p5	slope_PC1	heterogeneity_PRSxStratum	all	8596	7198			0.120543182283324	5.82306314660673	3.0	8	0.964345458266595
CT	BIP_eur	BIPeur	1	slope_PC1	heterogeneity_PRSxStratum	all	8596	7198			0.139605054038302	5.48389500183475	3.0	8	1.0
CT	BIP_eur	BIPeur	1e-5	slope_PC1	heterogeneity_PRSxStratum	all	8596	7198			0.164107543925237	5.10728690409815	3.0	8	1.0
CT	BIP_eur	BIPeur	5e-8	slope_PC1	heterogeneity_PRSxStratum	all	8596	7198			0.115579318239398	5.91977371554822	3.0	8	0.924634545915186
CT	BIP_eur	BIPeur	0p001	slope_PC1	pooled_stratumFE	all	8596	7198	-0.0233242528330881	0.0108435256247401	0.0315065388227821			8	0.252052310582257
CT	BIP_eur	BIPeur	0p01	slope_PC1	pooled_stratumFE	all	8596	7198	-0.0150606431104974	0.0109461728804049	0.168895784371214			8	1.0
CT	BIP_eur	BIPeur	0p05	slope_PC1	pooled_stratumFE	all	8596	7198	-0.0122990503722164	0.0112479516845175	0.274229577333561			8	1.0
CT	BIP_eur	BIPeur	0p1	slope_PC1	pooled_stratumFE	all	8596	7198	-0.0091484929401549	0.0113202772763571	0.419027359671144			8	1.0
CT	BIP_eur	BIPeur	0p5	slope_PC1	pooled_stratumFE	all	8596	7198	-0.0014026353583428	0.0114297994174581	0.902333919956596			8	1.0
CT	BIP_eur	BIPeur	1	slope_PC1	pooled_stratumFE	all	8596	7198	-0.0031405933041987	0.011437319224894	0.783636915200416			8	1.0
CT	BIP_eur	BIPeur	1e-5	slope_PC1	pooled_stratumFE	all	8596	7198	-0.022109243591448	0.010844985233201	0.0415161588631858			8	0.332129270905487
CT	BIP_eur	BIPeur	5e-8	slope_PC1	pooled_stratumFE	all	8596	7198	-0.0152732686142706	0.0108614036447073	0.159703645995031			8	1.0
CT	BIP_eur	BIPeur	0p001	slope_PC1	within_stratum	EURanchor	4308	3601	-0.0423809086281414	0.0152700106527207	0.0055386878207724			8	0.0443095025661794
CT	BIP_eur	BIPeur	0p01	slope_PC1	within_stratum	EURanchor	4308	3601	-0.0447776683165178	0.0154248208570944	0.0037168654804446			8	0.0297349238435568
CT	BIP_eur	BIPeur	0p05	slope_PC1	within_stratum	EURanchor	4308	3601	-0.0435270992319126	0.0156835482946319	0.0055407764217526			8	0.0443262113740214
CT	BIP_eur	BIPeur	0p1	slope_PC1	within_stratum	EURanchor	4308	3601	-0.0417745887892705	0.0157530666430109	0.0080375762101773			8	0.0643006096814187
CT	BIP_eur	BIPeur	0p5	slope_PC1	within_stratum	EURanchor	4308	3601	-0.0257630345003983	0.0159053023568008	0.105360849633818			8	0.842886797070542
CT	BIP_eur	BIPeur	1	slope_PC1	within_stratum	EURanchor	4308	3601	-0.025014857085895	0.0159121314921434	0.116016917095361			8	0.92813533676289
CT	BIP_eur	BIPeur	1e-5	slope_PC1	within_stratum	EURanchor	4308	3601	-0.042568923333424	0.0152786715352067	0.0053594208556344			8	0.0428753668450752
CT	BIP_eur	BIPeur	5e-8	slope_PC1	within_stratum	EURanchor	4308	3601	-0.032922347912211	0.0152185955147489	0.0305778563613368			8	0.244622850890694
CT	BIP_eur	BIPeur	0p001	slope_PC1	within_stratum	EURlike	5665	4676	-0.0383554944908193	0.0134261364651536	0.0042962266708236			8	0.0343698133665888
CT	BIP_eur	BIPeur	0p01	slope_PC1	within_stratum	EURlike	5665	4676	-0.0404995069980951	0.0135860163320374	0.0028863760821066			8	0.0230910086568529
CT	BIP_eur	BIPeur	0p05	slope_PC1	within_stratum	EURlike	5665	4676	-0.0391563239061987	0.0140125340246037	0.0052188717381136			8	0.0417509739049094
CT	BIP_eur	BIPeur	0p1	slope_PC1	within_stratum	EURlike	5665	4676	-0.037518598250546	0.0140892599346632	0.0077702161849639			8	0.0621617294797114
CT	BIP_eur	BIPeur	0p5	slope_PC1	within_stratum	EURlike	5665	4676	-0.0231126696910763	0.0142030319160126	0.103732587282087			8	0.829860698256696
CT	BIP_eur	BIPeur	1	slope_PC1	within_stratum	EURlike	5665	4676	-0.0239244748192419	0.0142093417575838	0.0922965522287995			8	0.738372417830396
CT	BIP_eur	BIPeur	1e-5	slope_PC1	within_stratum	EURlike	5665	4676	-0.0400606423828118	0.0134090712830696	0.0028249633357466			8	0.0225997066859733
CT	BIP_eur	BIPeur	5e-8	slope_PC1	within_stratum	EURlike	5665	4676	-0.0276483708868863	0.0133428227322028	0.0382990318628509			8	0.306392254902807
CT	BIP_eur	BIPeur	0p001	slope_PC1	within_stratum	cluster1	1623	1397	-0.0076791046608288	0.0248839626457839	0.757668694315769			8	1.0
CT	BIP_eur	BIPeur	0p01	slope_PC1	within_stratum	cluster1	1623	1397	0.0391537427052037	0.0249539311649214	0.1168384746329			8	0.934707797063203
CT	BIP_eur	BIPeur	0p05	slope_PC1	within_stratum	cluster1	1623	1397	0.0368839680662923	0.0258725127780116	0.154179643912682			8	1.0
CT	BIP_eur	BIPeur	0p1	slope_PC1	within_stratum	cluster1	1623	1397	0.0430312976996632	0.0260841262648023	0.0992002079848541			8	0.793601663878833
CT	BIP_eur	BIPeur	0p5	slope_PC1	within_stratum	cluster1	1623	1397	0.0373907883287732	0.0264000918054782	0.156879686563077			8	1.0
CT	BIP_eur	BIPeur	1	slope_PC1	within_stratum	cluster1	1623	1397	0.0337151248302075	0.0264660778194771	0.202885232440365			8	1.0
CT	BIP_eur	BIPeur	1e-5	slope_PC1	within_stratum	cluster1	1623	1397	0.0114037648215268	0.0249831631416498	0.648123582700913			8	1.0
CT	BIP_eur	BIPeur	5e-8	slope_PC1	within_stratum	cluster1	1623	1397	-0.0028953580739447	0.0250105522501574	0.907853323703578			8	1.0
CT	BIP_eur	BIPeur	0p001	slope_PC1	within_stratum	cluster2	928	824	-0.0028168744266935	0.0329621439145364	0.931916107635338			8	1.0
CT	BIP_eur	BIPeur	0p01	slope_PC1	within_stratum	cluster2	928	824	0.0113527179801563	0.0334462667433719	0.734362634437064			8	1.0
CT	BIP_eur	BIPeur	0p05	slope_PC1	within_stratum	cluster2	928	824	0.0049181459139	0.0335876537352505	0.883616449244382			8	1.0
CT	BIP_eur	BIPeur	0p1	slope_PC1	within_stratum	cluster2	928	824	0.0080854596272923	0.0336578834492073	0.810209825964623			8	1.0
CT	BIP_eur	BIPeur	0p5	slope_PC1	within_stratum	cluster2	928	824	0.0041718908808621	0.0342859510617728	0.903179745367265			8	1.0
CT	BIP_eur	BIPeur	1	slope_PC1	within_stratum	cluster2	928	824	0.0001883149964635	0.0342197603876566	0.995610379051472			8	1.0
CT	BIP_eur	BIPeur	1e-5	slope_PC1	within_stratum	cluster2	928	824	0.0160677183802635	0.033134469360342	0.627846047872013			8	1.0
CT	BIP_eur	BIPeur	5e-8	slope_PC1	within_stratum	cluster2	928	824	0.0628110213655449	0.0339387740673918	0.0645329605985992			8	0.516263684788794
CT	BIP_eur	BIPeur	0p001	slope_PC1	within_stratum	cluster3	380	329	0.0315621265912541	0.0527729548925027	0.550165006039817			8	1.0
CT	BIP_eur	BIPeur	0p01	slope_PC1	within_stratum	cluster3	380	329	0.0171621959400864	0.0551144783750599	0.755680087192005			8	1.0
CT	BIP_eur	BIPeur	0p05	slope_PC1	within_stratum	cluster3	380	329	0.0768074461214827	0.0571792584990307	0.180015480356674			8	1.0
CT	BIP_eur	BIPeur	0p1	slope_PC1	within_stratum	cluster3	380	329	0.0983510189393778	0.0604649223010329	0.104693512521506			8	0.837548100172051
CT	BIP_eur	BIPeur	0p5	slope_PC1	within_stratum	cluster3	380	329	0.125993186022536	0.0644369684929425	0.051316228901312			8	0.410529831210496
CT	BIP_eur	BIPeur	1	slope_PC1	within_stratum	cluster3	380	329	0.130113028258176	0.0646932707530995	0.0450423922932002			8	0.360339138345602
CT	BIP_eur	BIPeur	1e-5	slope_PC1	within_stratum	cluster3	380	329	-0.031697337190727	0.0519917335790602	0.542464639024575			8	1.0
CT	BIP_eur	BIPeur	5e-8	slope_PC1	within_stratum	cluster3	380	329	-0.0378099642913518	0.0518416066166019	0.466290611027718			8	1.0
CT	BIP_eur	BIPeur	0p001	slope_PC2	heterogeneity_PRSxStratum	all	8596	7198			0.566134549709139	2.03033473229516	3.0	8	1.0
CT	BIP_eur	BIPeur	0p01	slope_PC2	heterogeneity_PRSxStratum	all	8596	7198			0.0091668623204326	11.5329775068749	3.0	8	0.0733348985634611
CT	BIP_eur	BIPeur	0p05	slope_PC2	heterogeneity_PRSxStratum	all	8596	7198			0.0064658263743577	12.2857192734773	3.0	8	0.0517266109948618
CT	BIP_eur	BIPeur	0p1	slope_PC2	heterogeneity_PRSxStratum	all	8596	7198			0.0036368392354859	13.5200736930528	3.0	8	0.0290947138838873
CT	BIP_eur	BIPeur	0p5	slope_PC2	heterogeneity_PRSxStratum	all	8596	7198			0.0041841935648756	13.2200085144395	3.0	8	0.0334735485190055
CT	BIP_eur	BIPeur	1	slope_PC2	heterogeneity_PRSxStratum	all	8596	7198			0.0054856902181119	12.6391351871134	3.0	8	0.0438855217448953
CT	BIP_eur	BIPeur	1e-5	slope_PC2	heterogeneity_PRSxStratum	all	8596	7198			0.384000423612533	3.04986675893815	3.0	8	1.0
CT	BIP_eur	BIPeur	5e-8	slope_PC2	heterogeneity_PRSxStratum	all	8596	7198			0.813732768597961	0.948408412532444	3.0	8	1.0
CT	BIP_eur	BIPeur	0p001	slope_PC2	pooled_stratumFE	all	8596	7198	0.0093185451000769	0.0109931840117747	0.39664868450452			8	1.0
CT	BIP_eur	BIPeur	0p01	slope_PC2	pooled_stratumFE	all	8596	7198	0.0088800505565351	0.0110964254106972	0.423581891139512			8	1.0
