method	trait_arm	score	disorder	threshold	phenotype	stratum	n	n_families	n_multi_families	n_pairs	beta_within	se_within	p_within	beta_between	se_between	p_between	beta_diff	se_diff	z_diff	p_diff
CT	BIP_pooled	raw	BIPpooled	0p05	global_slope	full	8596	7198	1350	1449	-0.0082253613675937	0.035111055499847	0.814808085042358	-0.021002837646611	0.01151962439559	0.0683120520431773	-0.0127774762790173	0.0369576324801763	-0.345733084657709	0.729543317841745
CT	BIP_pooled	raw	BIPpooled	0p1	global_slope	full	8596	7198	1350	1449	0.0052391206852317	0.0356887934537254	0.883308495489853	-0.0192994907312922	0.0117549613009219	0.100673028482642	-0.0245386114165239	0.0375705604827859	-0.653134025715879	0.513669878136812
CT	BIP_pooled	raw	BIPpooled	0p5	global_slope	full	8596	7198	1350	1449	0.0008593380573484	0.0381528396529925	0.982033157702033	-0.0187210282194413	0.0125289822265331	0.135163938278235	-0.0195803662767897	0.040139402577094	-0.487809110740564	0.625685057502105
CT	BIP_pooled	raw	BIPpooled	1	global_slope	full	8596	7198	1350	1449	0.0009514947317267	0.0381797034184877	0.98012074179049	-0.019270758957012	0.0124540897619582	0.121825737709197	-0.0202222536887388	0.0401411637405279	-0.503778460919949	0.614417065212126
CT	BIP_pooled	raw	BIPpooled	1e-5	global_slope	full	8596	7198	1350	1449	0.0180506251658356	0.0325701926369946	0.579515667694282	-0.0010936098242932	0.0113378252039129	0.923160602586533	-0.0191442349901289	0.0344861640805466	-0.555127991197142	0.578807118143792
CT	BIP_pooled	raw	BIPpooled	5e-8	global_slope	full	8596	7198	1350	1449	0.0292851100476479	0.0319938908093687	0.360155640212614	0.0089359884220053	0.0112575556864413	0.427352128001221	-0.0203491216256426	0.0339064343027589	-0.600155163587543	0.548402831664305
CT	BIP_pooled	raw	BIPpooled	0p001	slope_PC1	EUR	4308	3601	691	726	-0.0587384490243508	0.0514950445893219	0.254374605320324	-0.0284829577387259	0.0159735471781497	0.0746539707004906	0.0302554912856249	0.053914783703146	0.561172450439775	0.574679981790518
CT	BIP_pooled	raw	BIPpooled	0p01	slope_PC1	EUR	4308	3601	691	726	-0.0449667866813525	0.0518815732060713	0.386372636167467	-0.0281766180120143	0.0161351350459982	0.0808516814100807	0.0167901686693382	0.0543417919014611	0.308973408528452	0.757341754720274
CT	BIP_pooled	raw	BIPpooled	0p05	slope_PC1	EUR	4308	3601	691	726	-0.0199652312599106	0.0539590906673114	0.711482000405466	-0.026897668259265	0.0162729033284554	0.0984418587023502	-0.0069324369993544	0.0563879471976985	-0.122941822568022	0.902153167195856
CT	BIP_pooled	raw	BIPpooled	0p1	slope_PC1	EUR	4308	3601	691	726	-0.0091397242245116	0.0542059663256362	0.866148140105592	-0.0232922039627734	0.0163965979113666	0.155540653647122	-0.0141524797382618	0.056658379036843	-0.249786174240158	0.802752712260493
CT	BIP_pooled	raw	BIPpooled	0p5	slope_PC1	EUR	4308	3601	691	726	0.0066030494943019	0.0549919970259469	0.904457571984162	-0.027719037919454	0.0165286540510104	0.0936303702614471	-0.0343220874137559	0.0574411432910762	-0.597517483937129	0.55016193744446
CT	BIP_pooled	raw	BIPpooled	1	slope_PC1	EUR	4308	3601	691	726	0.0170399040213161	0.0551596882177876	0.757468600076419	-0.0269203240880755	0.016520633506168	0.103302244131487	-0.0439602281093915	0.0576004835931511	-0.763191997134875	0.445348900838447
CT	BIP_pooled	raw	BIPpooled	1e-5	slope_PC1	EUR	4308	3601	691	726	-0.0750943423109319	0.0502403889342737	0.135413977770414	-0.0357770091898965	0.0160387536599514	0.0257709087638567	0.0393173331210354	0.0527160931823876	0.745831694792043	0.45576909115771
CT	BIP_pooled	raw	BIPpooled	5e-8	slope_PC1	EUR	4308	3601	691	726	-0.0604624487013086	0.0503769551463256	0.230441044968795	-0.0297244571016325	0.0159697856639107	0.0627901845965083	0.0307379915996762	0.0528364365827176	0.581757468665673	0.560730055868557
CT	BIP_pooled	raw	BIPpooled	0p001	slope_PC1	full	8596	7198	1350	1449	-0.0214053945769508	0.0353579348276994	0.545004435784015	-0.0124682773008596	0.0114366663057206	0.275661805280718	0.0089371172760912	0.0371621607644689	0.240489710292521	0.809950639236365
CT	BIP_pooled	raw	BIPpooled	0p01	slope_PC1	full	8596	7198	1350	1449	0.0073656059328097	0.036198234158341	0.838785899012309	-0.0093691174931025	0.0115594746394479	0.417672585885186	-0.0167347234259124	0.0379973367925067	-0.4404183250341	0.659634155037966
CT	BIP_pooled	raw	BIPpooled	0p05	slope_PC1	full	8596	7198	1350	1449	0.023510118575437	0.0383864949010849	0.540321540219959	-0.0103048190639654	0.0119916515123368	0.390186565407321	-0.0338149376394023	0.0402211402113971	-0.840725485694226	0.400501739627635
CT	BIP_pooled	raw	BIPpooled	0p1	slope_PC1	full	8596	7198	1350	1449	0.0326996194982173	0.0390121655968816	0.4020486856057	-0.004922883336705	0.012233841197164	0.687403027912617	-0.0376225028349224	0.0408811775420693	-0.920289118291823	0.357421694024379
CT	BIP_pooled	raw	BIPpooled	0p5	slope_PC1	full	8596	7198	1350	1449	0.0198635076481162	0.0417129158221928	0.633999835184832	-0.0062869836469418	0.0130381566538661	0.629680087898664	-0.0261504912950581	0.0436852796619146	-0.598611053824989	0.549432283093154
CT	BIP_pooled	raw	BIPpooled	1	slope_PC1	full	8596	7198	1350	1449	0.0292023582135224	0.0417393447970329	0.484255906886484	-0.0071869731884661	0.0129601926805656	0.579225926684081	-0.0363893314019886	0.0436868435778464	-0.832958584823043	0.404868087028712
CT	BIP_pooled	raw	BIPpooled	1e-5	slope_PC1	full	8596	7198	1350	1449	-0.0447122493299299	0.0356079141014179	0.209413779820313	-0.0185166268370665	0.0117926359854669	0.116418251309298	0.0261956224928634	0.0375087721541577	0.698386563687069	0.484935476889305
CT	BIP_pooled	raw	BIPpooled	5e-8	slope_PC1	full	8596	7198	1350	1449	-0.0229808029823569	0.0350047123146985	0.511592696808069	-0.0177536717709686	0.0117123712687987	0.129614341063758	0.0052271312113883	0.0369018497572444	0.141649571654932	0.887356809155557
CT	BIP_pooled	raw	BIPpooled	0p001	slope_PC2	EUR	4308	3601	691	726	0.0304937370073328	0.0490839562230465	0.534618193431417	0.0285476867375023	0.0164001824435378	0.0818254599464105	-0.0019460502698305	0.0517506260261832	-0.0376043812271162	0.970003114680262
CT	BIP_pooled	raw	BIPpooled	0p01	slope_PC2	EUR	4308	3601	691	726	0.0242267581955718	0.0494490381752414	0.624323163427429	0.0272239059313705	0.0165692530761099	0.100465680769168	0.0029971477357987	0.0521609486769174	0.0574596093787128	0.954179079969366
CT	BIP_pooled	raw	BIPpooled	0p05	slope_PC2	EUR	4308	3601	691	726	0.0005843495653234	0.0513984791372381	0.990932052889738	0.0241579007829239	0.0167118408332159	0.148391885749279	0.0235735512176004	0.054078173959361	0.435916183769733	0.662897542692503
CT	BIP_pooled	raw	BIPpooled	0p1	slope_PC2	EUR	4308	3601	691	726	-0.0110576127692997	0.0516219450869341	0.830446193489481	0.0152763615190559	0.016846014763756	0.364563462853876	0.0263339742883556	0.0543303594964039	0.484700902634348	0.627888526118837
CT	BIP_pooled	raw	BIPpooled	0p5	slope_PC2	EUR	4308	3601	691	726	-0.019994096948636	0.0523795315465824	0.702779859937157	0.0181593618814335	0.0169823111126978	0.28500464504165	0.0381534588300695	0.0550841372628098	0.692639673161023	0.488535706479301
CT	BIP_pooled	raw	BIPpooled	1	slope_PC2	EUR	4308	3601	691	726	-0.0285915306731473	0.0525390054560456	0.586467505005345	0.0177093213911546	0.0169740161318939	0.296873501816834	0.0463008520643019	0.0552344108263277	0.838260992950293	0.401884138254993
CT	BIP_pooled	raw	BIPpooled	1e-5	slope_PC2	EUR	4308	3601	691	726	0.0278698605849253	0.0478918358957353	0.56078522183148	0.0181204244509132	0.0164935041989261	0.272002684009789	-0.0097494361340121	0.0506288340044964	-0.19256687075089	0.847298192576614
CT	BIP_pooled	raw	BIPpooled	5e-8	slope_PC2	EUR	4308	3601	691	726	0.0267719291666247	0.0479978891994078	0.577164794236267	0.0079571552432971	0.0164113532046885	0.627808643038918	-0.0188147739233276	0.0507145071427857	-0.370993922318025	0.710642058498268
CT	BIP_pooled	raw	BIPpooled	0p001	slope_PC2	full	8596	7198	1350	1449	-0.0103141352995803	0.0350927123515768	0.768863666698302	0.0099286797106804	0.0116213012243767	0.392939159026341	0.0202428150102608	0.0369676046648745	0.547582544061746	0.583978578074099
CT	BIP_pooled	raw	BIPpooled	0p01	slope_PC2	full	8596	7198	1350	1449	-0.0160184108218541	0.0359217557770392	0.655711204697895	0.0030542066840332	0.0117470624170778	0.794873361385544	0.0190726175058873	0.0377918881110499	0.504674904038751	0.613787190335152
CT	BIP_pooled	raw	BIPpooled	0p05	slope_PC2	full	8596	7198	1350	1449	-0.027151518579754	0.038087678240308	0.476030012229508	-0.0005884594540991	0.0121862415099396	0.961487421940594	0.0265630591256549	0.039995038185343	0.664158863971017	0.50658863865262
CT	BIP_pooled	raw	BIPpooled	0p1	slope_PC2	full	8596	7198	1350	1449	-0.0283550847951332	0.0387121167179361	0.463994074746254	-0.0078390138488695	0.0124329591676193	0.528386462582165	0.0205160709462637	0.0406552328071715	0.504635431398752	0.613814919313104
CT	BIP_pooled	raw	BIPpooled	0p5	slope_PC2	full	8596	7198	1350	1449	-0.0225437137465581	0.0413904956831345	0.586063168381458	-0.0058695320413023	0.0132508712122418	0.657812493510356	0.0166741817052557	0.0434413097147622	0.383832389371757	0.701102680198947
CT	BIP_pooled	raw	BIPpooled	1	slope_PC2	full	8596	7198	1350	1449	-0.0317608102395568	0.0414174113716979	0.443284752202061	-0.0055547015133866	0.0131716819517615	0.673245794613886	0.0262061087261702	0.0434423849803251	0.603238260008949	0.546350198679656
CT	BIP_pooled	raw	BIPpooled	1e-5	slope_PC2	full	8596	7198	1350	1449	0.0087089981657931	0.0353524119625383	0.805444123419867	0.0038358927395806	0.0119875211710043	0.748985214533306	-0.0048731054262125	0.03732844964714	-0.130546686837446	0.896133919396282
CT	BIP_pooled	raw	BIPpooled	5e-8	slope_PC2	full	8596	7198	1350	1449	-0.0115186274786882	0.0347371549902074	0.74023897278992	0.0089949423870598	0.0119040612694734	0.449902744427283	0.0205135698657481	0.0367095855575028	0.558806904360584	0.576293509915663
CT	BIP_pooled	raw	BIPpooled	0p001	slope_PC3	EUR	4308	3601	691	726	0.028682329185136	0.0450096375092588	0.524167945999729	-0.0137241682729743	0.0164838563060846	0.405136892317674	-0.0424064974581103	0.0479326124106957	-0.884710749640836	0.376312656437215
CT	BIP_pooled	raw	BIPpooled	0p01	slope_PC3	EUR	4308	3601	691	726	0.0321909883691586	0.0453287161748136	0.477833182842813	-0.020085133411059	0.0166550809685165	0.227919721848838	-0.0522761217802177	0.0483020141173731	-1.08227623082523	0.279129804424223
CT	BIP_pooled	raw	BIPpooled	0p05	slope_PC3	EUR	4308	3601	691	726	-0.0043722301360815	0.0471218398791249	0.926100057814303	-0.0093704399820653	0.016798346085678	0.577003472213683	-0.0049982098459838	0.0500601910325519	-0.0998440026474078	0.920468173504458
CT	BIP_pooled	raw	BIPpooled	0p1	slope_PC3	EUR	4308	3601	691	726	0.0117457997789548	0.047329796867587	0.804075330171928	-0.0053606976880674	0.0169353475343364	0.751612400777264	-0.0171064974670222	0.0503000304816296	-0.340089206770357	0.733789349618554
CT	BIP_pooled	raw	BIPpooled	0p5	slope_PC3	EUR	4308	3601	691	726	-0.0174386795775253	0.0480227129861964	0.716613031021197	-0.0069953210324677	0.0170734203234694	0.682036575485737	0.0104433585450576	0.0509893945194515	0.204814327439673	0.837717192628936
CT	BIP_pooled	raw	BIPpooled	1	slope_PC3	EUR	4308	3601	691	726	-0.0206878102935838	0.0481746011022896	0.667737882076641	-0.0079977095290334	0.0170649511739169	0.639339937768722	0.0126901007645504	0.0511308755490031	0.248188606752653	0.803988481125799
CT	BIP_pooled	raw	BIPpooled	1e-5	slope_PC3	EUR	4308	3601	691	726	0.0396761995966626	0.0439138006214698	0.36656591892568	0.0004567164703015	0.0165891579224133	0.978037790241307	-0.0392194831263611	0.0469183094284688	-0.835909980647421	0.403205547166931
CT	BIP_pooled	raw	BIPpooled	5e-8	slope_PC3	EUR	4308	3601	691	726	0.0047103022618012	0.0440170994940832	0.914810631551739	0.0164369981049903	0.016493405400905	0.319037458064561	0.0117266958431891	0.0469940457961376	0.249535779363625	0.802946368092382
CT	BIP_pooled	raw	BIPpooled	0p001	slope_PC3	full	8596	7198	1350	1449	0.0234434109128617	0.0335380841763252	0.484648574265716	-0.0064333665606905	0.0115634104172398	0.57798540759363	-0.0298767774735522	0.0354763580690547	-0.842160218796898	0.399698277776858
CT	BIP_pooled	raw	BIPpooled	0p01	slope_PC3	full	8596	7198	1350	1449	0.0004470794748236	0.0343390224714451	0.989613805071314	-0.0046690133462068	0.0116892629244435	0.689590289392053	-0.0051160928210304	0.0362721870563941	-0.14104726613469	0.88783260257633
CT	BIP_pooled	raw	BIPpooled	0p05	slope_PC3	full	8596	7198	1350	1449	0.0017855676623647	0.0364132155589774	0.960896547601277	0.0048110776671028	0.0121252998347312	0.691541568306145	0.0030255100047381	0.0383844062933921	0.0788213312878301	0.9371747369181
CT	BIP_pooled	raw	BIPpooled	0p1	slope_PC3	full	8596	7198	1350	1449	0.0199990376551005	0.0370104291313638	0.589022733528196	0.0133147797851245	0.0123722288107897	0.281882429495898	-0.006684257869976	0.0390190487239657	-0.171307555887966	0.863981939547618
CT	BIP_pooled	raw	BIPpooled	0p5	slope_PC3	full	8596	7198	1350	1449	0.0188105164840063	0.0395716648999552	0.634600381483921	0.0130667017958604	0.013186366979651	0.321756303497695	-0.0057438146881459	0.0416916930648344	-0.137768803948877	0.890423140054629
CT	BIP_pooled	raw	BIPpooled	1	slope_PC3	full	8596	7198	1350	1449	0.0180224066519553	0.0396003111557132	0.64909372843541	0.01178404392437	0.0131078415584043	0.368679657085161	-0.0062383627275853	0.0416936247390219	-0.149623899736085	0.881061351183553
CT	BIP_pooled	raw	BIPpooled	1e-5	slope_PC3	full	8596	7198	1350	1449	0.020064777005975	0.0337921288929589	0.552749717386897	-0.0068066478672836	0.0119310783787745	0.56835880273108	-0.0268714248732586	0.0358355310882715	-0.749854238439159	0.45334249807645
CT	BIP_pooled	raw	BIPpooled	5e-8	slope_PC3	full	8596	7198	1350	1449	-0.0013078971800657	0.0332032637342086	0.968583886199591	0.0106210438447733	0.0118459070335976	0.369962817385661	0.0119289410248391	0.0352422337164355	0.338484249347564	0.734998294570659
CT	BIP_pooled	zanc	BIPpooled	0p001	baseline_thickness	EUR	4308	3601	691	726	0.0020695161450553	0.0386749562527983	0.957339286971557	0.0217119881291336	0.0167278215959584	0.194384987363559	0.0196424719840783	0.0421374469507067	0.466152399006436	0.641106418841422
CT	BIP_pooled	zanc	BIPpooled	0p01	baseline_thickness	EUR	4308	3601	691	726	-0.0097060321367029	0.0389539861247195	0.80329967533004	0.0293563147644522	0.0169035254675372	0.0825258644200925	0.0390623469011552	0.042475108461085	0.919652669914744	0.357754293414178
CT	BIP_pooled	zanc	BIPpooled	0p05	baseline_thickness	EUR	4308	3601	691	726	0.0079309478973836	0.0404714581919392	0.844691202774923	0.0184744359200365	0.017048564094082	0.278598545012136	0.0105434880226528	0.0439549035946955	0.239870575530626	0.810430592311894
CT	BIP_pooled	zanc	BIPpooled	0p1	baseline_thickness	EUR	4308	3601	691	726	0.0024185342008885	0.0406522926332485	0.952575086478303	0.0213479709834092	0.0171921785468994	0.214418571494238	0.0189294367825207	0.0441747477930237	0.428512617009444	0.668277949708844
CT	BIP_pooled	zanc	BIPpooled	0p5	baseline_thickness	EUR	4308	3601	691	726	0.0061021013931813	0.0412476522195317	0.882431193573332	0.0237118897667857	0.0173315506674432	0.171355284411861	0.0176097883736043	0.0447662313372194	0.393372143412109	0.694044641060445
CT	BIP_pooled	zanc	BIPpooled	1	baseline_thickness	EUR	4308	3601	691	726	0.0075433543223598	0.041379580597133	0.85539907777169	0.0227631080846117	0.0173238874319874	0.188939143885521	0.0152197537622518	0.0448862597993882	0.339073779599237	0.73455415047019
CT	BIP_pooled	zanc	BIPpooled	1e-5	baseline_thickness	EUR	4308	3601	691	726	-0.0709782014644999	0.0376438881261015	0.0597439460503159	-0.0020129595241579	0.0168566627276154	0.904952285506998	0.0689652419403419	0.0412196140230706	1.67311712093524	0.0943042417174367
CT	BIP_pooled	zanc	BIPpooled	5e-8	baseline_thickness	EUR	4308	3601	691	726	-0.0498364508282612	0.0377570862309585	0.187260381871536	-0.0321841095514418	0.0167402243319233	0.0546138488623443	0.0176523412768194	0.0412896265361725	0.427524847224151	0.668997091292923
CT	BIP_pooled	zanc	BIPpooled	0p001	baseline_thickness	full	8596	7198	1350	1449	-0.0154449445309894	0.0278815714710633	0.579698730982185	0.016247082032325	0.0115870770378956	0.160906785283422	0.0316920265633145	0.0301923038398722	1.04967235131828	0.293868779825384
CT	BIP_pooled	zanc	BIPpooled	0p01	baseline_thickness	full	8596	7198	1350	1449	0.0009858245067194	0.0286184299348479	0.972525239142401	0.023038815245823	0.011644358883813	0.0479060836914093	0.0220529907391035	0.0308989717575511	0.713712770513609	0.475404808023177
CT	BIP_pooled	zanc	BIPpooled	0p05	baseline_thickness	full	8596	7198	1350	1449	0.0120621552904	0.0293484081437241	0.68113359948525	0.0144036885320622	0.0116889042731899	0.217894828632774	0.0023415332416621	0.0316038785677573	0.0740900594413442	0.940938724938746
CT	BIP_pooled	zanc	BIPpooled	0p1	baseline_thickness	full	8596	7198	1350	1449	-0.0048901126242052	0.0294217663996142	0.868016713777208	0.0084233714946585	0.011758559863406	0.473791936253608	0.0133134841188638	0.0316940505045673	0.420062564011667	0.674439749700788
CT	BIP_pooled	zanc	BIPpooled	0p5	baseline_thickness	full	8596	7198	1350	1449	-0.0005284567453368	0.0298005681498816	0.985854177848936	0.009906595070102	0.01183116909213	0.402434973433982	0.0104350518154388	0.0320773664201272	0.325308869773401	0.744947318534249
CT	BIP_pooled	zanc	BIPpooled	1	baseline_thickness	full	8596	7198	1350	1449	0.003560144628895	0.0299769839939174	0.905479695077501	0.0087275470189337	0.0118245445324466	0.460485574403961	0.0051674023900387	0.0322385253310033	0.160286562024266	0.87265534396515
CT	BIP_pooled	zanc	BIPpooled	1e-5	baseline_thickness	full	8596	7198	1350	1449	-0.064469778184869	0.0273615774751475	0.0185931952304052	-0.0006923070616334	0.0116329319603999	0.952545422002686	0.0637774711232356	0.029729553371815	2.14525493624467	0.0319324693902964
CT	BIP_pooled	zanc	BIPpooled	5e-8	baseline_thickness	full	8596	7198	1350	1449	-0.0579806135053897	0.0268579194924355	0.0310281312136503	-0.0188638291391436	0.0115902535206676	0.103662130236396	0.0391167843662461	0.0292522742355592	1.33722199003234	0.18115018599923
CT	BIP_pooled	zanc	BIPpooled	0p001	global_slope	EUR	4308	3601	691	726	-0.0396559066242024	0.0451948754021939	0.380525697239276	-0.0220060228367967	0.0153883857097073	0.15279431731285	0.0176498837874057	0.0477422144703454	0.36969135142168	0.711612476545456
CT	BIP_pooled	zanc	BIPpooled	0p01	global_slope	EUR	4308	3601	691	726	-0.023021322449738	0.045546043873401	0.613389470298358	-0.0267363880764553	0.0155446512716455	0.0855259227952737	-0.0037150656267173	0.0481348964453378	-0.077180297477864	0.938480115222865
CT	BIP_pooled	zanc	BIPpooled	0p05	global_slope	EUR	4308	3601	691	726	-0.0233273471443704	0.0473360950829681	0.622296022682595	-0.0275348846769324	0.0156764061416082	0.0790985173655224	-0.004207537532562	0.0498939587466807	-0.0843295989785924	0.932794379631496
CT	BIP_pooled	zanc	BIPpooled	0p1	global_slope	EUR	4308	3601	691	726	-0.0139022283416427	0.0475626333918095	0.77014328884876	-0.0349201857473165	0.0157953002395044	0.0271150004590833	-0.0210179574056737	0.050144600293153	-0.4191469726112	0.675108723391843
CT	BIP_pooled	zanc	BIPpooled	0p5	global_slope	EUR	4308	3601	691	726	0.004291939491652	0.0482552484434346	0.929151351364832	-0.036055678749216	0.0159241558382885	0.0236225394088	-0.040347618240868	0.0508342134411394	-0.793709895552652	0.427364338105672
CT	BIP_pooled	zanc	BIPpooled	1	global_slope	EUR	4308	3601	691	726	0.0070371190973767	0.0484050333772411	0.88444989405579	-0.0354497430646018	0.0159167927980881	0.0259984799694527	-0.0424868621619785	0.0509752194992817	-0.833480710418073	0.404573672329281
CT	BIP_pooled	zanc	BIPpooled	1e-5	global_slope	EUR	4308	3601	691	726	-0.0294692459278451	0.0441225076307367	0.504404542614657	-0.0117169435963549	0.0154769471487305	0.44906725769024	0.0177523023314902	0.0467359881250346	0.3798422381484	0.70406252650801
CT	BIP_pooled	zanc	BIPpooled	5e-8	global_slope	EUR	4308	3601	691	726	-0.0125662317639449	0.044204288036774	0.776276627342331	0.0055352004269322	0.0153986591214026	0.719272876102693	0.0181014321908771	0.0467987679130625	0.386792922080853	0.698909517544592
CT	BIP_pooled	zanc	BIPpooled	0p001	global_slope	full	8596	7198	1350	1449	-0.0171977762591399	0.0322889477613159	0.594370737718809	-0.0084310745537153	0.0109464398764761	0.441200055926733	0.0087667017054245	0.0340927198238431	0.257142925255657	0.797068441780345
CT	BIP_pooled	zanc	BIPpooled	0p01	global_slope	full	8596	7198	1350	1449	-0.0081514500037199	0.0331443528197999	0.80576230187809	-0.0168132573543663	0.0109961880564909	0.126307331833153	-0.0086618073506463	0.0349225250436093	-0.24802924014887	0.804111783154054
CT	BIP_pooled	zanc	BIPpooled	0p05	global_slope	full	8596	7198	1350	1449	-0.0153423150864751	0.0339924940151459	0.651803461184135	-0.0201809142821273	0.0110369130290777	0.067517781893648	-0.0048385991956522	0.0357503292352452	-0.135344185610519	0.892339751384972
CT	BIP_pooled	zanc	BIPpooled	0p1	global_slope	full	8596	7198	1350	1449	-0.0010316477212655	0.0340776380798725	0.97585279347818	-0.0177453750089865	0.0110959410257104	0.109806284461265	-0.016713727287721	0.035846448288126	-0.466258948540163	0.641030159130457
CT	BIP_pooled	zanc	BIPpooled	0p5	global_slope	full	8596	7198	1350	1449	-0.0090181725085729	0.0345128980545423	0.7938962818309	-0.0167445060503266	0.0111619787967871	0.133623899378546	-0.0077263335417536	0.036284524052955	-0.212937436645926	0.831375761716525
CT	BIP_pooled	zanc	BIPpooled	1	global_slope	full	8596	7198	1350	1449	-0.010289480263583	0.0347173363440315	0.766979806913221	-0.0173331314575319	0.0111554377629053	0.120281438523881	-0.0070436511939489	0.0364767168947845	-0.19309992218505	0.846880713596734
CT	BIP_pooled	zanc	BIPpooled	1e-5	global_slope	full	8596	7198	1350	1449	0.0224215258584983	0.0317384118314386	0.480013916984051	0.0018379924799424	0.010977254050766	0.86703148290137	-0.0205835333785559	0.0335809615177586	-0.612952472122356	0.539907766336777
CT	BIP_pooled	zanc	BIPpooled	5e-8	global_slope	full	8596	7198	1350	1449	0.0356022166610168	0.0311334967926131	0.252989928537056	0.0131558315512314	0.0109456643526885	0.229434162518741	-0.0224463851097854	0.0330013174191593	-0.680166334715894	0.496399146080977
CT	BIP_pooled	zanc	BIPpooled	0p001	slope_PC1	EUR	4308	3601	691	726	-0.0587384691929511	0.0514950455982183	0.254374451668814	-0.0284829548582795	0.0159735471525663	0.0746539995877671	0.0302555143346716	0.0539147846635601	0.561172867952131	0.574679697196005
CT	BIP_pooled	zanc	BIPpooled	0p01	slope_PC1	EUR	4308	3601	691	726	-0.0449667855107072	0.0518815735953095	0.386372652090902	-0.0281766136286355	0.0161351350364119	0.0808517284206993	0.0167901718820716	0.0543417922772536	0.30897346551265	0.757341711372716
CT	BIP_pooled	zanc	BIPpooled	0p05	slope_PC1	EUR	4308	3601	691	726	-0.0199652249665672	0.0539590915257466	0.71148209165385	-0.0268976737480311	0.0162729033161939	0.0984417897874909	-0.0069324487814638	0.056387948015567	-0.122942029732134	0.90215300314728
CT	BIP_pooled	zanc	BIPpooled	0p1	slope_PC1	EUR	4308	3601	691	726	-0.0091397704906851	0.0542059652703584	0.866147466358448	-0.0232921977108326	0.0163965979411975	0.155540765310227	-0.0141524272201475	0.0566583780299749	-0.24978525175324	0.802753425691254
CT	BIP_pooled	zanc	BIPpooled	0p5	slope_PC1	EUR	4308	3601	691	726	0.0066030602010952	0.0549919982286341	0.904457419885967	-0.0277190338414625	0.0165286540151399	0.0936304177967644	-0.0343220940425577	0.0574411444347407	-0.597517587442069	0.550161868361066
CT	BIP_pooled	zanc	BIPpooled	1	slope_PC1	EUR	4308	3601	691	726	0.0170398996389486	0.0551596873974996	0.757468656996074	-0.026920326727047	0.016520633489331	0.103302209989167	-0.0439602263659955	0.0576004827876224	-0.76319197754089	0.445348912522212
CT	BIP_pooled	zanc	BIPpooled	1e-5	slope_PC1	EUR	4308	3601	691	726	-0.07509438292802	0.0502403906638071	0.135413780151714	-0.035777014488063	0.0160387535972343	0.0257708862638519	0.039317368439957	0.0527160948095129	0.745832341754988	0.45576870029164
CT	BIP_pooled	zanc	BIPpooled	5e-8	slope_PC1	EUR	4308	3601	691	726	-0.0604624504503754	0.0503769554769908	0.230441034547889	-0.0297244614377747	0.0159697856725806	0.0627901464051746	0.0307379890126007	0.0528364368910214	0.581757416307232	0.560730091140964
CT	BIP_pooled	zanc	BIPpooled	0p001	slope_PC1	full	8596	7198	1350	1449	-0.0192943905718636	0.0353112579688324	0.58486071963478	-0.0110562251770339	0.0113940959589445	0.331907103857849	0.0082381653948297	0.037102660141528	0.222037055116944	0.824285037399139
CT	BIP_pooled	zanc	BIPpooled	0p01	slope_PC1	full	8596	7198	1350	1449	0.0103898445990626	0.0362437781294892	0.774405368256649	-0.0080049382496755	0.0114462408316239	0.484356142905477	-0.0183947828487382	0.0380099271765015	-0.483946805878391	0.628423621233036
CT	BIP_pooled	zanc	BIPpooled	0p05	slope_PC1	full	8596	7198	1350	1449	0.0214286143104319	0.0371656913655327	0.564310990543489	-0.0090162454038806	0.0114901084860505	0.432658300254844	-0.0304448597143126	0.0389123328480999	-0.782396157875156	0.433981791092306
CT	BIP_pooled	zanc	BIPpooled	0p1	slope_PC1	full	8596	7198	1350	1449	0.0297628146960774	0.0372523246328607	0.424436544524491	-0.0037081857042293	0.0115490081647378	0.748157489146545	-0.0334710004003067	0.0390093895888038	-0.858024202714347	0.390879099205991
CT	BIP_pooled	zanc	BIPpooled	0p5	slope_PC1	full	8596	7198	1350	1449	0.0134786631200173	0.0377358493432937	0.721000572255585	-0.0062165566266898	0.0116160930590734	0.592551253777548	-0.0196952197467071	0.0394948838652244	-0.498677748082935	0.618006423121601
CT	BIP_pooled	zanc	BIPpooled	1	slope_PC1	full	8596	7198	1350	1449	0.0216841148603205	0.0379576376155447	0.567895606547928	-0.0072457396772948	0.0116093043419734	0.532561504553971	-0.0289298545376153	0.0397045386936522	-0.72862840091983	0.466229000757323
CT	BIP_pooled	zanc	BIPpooled	1e-5	slope_PC1	full	8596	7198	1350	1449	-0.0397093870756256	0.0347045672071039	0.252706301199194	-0.0143560520459326	0.0114206480790157	0.208786773037703	0.025353335029693	0.0365331594083812	0.693981452474011	0.487693840613067
CT	BIP_pooled	zanc	BIPpooled	5e-8	slope_PC1	full	8596	7198	1350	1449	-0.0207256131387209	0.0340713582132607	0.543074443298077	-0.0113459669604587	0.0113914888364726	0.319282832025193	0.0093796461782622	0.0359248757238653	0.26109056717018	0.794022665774798
CT	BIP_pooled	zanc	BIPpooled	0p001	slope_PC2	EUR	4308	3601	691	726	0.0304937478593531	0.0490839572030705	0.534618056217344	0.0285476844374677	0.0164001824130509	0.0818254839779507	-0.0019460634218853	0.0517506269509151	-0.0376046346980726	0.970002912582643
