disorder	threshold	phenotype	stratum	n	n_families	n_multi_families	n_pairs	beta_within	se_within	p_within	beta_between	se_between	p_between	beta_diff	se_diff	z_diff	p_diff
ALZ	sbrc	baseline_thickness	EUR	4116	3447	655	686	0.112068628960791	0.0423062151944727	0.00825590285487984	-0.0216050408435138	0.0169771815607743	0.203248221171228	-0.133673669804305	0.0455809567199351	-2.93266485444001	0.00336066452286569
ALZ	sbrc	baseline_thickness	full	8082	6789	1250	1339	0.0567810073964969	0.0303847719635571	0.0618744664997531	0.00776632964016585	0.011849483584776	0.512222795181798	-0.0490146777563311	0.0326170520522372	-1.50273169009365	0.132908247286778
ALZ	sbrc	global_slope	EUR	4116	3447	655	686	0.0477418933598441	0.0547094574141019	0.383109286568992	-0.0310952585898491	0.0155478005512643	0.045582307758205	-0.0788371519496932	0.0568727696345045	-1.38620208680435	0.165685204477519
ALZ	sbrc	global_slope	full	8082	6789	1250	1339	0.0248549544067096	0.0375398564963696	0.508005381147866	-0.0290575063161296	0.0111807192053532	0.00937307597139579	-0.0539124607228392	0.0391722031419273	-1.37629381037123	0.168730688437331
ALZ	sbrc	slope_PC1	EUR	4116	3447	655	686	-0.0620505932790312	0.0587354335093872	0.291095259733124	0.0454216480416739	0.0160472843466226	0.00467600054906825	0.107472241320705	0.0608851136678442	1.76516450157283	0.0775361227525389
ALZ	sbrc	slope_PC1	full	8082	6789	1250	1339	-0.0734365065700329	0.039272779012243	0.06168351812602	0.0157822574976221	0.0115398070953437	0.171472668900029	0.0892187640676549	0.0409358625296581	2.17947683410886	0.0292962637739377
ALZ	sbrc	slope_PC2	EUR	4116	3447	655	686	0.00233492987464908	0.0571504025472602	0.967420828543249	0.0494369531914983	0.016508786403674	0.00276804391446606	0.0471020233168493	0.0594837559096558	0.791846826020671	0.428449995006643
ALZ	sbrc	slope_PC2	full	8082	6789	1250	1339	-0.0348138406165979	0.0389445936010306	0.371490088152918	0.0211605049787434	0.0118138517435038	0.0733124871454594	0.0559743455953413	0.0406999345875283	1.3752932569207	0.169040546192352
ALZ	sbrc	slope_PC3	EUR	4116	3447	655	686	0.0738680288090279	0.0553310790866194	0.182334494425201	-0.0351903605314927	0.0164901695440026	0.0329154712135212	-0.109058389340521	0.0577326861835723	-1.88902329944857	0.0588887067619538
ALZ	sbrc	slope_PC3	full	8082	6789	1250	1339	0.0532860501889002	0.0385178142079524	0.166741504903945	-0.0130012326897135	0.0116200883781604	0.263241220631505	-0.0662872828786137	0.0402352730075423	-1.64749181312098	0.0994569976030847
