disorder	threshold	phenotype	stratum	n	n_families	n_snps	beta	se	p	n_thresholds	p_adj	r2_partial
MDDeur	sbr	baseline_thickness	EUR	4116	3447	970659	-0.0145517388503383	0.016133610509936	0.367135745711179	1	0.367135745711179	0.000211753103568444
MDDeur	sbr	global_slope	EUR	4116	3447	970659	-0.0229114294374546	0.0152879013958588	0.134044162723079	1	0.134044162723079	0.00052493359886746
MDDeur	sbr	slope_PC1	EUR	4116	3447	970659	0.015101284790036	0.0158358821234439	0.340342526561115	1	0.340342526561115	0.000228048802309773
MDDeur	sbr	slope_PC2	EUR	4116	3447	970659	0.0173285229609515	0.016208282833399	0.285085479077468	1	0.285085479077468	0.000300277708008223
MDDeur	sbr	slope_PC3	EUR	4116	3447	970659	-0.0189110239768647	0.0160647829579773	0.23920064333705	1	0.23920064333705	0.000357626827853551
MDDeur	sbr	baseline_thickness	full	8082	6789	970659	-0.00120517565548189	0.0113659178637422	0.915557931183434	1	0.915557931183434	1.45244836056619e-06
MDDeur	sbr	global_slope	full	8082	6789	970659	-0.0258168949030653	0.0109879098011317	0.0188209144268044	1	0.0188209144268044	0.000666512062435917
MDDeur	sbr	slope_PC1	full	8082	6789	970659	0.0232285818700503	0.0113502007906187	0.0407390659719288	1	0.0407390659719288	0.00053956701569363
MDDeur	sbr	slope_PC2	full	8082	6789	970659	0.0218900645672126	0.0115783907707386	0.0587166564187185	1	0.0587166564187185	0.000479174926756738
MDDeur	sbr	slope_PC3	full	8082	6789	970659	-0.0107056250847118	0.0113654378312065	0.346250977083879	1	0.346250977083879	0.000114610408454412
