method	trait	arm	score	disorder	threshold	phenotype	stratum	n	n_families	n_multi_families	n_pairs	beta_within	se_within	p_within	beta_between	se_between	p_between	beta_diff	se_diff	z_diff	p_diff
CT	MDD	pooled	raw	MDDpooled	0p001	slope_PC1	EUR	4116	3447	655	686	-0.0112147996841758	0.0564541891234499	0.842585948876188	0.00393563820097437	0.0163102701099373	0.809339123784652	0.0151504378851502	0.0587311802884072	0.257962428317496	0.796435903927647
CT	MDD	pooled	raw	MDDpooled	0p01	slope_PC1	EUR	4116	3447	655	686	0.015498337947665	0.0572113600627518	0.786542613774038	0.00606253209100056	0.0162785277133385	0.709600287650332	-0.00943580585666446	0.0594613322455845	-0.158688100321956	0.873914613942389
CT	MDD	pooled	raw	MDDpooled	0p05	slope_PC1	EUR	4116	3447	655	686	0.034340922637317	0.0574699638623656	0.550316729891141	0.00724817758226052	0.0163506700856298	0.657580940150294	-0.0270927450550565	0.0597480650694296	-0.453449748097677	0.650224920844829
CT	MDD	pooled	raw	MDDpooled	0p1	slope_PC1	EUR	4116	3447	655	686	0.0584441713337936	0.0577825365805951	0.312115025204226	0.00894218752075555	0.0163728584057421	0.584993241118721	-0.0495019838130381	0.0600526595962853	-0.8243096000381	0.409763665227139
CT	MDD	pooled	raw	MDDpooled	0p5	slope_PC1	EUR	4116	3447	655	686	0.0927351992381584	0.0585218314157128	0.11345850372969	0.00941794201291952	0.0163839942077841	0.565448495991112	-0.0833172572252389	0.0607629809343843	-1.37118449332185	0.170317450861509
CT	MDD	pooled	raw	MDDpooled	1	slope_PC1	EUR	4116	3447	655	686	0.0925189706190475	0.058625142196831	0.114939503493585	0.00890486939706869	0.0163712920628622	0.586525215536869	-0.0836141012219788	0.0608582870296756	-1.37391479949488	0.169468134547683
CT	MDD	pooled	raw	MDDpooled	1e-5	slope_PC1	EUR	4116	3447	655	686	0.0271121489345313	0.0558396059385063	0.627432398092702	-0.00288306141386789	0.016282630465681	0.859469435733899	-0.0299952103483991	0.0581017934462586	-0.516252744868251	0.605677895962083
CT	MDD	pooled	raw	MDDpooled	5e-8	slope_PC1	EUR	4116	3447	655	686	0.0774133782856489	0.0579877270217738	0.182267811029108	0.00468689003323414	0.0162394469856883	0.772896787211636	-0.0727264882524148	0.0601280088530729	-1.20952763345494	0.226460201327756
CT	MDD	pooled	raw	MDDpooled	0p001	slope_PC1	full	8082	6789	1250	1339	0.0352866977880103	0.0544324187387002	0.516907940361319	0.00961431620901029	0.0166557588673987	0.563799076004588	-0.025672381579	0.0567921113346215	-0.452041330665404	0.651239207949215
CT	MDD	pooled	raw	MDDpooled	0p01	slope_PC1	full	8082	6789	1250	1339	0.0467605013860396	0.0605346347438592	0.439959512018419	0.033025762768884	0.0183207513658388	0.0714895234468634	-0.0137347386171556	0.0630640546241709	-0.217790287970026	0.827592512017252
CT	MDD	pooled	raw	MDDpooled	0p05	slope_PC1	full	8082	6789	1250	1339	0.0760131877872457	0.069174289674345	0.271996136826665	0.0335949336551521	0.0213680059304937	0.11594965050996	-0.0424182541320936	0.0719554156652744	-0.589507457359663	0.555520911066986
CT	MDD	pooled	raw	MDDpooled	0p1	slope_PC1	full	8082	6789	1250	1339	0.113464472356628	0.0732572686387923	0.121620287957862	0.0411021268283625	0.0228140376091159	0.071650557567406	-0.0723623455282652	0.0761352647598004	-0.950444524709563	0.341886429253611
CT	MDD	pooled	raw	MDDpooled	0p5	slope_PC1	full	8082	6789	1250	1339	0.144654801400565	0.0779284245318549	0.0636057115111885	0.0422058409020851	0.0240891336417532	0.0798075049291775	-0.10244896049848	0.080788319540056	-1.26811599847283	0.204756529061662
CT	MDD	pooled	raw	MDDpooled	1	slope_PC1	full	8082	6789	1250	1339	0.142776079759036	0.0778446847384755	0.0668269675786206	0.0418629621428461	0.0241273332322481	0.0827717874223465	-0.10091311761619	0.0807171360633454	-1.25020686483469	0.211223989757839
CT	MDD	pooled	raw	MDDpooled	1e-5	slope_PC1	full	8082	6789	1250	1339	0.0380489312979767	0.0423608342852022	0.369211695704896	0.000374572949676649	0.0130087334104658	0.977029792631814	-0.0376743583483	0.0443135389396424	-0.850177152396126	0.395226602283591
CT	MDD	pooled	raw	MDDpooled	5e-8	slope_PC1	full	8082	6789	1250	1339	0.0683165408291006	0.0403500738212484	0.0906366495016017	0.00126894162796983	0.0121065593714037	0.916526280979169	-0.0670475992011308	0.0421155257780914	-1.59199245319666	0.111386400270829
CT	MDD	pooled	raw	MDDpooled	0p001	slope_PC2	EUR	4116	3447	655	686	-0.0352199071657357	0.0548707941209377	0.521138091123828	0.00681579005282796	0.0167824293316805	0.684675231877426	0.0420356972185636	0.0573454329914529	0.733026067216703	0.463542530763038
CT	MDD	pooled	raw	MDDpooled	0p01	slope_PC2	EUR	4116	3447	655	686	-0.0415820341113552	0.0556062609168962	0.45479974742916	0.0213995479709116	0.0167431611684244	0.201298733117042	0.0629815820822668	0.0580499055622891	1.08495580608113	0.277941229368918
CT	MDD	pooled	raw	MDDpooled	0p05	slope_PC2	EUR	4116	3447	655	686	-0.0185194289168548	0.0558869653861567	0.740447755375995	0.0265169653394255	0.0168128785744006	0.114846043535783	0.0450363942562803	0.0583586948091843	0.771716955006207	0.440282086433082
CT	MDD	pooled	raw	MDDpooled	0p1	slope_PC2	EUR	4116	3447	655	686	0.00195994304995133	0.056218449314623	0.972197507847116	0.027222534949003	0.0168360958610267	0.105988784946461	0.0252625918990516	0.0586803483406452	0.430511962069479	0.666823267061505
CT	MDD	pooled	raw	MDDpooled	0p5	slope_PC2	EUR	4116	3447	655	686	0.0232576687232004	0.0569828761617644	0.683269178285644	0.0274835464478635	0.0168513792990939	0.102996136795361	0.00422587772466308	0.0594127649756745	0.0711274374520911	0.943296331538558
CT	MDD	pooled	raw	MDDpooled	1	slope_PC2	EUR	4116	3447	655	686	0.0222239689399101	0.0570816877681887	0.697128951521511	0.0266694642791704	0.016839088495823	0.113336154000455	0.00444549533926032	0.0595032020772233	0.0747101867474451	0.940445302474942
CT	MDD	pooled	raw	MDDpooled	1e-5	slope_PC2	EUR	4116	3447	655	686	-0.0685664851604871	0.0542463940667865	0.206597365223147	0.00764435734512886	0.0167564437405093	0.648272618824476	0.0762108425056159	0.0567071997928088	1.34393591614588	0.17896911056527
CT	MDD	pooled	raw	MDDpooled	5e-8	slope_PC2	EUR	4116	3447	655	686	0.0389922091463051	0.0564265209385767	0.489745296801278	0.00326498849064938	0.0167049850798584	0.84505231895868	-0.0357272206556558	0.0587497812034699	-0.608125169554599	0.543104460013171
CT	MDD	pooled	raw	MDDpooled	0p001	slope_PC2	full	8082	6789	1250	1339	0.00134427476416734	0.0539234710054288	0.980114404252098	0.00513035875472406	0.0170514871559903	0.763519361536687	0.00378608399055672	0.0564164267899648	0.0671096027519095	0.946494449241012
CT	MDD	pooled	raw	MDDpooled	0p01	slope_PC2	full	8082	6789	1250	1339	-0.00260954686767326	0.0599772769729192	0.965301180310552	0.0437522973957925	0.0187511636884881	0.0196607830990436	0.0463618442634658	0.0626479229664975	0.740038010330508	0.459276930800053
CT	MDD	pooled	raw	MDDpooled	0p05	slope_PC2	full	8082	6789	1250	1339	0.0178095072981742	0.0685475246883637	0.79504116138951	0.0472457556527506	0.0218678793361267	0.0307678290496079	0.0294362483545765	0.0714831990479345	0.411792543515538	0.680491487153267
CT	MDD	pooled	raw	MDDpooled	0p1	slope_PC2	full	8082	6789	1250	1339	0.0424222312046678	0.072611574569155	0.559142921750376	0.0456635069426512	0.0233488691858546	0.0505402845368371	0.00324127573798345	0.0756492025634335	0.0428461322545413	0.965824189511598
CT	MDD	pooled	raw	MDDpooled	0p5	slope_PC2	full	8082	6789	1250	1339	0.0400365531648396	0.0772633779997411	0.60440095864672	0.0480725745892288	0.0246558900567514	0.0512478166713854	0.00803602142438913	0.0802817503730072	0.100097735625493	0.920266733014206
CT	MDD	pooled	raw	MDDpooled	1	slope_PC2	full	8082	6789	1250	1339	0.0393421694012428	0.0771790706303413	0.610294264509829	0.0474809918856734	0.0246953163062189	0.0545626550117478	0.00813882248443057	0.0802108035699839	0.101467908588267	0.919179031286651
CT	MDD	pooled	raw	MDDpooled	1e-5	slope_PC2	full	8082	6789	1250	1339	-0.0128504686201375	0.0419663985021688	0.759484982475658	-0.00510129619866266	0.0133203148277772	0.701753281905295	0.00774917242147485	0.0440298346752158	0.175998217541272	0.860295342785934
CT	MDD	pooled	raw	MDDpooled	5e-8	slope_PC2	full	8082	6789	1250	1339	0.0445085340051388	0.0399860839518579	0.265829475615792	-0.0062830109107164	0.0123957676663946	0.612264438753803	-0.0507915449158552	0.0418511437455075	-1.21362381933248	0.224891407014405
CT	MDD	pooled	raw	MDDpooled	0p001	slope_PC3	EUR	4116	3447	655	686	-0.0125930342713682	0.0532715303323558	0.81320132759119	-0.00903911248029783	0.0167474250402189	0.589419121418624	0.00355392179107033	0.0558068238151773	0.0636825668997094	0.949222986166096
CT	MDD	pooled	raw	MDDpooled	0p01	slope_PC3	EUR	4116	3447	655	686	-0.00854851392343108	0.0539881128044495	0.874237094482864	-0.00832054586804118	0.0167110312424263	0.618582730042325	0.000227968055389896	0.0564924684003307	0.00403537076437187	0.996780248708516
CT	MDD	pooled	raw	MDDpooled	0p05	slope_PC3	EUR	4116	3447	655	686	0.000306095598074589	0.0542449996602914	0.995499407642822	-0.000481065999985212	0.0167823793726801	0.977133551094888	-0.000787161598059801	0.0567793830306937	-0.0138635109443559	0.988938872979232
CT	MDD	pooled	raw	MDDpooled	0p1	slope_PC3	EUR	4116	3447	655	686	-0.0162784964460286	0.0545576431871849	0.765513371293132	-0.00365848367707379	0.0168060632127902	0.827685464184612	0.0126200127689548	0.0570824481353945	0.221083944035149	0.825027071752821
CT	MDD	pooled	raw	MDDpooled	0p5	slope_PC3	EUR	4116	3447	655	686	-0.0430282289316406	0.0552825672155264	0.436653806961486	-0.00405553405416529	0.0168233114739427	0.809518840717192	0.0389726948774753	0.0577759547786411	0.674548694639364	0.499962538418384
CT	MDD	pooled	raw	MDDpooled	1	slope_PC3	EUR	4116	3447	655	686	-0.0456404716885684	0.0553779746642087	0.410146840926442	-0.00323489960871973	0.0168106962878768	0.847416565373757	0.0424055720798487	0.0578626979055251	0.732865448982106	0.46364049811111
CT	MDD	pooled	raw	MDDpooled	1e-5	slope_PC3	EUR	4116	3447	655	686	-0.0686057572134203	0.0526329262521657	0.192869739466063	-7.96091003400576e-05	0.0167248542040968	0.996202434587832	0.0685261481130803	0.0551567023180557	1.24239023061841	0.214092618357116
CT	MDD	pooled	raw	MDDpooled	5e-8	slope_PC3	EUR	4116	3447	655	686	-0.0265213328163355	0.0547757542398471	0.628419401643673	-0.0124312766330694	0.0166673559943367	0.45581389752545	0.0140900561832661	0.0571559812763124	0.246519364528967	0.805280216165155
CT	MDD	pooled	raw	MDDpooled	0p001	slope_PC3	full	8082	6789	1250	1339	-0.0383181968138939	0.0533543101646889	0.472754414731559	-0.00992489348610059	0.0167687495163303	0.553958729636524	0.0283933033277933	0.0557916555717553	0.508916665705965	0.610810637759794
CT	MDD	pooled	raw	MDDpooled	0p01	slope_PC3	full	8082	6789	1250	1339	-0.0192774381629332	0.0593377318980564	0.745319188195322	-0.0252025502271692	0.0184467922485018	0.171912804433973	-0.00592511206423606	0.0619508728130527	-0.0956421079347193	0.923804821176422
CT	MDD	pooled	raw	MDDpooled	0p05	slope_PC3	full	8082	6789	1250	1339	-0.0107840527850109	0.0678192843855067	0.873680839250629	-0.0298552773378557	0.0215119764740008	0.165230262157958	-0.0190712245528448	0.0706913483797409	-0.269781592655408	0.787328284857772
CT	MDD	pooled	raw	MDDpooled	0p1	slope_PC3	full	8082	6789	1250	1339	-0.0210452587376292	0.0718429612275135	0.769612393684022	-0.0365539413563803	0.0229668564639613	0.111522297319972	-0.015508682618751	0.0748141246489246	-0.207296184932025	0.835778553424425
CT	MDD	pooled	raw	MDDpooled	0p5	slope_PC3	full	8082	6789	1250	1339	-0.028842842018833	0.0764441429779987	0.70599871108129	-0.0364684176169105	0.0242525082736416	0.13270624977546	-0.00762557559807747	0.0793964927316523	-0.096044237418027	0.923485438556879
CT	MDD	pooled	raw	MDDpooled	1	slope_PC3	full	8082	6789	1250	1339	-0.0311633249948236	0.0763622214475564	0.6832585734349	-0.0358198394781914	0.0242910539659089	0.140363996940226	-0.00465651448336777	0.079327530833494	-0.0586998540663222	0.953191175577489
CT	MDD	pooled	raw	MDDpooled	1e-5	slope_PC3	full	8082	6789	1250	1339	-0.0452140540508192	0.0415210820676961	0.276352002769744	-0.013134067622531	0.0130979414941042	0.316014329257471	0.0320799864282882	0.0435381885729095	0.736824095806528	0.461229327927313
CT	MDD	pooled	raw	MDDpooled	5e-8	slope_PC3	full	8082	6789	1250	1339	-0.00854395432538612	0.0395861303145544	0.829147619070969	-0.0178470678804875	0.0121884201826115	0.143169247687651	-0.00930311355510142	0.0414080776600795	-0.224669052049965	0.822236742013518
CT	MDD	pooled	zanc	MDDpooled	0p001	baseline_thickness	EUR	4116	3447	655	686	-0.0597914407185075	0.040819333015311	0.14343056190052	-0.0214743024961332	0.0172318869994446	0.212776993577545	0.0383171382223743	0.0442623496636294	0.865682425663446	0.38666434018906
CT	MDD	pooled	zanc	MDDpooled	0p01	baseline_thickness	EUR	4116	3447	655	686	0.0132371776262162	0.0414250341685787	0.749408383812618	-0.0283390164345519	0.0171832352842944	0.0991922356593672	-0.0415761940607681	0.0448188758451915	-0.927649194155966	0.353589570645172
CT	MDD	pooled	zanc	MDDpooled	0p05	baseline_thickness	EUR	4116	3447	655	686	0.0263439979721219	0.0416142805119032	0.52690648647497	-0.0232290181694752	0.0172513357343962	0.17822745979729	-0.0495730161415971	0.0450468557516913	-1.10047672172404	0.271124466621126
CT	MDD	pooled	zanc	MDDpooled	0p1	baseline_thickness	EUR	4116	3447	655	686	0.0149876959499172	0.0418646090390567	0.720448215155533	-0.0239977426185848	0.0172768703124601	0.164918884945649	-0.0389854385685019	0.0452837155947395	-0.860915188969847	0.389284755493393
CT	MDD	pooled	zanc	MDDpooled	0p5	baseline_thickness	EUR	4116	3447	655	686	0.0174725036768836	0.0424300769818411	0.680615681030131	-0.0275431834120753	0.0173047021953518	0.111552717756379	-0.0450156870889589	0.0458115657372984	-0.982627124056327	0.325790989769007
CT	MDD	pooled	zanc	MDDpooled	1	baseline_thickness	EUR	4116	3447	655	686	0.0111244122761176	0.0425095079574606	0.793635695250985	-0.0255847823529246	0.0172937932670417	0.139119188030422	-0.0367091946290422	0.0458798246377607	-0.800116280279529	0.423643429470943
CT	MDD	pooled	zanc	MDDpooled	1e-5	baseline_thickness	EUR	4116	3447	655	686	-0.042515204907666	0.0404278015079221	0.293330628430841	0.0105400948224222	0.0172191241253821	0.540501588795462	0.0530552997300883	0.0438539889823758	1.20981696217898	0.226349135995168
CT	MDD	pooled	zanc	MDDpooled	5e-8	baseline_thickness	EUR	4116	3447	655	686	-0.0774568686591005	0.0419615726843871	0.0653288066863382	-0.0148458858280806	0.0171359512481895	0.386353158049423	0.0626109828310199	0.0451997214189206	1.38520727264507	0.165989097548919
CT	MDD	pooled	zanc	MDDpooled	0p001	baseline_thickness	full	8082	6789	1250	1339	-0.0399817055275934	0.0307983316471996	0.194445999184907	-0.00961779207699485	0.0119384395261508	0.420492703789181	0.0303639134505985	0.0330440975854463	0.918890684549116	0.358152752883763
CT	MDD	pooled	zanc	MDDpooled	0p01	baseline_thickness	full	8082	6789	1250	1339	-0.00340830243964478	0.0311673237343821	0.912937004742403	-0.0106709545683785	0.0119559255408079	0.37214340036718	-0.00726265212873371	0.0334015708745537	-0.217434448098566	0.827869787601713
CT	MDD	pooled	zanc	MDDpooled	0p05	baseline_thickness	full	8082	6789	1250	1339	0.011777346089312	0.0319693394631449	0.712635871721337	-0.0109039544425238	0.0120048875641376	0.363755514580218	-0.0226813005318358	0.0341601815063261	-0.663968970060521	0.506710171400213
CT	MDD	pooled	zanc	MDDpooled	0p1	baseline_thickness	full	8082	6789	1250	1339	0.0107182574244408	0.0321376070224373	0.738799573378168	-0.0129077789825161	0.0120175238528317	0.282824829766117	-0.0236260364069569	0.0343241320584008	-0.688321451705126	0.491250375816096
CT	MDD	pooled	zanc	MDDpooled	0p5	baseline_thickness	full	8082	6789	1250	1339	0.00872696755042163	0.032893914105067	0.790813503187519	-0.0148086355531398	0.0120448270387366	0.218941668658123	-0.0235356031035614	0.0350434288480568	-0.671612449957689	0.501830450303886
CT	MDD	pooled	zanc	MDDpooled	1	baseline_thickness	full	8082	6789	1250	1339	0.0065385563857355	0.0327702818479882	0.841880268528382	-0.0147151882152774	0.0120420786883657	0.22175710479936	-0.0212537446010129	0.0349262234520886	-0.608532572385577	0.542834309546421
CT	MDD	pooled	zanc	MDDpooled	1e-5	baseline_thickness	full	8082	6789	1250	1339	-0.0498714833240033	0.0297601631114777	0.09401035030589	0.0147045101299568	0.0118889258742562	0.216195114564986	0.0645759934539601	0.0320573406915659	2.01439021643332	0.0439685807283067
CT	MDD	pooled	zanc	MDDpooled	5e-8	baseline_thickness	full	8082	6789	1250	1339	-0.0562074683470549	0.0300916538575759	0.061993869087673	0.0016183064374905	0.0118527893610621	0.891403339562183	0.0578257747845454	0.0323436637089082	1.78785481153203	0.0737994350601208
CT	MDD	pooled	zanc	MDDpooled	0p001	global_slope	EUR	4116	3447	655	686	-0.0278868104189722	0.0526487155338884	0.59647764982513	-0.0270711817880137	0.0157807872256184	0.0863540086030904	0.000815628630958496	0.0549310338018384	0.0148482301261769	0.98815326173695
CT	MDD	pooled	zanc	MDDpooled	0p01	global_slope	EUR	4116	3447	655	686	-0.0903540753316399	0.0532975786795098	0.0903999787545404	-0.0096848923811683	0.0157523583801673	0.538713608588084	0.0806691829504716	0.0555559318179997	1.45203545887309	0.146491746046596
CT	MDD	pooled	zanc	MDDpooled	0p05	global_slope	EUR	4116	3447	655	686	-0.0790875554107782	0.0535749929310739	0.140269983504334	-0.0159229628915088	0.015819126957748	0.314215703003767	0.0631645925192694	0.0558592713271904	1.13078081791094	0.258147355514582
CT	MDD	pooled	zanc	MDDpooled	0p1	global_slope	EUR	4116	3447	655	686	-0.094705319876191	0.0538656695286609	0.0790879216860415	-0.0110435699651027	0.0158417791070623	0.485777229866083	0.0836617499110883	0.0561422252400456	1.49017516768134	0.136178183903675
CT	MDD	pooled	zanc	MDDpooled	0p5	global_slope	EUR	4116	3447	655	686	-0.107806130983528	0.0545798811773584	0.0485787580748619	-0.00757861993285259	0.0158554982338193	0.632694901469629	0.100227511050676	0.0568273172840191	1.76372061608585	0.077779028396842
CT	MDD	pooled	zanc	MDDpooled	1	global_slope	EUR	4116	3447	655	686	-0.106552422516704	0.0546799497568726	0.0516753411893601	-0.00824315164874718	0.0158432146400228	0.602891749688545	0.098309270867957	0.0569192225618795	1.72717170831138	0.084136830247957
CT	MDD	pooled	zanc	MDDpooled	1e-5	global_slope	EUR	4116	3447	655	686	-0.0654325120122112	0.0520477183717462	0.209048164471311	-0.0188773815580476	0.0157589462553069	0.231046825794841	0.0465551304541636	0.0543179732920645	0.857085189902787	0.391397805456698
CT	MDD	pooled	zanc	MDDpooled	5e-8	global_slope	EUR	4116	3447	655	686	-0.0999435911071501	0.0540592978804038	0.0648468232779482	-0.00884894694240777	0.0157134979295629	0.573374503740723	0.0910946441647424	0.0562062864539187	1.62071985025069	0.105077734469582
CT	MDD	pooled	zanc	MDDpooled	0p001	global_slope	full	8082	6789	1250	1339	-0.0134113455897511	0.0380593855301515	0.724600105768466	-0.0143925600885033	0.0112751082294056	0.201826686707191	-0.000981214498752157	0.0397043686083965	-0.0247130110147289	0.980283876961699
CT	MDD	pooled	zanc	MDDpooled	0p01	global_slope	full	8082	6789	1250	1339	-0.0440695118372713	0.0384815843724033	0.252293298466585	-0.0167132501174648	0.011296259593101	0.139043271307686	0.0273562617198065	0.0401204239119396	0.681853755579722	0.495331429330881
CT	MDD	pooled	zanc	MDDpooled	0p05	global_slope	full	8082	6789	1250	1339	-0.0326860956165759	0.039489357190523	0.407953113081783	-0.0172129982350611	0.0113428558953614	0.129182683967681	0.0154730973815148	0.0410946662827658	0.376523251826572	0.706527932684172
CT	MDD	pooled	zanc	MDDpooled	0p1	global_slope	full	8082	6789	1250	1339	-0.0487458287411665	0.0396899083274451	0.219565228408648	-0.0177901508438481	0.011357000166433	0.117290683349809	0.0309556778973184	0.041292775240084	0.749663293816805	0.453457520028056
CT	MDD	pooled	zanc	MDDpooled	0p5	global_slope	full	8082	6789	1250	1339	-0.0452977662662064	0.0406269107126845	0.265031160139028	-0.0173972828688647	0.0113790467792341	0.126339411082724	0.0279004833973417	0.0422006761733955	0.661138302208792	0.508523623875814
CT	MDD	pooled	zanc	MDDpooled	1	global_slope	full	8082	6789	1250	1339	-0.0435747038205181	0.0404747363791687	0.281825901951228	-0.0176742099240089	0.0113756486125095	0.120305970564119	0.0259004938965092	0.0420530810479099	0.615900030416356	0.537960501493331
CT	MDD	pooled	zanc	MDDpooled	1e-5	global_slope	full	8082	6789	1250	1339	-0.0471136465861045	0.0367685607596103	0.200253930903497	-0.0127921457180006	0.0112255358126337	0.25451146605598	0.0343215008681039	0.0384522434060477	0.89257473239405	0.372084955487684
CT	MDD	pooled	zanc	MDDpooled	5e-8	global_slope	full	8082	6789	1250	1339	-0.0727969193163458	0.0371595573185062	0.0502822606435643	-0.00871340490232012	0.0111945385002513	0.436383022398917	0.0640835144140257	0.0388105119810608	1.65118961701144	0.0986998625754282
CT	MDD	pooled	zanc	MDDpooled	0p001	slope_PC1	EUR	4116	3447	655	686	-0.0112147933074305	0.0564541881148156	0.842586034433223	0.0039356403718189	0.0163102700999857	0.809339020530432	0.0151504336792494	0.0587311793198345	0.257962360958974	0.796435955913196
CT	MDD	pooled	zanc	MDDpooled	0p01	slope_PC1	EUR	4116	3447	655	686	0.0154983142572695	0.0572113587728966	0.78654292745139	0.00606253986443915	0.0162785277196623	0.709599932308071	-0.00943577439283035	0.0594613310302516	-0.158687574417562	0.873915028303221
CT	MDD	pooled	zanc	MDDpooled	0p05	slope_PC1	EUR	4116	3447	655	686	0.0343409489314903	0.0574699646450729	0.550316430106298	0.00724817935727831	0.0163506700598949	0.657580861141645	-0.027092769574212	0.0597480658082221	-0.453450152866433	0.650224629439218
CT	MDD	pooled	zanc	MDDpooled	0p1	slope_PC1	EUR	4116	3447	655	686	0.0584441691174107	0.0577825366338699	0.312115043988599	0.00894219448588632	0.0163728584164365	0.584992949001038	-0.0495019746315243	0.0600526596426279	-0.824309446510938	0.409763752439237
CT	MDD	pooled	zanc	MDDpooled	0p5	slope_PC1	EUR	4116	3447	655	686	0.0927352192896894	0.058521831782654	0.113458428086605	0.00941795122288064	0.016383994188006	0.565448115353383	-0.0833172680668088	0.0607629812890606	-1.37118466374211	0.170317397749524
CT	MDD	pooled	zanc	MDDpooled	1	slope_PC1	EUR	4116	3447	655	686	0.0925189606827513	0.0586251422033017	0.114939542464466	0.00890486644686716	0.0163712920675374	0.586525339641304	-0.0836140942358841	0.0608582870316342	-1.37391468465784	0.169468170203129
CT	MDD	pooled	zanc	MDDpooled	1e-5	slope_PC1	EUR	4116	3447	655	686	0.0271121564455676	0.0558396039217729	0.627432290315444	-0.00288307139218369	0.0162826305026356	0.859468954734478	-0.0299952278377513	0.0581017915115572	-0.516253063070953	0.605677673748563
CT	MDD	pooled	zanc	MDDpooled	5e-8	slope_PC1	EUR	4116	3447	655	686	0.0774133996012928	0.0579877280453329	0.182267698484399	0.00468689275821409	0.0162394469721519	0.772896658615298	-0.0727265068430787	0.0601280098310779	-1.20952792296626	0.226460090172899
CT	MDD	pooled	zanc	MDDpooled	0p001	slope_PC1	full	8082	6789	1250	1339	0.0233018979821251	0.0398252944859347	0.558562885008992	0.00408709356028347	0.011636708607552	0.725431319794436	-0.0192148044218416	0.0415007530272935	-0.462998934241139	0.643365131026552
CT	MDD	pooled	zanc	MDDpooled	0p01	slope_PC1	full	8082	6789	1250	1339	0.0264483950197921	0.0402797803396863	0.51152367433309	0.0173228723137554	0.0116577383494626	0.137338380551368	-0.00912552270603669	0.0419482291495885	-0.217542501579621	0.827785588493654
CT	MDD	pooled	zanc	MDDpooled	0p05	slope_PC1	full	8082	6789	1250	1339	0.0404750389601271	0.0413167366413252	0.327421307388867	0.0144852373288117	0.0117066619532257	0.216000788101911	-0.0259898016313154	0.0429519134520985	-0.605090659355611	0.54511876023619
CT	MDD	pooled	zanc	MDDpooled	0p1	slope_PC1	full	8082	6789	1250	1339	0.0582341258004344	0.041523436305291	0.160982681233021	0.0165049207096635	0.0117211933196606	0.159140225629414	-0.041729205090771	0.0431562175734905	-0.966933791630615	0.333577132662405
CT	MDD	pooled	zanc	MDDpooled	0p5	slope_PC1	full	8082	6789	1250	1339	0.0704979913469449	0.0424930126798038	0.0973069322177906	0.0157554400127975	0.0117433933538337	0.179757637865419	-0.0547425513341474	0.044096355177479	-1.24143029767017	0.214446832464182
CT	MDD	pooled	zanc	MDDpooled	1	slope_PC1	full	8082	6789	1250	1339	0.0688693088786903	0.042333623233569	0.103976651730603	0.0157462596135459	0.0117399362217897	0.179883200367082	-0.0531230492651444	0.0439416568638614	-1.20894506617555	0.226683950813521
CT	MDD	pooled	zanc	MDDpooled	1e-5	slope_PC1	full	8082	6789	1250	1339	0.0297196503810496	0.038492408211665	0.440176943474799	-0.0021604044508681	0.0115849687155748	0.85207140944874	-0.0318800548319177	0.0402064217150784	-0.792909527185352	0.427830536167495
CT	MDD	pooled	zanc	MDDpooled	5e-8	slope_PC1	full	8082	6789	1250	1339	0.0607671806657647	0.0389060516969072	0.11851514356786	-0.00252444190866269	0.0115527179680466	0.827034608488046	-0.0632916225744274	0.0405864213435192	-1.55942851030727	0.118894992753374
CT	MDD	pooled	zanc	MDDpooled	0p001	slope_PC2	EUR	4116	3447	655	686	-0.0352199019641619	0.054870793130513	0.521138145128348	0.00681578920922826	0.0167824293222711	0.684675268638831	0.0420356911733901	0.0573454320450709	0.733025973897136	0.463542587678946
CT	MDD	pooled	zanc	MDDpooled	0p01	slope_PC2	EUR	4116	3447	655	686	-0.0415820592469304	0.0556062596272879	0.454799464428942	0.0213995455585946	0.0167431611743041	0.201298784063316	0.062981604805525	0.0580499043545817	1.08495622009675	0.277941045991287
CT	MDD	pooled	zanc	MDDpooled	0p05	slope_PC2	EUR	4116	3447	655	686	-0.018519443880532	0.0558869661791339	0.740447556781301	0.0265169648451473	0.0168128785422116	0.114846049603209	0.0450364087256793	0.0583586955515508	0.771717193128429	0.440281945368318
CT	MDD	pooled	zanc	MDDpooled	0p1	slope_PC2	EUR	4116	3447	655	686	0.00195992996701479	0.0562184493518907	0.972197693376481	0.0272225419454032	0.0168360958734204	0.105988695485225	0.0252626119783884	0.0586803483713768	0.430512304025636	0.6668230183681
CT	MDD	pooled	zanc	MDDpooled	0p5	slope_PC2	EUR	4116	3447	655	686	0.0232576836021086	0.0569828765605982	0.683268988770903	0.0274835553707438	0.0168513792728427	0.10299602451309	0.00422587176863517	0.0594127653579834	0.0711273367461145	0.943296411687305
CT	MDD	pooled	zanc	MDDpooled	1	slope_PC2	EUR	4116	3447	655	686	0.0222239326918788	0.0570816877948453	0.697129421162641	0.0266694622237017	0.0168390884994123	0.113336181865096	0.00444552953182297	0.0595032020977715	0.0747107613556391	0.940444845281665
CT	MDD	pooled	zanc	MDDpooled	1e-5	slope_PC2	EUR	4116	3447	655	686	-0.0685664648038723	0.0542463921418325	0.206597483758809	0.00764435459779682	0.0167564437777874	0.648272737431855	0.0762108194016691	0.0567071979551285	1.34393555227281	0.178969228240921
