method	trait	trait_arm	discovery_ancestry	target_stratum	matched	score	discovery_gwas	phenotype	threshold	n	n_families	n_snps	beta	se	p	p_adj
CT	SCZ	SCZ_pooled	multi	full	yes	zanc	PGC3 primary (EUR+EAS+AFR+LAT)	slope_PC2	0p5	8082	6789	294886	0.0249769146654839	0.0114516670761028	0.0292087847071514	0.233670277657211
CT	SCZ	SCZ_pooled	multi	full	yes	zanc	PGC3 primary (EUR+EAS+AFR+LAT)	slope_PC3	1	8082	6789	396516	-0.029226133208817	0.0112482569404646	0.00938752506617483	0.0751002005293987
CT	SCZ	SCZ_eur	EUR	full	no	raw	PGC3 european	baseline_thickness	0p5	8082	6789	289986	0.0417200750396796	0.0242061812511018	0.0848312841030333	0.678650272824267
CT	SCZ	SCZ_eur	EUR	full	no	raw	PGC3 european	global_slope	1	8082	6789	396598	-0.0684587593160291	0.0236318981885877	0.0037797416086208	0.0302379328689664
CT	SCZ	SCZ_eur	EUR	full	no	raw	PGC3 european	slope_PC1	1	8082	6789	396598	0.077186751110171	0.0244095915405843	0.00157232706874239	0.0125786165499391
CT	SCZ	SCZ_eur	EUR	full	no	raw	PGC3 european	slope_PC2	0p01	8082	6789	26079	0.0387693660874415	0.0182525630880678	0.0336978747294882	0.269582997835905
CT	SCZ	SCZ_eur	EUR	full	no	raw	PGC3 european	slope_PC3	1	8082	6789	396598	-0.0553146378490219	0.0244384619110148	0.0236376090040731	0.189100872032585
CT	SCZ	SCZ_eur	EUR	EUR	yes	raw	PGC3 european	baseline_thickness	0p5	4116	3447	289986	0.0181911326159783	0.0160601902242874	0.257413135669305	1
CT	SCZ	SCZ_eur	EUR	EUR	yes	raw	PGC3 european	global_slope	1	4116	3447	396598	-0.0467190324761539	0.0152258045339968	0.00216712228006926	0.0173369782405541
CT	SCZ	SCZ_eur	EUR	EUR	yes	raw	PGC3 european	slope_PC1	1	4116	3447	396598	0.0400067740025522	0.0157772686046575	0.0112620496246191	0.0900963969969528
CT	SCZ	SCZ_eur	EUR	EUR	yes	raw	PGC3 european	slope_PC2	1	4116	3447	396598	0.0361535582128489	0.0161439611143318	0.0251839442685807	0.201471554148645
CT	SCZ	SCZ_eur	EUR	EUR	yes	raw	PGC3 european	slope_PC3	1	4116	3447	396598	-0.018207303195897	0.01600996717024	0.255506125407848	1
CT	SCZ	SCZ_eur	EUR	full	no	zanc	PGC3 european	baseline_thickness	0p5	8082	6789	289986	0.0302278261734493	0.0112083418712063	0.00701344502638229	0.0561075602110583
CT	SCZ	SCZ_eur	EUR	full	no	zanc	PGC3 european	global_slope	1	8082	6789	396598	-0.0286673641333961	0.0108734517701346	0.00839489750006804	0.0671591800005443
CT	SCZ	SCZ_eur	EUR	full	no	zanc	PGC3 european	slope_PC1	1	8082	6789	396598	0.0323607699166343	0.0112315495489273	0.00397241349873402	0.0317793079898722
CT	SCZ	SCZ_eur	EUR	full	no	zanc	PGC3 european	slope_PC2	0p01	8082	6789	26079	0.0247282458054741	0.0113938093969161	0.0300129684408648	0.240103747526918
CT	SCZ	SCZ_eur	EUR	full	no	zanc	PGC3 european	slope_PC3	1	8082	6789	396598	-0.0140395388992085	0.0112466780524019	0.211949816381857	1
CT	MDD	MDD_pooled	multi	full	yes	raw	PGC MDD2025 div (trans-ancestry)	baseline_thickness	1	8082	6789	267904	-0.0517237742535344	0.0231692938065197	0.0256142100009828	0.204913680007863
CT	MDD	MDD_pooled	multi	full	yes	raw	PGC MDD2025 div (trans-ancestry)	global_slope	0p1	8082	6789	85220	-0.0448956128485512	0.0212435578317568	0.0346010655524114	0.276808524419291
CT	MDD	MDD_pooled	multi	full	yes	raw	PGC MDD2025 div (trans-ancestry)	slope_PC1	0p5	8082	6789	204104	0.0509193514718832	0.0232254605129025	0.0283817106399194	0.227053685119355
CT	MDD	MDD_pooled	multi	full	yes	raw	PGC MDD2025 div (trans-ancestry)	slope_PC2	0p01	8082	6789	24603	0.038112973109208	0.0179273008175611	0.0335373023447188	0.268298418757751
CT	MDD	MDD_pooled	multi	full	yes	raw	PGC MDD2025 div (trans-ancestry)	slope_PC3	0p1	8082	6789	85220	-0.0391592463012774	0.021963913715669	0.0746439247726189	0.597151398180951
CT	MDD	MDD_pooled	multi	EUR	no	raw	PGC MDD2025 div (trans-ancestry)	baseline_thickness	0p001	4116	3447	8358	-0.0271630839747927	0.0158886916692118	0.087418201804861	0.699345614438888
CT	MDD	MDD_pooled	multi	EUR	no	raw	PGC MDD2025 div (trans-ancestry)	global_slope	0p001	4116	3447	8358	-0.027158316105554	0.0151197267292008	0.0725386301613091	0.580309041290472
CT	MDD	MDD_pooled	multi	EUR	no	raw	PGC MDD2025 div (trans-ancestry)	slope_PC1	0p5	4116	3447	204104	0.0159345357403477	0.0157754920966872	0.312521582156251	1
CT	MDD	MDD_pooled	multi	EUR	no	raw	PGC MDD2025 div (trans-ancestry)	slope_PC2	0p5	4116	3447	204104	0.0262956326940472	0.0161362745645037	0.103268598807339	0.82614879045871
CT	MDD	MDD_pooled	multi	EUR	no	raw	PGC MDD2025 div (trans-ancestry)	slope_PC3	5e-8	4116	3447	439	-0.0141339094051089	0.0158702426513694	0.373204193199546	1
CT	MDD	MDD_pooled	multi	full	yes	zanc	PGC MDD2025 div (trans-ancestry)	baseline_thickness	0p001	8082	6789		-0.0134025791674593	0.0111221056796833	0.228223550566832	1
CT	MDD	MDD_pooled	multi	full	yes	zanc	PGC MDD2025 div (trans-ancestry)	global_slope	0p1	8082	6789	85220	-0.0203749313264073	0.0109181527474895	0.062058764846501	0.496470118772008
CT	MDD	MDD_pooled	multi	full	yes	zanc	PGC MDD2025 div (trans-ancestry)	slope_PC1	0p1	8082	6789		0.0199265066494825	0.011279429241185	0.0773318633136888	0.61865490650951
CT	MDD	MDD_pooled	multi	full	yes	zanc	PGC MDD2025 div (trans-ancestry)	slope_PC2	0p01	8082	6789	24603	0.0234143350596328	0.0114122174332532	0.040233737719574	0.321869901756592
CT	MDD	MDD_pooled	multi	full	yes	zanc	PGC MDD2025 div (trans-ancestry)	slope_PC3	5e-8	8082	6789		-0.0122348853028778	0.0110815888766393	0.269596281701686	1
CT	MDD	MDD_eur	EUR	full	no	raw	PGC MDD2025 eur	baseline_thickness	0p01	8082	6789	29378	-0.0293933523193823	0.0155060213949242	0.0580476583313123	0.464381266650498
CT	MDD	MDD_eur	EUR	full	no	raw	PGC MDD2025 eur	global_slope	1	8082	6789	381411	-0.0360558568626481	0.018858636791299	0.0559269359867869	0.447415487894295
CT	MDD	MDD_eur	EUR	full	no	raw	PGC MDD2025 eur	slope_PC1	0p01	8082	6789	29378	0.0318922359768447	0.0155773821891803	0.0406590650838928	0.325272520671142
CT	MDD	MDD_eur	EUR	full	no	raw	PGC MDD2025 eur	slope_PC2	0p05	8082	6789	73524	0.0355776943200184	0.0178346581171309	0.0460933368976441	0.368746695181153
CT	MDD	MDD_eur	EUR	full	no	raw	PGC MDD2025 eur	slope_PC3	0p01	8082	6789	29378	-0.0370297271606233	0.0155883223923246	0.0175508489163789	0.140406791331031
CT	MDD	MDD_eur	EUR	EUR	yes	raw	PGC MDD2025 eur	baseline_thickness	0p01	4116	3447	29378	-0.0169361853743347	0.0158750802841966	0.286106514950182	1
CT	MDD	MDD_eur	EUR	EUR	yes	raw	PGC MDD2025 eur	global_slope	0p001	4116	3447	9120	-0.0256525729301802	0.015127789002507	0.0900191130983207	0.720152904786565
CT	MDD	MDD_eur	EUR	EUR	yes	raw	PGC MDD2025 eur	slope_PC1	0p01	4116	3447	29378	0.0169974557018295	0.0156739419829773	0.278238778693323	1
CT	MDD	MDD_eur	EUR	EUR	yes	raw	PGC MDD2025 eur	slope_PC2	0p5	4116	3447	284457	0.0245440141601226	0.0161584023283463	0.128854424092935	1
CT	MDD	MDD_eur	EUR	EUR	yes	raw	PGC MDD2025 eur	slope_PC3	0p001	4116	3447	9120	-0.0286256962533781	0.0158864975873391	0.0716414433920383	0.573131547136307
CT	MDD	MDD_eur	EUR	full	no	zanc	PGC MDD2025 eur	baseline_thickness	0p01	8082	6789	29378	-0.0123002046082113	0.0111161873510109	0.268537829328267	1
CT	MDD	MDD_eur	EUR	full	no	zanc	PGC MDD2025 eur	global_slope	1	8082	6789	381411	-0.0196426862940976	0.0109066943752945	0.07174700925913	0.57397607407304
CT	MDD	MDD_eur	EUR	full	no	zanc	PGC MDD2025 eur	slope_PC1	0p01	8082	6789	29378	0.0199114200253123	0.0111553250838752	0.0743136792311161	0.594509433848929
CT	MDD	MDD_eur	EUR	full	no	zanc	PGC MDD2025 eur	slope_PC2	0p05	8082	6789	73524	0.0219078233568127	0.0114250351335794	0.0552081962928286	0.441665570342629
CT	MDD	MDD_eur	EUR	full	no	zanc	PGC MDD2025 eur	slope_PC3	0p01	8082	6789	29378	-0.0193244704735661	0.0111644688686136	0.0835119470209381	0.668095576167505
CT	ASD	ASD	EUR	full	no	raw	SPARK+iPSYCH+PGC (no strata)	baseline_thickness	1e-5	8082	6789	69	-0.0464218566934332	0.0119262592185522	0.000100055024716992	0.000800440197735936
CT	ASD	ASD	EUR	full	no	raw	SPARK+iPSYCH+PGC (no strata)	global_slope	1e-5	8082	6789	69	0.0359594199300397	0.0116361779949805	0.00200661860134372	0.0160529488107497
CT	ASD	ASD	EUR	full	no	raw	SPARK+iPSYCH+PGC (no strata)	slope_PC1	0p1	8082	6789	55047	0.0272133479562342	0.012138542277839	0.0249969536147007	0.199975628917605
CT	ASD	ASD	EUR	full	no	raw	SPARK+iPSYCH+PGC (no strata)	slope_PC2	0p01	8082	6789	8636	0.0185143884297339	0.0115208987227336	0.108089855433077	0.864718843464613
CT	ASD	ASD	EUR	full	no	raw	SPARK+iPSYCH+PGC (no strata)	slope_PC3	0p1	8082	6789	55047	-0.032759805459301	0.012145068718791	0.00700420394642052	0.0560336315713642
CT	ASD	ASD	EUR	EUR	yes	raw	SPARK+iPSYCH+PGC (no strata)	baseline_thickness	1e-5	4116	3447	69	-0.0516923135275427	0.0177653049404666	0.00363681883333405	0.0290945506666724
CT	ASD	ASD	EUR	EUR	yes	raw	SPARK+iPSYCH+PGC (no strata)	global_slope	1e-5	4116	3447	69	0.0295842330273518	0.0170015955885013	0.0819227520716325	0.65538201657306
CT	ASD	ASD	EUR	EUR	yes	raw	SPARK+iPSYCH+PGC (no strata)	slope_PC1	5e-8	4116	3447	4	0.0302127293195213	0.0160929778689245	0.0605404532524074	0.484323626019259
CT	ASD	ASD	EUR	EUR	yes	raw	SPARK+iPSYCH+PGC (no strata)	slope_PC2	1	4116	3447	271508	-0.0187997654955895	0.0158880208206457	0.236775848319891	1
CT	ASD	ASD	EUR	EUR	yes	raw	SPARK+iPSYCH+PGC (no strata)	slope_PC3	1e-5	4116	3447	69	-0.0283127955208375	0.0178461479118199	0.112708115815757	0.901664926526059
CT	ASD	ASD	EUR	full	no	zanc	SPARK+iPSYCH+PGC (no strata)	baseline_thickness	1e-5	8082	6789	69	-0.0436927529087891	0.0114364863353293	0.000134199214334994	0.00107359371467995
CT	ASD	ASD	EUR	full	no	zanc	SPARK+iPSYCH+PGC (no strata)	global_slope	1e-5	8082	6789	69	0.0334982994842457	0.0111564467086607	0.00268548647432251	0.0214838917945801
CT	ASD	ASD	EUR	full	no	zanc	SPARK+iPSYCH+PGC (no strata)	slope_PC1	0p1	8082	6789	55047	0.027338640588472	0.0111171550598114	0.0139492479158327	0.111593983326661
CT	ASD	ASD	EUR	full	no	zanc	SPARK+iPSYCH+PGC (no strata)	slope_PC2	0p01	8082	6789	8636	0.0189245650173314	0.0113466791517183	0.0953862763616556	0.763090210893245
CT	ASD	ASD	EUR	full	no	zanc	SPARK+iPSYCH+PGC (no strata)	slope_PC3	0p1	8082	6789	55047	-0.0320563089604958	0.0111231341398211	0.00396326261469317	0.0317061009175454
CT	ALZ	ALZ	EUR	full	no	raw	PGC-ALZ2 Wightman (incl. UKB proxy)	baseline_thickness	0p05	8082	6789	50502	0.0320385790488736	0.013015448622216	0.013853430535033	0.110827444280264
CT	ALZ	ALZ	EUR	full	no	raw	PGC-ALZ2 Wightman (incl. UKB proxy)	global_slope	0p05	8082	6789	50502	-0.0415478938625546	0.0126827385451811	0.00105779142210657	0.0084623313768526
CT	ALZ	ALZ	EUR	full	no	raw	PGC-ALZ2 Wightman (incl. UKB proxy)	slope_PC1	0p05	8082	6789	50502	0.02364670848966	0.0131092337843659	0.0712989623798671	0.570391699038937
CT	ALZ	ALZ	EUR	full	no	raw	PGC-ALZ2 Wightman (incl. UKB proxy)	slope_PC2	0p001	8082	6789	2391	0.0249339223918987	0.0115951755645426	0.0315573133047171	0.252458506437737
CT	ALZ	ALZ	EUR	full	no	raw	PGC-ALZ2 Wightman (incl. UKB proxy)	slope_PC3	5e-8	8082	6789	128	-0.00921106741017599	0.0112655029369933	0.413591565932598	1
CT	ALZ	ALZ	EUR	EUR	yes	raw	PGC-ALZ2 Wightman (incl. UKB proxy)	baseline_thickness	0p1	4116	3447	87019	0.0212458435341294	0.0156878529228169	0.175719666678385	1
CT	ALZ	ALZ	EUR	EUR	yes	raw	PGC-ALZ2 Wightman (incl. UKB proxy)	global_slope	0p05	4116	3447	50502	-0.04872747229236	0.0149650497440126	0.00113922949199698	0.00911383593597584
CT	ALZ	ALZ	EUR	EUR	yes	raw	PGC-ALZ2 Wightman (incl. UKB proxy)	slope_PC1	5e-8	4116	3447	128	0.0561281337783703	0.0154595079062831	0.000286490959600416	0.00229192767680333
CT	ALZ	ALZ	EUR	EUR	yes	raw	PGC-ALZ2 Wightman (incl. UKB proxy)	slope_PC2	5e-8	4116	3447	128	0.0414903621672526	0.015833357943064	0.00881613143982057	0.0705290515185646
CT	ALZ	ALZ	EUR	EUR	yes	raw	PGC-ALZ2 Wightman (incl. UKB proxy)	slope_PC3	5e-8	4116	3447	128	-0.0396725391250422	0.0156880728169557	0.0114839954985626	0.0918719639885009
CT	ALZ	ALZ	EUR	full	no	zanc	PGC-ALZ2 Wightman (incl. UKB proxy)	baseline_thickness	0p05	8082	6789	50502	0.0340737506689566	0.0110356443613934	0.00202461150921903	0.0161968920737522
CT	ALZ	ALZ	EUR	full	no	zanc	PGC-ALZ2 Wightman (incl. UKB proxy)	global_slope	0p05	8082	6789	50502	-0.0370205331833771	0.0107458457841721	0.000573906466101668	0.00459125172881334
CT	ALZ	ALZ	EUR	full	no	zanc	PGC-ALZ2 Wightman (incl. UKB proxy)	slope_PC1	0p05	8082	6789	50502	0.0216264156245732	0.0111075665443781	0.0515716808338789	0.412573446671031
CT	ALZ	ALZ	EUR	full	no	zanc	PGC-ALZ2 Wightman (incl. UKB proxy)	slope_PC2	1	8082	6789		0.0236575314737635	0.011375393815158	0.0375851310248931	0.300681048199145
CT	ALZ	ALZ	EUR	full	no	zanc	PGC-ALZ2 Wightman (incl. UKB proxy)	slope_PC3	0p01	8082	6789		0.00782257452794482	0.0111066691656544	0.481259211609426	1
CT	ALZnoAPOE	ALZ_noAPOE	EUR	full	no	raw	Wightman minus APOE region	baseline_thickness	0p05	8082	6789	50203	0.0316921608665149	0.0130650155036755	0.0152995711296678	0.122396569037342
CT	ALZnoAPOE	ALZ_noAPOE	EUR	full	no	raw	Wightman minus APOE region	global_slope	0p05	8082	6789	50203	-0.0369349314089997	0.0127426613247074	0.00375982920701298	0.0300786336561038
CT	ALZnoAPOE	ALZ_noAPOE	EUR	full	no	raw	Wightman minus APOE region	slope_PC1	0p05	8082	6789	50203	0.0190042377708765	0.0131707435106409	0.149086035360136	1
CT	ALZnoAPOE	ALZ_noAPOE	EUR	full	no	raw	Wightman minus APOE region	slope_PC2	1	8082	6789	375188	0.0250879082975461	0.0142560374269399	0.0784798761730686	0.627839009384549
CT	ALZnoAPOE	ALZ_noAPOE	EUR	full	no	raw	Wightman minus APOE region	slope_PC3	0p01	8082	6789	13628	0.0103498391943332	0.0124607806749948	0.40622923540916	1
CT	ALZnoAPOE	ALZ_noAPOE	EUR	EUR	yes	raw	Wightman minus APOE region	baseline_thickness	5e-8	4116	3447	52	-0.0388626426047971	0.0156307734584809	0.0129477593711832	0.103582074969465
CT	ALZnoAPOE	ALZ_noAPOE	EUR	EUR	yes	raw	Wightman minus APOE region	global_slope	0p05	4116	3447	50203	-0.0436534563263152	0.0149761266003694	0.00357853093787063	0.028628247502965
CT	ALZnoAPOE	ALZ_noAPOE	EUR	EUR	yes	raw	Wightman minus APOE region	slope_PC1	0p5	4116	3447	270573	0.0219421409098564	0.015622732532323	0.160251446858258	1
CT	ALZnoAPOE	ALZ_noAPOE	EUR	EUR	yes	raw	Wightman minus APOE region	slope_PC2	1	4116	3447	375188	0.0297735230299035	0.0159702578986718	0.062353337699842	0.498826701598736
CT	ALZnoAPOE	ALZ_noAPOE	EUR	EUR	yes	raw	Wightman minus APOE region	slope_PC3	0p05	4116	3447	50203	-0.015889778617421	0.0157251410070255	0.312332504728766	1
CT	ALZnoAPOE	ALZ_noAPOE	EUR	full	no	zanc	Wightman minus APOE region	baseline_thickness	0p05	8082	6789	50203	0.0332172702179616	0.011042646118163	0.00263708690788483	0.0210966952630787
CT	ALZnoAPOE	ALZ_noAPOE	EUR	full	no	zanc	Wightman minus APOE region	global_slope	0p05	8082	6789	50203	-0.0332982022853947	0.0107597817061771	0.00197727218281363	0.015818177462509
CT	ALZnoAPOE	ALZ_noAPOE	EUR	full	no	zanc	Wightman minus APOE region	slope_PC1	0p05	8082	6789	50203	0.0190152983927901	0.01112124254594	0.0873402925114634	0.698722340091708
CT	ALZnoAPOE	ALZ_noAPOE	EUR	full	no	zanc	Wightman minus APOE region	slope_PC2	1	8082	6789	375188	0.0212675085034369	0.0113844736278087	0.0617839901680596	0.494271921344477
CT	ALZnoAPOE	ALZ_noAPOE	EUR	full	no	zanc	Wightman minus APOE region	slope_PC3	0p01	8082	6789	13628	0.00890930406421964	0.0111175268205115	0.422939563610413	1
CT	ALZigap	ALZ_IGAP	EUR	full	no	raw	Kunkle 2019 IGAP, diagnosed only	baseline_thickness	0p05	8082	6789	49571	0.0656172840813811	0.0396172778221664	0.0977041859891423	0.781633487913138
CT	ALZigap	ALZ_IGAP	EUR	full	no	raw	Kunkle 2019 IGAP, diagnosed only	global_slope	0p05	8082	6789	49571	-0.0801329246369185	0.0386449789815117	0.0381527606308195	0.305222085046556
CT	ALZigap	ALZ_IGAP	EUR	full	no	raw	Kunkle 2019 IGAP, diagnosed only	slope_PC1	0p5	8082	6789	273317	0.0483541492579339	0.0477985648910998	0.311750491007016	1
CT	ALZigap	ALZ_IGAP	EUR	full	no	raw	Kunkle 2019 IGAP, diagnosed only	slope_PC2	5e-8	8082	6789	73	0.019983166091302	0.0113367591992867	0.077993082481968	0.623944659855744
CT	ALZigap	ALZ_IGAP	EUR	full	no	raw	Kunkle 2019 IGAP, diagnosed only	slope_PC3	1	8082	6789	383692	-0.06448322415023	0.0479714844717614	0.178923994018616	1
CT	ALZigap	ALZ_IGAP	EUR	EUR	yes	raw	Kunkle 2019 IGAP, diagnosed only	baseline_thickness	0p05	4116	3447	49571	0.0268111976082172	0.0170998262309113	0.116976489695191	0.935811917561526
CT	ALZigap	ALZ_IGAP	EUR	EUR	yes	raw	Kunkle 2019 IGAP, diagnosed only	global_slope	1	4116	3447	383692	-0.0399545560039037	0.0166423717931013	0.0164072594291235	0.131258075432988
CT	ALZigap	ALZ_IGAP	EUR	EUR	yes	raw	Kunkle 2019 IGAP, diagnosed only	slope_PC1	5e-8	4116	3447	73	0.0378828955161078	0.0154743557507453	0.0144062290559174	0.115249832447339
CT	ALZigap	ALZ_IGAP	EUR	EUR	yes	raw	Kunkle 2019 IGAP, diagnosed only	slope_PC2	5e-8	4116	3447	73	0.0347355009764876	0.0158329633633853	0.0283039895158631	0.226431916126905
CT	ALZigap	ALZ_IGAP	EUR	EUR	yes	raw	Kunkle 2019 IGAP, diagnosed only	slope_PC3	5e-8	4116	3447	73	-0.0212871682825698	0.0156936145368594	0.175044565785604	1
CT	ALZigap	ALZ_IGAP	EUR	full	no	zanc	Kunkle 2019 IGAP, diagnosed only	baseline_thickness	0p05	8082	6789	49571	0.0327359542037301	0.0119853618142497	0.00632188570009714	0.0505750856007771
CT	ALZigap	ALZ_IGAP	EUR	full	no	zanc	Kunkle 2019 IGAP, diagnosed only	global_slope	0p05	8082	6789	49571	-0.0198955746033489	0.0116080768908608	0.0865807930523222	0.692646344418578
CT	ALZigap	ALZ_IGAP	EUR	full	no	zanc	Kunkle 2019 IGAP, diagnosed only	slope_PC1	0p5	8082	6789	273317	0.01017449578189	0.012124764666344	0.40141239884519	1
CT	ALZigap	ALZ_IGAP	EUR	full	no	zanc	Kunkle 2019 IGAP, diagnosed only	slope_PC2	5e-8	8082	6789	73	0.0176268117565045	0.0112749845667046	0.118010110280912	0.944080882247293
CT	ALZigap	ALZ_IGAP	EUR	full	no	zanc	Kunkle 2019 IGAP, diagnosed only	slope_PC3	0p001	8082	6789	2001	0.00784409572643032	0.0111275990279686	0.480879972674807	1
CT	ALZigapNoAPOE	ALZ_IGAP_noAPOE	EUR	full	no	raw	Kunkle minus APOE region	baseline_thickness	0p05	8082	6789	49348	0.0670212290422641	0.0407788310057291	0.100312356968062	0.802498855744492
CT	ALZigapNoAPOE	ALZ_IGAP_noAPOE	EUR	full	no	raw	Kunkle minus APOE region	global_slope	1	8082	6789	383161	-0.086046986887974	0.0469305536828004	0.0667678163592948	0.534142530874358
CT	ALZigapNoAPOE	ALZ_IGAP_noAPOE	EUR	full	no	raw	Kunkle minus APOE region	slope_PC1	1e-5	8082	6789	81	-0.0121134685030623	0.0113607794168741	0.286342428103685	1
CT	ALZigapNoAPOE	ALZ_IGAP_noAPOE	EUR	full	no	raw	Kunkle minus APOE region	slope_PC2	5e-8	8082	6789	19	0.0163341867222403	0.0116753350316136	0.161842955925954	1
CT	ALZigapNoAPOE	ALZ_IGAP_noAPOE	EUR	full	no	raw	Kunkle minus APOE region	slope_PC3	1	8082	6789	383161	-0.067289771044487	0.0485246966312187	0.165570151209277	1
CT	ALZigapNoAPOE	ALZ_IGAP_noAPOE	EUR	EUR	yes	raw	Kunkle minus APOE region	baseline_thickness	5e-8	4116	3447	19	-0.0304334429384507	0.0156836300300486	0.0523923762123773	0.419139009699018
CT	ALZigapNoAPOE	ALZ_IGAP_noAPOE	EUR	EUR	yes	raw	Kunkle minus APOE region	global_slope	1	4116	3447	383161	-0.0387855721374842	0.0167191923191102	0.0204020187624865	0.163216150099892
CT	ALZigapNoAPOE	ALZ_IGAP_noAPOE	EUR	EUR	yes	raw	Kunkle minus APOE region	slope_PC1	0p5	4116	3447	272865	0.0141864927869469	0.0173471426721705	0.413522471850623	1
CT	ALZigapNoAPOE	ALZ_IGAP_noAPOE	EUR	EUR	yes	raw	Kunkle minus APOE region	slope_PC2	5e-8	4116	3447	19	0.0256539730504356	0.0158620640259874	0.105891025514992	0.847128204119935
CT	ALZigapNoAPOE	ALZ_IGAP_noAPOE	EUR	EUR	yes	raw	Kunkle minus APOE region	slope_PC3	1	4116	3447	383161	-0.0144462335213515	0.0175593310638831	0.410723380971321	1
CT	ALZigapNoAPOE	ALZ_IGAP_noAPOE	EUR	full	no	zanc	Kunkle minus APOE region	baseline_thickness	0p05	8082	6789	49348	0.0328789637610566	0.0120544428769618	0.00639487466810875	0.05115899734487
CT	ALZigapNoAPOE	ALZ_IGAP_noAPOE	EUR	full	no	zanc	Kunkle minus APOE region	global_slope	0p05	8082	6789	49348	-0.0174799415596155	0.011678284676834	0.134490062461948	1
CT	ALZigapNoAPOE	ALZ_IGAP_noAPOE	EUR	full	no	zanc	Kunkle minus APOE region	slope_PC1	1e-5	8082	6789	81	-0.0110387925851262	0.011046893929695	0.317696798870938	1
CT	ALZigapNoAPOE	ALZ_IGAP_noAPOE	EUR	full	no	zanc	Kunkle minus APOE region	slope_PC2	5e-8	8082	6789	19	0.0158717325817091	0.0112677788634612	0.158995233663905	1
CT	ALZigapNoAPOE	ALZ_IGAP_noAPOE	EUR	full	no	zanc	Kunkle minus APOE region	slope_PC3	0p001	8082	6789	1892	0.0126853672247829	0.0112296545838023	0.258666946068274	1
CT	EA	EA	EUR	full	no	raw	Okbay 2016 EduYears, N=405,072	baseline_thickness	0p05	8082	6789	53224	0.032296040051928	0.0150894071771119	0.032359652295611	0.258877218364888
CT	EA	EA	EUR	full	no	raw	Okbay 2016 EduYears, N=405,072	global_slope	0p01	8082	6789	17551	0.0397238980416948	0.0147804619772779	0.00721244947669987	0.057699595813599
CT	EA	EA	EUR	full	no	raw	Okbay 2016 EduYears, N=405,072	slope_PC1	0p01	8082	6789	17551	-0.0270552795708814	0.0152750468461923	0.0765662949385266	0.612530359508213
CT	EA	EA	EUR	full	no	raw	Okbay 2016 EduYears, N=405,072	slope_PC2	1e-5	8082	6789	515	0.0248108275216374	0.0123094221632694	0.0438767938831345	0.351014351065076
