section	readout	atlas	construction	trait	method	estimate	se	p	n	note	source
magma	MAGMA gene-set: SCZ sets / SCZ_prioritised_pc	dk	1lmm	baseline_thickness	MAGMA	0.093767	0.090093	0.149	101	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: ALZ / ALZ	dk	perregion	baseline_thickness	MAGMA	0.0054916	0.0075384	0.46633	18254	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: ALZ_noAPOE / ALZ_noAPOE	dk	perregion	baseline_thickness	MAGMA	0.006144	0.0076633	0.42272	18171	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: ASD / ASD	dk	perregion	baseline_thickness	MAGMA	-0.0058453	0.0076465	0.44462	18206	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: EA / EA	dk	perregion	baseline_thickness	MAGMA	0.022299	0.0066391	0.00078499	18264	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: MDD_EUR / MDD_EUR	dk	perregion	baseline_thickness	MAGMA	0.017427	0.0061422	0.004556	18263	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: MDD_div / MDD_div	dk	perregion	baseline_thickness	MAGMA	0.019002	0.0061051	0.0018591	18228	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: PGC3_EUR / PGC3_EUR	dk	perregion	baseline_thickness	MAGMA	0.01531	0.0060614	0.011551	18261	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: PGC3_primary / PGC3_primary	dk	perregion	baseline_thickness	MAGMA	0.019604	0.0059843	0.0010559	18261	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: SCZ25_EUR / SCZ25_EUR	dk	perregion	baseline_thickness	MAGMA	0.014841	0.0060294	0.013849	18270	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: SCZ25_META / SCZ25_META	dk	perregion	baseline_thickness	MAGMA	0.018207	0.0060513	0.0026282	18270	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: SCZ25_METAnaive / SCZ25_METAnaive	dk	perregion	baseline_thickness	MAGMA	0.017119	0.006173	0.0055584	18270	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: MDD sets / MDD_hc_expression	dk	perregion	baseline_thickness	MAGMA	0.052695	0.11866	0.3285	56	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: MDD sets / MDD_hc_finemap	dk	perregion	baseline_thickness	MAGMA	0.11313	0.074458	0.064349	160	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: MDD sets / MDD_hc_protein	dk	perregion	baseline_thickness	MAGMA	-0.11526	0.2656	0.66785	10	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: MDD sets / MDD_highconf	dk	perregion	baseline_thickness	MAGMA	0.067079	0.063871	0.14682	213	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: MDD sets / MDD_pool	dk	perregion	baseline_thickness	MAGMA	0.0093389	0.026462	0.36208	1881	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: MDD sets / MDD_pool_not_hc	dk	perregion	baseline_thickness	MAGMA	-0.002387	0.027726	0.5343	1668	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / PGC3_genesig	dk	perregion	baseline_thickness	MAGMA	0.0065392	0.050007	0.44798	704	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / PGC3_locus_pool	dk	perregion	baseline_thickness	MAGMA	0.10517	0.046865	0.01242	858	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ25_genesig	dk	perregion	baseline_thickness	MAGMA	0.10281	0.044167	0.0099691	777	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ25_genesig_new	dk	perregion	baseline_thickness	MAGMA	0.12807	0.062314	0.019941	214	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ25_locus_pool	dk	perregion	baseline_thickness	MAGMA	0.06215	0.041644	0.067809	1103	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ25_locus_pool_new	dk	perregion	baseline_thickness	MAGMA	-0.0027385	0.062424	0.5175	302	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ_locus_pool	dk	perregion	baseline_thickness	MAGMA	0.17248	0.05165	0.00042095	455	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ_pool_not_prio	dk	perregion	baseline_thickness	MAGMA	0.17856	0.057973	0.0010369	354	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ_prio_finemap	dk	perregion	baseline_thickness	MAGMA	0.074317	0.11323	0.25582	61	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ_prio_rare	dk	perregion	baseline_thickness	MAGMA	0.24672	0.38384	0.26019	7	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ_prio_smr	dk	perregion	baseline_thickness	MAGMA	0.11214	0.13517	0.20338	44	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ_prioritised	dk	perregion	baseline_thickness	MAGMA	0.093411	0.090085	0.1499	101	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ_prioritised_pc	dk	perregion	baseline_thickness	MAGMA	0.093411	0.090085	0.1499	101	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: ALZ / ALZ	dk	1lmm	global_slope	MAGMA	-0.0020376	0.0075594	0.78751	18260	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: ALZ_noAPOE / ALZ_noAPOE	dk	1lmm	global_slope	MAGMA	-0.00053806	0.0076885	0.94421	18177	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: ASD / ASD	dk	1lmm	global_slope	MAGMA	-0.01002	0.007669	0.19136	18210	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: EA / EA	dk	1lmm	global_slope	MAGMA	0.0047718	0.0066584	0.4736	18275	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: MDD_EUR / MDD_EUR	dk	1lmm	global_slope	MAGMA	-0.0043143	0.0061592	0.48365	18275	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: MDD_div / MDD_div	dk	1lmm	global_slope	MAGMA	-0.0069507	0.0061215	0.2562	18240	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: PGC3_EUR / PGC3_EUR	dk	1lmm	global_slope	MAGMA	0.0057984	0.0060798	0.34024	18270	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: PGC3_primary / PGC3_primary	dk	1lmm	global_slope	MAGMA	0.0056206	0.006003	0.34913	18261	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: SCZ25_EUR / SCZ25_EUR	dk	1lmm	global_slope	MAGMA	0.0065026	0.0060438	0.28198	18282	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: SCZ25_META / SCZ25_META	dk	1lmm	global_slope	MAGMA	0.0072052	0.0060656	0.2349	18282	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: SCZ25_METAnaive / SCZ25_METAnaive	dk	1lmm	global_slope	MAGMA	0.0043813	0.0061887	0.47898	18277	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: MDD sets / MDD_hc_expression	dk	1lmm	global_slope	MAGMA	0.050224	0.11894	0.33643	56	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: MDD sets / MDD_hc_finemap	dk	1lmm	global_slope	MAGMA	0.01436	0.07464	0.42372	160	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: MDD sets / MDD_hc_protein	dk	1lmm	global_slope	MAGMA	0.22149	0.26622	0.20272	10	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: MDD sets / MDD_highconf	dk	1lmm	global_slope	MAGMA	0.0031885	0.064024	0.48014	213	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: MDD sets / MDD_pool	dk	1lmm	global_slope	MAGMA	0.0049921	0.026524	0.42536	1881	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: MDD sets / MDD_pool_not_hc	dk	1lmm	global_slope	MAGMA	0.0048799	0.027791	0.43031	1668	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / PGC3_genesig	dk	1lmm	global_slope	MAGMA	-0.063046	0.050122	0.89577	704	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / PGC3_locus_pool	dk	1lmm	global_slope	MAGMA	0.022447	0.046984	0.31642	858	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ25_genesig	dk	1lmm	global_slope	MAGMA	-0.025749	0.044279	0.71955	777	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ25_genesig_new	dk	1lmm	global_slope	MAGMA	-0.012659	0.062471	0.58029	214	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ25_locus_pool	dk	1lmm	global_slope	MAGMA	0.025915	0.041745	0.26737	1103	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ25_locus_pool_new	dk	1lmm	global_slope	MAGMA	0.015835	0.062571	0.40011	302	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ_locus_pool	dk	1lmm	global_slope	MAGMA	0.13794	0.051779	0.0038647	455	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ_pool_not_prio	dk	1lmm	global_slope	MAGMA	0.16915	0.058112	0.0018051	354	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ_prio_finemap	dk	1lmm	global_slope	MAGMA	-0.0093454	0.1135	0.53281	61	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ_prio_rare	dk	1lmm	global_slope	MAGMA	0.77785	0.3847	0.021599	7	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ_prio_smr	dk	1lmm	global_slope	MAGMA	0.16029	0.13548	0.11839	44	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ_prioritised	dk	1lmm	global_slope	MAGMA	0.011123	0.090301	0.45098	101	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ_prioritised_pc	dk	1lmm	global_slope	MAGMA	0.011123	0.090301	0.45098	101	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: ALZ / ALZ	dk	perregion	global_slope	MAGMA	-0.0018576	0.0076001	0.80691	18254	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: ALZ_noAPOE / ALZ_noAPOE	dk	perregion	global_slope	MAGMA	0.00099179	0.0077297	0.89791	18171	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: ASD / ASD	dk	perregion	global_slope	MAGMA	-0.0087005	0.0077116	0.25924	18206	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: EA / EA	dk	perregion	global_slope	MAGMA	0.0007801	0.0066955	0.90725	18264	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: MDD_EUR / MDD_EUR	dk	perregion	global_slope	MAGMA	-0.0048607	0.0061937	0.4326	18263	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: MDD_div / MDD_div	dk	perregion	global_slope	MAGMA	-0.0068243	0.0061567	0.26769	18228	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: PGC3_EUR / PGC3_EUR	dk	perregion	global_slope	MAGMA	0.0053275	0.0061126	0.38346	18261	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: PGC3_primary / PGC3_primary	dk	perregion	global_slope	MAGMA	0.0063908	0.0060357	0.28969	18261	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: SCZ25_EUR / SCZ25_EUR	dk	perregion	global_slope	MAGMA	0.0076559	0.0060784	0.20787	18270	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: SCZ25_META / SCZ25_META	dk	perregion	global_slope	MAGMA	0.0074929	0.0061012	0.21943	18270	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA forward: SCZ25_METAnaive / SCZ25_METAnaive	dk	perregion	global_slope	MAGMA	0.0045033	0.0062238	0.46935	18270	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: MDD sets / MDD_hc_expression	dk	perregion	global_slope	MAGMA	0.011338	0.1196	0.46223	56	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: MDD sets / MDD_hc_finemap	dk	perregion	global_slope	MAGMA	-0.0063086	0.075049	0.53349	160	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: MDD sets / MDD_hc_protein	dk	perregion	global_slope	MAGMA	0.25095	0.26768	0.17426	10	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: MDD sets / MDD_highconf	dk	perregion	global_slope	MAGMA	-0.022591	0.064374	0.63718	213	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: MDD sets / MDD_pool	dk	perregion	global_slope	MAGMA	0.0085782	0.02667	0.37386	1881	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: MDD sets / MDD_pool_not_hc	dk	perregion	global_slope	MAGMA	0.013674	0.027944	0.3123	1668	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / PGC3_genesig	dk	perregion	global_slope	MAGMA	-0.079875	0.050395	0.9435	704	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / PGC3_locus_pool	dk	perregion	global_slope	MAGMA	0.052358	0.04724	0.13386	858	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ25_genesig	dk	perregion	global_slope	MAGMA	-0.047925	0.04452	0.85913	777	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ25_genesig_new	dk	perregion	global_slope	MAGMA	-0.015243	0.062813	0.59587	214	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ25_locus_pool	dk	perregion	global_slope	MAGMA	0.017435	0.041974	0.33894	1103	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ25_locus_pool_new	dk	perregion	global_slope	MAGMA	-0.04089	0.062913	0.74213	302	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ_locus_pool	dk	perregion	global_slope	MAGMA	0.14297	0.052062	0.0030187	455	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ_pool_not_prio	dk	perregion	global_slope	MAGMA	0.1724	0.05843	0.0015884	354	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ_prio_finemap	dk	perregion	global_slope	MAGMA	0.060572	0.11412	0.2978	61	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ_prio_rare	dk	perregion	global_slope	MAGMA	0.87228	0.38679	0.012069	7	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ_prio_smr	dk	perregion	global_slope	MAGMA	0.078554	0.13623	0.2821	44	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ_prioritised	dk	perregion	global_slope	MAGMA	0.018569	0.090796	0.41898	101	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
magma	MAGMA gene-set: SCZ sets / SCZ_prioritised_pc	dk	perregion	global_slope	MAGMA	0.018569	0.090796	0.41898	101	n = genes	work/results_70tab/magma_panel/table_magma_panel.tsv
ahba_h3	MAGMA gene-property (marginal): AHBA_C3	dk	perregion	baseline_thickness	MAGMA	0.053357	0.042587	0.2103	6917	n = genes	work/results_70tab/magma_ahba_pls_h3/table_h3.tsv
ahba_h3	MAGMA gene-property (marginal): thinning_Z_ds0	dk	perregion	baseline_thickness	MAGMA	0.0049425	0.0029354	0.092254	13765	n = genes	work/results_70tab/magma_ahba_pls_h3/table_h3.tsv
ahba_h3	MAGMA gene-property (marginal): thinning_Z_ds25	dk	perregion	baseline_thickness	MAGMA	0.0013918	0.0034242	0.68442	10325	n = genes	work/results_70tab/magma_ahba_pls_h3/table_h3.tsv
ahba_h3	MAGMA gene-property (marginal): thinning_Z_ds50	dk	perregion	baseline_thickness	MAGMA	0.0019441	0.004337	0.65398	6935	n = genes	work/results_70tab/magma_ahba_pls_h3/table_h3.tsv
ahba_h3	MAGMA gene-property (marginal): AHBA_C3	dk	perregion	global_slope	MAGMA	-0.016408	0.042321	0.69826	6917	n = genes	work/results_70tab/magma_ahba_pls_h3/table_h3.tsv
ahba_h3	MAGMA gene-property (marginal): thinning_Z_ds0	dk	perregion	global_slope	MAGMA	-0.00061073	0.0029594	0.83651	13765	n = genes	work/results_70tab/magma_ahba_pls_h3/table_h3.tsv
ahba_h3	MAGMA gene-property (marginal): thinning_Z_ds25	dk	perregion	global_slope	MAGMA	0.0032216	0.003449	0.35028	10325	n = genes	work/results_70tab/magma_ahba_pls_h3/table_h3.tsv
ahba_h3	MAGMA gene-property (marginal): thinning_Z_ds50	dk	perregion	global_slope	MAGMA	0.0052084	0.0043002	0.22587	6935	n = genes	work/results_70tab/magma_ahba_pls_h3/table_h3.tsv
ahba_h3	MAGMA gene-property (marginal): AHBA_C3	dk	perregion	slope_PC1	MAGMA	0.054657	0.042167	0.19495	6917	n = genes	work/results_70tab/magma_ahba_pls_h3/table_h3.tsv
ahba_h3	MAGMA gene-property (marginal): thinning_Z_ds0	dk	perregion	slope_PC1	MAGMA	0.0003815	0.0029087	0.89565	13765	n = genes	work/results_70tab/magma_ahba_pls_h3/table_h3.tsv
ahba_h3	MAGMA gene-property (marginal): thinning_Z_ds25	dk	perregion	slope_PC1	MAGMA	0.0013708	0.0033861	0.68561	10325	n = genes	work/results_70tab/magma_ahba_pls_h3/table_h3.tsv
ahba_h3	MAGMA gene-property (marginal): thinning_Z_ds50	dk	perregion	slope_PC1	MAGMA	0.0038678	0.004269	0.36496	6935	n = genes	work/results_70tab/magma_ahba_pls_h3/table_h3.tsv
ahba_h3	MAGMA gene-property (marginal): AHBA_C3	dk	perregion	slope_PC2	MAGMA	-0.028936	0.042383	0.49481	6917	n = genes	work/results_70tab/magma_ahba_pls_h3/table_h3.tsv
ahba_h3	MAGMA gene-property (marginal): thinning_Z_ds0	dk	perregion	slope_PC2	MAGMA	-0.0033821	0.0029247	0.24754	13765	n = genes	work/results_70tab/magma_ahba_pls_h3/table_h3.tsv
ahba_h3	MAGMA gene-property (marginal): thinning_Z_ds25	dk	perregion	slope_PC2	MAGMA	-0.0014566	0.003407	0.66901	10325	n = genes	work/results_70tab/magma_ahba_pls_h3/table_h3.tsv
ahba_h3	MAGMA gene-property (marginal): thinning_Z_ds50	dk	perregion	slope_PC2	MAGMA	-0.003187	0.0043003	0.45866	6935	n = genes	work/results_70tab/magma_ahba_pls_h3/table_h3.tsv
ahba_h3	MAGMA gene-property (marginal): AHBA_C3	dk	perregion	slope_PC3	MAGMA	0.0067559	0.04135	0.87022	6917	n = genes	work/results_70tab/magma_ahba_pls_h3/table_h3.tsv
ahba_h3	MAGMA gene-property (marginal): thinning_Z_ds0	dk	perregion	slope_PC3	MAGMA	-0.0029575	0.0028975	0.30741	13765	n = genes	work/results_70tab/magma_ahba_pls_h3/table_h3.tsv
ahba_h3	MAGMA gene-property (marginal): thinning_Z_ds25	dk	perregion	slope_PC3	MAGMA	-0.0049079	0.0033566	0.14374	10325	n = genes	work/results_70tab/magma_ahba_pls_h3/table_h3.tsv
ahba_h3	MAGMA gene-property (marginal): thinning_Z_ds50	dk	perregion	slope_PC3	MAGMA	-0.0031519	0.0042021	0.45324	6935	n = genes	work/results_70tab/magma_ahba_pls_h3/table_h3.tsv
ahba_h3	MAGMA gene-property (condC3): AHBA_C3	dk	perregion	baseline_thickness	MAGMA	0.078167	0.063104	0.2155	6917	n = genes	work/results_70tab/magma_ahba_pls_h3/table_h3.tsv
ahba_h3	MAGMA gene-property (condC3): thinning_Z_ds0	dk	perregion	baseline_thickness	MAGMA	-0.003306	0.0062046	0.59417	6917	n = genes	work/results_70tab/magma_ahba_pls_h3/table_h3.tsv
ahba_h3	MAGMA gene-property (condC3): AHBA_C3	dk	perregion	baseline_thickness	MAGMA	0.083536	0.064915	0.1982	6829	n = genes	work/results_70tab/magma_ahba_pls_h3/table_h3.tsv
ahba_h3	MAGMA gene-property (condC3): thinning_Z_ds25	dk	perregion	baseline_thickness	MAGMA	-0.0038768	0.00647	0.54907	6829	n = genes	work/results_70tab/magma_ahba_pls_h3/table_h3.tsv
ahba_h3	MAGMA gene-property (condC3): AHBA_C3	dk	perregion	baseline_thickness	MAGMA	0.095308	0.072465	0.18849	6055	n = genes	work/results_70tab/magma_ahba_pls_h3/table_h3.tsv
ahba_h3	MAGMA gene-property (condC3): thinning_Z_ds50	dk	perregion	baseline_thickness	MAGMA	-0.0024464	0.0071954	0.73387	6055	n = genes	work/results_70tab/magma_ahba_pls_h3/table_h3.tsv
ahba_h3	MAGMA gene-property (condC3): AHBA_C3	dk	perregion	global_slope	MAGMA	-0.099716	0.062694	0.11177	6917	n = genes	work/results_70tab/magma_ahba_pls_h3/table_h3.tsv
ahba_h3	MAGMA gene-property (condC3): thinning_Z_ds0	dk	perregion	global_slope	MAGMA	0.011101	0.0061643	0.07178	6917	n = genes	work/results_70tab/magma_ahba_pls_h3/table_h3.tsv
