GENE	thinning_Z_ds0	thinning_Z_ds25	thinning_Z_ds50	AHBA_C3
8646	2.2615	2.695	3.1473	0.204926
9853	2.5265	2.6945	NA	NA
1636	2.628	2.6852	2.7428	NA
339559	2.8597	2.6828	2.5201	0.00439183
7771	2.7557	2.6821	NA	NA
23138	2.6712	2.6812	NA	NA
57325	2.9173	2.6791	NA	NA
143425	2.8365	2.6761	2.5242	-0.186581
80818	2.8298	2.672	2.557	0.321617
4076	2.9307	2.6701	2.3542	NA
23217	2.6963	2.67	2.6514	NA
134266	2.3591	2.6697	3.0693	0.214479
90957	2.5795	2.669	2.7846	NA
55311	2.5422	2.6677	2.8172	NA
8567	2.7627	2.6662	NA	NA
79948	2.7308	2.6659	2.6683	0.0644268
203197	2.4875	2.6654	2.8387	0.490005
729264	2.6777	2.665	2.6602	0.372561
26046	2.5576	2.664	2.7975	0.203136
84866	2.5798	2.6639	2.7461	NA
5524	2.8534	2.6636	NA	NA
2870	2.7923	2.6608	NA	NA
387849	2.5187	2.6603	NA	NA
340252	2.8127	2.6597	2.5053	-0.112142
11137	2.9796	2.6595	2.283	0.109567
79623	2.8545	2.659	2.4363	0.290466
342909	2.5054	2.6586	2.8827	0.152398
79269	2.5137	2.6581	2.8432	NA
9896	2.8169	2.6576	2.5236	NA
284306	2.3831	2.6573	2.896	0.267176
84079	2.6646	2.6566	2.653	0.146572
8706	2.7538	2.6564	2.6192	0.128768
57583	2.8042	2.6561	2.5042	0.29444
134111	2.3156	2.655	3.0808	0.321872
22808	2.8592	2.6534	2.461	0.229907
9315	2.3027	2.653	3.0731	0.0742988
51693	3.0331	2.6508	2.1709	0.0836834
10458	2.815	2.6505	2.5014	0.209788
8907	2.7776	2.6481	NA	NA
51290	2.8092	2.6477	2.4482	NA
23504	2.7296	2.6474	2.6362	0.287259
7137	2.9226	2.6445	2.3597	0.23513
2242	2.439	2.6435	2.904	0.401269
57552	2.3941	2.6376	2.9329	0.322186
1152	2.6099	2.6353	2.6646	NA
490	2.4355	2.6321	2.8538	0.477211
1953	2.5334	2.6311	2.7156	0.0172423
10901	2.9546	2.63	2.2694	0.176037
6732	2.3566	2.6272	2.94	0.313193
80742	2.613	2.627	2.6581	NA
90134	2.8842	2.6267	2.3379	0.10485
54938	2.628	2.6265	NA	NA
53635	2.6285	2.6237	2.6144	0.289479
22911	2.7708	2.6234	NA	NA
84892	2.7774	2.6219	NA	0.312343
8396	2.6981	2.6212	2.5743	0.401506
222553	2.6389	2.6206	2.5989	0.0819435
83660	2.7249	2.6199	2.5662	0.469853
6854	2.7257	2.6176	2.5617	0.201504
1595	2.7408	2.6149	2.474	-0.0668918
83874	2.7246	2.6143	2.5678	0.0498926
54822	2.4662	2.6128	NA	0.0750418
6588	2.7601	2.6125	2.4221	-0.0665697
81559	2.6149	2.609	2.6102	0.3114
8605	2.6821	2.6076	NA	NA
23219	2.5566	2.6071	2.6638	NA
64411	2.4858	2.6062	2.7134	0.423051
5602	2.3805	2.606	2.8963	0.344676
51527	2.9166	2.6054	2.2211	0.0540284
2897	2.7269	2.6051	2.515	0.278971
81848	2.6573	2.6001	2.567	0.0860575
7349	2.4329	2.5992	2.777	NA
55860	2.9898	2.5987	2.1591	0.110479
25804	2.8782	2.5955	2.2592	0.139668
64778	2.6013	2.5945	2.6032	0.305562
6752	2.8298	2.5943	2.3261	0.126837
2049	2.6147	2.5941	2.5568	0.045423
2785	2.7665	2.5933	NA	NA
54471	2.835	2.593	2.3152	NA
26468	2.6892	2.5926	2.5166	-0.0128587
55818	2.6257	2.5911	NA	NA
10369	2.3949	2.591	2.8411	0.342004
23438	2.7539	2.5901	NA	NA
22874	2.3086	2.5894	2.8633	0.218054
220107	2.7056	2.5871	2.5123	NA
199745	2.6984	2.5865	2.4886	0.0900623
11143	2.6957	2.5821	NA	NA
23105	2.3437	2.582	2.8536	0.500784
57605	2.7277	2.5789	2.4536	0.293864
1946	2.3158	2.5756	2.9029	0.110165
9025	2.6074	2.5748	NA	NA
642968	2.6891	2.5734	NA	NA
3093	2.5257	2.5732	NA	NA
8767	2.7138	2.5731	2.4534	0.0785078
389073	2.688	2.5725	2.5171	0.238974
10038	2.5235	2.5696	2.5949	0.374924
91663	2.7708	2.5679	2.3265	0.0106332
11000	2.7227	2.5655	2.3964	0.382301
6749	2.5728	2.5644	NA	NA
27079	2.2283	2.5632	2.9407	0.318906
5796	2.5719	2.5625	2.5463	0.0720449
2648	2.4064	2.5613	2.6785	0.22845
84324	2.8421	2.5612	2.2509	0.0432227
114757	2.7098	2.5577	2.3899	0.435501
9929	2.4327	2.5574	2.7028	NA
3927	2.6734	2.557	NA	NA
11264	2.7399	2.557	2.3723	0.0419364
93986	2.4192	2.5567	2.6665	0.493507
11159	2.371	2.5558	2.7467	0.301548
10514	2.3047	2.5547	2.8168	0.36568
27123	2.5728	2.5544	2.5305	0.287328
25998	2.5471	2.5542	2.5664	NA
84340	2.8627	2.5518	NA	NA
3326	2.7961	2.5516	2.2596	0.163853
6833	2.0969	2.5476	3.0434	0.163867
10302	2.8493	2.5468	2.2253	0.38011
11236	2.7192	2.5461	2.366	NA
1856	2.3443	2.5457	2.6856	-0.0307039
349136	2.6387	2.5456	2.5054	0.130411
9223	2.5231	2.5454	2.5635	NA
10439	2.5576	2.5434	2.5201	0.402066
60509	2.7526	2.5427	NA	NA
114882	2.6628	2.5426	2.4576	NA
51409	2.6684	2.5425	2.389	NA
23786	2.5965	2.5411	2.4819	0.0662072
5955	2.6391	2.5408	2.466	0.0917708
84221	2.6286	2.538	2.5118	0.248887
4900	2.4932	2.5376	2.5664	0.423101
4361	2.5861	2.5326	NA	NA
55813	2.5827	2.5325	NA	NA
552889	2.5347	2.5323	NA	NA
4760	2.5649	2.5311	2.5003	0.453463
51232	2.6425	2.5303	2.4413	0.00539895
64112	2.4588	2.5295	NA	NA
1951	2.41	2.5287	2.6157	0.486188
7158	2.6279	2.5281	2.4726	0.190488
79594	2.5916	2.5248	NA	0.233606
5101	2.5507	2.5232	NA	NA
51397	2.6728	2.5231	NA	NA
60412	2.8835	2.5226	2.0918	0.148824
149473	2.6175	2.5207	2.4734	0.270528
318	2.7811	2.5192	2.2549	0.19743
2170	2.7981	2.519	2.1935	0.215723
57484	2.6222	2.5186	2.4519	0.11733
127943	2.4805	2.5183	NA	NA
64786	2.5412	2.5155	NA	0.0495719
5368	2.5632	2.5135	2.4628	0.162429
414918	2.6366	2.5118	2.4063	0.15344
64754	2.7161	2.5113	2.2663	0.184808
64901	2.2476	2.5107	2.7143	0.139359
6328	2.6094	2.5059	2.4282	0.223361
5569	2.575	2.5058	2.5476	0.112894
7464	2.4177	2.5028	2.6181	0.117293
55222	2.4862	2.5022	2.5298	0.37041
9477	2.3944	2.5022	NA	NA
770	2.7394	2.5021	2.2633	0.347668
219539	2.3491	2.5012	2.5998	0.336565
80319	2.5742	2.4994	2.4633	0.124218
5936	2.5405	2.4985	2.4478	0.0993792
57045	2.6033	2.4979	NA	NA
55140	2.5261	2.4966	2.4602	0.223115
51111	2.2949	2.4953	2.6308	0.170369
23660	2.5698	2.4948	NA	NA
5700	2.6553	2.4945	2.3118	0.213634
162239	2.5521	2.4943	NA	NA
152926	2.6204	2.4942	NA	NA
26517	2.788	2.4932	2.163	0.0431128
6666	2.4725	2.4921	NA	NA
90673	2.3259	2.4917	2.7171	0.042987
4606	2.5701	2.4911	2.4067	0.136646
90441	2.6386	2.4886	NA	NA
401548	2.4841	2.4883	NA	NA
56955	2.7004	2.486	2.2176	0.21385
4723	2.521	2.4847	NA	NA
400073	2.6154	2.4843	2.3264	-0.23103
64283	2.729	2.484	2.1927	-0.0168196
25979	2.6274	2.4819	2.2872	0.387784
6277	2.5845	2.4789	2.3469	-0.054469
654429	2.439	2.4787	NA	NA
23352	2.6312	2.4783	NA	NA
55176	2.6408	2.4769	2.3043	-0.0207722
2650	2.663	2.4748	2.2574	-0.0186964
1814	2.6489	2.474	NA	0.369371
80153	2.5934	2.4739	2.3352	0.185403
23268	2.2875	2.4735	NA	NA
26519	2.9469	2.473	1.9731	0.170764
79815	2.0647	2.4707	2.9778	0.311008
79412	2.6836	2.4699	2.2343	0.182687
55153	2.612	2.4681	NA	NA
219557	2.4603	2.4666	2.4677	0.0270973
83854	2.6864	2.4639	2.2192	NA
2224	2.7096	2.4622	2.166	0.0488985
220202	2.5501	2.4621	2.452	0.164101
321	2.3745	2.4609	NA	NA
10623	2.7506	2.4602	NA	0.230857
78987	2.3303	2.46	2.5944	NA
9462	2.4669	2.4577	2.4392	0.454456
55703	2.5208	2.4576	NA	0.356621
11070	2.4692	2.4576	NA	NA
54039	2.6277	2.4576	2.2517	-0.0648854
23508	2.4859	2.4574	NA	0.15568
8508	2.7103	2.4568	2.1372	0.174175
7056	2.6316	2.4562	2.246	-0.123163
4240	2.5022	2.456	2.4263	0.235034
203068	2.7058	2.4559	2.145	0.126185
55800	2.5373	2.4553	2.435	0.198297
22974	2.612	2.4535	NA	0.334809
23613	2.2504	2.4533	2.6691	0.297689
57512	2.2986	2.4532	2.6484	0.237485
151987	2.4317	2.4518	2.4766	0.296093
3355	1.953	2.4509	3.0336	0.184465
9706	2.4915	2.4507	NA	NA
5031	2.6988	2.4507	2.1901	0.220903
5526	2.3415	2.4495	2.5982	NA
58492	2.2891	2.4495	2.579	0.23866
56479	2.3625	2.4484	2.5559	0.218232
3398	2.5341	2.4463	2.3542	0.26222
26515	2.599	2.4461	NA	NA
9956	2.5196	2.4446	2.3495	0.197003
146664	2.4584	2.4424	2.4293	0.664872
57578	2.2568	2.4412	2.5789	NA
2932	2.2617	2.438	2.6813	0.334061
84969	2.2842	2.4369	2.6459	0.192315
79007	2.4826	2.4366	2.3715	0.396246
219333	2.666	2.4358	2.1788	0.00546334
143686	2.6256	2.4336	2.2653	0.301103
59285	2.4962	2.4325	2.3745	0.498598
339488	2.3926	2.4324	2.4671	NA
391192	2.2779	2.4296	2.6082	0.242545
23363	2.3393	2.4293	2.4933	0.0812427
2977	2.3886	2.4289	2.484	0.0965358
1545	2.5431	2.4273	2.3342	0.373656
7155	2.4196	2.4247	NA	NA
55138	2.2652	2.4234	NA	NA
25927	2.5095	2.423	2.3741	0.26984
57192	2.3906	2.4216	2.4519	NA
26010	2.4628	2.4209	2.3983	0.523177
8111	2.6953	2.4207	2.1019	-0.0694832
114900	2.4332	2.4204	2.4052	NA
85364	2.3575	2.4203	2.4696	0.273979
10908	2.5604	2.4173	NA	NA
129025	2.3583	2.4162	NA	NA
1029	2.3943	2.4152	2.4593	0.273971
56910	2.6321	2.415	2.2055	NA
10637	2.3822	2.4123	NA	0.397962
5664	2.5397	2.4115	NA	0.185717
10493	2.5768	2.4092	2.2317	-0.13651
54981	2.3111	2.4089	NA	NA
8660	2.4865	2.4085	2.3103	0.319395
5570	2.5766	2.4058	2.2496	0.351899
55022	2.5682	2.4051	2.2332	0.106421
80759	2.4734	2.4044	2.3154	NA
7186	2.343	2.404	NA	NA
84437	2.4464	2.4035	NA	0.17426
64792	2.5938	2.4024	2.13	0.128484
100188893	2.6822	2.3978	2.1093	0.147421
23161	2.5043	2.3973	2.3265	-0.0676511
338761	2.5556	2.3945	2.204	NA
9513	2.4539	2.3942	NA	NA
26994	2.5238	2.3936	2.2975	0.313453
81573	2.4059	2.3935	NA	NA
374887	2.7526	2.3923	1.9504	0.297473
5695	2.8317	2.3911	1.8934	0.124525
9711	2.5039	2.3867	2.2987	0.19657
220164	2.4829	2.3862	2.294	0.0433076
84894	2.5154	2.3857	2.272	0.315123
4050	2.144	2.3846	2.6882	0.220978
57515	2.5664	2.3836	2.1635	0.101936
388662	2.3436	2.3829	2.3756	0.0725092
6820	2.3605	2.3823	NA	NA
7071	2.5615	2.3817	2.1963	0.371206
7342	2.2726	2.3803	2.4511	0.451385
84261	2.52	2.3769	2.228	0.23957
27346	2.5383	2.3759	2.2276	0.387279
54972	2.4997	2.3751	2.2881	0.316581
55521	2.5149	2.3741	2.1805	-0.0354851
23576	2.6144	2.3728	2.0615	0.0450451
1974	2.0999	2.3727	2.6978	0.123353
23414	2.2835	2.3711	2.4985	0.0418175
793	2.475	2.3706	2.3046	0.284295
5097	2.4649	2.3693	NA	NA
3676	2.3945	2.3684	NA	NA
1960	2.5196	2.3669	2.202	0.613573
390616	1.9402	2.3664	2.9177	0.192013
51249	2.213	2.3661	NA	NA
149041	2.2878	2.366	NA	NA
314	2.3567	2.3659	NA	NA
1050	2.4611	2.3655	2.3226	0.136761
84179	2.4206	2.3624	2.2925	0.162062
6422	2.4764	2.3611	2.2599	0.0702248
83744	2.2775	2.3608	NA	NA
255631	2.4617	2.3583	2.229	0.255507
339965	2.4688	2.3563	NA	0.178575
5261	2.2225	2.3561	2.5138	0.245602
22948	2.6476	2.3561	2.0144	-0.0166705
51067	2.462	2.3556	NA	NA
29925	2.4372	2.3555	2.2498	NA
84792	2.4782	2.3554	NA	NA
51665	2.5035	2.3546	2.1554	-0.0943964
160897	2.0252	2.3535	2.6654	0.236826
54165	2.2618	2.3529	2.4712	0.227904
121457	2.5761	2.3522	2.1348	0.234936
1847	2.1842	2.3512	NA	NA
7277	2.5577	2.3496	2.1255	0.116011
23338	2.4883	2.3488	2.211	-0.0386366
55116	2.3238	2.3478	2.369	0.272049
79446	2.4796	2.3473	2.2212	0.322695
51109	2.4937	2.3468	2.1577	0.0857326
905	2.2091	2.3467	2.4955	NA
22881	2.422	2.3465	2.3371	0.0365135
4086	2.4589	2.3447	2.2567	0.138735
10739	2.1255	2.3433	2.6318	0.290173
51264	2.3037	2.3425	2.4063	0.147865
23255	1.9755	2.3421	2.8359	0.231408
84215	2.3138	2.3419	2.3598	0.464333
203859	2.2963	2.3396	2.3989	0.389102
22853	1.9455	2.3392	2.5343	0.1786
1072	2.5296	2.3378	NA	NA
84457	2.3567	2.3376	2.3212	0.440139
25834	2.2998	2.3371	2.3732	-0.268283
58477	2.3636	2.3366	NA	NA
6996	2.1053	2.3332	2.5219	0.183712
10494	2.5051	2.3325	2.139	0.161967
57213	2.4397	2.332	NA	NA
3889	2.428	2.3312	2.2358	0.309809
27077	2.5023	2.3295	2.1804	0.16463
3658	2.2831	2.3291	2.324	NA
51451	2.5562	2.3281	2.0753	0.327703
4738	2.5692	2.3271	NA	NA
4885	2.5814	2.3269	2.0644	0.50504
3956	2.3631	2.3264	2.2835	0.147243
64847	2.5127	2.3261	2.108	-0.028782
2916	2.4572	2.3251	2.2075	NA
259236	2.5102	2.3243	2.1456	NA
7709	2.3513	2.323	NA	NA
4673	2.2399	2.321	2.4278	0.246848
6257	2.2418	2.3181	NA	NA
219541	2.4547	2.3178	NA	NA
10591	2.568	2.3164	2.0769	0.0803466
51692	2.3083	2.3164	NA	NA
120227	2.4429	2.3155	NA	NA
4234	2.5481	2.315	2.0641	0.120363
81532	2.2153	2.3144	2.4385	0.113352
2848	2.4463	2.3142	2.1768	0.190084
8453	2.4695	2.3142	2.1358	NA
127495	2.4275	2.3138	NA	0.21812
9172	2.3924	2.3134	2.2083	0.203422
254359	2.5167	2.3129	2.1045	0.170164
1819	2.4634	2.3123	2.1597	NA
11212	2.5079	2.3122	2.1225	0.181909
5468	2.4172	2.3112	2.1706	0.14407
144193	2.3268	2.3082	2.2866	0.0046631
3831	2.5073	2.3081	2.0889	NA
100506581	2.5865	2.3045	1.9799	0.20355
631	2.4628	2.3039	2.1779	0.316987
51363	2.45	2.3027	2.14	0.0395477
3587	2.5097	2.3012	2.0117	-0.0992808
22999	2.3887	2.3007	2.2362	0.396618
242	2.2616	2.2995	NA	NA
55966	2.3296	2.2982	2.2733	0.153687
163049	2.1359	2.2982	NA	NA
6138	2.0871	2.2963	2.5282	0.195946
9938	2.3137	2.2942	2.2677	-0.036309
4836	2.4443	2.2937	2.1618	0.105848
22875	2.3501	2.2927	2.2271	-0.197676
23158	2.2934	2.2911	NA	0.515358
29980	2.3593	2.291	NA	-0.0319912
729515	2.4698	2.2901	2.0998	0.309194
7357	1.917	2.2895	2.6645	0.148383
55210	2.449	2.2892	NA	NA
80006	2.3873	2.2856	NA	NA
2979	2.3111	2.2854	2.2325	NA
23262	2.207	2.2853	2.3868	0.0912437
3892	2.4575	2.2849	NA	-0.0127359
9061	2.4077	2.284	2.1644	NA
8650	2.247	2.2831	NA	0.198085
6498	2.2666	2.2828	NA	NA
79872	2.3614	2.2799	NA	NA
136051	2.1042	2.2789	2.4219	0.440071
5727	2.3622	2.2772	2.2296	0.0290377
374378	2.3727	2.2772	2.2202	0.348945
84769	2.451	2.277	2.105	0.246111
1780	2.4401	2.2755	2.0816	0.175637
129049	2.3527	2.2749	2.2123	0.00503588
112937	2.0693	2.2742	2.5243	0.135026
1840	2.3978	2.274	2.1926	0.176877
84922	2.1547	2.2736	2.4417	0.193231
3764	2.2926	2.2725	2.2467	-0.00760154
343263	2.1631	2.2721	2.3996	0.277686
2161	2.3692	2.2721	2.2301	0.294912
153768	2.1853	2.272	2.3367	0.155102
7295	2.7051	2.2719	1.6018	0.119565
140612	2.4994	2.2718	NA	0.197046
9369	2.2676	2.2708	2.2797	NA
1491	2.4622	2.2698	2.0382	-0.00843804
64432	2.5281	2.2695	1.9739	NA
84910	2.3138	2.2691	2.2368	NA
56133	2.2755	2.2677	2.2963	0.0447781
79692	2.1938	2.2668	2.3304	0.265306
1802	2.4301	2.266	NA	NA
1627	2.3385	2.2644	NA	NA
92285	2.2326	2.2626	NA	NA
55422	2.2875	2.2626	2.2329	0.192718
3638	2.3237	2.2617	2.1754	-0.0911254
2068	2.3983	2.2601	2.1496	0.0942982
347688	2.5515	2.2572	1.9006	0.111996
22826	2.518	2.2564	1.9635	0.126789
122402	2.5304	2.2557	1.9447	0.0597743
9158	2.2826	2.2544	NA	NA
9637	2.4621	2.254	2.0148	0.236658
23387	2.0881	2.2519	NA	NA
23118	2.3458	2.2512	2.1997	0.106278
388284	2.2376	2.248	NA	NA
389668	2.1572	2.2462	2.3785	0.307987
55207	2.2704	2.2441	2.2004	NA
26153	2.3124	2.244	2.1535	-0.046133
10574	2.4148	2.2437	2.0428	NA
57030	2.4038	2.2424	2.0907	0.329271
84315	2.4035	2.2421	NA	NA
23017	2.3135	2.2414	2.1447	NA
5495	2.0248	2.241	2.4535	0.250915
79668	2.3145	2.2407	2.192	0.196837
83758	2.2292	2.2381	2.2444	NA
4189	2.279	2.2365	2.1753	0.219677
56904	2.4929	2.2338	1.9393	0.214371
2560	2.323	2.2334	2.206	0.142085
9610	2.3577	2.2329	2.1301	0.23701
57093	2.2856	2.2312	NA	NA
10062	2.4808	2.231	1.9596	0.192247
1725	2.2378	2.2302	NA	NA
23246	2.4036	2.2284	2.0577	NA
23583	2.3481	2.2282	NA	0.1783
23179	2.3555	2.2272	NA	NA
10260	2.1105	2.2259	2.2938	0.362386
2918	2.3395	2.2252	2.1491	0.392374
442319	2.3667	2.2248	2.0984	0.0092587
7087	2.3453	2.2247	2.1482	0.176041
51552	2.2218	2.2243	NA	NA
4238	1.8477	2.2242	2.6629	0.183713
7316	2.3734	2.2227	NA	NA
55929	2.2375	2.222	NA	NA
7884	2.4648	2.2217	NA	0.224961
57407	2.3341	2.221	2.1052	NA
10989	2.313	2.221	2.1029	NA
23283	2.0828	2.2191	2.3935	0.0292284
54715	2.028	2.2189	2.4232	0.528393
65056	2.132	2.2181	2.2785	NA
163702	1.6424	2.217	2.7707	0.110722
3640	2.1944	2.2121	NA	NA
55620	2.2499	2.212	NA	NA
391190	1.8936	2.2115	2.5615	0.200943
60673	2.2823	2.2096	NA	NA
388730	2.0143	2.2082	2.461	0.192887
3881	2.2135	2.2069	2.197	-0.255118
25803	2.1974	2.2042	2.2117	0.310013
282679	2.2357	2.2039	NA	NA
664	2.2337	2.2025	2.1695	0.152242
51101	2.2832	2.2012	2.1093	-0.0835408
134637	2.2113	2.2005	NA	NA
9472	2.1975	2.1996	2.2193	NA
196528	1.8503	2.1984	2.6325	0.0418654
782	2.2258	2.1969	2.1659	NA
134265	2.0898	2.1961	2.3108	0.147837
79696	2.3608	2.1951	NA	NA
8526	2.163	2.1943	NA	NA
5119	2.3045	2.1942	2.1153	0.0842319
64417	2.0369	2.1938	NA	NA
57214	1.9805	2.193	2.3833	0.248441
101	1.9733	2.1892	2.3623	0.138386
51706	2.4609	2.1889	1.8455	-0.161731
8078	2.344	2.1888	2.0088	NA
6540	2.1336	2.1888	2.2624	-0.023489
64374	2.4385	2.1887	1.9102	-0.0591501
57463	2.0985	2.1883	NA	NA
3177	2.0613	2.1869	2.3434	NA
148867	2.0429	2.1867	2.2952	NA
157285	1.9793	2.1857	2.3964	0.394408
283554	2.0895	2.1842	2.2573	0.464089
26063	2.2919	2.1836	2.0855	0.430391
112609	2.2285	2.1828	2.1372	0.0255996
114987	2.2898	2.1813	2.082	0.120616
57182	2.2654	2.1804	2.1293	0.113883
51606	2.5007	2.1801	1.8289	0.108557
57717	2.0186	2.1791	2.3775	0.00268729
55187	2.2253	2.177	2.1138	0.181352
59283	2.0768	2.1768	2.3057	0.305307
2517	2.3594	2.1749	1.9933	0.129645
5132	2.0325	2.1748	2.322	NA
147968	2.263	2.1736	2.1202	0.372184
57611	2.3531	2.1731	1.9951	NA
22936	2.0933	2.1712	2.2481	0.24539
65062	1.9158	2.1709	2.5101	0.122978
55069	2.3432	2.1708	NA	NA
91746	1.9241	2.1691	2.466	0.25367
63917	2.3712	2.169	NA	0.205106
10307	2.1488	2.1667	NA	NA
7072	2.0118	2.164	2.24	-0.00733172
5190	2.032	2.1639	2.3154	0.164889
153	2.0146	2.1635	2.2789	0.379999
81034	2.0254	2.1623	2.3357	0.093665
249	2.3405	2.1621	1.9758	0.313377
226	2.3142	2.1616	NA	NA
83787	2.2666	2.1615	2.0808	0.0568014
54529	2.0502	2.1597	NA	0.224391
7743	2.0858	2.1582	2.2519	0.174236
115265	2.3192	2.1578	NA	0.157859
10888	2.3181	2.1573	2.0042	0.184452
90874	2.126	2.1573	2.1763	0.453054
340351	1.9611	2.1564	2.3399	NA
1116	2.1979	2.1554	2.1322	0.458572
8539	1.9669	2.1552	2.3326	0.30293
56913	2.2731	2.1546	NA	-0.338612
8906	2.1002	2.1546	2.1888	0.258331
79012	2.2485	2.1544	2.0945	0.373332
51594	2.3491	2.1534	1.927	0.2561
4232	2.3079	2.1517	2.0291	0.331263
6309	2.2829	2.1511	1.9881	0.220853
23163	2.1416	2.1491	NA	NA
1514	2.1248	2.1488	2.1928	0.0383692
55630	2.3363	2.1471	1.9694	0.485779
118813	1.8861	2.1468	2.3802	0.175223
11023	2.1828	2.1448	NA	-0.00463352
10846	1.9228	2.1439	2.3621	-0.0239482
64062	2.1867	2.1435	NA	0.200133
8412	2.2836	2.1433	2.0421	0.422039
23036	2.0051	2.1427	2.231	0.189363
79177	2.1148	2.1408	2.1791	0.241905
54535	2.1846	2.1401	NA	NA
2786	2.2728	2.1397	2.0346	-0.0365802
205327	2.2937	2.1393	1.9536	0.131334
729475	2.0578	2.1392	NA	NA
11171	2.3938	2.1388	1.8499	0.351326
1479	2.2169	2.1383	2.0692	0.325919
55168	2.2681	2.1379	NA	NA
64777	2.2726	2.1359	NA	NA
9647	2.2303	2.133	NA	NA
23287	2.2471	2.1322	NA	NA
3796	2.2851	2.1312	1.9743	-0.0567224
55500	2.2135	2.1296	NA	0.179544
28988	2.328	2.1296	1.8936	NA
3939	2.2724	2.1291	1.9622	0.0721933
10269	2.1749	2.1289	2.0777	-0.0503488
23582	2.1446	2.1281	NA	NA
7507	2.2904	2.1264	NA	-0.233526
6307	2.3161	2.1253	1.9303	0.0289428
9747	2.1635	2.1249	NA	NA
6838	2.2738	2.1243	NA	NA
134429	2.1659	2.1236	2.0688	0.420637
79161	2.1718	2.1222	2.059	0.400913
377677	2.0244	2.1218	2.2496	0.0756796
201514	2.0475	2.1204	2.2098	0.268976
115908	1.9954	2.1188	NA	NA
819	2.2453	2.1186	2.0184	0.080712
9167	2.3054	2.1159	NA	NA
6615	2.0115	2.1138	2.2152	NA
6866	2.2225	2.1136	2.0158	0.307153
39	2.2678	2.1135	1.9316	0.138622
87	2.177	2.113	2.0511	0.502475
60493	2.0012	2.1128	2.2532	0.209236
8720	2.0867	2.1123	NA	NA
169792	2.2288	2.112	2.0394	0.375456
8786	2.0731	2.1113	NA	NA
8192	2.3224	2.1112	1.9051	0.0247391
1124	1.9921	2.1112	2.2516	0.00360637
11278	1.9133	2.1098	2.3547	0.177664
4084	1.983	2.1093	2.1764	0.313636
5814	2.0001	2.1066	2.1892	0.361599
221785	2.0528	2.104	NA	NA
2331	2.2296	2.104	1.9706	0.0518273
115548	1.9457	2.1036	2.2034	0.0775931
7433	1.9195	2.1029	2.2882	NA
26015	2.1628	2.1008	NA	NA
635	2.2912	2.0972	1.8852	NA
79230	1.7094	2.0953	2.41	0.0893584
25960	1.9424	2.0946	2.2671	0.178269
57573	2.2026	2.0928	NA	NA
126272	2.1882	2.092	2.0015	0.241978
151531	2.2394	2.0914	1.968	0.239522
8326	2.3413	2.0913	1.8355	0.130242
1854	1.9533	2.0896	2.1886	0.062413
63943	2.1555	2.0872	NA	NA
92597	2.2461	2.0869	1.9526	0.245234
26575	2.2397	2.0858	1.9528	0.334305
253260	1.6615	2.0855	2.6043	-0.0825744
84627	2.2933	2.0851	1.8933	0.0294027
92715	1.8509	2.0843	2.2934	-0.0226955
10469	2.0877	2.084	NA	NA
256227	2.0953	2.0838	NA	NA
6924	2.2121	2.0814	1.9381	0.140639
11216	2.0087	2.0813	2.151	0.379003
57659	2.0067	2.0808	NA	NA
374875	2.2789	2.0784	1.8651	0.2286
56128	1.9368	2.0775	2.2029	NA
11017	2.3937	2.0748	1.7525	0.134167
55315	2.1753	2.0732	2.0139	0.365995
8816	2.186	2.0724	1.9891	-0.0627762
51083	2.1201	2.0722	2.0129	-0.0551174
55081	2.0432	2.0719	2.103	0.16639
10998	2.3111	2.071	1.843	0.0363565
22891	1.6836	2.0707	2.6071	0.242623
4241	2.1051	2.0706	2.0464	0.0245399
55312	2.3147	2.0694	1.7347	0.185001
254048	1.8967	2.0687	2.1583	-0.0158853
51538	2.1862	2.0682	2.0085	0.102083
349565	2.2416	2.0676	1.8768	-0.0453237
7535	2.2068	2.0671	NA	-0.139575
50839	1.7838	2.0664	2.2652	0.159039
199720	2.1824	2.0646	1.9819	0.256244
7380	2.144	2.0644	NA	NA
23767	1.8442	2.0633	2.277	0.466352
3705	1.9127	2.0633	2.1871	0.21405
84287	2.1134	2.0629	NA	NA
8724	2.355	2.0621	1.7424	0.201799
124995	2.2812	2.0604	1.8429	0.171544
375057	2.2299	2.0594	1.9031	0.0670018
9480	1.976	2.0589	2.1741	0.110125
2821	2.2433	2.0587	1.8502	NA
6014	2.1513	2.0557	1.9381	0.0346825
2843	2.0839	2.0544	2.0179	0.0837914
51750	1.8638	2.0543	2.2454	0.13927
51123	2.1722	2.0535	1.9734	0.160615
50832	1.9641	2.0534	2.119	NA
1906	2.1351	2.0528	1.9774	0.0865898
64208	2.0346	2.0523	2.0779	0.269565
55790	2.2518	2.0511	1.8576	0.359041
9252	2.0576	2.0511	2.0388	-0.0764362
7936	2.2766	2.0507	1.7834	-0.0988874
79768	2.027	2.0504	NA	NA
9114	2.1883	2.0501	1.8953	0.21977
1400	2.1609	2.0482	1.9641	0.272723
55753	1.8384	2.045	2.3246	0.0525193
54460	2.2103	2.0436	NA	0.198679
10006	2.3429	2.0433	1.7122	0.172042
25956	1.9498	2.0369	2.0856	0.166925
79751	2.168	2.0333	1.9158	0.0999337
1808	2.1693	2.0328	NA	NA
51277	2.0176	2.0322	2.0514	0.316154
267002	1.9654	2.0317	NA	0.110174
51807	1.8872	2.0315	2.1883	0.338403
