GENE	thinning_Z_ds0	thinning_Z_ds25	thinning_Z_ds50	AHBA_C3
84335	-4.1307	-3.9533	-3.841	-0.331913
1933	-3.7479	-3.9534	NA	NA
25946	-4.0236	-3.9553	-3.9628	-0.247292
84752	-4.2339	-3.9569	-3.5644	-0.425163
56270	-3.9144	-3.9571	NA	-0.411636
29763	-4.2374	-3.958	-3.7117	-0.248011
2696	-4.233	-3.9597	NA	NA
8125	-4.2054	-3.9601	-3.6385	-0.438568
6282	-3.8816	-3.9651	NA	NA
5872	-3.7574	-3.9659	-4.0907	-0.295178
51104	-4.3333	-3.967	-3.5996	-0.2911
55840	-3.9862	-3.9726	NA	-0.433393
113277	-3.9283	-3.9756	-3.9866	-0.340235
7205	-3.5321	-3.9841	-4.3915	-0.42718
57530	-4.2899	-3.9867	NA	NA
2040	-3.7445	-3.9957	-4.1902	-0.330519
57161	-4.0286	-3.9977	NA	-0.424106
147138	-3.4978	-3.9983	-4.3993	-0.313955
55226	-4.0949	-4.0032	NA	NA
132321	-4.0959	-4.0036	-4.0226	-0.247654
57823	-4.0578	-4.0045	NA	NA
1455	-4.0991	-4.0076	NA	NA
83938	-3.821	-4.0083	-4.008	-0.252804
25861	-4.3718	-4.0095	-3.5871	-0.209489
3842	-4.1813	-4.01	-3.7878	NA
23201	-4.1325	-4.0135	NA	NA
4148	-4.1274	-4.0138	-3.937	-0.420823
655	-3.9181	-4.019	NA	NA
56984	-4.19	-4.0207	-3.8439	NA
9429	-4.1485	-4.0221	-3.9583	-0.382087
124245	-4.0782	-4.0232	-3.9066	0.0199668
9694	-4.0782	-4.0278	NA	-0.516179
253827	-4.2524	-4.0298	-3.7124	-0.0278362
83449	-4.2783	-4.03	NA	NA
79630	-3.7992	-4.0321	-4.1673	-0.533209
3123	-3.9241	-4.0419	-4.1032	-0.448233
23089	-3.8596	-4.0449	-4.1882	-0.37682
2920	-3.8702	-4.046	-4.213	-0.24639
8795	-4.0148	-4.0487	NA	-0.341823
623	-4.124	-4.0505	-3.933	-0.14966
9454	-4.1727	-4.0526	-3.9919	-0.586692
1136	-4.0176	-4.0558	-4.1133	-0.383982
55297	-4.2164	-4.0569	-3.8856	-0.108323
257	-4.2595	-4.0575	-3.8519	-0.163222
984	-4.2079	-4.0653	NA	NA
6094	-4.0032	-4.0669	-4.002	-0.547444
5108	-4.2964	-4.0889	NA	NA
54919	-4.3372	-4.091	-3.7778	-0.179466
4286	-4.1841	-4.0942	-4.1165	-0.430591
3551	-4.382	-4.0957	-3.7004	-0.359678
26577	-4.046	-4.0969	-4.175	-0.444068
79651	-3.6831	-4.1003	-4.4326	-0.36081
65124	-4.0526	-4.1011	-4.1647	-0.562083
79724	-4.3642	-4.1078	NA	NA
54861	-4.3319	-4.1094	NA	NA
113251	-4.2593	-4.1105	-3.9727	-0.255466
7748	-4.3757	-4.1115	NA	NA
27199	-4.2866	-4.1188	-3.9017	-0.249379
8895	-3.8755	-4.1227	-4.3979	-0.275456
5265	-4.2624	-4.1303	-4.0306	NA
3087	-4.2461	-4.1305	NA	-0.256413
3344	-4.1944	-4.1327	NA	NA
10579	-4.3329	-4.1423	NA	NA
57521	-4.274	-4.1559	NA	NA
85457	-4.1275	-4.1594	NA	-0.370181
440498	-4.241	-4.1599	-4.1528	-0.372359
4824	-4.24	-4.1609	-4.1691	-0.317015
5724	-4.2195	-4.1636	NA	-0.206063
10666	-4.2485	-4.1667	NA	-0.159855
9531	-3.9984	-4.1674	-4.2472	-0.515539
117246	-4.4471	-4.1818	NA	NA
199731	-4.5282	-4.1826	-3.7297	-0.295602
57186	-4.534	-4.1908	-3.7294	-0.246372
51759	-4.0284	-4.1936	NA	NA
124961	-4.6941	-4.1959	-3.5714	NA
6199	-4.5022	-4.197	-3.7691	-0.40545
154007	-4.3025	-4.2041	NA	-0.507658
92737	-4.1725	-4.2085	-4.3149	NA
26959	-4.4988	-4.2112	NA	-0.315676
2534	-4.0666	-4.213	-4.3746	0.0109532
3960	-4.4942	-4.2134	NA	NA
60485	-4.33	-4.2135	-4.1139	-0.205904
348235	-4.4181	-4.2135	-3.9513	-0.259617
2353	-4.3965	-4.2139	NA	-0.505437
10265	-4.3011	-4.2153	NA	NA
6041	-4.3799	-4.2175	-4.0171	NA
1917	-4.3784	-4.2178	NA	NA
285141	-3.9733	-4.2179	NA	-0.306341
373156	-4.3227	-4.2232	-4.1682	-0.392678
134147	-4.3208	-4.2238	-4.0334	NA
23177	-4.2628	-4.2243	NA	NA
58191	-4.1692	-4.2278	NA	NA
6650	-4.4322	-4.2318	-3.9562	-0.153223
57696	-4.618	-4.2348	-3.7084	-0.0417685
387496	-4.5032	-4.2451	-3.9846	-0.444225
9024	-4.6273	-4.2492	-3.7044	0.0705992
53340	-4.2259	-4.2541	-4.2654	-0.0687016
80168	-4.428	-4.2634	-4.1173	-0.0867497
123688	-4.3126	-4.2659	NA	-0.409216
84709	-4.3877	-4.2695	-4.2407	-0.208091
26135	-4.4211	-4.2749	NA	NA
1843	-4.4984	-4.2789	-4.1394	-0.281037
51386	-4.3872	-4.281	NA	NA
340277	-4.4394	-4.2824	NA	-0.421161
3606	-4.1152	-4.2831	-4.4386	NA
11252	-4.4229	-4.2953	-4.1387	-0.433987
4072	-4.434	-4.2956	-4.2142	-0.174502
165140	-4.1995	-4.302	NA	NA
5443	-4.5137	-4.3032	-4.054	-0.150268
3646	-4.4667	-4.3207	NA	NA
55588	-4.0083	-4.3221	NA	NA
1943	-4.3383	-4.3227	-4.3213	-0.30852
7402	-4.5652	-4.3233	-4.1393	-0.522269
5829	-4.4371	-4.3243	-4.1275	-0.442862
90506	-4.5428	-4.3287	NA	NA
10763	-4.4273	-4.3295	NA	NA
65981	-4.3676	-4.3308	NA	NA
222183	-4.6011	-4.3345	-4.0593	-0.126844
9542	-4.6298	-4.3361	-3.8663	-0.217875
167691	-4.5366	-4.338	-4.0587	-0.298983
8874	-4.6762	-4.3422	-3.9407	-0.126108
84173	-4.7564	-4.3424	-3.8261	-0.212019
10174	-4.5874	-4.3459	-3.9829	-0.338995
440730	-4.4883	-4.3515	NA	-0.443885
10352	-4.4629	-4.3552	NA	NA
11167	-4.6145	-4.3554	-3.9972	-0.250981
170954	-4.3144	-4.3573	-4.385	-0.468814
55223	-4.5595	-4.3574	NA	-0.217803
10580	-4.6344	-4.3592	-4.0678	-0.146272
646424	-4.476	-4.3611	-4.3599	-0.419293
258010	-4.5146	-4.3613	-4.1751	-0.464072
11333	-4.6112	-4.3655	NA	NA
92675	-4.4924	-4.3676	-4.2284	NA
57664	-4.2926	-4.3706	-4.3987	-0.605942
8673	-4.3941	-4.3726	-4.1883	-0.371071
3850	-4.7784	-4.3735	NA	NA
79925	-4.5344	-4.3766	-4.2657	-0.197086
199964	-4.4035	-4.3767	NA	-0.195931
2557	-4.5577	-4.3802	-4.2445	-0.131774
154810	-4.5121	-4.383	NA	NA
1488	-4.3824	-4.3877	-4.4221	NA
28971	-4.4684	-4.3935	NA	NA
90	-4.6522	-4.3978	-4.2732	-0.355435
5479	-4.2415	-4.4118	-4.4916	-0.239935
221188	-4.7019	-4.4195	NA	NA
55333	-4.4714	-4.4196	NA	NA
164633	-4.375	-4.4219	-4.3637	-0.351672
1634	-4.3737	-4.4232	-4.4781	-0.341563
203074	-4.5924	-4.4249	NA	NA
55812	-4.6535	-4.4331	NA	-0.112125
83595	-4.6954	-4.4341	-4.3069	NA
87178	-4.6707	-4.4367	NA	-0.27044
4780	-4.5278	-4.4408	NA	NA
136541	-4.8171	-4.4426	NA	NA
26503	-4.5858	-4.4439	NA	NA
54741	-4.2951	-4.445	NA	NA
9039	-4.6777	-4.4492	-4.2093	-0.0888674
9014	-4.5099	-4.45	NA	NA
9088	-4.5343	-4.4557	NA	NA
8815	-4.5265	-4.4583	NA	NA
79612	-5.1139	-4.4636	-3.6439	-0.142214
1936	-4.7013	-4.4656	NA	NA
146279	-4.5752	-4.4687	NA	NA
3113	-4.4717	-4.4755	-4.4436	-0.414086
10380	-4.4257	-4.4763	NA	NA
90701	-4.4757	-4.4874	-4.4432	-0.34134
150248	-4.7857	-4.4932	NA	NA
55846	-4.8393	-4.4953	-3.9592	-0.0797838
51330	-4.5571	-4.4996	-4.4832	-0.589009
2308	-4.4964	-4.5121	NA	-0.576723
51334	-4.6685	-4.5125	-4.4367	-0.30886
5531	-4.734	-4.5139	NA	NA
64969	-4.8384	-4.5236	NA	NA
8202	-5.1786	-4.5347	-3.549	-0.00411498
7818	-4.5188	-4.5352	-4.5713	-0.291182
57062	-4.8079	-4.5392	NA	NA
284207	-4.5298	-4.5446	-4.5489	-0.50741
5111	-4.7629	-4.5458	-4.2584	-0.203325
22809	-4.4309	-4.5464	NA	-0.259425
5509	-4.717	-4.5516	-4.3424	-0.388148
23593	-4.551	-4.5602	-4.5217	-0.551663
10620	-4.8084	-4.5628	-4.2278	-0.272533
285498	-4.7073	-4.5713	-4.3414	-0.51815
1129	-4.7829	-4.5755	-4.368	-0.35549
80024	-4.6812	-4.5931	-4.4675	-0.607308
7431	-4.5843	-4.5945	-4.5913	NA
53373	-4.7907	-4.5992	-4.2948	-0.384561
9249	-4.6759	-4.6021	-4.497	-0.547094
54482	-4.8337	-4.6041	NA	NA
56660	-4.807	-4.6041	-4.3442	0.0163965
57705	-3.9035	-4.6076	-5.1694	-0.32037
84224	-4.8514	-4.6174	-4.2697	-0.485003
5430	-4.8591	-4.6233	NA	NA
94097	-4.5613	-4.6307	NA	NA
50515	-4.6368	-4.6335	NA	-0.445439
128989	-4.7878	-4.6412	-4.4544	-0.202677
116228	-4.7446	-4.6545	NA	NA
9640	-4.8183	-4.655	-4.3884	-0.395835
163183	-4.6226	-4.6559	-4.8765	-0.17442
4750	-4.9477	-4.6563	-4.2476	NA
83697	-4.7958	-4.6587	-4.6494	-0.154265
11082	-4.9317	-4.6613	-4.4316	NA
23029	-4.8348	-4.6727	NA	NA
11037	-4.9658	-4.6905	-4.3359	-0.501451
81550	-5.0015	-4.6913	-4.3286	-0.276329
5521	-4.9189	-4.6914	-4.3579	-0.0824168
972	-4.7885	-4.6915	-4.6531	-0.402712
3570	-4.9421	-4.694	-4.4002	-0.248113
22803	-4.9834	-4.7046	NA	NA
7124	-5.0091	-4.7078	-4.4333	-0.173547
3181	-4.8224	-4.7217	NA	NA
133	-4.7557	-4.722	-4.6841	-0.248786
253725	-5.0583	-4.7236	-4.2993	-0.381418
6793	-4.8023	-4.7247	-4.6451	-0.484677
9056	-4.6139	-4.7298	-4.7952	-0.339925
387882	-3.9409	-4.7317	-5.7089	-0.338575
10207	-4.8739	-4.7478	-4.5224	-0.331532
10228	-5.0363	-4.7519	-4.3697	NA
84868	-4.3468	-4.7568	-5.0419	-0.382245
22900	-4.9149	-4.7625	NA	NA
79165	-5.0508	-4.7713	NA	NA
3068	-5.0068	-4.7793	NA	NA
313	-4.934	-4.7797	NA	NA
1535	-4.6753	-4.7813	-4.7702	NA
128229	-5.1148	-4.7871	NA	NA
60386	-4.8925	-4.8076	-4.7098	NA
114	-4.9854	-4.8141	-4.4995	-0.488356
10577	-5.0121	-4.8214	-4.5765	-0.602727
3903	-4.7515	-4.8314	NA	NA
84952	-4.8251	-4.8348	NA	NA
10845	-5.2995	-4.8418	NA	NA
434	-4.7021	-4.8456	NA	NA
1495	-4.9599	-4.846	-4.7374	-0.283751
2289	-4.9086	-4.8476	-4.7508	-0.345397
3431	-4.8365	-4.8589	NA	NA
84318	-4.7656	-4.8604	NA	-0.525529
64756	-4.8945	-4.8727	-4.8115	-0.437348
58488	-4.9914	-4.8747	-4.7984	-0.371763
6347	-5.0136	-4.8778	-4.7739	-0.556148
64170	-5.1358	-4.8803	-4.4798	-0.227779
54498	-4.7546	-4.8866	NA	NA
55636	-5.0026	-4.887	NA	NA
1240	-5.0161	-4.8967	-4.7489	-0.529293
5333	-4.9415	-4.8997	NA	NA
55113	-4.9901	-4.9066	-4.7125	-0.665289
10437	-5.0519	-4.9132	-4.718	-0.443902
22925	-5.1806	-4.9184	-4.6335	-0.191947
80854	-5.0559	-4.9513	-4.8907	-0.34463
6124	-4.9888	-4.9518	-4.9642	NA
23704	-5.0428	-4.9615	-4.9218	-0.347613
302	-4.7672	-4.9673	-5.0033	-0.465605
441250	-5.2805	-4.973	NA	NA
1601	-5.3127	-4.9837	-4.7396	-0.288705
10148	-4.7907	-4.9888	-5.0992	-0.20842
5552	-5.2444	-4.9907	NA	-0.428138
285848	-5.3175	-4.9984	NA	NA
83479	-5.0237	-4.9989	NA	NA
7840	-5.1839	-5.005	NA	NA
41	-5.2124	-5.0098	NA	NA
3108	-5.1512	-5.0186	-4.8174	-0.445926
9897	-5.2969	-5.023	NA	NA
81932	-5.3542	-5.0249	NA	NA
10233	-5.3208	-5.0298	NA	NA
26051	-5.441	-5.0306	-4.4554	-0.0544574
7408	-5.1393	-5.0308	NA	NA
308	-5.0821	-5.0333	NA	-0.644209
10961	-5.2051	-5.0419	NA	-0.194954
3985	-5.0887	-5.0433	-5.0321	-0.453388
64332	-5.2859	-5.0577	-5.0186	-0.275811
83937	-5.3666	-5.0634	-4.6137	-0.181134
2004	-5.1271	-5.0655	NA	-0.56463
57639	-5.1017	-5.068	-5.1081	-0.239272
83606	-5.1828	-5.0712	NA	-0.332649
5042	-5.1294	-5.0774	NA	NA
80149	-5.4008	-5.0797	-4.8129	-0.407321
6175	-5.0171	-5.0807	NA	NA
66008	-5.1999	-5.086	-5.1074	-0.30541
200916	-5.2541	-5.0861	NA	NA
29950	-5.262	-5.0862	NA	NA
84230	-5.3587	-5.0875	-4.858	-0.202362
340419	-5.3464	-5.0884	-4.674	-0.0747774
6281	-4.8542	-5.0905	-5.3535	-0.47021
54753	-5.2933	-5.0959	-4.7937	-0.342858
348378	-5.4874	-5.1315	NA	NA
29121	-5.1538	-5.1405	NA	NA
116254	-5.0134	-5.1497	NA	NA
25841	-5.2259	-5.1534	-5.1191	-0.54308
10018	-5.3164	-5.1553	-4.9745	NA
138429	-5.4259	-5.1572	-5.0393	-0.196864
54875	-5.3467	-5.1577	-4.858	-0.449803
79598	-5.6393	-5.1643	-4.5673	-0.301768
51727	-5.2977	-5.1768	-5.0464	-0.245807
3428	-5.0778	-5.1773	NA	NA
54455	-5.4501	-5.1793	NA	NA
51389	-5.3502	-5.188	-4.9217	-0.268976
9584	-5.3146	-5.1909	-4.9585	-0.32361
92421	-5.6542	-5.1954	NA	NA
9667	-5.5932	-5.1962	NA	NA
2621	-5.5042	-5.2027	-4.7717	-0.220858
91975	-5.3368	-5.2122	NA	NA
159195	-5.5353	-5.2172	-4.9571	-0.154085
23371	-5.3068	-5.2313	NA	NA
7326	-5.4728	-5.2353	-4.9725	-0.295112
51099	-5.4023	-5.2419	NA	NA
27235	-5.4696	-5.2514	NA	NA
375061	-5.3099	-5.2681	-5.2333	-0.441285
84725	-5.3511	-5.2764	-5.2302	-0.194924
6391	-5.5078	-5.2764	-5.1039	-0.15105
26246	-5.5073	-5.2767	-4.9369	-0.184502
5696	-5.4055	-5.2851	NA	-0.506959
55704	-5.518	-5.2868	NA	NA
54625	-5.1467	-5.3011	NA	-0.535189
5902	-5.4197	-5.3017	NA	NA
201176	-5.386	-5.3025	-5.2775	-0.227982
58190	-5.6177	-5.3154	-5.1404	-0.168414
3588	-5.8591	-5.3241	NA	-0.155103
253650	-5.4819	-5.3275	-5.1915	-0.67073
654346	-5.3557	-5.3331	-5.2471	-0.457783
414152	-5.2554	-5.3776	-5.4695	-0.586481
93129	-5.8103	-5.3803	NA	NA
83992	-5.9046	-5.399	-4.8739	-0.369648
144363	-5.1251	-5.4257	-5.6582	-0.373277
646960	-5.5727	-5.4317	-5.4055	-0.189323
55672	-5.6715	-5.4333	NA	NA
80216	-5.7635	-5.4341	-5.1704	-0.373127
64093	-5.5713	-5.437	NA	-0.559154
11228	-5.5415	-5.4382	-5.2748	-0.557673
9861	-5.6506	-5.4422	-5.3462	-0.139175
4176	-5.529	-5.4425	-5.2733	-0.405958
10875	-5.2475	-5.4521	-5.5978	-0.456311
3059	-5.8145	-5.4644	-5.2452	-0.457058
9169	-6.05	-5.4811	-4.7487	-0.405347
26064	-5.6212	-5.4814	NA	NA
55707	-5.4414	-5.4904	-5.4856	-0.610428
56925	-5.4575	-5.4928	-5.4893	-0.122654
132014	-5.8419	-5.5183	-5.3166	-0.109978
4242	-5.8298	-5.528	NA	NA
6891	-5.6294	-5.5332	-5.3234	NA
88455	-5.9843	-5.5358	-5.0455	-0.424524
55534	-5.8505	-5.5377	-5.1986	-0.220167
23191	-5.7623	-5.5441	-5.1923	-0.194732
9141	-5.6026	-5.5484	-5.4288	NA
121512	-5.5116	-5.5663	-5.5043	-0.709064
2919	-5.4636	-5.5691	NA	NA
80219	-5.8684	-5.5704	-5.3405	-0.183559
100507436	-5.6466	-5.5759	-5.5956	-0.644285
51622	-5.6386	-5.5777	NA	-0.179969
6493	-5.9532	-5.5907	NA	NA
54504	-5.999	-5.6046	-5.3424	-0.49295
5467	-5.6047	-5.6052	-5.5659	-0.269978
94039	-5.9019	-5.6077	NA	NA
5336	-5.6383	-5.6345	-5.5597	-0.363559
3688	-5.7839	-5.6364	-5.4819	-0.536454
7804	-5.9145	-5.6366	-5.1511	-0.284118
2914	-5.7955	-5.6391	-5.4816	-0.483887
23765	-5.7313	-5.6409	-5.4345	-0.0667741
221472	-6.0898	-5.6596	NA	NA
2981	-5.8054	-5.6842	-5.5654	-0.132949
123920	-5.4134	-5.6865	-5.8835	-0.448106
8837	-5.7816	-5.6917	-5.6846	-0.573145
196527	-5.8762	-5.7168	-5.5297	NA
5916	-6.1133	-5.7201	NA	NA
23302	-5.6274	-5.7226	-5.7542	-0.593263
23547	-6.0654	-5.7384	-5.5633	NA
51374	-5.7997	-5.7398	NA	NA
57513	-5.867	-5.748	NA	NA
55361	-5.8213	-5.7516	-5.826	-0.161138
754	-5.6136	-5.7552	-5.8045	-0.520385
58516	-5.9881	-5.7661	NA	-0.613803
4615	-5.918	-5.7791	NA	NA
225	-6.0599	-5.8014	-5.3576	-0.135956
1915	-5.9997	-5.8102	-5.6969	NA
54839	-5.9961	-5.8265	-5.4722	-0.0474972
51133	-6.1837	-5.8307	-5.419	-0.553108
54629	-5.8955	-5.8405	NA	NA
148281	-6.048	-5.8458	-5.717	-0.747418
64118	-6.0553	-5.8666	-5.8047	-0.184267
10627	-6.1141	-5.909	NA	-0.586704
10910	-5.7523	-5.9332	NA	NA
5329	-6.5161	-5.9349	-5.5958	NA
4582	-6.3752	-5.9373	NA	NA
3099	-5.669	-5.9563	-6.173	-0.412542
3689	-6.3486	-5.969	-5.7463	-0.193586
10451	-5.9342	-6.0095	-6.2038	-0.228791
143	-6.2567	-6.0494	NA	-0.472282
222389	-6.2715	-6.0587	-5.7112	-0.458805
64115	-6.0068	-6.0613	NA	NA
23519	-6.2835	-6.0615	-5.6608	NA
4724	-6.2544	-6.0648	NA	NA
257068	-6.6102	-6.0684	-5.8042	NA
84193	-6.2198	-6.0789	-5.8795	-0.389293
115106	-6.3976	-6.0869	NA	NA
91942	-6.235	-6.0923	-5.8678	-0.224296
509	-6.3039	-6.1034	NA	NA
6890	-6.2805	-6.1242	-6.0089	-0.582285
4174	-6.3142	-6.1517	NA	-0.431492
80271	-6.4986	-6.1734	-5.5368	-0.186965
3170	-6.7649	-6.1769	NA	NA
79770	-6.4275	-6.189	NA	NA
84946	-6.4417	-6.1901	-6.0557	-0.108114
63874	-6.4467	-6.2295	NA	NA
144983	-6.4459	-6.2331	-5.9762	-0.0707377
3134	-6.6841	-6.2345	NA	NA
11100	-6.5649	-6.2498	NA	NA
2070	-6.2596	-6.2542	-6.2564	-0.252496
1075	-6.7252	-6.282	-5.5954	-0.0987626
9960	-6.5507	-6.2824	-5.8911	-0.534714
10385	-6.5136	-6.287	-5.9423	-0.668918
5978	-6.2047	-6.3018	NA	NA
55667	-6.6992	-6.3068	-5.8424	-0.328421
7922	-6.5891	-6.3207	NA	-0.319144
26648	-6.6108	-6.3613	-6.066	-0.403316
9404	-6.5597	-6.3674	NA	-0.389266
689	-6.5891	-6.3979	NA	NA
28316	-6.387	-6.4051	NA	NA
51574	-6.7228	-6.4199	NA	NA
4277	-6.4787	-6.4314	-6.4699	-0.735563
51119	-6.5556	-6.4349	NA	NA
9650	-6.5713	-6.4692	-6.3653	-0.388876
8751	-6.5346	-6.4823	NA	-0.472678
3115	-6.7063	-6.5029	-6.2964	-0.424094
8603	-6.8216	-6.5353	NA	NA
5074	-7.0021	-6.5482	-6.0812	-0.487512
567	-6.8777	-6.5794	-6.3461	-0.584437
254427	-6.6668	-6.5796	-6.4074	-0.428066
344148	-6.7391	-6.5878	NA	NA
10581	-6.8533	-6.5883	NA	NA
54780	-6.818	-6.6127	NA	-0.472613
83698	-6.6816	-6.6698	-6.5477	-0.543785
10161	-6.4917	-6.7247	-6.6878	-0.41364
401152	-6.7959	-6.7283	-6.5692	-0.261054
81839	-7.0043	-6.7668	NA	-0.568715
3105	-7.1402	-6.7826	NA	-0.516759
57117	-7.0479	-6.8104	NA	NA
4090	-7.0223	-6.8111	NA	NA
4828	-6.9914	-6.8849	NA	NA
57205	-7.2472	-6.9051	-6.4595	NA
2212	-7.391	-6.9067	-6.5221	NA
9766	-7.1375	-6.9578	NA	-0.0100956
3910	-7.1131	-6.9657	-6.705	-0.436322
3799	-7.0494	-6.9749	-6.7266	-0.442708
4005	-7.1107	-6.9751	-6.7637	-0.497104
1520	-7.232	-6.9852	NA	NA
7332	-7.3891	-6.99	NA	NA
80228	-7.0992	-7.054	-6.9853	-0.22752
7424	-7.158	-7.0553	-6.8651	-0.595755
4904	-7.6586	-7.2254	NA	NA
91452	-7.2937	-7.2312	NA	NA
51226	-7.727	-7.2966	-6.9705	-0.680403
824	-7.6752	-7.3178	NA	NA
9749	-7.4801	-7.3309	-7.0689	-0.554581
3685	-7.6693	-7.339	NA	-0.671921
3106	-7.7014	-7.429	NA	-0.552805
6046	-7.8326	-7.4817	-6.9347	-0.252307
3107	-7.7758	-7.5164	-7.2872	-0.595022
6196	-7.6319	-7.5588	-7.4265	-0.649831
771	-7.6959	-7.6983	-7.5747	-0.729579
3135	-8.2162	-7.7287	-7.3952	-0.591458
9815	-7.8749	-7.7364	-7.3992	-0.188556
27436	-8.126	-7.7546	-7.4113	NA
5373	-8.0425	-7.8249	-7.6761	-0.162214
2674	-7.9079	-7.8422	-7.768	-0.612313
59352	-8.3923	-7.9462	-7.7296	-0.369903
5152	-8.1954	-7.9765	-7.7205	NA
138151	-8.3021	-8.1975	NA	-0.663473
221960	-8.4664	-8.2396	NA	NA
3065	-8.8985	-8.311	NA	NA
4172	-8.541	-8.3178	-7.9524	-0.310893
54469	-9.0526	-8.5867	NA	NA
3133	-9.4165	-9.0238	NA	-0.509475
2	-8.2948	NA	NA	NA
144568	-1.6513	NA	NA	NA
127550	-1.4698	NA	NA	NA
53947	0.32581	NA	NA	NA
126767	-4.2612	NA	NA	NA
51166	0.32559	NA	NA	NA
14	0.70695	NA	NA	NA
15	-2.1605	NA	NA	NA
9625	0.34531	NA	NA	NA
18	0.74791	NA	NA	NA
10349	1.3481	NA	NA	NA
21	1.7323	NA	NA	NA
10351	0.38317	NA	NA	NA
89845	0.72827	NA	NA	NA
5825	-1.9096	NA	NA	NA
5826	-1.3065	NA	NA	-0.30212
6059	-0.37378	NA	NA	NA
23	1.8398	NA	NA	NA
55324	1.8173	NA	NA	NA
64241	-2.3839	NA	NA	NA
84836	1.5575	NA	NA	NA
7920	1.6979	NA	NA	NA
140701	-3.4538	NA	NA	NA
80167	-1.8787	NA	NA	NA
25	-3.6565	NA	NA	NA
3983	-2.984	NA	NA	-0.387981
84142	-0.051886	NA	NA	NA
29777	0.79357	NA	NA	NA
32	-2.2307	NA	NA	NA
80724	-1.2882	NA	NA	NA
84129	0.82976	NA	NA	NA
27034	-0.029296	NA	NA	NA
28976	3.0398	NA	NA	NA
38	1.2779	NA	NA	NA
64746	0.93765	NA	NA	NA
79777	-2.0426	NA	NA	NA
84320	-0.88901	NA	NA	NA
340485	2.746	NA	NA	NA
22985	-4.1316	NA	NA	NA
1238	-2.2464	NA	NA	NA
47	-1.5974	NA	NA	NA
26027	-1.0232	NA	NA	NA
122970	3.855	NA	NA	NA
51	2.357	NA	NA	NA
53	-0.27544	NA	NA	NA
54	-0.82172	NA	NA	NA
51205	-4.2494	NA	NA	NA
84519	-4.7143	NA	NA	NA
116285	-1.8527	NA	NA	NA
123876	-4.2888	NA	NA	NA
84532	-2.9232	NA	NA	NA
345651	-2.6435	NA	NA	NA
72	0.44935	NA	NA	NA
170487	0.14645	NA	NA	NA
284382	-0.18569	NA	NA	NA
10097	0.64959	NA	NA	NA
93973	1.9079	NA	NA	NA
84517	2.5082	NA	NA	NA
91	-2.1244	NA	NA	NA
97	0.54527	NA	NA	NA
100	0.511	NA	NA	NA
51816	-6.1543	NA	NA	NA
102	-0.073427	NA	NA	NA
11086	-2.5189	NA	NA	NA
8756	-1.3257	NA	NA	NA
9510	0.64621	NA	NA	NA
81794	1.4755	NA	NA	NA
140766	0.082176	NA	NA	NA
11173	0.089076	NA	NA	NA
339366	-2.8797	NA	NA	NA
105	1.8243	NA	NA	NA
23536	0.63383	NA	NA	NA
113179	-1.0703	NA	NA	NA
57143	0.83873	NA	NA	NA
203054	0.014728	NA	NA	NA
111	-3.0641	NA	NA	NA
112	-4.7962	NA	NA	NA
119	2.6092	NA	NA	NA
575	1.4432	NA	NA	NA
22859	1.2126	NA	NA	NA
126	-1.8864	NA	NA	NA
79602	-4.0202	NA	NA	NA
83440	0.83192	NA	NA	NA
56985	-0.81284	NA	NA	NA
11047	1.32	NA	NA	NA
60312	1.4619	NA	NA	NA
3899	-3.8172	NA	NA	NA
125061	1.0232	NA	NA	NA
79841	-1.9012	NA	NA	NA
3267	-0.13812	NA	NA	NA
55109	0.15889	NA	NA	NA
56895	1.3124	NA	NA	NA
375790	0.36781	NA	NA	NA
183	-2.7986	NA	NA	NA
57085	-2.6017	NA	NA	NA
189	-1.5374	NA	NA	NA
25909	-1.8535	NA	NA	NA
23382	-0.89872	NA	NA	NA
27245	0.51775	NA	NA	NA
130872	-1.8487	NA	NA	NA
64853	-0.74729	NA	NA	NA
83543	-3.8556	NA	NA	NA
9255	-1.1119	NA	NA	NA
7965	0.80927	NA	NA	NA
389813	-5.077	NA	NA	NA
26993	-1.7976	NA	NA	NA
56672	0.21832	NA	NA	NA
10327	0.35462	NA	NA	NA
83592	0.95954	NA	NA	NA
208	-2.962	NA	NA	NA
210	-1.0904	NA	NA	NA
126133	-0.85199	NA	NA	NA
5832	-3.2032	NA	NA	NA
221	-3.657	NA	NA	NA
440138	-1.1341	NA	NA	NA
79087	-0.98701	NA	NA	NA
199857	-0.93312	NA	NA	NA
29929	1.0043	NA	NA	NA
389658	-1.5855	NA	NA	NA
54784	-0.73185	NA	NA	NA
84964	1.7107	NA	NA	NA
59344	-0.92837	NA	NA	NA
250	-0.8956	NA	NA	NA
55626	1.9871	NA	NA	NA
51005	-4.6782	NA	NA	NA
219287	0.65799	NA	NA	NA
267	-0.61954	NA	NA	NA
386724	-1.961	NA	NA	NA
81693	-1.8325	NA	NA	NA
51421	1.3217	NA	NA	NA
271	1.4604	NA	NA	NA
119504	-1.7529	NA	NA	NA
29882	1.95	NA	NA	NA
51433	-1.2026	NA	NA	NA
51378	-3.8784	NA	NA	NA
647589	-1.838	NA	NA	NA
287	-1.2869	NA	NA	NA
150709	-1.2894	NA	NA	NA
54467	-1.6824	NA	NA	NA
255239	0.055985	NA	NA	NA
29123	-2.404	NA	NA	NA
124930	2.7742	NA	NA	NA
338692	0.2434	NA	NA	NA
