gene	thinning_Z_ds25	U_ds25_thinning	rank_ds25	decile_ds25
VPS18	4.4165	0.018304	693	10
TUBA4B	4.4133	0.019546	694	10
BYSL	4.4083	0.015246	695	10
EEA1	4.4082	0.016996	696	10
DAGLB	4.4032	0.018725	697	10
HES4	4.402	0.0087147	698	10
FAM84A	4.4002	0.010957	699	10
BDP1	4.3991	0.013634	700	10
PPARGC1B	4.3985	0.0092337	701	10
PCDHB10	4.3984	0.0091958	702	10
KLHDC3	4.3962	0.01668	703	10
RTN3	4.3943	0.018365	704	10
SLC16A14	4.3907	0.018138	705	10
NTN4	4.3895	0.016238	706	10
VIPAS39	4.3823	0.018472	707	10
MED21	4.3819	0.0072912	708	10
TMEM240	4.3809	0.014979	709	10
C1QL3	4.3807	0.010106	710	10
SWT1	4.3778	0.013529	711	10
RXFP1	4.3703	0.019726	712	10
TGFBR3L	4.3638	0.01441	713	10
WDR36	4.3633	0.015801	714	10
PRPS2	4.3632	0.010431	715	10
PCDHB6	4.3629	0.015328	716	10
STAMBPL1	4.3586	0.01321	717	10
ZMAT4	4.3581	0.0066775	718	10
FLRT2	4.3569	0.0094324	719	10
FBXL2	4.3536	0.015144	720	10
TICAM1	4.3525	0.011501	721	10
BAD	4.3519	0.015515	722	10
LINC00484	4.3509	0.015605	723	10
FKBP1A	4.3468	0.0073736	724	10
ARF3	4.3433	0.013757	725	10
FMR1	4.3417	0.012329	726	10
C11orf68	4.3404	0.013595	727	10
NUDT14	4.3389	0.010032	728	10
SHROOM2	4.3356	0.011006	729	10
GPN2	4.3321	0.015999	730	10
C16orf58	4.3304	0.013385	731	10
PSD3	4.3294	0.010765	732	10
AP3M2	4.3281	0.013289	733	10
NOL4	4.3266	0.015691	734	10
PPP6R2	4.3244	0.016107	735	10
HRASLS5	4.323	0.014021	736	10
ARSJ	4.3229	0.018117	737	10
RAB6B	4.3226	0.012809	738	10
TMTC3	4.3213	0.018434	739	10
LY6H	4.3124	0.0089617	740	10
RND1	4.3072	0.011338	741	10
METTL21A	4.3069	0.01037	742	10
NCKAP1	4.3053	0.013728	743	10
MAPK8IP2	4.2995	0.012042	744	10
PIM2	4.2919	0.0093546	745	10
ZNF212	4.2906	0.01138	746	10
NWD2	4.2889	0.016058	747	10
SYT4	4.284	0.018696	748	10
STBD1	4.2838	0.018727	749	10
LMAN2L	4.2831	0.01212	750	10
AIG1	4.2827	0.016039	751	10
ZNF439	4.2727	0.016676	752	10
DCLRE1A	4.2722	0.0086103	753	10
KCNK3	4.2692	0.017843	754	10
DNM1	4.2688	0.016999	755	10
ZBTB16	4.2656	0.0074353	756	10
SUSD5	4.2604	0.017286	757	10
GFOD2	4.258	0.018559	758	10
GALNTL5	4.256	0.016837	759	10
RFX8	4.2551	0.0081331	760	10
SEC22A	4.2529	0.015793	761	10
FOXRED2	4.2459	0.01377	762	10
CDIPT	4.2441	0.01991	763	10
FIGNL2	4.2437	0.013232	764	10
TUBB2A	4.2429	0.0075211	765	10
DPP10-AS1	4.2428	0.011875	766	10
DUSP2	4.2423	0.020153	767	10
FAM160A2	4.2373	0.016843	768	10
ASXL3	4.2336	0.013367	769	10
TWIST2	4.233	0.010142	770	10
UBE3D	4.2304	0.011333	771	10
KCNB1	4.2301	0.0070687	772	10
PCDH20	4.2299	0.012933	773	10
RBP4	4.2291	0.0077838	774	10
CACNG3	4.2277	0.0086824	775	10
LOC440934	4.2275	0.0069588	776	10
NOP56	4.2258	0.017884	777	10
DNMT3B	4.2242	0.018499	778	10
PHF20L1	4.2224	0.011019	779	10
THY1	4.2219	0.018082	780	10
NT5DC3	4.2184	0.006978	781	10
NBEA	4.2165	0.0176	782	10
FIP1L1	4.2153	0.011575	783	10
TMSB10	4.2133	0.0055146	784	10
GALNT9	4.2095	0.019684	785	10
AVL9	4.2083	0.011397	786	10
RNF220	4.2056	0.013414	787	10
LOR	4.2017	0.010591	788	10
AKAP11	4.2003	0.016501	789	10
TMA16	4.2002	0.011363	790	10
TMEM150C	4.1992	0.013129	791	10
TM6SF1	4.1968	0.019593	792	10
TOMM40L	4.1955	0.016966	793	10
EXOSC4	4.1945	0.014162	794	10
AP3B2	4.1925	0.015837	795	10
NAPEPLD	4.1908	0.0099606	796	10
PHLDA2	4.1864	0.018283	797	10
B3GNT2	4.1848	0.012188	798	10
TMEM106C	4.1819	0.0098502	799	10
WDR34	4.1808	0.019223	800	10
BTBD10	4.1807	0.016585	801	10
ATP6AP1	4.1806	0.018005	802	10
SKAP2	4.1796	0.0089347	803	10
LY6E	4.1776	0.014074	804	10
DNAJC13	4.1771	0.015593	805	10
SCAND1	4.1757	0.015493	806	10
DLK2	4.1723	0.013929	807	10
ITGA2B	4.1703	0.012239	808	10
GORAB	4.1697	0.015926	809	10
ADCK2	4.1644	0.017595	810	10
NAA30	4.1618	0.0073251	811	10
HMGCR	4.1576	0.013439	812	10
SDHAF1	4.1546	0.015332	813	10
PPIEL	4.1532	0.0076126	814	10
RARA	4.1519	0.010871	815	10
PDK2	4.1495	0.010383	816	10
F8	4.1495	0.015774	817	10
PCDHB9	4.1472	0.018306	818	10
C1R	4.1441	0.012676	819	10
CYP46A1	4.143	0.011644	820	10
COQ9	4.1409	0.01263	821	10
SLC26A4	4.1403	0.012343	822	10
C12orf43	4.1394	0.019632	823	10
SYNGR1	4.1349	0.019557	824	10
ENTPD6	4.134	0.015559	825	10
ZNF671	4.1335	0.015063	826	10
EMG1	4.1332	0.0056344	827	10
MARCH6	4.1299	0.010553	828	10
EXTL1	4.1257	0.015172	829	10
ZC3H6	4.1234	0.010518	830	10
HMGCS1	4.1228	0.010235	831	10
NME9	4.1209	0.017672	832	10
ABLIM3	4.1204	0.0083327	833	10
HPCA	4.1162	0.015247	834	10
MB21D2	4.1158	0.017125	835	10
TRAPPC5	4.1152	0.014467	836	10
GRWD1	4.1152	0.013653	837	10
CITED4	4.1129	0.019411	838	10
VIP	4.1099	0.018512	839	10
UBALD1	4.109	0.016443	840	10
TNFAIP1	4.1075	0.010421	841	10
FAM174B	4.1031	0.016354	842	10
PTH2R	4.1027	0.01408	843	10
BRK1	4.1021	0.012049	844	10
RFX3	4.1013	0.017468	845	10
MTA3	4.1003	0.0093933	846	10
MAGEH1	4.1001	0.0093192	847	10
ACTC1	4.0983	0.014204	848	10
RIC8A	4.0982	0.0073283	849	10
ZBTB21	4.0982	0.0077461	850	10
NEPRO	4.0928	0.01125	851	10
MYH7	4.0926	0.012738	852	10
DNAH7	4.0915	0.012778	853	10
SNX32	4.0914	0.013409	854	10
RBM12	4.0866	0.018814	855	10
RAB39B	4.0858	0.016881	856	10
SUPT5H	4.0838	0.020418	857	10
PPP2R2D	4.0836	0.006679	858	10
PMM1	4.0836	0.009561	859	10
ZNF425	4.0806	0.014075	860	10
SLC7A4	4.0804	0.0099224	861	10
GLT1D1	4.0796	0.02085	862	10
LINC00622	4.0779	0.012722	863	10
MAPK11	4.0727	0.01337	864	10
RAB3GAP1	4.0719	0.010695	865	10
NMT2	4.0717	0.017075	866	10
TEX29	4.0687	0.018178	867	10
QPCT	4.0627	0.013243	868	10
COG5	4.0611	0.011103	869	10
RNF38	4.0611	0.01853	870	10
PREPL	4.0606	0.015792	871	10
ATG5	4.0602	0.01954	872	10
RCSD1	4.0562	0.013994	873	10
APEX2	4.0532	0.012945	874	10
SMARCA5	4.0527	0.0091167	875	10
CNTN1	4.0522	0.010212	876	10
MAP3K13	4.0521	0.0053683	877	10
PDGFB	4.05	0.0095758	878	10
MORN4	4.0496	0.008947	879	10
TOLLIP	4.0483	0.012606	880	10
A1BG-AS1	4.0466	0.019002	881	10
DCTPP1	4.044	0.013309	882	10
ME3	4.0425	0.0099726	883	10
CORO1A	4.0391	0.0091605	884	10
SLC25A41	4.039	0.012231	885	10
ARPP19	4.038	0.013064	886	10
APEH	4.0374	0.015576	887	10
MICAL2	4.0371	0.010622	888	10
EML1	4.0317	0.019031	889	10
GSS	4.031	0.012691	890	10
COL26A1	4.0297	0.016384	891	10
RTL8C	4.0282	0.011842	892	10
MCTP2	4.0254	0.01782	893	10
TBC1D22A	4.0246	0.010524	894	10
KIAA1024	4.0217	0.01014	895	10
MARF1	4.0148	0.016473	896	10
KCNB2	4.0147	0.018346	897	10
PCDHAC2	4.0106	0.018064	898	10
GCFC2	4.0105	0.017573	899	10
IL12RB2	4.0086	0.011245	900	10
EML6	4.007	0.011814	901	10
NUP85	4.0056	0.016008	902	10
EXOC6	4.0036	0.011241	903	10
TNFRSF4	4.0001	0.01526	904	10
CANX	3.9978	0.008464	905	10
LINC00473	3.9972	0.010154	906	10
CHD6	3.9931	0.0060987	907	10
CLIP1	3.9909	0.01689	908	10
COL4A3BP	3.9898	0.01791	909	10
NR2F6	3.9894	0.014811	910	10
BRF2	3.9858	0.013041	911	10
UTP4	3.9832	0.017284	912	10
MXRA7	3.9831	0.019516	913	10
ITFG1	3.9825	0.015356	914	10
CCSER1	3.9814	0.0089274	915	10
FNIP2	3.9783	0.016418	916	10
ZNF550	3.9773	0.015427	917	10
CPNE9	3.9764	0.0072934	918	10
HNRNPUL2	3.9759	0.010461	919	10
JAG2	3.9752	0.01672	920	10
CLP1	3.9745	0.013716	921	10
BTBD1	3.9719	0.013179	922	10
PAK1	3.9702	0.014669	923	10
DPM2	3.9672	0.015644	924	10
TBL2	3.9646	0.012896	925	10
BAIAP3	3.9616	0.0098514	926	10
NUDCD1	3.9592	0.013687	927	10
CAND2	3.9586	0.019119	928	10
SYT11	3.9552	0.01767	929	10
NAV3	3.955	0.010873	930	10
SEZ6L2	3.9548	0.01477	931	10
HLF	3.9546	0.015816	932	10
ARL6	3.9541	0.016622	933	10
FARS2	3.952	0.014873	934	10
RETREG2	3.9506	0.019267	935	10
CAPS2	3.9501	0.016119	936	10
CABYR	3.9498	0.013942	937	10
COL5A2	3.9436	0.020848	938	10
DDX10	3.9434	0.015534	939	10
ZNF567	3.9429	0.0098561	940	10
GABRG2	3.9425	0.013173	941	10
GRM3	3.9424	0.013199	942	10
ZNF483	3.9422	0.019607	943	10
KLK10	3.942	0.0070216	944	10
ADAMTS19	3.9398	0.011787	945	10
ECT2	3.9384	0.016449	946	10
DOPEY1	3.9377	0.01715	947	10
DKFZP586I1420	3.934	0.014996	948	10
GLCE	3.933	0.014511	949	10
TEX30	3.9284	0.019002	950	10
ARL4C	3.9278	0.01189	951	10
RPRML	3.9259	0.015838	952	10
NF1	3.9249	0.0166	953	10
SPCS3	3.9222	0.017585	954	10
CRLF3	3.9205	0.014861	955	10
FAM173A	3.919	0.01589	956	10
SIPA1L1	3.9186	0.015718	957	10
DNAJC2	3.9167	0.0096431	958	10
C4orf45	3.9146	0.012062	959	10
CLCN6	3.9135	0.017633	960	10
B4GAT1	3.9109	0.013411	961	10
PRAP1	3.9072	0.014797	962	10
ITGA9	3.9053	0.014283	963	10
KNTC1	3.9049	0.016489	964	10
ZKSCAN2	3.9028	0.018229	965	10
LINC01140	3.9023	0.010335	966	10
SHISAL1	3.9009	0.0070517	967	10
GABBR1	3.8964	0.0054456	968	10
LINC01963	3.8949	0.020051	969	10
NDUFC2	3.8936	0.0063337	970	10
BAALC	3.8924	0.014279	971	10
RMDN2	3.8894	0.013893	972	10
PPP4R4	3.8885	0.0055108	973	10
LOC730098	3.8884	0.01258	974	10
VEZT	3.888	0.011259	975	10
PDIA2	3.8866	0.012121	976	10
NORAD	3.8827	0.01309	977	10
TMEM33	3.8825	0.017773	978	10
MORN3	3.8791	0.015548	979	10
RAN	3.8783	0.0090701	980	10
ATG2A	3.8765	0.015079	981	10
SLITRK1	3.8758	0.015966	982	10
CUL3	3.8735	0.010627	983	10
CFAP52	3.8733	0.013101	984	10
KCNA5	3.8731	0.010642	985	10
SNX16	3.8714	0.015927	986	10
CEP290	3.8711	0.013733	987	10
LOC100506271	3.87	0.010405	988	10
ZBTB24	3.8678	0.015452	989	10
PDK3	3.8676	0.019146	990	10
RABEPK	3.8652	0.016655	991	10
YIPF2	3.8624	0.017517	992	10
ZNF7	3.8618	0.010375	993	10
ALDH3A2	3.8596	0.0147	994	10
HPS4	3.8595	0.012478	995	10
SLC22A18	3.8591	0.018714	996	10
ASAP1	3.8575	0.014905	997	10
NCAPH2	3.8495	0.013869	998	10
RTN4R	3.8479	0.01753	999	10
NAP1L3	3.8472	0.015855	1000	10
FRS3	3.8436	0.018524	1001	10
SACM1L	3.8418	0.0097607	1002	10
ZNF704	3.838	0.016836	1003	10
SAE1	3.8376	0.016302	1004	10
GADD45GIP1	3.8371	0.010626	1005	10
STRIP1	3.8368	0.014767	1006	10
COL11A1	3.8327	0.012795	1007	10
LDB2	3.8323	0.012227	1008	10
RASAL1	3.832	0.0097649	1009	10
TOM1L1	3.8259	0.0081202	1010	10
SSTR1	3.8239	0.0057583	1011	10
FAM187A	3.8215	0.010079	1012	10
WDR54	3.8167	0.010698	1013	10
NDFIP1	3.8158	0.013653	1014	10
SMG8	3.8151	0.011628	1015	10
DCLK2	3.8148	0.0060956	1016	10
CLDN12	3.813	0.012044	1017	10
ANKLE2	3.8126	0.010476	1018	10
PRDM12	3.8034	0.010759	1019	10
GOLGB1	3.8011	0.0095764	1020	10
DPYSL4	3.8001	0.015383	1021	10
FAM122A	3.7972	0.01561	1022	10
NAPB	3.794	0.0183	1023	10
BMPER	3.7921	0.015275	1024	10
L3MBTL4	3.7903	0.013059	1025	10
CIB1	3.7899	0.0086125	1026	10
SYT10	3.7898	0.016112	1027	10
LNPK	3.7894	0.013279	1028	10
NTRK3	3.7868	0.013516	1029	10
ZNF239	3.7864	0.011971	1030	10
CCNL2	3.7841	0.019019	1031	10
ZNF233	3.7839	0.014843	1032	10
GCNT4	3.7838	0.0093431	1033	10
ORC6	3.7828	0.0088497	1034	10
TMEM53	3.7828	0.011062	1035	10
KCNH1	3.7827	0.0089401	1036	10
FSTL5	3.7826	0.011384	1037	10
LOC440084	3.7814	0.019391	1038	10
LYZL4	3.7813	0.0097775	1039	10
SHROOM3	3.7787	0.018383	1040	10
ABRAXAS2	3.7769	0.01552	1041	10
CRY2	3.7717	0.017565	1042	10
SLC35A2	3.7688	0.013472	1043	10
CHMP4B	3.7646	0.01307	1044	10
MKRN2	3.7643	0.011693	1045	10
WNT10B	3.7623	0.0064027	1046	10
GABRA3	3.7519	0.0082172	1047	10
ZBTB45	3.7475	0.017492	1048	10
TMEM56	3.7466	0.015601	1049	10
GDA	3.7415	0.0072719	1050	10
MYDGF	3.7398	0.0058032	1051	10
BEX5	3.7395	0.015479	1052	10
CACNA2D3	3.7386	0.0098215	1053	10
TMEM160	3.7382	0.014512	1054	10
LARGE1	3.7379	0.0053682	1055	10
PAIP1	3.7378	0.0091512	1056	10
CDC42EP3	3.737	0.0079726	1057	10
COPRS	3.7348	0.0078799	1058	10
YBX2	3.7328	0.016028	1059	10
ZNF879	3.7315	0.011545	1060	10
NICN1	3.7307	0.014227	1061	10
GHDC	3.7301	0.011592	1062	10
VIT	3.729	0.015608	1063	10
CREB3L3	3.7289	0.017829	1064	10
SNTB2	3.7282	0.017204	1065	10
RABGAP1L	3.7274	0.01777	1066	10
INAFM2	3.7236	0.011659	1067	10
EGFL7	3.7218	0.01556	1068	10
MPPED1	3.7211	0.01887	1069	10
CHRM1	3.7168	0.013059	1070	10
TERF2	3.713	0.016783	1071	10
MAFB	3.7109	0.0098941	1072	10
SNX10	3.7094	0.0148	1073	10
PCDHB17P	3.7075	0.016168	1074	10
BTRC	3.7026	0.01108	1075	10
WDR24	3.7023	0.017691	1076	10
AVPI1	3.7015	0.011125	1077	10
TYRO3	3.7001	0.011575	1078	10
SCAPER	3.6968	0.0092913	1079	10
FAM110C	3.6958	0.010693	1080	10
RNF40	3.6928	0.01413	1081	10
FEM1C	3.6904	0.01284	1082	10
OLFM4	3.689	0.020045	1083	10
B4GALT3	3.6884	0.0098444	1084	10
TERF2IP	3.6855	0.01567	1085	10
PKNOX2	3.6798	0.0072185	1086	10
BABAM2	3.6797	0.0068353	1087	10
RAB33A	3.6789	0.016844	1088	10
PCDHB4	3.6789	0.01453	1089	10
CCDC174	3.6772	0.012002	1090	10
STXBP5L	3.6763	0.0086567	1091	10
GPRIN2	3.6744	0.0077992	1092	10
MNAT1	3.6736	0.014222	1093	10
PCDH19	3.6713	0.010873	1094	10
TRIM45	3.669	0.016144	1095	10
CD53	3.6684	0.01367	1096	10
IFIT1	3.6648	0.01803	1097	10
AKAP8	3.6627	0.014922	1098	10
PJA1	3.6625	0.0098297	1099	10
ZMIZ1	3.662	0.014254	1100	10
PSMG3	3.662	0.013763	1101	10
SCYL1	3.6616	0.013916	1102	10
TRPV2	3.6602	0.012197	1103	10
POLD3	3.6589	0.0088346	1104	10
NUDT10	3.6587	0.0093174	1105	10
RABIF	3.6586	0.012872	1106	10
CHRNA2	3.6536	0.012543	1107	10
EGR2	3.6534	0.016213	1108	10
PABPC1L2A	3.6527	0.018043	1109	10
HINFP	3.6523	0.011125	1110	10
TRMT10C	3.6451	0.018487	1111	10
PFN2	3.6447	0.012703	1112	10
PTK2B	3.6431	0.013367	1113	10
MAOB	3.6417	0.0087412	1114	10
SENP2	3.6401	0.01491	1115	10
PRICKLE2	3.6334	0.012498	1116	10
GPATCH2L	3.6318	0.0098472	1117	10
SLC37A3	3.6311	0.015774	1118	10
DOCK4	3.6311	0.016943	1119	10
RPH3AL	3.631	0.015493	1120	10
DACH2	3.6296	0.0070654	1121	10
TCEA2	3.6294	0.018102	1122	10
NHLRC3	3.6292	0.015659	1123	10
ABHD12B	3.6278	0.018909	1124	10
MIR7-3HG	3.6258	0.011199	1125	10
TMEM59L	3.6257	0.012317	1126	10
PRKCE	3.6254	0.0086132	1127	10
SATL1	3.6232	0.016582	1128	10
TTLL12	3.6217	0.018591	1129	10
DUSP28	3.6181	0.011645	1130	10
SEH1L	3.6169	0.015289	1131	10
SEC16A	3.6156	0.014147	1132	10
SLC30A4	3.614	0.013068	1133	10
TVP23A	3.6135	0.010788	1134	10
SLCO2A1	3.6116	0.018401	1135	10
LOC646903	3.6062	0.018007	1136	10
STXBP6	3.606	0.014894	1137	10
CCDC9	3.6059	0.014861	1138	10
CHST1	3.6056	0.0080004	1139	10
HDC	3.6051	0.012203	1140	10
IGSF21	3.6033	0.018996	1141.5	10
KLK5	3.6033	0.0079483	1141.5	10
CDKN2D	3.6029	0.0079349	1143	10
CDH8	3.6006	0.011157	1144	10
SLC39A3	3.5993	0.015575	1145	10
OPA1	3.5988	0.016465	1146	10
LDHD	3.5985	0.0064586	1147	10
ABCB6	3.5971	0.015096	1148	10
SLC6A20	3.5966	0.014955	1149	10
PIP5K1B	3.5958	0.014388	1150	10
RABGEF1	3.5954	0.0096062	1151	10
CALHM1	3.5913	0.016913	1152	10
AKIRIN2	3.5909	0.0076019	1153	10
PDE4C	3.5879	0.016434	1154	10
PITHD1	3.5846	0.012081	1155	10
ADAM20P1	3.5823	0.0092547	1156	10
HECTD4	3.578	0.013972	1157	10
TSPAN5	3.5768	0.014446	1158	10
GFER	3.5688	0.016261	1159	10
CLK4	3.5675	0.0060843	1160	10
PPFIBP1	3.5636	0.017346	1161	10
LOC101928433	3.5626	0.0096306	1162	10
VGF	3.5612	0.017428	1163	10
SYNPO2	3.558	0.010584	1164	10
OPTN	3.5578	0.011068	1165	10
LZTFL1	3.5557	0.017009	1166	10
SMPD2	3.555	0.013282	1167	10
TSSC4	3.5548	0.013989	1168	10
KLHDC8B	3.5512	0.0074735	1169	10
SHISA8	3.5483	0.01804	1170	10
CYP4Z1	3.5481	0.01071	1171	10
SOCS5	3.5446	0.0067793	1172	10
SIRT3	3.541	0.013026	1173	10
DYNLT3	3.5408	0.018193	1174	10
SLF1	3.5395	0.01817	1175	10
DCAKD	3.5384	0.0079238	1176	10
ZNF133	3.5383	0.010994	1177	10
DPYS	3.5376	0.018598	1178	10
OSR1	3.5376	0.011139	1179	10
TSPYL2	3.5361	0.019138	1180	10
REEP5	3.5353	0.012518	1181	10
CHRNA7	3.5341	0.016662	1182	10
LRCH1	3.5339	0.0072644	1183	10
DAAM1	3.5337	0.015745	1184	10
LYPD8	3.5329	0.0054025	1185	10
SIPA1L2	3.5319	0.010807	1186	10
GATB	3.5312	0.014939	1187	10
EPHX4	3.5301	0.012316	1188	10
CPNE5	3.5289	0.012495	1189	10
ESS2	3.5284	0.016039	1190	10
TSTA3	3.5244	0.016856	1191	10
EFNB3	3.524	0.006748	1192	10
ZMAT2	3.5234	0.0078798	1193	10
MESP1	3.5218	0.0080225	1194	10
VSNL1	3.5207	0.015836	1195	10
MAGEE1	3.5206	0.015845	1196	10
IPO5	3.5165	0.014117	1197	10
ZNF304	3.5163	0.0091427	1198	10
PARD6B	3.5143	0.0083385	1199	10
C12orf29	3.5118	0.015774	1200	10
SMAD3	3.5118	0.0084049	1201	10
NOVA1	3.5113	0.015701	1202	9
CIT	3.51	0.0071758	1203	9
PCYOX1L	3.5074	0.020357	1204	9
BBS10	3.5071	0.015024	1205	9
MRPS30	3.5066	0.0069707	1206	9
ACSL4	3.5019	0.012078	1207	9
RTN4IP1	3.5004	0.019214	1208	9
CDH22	3.4976	0.013117	1209	9
APLP2	3.4904	0.019707	1210	9
KCTD2	3.4893	0.013248	1211	9
RNF2	3.4878	0.010725	1212	9
SCG3	3.4871	0.0082985	1213	9
SLIT1	3.4855	0.0063465	1214	9
SLC19A1	3.4828	0.00918	1215	9
CDKL5	3.4798	0.016124	1216	9
UQCC3	3.4781	0.010199	1217	9
CEP41	3.4746	0.011588	1218	9
ELAVL2	3.4737	0.017777	1219	9
PIP4K2C	3.4722	0.015278	1220	9
MANBAL	3.4707	0.015663	1221	9
LRSAM1	3.4689	0.017713	1222	9
THAP7	3.4673	0.016941	1223	9
DTX3	3.4671	0.0081798	1224	9
TOMM20	3.4658	0.015335	1225	9
PYGO2	3.4657	0.014109	1226	9
TRPC5	3.4649	0.017317	1227	9
EXOC8	3.4638	0.015382	1228	9
BCKDK	3.4627	0.011223	1229	9
PPP2R2A	3.4627	0.017747	1230	9
KDELR3	3.4627	0.017064	1231	9
MND1	3.4619	0.014608	1232	9
SLITRK2	3.4615	0.011597	1233	9
DUSP27	3.4609	0.015238	1234	9
CSTF1	3.4595	0.012285	1235	9
NEDD9	3.4579	0.014416	1236	9
MYB	3.4554	0.0070849	1237	9
ASMTL	3.4543	0.015395	1238	9
PRUNE2	3.4536	0.017456	1239	9
PPEF1	3.4535	0.0097337	1240.5	9
PNMA8B	3.4535	0.014564	1240.5	9
MAP10	3.4512	0.01436	1242	9
GPR63	3.4507	0.016258	1243	9
TMEM117	3.4503	0.012845	1244	9
METAP1	3.4493	0.01331	1245	9
EPM2AIP1	3.449	0.010954	1246	9
COMTD1	3.4469	0.015369	1247	9
RTN4RL2	3.4459	0.010593	1248	9
WISP2	3.4451	0.013905	1249	9
GPR22	3.4438	0.014555	1250	9
EARS2	3.4437	0.010454	1251	9
ZNF26	3.4437	0.015981	1252	9
PPP1R32	3.4435	0.0055135	1253	9
CEBPB	3.4354	0.013329	1254	9
CMTM4	3.432	0.009457	1255	9
ACTA1	3.4296	0.01825	1256	9
USP32	3.428	0.013791	1257	9
PPP3CB	3.427	0.01405	1258	9
ADNP	3.4261	0.017424	1259	9
NOVA2	3.4245	0.0081622	1260	9
GDF10	3.4227	0.015949	1261	9
PTER	3.4207	0.0084633	1262	9
WDR7	3.4201	0.015971	1263	9
ZNF354A	3.4196	0.015802	1264	9
NRG3	3.4185	0.017909	1265	9
ZNF248	3.4169	0.0099442	1266	9
KCNMB4	3.4166	0.0081408	1267	9
BDH1	3.4165	0.011574	1268	9
KCTD1	3.4142	0.011042	1269	9
HECTD2	3.4124	0.011953	1270	9
KPNA2	3.4122	0.010232	1271	9
SMG7	3.4113	0.011873	1272	9
CCDC110	3.4107	0.017553	1273	9
ILF2	3.4056	0.012061	1274	9
ERCC6L2	3.4052	0.011035	1275	9
NKD2	3.4035	0.0085229	1276	9
ACOX3	3.4029	0.012106	1277	9
LYST	3.4019	0.0078522	1278	9
HACL1	3.401	0.015281	1279	9
USP30	3.3999	0.014752	1280	9
ZNF613	3.3995	0.015786	1281	9
KATNAL1	3.3968	0.016463	1282	9
AACS	3.3938	0.018804	1283	9
CABLES2	3.3887	0.0096119	1284	9
RHCG	3.384	0.015004	1285	9
AGPS	3.3828	0.013037	1286	9
HDX	3.382	0.016675	1287.5	9
TMEM208	3.382	0.004414	1287.5	9
GPM6A	3.3811	0.011971	1289	9
CREG2	3.3807	0.014815	1290	9
MYCBP2	3.3774	0.015018	1291	9
GNAQ	3.3758	0.0094334	1292	9
CCDC85B	3.3753	0.012299	1293	9
OCIAD1	3.3752	0.014974	1294	9
MYCBPAP	3.3737	0.0099935	1295	9
PAPOLG	3.3724	0.010064	1296	9
GAP43	3.3705	0.0096278	1297	9
PHF24	3.3699	0.011472	1298	9
ARMC8	3.3675	0.01514	1299	9
ARHGAP26	3.3672	0.0094456	1300	9
MCUB	3.3669	0.0062058	1301	9
PCMTD2	3.3639	0.014329	1302	9
OTUD6B-AS1	3.3632	0.0097152	1303	9
NELL2	3.3607	0.015719	1304	9
TMEM155	3.3601	0.016091	1305	9
ADAM11	3.3586	0.013844	1306	9
RASGEF1C	3.3576	0.0086277	1307	9
AK5	3.3573	0.010622	1308	9
MFSD4A	3.3572	0.013138	1309	9
FEN1	3.3559	0.014122	1310	9
AURKAIP1	3.3556	0.015416	1311	9
PAPD7	3.3547	0.010291	1312	9
MYO15A	3.3529	0.00862	1313	9
L1CAM	3.3524	0.015135	1314	9
TPBG	3.3516	0.01722	1315	9
WDR18	3.3505	0.01456	1316	9
PYDC2	3.3468	0.016582	1317	9
DHX36	3.3465	0.015534	1318	9
ZNF544	3.3453	0.010973	1319	9
GP9	3.3426	0.015541	1320	9
LOC101929552	3.3401	0.015346	1321	9
PROCA1	3.339	0.013344	1322	9
NLN	3.3383	0.016133	1323	9
UBE2B	3.3376	0.0094749	1324	9
SGSH	3.3371	0.0089801	1325	9
PLPP7	3.3359	0.010082	1326	9
LINC01750	3.3342	0.010423	1327	9
CLPB	3.3341	0.012871	1328	9
KRT5	3.3329	0.016328	1329	9
MUCL1	3.3317	0.018387	1330	9
FAM81A	3.3299	0.0098082	1331	9
B4GALT2	3.3293	0.0088717	1332	9
TMEM232	3.3252	0.017564	1333	9
BRMS1L	3.3246	0.005943	1334	9
PARN	3.3239	0.012968	1335	9
B3GNT4	3.3237	0.010003	1336	9
TRIM9	3.3233	0.0098584	1337	9
TMEM186	3.3223	0.012225	1338	9
ABTB1	3.3215	0.012875	1339	9
TBC1D1	3.3208	0.0090195	1340	9
PTPN11	3.3141	0.016165	1341	9
PREP	3.3115	0.0093662	1342	9
TAOK1	3.3106	0.011425	1343	9
RDH12	3.3094	0.012303	1344	9
ZFHX2	3.3083	0.010491	1345	9
HECW2	3.306	0.010983	1346	9
RIPOR2	3.3048	0.0048762	1347	9
ATP6V0B	3.3026	0.01573	1348	9
SRP19	3.2997	0.0099501	1349	9
CYP26A1	3.2975	0.0117	1350	9
MAP2K4	3.2966	0.017458	1351	9
ATP2B4	3.2958	0.0066575	1352	9
ELAVL4	3.2949	0.0083021	1353	9
MLLT11	3.2928	0.013241	1354	9
OARD1	3.2894	0.008121	1355	9
GTF2E1	3.2894	0.013529	1356	9
VPS35	3.289	0.016483	1357	9
BCL2L2	3.2877	0.012521	1358	9
FXYD7	3.2859	0.012498	1359	9
LOC646548	3.2854	0.0081485	1360	9
RALBP1	3.2833	0.013755	1361	9
ATP6V0C	3.2831	0.015798	1362	9
SLU7	3.2827	0.01323	1363	9
TMEM121B	3.2783	0.01199	1364	9
FHL3	3.278	0.013924	1365	9
MRPL44	3.2735	0.011495	1366	9
