trait	model	set	submodel	n_genes	beta	beta_std	se	p
slope_PC1	cond_on_pool	MDD_hc_expression	1	56	-0.10209	-0.0056431	0.11887	0.80477
slope_PC1	cond_on_pool	MDD_pool	2	1881	0.030051	0.0091325	0.027033	0.13316
slope_PC1	cond_on_pool	MDD_hc_finemap	2	160	-0.041351	-0.0038527	0.076156	0.70642
slope_PC1	cond_on_pool	MDD_pool	3	1881	0.023032	0.0069993	0.025954	0.18744
slope_PC1	cond_on_pool	MDD_hc_protein	3	10	0.35935	0.0084049	0.2513	0.076369
slope_PC1	cond_on_pool	MDD_pool	4	1881	0.028567	0.0086816	0.027327	0.14794
slope_PC1	cond_on_pool	MDD_highconf	4	213	-0.020757	-0.0022282	0.066119	0.62321
slope_PC1	cond_on_pool	MDD_pool	5	1881	0.0078098	0.0023734	0.062922	0.45061
slope_PC1	cond_on_pool	MDD_pool_not_hc	5	1668	0.020757	0.0059788	0.066119	0.37679
slope_PC2	cond_on_pool	MDD_pool	1	1881	0.030165	0.0091672	0.02671	0.12938
slope_PC2	cond_on_pool	MDD_hc_expression	1	56	0.13375	0.0073938	0.12149	0.13547
slope_PC2	cond_on_pool	MDD_pool	2	1881	0.033907	0.010304	0.02763	0.10988
slope_PC2	cond_on_pool	MDD_hc_finemap	2	160	0.0031953	0.00029771	0.077837	0.48363
slope_PC2	cond_on_pool	MDD_pool	3	1881	0.033009	0.010032	0.026529	0.10671
slope_PC2	cond_on_pool	MDD_hc_protein	3	10	0.15821	0.0037005	0.25686	0.26896
slope_PC2	cond_on_pool	MDD_pool	4	1881	0.028912	0.0087865	0.02793	0.1503
slope_PC2	cond_on_pool	MDD_highconf	4	213	0.040141	0.0043088	0.067577	0.27626
slope_PC2	cond_on_pool	MDD_pool	5	1881	0.069053	0.020985	0.06431	0.14148
slope_PC2	cond_on_pool	MDD_pool_not_hc	5	1668	-0.040141	-0.011562	0.067577	0.72374
slope_PC3	cond_on_pool	MDD_pool	1	1881	0.046729	0.014201	0.026377	0.038243
slope_PC3	cond_on_pool	MDD_hc_expression	1	56	-0.10851	-0.0059982	0.11998	0.8171
slope_PC3	cond_on_pool	MDD_pool	2	1881	0.057884	0.017591	0.027282	0.01694
slope_PC3	cond_on_pool	MDD_hc_finemap	2	160	-0.14112	-0.013148	0.076857	0.96682
slope_PC3	cond_on_pool	MDD_pool	3	1881	0.042752	0.012993	0.026198	0.051361
slope_PC3	cond_on_pool	MDD_hc_protein	3	10	0.087225	0.0020401	0.25365	0.36547
slope_PC3	cond_on_pool	MDD_pool	4	1881	0.057626	0.017513	0.027579	0.018343
slope_PC3	cond_on_pool	MDD_highconf	4	213	-0.10708	-0.011494	0.066729	0.94571
slope_PC3	cond_on_pool	MDD_pool	5	1881	-0.049455	-0.01503	0.063503	0.78194
slope_PC3	cond_on_pool	MDD_pool_not_hc	5	1668	0.10708	0.030843	0.066729	0.054289
