method	trait	trait_arm	score	disorder	threshold	phenotype	stratum	n	n_families	n_multi_families	n_pairs	beta_within	se_within	p_within	beta_between	se_between	p_between	beta_diff	se_diff	z_diff	p_diff
CT	SCZ	SCZ_eur	raw	SCZeur	0p01	slope_PC3	EUR	4308	3601	691	726	0.00456468006845503	0.0466958098092482	0.92215560376431	0.0177144080183447	0.0164909344191408	0.282811749784595	0.0131497279498896	0.0495156455571532	0.265567131397118	0.790572602168759
CT	SCZ	SCZ_eur	raw	SCZeur	0p05	slope_PC3	EUR	4308	3601	691	726	0.00385835474242466	0.0463471474594638	0.933677009170954	-0.00226288934240442	0.0165425116366603	0.891202796439173	-0.00612124408482908	0.0492239976828543	-0.124354875121433	0.901034300377112
CT	SCZ	SCZ_eur	raw	SCZeur	0p1	slope_PC3	EUR	4308	3601	691	726	-0.0360335866424536	0.0471032113516612	0.44453046245193	-0.001244656029242	0.016543518282225	0.940031813845202	0.0347889306132116	0.0499388872725464	0.69663007153819	0.486034331503768
CT	SCZ	SCZ_eur	raw	SCZeur	0p5	slope_PC3	EUR	4308	3601	691	726	-0.00618786885067622	0.048501967475538	0.898517677906227	-0.00391504382371152	0.016618842218735	0.813773491360978	0.00227282502696471	0.0512858285866051	0.0443168237620778	0.964651861426275
CT	SCZ	SCZ_eur	raw	SCZeur	1	slope_PC3	EUR	4308	3601	691	726	-0.0110915288219164	0.0489397991978975	0.82077187585196	-0.00250029675375626	0.016617773761745	0.880411043014766	0.00859123206816011	0.0517039340298071	0.166162057672581	0.868029417897502
CT	SCZ	SCZ_eur	raw	SCZeur	1e-5	slope_PC3	EUR	4308	3601	691	726	0.00153572299952841	0.0442865990434796	0.972347088818901	0.0305716069223024	0.0164875312502141	0.0637909417437523	0.029035883922774	0.0472298802230649	0.614777843721784	0.538701443291852
CT	SCZ	SCZ_eur	raw	SCZeur	5e-8	slope_PC3	EUR	4308	3601	691	726	-0.000161164544612107	0.0446182174086637	0.997118995894646	0.0268254673070842	0.0164891525309136	0.103857503532347	0.0269866318516963	0.0475336644661166	0.567737248007319	0.570213395347726
CT	SCZ	SCZ_eur	raw	SCZeur	0p001	slope_PC3	full	8596	7198	1350	1449	-0.0118246612763754	0.0395654779840404	0.765083450947064	0.00145518176485459	0.0137613795889911	0.915788572432136	0.01327984304123	0.0418131418055743	0.317599741798392	0.750788570021672
CT	SCZ	SCZ_eur	raw	SCZeur	0p01	slope_PC3	full	8596	7198	1350	1449	0.012493761074456	0.0525064713284289	0.811952698724227	-0.0047455040150027	0.0183970605297302	0.796453666551465	-0.0172392650894587	0.0553288167584858	-0.311578416084865	0.755360939679265
CT	SCZ	SCZ_eur	raw	SCZeur	0p05	slope_PC3	full	8596	7198	1350	1449	0.0736918450789422	0.0618175161899126	0.233404343460156	-0.0241404950812923	0.0218071801397604	0.268331725556004	-0.0978323401602345	0.064971558777288	-1.50577178693816	0.13212576824541
CT	SCZ	SCZ_eur	raw	SCZeur	0p1	slope_PC3	full	8596	7198	1350	1449	0.0388053892441543	0.065882580155312	0.555938909947744	-0.0194833286688956	0.0231025272519451	0.399064920521743	-0.0582887179130499	0.0691017906550952	-0.843519644866859	0.398937883615664
CT	SCZ	SCZ_eur	raw	SCZeur	0p5	slope_PC3	full	8596	7198	1350	1449	0.0724678435601077	0.0725434994545967	0.317966552207082	-0.0335564207432716	0.0248975980182521	0.177771784765433	-0.106024264303379	0.0757957418567387	-1.39881557599602	0.161868294221214
CT	SCZ	SCZ_eur	raw	SCZeur	1	slope_PC3	full	8596	7198	1350	1449	0.0717432801830583	0.0731232811380724	0.326678077624046	-0.0333269249095056	0.0249898835074323	0.182371113246883	-0.105070205092564	0.076348495640189	-1.37619221192953	0.168762132633742
CT	SCZ	SCZ_eur	raw	SCZeur	1e-5	slope_PC3	full	8596	7198	1350	1449	-0.000977355240376766	0.0342925930091534	0.97726655519113	0.0049361176047656	0.012328002245814	0.6888749515367	0.00591347284514236	0.0364030358873386	0.162444496756907	0.870955832793973
CT	SCZ	SCZ_eur	raw	SCZeur	5e-8	slope_PC3	full	8596	7198	1350	1449	-0.00495378116578241	0.0326118326145191	0.879283973028009	0.00236402005660134	0.0115651667366744	0.838040069777299	0.00731780122238375	0.0345931269358721	0.211539166029983	0.832466573549596
CT	SCZ	SCZ_eur	zanc	SCZeur	0p001	baseline_thickness	EUR	4308	3601	691	726	0.0186287395971907	0.0395410951385463	0.637688103715255	-0.018065585686289	0.0167304882980195	0.280303555672645	-0.0366943252834797	0.0429165312361085	-0.855016102806703	0.392542233216239
CT	SCZ	SCZ_eur	zanc	SCZeur	0p01	baseline_thickness	EUR	4308	3601	691	726	-0.000770761245884935	0.0400867143697745	0.984664820710318	-0.0130360650190779	0.0167500485221441	0.436460844083501	-0.012265303773193	0.0434386484088111	-0.282359240503097	0.777668065276112
CT	SCZ	SCZ_eur	zanc	SCZeur	0p05	baseline_thickness	EUR	4308	3601	691	726	-0.000262331806969067	0.0397938917776794	0.994741914707942	-0.00500826315770414	0.0167948782540518	0.765566293075204	-0.00474593135073507	0.043208422140633	-0.109838108304168	0.912537767818021
CT	SCZ	SCZ_eur	zanc	SCZeur	0p1	baseline_thickness	EUR	4308	3601	691	726	0.0113361553302547	0.0404581206620723	0.779404728889611	-0.00753202120438728	0.0167913375249688	0.653771692250337	-0.0188681765346419	0.043821862508704	-0.430565372042193	0.666784424198293
CT	SCZ	SCZ_eur	zanc	SCZeur	0p5	baseline_thickness	EUR	4308	3601	691	726	0.036841710442004	0.041631512715186	0.37646668038843	0.00386540267794197	0.0168725795731521	0.818809016523907	-0.032976307764062	0.0449394933770708	-0.733793491781714	0.463074607707253
CT	SCZ	SCZ_eur	zanc	SCZeur	1	baseline_thickness	EUR	4308	3601	691	726	0.038185200961796	0.0420072654358714	0.36363271748543	0.00245734012308826	0.0168716797561802	0.88420676069917	-0.0357278608387077	0.0452923809701032	-0.78882717299166	0.430213025416297
CT	SCZ	SCZ_eur	zanc	SCZeur	1e-5	baseline_thickness	EUR	4308	3601	691	726	-0.0147576423325106	0.0380242315781065	0.698042740604854	-0.0235007387051519	0.0167422573597451	0.160500744225695	-0.00874309637264134	0.041517908156906	-0.210586148502451	0.833210221831731
CT	SCZ	SCZ_eur	zanc	SCZeur	5e-8	baseline_thickness	EUR	4308	3601	691	726	0.00153160660891337	0.03832119409535	0.968129498001866	-0.0250679958800686	0.0167363767955172	0.134268518371714	-0.026599602488982	0.0417790221512442	-0.636673649102863	0.524337441213119
CT	SCZ	SCZ_eur	zanc	SCZeur	0p001	baseline_thickness	full	8596	7198	1350	1449	-0.00806065265773767	0.0282083953313166	0.77510711662028	0.000138602372786241	0.0115674969549748	0.990440265693545	0.00819925503052392	0.030487028982124	0.268942409420463	0.787974000843026
CT	SCZ	SCZ_eur	zanc	SCZeur	0p01	baseline_thickness	full	8596	7198	1350	1449	-0.00663316585478905	0.0290580261767993	0.819465742734559	0.0151089593667927	0.0115803656997804	0.192034976647203	0.0217421252215818	0.0312768179096099	0.695151446813311	0.486960396405839
CT	SCZ	SCZ_eur	zanc	SCZeur	0p05	baseline_thickness	full	8596	7198	1350	1449	-0.00565042399325707	0.0298013344415835	0.849646417823253	0.023897034332771	0.0115817406270231	0.0391161679465791	0.029547458326028	0.0319676056941098	0.924293755646277	0.355333392999976
CT	SCZ	SCZ_eur	zanc	SCZeur	0p1	baseline_thickness	full	8596	7198	1350	1449	-7.31112331082623e-05	0.0303624533857102	0.998079064031981	0.0245693828242537	0.0115807169315873	0.0339070593213553	0.024642494057362	0.03249188992284	0.758419843101821	0.448199682448685
CT	SCZ	SCZ_eur	zanc	SCZeur	0p5	baseline_thickness	full	8596	7198	1350	1449	0.0185868003575132	0.0315549313252452	0.555931875195669	0.0293935956264881	0.0116116233791257	0.0113819857143106	0.0108067952689748	0.0336184993976627	0.321453826393161	0.747866498095647
CT	SCZ	SCZ_eur	zanc	SCZeur	1	baseline_thickness	full	8596	7198	1350	1449	0.0181978905828061	0.031704559254096	0.566067036526855	0.0288346950050325	0.0116075487572013	0.0130091614469744	0.0106368044222264	0.0337570069740024	0.315099156463077	0.752686368966392
CT	SCZ	SCZ_eur	zanc	SCZeur	1e-5	baseline_thickness	full	8596	7198	1350	1449	-0.0211183504587876	0.0270591858761349	0.435251666359407	-0.00793141780478074	0.0115717932683079	0.493107597042481	0.0131869326540068	0.0294282887816525	0.448103957109066	0.654078172329443
CT	SCZ	SCZ_eur	zanc	SCZeur	5e-8	baseline_thickness	full	8596	7198	1350	1449	-0.00933392840515986	0.0269567561370749	0.729200238923565	-0.0109847141689986	0.0115642159024954	0.342200853875615	-0.00165078576383873	0.0293306204808427	-0.0562819925653106	0.955117163945052
CT	SCZ	SCZ_eur	zanc	SCZeur	0p001	global_slope	EUR	4308	3601	691	726	-0.0992300675109033	0.0461051102053067	0.0316944014887713	-0.0164910077483904	0.0153738688318386	0.283496394379289	0.0827390597625129	0.0485849489078229	1.70297718990069	0.0885723371790707
CT	SCZ	SCZ_eur	zanc	SCZeur	0p01	global_slope	EUR	4308	3601	691	726	-0.0992646921300895	0.0467739959825979	0.0341466967307046	-0.021378365083635	0.0153896997354094	0.164881192138225	0.0778863270464545	0.0492346079360212	1.5819426682074	0.113662659162227
CT	SCZ	SCZ_eur	zanc	SCZeur	0p05	global_slope	EUR	4308	3601	691	726	-0.0711516596326776	0.0464830926138343	0.126264555266784	-0.0265801890349906	0.0154361013662106	0.0851675117217214	0.044571470597687	0.0489904017015412	0.909800063882408	0.362927960902379
CT	SCZ	SCZ_eur	zanc	SCZeur	0p1	global_slope	EUR	4308	3601	691	726	-0.071376522174488	0.0472620322473787	0.131405044710162	-0.0272131200764448	0.0154388928348885	0.0780495693743873	0.0441634020980432	0.0497327557572167	0.88801437655372	0.374533018063734
CT	SCZ	SCZ_eur	zanc	SCZeur	0p5	global_slope	EUR	4308	3601	691	726	-0.0763791643934503	0.0486183190595955	0.116603871457769	-0.0354334392743455	0.0155031222356773	0.0223395045107885	0.0409457251191048	0.0510437953270191	0.802168507588051	0.422455490661834
CT	SCZ	SCZ_eur	zanc	SCZeur	1	global_slope	EUR	4308	3601	691	726	-0.0770960621547001	0.0490566216622401	0.116469672681727	-0.03584412644229	0.0155017735327356	0.0208215598823246	0.0412519357124101	0.0514646827090663	0.801558147081376	0.422808595858856
CT	SCZ	SCZ_eur	zanc	SCZeur	1e-5	global_slope	EUR	4308	3601	691	726	-0.0824152522853704	0.0443744337020957	0.0636635279092939	-0.00578978244073022	0.0153998818190227	0.706967428086271	0.0766254698446402	0.0469471792322127	1.63216344619197	0.102645058984207
CT	SCZ	SCZ_eur	zanc	SCZeur	5e-8	global_slope	EUR	4308	3601	691	726	-0.0760503027226949	0.0447242607950895	0.0894637060376311	0.00194534138603826	0.0154018979526556	0.899497506967008	0.0779956441087331	0.0472715684246964	1.64994830313236	0.0989535100708041
CT	SCZ	SCZ_eur	zanc	SCZeur	0p001	global_slope	full	8596	7198	1350	1449	-0.0416414507813571	0.0326557965362435	0.202439289877574	-0.0107793044307817	0.0109207289253089	0.323652047424277	0.0308621463505754	0.0344326894764252	0.896303681758742	0.370090593275219
CT	SCZ	SCZ_eur	zanc	SCZeur	0p01	global_slope	full	8596	7198	1350	1449	-0.0386785947442667	0.033648082281756	0.250522505930614	-0.0257619581600221	0.0109371817329703	0.0185274455111369	0.0129166365842446	0.0353781891631533	0.365101688067669	0.715035500866784
CT	SCZ	SCZ_eur	zanc	SCZeur	0p05	global_slope	full	8596	7198	1350	1449	-0.0558460413883191	0.0344836341412314	0.105540698256602	-0.0295674810543524	0.010945575173881	0.00692280525220947	0.0262785603339667	0.0361752661010869	0.726423414841919	0.467579241323423
CT	SCZ	SCZ_eur	zanc	SCZeur	0p1	global_slope	full	8596	7198	1350	1449	-0.0534259551553143	0.0351317430841608	0.128527338107854	-0.0283640198348384	0.0109489915196097	0.00960136438908801	0.0250619353204759	0.0367953007332478	0.681117828120649	0.495796937081118
CT	SCZ	SCZ_eur	zanc	SCZeur	0p5	global_slope	full	8596	7198	1350	1449	-0.0478163772846607	0.0365128287132926	0.190529075210058	-0.0330888994169902	0.0109747188651946	0.00257872066509294	0.0147274778676704	0.038122677349362	0.386318036708324	0.699261144041516
CT	SCZ	SCZ_eur	zanc	SCZeur	1	global_slope	full	8596	7198	1350	1449	-0.0494869758753653	0.0366831391480756	0.17751765158455	-0.0332377703068221	0.0109706616578302	0.00245674868537449	0.0162492055685431	0.0382841897334722	0.424436449658913	0.671247542954881
CT	SCZ	SCZ_eur	zanc	SCZeur	1e-5	global_slope	full	8596	7198	1350	1449	-0.00874878332120433	0.0313411082841973	0.7801683511378	0.00134864356512549	0.0109286135780579	0.901790049558811	0.0100974268863298	0.0331906451158115	0.30422508665008	0.760956413690629
CT	SCZ	SCZ_eur	zanc	SCZeur	5e-8	global_slope	full	8596	7198	1350	1449	-0.0170827237898272	0.0312128792005397	0.584251746147258	0.00772806726035451	0.0109232297777942	0.479285787694243	0.0248107910501817	0.03306729852275	0.750312004868255	0.453066814051505
CT	SCZ	SCZ_eur	zanc	SCZeur	0p001	slope_PC1	EUR	4308	3601	691	726	-0.084670084352414	0.0526075182426632	0.107934838265622	-0.0317238113743887	0.0159432122436506	0.0466947273143103	0.0529462729780252	0.0549542415274056	0.963461081554934	0.335316185915898
CT	SCZ	SCZ_eur	zanc	SCZeur	0p01	slope_PC1	EUR	4308	3601	691	726	-0.0604848217054244	0.0534288771110838	0.257970528841438	-0.0421896513212115	0.0159540714623293	0.00822097948940953	0.0182951703842129	0.0557535943877276	0.32814333470561	0.742803289986454
CT	SCZ	SCZ_eur	zanc	SCZeur	0p05	slope_PC1	EUR	4308	3601	691	726	-0.0468202015309734	0.053044014413485	0.377699175747063	-0.0463486701335537	0.0160053402926162	0.00380612220586161	0.000471531397419629	0.0554166123021794	0.00850884559396073	0.99321100539147
CT	SCZ	SCZ_eur	zanc	SCZeur	0p1	slope_PC1	EUR	4308	3601	691	726	-0.031736854984855	0.0539507172934808	0.556537261474229	-0.043425324927501	0.0160145707256066	0.00672961813258846	-0.011688469942646	0.056289496735057	-0.207649217360411	0.83550287195599
CT	SCZ	SCZ_eur	zanc	SCZeur	0p5	slope_PC1	EUR	4308	3601	691	726	-0.0216418155494515	0.0554945352388999	0.69666098703054	-0.0509336293241973	0.0160753352601987	0.00154646013877891	-0.0292918137747458	0.0577884825293202	-0.506879788024958	0.612239168271177
CT	SCZ	SCZ_eur	zanc	SCZeur	1	slope_PC1	EUR	4308	3601	691	726	-0.0241804535132496	0.0559920897526214	0.665970662167165	-0.0520749501150135	0.0160730678932	0.00120748614082361	-0.0278944966017639	0.0582692442714671	-0.478717322500493	0.632139740762301
CT	SCZ	SCZ_eur	zanc	SCZeur	1e-5	slope_PC1	EUR	4308	3601	691	726	-0.0919314579946727	0.0506022993216914	0.0696567002359133	-0.0264834431093107	0.0159759606386805	0.0974701350571044	0.0654480148853619	0.0530413603904044	1.23390528454851	0.217238200122767
CT	SCZ	SCZ_eur	zanc	SCZeur	5e-8	slope_PC1	EUR	4308	3601	691	726	-0.082161964837983	0.0510141979903664	0.107695376119955	-0.0205356711095932	0.0159830660660016	0.198936447430709	0.0616262937283898	0.0534296619878945	1.15340976220947	0.248742236439513
CT	SCZ	SCZ_eur	zanc	SCZeur	0p001	slope_PC1	full	8596	7198	1350	1449	-0.0387153499142361	0.0357197835868537	0.27858843286827	-0.0278948177367168	0.0113614732899963	0.0141044742095641	0.0108205321775193	0.0374823777495941	0.288683184663664	0.77282383179312
CT	SCZ	SCZ_eur	zanc	SCZeur	0p01	slope_PC1	full	8596	7198	1350	1449	-0.0421440523846899	0.036802150712794	0.252317207987031	-0.0387026838319616	0.0113799925275868	0.000675290318839204	0.00344136855272836	0.0385187165361452	0.0893427627449385	0.928809510174862
CT	SCZ	SCZ_eur	zanc	SCZeur	0p05	slope_PC1	full	8596	7198	1350	1449	-0.0504133252713216	0.0377270869749625	0.181652810936139	-0.0327534183598326	0.011394852821848	0.00405997231464401	0.017659906911489	0.0394066648354881	0.448145180141843	0.654048423256173
CT	SCZ	SCZ_eur	zanc	SCZeur	0p1	slope_PC1	full	8596	7198	1350	1449	-0.0419829430285097	0.0384401179994358	0.274924708073228	-0.0274025658090074	0.0114011718117818	0.016265015091022	0.0145803772195023	0.0400923060077247	0.363670206864456	0.716104293604092
CT	SCZ	SCZ_eur	zanc	SCZeur	0p5	slope_PC1	full	8596	7198	1350	1449	-0.0501483217527703	0.0399364928192286	0.209406910220105	-0.0349901446607074	0.0114256452209644	0.0022037931680256	0.015158177092063	0.0415350551469244	0.36494900604906	0.715149471902504
CT	SCZ	SCZ_eur	zanc	SCZeur	1	slope_PC1	full	8596	7198	1350	1449	-0.0543321818258474	0.0401198367616306	0.175848084814927	-0.0356630023497089	0.0114212482811827	0.00180037867508352	0.0186691794761385	0.041709690113261	0.447598134281101	0.654443249889706
CT	SCZ	SCZ_eur	zanc	SCZeur	1e-5	slope_PC1	full	8596	7198	1350	1449	-0.0233691876906129	0.0342819912304445	0.495542602205276	-0.0251601959020581	0.0113699584059529	0.0269391084716819	-0.00179100821144516	0.036117042248312	-0.0495890056315138	0.960449908088944
CT	SCZ	SCZ_eur	zanc	SCZeur	5e-8	slope_PC1	full	8596	7198	1350	1449	-0.0375997723827351	0.0341446439862077	0.27097888708653	-0.0159933558356984	0.011366991638718	0.159471873957159	0.0216064165470367	0.0359852350493281	0.600424494029813	0.548223367823836
CT	SCZ	SCZ_eur	zanc	SCZeur	0p001	slope_PC2	EUR	4308	3601	691	726	0.0220299549269031	0.0502228674727941	0.661045051179534	0.0207865171271701	0.0163820033071484	0.204575879947507	-0.00124343779973296	0.0528103452097671	-0.0235453450416565	0.981215268385353
CT	SCZ	SCZ_eur	zanc	SCZeur	0p01	slope_PC2	EUR	4308	3601	691	726	0.0157286291192882	0.0509587838000942	0.757670266010957	0.0288312273541046	0.0163969212917732	0.078780019732527	0.0131025982348164	0.0535252990472803	0.244792620836037	0.806617007844083
CT	SCZ	SCZ_eur	zanc	SCZeur	0p05	slope_PC2	EUR	4308	3601	691	726	-0.00384359725917243	0.0505852973966814	0.939453229712144	0.0332071153196944	0.0164466932237435	0.0435563927936853	0.0370507125788668	0.0532035562012621	0.696395414598017	0.486181233880756
CT	SCZ	SCZ_eur	zanc	SCZeur	0p1	slope_PC2	EUR	4308	3601	691	726	-0.0273526975401197	0.0514189288319965	0.594912339753422	0.0286544441170929	0.0164534539736841	0.0816764102090012	0.0560071416572126	0.0540007438929994	1.03715500231235	0.29966362511091
CT	SCZ	SCZ_eur	zanc	SCZeur	0p5	slope_PC2	EUR	4308	3601	691	726	-0.0172837568794372	0.0529409874151866	0.74415799059498	0.039002628224597	0.0165173526398306	0.0182656684867908	0.0562863851040342	0.0554718959718241	1.01468291497777	0.310257000826297
CT	SCZ	SCZ_eur	zanc	SCZeur	1	slope_PC2	EUR	4308	3601	691	726	-0.0199072076181715	0.0534210693584314	0.709516081986432	0.0388078688956616	0.0165160251738541	0.018844124207542	0.0587150765138331	0.0559336650297661	1.04972696644475	0.293843661822224
CT	SCZ	SCZ_eur	zanc	SCZeur	1e-5	slope_PC2	EUR	4308	3601	691	726	0.0422483947201902	0.0482683697650441	0.381699580803307	0.011763387407037	0.016412684708861	0.473591812042852	-0.0304850073131532	0.050957710218729	-0.598241309947022	0.549678931098422
CT	SCZ	SCZ_eur	zanc	SCZeur	5e-8	slope_PC2	EUR	4308	3601	691	726	0.0275711750338151	0.0486504992971345	0.571073446204346	0.00928123474121784	0.0164153061197528	0.571837261962444	-0.0182899402925973	0.0513132212684184	-0.356437187931021	0.72151318374955
CT	SCZ	SCZ_eur	zanc	SCZeur	0p001	slope_PC2	full	8596	7198	1350	1449	-0.0172393335596532	0.0354614987404687	0.626932340836827	0.0138464866773381	0.0115484138931704	0.230570456907247	0.0310858202369913	0.0372937575078332	0.833539506724739	0.404540526458809
CT	SCZ	SCZ_eur	zanc	SCZeur	0p01	slope_PC2	full	8596	7198	1350	1449	0.0093537176055129	0.0365344245847358	0.797964373682951	0.0262575479685114	0.0115679514934766	0.0232464374305967	0.0169038303629985	0.0383192025981042	0.44113210131974	0.659117364923575
CT	SCZ	SCZ_eur	zanc	SCZeur	0p05	slope_PC2	full	8596	7198	1350	1449	0.00484576046649426	0.0374638837939057	0.897100913004712	0.020895130029923	0.0115805234656514	0.0712211622287589	0.0160493695634287	0.0392090063678943	0.409328647934585	0.682298494545657
CT	SCZ	SCZ_eur	zanc	SCZeur	0p1	slope_PC2	full	8596	7198	1350	1449	-0.00240137255834143	0.0381639439164471	0.949835976874353	0.0152546717176677	0.0115855821910868	0.187983193103377	0.0176560442760091	0.0398806212018893	0.442722398596256	0.657966539228394
CT	SCZ	SCZ_eur	zanc	SCZeur	0p5	slope_PC2	full	8596	7198	1350	1449	0.0367012278521823	0.0396550988811089	0.354838709061753	0.021343892050499	0.0116120401786551	0.0660917874513442	-0.0153573358016833	0.0413163815387114	-0.371700890294427	0.710115562068155
CT	SCZ	SCZ_eur	zanc	SCZeur	1	slope_PC2	full	8596	7198	1350	1449	0.0360733106701036	0.0398436717322458	0.365404063580271	0.0217424779100804	0.0116075987436585	0.0610920881385175	-0.0143308327600232	0.0414956697955423	-0.345357306693305	0.729825769199214
CT	SCZ	SCZ_eur	zanc	SCZeur	1e-5	slope_PC2	full	8596	7198	1350	1449	-0.0262484354775093	0.0340188627690337	0.440473400521688	0.0144614077181006	0.0115558625700646	0.210817451638247	0.0407098431956098	0.0359267208159791	1.13313551225926	0.257157350232822
CT	SCZ	SCZ_eur	zanc	SCZeur	5e-8	slope_PC2	full	8596	7198	1350	1449	-0.0203018224437059	0.0338912467249567	0.549238010178337	0.0122604284317723	0.0115506982442974	0.288524127501543	0.0325622508754782	0.0358037004465116	0.909466073880382	0.363104158053516
CT	SCZ	SCZ_eur	zanc	SCZeur	0p001	slope_PC3	EUR	4308	3601	691	726	-0.0201124932901982	0.0460460985696864	0.66239574540092	0.0253923724912581	0.016468724060938	0.12320009513633	0.0455048657814563	0.0488852914758643	0.930849840670848	0.351931243945748
CT	SCZ	SCZ_eur	zanc	SCZeur	0p01	slope_PC3	EUR	4308	3601	691	726	0.00456471411335206	0.0466958012658619	0.922155010822191	0.0177144068369652	0.016490935041637	0.282811800052634	0.0131496927236132	0.0495156377100661	0.265566462066184	0.790573117713656
CT	SCZ	SCZ_eur	zanc	SCZeur	0p05	slope_PC3	EUR	4308	3601	691	726	0.00385836232829388	0.0463471459922296	0.933676876980735	-0.0022628835415437	0.0165425116627923	0.891203073773158	-0.00612124586983758	0.0492239963212407	-0.12435491482426	0.901034268942834
CT	SCZ	SCZ_eur	zanc	SCZeur	0p1	slope_PC3	EUR	4308	3601	691	726	-0.0360336329004208	0.0471032173402533	0.444529935956689	-0.00124465570110634	0.0165435177986637	0.940031827875375	0.0347889771993145	0.0499388927576267	0.696630927885391	0.486033795448362
CT	SCZ	SCZ_eur	zanc	SCZeur	0p5	slope_PC3	EUR	4308	3601	691	726	-0.00618792873988714	0.0485019668934224	0.898516699824465	-0.00391503936454693	0.0166188422177538	0.813773699563053	0.00227288937534021	0.0512858280442064	0.0443180789316898	0.964650860928809
CT	SCZ	SCZ_eur	zanc	SCZeur	1	slope_PC3	EUR	4308	3601	691	726	-0.0110915410238133	0.0489397907181431	0.820771651500588	-0.00250030338838852	0.0166177743563344	0.880410732316174	0.00859123763542482	0.0517039261853679	0.166162190558289	0.868029313323691
CT	SCZ	SCZ_eur	zanc	SCZeur	1e-5	slope_PC3	EUR	4308	3601	691	726	0.00153571984932618	0.0442866007319345	0.972347146573889	0.0305716104048644	0.0164875312147583	0.0637909109584967	0.0290358905555382	0.047229881788265	0.614777963783781	0.538701363991627
CT	SCZ	SCZ_eur	zanc	SCZeur	5e-8	slope_PC3	EUR	4308	3601	691	726	-0.000161173677330867	0.0446182089886823	0.99711883209345	0.0268254758434784	0.0164891531279778	0.103857406069802	0.0269866495208093	0.0475336567699201	0.567737711647861	0.570213080479166
CT	SCZ	SCZ_eur	zanc	SCZeur	0p001	slope_PC3	full	8596	7198	1350	1449	-0.0193221821190904	0.0338883082659219	0.568641036095617	0.00117778688537568	0.0114925148243887	0.918376238655109	0.0204999690044661	0.035783184066418	0.572893931585732	0.566716513680018
CT	SCZ	SCZ_eur	zanc	SCZeur	0p01	slope_PC3	full	8596	7198	1350	1449	-0.00329559697513447	0.0349085471472347	0.924798041638446	-0.000853618172594442	0.0115136256896565	0.940901203854448	0.00244197880254003	0.0367552498912158	0.0664389117137697	0.947028391556155
CT	SCZ	SCZ_eur	zanc	SCZeur	0p05	slope_PC3	full	8596	7198	1350	1449	0.0298980417576383	0.0357920144764477	0.403658708200825	-0.00929492633762763	0.0115221587016782	0.419865988675879	-0.039192968095266	0.0375968012326292	-1.04245485813435	0.297200844077699
CT	SCZ	SCZ_eur	zanc	SCZeur	0p1	slope_PC3	full	8596	7198	1350	1449	0.0070003010015864	0.0364704942085026	0.847810327217903	-0.00601970381756439	0.0115251658645986	0.601470880469333	-0.0130200048191508	0.038244926511995	-0.340437438546711	0.733527128696973
CT	SCZ	SCZ_eur	zanc	SCZeur	0p5	slope_PC3	full	8596	7198	1350	1449	0.0182216705225447	0.0379024208827689	0.630758607829991	-0.0107843287473816	0.0115535354972197	0.350633290925831	-0.0290059992699264	0.039620087176713	-0.732103368186804	0.464105478166195
CT	SCZ	SCZ_eur	zanc	SCZeur	1	slope_PC3	full	8596	7198	1350	1449	0.0171162125435929	0.0380832697059434	0.653174074689044	-0.0108166421796574	0.011549182843126	0.349010201146735	-0.0279328547232504	0.0397913629150736	-0.701982859518214	0.482689852880646
CT	SCZ	SCZ_eur	zanc	SCZeur	1e-5	slope_PC3	full	8596	7198	1350	1449	-0.0142237937387435	0.0325172043037395	0.661863382675888	0.00386900073375004	0.0114991010008055	0.736533073630172	0.0180927944724935	0.0344892627036683	0.524592091977923	0.599866785298242
CT	SCZ	SCZ_eur	zanc	SCZeur	5e-8	slope_PC3	full	8596	7198	1350	1449	-0.0176748252720969	0.0323903904726047	0.585361491765737	0.00122741143563075	0.0114933893127213	0.914956353416911	0.0189022367077276	0.0343672765093314	0.550006827063974	0.582314690986209
CT	MDD	MDD_pooled	raw	MDDpooled	0p001	baseline_thickness	EUR	4308	3601	691	726	-0.0369160104525159	0.0397077676953369	0.352827267822287	-0.028996992695582	0.0167146462750879	0.0828568652891035	0.00791901775693392	0.0430986264866361	0.183741766327273	0.854216041892358
CT	MDD	MDD_pooled	raw	MDDpooled	0p01	baseline_thickness	EUR	4308	3601	691	726	0.0112169728349245	0.0399864467021974	0.779155930776123	-0.0353697031991573	0.0166951383033382	0.034195160847717	-0.0465866760340818	0.043354974287724	-1.07454050658434	0.282580500114745
CT	MDD	MDD_pooled	raw	MDDpooled	0p05	baseline_thickness	EUR	4308	3601	691	726	0.0124151074948518	0.0403195673687026	0.758229974390869	-0.0272972506123753	0.0167681360574073	0.103627634359545	-0.0397123581072272	0.0437038939926873	-0.908668644351736	0.363525060200405
CT	MDD	MDD_pooled	raw	MDDpooled	0p1	baseline_thickness	EUR	4308	3601	691	726	0.00410173368791169	0.0402889974293854	0.91893630931219	-0.0285016826496837	0.0168018676433153	0.089906988209237	-0.0326034163375954	0.0436851511206483	-0.746327195882927	0.455469786813658
CT	MDD	MDD_pooled	raw	MDDpooled	0p5	baseline_thickness	EUR	4308	3601	691	726	0.0153129726515513	0.0407657024909778	0.7072948147657	-0.0309779217085628	0.0168598928596698	0.0662365451133193	-0.0462908943601141	0.0441373022143913	-1.04879301719126	0.294273391987932
