method	trait	trait_arm	discovery_ancestry	target_stratum	matched	score	discovery_gwas	phenotype	threshold	n	n_families	n_snps	beta	se	p	p_adj
CT	SCZ	SCZ_pooled	multi	full	yes	raw	PGC3 primary (EUR+EAS+AFR+LAT)	baseline_thickness	1	8596	7198	396516	0.0155597550185272	0.0145509277581132	0.284950991350962	1
CT	SCZ	SCZ_pooled	multi	full	yes	raw	PGC3 primary (EUR+EAS+AFR+LAT)	global_slope	0p5	8596	7198	294886	-0.0436000742106854	0.0139837358337595	0.00182771049627233	0.0146216839701786
CT	SCZ	SCZ_pooled	multi	full	yes	raw	PGC3 primary (EUR+EAS+AFR+LAT)	slope_PC1	0p05	8596	7198	74127	-0.0401776428604001	0.0133992620562887	0.00272141738921465	0.0217713391137172
CT	SCZ	SCZ_pooled	multi	full	yes	raw	PGC3 primary (EUR+EAS+AFR+LAT)	slope_PC2	1	8596	7198	396516	0.0239524967243621	0.0148904945890288	0.107748130313602	0.861985042508816
CT	SCZ	SCZ_pooled	multi	full	yes	raw	PGC3 primary (EUR+EAS+AFR+LAT)	slope_PC3	1	8596	7198	396516	-0.00894575268415601	0.0147655936484062	0.544630372755414	1
CT	SCZ	SCZ_pooled	multi	EUR	no	raw	PGC3 primary (EUR+EAS+AFR+LAT)	baseline_thickness	0p01	4308	3601	28912	-0.0196670527420221	0.0154369626857899	0.202724256532465	1
CT	SCZ	SCZ_pooled	multi	EUR	no	raw	PGC3 primary (EUR+EAS+AFR+LAT)	global_slope	1	4308	3601	396516	-0.042402047327838	0.0148649090103809	0.00435975314736608	0.0348780251789287
CT	SCZ	SCZ_pooled	multi	EUR	no	raw	PGC3 primary (EUR+EAS+AFR+LAT)	slope_PC1	1	4308	3601	396516	-0.0411776348398666	0.0155471538355324	0.00811617032020142	0.0649293625616113
CT	SCZ	SCZ_pooled	multi	EUR	no	raw	PGC3 primary (EUR+EAS+AFR+LAT)	slope_PC2	1	4308	3601	396516	0.0221325177061813	0.0158789645575828	0.163447082630655	1
CT	SCZ	SCZ_pooled	multi	EUR	no	raw	PGC3 primary (EUR+EAS+AFR+LAT)	slope_PC3	5e-8	4308	3601	434	0.0234703005320529	0.0154807081647247	0.129569285810343	1
CT	SCZ	SCZ_pooled	multi	full	yes	zanc	PGC3 primary (EUR+EAS+AFR+LAT)	baseline_thickness	1	8596	7198	396516	0.0143164520943879	0.01095227323007	0.191191457663656	1
CT	SCZ	SCZ_pooled	multi	full	yes	zanc	PGC3 primary (EUR+EAS+AFR+LAT)	global_slope	0p05	8596	7198		-0.0352611323686751	0.0104185688877654	0.000716553438580513	0.00573242750864411
CT	SCZ	SCZ_pooled	multi	full	yes	zanc	PGC3 primary (EUR+EAS+AFR+LAT)	slope_PC1	0p05	8596	7198	74127	-0.0382235468644311	0.010891895035944	0.000451644161364556	0.00361315329091645
CT	SCZ	SCZ_pooled	multi	full	yes	zanc	PGC3 primary (EUR+EAS+AFR+LAT)	slope_PC2	1	8596	7198	396516	0.0242112398593764	0.0111882537015857	0.0304947469594593	0.243957975675675
CT	SCZ	SCZ_pooled	multi	full	yes	zanc	PGC3 primary (EUR+EAS+AFR+LAT)	slope_PC3	1	8596	7198	396516	-0.0123025441822338	0.0110977693706415	0.267652807963717	1
CT	SCZ	SCZ_eur	EUR	full	no	raw	PGC3 european	baseline_thickness	0p5	8596	7198	289986	0.038884957214807	0.0234340068866878	0.0970842863814941	0.776674291051953
CT	SCZ	SCZ_eur	EUR	full	no	raw	PGC3 european	global_slope	1	8596	7198	396598	-0.0763127537462895	0.0227470090644779	0.000797694429191425	0.0063815554335314
CT	SCZ	SCZ_eur	EUR	full	no	raw	PGC3 european	slope_PC1	0p01	8596	7198	26079	-0.063874621791012	0.0173555279073972	0.000234419878154694	0.00187535902523755
CT	SCZ	SCZ_eur	EUR	full	no	raw	PGC3 european	slope_PC2	0p01	8596	7198	26079	0.0392566563180118	0.0176062369004275	0.0257943579511686	0.206354863609349
CT	SCZ	SCZ_eur	EUR	full	no	raw	PGC3 european	slope_PC3	0p5	8596	7198	289986	-0.0233890315236236	0.0238127611863645	0.326027326958407	1
CT	SCZ	SCZ_eur	EUR	EUR	yes	raw	PGC3 european	baseline_thickness	1e-5	4308	3601	1213	-0.0220854408888385	0.0153317295589371	0.149797356652573	1
CT	SCZ	SCZ_eur	EUR	EUR	yes	raw	PGC3 european	global_slope	1	4308	3601	396598	-0.0396020949161512	0.0147761016022898	0.007388785372129	0.059110282977032
CT	SCZ	SCZ_eur	EUR	EUR	yes	raw	PGC3 european	slope_PC1	1	4308	3601	396598	-0.0499450461295161	0.0154443494490946	0.0012314757197422	0.0098518057579376
CT	SCZ	SCZ_eur	EUR	EUR	yes	raw	PGC3 european	slope_PC2	0p5	4308	3601	289986	0.0339954619868397	0.0157639788617148	0.0311014563556488	0.248811650845191
CT	SCZ	SCZ_eur	EUR	EUR	yes	raw	PGC3 european	slope_PC3	1e-5	4308	3601	1213	0.0270473150888049	0.0154592250513409	0.0802619678177808	0.642095742542246
CT	SCZ	SCZ_eur	EUR	full	no	zanc	PGC3 european	baseline_thickness	0p5	8596	7198	289986	0.0281043561319375	0.0108984433424279	0.00993258887082337	0.079460710966587
CT	SCZ	SCZ_eur	EUR	full	no	zanc	PGC3 european	global_slope	1	8596	7198	396598	-0.0345709197471047	0.0105115901083295	0.00101030066927854	0.00808240535422829
CT	SCZ	SCZ_eur	EUR	full	no	zanc	PGC3 european	slope_PC1	0p01	8596	7198	26079	-0.0390015400517966	0.0108725066401786	0.000336261569229694	0.00269009255383755
CT	SCZ	SCZ_eur	EUR	full	no	zanc	PGC3 european	slope_PC2	0p01	8596	7198	26079	0.0247158387292079	0.0110288881950817	0.0250522926532055	0.200418341225644
CT	SCZ	SCZ_eur	EUR	full	no	zanc	PGC3 european	slope_PC3	1	8596	7198		-0.00846584735092916	0.0110532414490095	0.443748830596898	1
CT	MDD	MDD_pooled	multi	full	yes	raw	PGC MDD2025 div (trans-ancestry)	baseline_thickness	1	8596	7198	267904	-0.0558656231626251	0.0224143815345436	0.0127070880851632	0.101656704681306
CT	MDD	MDD_pooled	multi	full	yes	raw	PGC MDD2025 div (trans-ancestry)	global_slope	0p1	8596	7198	85220	-0.0336218423798694	0.0204191633031557	0.0996818450176433	0.797454760141146
CT	MDD	MDD_pooled	multi	full	yes	raw	PGC MDD2025 div (trans-ancestry)	slope_PC1	0p01	8596	7198	24603	-0.0330958838429165	0.0171225659918192	0.0532856307628356	0.426285046102685
CT	MDD	MDD_pooled	multi	full	yes	raw	PGC MDD2025 div (trans-ancestry)	slope_PC2	5e-8	8596	7198	439	-0.0106791631467834	0.0114894825246297	0.352671566500107	1
CT	MDD	MDD_pooled	multi	full	yes	raw	PGC MDD2025 div (trans-ancestry)	slope_PC3	1e-5	8596	7198	1574	-0.0185677107450745	0.012210407373665	0.128386824922736	1
CT	MDD	MDD_pooled	multi	EUR	no	raw	PGC MDD2025 div (trans-ancestry)	baseline_thickness	0p001	4308	3601	8358	-0.0301923326614091	0.0153979703899119	0.0499670639177407	0.399736511341926
CT	MDD	MDD_pooled	multi	EUR	no	raw	PGC MDD2025 div (trans-ancestry)	global_slope	0p05	4308	3601	57819	-0.0197390601272999	0.0146657539585939	0.178399504861044	1
CT	MDD	MDD_pooled	multi	EUR	no	raw	PGC MDD2025 div (trans-ancestry)	slope_PC1	0p1	4308	3601	85220	-0.0177868065456825	0.0153928706325377	0.24794575230425	1
CT	MDD	MDD_pooled	multi	EUR	no	raw	PGC MDD2025 div (trans-ancestry)	slope_PC2	1e-5	4308	3601	1574	-0.0133962746476587	0.0155535120977881	0.389122228480931	1
CT	MDD	MDD_pooled	multi	EUR	no	raw	PGC MDD2025 div (trans-ancestry)	slope_PC3	1	4308	3601	267904	0.0276939596801529	0.015670205349126	0.0772510759118065	0.618008607294452
CT	MDD	MDD_pooled	multi	full	yes	zanc	PGC MDD2025 div (trans-ancestry)	baseline_thickness	0p001	8596	7198		-0.0148208224195601	0.0107736323572973	0.168963988703999	1
CT	MDD	MDD_pooled	multi	full	yes	zanc	PGC MDD2025 div (trans-ancestry)	global_slope	0p05	8596	7198		-0.0157686160694888	0.0104989736941967	0.133156501359488	1
CT	MDD	MDD_pooled	multi	full	yes	zanc	PGC MDD2025 div (trans-ancestry)	slope_PC1	0p01	8596	7198	24603	-0.018116100239542	0.0109120781112536	0.096915528834194	0.775324230673552
CT	MDD	MDD_pooled	multi	full	yes	zanc	PGC MDD2025 div (trans-ancestry)	slope_PC2	5e-8	8596	7198	439	-0.0126405098519989	0.0109609595306719	0.248849668295191	1
CT	MDD	MDD_pooled	multi	full	yes	zanc	PGC MDD2025 div (trans-ancestry)	slope_PC3	1e-5	8596	7198	1574	-0.0149161531001592	0.0108825648415649	0.170522315666201	1
CT	MDD	MDD_eur	EUR	full	no	raw	PGC MDD2025 eur	baseline_thickness	0p01	8596	7198	29378	-0.0322327027006346	0.0150115767272109	0.0318062191412844	0.254449753130276
CT	MDD	MDD_eur	EUR	full	no	raw	PGC MDD2025 eur	global_slope	0p5	8596	7198	284457	-0.032540465547677	0.0182391565783462	0.0744447664429585	0.595558131543668
CT	MDD	MDD_eur	EUR	full	no	raw	PGC MDD2025 eur	slope_PC1	0p01	8596	7198	29378	-0.037775436425936	0.0151924985258686	0.012922344227458	0.103378753819664
CT	MDD	MDD_eur	EUR	full	no	raw	PGC MDD2025 eur	slope_PC2	0p05	8596	7198	73524	0.0200164835752835	0.0173009332334409	0.247322694193533	1
