disorder	threshold	phenotype	stratum	n	n_families	n_multi_families	n_pairs	beta_within	se_within	p_within	beta_between	se_between	p_between	beta_diff	se_diff	z_diff	p_diff
ASD	auto	baseline_thickness	EUR	4116	3447	655	686	-0.022262802235448	0.0375319899928655	0.553258831032143	-0.0339409156965637	0.0173873741944604	0.0510130382028263	-0.0116781134611157	0.0411906601582293	-0.283513627027476	0.776783137159429
ASD	auto	baseline_thickness	full	8082	6789	1250	1339	-0.0223501254411917	0.0288348988756789	0.438410998776353	-0.0105092196078965	0.0119944512395025	0.380966495218765	0.0118409058332953	0.0311858860197684	0.379687972494656	0.704177049318279
ASD	auto	global_slope	EUR	4116	3447	655	686	0.0242444403562436	0.0483086863545969	0.615895287837193	0.00778176690872351	0.0159595872050938	0.625870114235141	-0.0164626734475201	0.0507552246438904	-0.324354262305521	0.745669842845226
ASD	auto	global_slope	full	8082	6789	1250	1339	0.0352747781290539	0.0356029173955356	0.321941214375414	0.00484195424926223	0.0113408354772197	0.66943032842707	-0.0304328238797917	0.0373324897706777	-0.815183344768363	0.414967369974484
ASD	auto	slope_PC1	EUR	4116	3447	655	686	-0.012523678664771	0.0517792240746666	0.80894673209295	0.00863215343662775	0.0164931073750643	0.600745086515605	0.0211558321013988	0.0542213162488411	0.390175553915126	0.696406737087583
ASD	auto	slope_PC1	full	8082	6789	1250	1339	0.0176942824512358	0.0372752497920329	0.635072411475952	0.0133648417474696	0.0117025096267771	0.253474390819374	-0.00432944070376617	0.0390354648177381	-0.110910443208014	0.911687364215915
ASD	auto	slope_PC2	EUR	4116	3447	655	686	-0.0323493363204599	0.0503189710257272	0.520478164624104	-0.0107909209059688	0.0169652211973266	0.524778861040533	0.0215584154144911	0.0529703656909033	0.406990118593675	0.684015245735124
ASD	auto	slope_PC2	full	8082	6789	1250	1339	-0.00323731787992125	0.0369193172241001	0.930136794522039	-0.00350846476946827	0.0119803824327981	0.769645085611064	-0.000271146889547018	0.0387789854962962	-0.00699210889807613	0.994421149720757
ASD	auto	slope_PC3	EUR	4116	3447	655	686	-0.0273023290781821	0.0488627892027466	0.576518878023618	-0.0228811285024405	0.0169226074330817	0.176434651151894	0.00442120057574164	0.0515757120387163	0.0857225310321025	0.931686990880032
ASD	auto	slope_PC3	full	8082	6789	1250	1339	-0.0360279265366761	0.036531657457749	0.324186551714089	-0.0267122598629832	0.0117771710814196	0.0233523439574716	0.00931566667369292	0.0383484201424373	0.242921785019873	0.808065988964707
