ensembl,feature_name,PC1_herringV3,PC1_U01V2
ENSG00000113522,RAD50,-0.00028960273,0.0095671415
ENSG00000182348,ZNF804B,0.029232774,0.034858644
ENSG00000233854,POU6F2-AS2,0.00035789446,0.00094992225
ENSG00000214652,ZNF727,-0.00062022725,0.0007529905
ENSG00000225128,LINC00972,-8.3940504e-05,4.6584297e-05
ENSG00000075213,SEMA3A,0.005353965,0.008515089
ENSG00000196715,VKORC1L1,0.0054764026,0.008772378
ENSG00000146383,TAAR6,-1.1814974e-06,-1.6980033e-06
ENSG00000198225,FKBP1C,4.612173e-05,0.00015800465
ENSG00000198523,PLN,-2.1677567e-06,0.00032650874
ENSG00000106605,BLVRA,0.00086082856,0.00056315045
ENSG00000111885,MAN1A1,0.016648578,0.01493922
ENSG00000047932,GOPC,0.0036117558,0.0066381632
ENSG00000157259,GATAD1,-0.0058330023,0.0015822952
ENSG00000154978,VOPP1,0.013219281,0.013409541
ENSG00000155111,CDK19,-0.015332543,0.00894436
ENSG00000177879,AP3S1,0.009198602,0.010986642
ENSG00000168216,LMBRD1,0.005442001,0.016386602
ENSG00000105829,BET1,0.00012378528,0.0017032594
ENSG00000113369,ARRDC3,0.00024515888,0.0006789484
ENSG00000164209,SLC25A46,0.0010777531,0.00935554
ENSG00000164715,LMTK2,0.016623314,0.015197544
ENSG00000186472,PCLO,0.05017546,0.04565597
ENSG00000113368,LMNB1,0.0025409674,0.00027588606
ENSG00000277443,MARCKS,0.011914735,-0.0016224384
ENSG00000172594,SMPDL3A,0.0006423889,0.0007066631
ENSG00000134986,NREP,0.021594562,0.015008555
ENSG00000112406,HECA,0.0042107254,0.003131156
ENSG00000173626,TRAPPC3L,3.105447e-05,4.4363675e-05
ENSG00000146409,SLC18B1,-0.001754454,0.0018343747
ENSG00000122507,BBS9,-0.004365183,0.0122658545
ENSG00000229214,LINC00242,3.508716e-05,2.7853594e-05
ENSG00000146072,TNFRSF21,0.0064999578,0.0054006674
ENSG00000118514,ALDH8A1,0.0005753835,0.0019249525
ENSG00000111880,RNGTT,0.0068264515,0.012734007
ENSG00000145839,IL9,-2.1650185e-06,4.757908e-06
ENSG00000120708,TGFBI,2.3970904e-05,0.000116374074
ENSG00000124596,OARD1,-0.003457076,-3.7006407e-06
ENSG00000132840,BHMT2,-0.00014588931,0.00046312742
ENSG00000164176,EDIL3,-0.030908965,0.010255938
ENSG00000164902,PHAX,0.0018281835,0.0013674928
ENSG00000146378,TAAR2,1.9497068e-07,1.8261828e-05
ENSG00000123545,NDUFAF4,0.0016619179,0.0024073955
ENSG00000189007,ADAT2,0.0013294879,0.0017717013
ENSG00000177453,NIM1K,0.0030736206,0.008026116
ENSG00000132429,POPDC3,0.00020281268,0.0007521631
ENSG00000112195,TREML2,7.3452707e-06,1.6499798e-05
ENSG00000058729,RIOK2,8.687601e-05,0.0009761758
ENSG00000111817,DSE,-0.00015159887,0.0042053983
ENSG00000164494,PDSS2,-0.0005899034,0.008314162
ENSG00000170549,IRX1,-3.725067e-06,-4.2893703e-06
ENSG00000184838,PRR16,0.01915269,0.018163515
ENSG00000215712,TMEM242,0.0017824316,0.002544952
ENSG00000145826,LECT2,0.00014863058,0.0002856205
ENSG00000057663,ATG5,0.0034009945,0.0070877303
ENSG00000113361,CDH6,0.00942547,0.00870729
ENSG00000152413,HOMER1,0.026843037,0.03161466
ENSG00000248730,EGFLAM-AS4,4.069437e-07,1.4443726e-05
ENSG00000112378,PERP,0.0005045439,0.00012209112
ENSG00000111962,UST,0.015068913,0.012209833
ENSG00000112992,NNT,0.005277161,0.012014691
ENSG00000131019,ULBP3,3.069153e-05,6.464174e-06
ENSG00000051620,HEBP2,0.0003157664,-0.00049653876
ENSG00000131016,AKAP12,0.0036781144,0.0068472
ENSG00000005981,ASB4,-0.00012606186,1.8780449e-05
ENSG00000230290,ARMC2-AS1,3.3866552e-05,3.3702687e-05
ENSG00000155918,RAET1L,2.4854684e-05,6.699127e-05
ENSG00000112742,TTK,4.1261443e-05,1.9731127e-05
ENSG00000127993,RBM48,-6.937763e-05,0.0024127502
ENSG00000106236,NPTX2,0.0034148684,0.006142408
ENSG00000242950,ERVW-1,9.477119e-06,3.381552e-05
ENSG00000006128,TAC1,0.0016049772,0.0025383413
ENSG00000172403,SYNPO2,0.009230604,0.0112954285
ENSG00000132432,SEC61G,0.0008377987,-0.0024038046
ENSG00000112306,RPS12,0.0018397277,-0.0051218327
ENSG00000164411,GJB7,0.00023435907,0.00048652934
ENSG00000153721,CNKSR3,-0.014869905,0.0013543486
ENSG00000171195,MUC7,3.9538867e-05,0.0003894216
ENSG00000164099,PRSS12,0.003855068,0.00232681
ENSG00000118689,FOXO3,-0.0048279352,0.008930805
ENSG00000138653,NDST4,0.0020512936,0.0016077936
ENSG00000239789,MRPS17,-0.00012988283,0.0008021559
ENSG00000172115,CYCS,0.0021321762,0.0028127178
ENSG00000168438,CDC40,0.0040514003,0.009273577
ENSG00000169919,GUSB,0.0007740349,0.002407272
ENSG00000198856,OSTC,0.00057415944,0.0006844758
ENSG00000248192,ATG10-AS1,-4.2443247e-07,-0.0
ENSG00000146425,DYNLT1,0.004062356,-0.0033338051
ENSG00000112972,HMGCS1,0.006274965,0.00041864868
ENSG00000109182,CWH43,1.9219337e-05,8.0988604e-05
ENSG00000112038,OPRM1,0.00357938,0.004876876
ENSG00000131711,MAP1B,0.03227843,0.006170901
ENSG00000127980,PEX1,0.0005056104,0.0041674683
ENSG00000164100,NDST3,0.023543008,0.0201311
ENSG00000150961,SEC24D,0.0046407823,0.0059495065
ENSG00000164283,ESM1,-2.3269587e-05,1.1896985e-05
ENSG00000253807,LINC01170,-0.010531881,-0.0026492972
ENSG00000151882,CCL28,0.00020037671,0.00065957976
ENSG00000164512,ANKRD55,0.0055758324,0.004638615
ENSG00000248211,TRPC7-AS1,0.00017759914,0.00016949122
ENSG00000146005,PSD2,-0.006078999,0.00021605022
ENSG00000163114,PDHA2,-0.0,7.631935e-07
ENSG00000164109,MAD2L1,0.000116594034,-8.876545e-06
ENSG00000176788,BASP1,0.044068407,0.026409162
ENSG00000250947,TRPC7-AS2,9.017762e-06,7.203535e-06
ENSG00000157111,TMEM171,-0.00039104858,0.000100062956
ENSG00000186867,QRFPR,0.00079542527,0.0007634053
ENSG00000164219,PGGT1B,-0.00093474315,0.0021403977
ENSG00000112769,LAMA4,-0.0010725161,0.0018770755
ENSG00000138814,PPP3CA,0.027893292,0.040481467
ENSG00000113658,SMAD5,-0.003805605,0.0022339402
ENSG00000164197,RNF180,0.0060973684,0.010802788
ENSG00000145649,GZMA,1.7722176e-06,3.1571755e-05
ENSG00000155329,ZCCHC10,0.0012439344,0.002405751
ENSG00000145692,BHMT,3.268449e-06,0.00026277208
ENSG00000109270,LAMTOR3,0.0011211067,0.0015463067
ENSG00000146006,LRRTM2,0.0047780294,0.005075901
ENSG00000109158,GABRA4,0.017062861,0.016560404
ENSG00000145780,FEM1C,-0.0008318189,0.00065604126
ENSG00000249071,EGFLAM-AS3,-0.0,-0.0
ENSG00000082068,WDR70,0.0010067167,0.016621618
ENSG00000151012,SLC7A11,-0.012292882,-0.002136764
ENSG00000249242,TMEM150C,0.01275387,0.010683591
ENSG00000172239,PAIP1,0.00248699,0.0021625005
ENSG00000134853,PDGFRA,-0.0009607668,-5.370524e-05
ENSG00000106384,MOGAT3,3.404344e-05,4.4127915e-05
ENSG00000064652,SNX24,-0.00112623,0.0054807584
ENSG00000164035,EMCN,0.00029590057,0.0010932002
ENSG00000111816,FRK,-0.004182562,0.00053405087
ENSG00000006715,VPS41,0.008283469,0.014643528
ENSG00000146469,VIP,0.0013198525,0.0019842652
ENSG00000173930,SLCO4C1,0.0010644924,0.0015222646
ENSG00000248397,LINC00498,-9.773238e-05,4.4045504e-05
ENSG00000186231,KLHL32,-0.022816641,0.010463608
ENSG00000113532,ST8SIA4,0.00687778,0.0052699274
ENSG00000163285,GABRG1,0.0022682678,0.0055548665
ENSG00000254535,PABPC4L,9.350727e-07,-3.7842122e-07
ENSG00000134970,TMED7,-1.1990792e-06,2.1854305e-06
ENSG00000145283,SLC10A6,-0.00013631678,9.129868e-05
ENSG00000164066,INTU,-0.0012110934,0.0069754645
ENSG00000205302,SNX2,0.00048338127,0.005633341
ENSG00000083123,BCKDHB,-0.0056161582,0.007683348
ENSG00000164483,SAMD3,0.0070957583,0.0064209676
ENSG00000001629,ANKIB1,-0.007982233,0.01690974
ENSG00000151470,C4orf33,1.607749e-05,0.0009030181
ENSG00000105825,TFPI2,-1.1141811e-06,1.2424897e-05
ENSG00000169302,STK32A,-0.00021147415,0.00113332
ENSG00000145358,DDIT4L,-0.00014157018,-3.633891e-05
ENSG00000151466,SCLT1,0.0024451022,0.012426415
ENSG00000112706,IMPG1,0.00013207005,0.0007251605
ENSG00000044115,CTNNA1,-0.0077177333,0.0045172283
ENSG00000138769,CDKL2,0.005458869,0.005931798
ENSG00000138639,ARHGAP24,-0.011351954,0.00027594628
ENSG00000112031,MTRF1L,0.0006872045,0.001463092
ENSG00000158528,PPP1R9A,-0.00944963,0.018749295
ENSG00000146374,RSPO3,0.004839628,0.0007213134
ENSG00000198478,SH3BGRL2,0.0071699293,0.00813763
ENSG00000138640,FAM13A,0.0048490902,0.009942383
ENSG00000001036,FUCA2,0.000262751,0.0010701279
ENSG00000119899,SLC17A5,0.004829035,0.006334631
ENSG00000112290,WASF1,0.01617545,0.022023909
ENSG00000105852,PON3,-9.901471e-07,-4.2771808e-05
ENSG00000178996,SNX18,-6.2335384e-05,0.0009847659
ENSG00000106366,SERPINE1,0.00010449744,0.0002628454
ENSG00000112029,FBXO5,-5.0494797e-05,-5.7894424e-05
ENSG00000131013,PPIL4,0.0015606371,0.004433902
ENSG00000113272,THG1L,0.00027187951,0.00067345833
ENSG00000005421,PON1,-0.0010400771,5.2852898e-05
ENSG00000070190,DAPP1,2.275071e-05,0.00026472274
ENSG00000152684,PELO,-0.0,-0.0
ENSG00000138650,PCDH10,0.0053875535,0.00946597
ENSG00000019991,HGF,-0.0026751775,0.0004155399
ENSG00000176049,JAKMIP2,0.007626564,0.023541166
ENSG00000251022,THAP9-AS1,-0.0,-0.0
ENSG00000287542,HERC3,0.0014807037,0.009795697
ENSG00000170153,RNF150,0.02793106,0.023934908
ENSG00000118491,ZC2HC1B,0.00055900303,-0.0
ENSG00000109445,ZNF330,0.00030431178,0.0010711217
ENSG00000055211,GINM1,-0.0016951516,0.0023148311
ENSG00000203727,SAMD5,0.01956348,0.01329819
ENSG00000146411,SLC2A12,-0.0016088854,0.00065078825
ENSG00000145685,LHFPL2,0.0038107154,0.0049399133
ENSG00000111981,ULBP1,0.00024988488,0.00014071635
ENSG00000112320,SOBP,0.014489466,0.026787493
ENSG00000072786,STK10,0.0021592057,0.0032818483
ENSG00000184465,WDR27,0.0034809362,0.005660675
ENSG00000180233,ZNRF2,0.0065248813,0.006168816
ENSG00000234545,FAM133B,-0.0016750379,0.0037079975
ENSG00000132570,PCBD2,-0.0011934681,0.0016501766
ENSG00000150712,MTMR12,0.0077305464,0.008175569
ENSG00000169902,TPST1,0.014932103,0.015226174
ENSG00000175048,ZDHHC14,0.015403073,0.02355068
ENSG00000070669,ASNS,0.006607394,0.007500733
ENSG00000248307,LINC00616,8.960972e-05,0.0007523178
ENSG00000113657,DPYSL3,0.01806972,0.0019142719
ENSG00000171408,PDE7B,0.0020097543,0.014426128
ENSG00000130338,TULP4,-0.008523794,0.009326018
ENSG00000251620,STPG2-AS1,0.00020514269,0.00077506335
ENSG00000155858,LSM11,0.0038547514,0.0023866396
ENSG00000214360,EFCAB9,1.7846603e-05,9.217365e-05
ENSG00000151962,RBM46,3.9739065e-05,0.00020357379
ENSG00000072364,AFF4,0.003926424,0.011310408
ENSG00000242265,PEG10,0.0050537474,0.0026936154
ENSG00000130024,PHF10,-0.00042573115,0.0017184505
ENSG00000151623,NR3C2,-0.0058838604,0.011815611
ENSG00000135249,RINT1,0.002218344,0.0039889333
ENSG00000146416,AIG1,0.013592438,0.019690461
ENSG00000154678,PDE1C,-0.021345181,0.009481755
ENSG00000145817,YIPF5,0.0010042262,0.002075287
ENSG00000164124,TMEM144,-0.039080415,-0.005771904
ENSG00000186625,KATNA1,-0.0003104972,0.0016914882
ENSG00000061455,PRDM6,-0.00025761576,0.00044592127
ENSG00000164221,CCDC112,0.0041146134,0.0026298298
ENSG00000074935,TUBE1,0.0008643654,0.0053433194
ENSG00000135521,LTV1,0.00052402145,0.0003151603
ENSG00000164694,FNDC1,0.0019904699,0.000363405
ENSG00000205359,SLCO6A1,-6.110373e-05,0.00011248558
ENSG00000248809,LINC01095,1.3046142e-06,4.7530972e-07
ENSG00000138764,CCNG2,0.0036351958,0.002898141
ENSG00000205356,TECPR1,0.0048450404,0.0058995234
ENSG00000197948,FCHSD1,-0.00010875457,0.00040661925
ENSG00000118420,UBE3D,0.0064865774,0.009256432
ENSG00000177683,THAP5,1.9320176e-05,3.4044555e-05
ENSG00000168938,PPIC,-0.00035839865,2.6159243e-05
ENSG00000071994,PDCD2,0.0012716813,0.0008698951
ENSG00000113638,TTC33,0.0011238226,0.002269507
ENSG00000135185,TMEM243,0.0006260162,0.0011441148
ENSG00000177432,NAP1L5,0.003008629,0.0043453723
ENSG00000151458,ANKRD50,0.0058095404,0.004873645
ENSG00000165810,BTNL9,0.001128277,0.0009403156
ENSG00000106355,LSM5,0.0019418317,0.0003104027
ENSG00000077684,JADE1,0.0027132295,0.0034661598
ENSG00000155846,PPARGC1B,0.0075166426,0.004982201
ENSG00000112208,BAG2,0.001723469,0.0013104831
ENSG00000106367,AP1S1,0.00401361,0.0018379285
ENSG00000198945,L3MBTL3,0.0042202882,0.0032304204
ENSG00000081148,IMPG2,0.0015237974,0.0012893823
ENSG00000106397,PLOD3,-0.0017246288,0.0021432873
ENSG00000226272,ARHGAP26-AS1,0.0007003461,0.003058054
ENSG00000131507,NDFIP1,0.013159733,0.016426424
ENSG00000244968,LIFR-AS1,-0.0011947533,0.0007775106
ENSG00000064651,SLC12A2,-0.008104202,0.011040592
ENSG00000163629,PTPN13,-0.0013407022,0.012779039
ENSG00000135218,CD36,0.0018662553,0.002000843
ENSG00000177468,OLIG3,-0.0,-0.0
ENSG00000112210,RAB23,0.002916046,0.0029281238
ENSG00000131023,LATS1,0.0015377639,0.007276736
ENSG00000091844,RGS17,0.0169442,0.011112226
ENSG00000138468,SENP7,-0.00024976666,0.008404668
ENSG00000164488,DACT2,4.926878e-06,5.96318e-05
ENSG00000196376,SLC35F1,0.013339736,0.023643147
ENSG00000168246,UBTD2,0.002485716,0.0037702494
ENSG00000113552,GNPDA1,0.0007150524,0.0020628734
ENSG00000164576,SAP30L,-0.00036946035,0.0007062671
ENSG00000118496,FBXO30,0.00055686035,0.0007947276
ENSG00000028839,TBPL1,0.0031862643,0.0041302717
ENSG00000245060,LINC00847,-0.00019000503,9.210389e-05
ENSG00000118526,TCF21,-0.0,-0.0
ENSG00000174156,GSTA3,3.6061253e-06,5.7350608e-05
ENSG00000158458,NRG2,0.01366736,0.012500049
ENSG00000170899,GSTA4,0.0048102746,0.0040053288
ENSG00000137270,GCM1,4.7239955e-06,7.5489676e-05
ENSG00000124657,OR2B6,1.1373683e-06,3.7825868e-07
ENSG00000112494,UNC93A,2.6668135e-05,0.000105346226
ENSG00000120440,TTLL2,0.00024089357,0.00016327336
ENSG00000135312,HTR1B,4.0117106e-05,1.5844607e-05
ENSG00000219607,PPP1R3G,-0.0003282481,-5.267958e-05
ENSG00000114021,NIT2,0.0012091054,0.0022667546
ENSG00000112984,KIF20A,-6.4974156e-06,-4.424999e-05
ENSG00000145451,GLRA3,0.01024442,0.008449938
ENSG00000173114,LRRN3,0.005701865,0.008960665
ENSG00000114423,CBLB,0.0036983707,0.0070636077
ENSG00000127920,GNG11,-4.168692e-05,-0.00012201427
ENSG00000075223,SEMA3C,0.002693668,0.004912714
ENSG00000164117,FBXO8,-4.5081044e-05,0.0010795551
ENSG00000174132,FAM174A,0.0024927182,0.005475283
ENSG00000145781,COMMD10,-0.009495545,0.0056153554
ENSG00000145779,TNFAIP8,-0.00021774512,0.00051480875
ENSG00000146802,TMEM168,-0.00026692645,0.005410911
ENSG00000228716,DHFR,0.003146927,0.0008937981
ENSG00000154447,SH3RF1,-0.010870377,0.0043429174
ENSG00000135269,TES,0.00014320355,0.00016442404
ENSG00000170390,DCLK2,0.0018827104,0.011534743
ENSG00000174705,SH3PXD2B,-0.008379088,0.00139271
ENSG00000182111,ZNF716,1.6147207e-05,8.446877e-05
ENSG00000206535,LNP1,0.0007895501,0.0010992112
ENSG00000164465,DCBLD1,0.0002481845,0.0027063466
ENSG00000135241,PNPLA8,-0.0011844528,0.005135937
ENSG00000164621,SMAD5-AS1,-3.2469927e-06,1.625594e-05
ENSG00000183775,KCTD16,0.040346783,0.04127799
ENSG00000113196,HAND1,3.802069e-07,-0.0
ENSG00000118482,PHF3,-0.0010402623,0.00955145
ENSG00000153147,SMARCA5,-0.0016675926,0.004373852
ENSG00000164611,PTTG1,0.00020607725,-0.0003418646
ENSG00000189241,TSPYL1,0.006797361,0.011414868
ENSG00000112246,SIM1,3.6215017e-05,0.0001782406
ENSG00000124789,NUP153,0.0031313067,0.0074268156
ENSG00000105854,PON2,-0.019619249,-0.0050341142
ENSG00000168785,TSPAN5,-0.0014692046,0.019638814
ENSG00000164399,IL3,4.4758207e-07,-0.0
ENSG00000138472,GUCA1C,0.00011251645,0.00063485006
ENSG00000145819,ARHGAP26,0.024399469,0.030167622
ENSG00000163644,PPM1K,0.00562844,0.010636555
ENSG00000120436,GPR31,7.791653e-07,-1.2895026e-06
ENSG00000145982,FARS2,0.005797194,0.01783204
ENSG00000112238,PRDM13,1.551933e-06,2.9395455e-06
ENSG00000251504,LINC01099,-0.0016090876,0.0007995078
ENSG00000170017,ALCAM,-0.027554225,0.012334832
ENSG00000047579,DTNBP1,0.0017578648,0.0048638307
ENSG00000052795,FNIP2,0.0019733065,0.011423269
ENSG00000164128,NPY1R,0.014795717,0.009232327
ENSG00000198498,TMA16,0.00062656903,0.0008408753
ENSG00000164265,SCGB3A2,8.00887e-05,7.036777e-05
ENSG00000008197,TFAP2D,0.000120014935,-7.458702e-05
ENSG00000137393,RNF144B,-0.00023148945,0.0011093452
ENSG00000127990,SGCE,-0.0025171272,0.0069839284
ENSG00000168994,PXDC1,-0.00030672085,-6.0461e-05
ENSG00000163110,PDLIM5,-0.012451331,-0.0004598375
ENSG00000009765,IYD,4.4245502e-05,7.95965e-05
ENSG00000004809,SLC22A16,1.511501e-05,0.000102589824
ENSG00000022355,GABRA1,0.015231345,0.020142846
ENSG00000203797,DDO,-0.0010305716,-8.66079e-05
ENSG00000124535,WRNIP1,0.0018367019,0.0036906877
ENSG00000091972,CD200,0.0073967073,0.008362646
ENSG00000021355,SERPINB1,-0.0007929208,3.5645455e-05
ENSG00000170542,SERPINB9,0.0016295414,0.0019449685
ENSG00000124570,SERPINB6,-0.004855265,-6.1706546e-06
ENSG00000176142,TMEM39A,-0.00028918998,0.0011898777
ENSG00000113845,TIMMDC1,-0.0007748746,0.0020548713
ENSG00000198919,DZIP3,0.009379061,0.017864319
ENSG00000121207,LRAT,0.0003501601,0.00086344464
ENSG00000244041,LINC01011,0.0012836194,0.0007139431
ENSG00000164118,CEP44,-0.0016387166,0.0022202197
ENSG00000137274,BPHL,0.0020726454,0.0012739549
ENSG00000118985,ELL2,-0.008017324,0.011266901
ENSG00000112293,GPLD1,0.005109807,0.006375968
ENSG00000131459,GFPT2,0.003780913,0.0044762185
ENSG00000168556,ING2,0.0024799737,0.0013105128
ENSG00000168843,FSTL5,0.03505948,0.027777301
ENSG00000163530,DPPA2,5.6870176e-05,0.00068601005
ENSG00000144837,PLA1A,2.3269886e-05,0.000101224956
ENSG00000113578,FGF1,-0.016766414,0.0056458237
ENSG00000112294,ALDH5A1,0.0029035017,0.0038393324
ENSG00000071205,ARHGAP10,0.014101848,0.012401707
ENSG00000250218,ALDH1L1-AS1,-1.2313351e-06,1.4907351e-05
ENSG00000121594,CD80,0.00015423012,-0.0032681238
ENSG00000120149,MSX2,-0.00013324677,-2.9261684e-05
ENSG00000145919,BOD1,0.0007364318,0.00020882767
ENSG00000111802,TDP2,0.0011001242,0.0027100362
ENSG00000164609,SLU7,0.00092667097,0.0021758147
ENSG00000112304,ACOT13,-0.0005543357,0.0012861358
ENSG00000164303,ENPP6,-0.005740491,0.00043142374
ENSG00000145979,TBC1D7,0.0013774636,0.0009158831
ENSG00000182552,RWDD4,0.00047547952,0.0011752499
ENSG00000120318,ARAP3,0.0013603916,0.0011467456
ENSG00000164168,TMEM184C,0.0008341897,0.003682638
ENSG00000164136,IL15,0.00044170208,0.0005727784
ENSG00000112425,EPM2A,-0.003814107,0.0032333178
ENSG00000248330,LINC00613,1.250566e-05,8.494611e-05
ENSG00000112367,FIG4,0.003813912,0.006153267
ENSG00000118322,ATP10B,-0.030945085,-0.0025074254
ENSG00000164129,NPY5R,0.0014096502,0.00095179485
ENSG00000164123,SPMIP2,0.0022284547,0.0027132889
ENSG00000251128,WWC2-AS1,4.1978827e-05,2.4942778e-05
ENSG00000231171,LINC01098,-0.00043980213,0.0005389192
ENSG00000248197,LINC00290,0.0010780181,0.0018292882
ENSG00000038295,TLL1,0.0023009824,0.0038673407
ENSG00000204764,RANBP17,0.011892651,0.017475352
ENSG00000240254,B4GALT4-AS1,0.00044726612,0.0009722336
ENSG00000137198,GMPR,0.0001505916,0.00062180194
ENSG00000164114,MAP9,0.0052158507,0.007012689
ENSG00000144847,IGSF11,-0.014042338,0.0084305415
ENSG00000109576,AADAT,0.000112879075,0.0014013774
ENSG00000163611,SPICE1,0.0010888751,0.0031745904
ENSG00000181867,FTMT,-0.0,4.394333e-07
ENSG00000168594,ADAM29,0.0009111832,0.0010139908
ENSG00000113580,NR3C1,-0.0039559733,0.017092174
ENSG00000114487,MORC1,0.00012648739,0.0006706418
ENSG00000109674,NEIL3,7.1933578e-06,3.5208789e-06
ENSG00000164122,ASB5,5.9916034e-05,0.00027569247
ENSG00000150628,SPATA4,0.00019128999,0.00022762483
ENSG00000150630,VEGFC,-0.000889671,0.00031792247
ENSG00000114446,IFT57,0.00437484,0.0060610366
ENSG00000145414,NAF1,0.0035616127,0.0052834526
ENSG00000185758,CLDN24,3.0659433e-07,-0.0
ENSG00000137210,TMEM14B,4.2810814e-05,-1.4826518e-05
ENSG00000164144,ARFIP1,-0.0013135076,0.0054399255
ENSG00000114520,SNX4,0.0030556011,0.005693966
ENSG00000121578,B4GALT4,0.0014559204,0.0015986711
ENSG00000251359,WWC2-AS2,1.674126e-05,5.1412185e-06
ENSG00000218336,TENM3,0.03646657,0.028995663
ENSG00000173320,STOX2,0.006549968,0.016910858
ENSG00000249421,ADAMTS19-AS1,6.461048e-05,1.5880063e-05
ENSG00000113303,BTNL8,3.462181e-05,0.00020064936
ENSG00000129128,SPCS3,0.0019740812,0.00586493
ENSG00000111837,MAK,0.0037588736,0.010277376
ENSG00000184108,TRIML1,1.6341615e-05,0.00016893024
ENSG00000151617,EDNRA,0.000754591,0.0010511231
ENSG00000146856,AGBL3,0.0032455144,0.005972478
ENSG00000113594,LIFR,-0.02864199,-0.0014300274
ENSG00000124827,GCM2,8.406436e-05,0.00029866048
ENSG00000196104,SPOCK3,-0.030471489,0.007195229
ENSG00000105971,CAV2,0.0018315921,0.0026992648
ENSG00000146457,WTAP,0.0022203042,0.0030892945
ENSG00000163870,TPRA1,0.0012135749,0.0018606338
ENSG00000120437,ACAT2,0.0021563026,-0.004700606
ENSG00000128590,DNAJB9,0.00037319594,0.001681536
ENSG00000145715,RASA1,0.0061270064,0.017895332
ENSG00000214415,GNAT3,0.00011724276,0.00017011746
ENSG00000120438,TCP1,0.0023104427,-0.0011223656
ENSG00000225572,DOCK4-AS1,0.000115280374,0.00018788749
ENSG00000106013,ANKRD7,0.00045084872,0.0007327735
ENSG00000091128,LAMB4,5.8300313e-05,0.00091155205
ENSG00000186265,BTLA,4.0102597e-05,0.00013550848
ENSG00000112110,MRPL18,0.0015530915,0.0006757725
ENSG00000146453,PNLDC1,0.00087258295,0.00030732993
ENSG00000146223,RPL7L1,0.003781489,0.0034431939
ENSG00000082515,MRPL22,-7.1475006e-05,0.00082569383
ENSG00000144848,ATG3,-0.0007716621,0.0006218098
ENSG00000198839,ZNF277,-0.00077433843,0.0057258694
ENSG00000221821,C6orf226,-1.6938759e-05,0.0003928576
ENSG00000171611,PTCRA,1.0507414e-05,0.00022006288
ENSG00000124713,GNMT,0.0001267719,0.00015406031
ENSG00000186952,TMEM232,0.00902185,0.021101018
ENSG00000124587,PEX6,0.0025940523,0.004149461
ENSG00000167011,NAT16,0.0013247862,0.0004430258
ENSG00000169087,HSPBAP1,-0.0004724318,0.0018424906
ENSG00000184408,KCND2,0.03351969,0.037198026
ENSG00000112640,PPP2R5D,0.0019142029,0.0025093223
ENSG00000114638,UPK1B,0.0003241619,0.00059767504
ENSG00000184903,IMMP2L,0.007997819,0.023757763
ENSG00000164904,ALDH7A1,-0.0029108948,0.0012946386
ENSG00000198948,MFAP3L,-0.012016992,0.001598748
ENSG00000163519,TRAT1,1.49915895e-05,0.00013016025
ENSG00000197157,SND1,0.0059959074,0.012582998
ENSG00000239314,MORC1-AS1,4.8137017e-06,8.818094e-05
ENSG00000109466,KLHL2,0.000104434985,0.011573843
ENSG00000105880,DLX5,0.0007648471,-0.000113301016
ENSG00000196937,FAM3C,0.0056909756,0.005023351
ENSG00000081800,SLC13A1,2.6727996e-05,8.048691e-05
ENSG00000151729,SLC25A4,0.002133189,0.0034282939
ENSG00000038002,AGA,-0.0012568773,0.00021971762
ENSG00000124733,MEA1,0.0005054707,0.00043778124
ENSG00000128536,CDHR3,0.008346476,0.009286962
ENSG00000124541,RRP36,0.0013026836,0.002001705
ENSG00000214381,LINC00488,0.00042112035,0.000366937
ENSG00000137171,KLC4,0.0023447014,0.0043791975
ENSG00000241155,ARHGAP31-AS1,4.7835878e-05,0.00021851867
ENSG00000170819,BFSP2,0.00021080917,0.0003177045
ENSG00000164031,DNAJB14,0.0042515886,0.014541695
ENSG00000006453,BAIAP2L1,0.0029628116,0.0012670906
ENSG00000158186,MRAS,0.0025056787,0.0042955442
ENSG00000185056,C5orf47,0.00029516133,0.00028164787
ENSG00000183072,NKX2-5,1.1244977e-06,1.798765e-06
ENSG00000170214,ADRA1B,0.0027259209,0.0028202846
ENSG00000105967,TFEC,8.034994e-05,0.00041694098
ENSG00000171522,PTGER4,3.9508384e-05,8.49486e-05
ENSG00000183111,ARHGEF37,-0.0073242537,0.0008784809
ENSG00000171509,RXFP1,0.011304217,0.013897736
ENSG00000123213,NLN,0.011730192,0.010382557
ENSG00000114125,RNF7,0.0016397067,0.0011456666
ENSG00000144909,OSBPL11,-0.0012302017,0.002218536
ENSG00000184845,DRD1,0.00083194155,0.0011012056
ENSG00000171992,SYNPO,0.008647914,0.0069883657
ENSG00000065485,PDIA5,0.003633684,0.0027472733
ENSG00000120725,SIL1,0.004437118,0.015720528
ENSG00000112651,MRPL2,0.00021178676,0.0009909718
ENSG00000106049,HIBADH,-0.0028880737,0.0059971157
ENSG00000174564,IL20RB,0.00033208227,0.00048916665
ENSG00000112655,PTK7,0.00460004,0.004037615
ENSG00000113300,CNOT6,0.003089326,0.0040093227
ENSG00000235631,RNF148,-0.0,-0.0
ENSG00000138459,SLC35A5,-0.0007082503,0.0016333675
ENSG00000145103,ILDR1,-4.5963307e-06,9.1889444e-05
ENSG00000013561,RNF14,0.0013899448,0.003320288
ENSG00000151612,ZNF827,0.0033613187,0.01028898
ENSG00000158220,ESYT3,0.001043915,0.000916965
