GENE	C1	C2	C3	C1+	C2+	C3+	C1-	C2-	C3-
1476	-0.512849	0.274914	-0.249251	0	0.274914	0	0.512849	0	0.249251
1477	-0.326267	0.196135	0.283476	0	0.196135	0.283476	0.326267	0	0
1478	0.590638	-0.159834	0.103282	0.590638	0	0.103282	0	0.159834	0
23283	0.471256	0.319704	0.0292284	0.471256	0.319704	0.0292284	0	0	0
1479	-0.258435	-0.56944	0.325919	0	0	0.325919	0.258435	0.56944	0
80169	-0.770016	0.289245	0.28102	0	0.289245	0.28102	0.770016	0	0
58190	0.644254	-0.0950476	-0.168414	0.644254	0	0	0	0.0950476	0.168414
51496	-0.257537	-0.326346	0.308603	0	0	0.308603	0.257537	0.326346	0
1491	-0.679897	0.409342	-0.00843804	0	0.409342	0	0.679897	0	0.00843804
9811	0.816053	0.00489522	0.119254	0.816053	0.00489522	0.119254	0	0	0
1495	0.663812	-0.0515608	-0.283751	0.663812	0	0	0	0.0515608	0.283751
8727	0.559125	-0.528866	0.292598	0.559125	0	0.292598	0	0.528866	0
1499	0.0774555	-0.699035	0.165472	0.0774555	0	0.165472	0	0.699035	0
56998	-0.277468	0.443154	-0.299226	0	0.443154	0	0.277468	0	0.299226
56259	0.226796	0.421636	0.145136	0.226796	0.421636	0.145136	0	0	0
1501	-0.678315	-0.0175611	0.23904	0	0	0.23904	0.678315	0.0175611	0
56474	0.360652	-0.513206	-0.393527	0.360652	0	0	0	0.513206	0.393527
5476	0.66616	0.237858	0.052345	0.66616	0.237858	0.052345	0	0	0
1075	0.862025	-0.148085	-0.0987626	0.862025	0	0	0	0.148085	0.0987626
1512	-0.397624	0.168828	-0.242554	0	0.168828	0	0.397624	0	0.242554
1513	0.53237	-0.0829835	-0.0804124	0.53237	0	0	0	0.0829835	0.0804124
1514	0.301002	0.451192	0.0383692	0.301002	0.451192	0.0383692	0	0	0
1519	-0.698939	-0.190583	-0.302475	0	0	0	0.698939	0.190583	0.302475
1515	0.114433	0.250956	-0.424179	0.114433	0.250956	0	0	0	0.424179
1522	0.597501	0.555792	-0.328388	0.597501	0.555792	0	0	0	0.328388
83992	0.640426	-0.199684	-0.369648	0.640426	0	0	0	0.199684	0.369648
404217	-0.873008	0.0688978	0.321653	0	0.0688978	0.321653	0.873008	0	0
613212	0.127869	0.826258	0.0172192	0.127869	0.826258	0.0172192	0	0	0
8452	0.571355	0.0127665	0.369775	0.571355	0.0127665	0.369775	0	0	0
8451	-0.602289	0.251287	0.14054	0	0.251287	0.14054	0.602289	0	0
1523	0.771543	-0.373531	-0.106341	0.771543	0	0	0	0.373531	0.106341
23316	0.465436	-0.408865	0.262338	0.465436	0	0.262338	0	0.408865	0
57703	0.665397	-0.149252	-0.0241048	0.665397	0	0	0	0.149252	0.0241048
6376	-0.558185	-0.0274506	0.172867	0	0	0.172867	0.558185	0.0274506	0
1524	-0.597963	0.194261	-0.158253	0	0.194261	0	0.597963	0	0.158253
1525	-0.799128	-0.318227	-0.0986718	0	0	0	0.799128	0.318227	0.0986718
6387	0.434306	0.287295	-0.338281	0.434306	0.287295	0	0	0	0.338281
2920	-0.36384	-0.104752	-0.24639	0	0	0	0.36384	0.104752	0.24639
7852	-0.542323	0.216462	-0.581613	0	0.216462	0	0.542323	0	0.581613
80319	-0.682689	-0.0499153	0.124218	0	0	0.124218	0.682689	0.0499153	0
1534	-0.668143	0.206744	0.394165	0	0.206744	0.394165	0.668143	0	0
80777	-0.605487	0.107709	0.212892	0	0.107709	0.212892	0.605487	0	0
124936	-0.849846	0.239914	-0.0296761	0	0.239914	0	0.849846	0	0.0296761
51706	-0.846948	0.330622	-0.161731	0	0.330622	0	0.846948	0	0.161731
1727	-0.580631	0.283383	-0.3955	0	0.283383	0	0.580631	0	0.3955
51167	0.665512	-0.000173825	-0.135394	0.665512	0	0	0	0.000173825	0.135394
1536	-0.711085	0.114437	-0.131094	0	0.114437	0	0.711085	0	0.131094
1537	0.505578	0.463468	0.127249	0.505578	0.463468	0.127249	0	0	0
54205	0.304571	0.567431	-0.212793	0.304571	0.567431	0	0	0	0.212793
23191	0.31407	-0.272649	-0.194732	0.31407	0	0	0	0.272649	0.194732
114757	-0.489128	-0.112919	0.435501	0	0	0.435501	0.489128	0.112919	0
1545	-0.308049	-0.224944	0.373656	0	0	0.373656	0.308049	0.224944	0
285154	0.187854	-0.477568	0.608879	0.187854	0	0.608879	0	0.477568	0
1592	-0.677864	0.404838	-0.00889792	0	0.404838	0	0.677864	0	0.00889792
56603	0.134802	-0.329487	0.556938	0.134802	0	0.556938	0	0.329487	0
1593	0.277899	0.221228	-0.51324	0.277899	0.221228	0	0	0	0.51324
1571	0.515346	0.159765	0.482156	0.515346	0.159765	0.482156	0	0	0
10858	-0.7664	0.126034	0.293262	0	0.126034	0.293262	0.7664	0	0
285440	-0.424494	-0.0290715	-0.374589	0	0	0	0.424494	0.0290715	0.374589
260293	-0.644044	-0.272346	0.415715	0	0	0.415715	0.644044	0.272346	0
199974	-0.698741	-0.112588	0.215285	0	0	0.215285	0.698741	0.112588	0
1595	-0.341686	0.529438	-0.0668918	0	0.529438	0	0.341686	0	0.0668918
192668	-0.642264	-0.404879	0.375058	0	0	0.375058	0.642264	0.404879	0
9267	0.332914	-0.0658626	-0.357685	0.332914	0	0	0	0.0658626	0.357685
27128	-0.667813	0.0464891	-0.266686	0	0.0464891	0	0.667813	0	0.266686
54360	-0.407955	0.213318	-0.299866	0	0.213318	0	0.407955	0	0.299866
23002	-0.333112	-0.0646416	0.114107	0	0	0.114107	0.333112	0.0646416	0
1600	-0.244016	-0.208895	-0.115938	0	0	0	0.244016	0.208895	0.115938
1601	-0.351735	0.282983	-0.288705	0	0.282983	0	0.351735	0	0.288705
1602	0.121443	0.660056	0.225837	0.121443	0.660056	0.225837	0	0	0
117154	-0.878693	0.268639	0.21566	0	0.268639	0.21566	0.878693	0	0
51339	-0.814271	-0.384748	0.15327	0	0	0.15327	0.814271	0.384748	0
168002	0.73237	0.0421515	-0.128601	0.73237	0.0421515	0	0	0	0.128601
147906	-0.574503	0.398253	-0.186815	0	0.398253	0	0.574503	0	0.186815
1603	-0.489395	0.427841	-0.260885	0	0.427841	0	0.489395	0	0.260885
221955	-0.42857	-0.286584	0.42217	0	0	0.42217	0.42857	0.286584	0
1611	-0.740424	0.064101	-0.186737	0	0.064101	0	0.740424	0	0.186737
7818	-0.403977	-0.00679718	-0.291182	0	0	0	0.403977	0.00679718	0.291182
1612	0.24477	-0.358543	0.3254	0.24477	0	0.3254	0	0.358543	0
92196	-0.910011	0.0341988	-0.159316	0	0.0341988	0	0.910011	0	0.159316
164781	-0.588674	0.0599794	0.315084	0	0.0599794	0.315084	0.588674	0	0
1616	0.487417	-0.109686	0.0936066	0.487417	0	0.0936066	0	0.109686	0
26528	0.626615	-0.0883393	-0.0684026	0.626615	0	0	0	0.0883393	0.0684026
1621	-0.304736	0.106547	0.58461	0	0.106547	0.58461	0.304736	0	0
1622	-0.567285	0.257284	-0.537916	0	0.257284	0	0.567285	0	0.537916
79007	0.196898	0.50366	0.396246	0.196898	0.50366	0.396246	0	0	0
440097	-0.567208	0.269518	-0.269549	0	0.269518	0	0.567208	0	0.269549
9730	0.640314	-0.30967	-0.0544292	0.640314	0	0	0	0.30967	0.0544292
80344	-0.768746	0.161754	0.245863	0	0.161754	0.245863	0.768746	0	0
90379	-0.674067	-0.0309077	0.149967	0	0	0.149967	0.674067	0.0309077	0
54876	0.140778	-0.57302	-0.106902	0.140778	0	0	0	0.57302	0.106902
26094	-0.554122	0.0512604	0.497488	0	0.0512604	0.497488	0.554122	0	0
8816	-0.725754	-0.0145711	-0.0627762	0	0	0	0.725754	0.0145711	0.0627762
55827	0.0610425	0.231657	0.409626	0.0610425	0.231657	0.409626	0	0	0
10238	-0.768176	-0.0274387	-0.0275969	0	0	0	0.768176	0.0274387	0.0275969
347442	0.711199	-0.13936	-0.171051	0.711199	0	0	0	0.13936	0.171051
79877	-0.88709	0.00922098	0.0422261	0	0.00922098	0.0422261	0.88709	0	0
285761	0.3104	-0.373919	0.171532	0.3104	0	0.171532	0	0.373919	0
131566	0.820955	-0.103185	0.195317	0.820955	0	0.195317	0	0.103185	0
1630	0.212271	-0.113908	0.325579	0.212271	0	0.325579	0	0.113908	0
8642	-0.566184	-0.388418	-0.148623	0	0	0	0.566184	0.388418	0.148623
54798	-0.504802	0.62536	0.0370275	0	0.62536	0.0370275	0.504802	0	0
9201	0.820385	0.377321	-0.133808	0.820385	0.377321	0	0	0	0.133808
166614	-0.781774	0.119021	0.255245	0	0.119021	0.255245	0.781774	0	0
85443	-0.432535	-0.679456	0.111523	0	0	0.111523	0.432535	0.679456	0
9937	0.690945	0.00353035	0.294219	0.690945	0.00353035	0.294219	0	0	0
1634	-0.531032	0.090607	-0.341563	0	0.090607	0	0.531032	0	0.341563
55802	0.776473	-0.329664	0.000441959	0.776473	0	0.000441959	0	0.329664	0
167227	-0.479076	0.18754	0.499873	0	0.18754	0.499873	0.479076	0	0
28960	0.729001	-0.0877144	0.153165	0.729001	0	0.153165	0	0.0877144	0
81501	-0.33627	0.0616577	0.121108	0	0.0616577	0.121108	0.33627	0	0
1635	-0.564867	0.18484	0.0737314	0	0.18484	0.0737314	0.564867	0	0
100189589	0.543691	0.0385959	0.0114946	0.543691	0.0385959	0.0114946	0	0	0
79077	-0.657409	0.236914	0.294267	0	0.236914	0.294267	0.657409	0	0
54165	0.657789	0.377003	0.227904	0.657789	0.377003	0.227904	0	0	0
55208	0.875571	0.0658899	0.0592746	0.875571	0.0658899	0.0592746	0	0	0
123879	0.10357	0.426356	0.345156	0.10357	0.426356	0.345156	0	0	0
23142	0.239252	0.489392	0.26245	0.239252	0.489392	0.26245	0	0	0
84259	-0.603211	0.404555	-0.0303889	0	0.404555	0	0.603211	0	0.0303889
51181	0.380733	0.381624	-0.280505	0.380733	0.381624	0	0	0	0.280505
79016	-0.834959	0.1543	0.0934326	0	0.1543	0.0934326	0.834959	0	0
23576	-0.773771	0.390879	0.0450451	0	0.390879	0.0450451	0.773771	0	0
23564	-0.881422	0.0295137	-0.284231	0	0.0295137	0	0.881422	0	0.284231
1643	0.220986	-0.00229485	-0.351569	0.220986	0	0	0	0.00229485	0.351569
80821	0.508832	0.245028	0.190508	0.508832	0.245028	0.190508	0	0	0
23259	0.882242	0.0100779	-0.0495247	0.882242	0.0100779	0	0	0	0.0495247
115265	-0.492521	-0.0116414	0.157859	0	0	0.157859	0.492521	0.0116414	0
23109	-0.780418	-0.165852	0.200094	0	0	0.200094	0.780418	0.165852	0
4921	-0.271077	0.168746	-0.399212	0	0.168746	0	0.271077	0	0.399212
65992	-0.757175	0.0281162	0.351912	0	0.0281162	0.351912	0.757175	0	0
1653	0.19994	0.582186	0.336849	0.19994	0.582186	0.336849	0	0	0
1662	-0.714338	0.281072	0.363602	0	0.281072	0.363602	0.714338	0	0
1663	0.702499	-0.0801967	-0.136793	0.702499	0	0	0	0.0801967	0.136793
29118	-0.687644	-0.0413462	0.398708	0	0	0.398708	0.687644	0.0413462	0
10212	0.322558	0.191734	-0.365321	0.322558	0.191734	0	0	0	0.365321
1654	0.775128	-0.19856	-0.061866	0.775128	0	0	0	0.19856	0.061866
8653	0.630917	-0.306707	-0.0619222	0.630917	0	0	0	0.306707	0.0619222
9879	0.624135	-0.32884	-0.0498548	0.624135	0	0	0	0.32884	0.0498548
1655	0.0809947	-0.577867	-0.122434	0.0809947	0	0	0	0.577867	0.122434
11056	0.419478	0.223338	0.0118323	0.419478	0.223338	0.0118323	0	0	0
79039	-0.68422	-0.490808	0.227249	0	0	0.227249	0.68422	0.490808	0
57696	0.623945	-0.343304	-0.0417685	0.623945	0	0	0	0.343304	0.0417685
10522	-0.825245	-0.0977255	-0.132028	0	0	0	0.825245	0.0977255	0.132028
26063	-0.536437	-0.347987	0.430391	0	0	0.430391	0.536437	0.347987	0
644414	0.802067	0.048723	0.152801	0.802067	0.048723	0.152801	0	0	0
8560	-0.601085	0.0487218	-0.101841	0	0.0487218	0	0.601085	0	0.101841
57706	-0.648254	-0.20885	0.230188	0	0	0.230188	0.648254	0.20885	0
163486	0.859398	0.0921199	0.042607	0.859398	0.0921199	0.042607	0	0	0
79958	-0.621331	0.0339376	0.0725276	0	0.0339376	0.0725276	0.621331	0	0
27147	-0.586863	0.189074	-0.32391	0	0.189074	0	0.586863	0	0.32391
163259	-0.580335	-0.253533	-0.331685	0	0	0	0.580335	0.253533	0.331685
79961	0.36248	0.743851	0.287174	0.36248	0.743851	0.287174	0	0	0
22898	-0.098185	0.0954464	0.405072	0	0.0954464	0.405072	0.098185	0	0
10260	0.557591	-0.354917	0.362386	0.557591	0	0.362386	0	0.354917	0
9909	0.692807	-0.0198249	-0.110677	0.692807	0	0	0	0.0198249	0.110677
55667	0.538187	-0.195358	-0.328421	0.538187	0	0	0	0.195358	0.328421
160518	0.548014	0.164856	0.177231	0.548014	0.164856	0.177231	0	0	0
201627	0.646019	-0.23987	-0.227124	0.646019	0	0	0	0.23987	0.227124
414918	-0.659459	0.106081	0.15344	0	0.106081	0.15344	0.659459	0	0
8562	-0.739874	0.0322476	0.147018	0	0.0322476	0.147018	0.739874	0	0
55635	0.179821	-0.406002	-0.0305663	0.179821	0	0	0	0.406002	0.0305663
9681	0.560389	0.169991	0.465257	0.560389	0.169991	0.465257	0	0	0
64798	0.696958	0.0738113	-0.141553	0.696958	0.0738113	0	0	0	0.141553
79139	-0.593524	-0.545944	-0.176341	0	0	0	0.593524	0.545944	0.176341
51009	-0.784324	0.0794122	-0.0909008	0	0.0794122	0	0.784324	0	0.0909008
91319	-0.395745	-0.407058	0.0384004	0	0	0.0384004	0.395745	0.407058	0
55070	0.42417	0.031965	0.120082	0.42417	0.031965	0.120082	0	0	0
28955	0.828377	0.36854	0.0173863	0.828377	0.36854	0.0173863	0	0	0
84649	-0.552631	0.152413	0.156407	0	0.152413	0.156407	0.552631	0	0
54487	0.625602	-0.473553	0.152786	0.625602	0	0.152786	0	0.473553	0
1606	-0.410829	-0.264626	0.431008	0	0	0.431008	0.410829	0.264626	0
1607	-0.689947	-0.1209	0.558611	0	0	0.558611	0.689947	0.1209	0
8527	0.0893669	-0.0350002	-0.496478	0.0893669	0	0	0	0.0350002	0.496478
1608	-0.412087	-0.22518	-0.467753	0	0	0	0.412087	0.22518	0.467753
160851	-0.41137	-0.25446	-0.136659	0	0	0	0.41137	0.25446	0.136659
9162	0.509569	-0.200229	0.312606	0.509569	0	0.312606	0	0.200229	0
1716	-0.578469	-0.061961	0.247103	0	0	0.247103	0.578469	0.061961	0
1718	-0.333231	0.700068	0.0376149	0	0.700068	0.0376149	0.333231	0	0
27294	-0.848287	-0.300716	0.0802476	0	0	0.0802476	0.848287	0.300716	0
79758	-0.798746	-0.289109	0.136386	0	0	0.136386	0.798746	0.289109	0
10202	-0.801364	0.0841018	-0.023989	0	0.0841018	0	0.801364	0	0.023989
9249	0.140441	0.506209	-0.547094	0.140441	0.506209	0	0	0	0.547094
10901	-0.465971	0.28981	0.176037	0	0.28981	0.176037	0.465971	0	0
51635	0.384136	0.580103	-0.108918	0.384136	0.580103	0	0	0	0.108918
25979	-0.255019	0.550986	0.387784	0	0.550986	0.387784	0.255019	0	0
10170	-0.694772	0.297182	-0.248475	0	0.297182	0	0.694772	0	0.248475
8449	0.492974	-0.00902698	0.122752	0.492974	0	0.122752	0	0.00902698	0
60625	0.854532	-0.00885261	0.153651	0.854532	0	0.153651	0	0.00885261	0
170506	-0.415226	0.262078	0.338102	0	0.262078	0.338102	0.415226	0	0
79132	-0.729685	-0.00992764	0.101904	0	0	0.101904	0.729685	0.00992764	0
56616	0.631803	0.265636	-0.137965	0.631803	0.265636	0	0	0	0.137965
1729	0.168424	-0.650366	0.296883	0.168424	0	0.296883	0	0.650366	0
1730	-0.723003	-0.405776	0.159195	0	0	0.159195	0.723003	0.405776	0
81624	-0.774326	0.286446	-0.166013	0	0.286446	0	0.774326	0	0.166013
11083	0.605626	-0.348604	-0.0525925	0.605626	0	0	0	0.348604	0.0525925
1734	-0.595599	0.210162	-0.0952364	0	0.210162	0	0.595599	0	0.0952364
1735	-0.241504	0.39833	-0.271749	0	0.39833	0	0.241504	0	0.271749
64150	0.509477	0.465037	-0.275807	0.509477	0.465037	0	0	0	0.275807
23181	0.418524	0.0772856	-0.537727	0.418524	0.0772856	0	0	0	0.537727
57609	0.370101	0.310572	-0.308983	0.370101	0.310572	0	0	0	0.308983
148252	0.776095	0.476721	0.200507	0.776095	0.476721	0.200507	0	0	0
54769	0.176926	0.361861	0.373329	0.176926	0.361861	0.373329	0	0	0
9077	-0.854028	-0.383804	-0.0682407	0	0	0	0.854028	0.383804	0.0682407
22894	0.658386	-0.328868	-0.0600977	0.658386	0	0	0	0.328868	0.0600977
129563	0.838675	-0.339362	0.0368747	0.838675	0	0.0368747	0	0.339362	0
85455	-0.705378	0.0434572	0.221954	0	0.0434572	0.221954	0.705378	0	0
85458	-0.450021	-0.148237	-0.399332	0	0	0	0.450021	0.148237	0.399332
22943	0.598326	0.433605	0.163177	0.598326	0.433605	0.163177	0	0	0
27123	-0.1624	0.0421163	0.287328	0	0.0421163	0.287328	0.1624	0	0
27122	-0.694138	0.0750912	0.198225	0	0.0750912	0.198225	0.694138	0	0
10395	0.386695	0.533018	-0.557826	0.386695	0.533018	0	0	0	0.557826
1738	0.101338	0.62855	0.136978	0.101338	0.62855	0.136978	0	0	0
9940	-0.579218	-0.282512	-0.158078	0	0	0	0.579218	0.282512	0.158078
1740	-0.754488	0.0136362	0.0206846	0	0.0136362	0.0206846	0.754488	0	0
9231	0.42113	-0.615829	0.271769	0.42113	0	0.271769	0	0.615829	0
9229	0.622122	-0.36976	0.15541	0.622122	0	0.15541	0	0.36976	0
101410534	0.502421	-0.574966	0.386685	0.502421	0	0.386685	0	0.574966	0
9228	0.520037	-0.389104	0.201348	0.520037	0	0.201348	0	0.389104	0
58512	-0.358002	-0.273116	0.366415	0	0	0.366415	0.358002	0.273116	0
22839	-0.544553	0.0458344	0.0212846	0	0.0458344	0.0212846	0.544553	0	0
65989	-0.629152	0.0619086	0.471459	0	0.0619086	0.471459	0.629152	0	0
10683	-0.824148	-0.323864	0.100837	0	0	0.100837	0.824148	0.323864	0
90871	-0.486991	0.586358	0.0816405	0	0.586358	0.0816405	0.486991	0	0
1755	0.305694	0.343849	-0.484651	0.305694	0.343849	0	0	0	0.484651
1756	-0.670194	0.0756568	0.0441862	0	0.0756568	0.0441862	0.670194	0	0
29958	-0.715495	0.0805896	-0.041829	0	0.0805896	0	0.715495	0	0.041829
93099	0.832606	-0.307783	0.290848	0.832606	0	0.290848	0	0.307783	0
10655	0.173302	0.201022	-0.573326	0.173302	0.201022	0	0	0	0.573326
58524	0.631208	0.139133	0.19809	0.631208	0.139133	0.19809	0	0	0
63950	0.138955	0.0422457	-0.37112	0.138955	0.0422457	0	0	0	0.37112
63946	0.263972	0.224181	-0.501091	0.263972	0.224181	0	0	0	0.501091
1762	-0.758189	0.11103	0.191871	0	0.11103	0.191871	0.758189	0	0
1763	0.515997	-0.409738	-0.0640091	0.515997	0	0	0	0.409738	0.0640091
55172	0.692441	-0.390836	0.0741178	0.692441	0	0.0741178	0	0.390836	0
161582	-0.888987	-0.06907	-0.00973548	0	0	0	0.888987	0.06907	0.00973548
54919	0.45733	-0.579558	-0.179466	0.45733	0	0	0	0.579558	0.179466
201625	-0.617154	-0.0291576	-0.509148	0	0	0	0.617154	0.0291576	0.509148
127602	-0.853505	0.0950764	-0.135266	0	0.0950764	0	0.853505	0	0.135266
8632	0.451246	0.289771	-0.399118	0.451246	0.289771	0	0	0	0.399118
146754	-0.861521	-0.122062	0.0326559	0	0	0.0326559	0.861521	0.122062	0
1767	-0.946101	-0.0486729	-0.0146768	0	0	0	0.946101	0.0486729	0.0146768
1768	-0.72642	-0.2504	0.338705	0	0	0.338705	0.72642	0.2504	0
56171	-0.663751	-0.181886	0.132841	0	0	0.132841	0.663751	0.181886	0
1770	-0.422694	-0.202799	-0.287686	0	0	0	0.422694	0.202799	0.287686
3301	-0.719264	0.244199	0.278004	0	0.244199	0.278004	0.719264	0	0
55466	-0.88455	0.171853	-0.0896632	0	0.171853	0	0.88455	0	0.0896632
4189	0.054606	0.728632	0.219677	0.054606	0.728632	0.219677	0	0	0
64215	-0.397942	0.298521	-0.0061147	0	0.298521	0	0.397942	0	0.0061147
54431	-0.799599	-0.0847737	-0.0305017	0	0	0	0.799599	0.0847737	0.0305017
55735	0.649715	0.250797	0.0965371	0.649715	0.250797	0.0965371	0	0	0
56521	-0.705533	-0.350654	-0.0225449	0	0	0	0.705533	0.350654	0.0225449
202052	0.602534	0.324104	-0.0392139	0.602534	0.324104	0	0	0	0.0392139
131118	-0.578175	0.332516	0.130931	0	0.332516	0.130931	0.578175	0	0
27000	-0.806201	0.23998	0.0919184	0	0.23998	0.0919184	0.806201	0	0
134218	0.552015	-0.108947	0.336287	0.552015	0	0.336287	0	0.108947	0
79962	0.599327	0.477728	-0.170808	0.599327	0.477728	0	0	0	0.170808
548645	0.660215	-0.178215	-0.0424581	0.660215	0	0	0	0.178215	0.0424581
51277	0.33648	0.553846	0.316154	0.33648	0.553846	0.316154	0	0	0
54943	0.699898	-0.125595	0.021005	0.699898	0	0.021005	0	0.125595	0
84277	-0.693218	0.163018	0.282369	0	0.163018	0.282369	0.693218	0	0
3338	0.851367	0.229354	-0.0210648	0.851367	0.229354	0	0	0	0.0210648
285126	0.640387	-0.388099	0.395005	0.640387	0	0.395005	0	0.388099	0
22826	-0.561129	0.426333	0.126789	0	0.426333	0.126789	0.561129	0	0
83544	-0.687253	0.0726617	-0.0305541	0	0.0726617	0	0.687253	0	0.0305541
10126	-0.824208	-0.187309	0.173378	0	0	0.173378	0.824208	0.187309	0
7802	-0.716652	-0.215579	0.068903	0	0	0.068903	0.716652	0.215579	0
1774	-0.443637	0.276756	-0.131555	0	0.276756	0	0.443637	0	0.131555
1775	0.623289	-0.188483	0.0326283	0.623289	0	0.0326283	0	0.188483	0
373863	0.804339	-0.225462	-0.110539	0.804339	0	0	0	0.225462	0.110539
144132	0.525022	-0.449599	0.248879	0.525022	0	0.248879	0	0.449599	0
26052	0.450289	0.54889	0.294686	0.450289	0.54889	0.294686	0	0	0
1788	0.555789	-0.400421	-0.19452	0.555789	0	0	0	0.400421	0.19452
10591	-0.607426	0.0184924	0.0803466	0	0.0184924	0.0803466	0.607426	0	0
8448	-0.757883	-0.0525022	0.427544	0	0	0.427544	0.757883	0.0525022	0
8447	-0.803663	0.218108	-0.137587	0	0.218108	0	0.803663	0	0.137587
9732	0.125911	0.0611433	0.41166	0.125911	0.0611433	0.41166	0	0	0
85440	-0.719815	-0.122973	-0.0553913	0	0	0	0.719815	0.122973	0.0553913
81704	-0.515187	-0.002836	-0.389665	0	0	0	0.515187	0.002836	0.389665
23348	-0.561519	-0.128663	-0.170701	0	0	0	0.561519	0.128663	0.170701
1796	-0.794964	-0.0864803	-0.217388	0	0	0	0.794964	0.0864803	0.217388
79930	0.780364	0.415938	-0.213666	0.780364	0.415938	0	0	0	0.213666
55715	-0.614846	0.4077	0.164499	0	0.4077	0.164499	0.614846	0	0
220164	-0.905749	0.185856	0.0433076	0	0.185856	0.0433076	0.905749	0	0
285489	-0.0436974	0.437342	-0.475438	0	0.437342	0	0.0436974	0	0.475438
29980	-0.274001	-0.29005	-0.0319912	0	0	0	0.274001	0.29005	0.0319912
84444	0.671259	-0.376047	-0.180894	0.671259	0	0	0	0.376047	0.180894
25911	-0.724772	0.420303	-0.0176967	0	0.420303	0	0.724772	0	0.0176967
8193	-0.746048	0.133322	0.487909	0	0.133322	0.487909	0.746048	0	0
285381	0.650869	0.361777	-0.0380866	0.650869	0.361777	0	0	0	0.0380866
100132911	0.452359	0.496935	-0.0114153	0.452359	0.496935	0	0	0	0.0114153
51611	-0.7815	0.073409	-0.219233	0	0.073409	0	0.7815	0	0.219233
92715	0.443048	-0.213802	-0.0226955	0.443048	0	0	0	0.213802	0.0226955
54344	0.486599	-0.445018	0.157099	0.486599	0	0.157099	0	0.445018	0
57628	-0.687373	0.0627645	0.344212	0	0.0627645	0.344212	0.687373	0	0
389023	-0.511968	0.244919	0.550203	0	0.244919	0.550203	0.511968	0	0
1803	0.810571	0.089489	-0.211754	0.810571	0.089489	0	0	0	0.211754
1804	0.233984	-0.389968	0.429533	0.233984	0	0.429533	0	0.389968	0
29952	0.44134	0.425159	0.0353118	0.44134	0.425159	0.0353118	0	0	0
54878	0.76717	0.245587	0.194624	0.76717	0.245587	0.194624	0	0	0
1805	0.524759	-0.0404393	-0.0209851	0.524759	0	0	0	0.0404393	0.0209851
23333	0.108507	0.666409	-0.201495	0.108507	0.666409	0	0	0	0.201495
283417	0.626847	-0.469197	0.103343	0.626847	0	0.103343	0	0.469197	0
286148	0.328021	0.12605	-0.504531	0.328021	0.12605	0	0	0	0.504531
84661	-0.357811	0.513374	-0.0791703	0	0.513374	0	0.357811	0	0.0791703
1806	-0.649665	-0.1248	-0.165043	0	0	0	0.649665	0.1248	0.165043
1807	-0.0109442	0.681427	0.0650619	0	0.681427	0.0650619	0.0109442	0	0
1809	-0.937978	0.0130136	-0.0483193	0	0.0130136	0	0.937978	0	0.0483193
10570	-0.608823	0.128425	0.391276	0	0.128425	0.391276	0.608823	0	0
56896	-0.545859	0.167608	-0.433684	0	0.167608	0	0.545859	0	0.433684
1810	-0.79746	-0.20237	-0.0827902	0	0	0	0.79746	0.20237	0.0827902
55332	-0.491503	0.322248	-0.187084	0	0.322248	0	0.491503	0	0.187084
374946	-0.543183	-0.457035	0.0470379	0	0	0.0470379	0.543183	0.457035	0
92749	-0.58612	-0.350757	0.367928	0	0	0.367928	0.58612	0.350757	0
83450	0.518943	-0.420891	0.0738284	0.518943	0	0.0738284	0	0.420891	0
1812	0.202469	-0.321554	0.122606	0.202469	0	0.122606	0	0.321554	0
1813	-0.413228	-0.368795	0.283402	0	0	0.283402	0.413228	0.368795	0
1814	-0.257708	0.125387	0.369371	0	0.125387	0.369371	0.257708	0	0
57453	0.480588	0.160679	-0.545638	0.480588	0.160679	0	0	0	0.545638
79075	0.847646	0.0584565	-0.104902	0.847646	0.0584565	0	0	0	0.104902
257203	-0.0982879	-0.608162	-0.0359987	0	0	0	0.0982879	0.608162	0.0359987
92126	-0.62368	0.0173223	-0.382747	0	0.0173223	0	0.62368	0	0.382747
1832	0.15963	-0.598075	0.0205784	0.15963	0	0.0205784	0	0.598075	0
667	0.377897	0.185929	-0.391578	0.377897	0.185929	0	0	0	0.391578
11034	-0.653685	0.28831	-0.0357798	0	0.28831	0	0.653685	0	0.0357798
1837	-0.224275	0.135863	-0.631637	0	0.135863	0	0.224275	0	0.631637
1838	-0.569134	0.123569	0.380268	0	0.123569	0.380268	0.569134	0	0
84062	-0.882456	0.0914316	0.02767	0	0.0914316	0.02767	0.882456	0	0
56986	-0.588012	-0.559019	-0.228735	0	0	0	0.588012	0.559019	0.228735
285605	0.646232	-0.443349	-0.087328	0.646232	0	0	0	0.443349	0.087328
1840	-0.557716	0.00144745	0.176877	0	0.00144745	0.176877	0.557716	0	0
196403	0.461573	-0.00750756	0.260433	0.461573	0	0.260433	0	0.00750756	0
64118	0.8027	-0.129386	-0.184267	0.8027	0	0	0	0.129386	0.184267
11062	-0.451113	-0.28529	-0.0336849	0	0	0	0.451113	0.28529	0.0336849
1843	0.556145	0.00548279	-0.281037	0.556145	0.00548279	0	0	0	0.281037
11072	-0.474908	-0.0956021	0.419534	0	0	0.419534	0.474908	0.0956021	0
80824	0.254921	-0.0416816	-0.18394	0.254921	0	0	0	0.0416816	0.18394
