GENE	C1	C2	C3	C1+	C2+	C3+	C1-	C2-	C3-
6623	-0.487963	0.221386	0.319076	0	0.221386	0.319076	0.487963	0	0
27044	-0.691098	0.193273	0.271086	0	0.193273	0.271086	0.691098	0	0
283596	0.190665	-0.464288	0.101298	0.190665	0	0.101298	0	0.464288	0
100505806	-0.049473	0.245832	-0.641515	0	0.245832	0	0.049473	0	0.641515
84973	0.413076	-0.361912	-0.198104	0.413076	0	0	0	0.361912	0.198104
100093630	-0.898942	-0.0634892	0.0684213	0	0	0.0684213	0.898942	0.0634892	0
8303	0.171579	0.77267	0.0311841	0.171579	0.77267	0.0311841	0	0	0
389084	0.263542	0.302381	-0.0709726	0.263542	0.302381	0	0	0	0.0709726
79622	0.182295	0.730428	0.0995878	0.182295	0.730428	0.0995878	0	0	0
11017	-0.846557	-0.0241977	0.134167	0	0	0.134167	0.846557	0.0241977	0
11066	0.715715	-0.0942637	0.0119659	0.715715	0	0.0119659	0	0.0942637	0
154007	0.256202	0.0296223	-0.507658	0.256202	0.0296223	0	0	0	0.507658
6629	-0.530823	0.025518	-0.158738	0	0.025518	0	0.530823	0	0.158738
6634	-0.738999	-0.108628	-0.258034	0	0	0	0.738999	0.108628	0.258034
6640	-0.474482	-0.0926902	0.0486071	0	0	0.0486071	0.474482	0.0926902	0
6641	-0.556069	0.0192833	-0.305515	0	0.0192833	0	0.556069	0	0.305515
6645	-0.116257	0.174505	0.497935	0	0.174505	0.497935	0.116257	0	0
54212	0.810465	-0.0196622	0.223593	0.810465	0	0.223593	0	0.0196622	0
54221	-0.714588	0.0670684	-0.0137338	0	0.0670684	0	0.714588	0	0.0137338
10073	-0.709007	0.308875	0.110981	0	0.308875	0.110981	0.709007	0	0
6642	0.173525	0.346806	-0.511382	0.173525	0.346806	0	0	0	0.511382
29887	-0.385725	0.596265	0.350694	0	0.596265	0.350694	0.385725	0	0
23161	-0.504647	0.0192803	-0.0676511	0	0.0192803	0	0.504647	0	0.0676511
64089	0.223774	0.423	0.156958	0.223774	0.423	0.156958	0	0	0
6643	-0.718661	0.293835	0.0706418	0	0.293835	0.0706418	0.718661	0	0
90203	0.706592	0.458218	0.0198092	0.706592	0.458218	0.0198092	0	0	0
28966	0.450099	0.531279	-0.338539	0.450099	0.531279	0	0	0	0.338539
83891	0.244765	0.144362	-0.243507	0.244765	0.144362	0	0	0	0.243507
81609	0.656801	0.260583	-0.0524739	0.656801	0.260583	0	0	0	0.0524739
8724	-0.621284	0.430856	0.201799	0	0.430856	0.201799	0.621284	0	0
58533	-0.263692	0.226343	-0.458852	0	0.226343	0	0.263692	0	0.458852
51375	-0.917476	-0.0667323	0.152756	0	0	0.152756	0.917476	0.0667323	0
29886	0.41324	-0.2728	0.0320211	0.41324	0	0.0320211	0	0.2728	0
51429	0.373588	-0.176431	-0.118187	0.373588	0	0	0	0.176431	0.118187
6646	0.732729	0.332892	-0.229914	0.732729	0.332892	0	0	0	0.229914
55084	-0.717001	-0.11252	0.094422	0	0	0.094422	0.717001	0.11252	0
8835	-0.461146	0.0922712	-0.164273	0	0.0922712	0	0.461146	0	0.164273
9655	0.684671	-0.32011	0.288102	0.684671	0	0.288102	0	0.32011	0
30837	-0.657071	-0.285152	0.142716	0	0	0.142716	0.657071	0.285152	0
6647	-0.413112	0.50258	0.00855146	0	0.50258	0.00855146	0.413112	0	0
6648	0.412055	0.204514	-0.10679	0.412055	0.204514	0	0	0	0.10679
6649	-0.307081	0.198628	-0.309565	0	0.198628	0	0.307081	0	0.309565
402381	0.832408	0.395132	0.0440728	0.832408	0.395132	0.0440728	0	0	0
10580	0.699376	-0.0840679	-0.146272	0.699376	0	0	0	0.0840679	0.146272
8470	-0.748933	-0.387161	0.138289	0	0	0.138289	0.748933	0.387161	0
10174	0.766423	-0.105757	-0.338995	0.766423	0	0	0	0.105757	0.338995
114815	0.682435	-0.188083	0.272483	0.682435	0	0.272483	0	0.188083	0
57537	-0.500691	0.300688	-0.227636	0	0.300688	0	0.500691	0	0.227636
22986	-0.30745	-0.341383	-0.0017777	0	0	0	0.30745	0.341383	0.0017777
6653	0.759369	0.486661	0.110072	0.759369	0.486661	0.110072	0	0	0
6272	0.595845	0.183795	-0.129508	0.595845	0.183795	0	0	0	0.129508
50964	0.823362	0.117531	0.144954	0.823362	0.117531	0.144954	0	0	0
25928	0.00477998	0.0163361	-0.0524167	0.00477998	0.0163361	0	0	0	0.0524167
134548	-0.785697	-0.446197	0.226546	0	0	0.226546	0.785697	0.446197	0
345079	0.12491	0.389478	0.669677	0.12491	0.389478	0.669677	0	0	0
65124	-0.406607	0.0643715	-0.562083	0	0.0643715	0	0.406607	0	0.562083
347454	-0.61299	0.176588	-0.167503	0	0.176588	0	0.61299	0	0.167503
6664	-0.839297	0.135652	-0.177084	0	0.135652	0	0.839297	0	0.177084
6665	0.145779	-0.481319	0.0399093	0.145779	0	0.0399093	0	0.481319	0
64321	0.473865	0.340659	-0.196533	0.473865	0.340659	0	0	0	0.196533
6658	-0.574129	0.168366	-0.513988	0	0.168366	0	0.574129	0	0.513988
6659	-0.746924	-0.238047	0.125709	0	0	0.125709	0.746924	0.238047	0
6660	-0.61744	0.398968	-0.141002	0	0.398968	0	0.61744	0	0.141002
6670	0.606803	-0.0256782	0.243042	0.606803	0	0.243042	0	0.0256782	0
389058	-0.874044	0.0332634	-0.0277658	0	0.0332634	0	0.874044	0	0.0277658
100131390	0.471558	-0.333804	0.152016	0.471558	0	0.152016	0	0.333804	0
53340	-0.479097	-0.327415	-0.0687016	0	0	0	0.479097	0.327415	0.0687016
11092	-0.63244	0.309996	0.20719	0	0.309996	0.20719	0.63244	0	0
79582	0.77267	-0.0928429	-0.204295	0.77267	0	0	0	0.0928429	0.204295
6676	0.893694	0.197412	0.025353	0.893694	0.197412	0.025353	0	0	0
10615	0.364511	-0.265687	-0.000338081	0.364511	0	0	0	0.265687	0.000338081
9043	0.422071	0.137226	0.017756	0.422071	0.137226	0.017756	0	0	0
6678	-0.557433	0.17107	-0.553206	0	0.17107	0	0.557433	0	0.553206
8404	0.509145	0.428341	-0.25754	0.509145	0.428341	0	0	0	0.25754
23111	0.68634	0.180641	-0.211175	0.68634	0.180641	0	0	0	0.211175
100505741	-0.440452	-0.029751	-0.182553	0	0	0	0.440452	0.029751	0.182553
221178	-0.327737	0.0812829	-0.50833	0	0.0812829	0	0.327737	0	0.50833
132671	-0.632571	0.489711	-0.210541	0	0.489711	0	0.632571	0	0.210541
64847	-0.574954	0.35949	-0.028782	0	0.35949	0	0.574954	0	0.028782
84690	0.537764	0.125633	0.0451186	0.537764	0.125633	0.0451186	0	0	0
124045	-0.92748	-0.0512892	-0.0806617	0	0	0	0.92748	0.0512892	0.0806617
132851	-0.666901	-0.0672637	0.0867834	0	0	0.0867834	0.666901	0.0672637	0
54558	0.328002	0.302359	-0.445774	0.328002	0.302359	0	0	0	0.445774
55812	0.243636	-0.370224	-0.112125	0.243636	0	0	0	0.370224	0.112125
84221	-0.806682	-0.00635508	0.248887	0	0	0.248887	0.806682	0.00635508	0
26010	-0.298741	-0.272819	0.523177	0	0	0.523177	0.298741	0.272819	0
9789	0.104479	0.481502	-0.105099	0.104479	0.481502	0	0	0	0.105099
60559	-0.341157	-0.217908	0.349208	0	0	0.349208	0.341157	0.217908	0
25803	0.228981	0.540083	0.310013	0.228981	0.540083	0.310013	0	0	0
54908	-0.581746	-0.178465	0.118125	0	0	0.118125	0.581746	0.178465	0
442590	0.298645	-0.58086	0.243754	0.298645	0	0.243754	0	0.58086	0
92521	0.794016	0.0594432	-0.22653	0.794016	0.0594432	0	0	0	0.22653
23384	0.712181	0.241697	-0.043082	0.712181	0.241697	0	0	0	0.043082
79925	0.668968	-0.111311	-0.197086	0.668968	0	0	0	0.111311	0.197086
10290	-0.0922844	-0.64497	0.215966	0	0	0.215966	0.0922844	0.64497	0
8877	0.703016	0.391796	-0.18026	0.703016	0.391796	0	0	0	0.18026
56848	0.684145	0.614329	-0.103462	0.684145	0.614329	0	0	0	0.103462
80309	-0.629479	0.47795	-0.402476	0	0.47795	0	0.629479	0	0.402476
6689	0.583784	0.163424	0.0525892	0.583784	0.163424	0.0525892	0	0	0
152185	-0.665628	0.070886	0.24718	0	0.070886	0.24718	0.665628	0	0
23514	0.281248	-0.78468	0.0988789	0.281248	0	0.0988789	0	0.78468	0
169981	0.513099	-0.255304	0.22368	0.513099	0	0.22368	0	0.255304	0
139886	-0.58282	-0.147604	-0.211976	0	0	0	0.58282	0.147604	0.211976
6691	0.11815	-0.70579	0.148846	0.11815	0	0.148846	0	0.70579	0
646424	0.438833	0.0732066	-0.419293	0.438833	0.0732066	0	0	0	0.419293
10653	-0.787924	0.0685224	0.271498	0	0.0685224	0.271498	0.787924	0	0
124976	0.796555	-0.113368	-0.163633	0.796555	0	0	0	0.113368	0.163633
90853	0.678521	0.0790393	0.0990356	0.678521	0.0790393	0.0990356	0	0	0
50859	0.177357	0.271901	-0.372001	0.177357	0.271901	0	0	0	0.372001
10417	-0.550553	0.571617	0.296023	0	0.571617	0.296023	0.550553	0	0
339745	0.607549	0.166351	-0.101214	0.607549	0.166351	0	0	0	0.101214
6696	0.360609	0.239315	-0.478713	0.360609	0.239315	0	0	0	0.478713
121665	-0.885784	0.0795542	0.208841	0	0.0795542	0.208841	0.885784	0	0
6697	0.0973671	0.778768	-0.113576	0.0973671	0.778768	0	0	0	0.113576
161742	-0.727831	-0.216055	0.00207146	0	0	0.00207146	0.727831	0.216055	0
503542	-0.630761	0.2806	0.528191	0	0.2806	0.528191	0.630761	0	0
6706	-0.754111	0.0423082	0.261953	0	0.0423082	0.261953	0.754111	0	0
83932	0.378761	-0.058137	-0.0258354	0.378761	0	0	0	0.058137	0.0258354
10252	-0.571139	0.459505	-0.0194013	0	0.459505	0	0.571139	0	0.0194013
81848	0.114594	0.688911	0.0860575	0.114594	0.688911	0.0860575	0	0	0
80176	0.514383	0.434929	-0.44243	0.514383	0.434929	0	0	0	0.44243
90864	0.438866	-0.184094	0.323047	0.438866	0	0.323047	0	0.184094	0
6710	0.569288	-0.364225	-0.0831886	0.569288	0	0	0	0.364225	0.0831886
57731	0.737682	-0.198674	0.250392	0.737682	0	0.250392	0	0.198674	0
51332	0.517352	0.538598	-0.182588	0.517352	0.538598	0	0	0	0.182588
171546	-0.555323	-0.288946	-0.422458	0	0	0	0.555323	0.288946	0.422458
165679	0.911473	0.107711	0.149244	0.911473	0.107711	0.149244	0	0	0
6713	-0.770832	0.258028	-0.0454888	0	0.258028	0	0.770832	0	0.0454888
58472	-0.580866	0.324719	-0.222148	0	0.324719	0	0.580866	0	0.222148
10011	0.781778	0.204675	0.186731	0.781778	0.204675	0.186731	0	0	0
149563	0.600313	0.165404	-0.00872705	0.600313	0.165404	0	0	0	0.00872705
6715	-0.46548	0.373607	-0.198358	0	0.373607	0	0.46548	0	0.198358
79644	-0.622205	-0.167851	0.000660421	0	0	0.000660421	0.622205	0.167851	0
6720	-0.431679	-0.319061	-0.396353	0	0	0	0.431679	0.319061	0.396353
140890	0.28094	-0.426315	-0.0592733	0.28094	0	0	0	0.426315	0.0592733
285672	-0.631723	-0.181598	0.0220751	0	0	0.0220751	0.631723	0.181598	0
153443	0.762987	-0.324606	-0.078076	0.762987	0	0	0	0.324606	0.078076
57522	-0.68514	-0.0406646	-0.45777	0	0	0	0.68514	0.0406646	0.45777
23380	0.439307	0.509422	-0.292604	0.439307	0.509422	0	0	0	0.292604
5552	0.0777646	0.187298	-0.428138	0.0777646	0.187298	0	0	0	0.428138
6717	-0.521526	0.253444	-0.03648	0	0.253444	0	0.521526	0	0.03648
6723	-0.831004	0.195508	0.0122484	0	0.195508	0.0122484	0.831004	0	0
6726	-0.572105	0.170291	-0.0705844	0	0.170291	0	0.572105	0	0.0705844
6732	0.731671	-0.0781395	0.313193	0.731671	0	0.313193	0	0.0781395	0
6734	0.519716	0.65187	0.154426	0.519716	0.65187	0.154426	0	0	0
8406	-0.117867	0.328737	-0.54236	0	0.328737	0	0.117867	0	0.54236
63826	-0.625313	0.136063	0.0315874	0	0.136063	0.0315874	0.625313	0	0
402055	-0.749112	0.0647534	0.246762	0	0.0647534	0.246762	0.749112	0	0
10250	0.31413	-0.118613	-0.10801	0.31413	0	0	0	0.118613	0.10801
222183	0.536969	-0.431384	-0.126844	0.536969	0	0	0	0.431384	0.126844
84530	0.321932	-0.534735	0.371429	0.321932	0	0.371429	0	0.534735	0
6426	0.805203	-0.23714	0.0147475	0.805203	0	0.0147475	0	0.23714	0
9295	0.360891	-0.608429	0.0291573	0.360891	0	0.0291573	0	0.608429	0
135295	-0.781891	-0.0758459	0.251274	0	0	0.251274	0.781891	0.0758459	0
10929	0.74339	-0.163346	0.183386	0.74339	0	0.183386	0	0.163346	0
140809	0.732616	0.434489	0.228934	0.732616	0.434489	0.228934	0	0	0
6742	-0.567925	0.427918	-0.0137584	0	0.427918	0	0.567925	0	0.0137584
23635	-0.514626	-0.365922	-0.230184	0	0	0	0.514626	0.365922	0.230184
23648	0.563916	-0.456742	0.0702063	0.563916	0	0.0702063	0	0.456742	0
170463	-0.478942	-0.199855	0.11758	0	0	0.11758	0.478942	0.199855	0
136853	-0.554874	0.590582	-0.079456	0	0.590582	0	0.554874	0	0.079456
284297	-0.45889	0.135339	-0.221389	0	0.135339	0	0.45889	0	0.221389
54961	0.761987	-0.188908	-0.172823	0.761987	0	0	0	0.188908	0.172823
6748	-0.659642	0.254768	0.0453021	0	0.254768	0.0453021	0.659642	0	0
6750	-0.887669	0.0698615	-0.0837118	0	0.0698615	0	0.887669	0	0.0837118
6751	-0.967168	-0.0089818	0.116061	0	0	0.116061	0.967168	0.0089818	0
6752	-0.802014	0.0196723	0.126837	0	0.0196723	0.126837	0.802014	0	0
117178	0.39463	-0.475773	0.342949	0.39463	0	0.342949	0	0.475773	0
9705	0.159761	0.137831	-0.385235	0.159761	0.137831	0	0	0	0.385235
400410	-0.890752	0.16454	-0.0619141	0	0.16454	0	0.890752	0	0.0619141
6482	-0.0522303	0.585866	-0.348447	0	0.585866	0	0.0522303	0	0.348447
6483	0.557236	-0.0312629	-0.235156	0.557236	0	0	0	0.0312629	0.235156
6487	0.547277	0.319864	0.346874	0.547277	0.319864	0.346874	0	0	0
8869	0.690332	-0.228486	-0.199106	0.690332	0	0	0	0.228486	0.199106
10402	0.83767	-0.32856	-0.0105465	0.83767	0	0	0	0.32856	0.0105465
100874207	0.810125	-0.0256312	-0.137105	0.810125	0	0	0	0.0256312	0.137105
6480	-0.548113	0.296731	0.0283128	0	0.296731	0.0283128	0.548113	0	0
84620	-0.32233	-0.763013	0.118479	0	0	0.118479	0.32233	0.763013	0
55808	0.682824	0.192832	-0.13951	0.682824	0.192832	0	0	0	0.13951
256435	0.152634	0.366958	-0.506426	0.152634	0.366958	0	0	0	0.506426
81849	-0.716356	0.042267	0.485889	0	0.042267	0.485889	0.716356	0	0
30815	-0.748429	0.0309598	0.0583711	0	0.0309598	0.0583711	0.748429	0	0
93653	-0.278945	-0.135932	-0.24668	0	0	0	0.278945	0.135932	0.24668
54879	0.399309	-0.571206	-0.0243016	0.399309	0	0	0	0.571206	0.0243016
6489	0.847065	0.159644	0.0384663	0.847065	0.159644	0.0384663	0	0	0
51046	-0.133081	0.0191423	0.578348	0	0.0191423	0.578348	0.133081	0	0
7903	-0.509026	-0.371047	-0.095865	0	0	0	0.509026	0.371047	0.095865
29906	0.719981	0.447727	0.204647	0.719981	0.447727	0.204647	0	0	0
23166	-0.592786	0.204174	-0.159322	0	0.204174	0	0.592786	0	0.159322
342667	0.884206	0.348567	-0.0897816	0.884206	0.348567	0	0	0	0.0897816
10274	0.465074	-0.472982	-0.0785155	0.465074	0	0	0	0.472982	0.0785155
10734	-0.447359	-0.250768	-0.273992	0	0	0	0.447359	0.250768	0.273992
10617	0.422359	0.0160943	-0.383606	0.422359	0.0160943	0	0	0	0.383606
57559	0.528893	-0.265616	0.578095	0.528893	0	0.578095	0	0.265616	0
6770	0.603286	0.535773	0.108658	0.603286	0.535773	0.108658	0	0	0
10809	0.773996	-0.156594	-0.000482584	0.773996	0	0	0	0.156594	0.000482584
83930	-0.611552	0.44883	-0.0882111	0	0.44883	0	0.611552	0	0.0882111
134429	0.159754	0.641	0.420637	0.159754	0.641	0.420637	0	0	0
80765	0.874733	0.0731563	0.0512593	0.874733	0.0731563	0.0512593	0	0	0
57519	0.727408	-0.187091	-0.277543	0.727408	0	0	0	0.187091	0.277543
6772	0.324926	-0.329573	-0.151161	0.324926	0	0	0	0.329573	0.151161
6775	0.798452	-0.246834	0.299022	0.798452	0	0.299022	0	0.246834	0
6778	-0.0848877	0.42192	0.606566	0	0.42192	0.606566	0.0848877	0	0
27067	0.864894	0.307375	0.167331	0.864894	0.307375	0.167331	0	0	0
8987	-0.248527	0.504652	0.230508	0	0.504652	0.230508	0.248527	0	0
26872	-0.196311	0.321834	0.608554	0	0.321834	0.608554	0.196311	0	0
261729	0.645429	0.48343	0.388005	0.645429	0.48343	0.388005	0	0	0
6786	-0.715315	-0.0424677	0.193937	0	0	0.193937	0.715315	0.0424677	0
57620	0.704519	-0.109928	0.0335952	0.704519	0	0.0335952	0	0.109928	0
6793	-0.233682	0.313702	-0.484677	0	0.313702	0	0.233682	0	0.484677
114790	0.0754241	-0.230873	-0.0614687	0.0754241	0	0	0	0.230873	0.0614687
9263	-0.68461	0.431364	-0.146598	0	0.431364	0	0.68461	0	0.146598
9262	-0.595877	0.0147333	-0.251439	0	0.0147333	0	0.595877	0	0.251439
10494	-0.846389	0.0507182	0.161967	0	0.0507182	0.161967	0.846389	0	0
51765	0.645645	0.441029	0.00923097	0.645645	0.441029	0.00923097	0	0	0
56164	-0.346427	-0.544034	-0.357482	0	0	0	0.346427	0.544034	0.357482
282974	-0.781669	0.132006	0.173526	0	0.132006	0.173526	0.781669	0	0
65975	0.0826981	0.0728406	-0.647439	0.0826981	0.0728406	0	0	0	0.647439
27148	0.433663	-0.345642	-0.0384694	0.433663	0	0	0	0.345642	0.0384694
23012	0.777517	0.136611	0.214983	0.777517	0.136611	0.214983	0	0	0
27347	0.146159	0.754462	-0.121642	0.146159	0.754462	0	0	0	0.121642
83931	0.573162	-0.0222663	0.0102879	0.573162	0	0.0102879	0	0.0222663	0
3925	-0.629644	-0.136211	0.360439	0	0	0.360439	0.629644	0.136211	0
11075	-0.22893	0.673729	0.178617	0	0.673729	0.178617	0.22893	0	0
79991	0.765011	0.401011	0.105583	0.765011	0.401011	0.105583	0	0	0
2040	-0.658034	0.00506652	-0.330519	0	0.00506652	0	0.658034	0	0.330519
9399	-0.854581	0.142213	0.243415	0	0.142213	0.243415	0.854581	0	0
11037	0.130739	-0.158162	-0.501451	0.130739	0	0	0	0.158162	0.501451
85439	-0.794787	-0.0412961	-0.150434	0	0	0	0.794787	0.0412961	0.150434
56977	0.325843	-0.684487	0.168376	0.325843	0	0.168376	0	0.684487	0
90529	0.823448	-0.00743675	0.239199	0.823448	0	0.239199	0	0.00743675	0
92335	0.750902	0.125345	0.00348254	0.750902	0.125345	0.00348254	0	0	0
11171	-0.507353	0.336904	0.351326	0	0.336904	0.351326	0.507353	0	0
55342	0.825518	0.287322	0.162404	0.825518	0.287322	0.162404	0	0	0
85369	-0.683882	-0.116948	0.307504	0	0	0.307504	0.683882	0.116948	0
57464	-0.150879	-0.572119	0.0443645	0	0	0.0443645	0.150879	0.572119	0
6801	0.913471	0.0441916	-0.0429706	0.913471	0.0441916	0	0	0	0.0429706
412	0.888661	-0.0422842	0.184692	0.888661	0	0.184692	0	0.0422842	0
201595	-0.526336	-0.159919	-0.133359	0	0	0	0.526336	0.159919	0.133359
375057	-0.946558	0.034379	0.0670018	0	0.034379	0.0670018	0.946558	0	0
23673	-0.785351	0.213471	0.0576362	0	0.213471	0.0576362	0.785351	0	0
8675	0.554597	-0.0665857	-0.29404	0.554597	0	0	0	0.0665857	0.29404
415117	0.567689	0.131965	0.5283	0.567689	0.131965	0.5283	0	0	0
6804	-0.731127	-0.00420066	0.550521	0	0	0.550521	0.731127	0.00420066	0
112755	0.702171	-0.191756	0.098431	0.702171	0	0.098431	0	0.191756	0
2054	-0.616427	-0.391306	-0.137181	0	0	0	0.616427	0.391306	0.137181
8417	-0.453937	0.340169	-0.0803966	0	0.340169	0	0.453937	0	0.0803966
9482	0.625743	-0.068932	0.0343093	0.625743	0	0.0343093	0	0.068932	0
6812	0.594408	-0.206343	0.369687	0.594408	0	0.369687	0	0.206343	0
6814	-0.461677	-0.0766077	-0.507937	0	0	0	0.461677	0.0766077	0.507937
252983	-0.51684	-0.189906	-0.523089	0	0	0	0.51684	0.189906	0.523089
134957	-0.156647	0.604747	0.0752089	0	0.604747	0.0752089	0.156647	0	0
9515	0.794773	0.0159718	0.283646	0.794773	0.0159718	0.283646	0	0	0
29091	-0.295285	0.290521	0.0882714	0	0.290521	0.0882714	0.295285	0	0
55359	-0.830809	0.00400864	0.37631	0	0.00400864	0.37631	0.830809	0	0
51657	-0.487274	0.357804	-0.218389	0	0.357804	0	0.487274	0	0.218389
10923	-0.916828	0.13774	-0.0288744	0	0.13774	0	0.916828	0	0.0288744
51430	-0.585143	-0.151643	-0.263755	0	0	0	0.585143	0.151643	0.263755
10147	0.835802	-0.300772	0.0211207	0.835802	0	0.0211207	0	0.300772	0
23213	-0.41893	0.482564	-0.468165	0	0.482564	0	0.41893	0	0.468165
55959	-0.868179	0.272347	-0.137982	0	0.272347	0	0.868179	0	0.137982
27233	-0.399215	-0.0368418	-0.32805	0	0	0	0.399215	0.0368418	0.32805
285362	-0.861229	0.179373	-0.0794182	0	0.179373	0	0.861229	0	0.0794182
25870	0.472047	-0.0295363	-0.164467	0.472047	0	0	0	0.0295363	0.164467
6613	-0.619758	-0.218295	0.143247	0	0	0.143247	0.619758	0.218295	0
6612	-0.89928	0.0556677	0.0564808	0	0.0556677	0.0564808	0.89928	0	0
23353	0.293916	-0.594199	0.115302	0.293916	0	0.115302	0	0.594199	0
11198	0.632257	-0.0390333	0.267761	0.632257	0	0.267761	0	0.0390333	0
55578	0.408729	-0.389075	-0.182116	0.408729	0	0	0	0.389075	0.182116
9913	0.705291	-0.0586492	-0.11225	0.705291	0	0	0	0.0586492	0.11225
6835	0.0230751	0.549495	0.245464	0.0230751	0.549495	0.245464	0	0	0
6836	0.0719168	0.534618	0.28679	0.0719168	0.534618	0.28679	0	0	0
64420	-0.879228	-0.0393125	0.231971	0	0	0.231971	0.879228	0.0393125	0
203328	-0.650584	0.115176	-0.215604	0	0.115176	0	0.650584	0	0.215604
55061	-0.364896	0.595338	-0.135406	0	0.595338	0	0.364896	0	0.135406
26032	0.576168	0.401026	0.402023	0.576168	0.401026	0.402023	0	0	0
9766	0.0341588	0.31025	-0.0100956	0.0341588	0.31025	0	0	0	0.0100956
6839	-0.490948	0.15477	0.334056	0	0.15477	0.334056	0.490948	0	0
23512	0.575434	-0.0271867	0.235327	0.575434	0	0.235327	0	0.0271867	0
9900	0.706776	-0.364083	-0.00917619	0.706776	0	0	0	0.364083	0.00917619
9899	-0.307283	0.383133	0.677748	0	0.383133	0.677748	0.307283	0	0
22987	0.877411	0.257915	-0.0511424	0.877411	0.257915	0	0	0	0.0511424
258010	0.412965	0.134879	-0.464072	0.412965	0.134879	0	0	0	0.464072
55530	-0.84412	0.295227	0.274802	0	0.295227	0.274802	0.84412	0	0
375757	-0.586304	0.423933	-0.172798	0	0.423933	0	0.586304	0	0.172798
126074	-0.411998	0.14424	-0.176552	0	0.14424	0	0.411998	0	0.176552
55638	0.355303	-0.615371	0.448989	0.355303	0	0.448989	0	0.615371	0
93426	0.0788809	0.0481596	0.642067	0.0788809	0.0481596	0.642067	0	0	0
10388	0.932845	-0.214853	0.0422581	0.932845	0	0.0422581	0	0.214853	0
221711	0.339583	-0.374787	0.134944	0.339583	0	0.134944	0	0.374787	0
84144	0.210848	0.381123	-0.0963039	0.210848	0.381123	0	0	0	0.0963039
25949	-0.463679	-0.030707	-0.0812918	0	0	0	0.463679	0.030707	0.0812918
6850	-0.583673	0.028659	-0.215019	0	0.028659	0	0.583673	0	0.215019
6854	-0.732795	-0.22238	0.201504	0	0	0.201504	0.732795	0.22238	0
8224	0.581631	-0.465973	0.364745	0.581631	0	0.364745	0	0.465973	0
79953	0.740188	0.312563	0.185158	0.740188	0.312563	0.185158	0	0	0
23345	0.733002	-0.208471	0.238832	0.733002	0	0.238832	0	0.208471	0
163183	0.874754	-0.0241621	-0.17442	0.874754	0	0	0	0.0241621	0.17442
9144	0.28716	0.22152	-0.352219	0.28716	0.22152	0	0	0	0.352219
9143	-0.598911	0.357594	0.377159	0	0.357594	0.377159	0.598911	0	0
8867	0.415508	0.252482	-0.0987161	0.415508	0.252482	0	0	0	0.0987161
8871	0.396808	0.203432	-0.415894	0.396808	0.203432	0	0	0	0.415894
23336	-0.298902	0.559797	0.109001	0	0.559797	0.109001	0.298902	0	0
11346	-0.578724	-0.154185	0.0384165	0	0	0.0384165	0.578724	0.154185	0
171024	0.0345748	0.560488	0.371328	0.0345748	0.560488	0.371328	0	0	0
132204	-0.820534	-0.0303311	0.157922	0	0	0.157922	0.820534	0.0303311	0
6856	0.362296	0.24049	-0.479204	0.362296	0.24049	0	0	0	0.479204
6857	-0.288974	-0.0437071	0.504523	0	0	0.504523	0.288974	0.0437071	0
341359	-0.681411	-0.103783	0.0748861	0	0	0.0748861	0.681411	0.103783	0
91683	0.891042	0.181531	0.0561717	0.891042	0.181531	0.0561717	0	0	0
57586	-0.128225	0.0253597	0.679438	0	0.0253597	0.679438	0.128225	0	0
255928	0.182151	-0.153942	0.225162	0.182151	0	0.225162	0	0.153942	0
83849	0.634295	0.241702	-0.346393	0.634295	0.241702	0	0	0	0.346393
83851	-0.427355	-0.127085	0.433376	0	0	0.433376	0.427355	0.127085	0
51760	-0.942597	0.0442403	0.0327889	0	0.0442403	0.0327889	0.942597	0	0
127833	0.874038	0.338901	-0.182756	0.874038	0.338901	0	0	0	0.182756
84258	0.695212	0.410614	0.055318	0.695212	0.410614	0.055318	0	0	0
6860	-0.57089	0.502537	0.251449	0	0.502537	0.251449	0.57089	0	0
6861	-0.444276	0.0632075	0.610824	0	0.0632075	0.610824	0.444276	0	0
148281	-0.140044	0.229235	-0.747418	0	0.229235	0	0.140044	0	0.747418
143425	-0.573837	0.284114	-0.186581	0	0.284114	0	0.573837	0	0.186581
84958	-0.725438	-0.437862	0.0132746	0	0	0.0132746	0.725438	0.437862	0
54843	-0.815706	-0.374951	0.126036	0	0	0.126036	0.815706	0.374951	0
94120	-0.35775	0.515136	-0.394658	0	0.515136	0	0.35775	0	0.394658
94121	-0.569287	0.163641	-0.130522	0	0.163641	0	0.569287	0	0.130522
94122	-0.797531	-0.25299	0.0816357	0	0	0.0816357	0.797531	0.25299	0
26099	-0.260613	0.162233	-0.519696	0	0.162233	0	0.260613	0	0.519696
23334	0.731311	-0.232498	-0.119321	0.731311	0	0	0	0.232498	0.119321
23118	-0.651605	0.241272	0.106278	0	0.241272	0.106278	0.651605	0	0
257397	0.536595	0.35715	0.243745	0.536595	0.35715	0.243745	0	0	0
6863	-0.665672	0.481075	-0.0631053	0	0.481075	0	0.665672	0	0.0631053
6866	-0.494926	-0.535863	0.307153	0	0	0.307153	0.494926	0.535863	0
6867	0.628	-0.140786	0.130909	0.628	0	0.130909	0	0.140786	0
10460	0.526957	0.20465	-0.0490556	0.526957	0.20465	0	0	0	0.0490556
6865	-0.625908	0.169793	0.278671	0	0.169793	0.278671	0.625908	0	0
117143	-0.581846	-0.353754	0.117986	0	0	0.117986	0.581846	0.353754	0
6871	0.702532	-0.439952	0.181249	0.702532	0	0.181249	0	0.439952	0
